# _root_ Ανησυχώ μήπως η διακρατική συνεργασία στον τομέα της εκπαίδευσης , δηλαδή η διακυβερνητική πτυχή , παραγκωνίσει την κοινοτική προσέγγιση .
#goldHeads=0,1,5,5,11,5,6,9,7,11,16,14,14,11,16,2,19,19,16,0,
#predictedHeads=0,1,5,5,1,5,6,9,7,11,1,14,14,16,16,0,19,19,16,0,
(7,4),(7,8),-0.0472306 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0118387 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.022196 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.00863844 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0246414 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.00717182 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.022196 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.00972399 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.00716386 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0152406 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0153044 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0052713 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.00869062 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0136557 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.00769393 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.00148919 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.00869062 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.00310203 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.00118438 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.036687 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0324271 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0438953 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0181998 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0551471 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0364802 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0438953 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0216365 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.036579 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0132617 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0322126 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0706461 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0018357 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0132759 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0322126 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.00416561 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0132759 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0438623 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0612418 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0233248 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.126169 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0438623 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.00295778 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.126169 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0844045 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.00471898 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0604471 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0169643 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0160339 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0604347 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.00426323 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0424962 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.032294 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0190169 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.0433575 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0323879 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0397118 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0160097 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0323959 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.043123 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.00492869 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.125366 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0160339 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.0604347 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.0181618 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.122179 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0100629 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0313455 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0293219 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0824537 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0201524 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0288866 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.01604 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.00340561 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0104104 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0919865 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0742804 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0739037 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.363105 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0847951 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0750114 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0482201 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0519748 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.00569593 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0241843 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0219611 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0765698 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0184569 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.00648435 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0258156 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.00916277 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0119642 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0141579 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0972083 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0105789 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0126515 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.00767392 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.00197124 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.00219468 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0972185 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0119376 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0147492 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.00983688 # DEPENDENCYPART_SIBL
(9,7),(9,14),5.00128e-05 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.000211768 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0574976 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0319693 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0032312 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0321855 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0405868 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0849517 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.00505913 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0608587 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0166347 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00368064 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0431185 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0197979 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0321624 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0156068 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.00816619 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.00997751 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.018688 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0159166 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.00193265 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0156043 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0153316 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.178181 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0339828 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0507263 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0116129 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.261808 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.0339828 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0486165 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.018349 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0371994 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.00155876 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0353923 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0375079 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.10889 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0525671 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0950647 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.00344427 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0852244 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0525671 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0969052 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0209865 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0257886 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0189759 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0213002 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0970029 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.239077 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.120492 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0671406 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0894987 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.239077 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.119757 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0351253 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.00787811 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.00433139 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.048972 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0239917 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.214247 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0218977 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0217341 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0239917 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.212719 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0309668 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0305656 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.125656 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0601402 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.117865 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0626593 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0733225 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0601402 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.11687 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.00383827 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0469581 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0218986 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.212426 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0233112 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0239497 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0218986 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.210899 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0503844 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0249946 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.215892 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0240272 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0249925 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0249946 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.214365 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.00181117 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.00237638 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.00361407 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.00982796 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.00181117 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.00323743 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.00859254 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0555924 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.00935801 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0316914 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.00860057 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.222275 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0547289 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.0692682 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0437402 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.00667987 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.0678845 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.00320022 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0139112 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.00673599 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.00860057 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0310993 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.00532779 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0436556 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0052331 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.034968 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.00505157 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.258885 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.00969978 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.00257164 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0147438 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.000293791 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.156761 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0133609 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.00429743 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0170084 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0184715 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0149839 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0202548 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0170081 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.122584 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0132872 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.00550107 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0292509 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0222273 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.001355 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0266835 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0352935 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0447075 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.00388324 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0311824 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.000482488 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.251103 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.000490906 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.00868292 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0257644 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.00271176 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.00808755 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.0254597 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0105882 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0347296 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0281316 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.035039 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.243536 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0157463 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0067462 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.00623826 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.00512348 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0200958 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.00613964 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0162498 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0312646 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.000424685 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.253365 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.000301737 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.00670605 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0240154 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.00429878 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0104028 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0237108 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.00965396 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0124575 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.176591 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0228355 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0164683 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0223259 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0724488 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.00266673 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0223978 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0715736 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.253968 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.000300078 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.00909673 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0266529 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.00430017 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0107275 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0263482 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.00965299 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0480672 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0532794 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0633861 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.300737 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.171287 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0609661 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.134463 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0142179 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.00389971 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.00426763 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0168188 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.00389972 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0130252 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0230959 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.00530122 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0125308 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0231039 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0409002 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0117702 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0323378 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.148126 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0435472 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.00113508 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.00353805 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.111265 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.00012386 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.119619 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.0454047 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0219448 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0358077 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0743505 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0488559 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0740429 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.020326 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0308722 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0127067 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0334373 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0761996 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0212183 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0761223 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0468876 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.108488 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0576028 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.000570354 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0990229 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0256457 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.0114236 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.000548103 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.143223 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0286572 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0265514 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.095175 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0450604 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0132629 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0578027 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.0419136 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.00344309 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.0174409 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0834073 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.00051308 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0148843 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.0156758 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0107884 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.00141386 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0683804 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.0793342 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.103162 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.40161 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0281052 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0576287 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0404511 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.00306799 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0213577 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0091937 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.013665 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.138534 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0226892 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0119783 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.000147739 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.00742623 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.00342067 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.00346631 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.101857 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0150472 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.192008 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0124747 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0248002 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0349448 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0895078 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.00153387 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0247858 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0151645 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0130733 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.000893565 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0920487 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0850657 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.00597289 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.047902 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0362252 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0183013 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0121167 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0259547 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.00346695 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.016653 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.00507862 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.060744 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.00528864 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.0181062 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0321972 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0159166 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.00193265 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.0156043 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.0153316 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.018688 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0153298 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.261808 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.0339828 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.0486165 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0351253 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.00787811 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.00433139 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0203877 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.00432694 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0217341 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0239917 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.212719 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.0309668 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0305656 # DEPENDENCYPART_SIBL
