# _root_ Ωστόσο , έχουμε παράλληλα επίγνωση του γεγονότος ότι η παρούσα οδηγία είναι μεν σημαντική και ενδιαφέρουσα , αλλά δεν λύνει δυστυχώς ακόμα όλα τα προβλήματα .
#goldHeads=0,3,1,3,3,7,5,7,11,11,12,18,12,15,12,15,18,8,20,18,20,20,25,25,20,0,
#predictedHeads=0,1,1,3,3,7,5,3,11,11,12,8,14,12,12,15,18,0,20,18,20,23,25,25,20,0,
(15,7),(15,11),-0.0054359 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.0595816 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0170034 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0421272 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.00327311 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0157499 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0505754 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.0153651 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.00345764 # DEPENDENCYPART_SIBL
(15,7),(15,22),-0.00255587 # DEPENDENCYPART_SIBL
(15,7),(15,23),-0.00481586 # DEPENDENCYPART_SIBL
(15,7),(15,25),0.09693 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0181116 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0382421 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0479004 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0384927 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0125393 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0406361 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0130413 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.00798797 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.124344 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.0220557 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.00929967 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.00626429 # DEPENDENCYPART_SIBL
(15,8),(15,23),0.00599038 # DEPENDENCYPART_SIBL
(15,8),(15,25),-0.0456745 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.030759 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0305021 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0575773 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0810777 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0284353 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0253749 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.100169 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0359801 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0296258 # DEPENDENCYPART_SIBL
(15,9),(15,21),0.00287817 # DEPENDENCYPART_SIBL
(15,9),(15,22),0.00290614 # DEPENDENCYPART_SIBL
(15,9),(15,23),0.0199989 # DEPENDENCYPART_SIBL
(15,9),(15,25),0.0111205 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0039233 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0173842 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0165812 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.02897 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.390313 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0175266 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0346074 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0235359 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.00928653 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.00926945 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.383065 # DEPENDENCYPART_SIBL
(15,10),(15,25),0.000697861 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0842279 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.00417605 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0338717 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.00784988 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0272022 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0383474 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.00909874 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.0179063 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0188081 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.00630691 # DEPENDENCYPART_SIBL
(15,11),(15,25),0.0976337 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.109236 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.178219 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0202077 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.00313373 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0326808 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.514297 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0143918 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0115209 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.0237016 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.0726605 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.00234855 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.000350455 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0158067 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0229002 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0111346 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0700271 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0648661 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.00391455 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.00377049 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.390758 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.00950553 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.034175 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0270578 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.00889566 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.00887858 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.383511 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.00338861 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0722558 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0536225 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.149091 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0449476 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.0449476 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.101622 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.0761153 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0276316 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.00805125 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0109184 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.00971161 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0389553 # DEPENDENCYPART_SIBL
(15,17),(15,25),0.000420649 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0613891 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0115055 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0115069 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.0344405 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.00665477 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.0918279 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.09181 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.0298415 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.024046 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.00438025 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.016315 # DEPENDENCYPART_SIBL
(15,21),(15,25),0.0478704 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.0163197 # DEPENDENCYPART_SIBL
(15,22),(15,25),0.0398286 # DEPENDENCYPART_SIBL
(15,23),(15,25),-0.0794192 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0017222 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0698869 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.033432 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.00668379 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.00274292 # DEPENDENCYPART_SIBL
(16,13),(16,25),0.0263676 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0485328 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0950013 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0146459 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0305929 # DEPENDENCYPART_SIBL
(16,14),(16,25),0.107709 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.00394059 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0104486 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0209668 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.0577244 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0236808 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0232468 # DEPENDENCYPART_SIBL
(16,17),(16,25),0.057429 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.00768827 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.00855104 # DEPENDENCYPART_SIBL
(16,20),(16,25),0.000554605 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.067789 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.0749907 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.343608 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.0678593 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0198229 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.00548204 # DEPENDENCYPART_SIBL
(17,2),(17,23),-0.0727759 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0146806 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0989323 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0144945 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0706663 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.0887558 # DEPENDENCYPART_SIBL
(17,10),(17,23),0.232261 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0989755 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0132868 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0710762 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0851894 # DEPENDENCYPART_SIBL
(17,14),(17,23),0.232646 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0186986 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.12851 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.105792 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.0726612 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0711965 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0894987 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.232652 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.00537027 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.0178363 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.0130688 # DEPENDENCYPART_SIBL
(18,1),(18,2),0.00870638 # DEPENDENCYPART_SIBL
(18,1),(18,3),0.00951592 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.0257048 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.0485812 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.0485812 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.0371341 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.04344 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0412697 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.000819773 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.0198863 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.045836 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.0324044 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0434188 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.00870638 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.00662698 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0248355 # DEPENDENCYPART_SIBL
(18,1),(18,21),0.0146996 # DEPENDENCYPART_SIBL
(18,1),(18,22),0.0116624 # DEPENDENCYPART_SIBL
(18,1),(18,23),0.00780129 # DEPENDENCYPART_SIBL
(18,1),(18,25),-0.0209159 # DEPENDENCYPART_SIBL
(18,1),(18,26),-0.0175017 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.0654964 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.000648926 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.0252053 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.0252053 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.0417439 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.0137389 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.00165017 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.0630458 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.0128618 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.00650612 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.0769676 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.013633 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.0694602 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.00171617 # DEPENDENCYPART_SIBL
(18,2),(18,20),0.0119584 # DEPENDENCYPART_SIBL
(18,2),(18,21),0.0327438 # DEPENDENCYPART_SIBL
(18,2),(18,22),0.0131047 # DEPENDENCYPART_SIBL
(18,2),(18,23),0.0197784 # DEPENDENCYPART_SIBL
(18,2),(18,25),-0.00715629 # DEPENDENCYPART_SIBL
(18,2),(18,26),0.0342499 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.0523783 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.131371 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.131371 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.0602465 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.0983866 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.12257 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.0254828 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.0355482 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.0988132 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0228176 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0983654 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.0612867 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.00504326 # DEPENDENCYPART_SIBL
(18,3),(18,20),0.230475 # DEPENDENCYPART_SIBL
(18,3),(18,21),0.0153495 # DEPENDENCYPART_SIBL
(18,3),(18,22),0.0124768 # DEPENDENCYPART_SIBL
(18,3),(18,23),-0.0260685 # DEPENDENCYPART_SIBL
(18,3),(18,25),-0.0635171 # DEPENDENCYPART_SIBL
(18,3),(18,26),-0.0179736 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.00623764 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.00623764 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.0165987 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.0135707 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.0144307 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.0534276 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.0343576 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0138638 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.0425402 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.013491 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.0393734 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.00601504 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.018353 # DEPENDENCYPART_SIBL
(18,4),(18,21),0.0437405 # DEPENDENCYPART_SIBL
(18,4),(18,22),0.038586 # DEPENDENCYPART_SIBL
(18,4),(18,23),-0.00528732 # DEPENDENCYPART_SIBL
(18,4),(18,25),-0.0320158 # DEPENDENCYPART_SIBL
(18,4),(18,26),-0.0241439 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0424794 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.00868329 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.0315322 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.0292444 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.0921129 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0019578 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0315157 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.00547244 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.031511 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.068478 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.010904 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.00473128 # DEPENDENCYPART_SIBL
(18,5),(18,21),0.0259695 # DEPENDENCYPART_SIBL
(18,5),(18,22),0.0268689 # DEPENDENCYPART_SIBL
(18,5),(18,23),0.0166033 # DEPENDENCYPART_SIBL
(18,5),(18,25),0.0640016 # DEPENDENCYPART_SIBL
(18,5),(18,26),0.00474156 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.00868329 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0315322 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.0292444 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.0921129 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0019578 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0315157 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.00547244 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.031511 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.068478 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.010904 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.00473128 # DEPENDENCYPART_SIBL
(18,7),(18,21),0.0259695 # DEPENDENCYPART_SIBL
(18,7),(18,22),0.0268689 # DEPENDENCYPART_SIBL
(18,7),(18,23),0.0166033 # DEPENDENCYPART_SIBL
(18,7),(18,25),0.0640016 # DEPENDENCYPART_SIBL
(18,7),(18,26),0.00474156 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.0543567 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0557485 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0262535 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0214377 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0567527 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0413793 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0543355 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.00636504 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.00159211 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0380538 # DEPENDENCYPART_SIBL
(18,8),(18,21),0.00911061 # DEPENDENCYPART_SIBL
(18,8),(18,22),0.0060734 # DEPENDENCYPART_SIBL
(18,8),(18,23),-0.00261804 # DEPENDENCYPART_SIBL
(18,8),(18,25),-0.0506513 # DEPENDENCYPART_SIBL
(18,8),(18,26),-0.0253171 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0199931 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.0227464 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.00377852 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.00552521 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.00719627 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.00533913 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.118575 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.00517617 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0470954 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.00847263 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.00845371 # DEPENDENCYPART_SIBL
(18,10),(18,23),0.26158 # DEPENDENCYPART_SIBL
(18,10),(18,25),-0.0156034 # DEPENDENCYPART_SIBL
(18,10),(18,26),-0.0128662 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.12112 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.0127897 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0199962 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0190553 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0199915 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.112035 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.00792762 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.0281303 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.0546826 # DEPENDENCYPART_SIBL
(18,11),(18,22),0.0555819 # DEPENDENCYPART_SIBL
(18,11),(18,23),0.0351364 # DEPENDENCYPART_SIBL
(18,11),(18,25),0.0768799 # DEPENDENCYPART_SIBL
(18,11),(18,26),0.0397479 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0539212 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.118979 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0435363 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.118531 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0303641 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.011004 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.27944 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.0189724 # DEPENDENCYPART_SIBL
(18,12),(18,22),0.0160996 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.02073 # DEPENDENCYPART_SIBL
(18,12),(18,25),-0.0588251 # DEPENDENCYPART_SIBL
(18,12),(18,26),0.0036655 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.00273323 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0534238 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.00236041 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0697307 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.000382456 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0114806 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0517518 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.0465888 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.00149569 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.0203698 # DEPENDENCYPART_SIBL
(18,13),(18,26),-0.00541519 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.00706653 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.00404799 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.118661 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.00510632 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0506221 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.00807704 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.00805812 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.262012 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.0129174 # DEPENDENCYPART_SIBL
(18,14),(18,26),-0.00445405 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0417485 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0619556 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0223137 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0311201 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0229666 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.0199294 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0100162 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.0077755 # DEPENDENCYPART_SIBL
(18,15),(18,26),-0.0297228 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.118715 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.00510055 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0463111 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.00852604 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.00850712 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.262022 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.0131204 # DEPENDENCYPART_SIBL
(18,16),(18,26),-0.0126023 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.00171617 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0119584 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0327438 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0131047 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0197784 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.00715629 # DEPENDENCYPART_SIBL
(18,17),(18,26),0.0342499 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0898725 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.00644579 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.00644579 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0231606 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.0151592 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.00997395 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.00361407 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0035962 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.069777 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.00266331 # DEPENDENCYPART_SIBL
(18,20),(18,26),0.06769 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0102347 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0085401 # DEPENDENCYPART_SIBL
(18,21),(18,25),0.0834668 # DEPENDENCYPART_SIBL
(18,21),(18,26),0.0354495 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.00854561 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.075424 # DEPENDENCYPART_SIBL
(18,22),(18,26),0.0317378 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.0164278 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.0573262 # DEPENDENCYPART_SIBL
(18,25),(18,26),-0.0287149 # DEPENDENCYPART_SIBL
(20,1),(20,2),0.0180959 # DEPENDENCYPART_SIBL
(20,1),(20,3),0.00913386 # DEPENDENCYPART_SIBL
(20,1),(20,4),0.00252363 # DEPENDENCYPART_SIBL
(20,1),(20,5),-0.0204057 # DEPENDENCYPART_SIBL
(20,1),(20,7),-0.0204057 # DEPENDENCYPART_SIBL
(20,1),(20,8),-0.0197432 # DEPENDENCYPART_SIBL
(20,1),(20,10),-0.0148121 # DEPENDENCYPART_SIBL
(20,1),(20,11),-0.0123354 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.0119651 # DEPENDENCYPART_SIBL
(20,1),(20,13),0.00658426 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.0177607 # DEPENDENCYPART_SIBL
(20,1),(20,15),-0.0179011 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.0147768 # DEPENDENCYPART_SIBL
(20,1),(20,17),0.0180959 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.0153496 # DEPENDENCYPART_SIBL
