# _root_ Ακόμη και σε μια μικρή κοινότητα όπως η δική μου , που βρίσκεται σε μια χώρα όπου η οικοδόμηση έχει υψηλό κόστος για κλιματικούς λόγους , σήμερα η απλή κατασκευή ενός σχολικού κτιρίου βρίσκεται ήδη πάνω από την τιμή κατωφλίου .
#goldHeads=6,6,34,6,6,3,6,9,6,9,13,13,6,13,16,14,20,19,20,16,22,20,20,25,23,34,34,30,30,34,33,33,30,0,34,34,36,39,37,39,0,
#predictedHeads=2,0,2,6,6,3,6,9,7,9,13,13,6,13,16,14,20,19,20,16,22,20,22,25,23,27,20,30,30,34,33,33,30,27,36,34,36,39,37,39,0,
(20,3),(20,39),0.0449979 # DEPENDENCYPART_SIBL
(20,3),(20,40),0.0450014 # DEPENDENCYPART_SIBL
(20,5),(20,6),-0.0474985 # DEPENDENCYPART_SIBL
(20,5),(20,7),-0.0137933 # DEPENDENCYPART_SIBL
(20,5),(20,9),-0.0285628 # DEPENDENCYPART_SIBL
(20,5),(20,11),-0.000418726 # DEPENDENCYPART_SIBL
(20,5),(20,12),-0.170188 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.0386679 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.00354334 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.0494594 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.00404396 # DEPENDENCYPART_SIBL
(20,5),(20,18),-0.0504736 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.0474185 # DEPENDENCYPART_SIBL
(20,5),(20,21),0.0879886 # DEPENDENCYPART_SIBL
(20,5),(20,22),0.058435 # DEPENDENCYPART_SIBL
(20,5),(20,23),-0.015766 # DEPENDENCYPART_SIBL
(20,5),(20,24),0.0879886 # DEPENDENCYPART_SIBL
(20,5),(20,25),0.0536601 # DEPENDENCYPART_SIBL
(20,5),(20,26),0.021344 # DEPENDENCYPART_SIBL
(20,5),(20,27),-0.00554982 # DEPENDENCYPART_SIBL
(20,5),(20,30),0.0535547 # DEPENDENCYPART_SIBL
(20,5),(20,33),0.0564354 # DEPENDENCYPART_SIBL
(20,5),(20,34),-0.0260813 # DEPENDENCYPART_SIBL
(20,5),(20,35),-0.0250867 # DEPENDENCYPART_SIBL
(20,5),(20,36),-0.0456135 # DEPENDENCYPART_SIBL
(20,5),(20,37),-0.043315 # DEPENDENCYPART_SIBL
(20,5),(20,39),0.0564354 # DEPENDENCYPART_SIBL
(20,5),(20,40),0.0564354 # DEPENDENCYPART_SIBL
(20,6),(20,7),0.0192714 # DEPENDENCYPART_SIBL
(20,6),(20,9),-0.0391002 # DEPENDENCYPART_SIBL
(20,6),(20,11),-0.0162966 # DEPENDENCYPART_SIBL
(20,6),(20,12),-0.273704 # DEPENDENCYPART_SIBL
(20,6),(20,13),-0.00828114 # DEPENDENCYPART_SIBL
(20,6),(20,14),-0.000277467 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.157695 # DEPENDENCYPART_SIBL
(20,6),(20,17),0.0257959 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.0697642 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.154476 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.0297238 # DEPENDENCYPART_SIBL
(20,6),(20,22),0.0731143 # DEPENDENCYPART_SIBL
(20,6),(20,23),-0.00694656 # DEPENDENCYPART_SIBL
(20,6),(20,24),0.0297238 # DEPENDENCYPART_SIBL
(20,6),(20,25),0.0673109 # DEPENDENCYPART_SIBL
(20,6),(20,26),0.0215047 # DEPENDENCYPART_SIBL
(20,6),(20,27),0.0469551 # DEPENDENCYPART_SIBL
(20,6),(20,30),0.0637992 # DEPENDENCYPART_SIBL
(20,6),(20,33),0.071772 # DEPENDENCYPART_SIBL
(20,6),(20,34),-0.00494281 # DEPENDENCYPART_SIBL
(20,6),(20,35),0.0302888 # DEPENDENCYPART_SIBL
(20,6),(20,36),-0.0209905 # DEPENDENCYPART_SIBL
(20,6),(20,37),0.0155236 # DEPENDENCYPART_SIBL
(20,6),(20,39),0.071772 # DEPENDENCYPART_SIBL
(20,6),(20,40),0.0717716 # DEPENDENCYPART_SIBL
(20,7),(20,9),-0.00930575 # DEPENDENCYPART_SIBL
(20,7),(20,11),0.0194911 # DEPENDENCYPART_SIBL
(20,7),(20,12),-0.157511 # DEPENDENCYPART_SIBL
(20,7),(20,13),0.0033874 # DEPENDENCYPART_SIBL
(20,7),(20,14),0.0214132 # DEPENDENCYPART_SIBL
(20,7),(20,16),0.0548821 # DEPENDENCYPART_SIBL
(20,7),(20,17),0.00944428 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.0142521 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.0569172 # DEPENDENCYPART_SIBL
(20,7),(20,21),0.00754187 # DEPENDENCYPART_SIBL
(20,7),(20,22),0.0810372 # DEPENDENCYPART_SIBL
(20,7),(20,23),-0.0449727 # DEPENDENCYPART_SIBL
(20,7),(20,24),0.00754187 # DEPENDENCYPART_SIBL
(20,7),(20,25),0.073752 # DEPENDENCYPART_SIBL
(20,7),(20,26),0.102137 # DEPENDENCYPART_SIBL
(20,7),(20,27),0.0828614 # DEPENDENCYPART_SIBL
(20,7),(20,30),0.0769596 # DEPENDENCYPART_SIBL
(20,7),(20,33),0.0799881 # DEPENDENCYPART_SIBL
(20,7),(20,34),0.00565181 # DEPENDENCYPART_SIBL
(20,7),(20,35),0.0569974 # DEPENDENCYPART_SIBL
(20,7),(20,36),0.029171 # DEPENDENCYPART_SIBL
(20,7),(20,37),-0.021878 # DEPENDENCYPART_SIBL
(20,7),(20,39),0.0799881 # DEPENDENCYPART_SIBL
(20,7),(20,40),0.0799881 # DEPENDENCYPART_SIBL
(20,9),(20,11),-0.00168233 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.163526 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.0386636 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.00353783 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.0494573 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.00404211 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.0506437 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0474164 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.0876483 # DEPENDENCYPART_SIBL
(20,9),(20,22),0.0610839 # DEPENDENCYPART_SIBL
(20,9),(20,23),-0.0194131 # DEPENDENCYPART_SIBL
(20,9),(20,24),0.0876483 # DEPENDENCYPART_SIBL
(20,9),(20,25),0.056309 # DEPENDENCYPART_SIBL
(20,9),(20,26),0.02851 # DEPENDENCYPART_SIBL
(20,9),(20,27),-0.00556436 # DEPENDENCYPART_SIBL
(20,9),(20,30),0.0562036 # DEPENDENCYPART_SIBL
(20,9),(20,33),0.0590843 # DEPENDENCYPART_SIBL
(20,9),(20,34),-0.0272456 # DEPENDENCYPART_SIBL
(20,9),(20,35),-0.0251012 # DEPENDENCYPART_SIBL
(20,9),(20,36),-0.0456281 # DEPENDENCYPART_SIBL
(20,9),(20,37),-0.0469572 # DEPENDENCYPART_SIBL
(20,9),(20,39),0.0590843 # DEPENDENCYPART_SIBL
(20,9),(20,40),0.0590843 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.00663787 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.0101665 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.0621641 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.00914391 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.195859 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.0168137 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.0149651 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.00113682 # DEPENDENCYPART_SIBL
(20,11),(20,22),0.108807 # DEPENDENCYPART_SIBL
(20,11),(20,23),-0.0361196 # DEPENDENCYPART_SIBL
(20,11),(20,24),-0.00113682 # DEPENDENCYPART_SIBL
(20,11),(20,25),0.106182 # DEPENDENCYPART_SIBL
(20,11),(20,26),0.0872055 # DEPENDENCYPART_SIBL
(20,11),(20,27),0.053073 # DEPENDENCYPART_SIBL
(20,11),(20,30),0.103996 # DEPENDENCYPART_SIBL
(20,11),(20,33),0.10689 # DEPENDENCYPART_SIBL
(20,11),(20,34),-0.000688719 # DEPENDENCYPART_SIBL
(20,11),(20,35),-0.0188158 # DEPENDENCYPART_SIBL
(20,11),(20,36),-0.0178158 # DEPENDENCYPART_SIBL
(20,11),(20,37),-0.00119278 # DEPENDENCYPART_SIBL
(20,11),(20,39),0.10689 # DEPENDENCYPART_SIBL
(20,11),(20,40),0.10689 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.133822 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.117707 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.0327524 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.11715 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.0530828 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0349965 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0245149 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.0842023 # DEPENDENCYPART_SIBL
(20,12),(20,23),0.0564314 # DEPENDENCYPART_SIBL
(20,12),(20,24),0.0245149 # DEPENDENCYPART_SIBL
(20,12),(20,25),0.0749335 # DEPENDENCYPART_SIBL
(20,12),(20,26),0.0510151 # DEPENDENCYPART_SIBL
(20,12),(20,27),0.135652 # DEPENDENCYPART_SIBL
(20,12),(20,30),0.0746824 # DEPENDENCYPART_SIBL
(20,12),(20,33),0.0777109 # DEPENDENCYPART_SIBL
(20,12),(20,34),-0.0682858 # DEPENDENCYPART_SIBL
(20,12),(20,35),0.0259319 # DEPENDENCYPART_SIBL
(20,12),(20,36),0.010421 # DEPENDENCYPART_SIBL
(20,12),(20,37),0.110375 # DEPENDENCYPART_SIBL
(20,12),(20,39),0.0777109 # DEPENDENCYPART_SIBL
(20,12),(20,40),0.0777109 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.00948839 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.0708727 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.0129811 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.0670597 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.0688379 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0276165 # DEPENDENCYPART_SIBL
(20,13),(20,22),0.0322509 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.0312714 # DEPENDENCYPART_SIBL
(20,13),(20,24),-0.0276165 # DEPENDENCYPART_SIBL
(20,13),(20,25),0.0274044 # DEPENDENCYPART_SIBL
(20,13),(20,26),-0.0124279 # DEPENDENCYPART_SIBL
(20,13),(20,27),0.00723028 # DEPENDENCYPART_SIBL
(20,13),(20,30),0.0273568 # DEPENDENCYPART_SIBL
(20,13),(20,33),0.0302513 # DEPENDENCYPART_SIBL
(20,13),(20,34),0.0419589 # DEPENDENCYPART_SIBL
(20,13),(20,35),-0.00918282 # DEPENDENCYPART_SIBL
(20,13),(20,36),-0.0429925 # DEPENDENCYPART_SIBL
(20,13),(20,37),-0.0173171 # DEPENDENCYPART_SIBL
(20,13),(20,39),0.0302513 # DEPENDENCYPART_SIBL
(20,13),(20,40),0.0302513 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0157738 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.021139 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.0636631 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.0108997 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0137399 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.0469978 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0288678 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.0137399 # DEPENDENCYPART_SIBL
(20,14),(20,25),0.0422261 # DEPENDENCYPART_SIBL
(20,14),(20,26),-0.0146265 # DEPENDENCYPART_SIBL
(20,14),(20,27),0.0339573 # DEPENDENCYPART_SIBL
(20,14),(20,30),0.0467318 # DEPENDENCYPART_SIBL
(20,14),(20,33),0.0450014 # DEPENDENCYPART_SIBL
(20,14),(20,34),-0.0129897 # DEPENDENCYPART_SIBL
(20,14),(20,35),-0.0052047 # DEPENDENCYPART_SIBL
(20,14),(20,36),-0.0259622 # DEPENDENCYPART_SIBL
(20,14),(20,37),-0.0416042 # DEPENDENCYPART_SIBL
(20,14),(20,39),0.0449979 # DEPENDENCYPART_SIBL
(20,14),(20,40),0.0450014 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0248809 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.070532 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.155444 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.0266755 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.0709617 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.00553139 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.0266755 # DEPENDENCYPART_SIBL
(20,16),(20,25),0.0651582 # DEPENDENCYPART_SIBL
(20,16),(20,26),0.0192499 # DEPENDENCYPART_SIBL
(20,16),(20,27),0.0533787 # DEPENDENCYPART_SIBL
(20,16),(20,30),0.0616466 # DEPENDENCYPART_SIBL
(20,16),(20,33),0.0696193 # DEPENDENCYPART_SIBL
(20,16),(20,34),-0.00744286 # DEPENDENCYPART_SIBL
(20,16),(20,35),0.040388 # DEPENDENCYPART_SIBL
(20,16),(20,36),-0.0145669 # DEPENDENCYPART_SIBL
(20,16),(20,37),0.0179253 # DEPENDENCYPART_SIBL
(20,16),(20,39),0.0696193 # DEPENDENCYPART_SIBL
(20,16),(20,40),0.069619 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0137013 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0870694 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0406507 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.148057 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.074078 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.0406507 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.140356 # DEPENDENCYPART_SIBL
(20,17),(20,26),0.129278 # DEPENDENCYPART_SIBL
(20,17),(20,27),0.0935731 # DEPENDENCYPART_SIBL
(20,17),(20,30),0.143506 # DEPENDENCYPART_SIBL
(20,17),(20,33),0.146534 # DEPENDENCYPART_SIBL
(20,17),(20,34),0.0296529 # DEPENDENCYPART_SIBL
(20,17),(20,35),0.0684739 # DEPENDENCYPART_SIBL
(20,17),(20,36),0.044249 # DEPENDENCYPART_SIBL
(20,17),(20,37),0.0689205 # DEPENDENCYPART_SIBL
(20,17),(20,39),0.146534 # DEPENDENCYPART_SIBL
(20,17),(20,40),0.146534 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0224243 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0107576 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0448089 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0157461 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0107576 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.0396651 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.0915841 # DEPENDENCYPART_SIBL
(20,18),(20,27),0.000150633 # DEPENDENCYPART_SIBL
(20,18),(20,30),0.0399399 # DEPENDENCYPART_SIBL
(20,18),(20,33),0.0428209 # DEPENDENCYPART_SIBL
(20,18),(20,34),-0.0529056 # DEPENDENCYPART_SIBL
(20,18),(20,35),-0.0189244 # DEPENDENCYPART_SIBL
(20,18),(20,36),-0.0328922 # DEPENDENCYPART_SIBL
(20,18),(20,37),-0.0637467 # DEPENDENCYPART_SIBL
(20,18),(20,39),0.0428209 # DEPENDENCYPART_SIBL
(20,18),(20,40),0.0428209 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0301616 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0729542 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.00650654 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0301616 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.0671507 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.0219436 # DEPENDENCYPART_SIBL
(20,19),(20,27),0.047393 # DEPENDENCYPART_SIBL
(20,19),(20,30),0.0636391 # DEPENDENCYPART_SIBL
(20,19),(20,33),0.0716118 # DEPENDENCYPART_SIBL
(20,19),(20,34),-0.00285072 # DEPENDENCYPART_SIBL
(20,19),(20,35),0.0307266 # DEPENDENCYPART_SIBL
(20,19),(20,36),-0.0205526 # DEPENDENCYPART_SIBL
(20,19),(20,37),0.0159625 # DEPENDENCYPART_SIBL
(20,19),(20,39),0.0716118 # DEPENDENCYPART_SIBL
(20,19),(20,40),0.0716115 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0280019 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.0128802 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.105477 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.030133 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.0121229 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.0180474 # DEPENDENCYPART_SIBL
(20,21),(20,30),-0.032801 # DEPENDENCYPART_SIBL
(20,21),(20,33),-0.0299089 # DEPENDENCYPART_SIBL
(20,21),(20,34),0.00685612 # DEPENDENCYPART_SIBL
(20,21),(20,35),-0.0309165 # DEPENDENCYPART_SIBL
(20,21),(20,36),-0.0279718 # DEPENDENCYPART_SIBL
(20,21),(20,37),-0.00708123 # DEPENDENCYPART_SIBL
(20,21),(20,39),-0.0299106 # DEPENDENCYPART_SIBL
(20,21),(20,40),-0.0299089 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0279483 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.111977 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.216497 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.00261446 # DEPENDENCYPART_SIBL
(20,22),(20,27),0.0294755 # DEPENDENCYPART_SIBL
(20,22),(20,30),-0.219495 # DEPENDENCYPART_SIBL
(20,22),(20,33),-0.216256 # DEPENDENCYPART_SIBL
(20,22),(20,34),-0.0350324 # DEPENDENCYPART_SIBL
(20,22),(20,35),0.00601991 # DEPENDENCYPART_SIBL
(20,22),(20,36),0.0138351 # DEPENDENCYPART_SIBL
(20,22),(20,37),0.0129985 # DEPENDENCYPART_SIBL
(20,22),(20,39),-0.216258 # DEPENDENCYPART_SIBL
(20,22),(20,40),-0.216256 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0721567 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.00799615 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.00750374 # DEPENDENCYPART_SIBL
(20,23),(20,27),0.0504042 # DEPENDENCYPART_SIBL
(20,23),(20,30),0.00585573 # DEPENDENCYPART_SIBL
(20,23),(20,33),0.00874782 # DEPENDENCYPART_SIBL
(20,23),(20,34),0.011167 # DEPENDENCYPART_SIBL
(20,23),(20,35),0.0279706 # DEPENDENCYPART_SIBL
(20,23),(20,36),0.0123543 # DEPENDENCYPART_SIBL
(20,23),(20,37),-0.0408759 # DEPENDENCYPART_SIBL
(20,23),(20,39),0.00874285 # DEPENDENCYPART_SIBL
(20,23),(20,40),0.00874782 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.030133 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.0121229 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.0180474 # DEPENDENCYPART_SIBL
(20,24),(20,30),-0.032801 # DEPENDENCYPART_SIBL
(20,24),(20,33),-0.0299089 # DEPENDENCYPART_SIBL
(20,24),(20,34),0.00685612 # DEPENDENCYPART_SIBL
(20,24),(20,35),-0.0309165 # DEPENDENCYPART_SIBL
(20,24),(20,36),-0.0279718 # DEPENDENCYPART_SIBL
(20,24),(20,37),-0.00708123 # DEPENDENCYPART_SIBL
(20,24),(20,39),-0.0299106 # DEPENDENCYPART_SIBL
(20,24),(20,40),-0.0299089 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.00484765 # DEPENDENCYPART_SIBL
(20,25),(20,27),0.0254761 # DEPENDENCYPART_SIBL
(20,25),(20,30),-0.223775 # DEPENDENCYPART_SIBL
(20,25),(20,33),-0.220537 # DEPENDENCYPART_SIBL
(20,25),(20,34),-0.0390327 # DEPENDENCYPART_SIBL
(20,25),(20,35),0.0020206 # DEPENDENCYPART_SIBL
(20,25),(20,36),0.00983578 # DEPENDENCYPART_SIBL
(20,25),(20,37),0.00242182 # DEPENDENCYPART_SIBL
(20,25),(20,39),-0.220539 # DEPENDENCYPART_SIBL
(20,25),(20,40),-0.220537 # DEPENDENCYPART_SIBL
(20,26),(20,27),-0.000529384 # DEPENDENCYPART_SIBL
(20,26),(20,30),0.00454995 # DEPENDENCYPART_SIBL
(20,26),(20,33),0.00744203 # DEPENDENCYPART_SIBL
(20,26),(20,34),-0.00766985 # DEPENDENCYPART_SIBL
(20,26),(20,35),-0.00948916 # DEPENDENCYPART_SIBL
(20,26),(20,36),-0.013812 # DEPENDENCYPART_SIBL
(20,26),(20,37),-0.0442492 # DEPENDENCYPART_SIBL
(20,26),(20,39),0.00744038 # DEPENDENCYPART_SIBL
(20,26),(20,40),0.00744203 # DEPENDENCYPART_SIBL
(20,27),(20,30),0.0338785 # DEPENDENCYPART_SIBL
(20,27),(20,33),0.0421394 # DEPENDENCYPART_SIBL
(20,27),(20,34),0.0121461 # DEPENDENCYPART_SIBL
(20,27),(20,35),-0.0205763 # DEPENDENCYPART_SIBL
(20,27),(20,36),-0.0163242 # DEPENDENCYPART_SIBL
(20,27),(20,37),-0.0429316 # DEPENDENCYPART_SIBL
(20,27),(20,39),0.0421378 # DEPENDENCYPART_SIBL
(20,27),(20,40),0.0420294 # DEPENDENCYPART_SIBL
(20,30),(20,33),-0.220284 # DEPENDENCYPART_SIBL
(20,30),(20,34),-0.0383028 # DEPENDENCYPART_SIBL
(20,30),(20,35),0.00276012 # DEPENDENCYPART_SIBL
(20,30),(20,36),0.0105753 # DEPENDENCYPART_SIBL
(20,30),(20,37),0.0054905 # DEPENDENCYPART_SIBL
(20,30),(20,39),-0.220286 # DEPENDENCYPART_SIBL
(20,30),(20,40),-0.220284 # DEPENDENCYPART_SIBL
(20,33),(20,34),-0.0371758 # DEPENDENCYPART_SIBL
(20,33),(20,35),0.00387889 # DEPENDENCYPART_SIBL
(20,33),(20,36),0.0116941 # DEPENDENCYPART_SIBL
(20,33),(20,37),0.00660792 # DEPENDENCYPART_SIBL
(20,33),(20,39),-0.218335 # DEPENDENCYPART_SIBL
(20,33),(20,40),-0.218334 # DEPENDENCYPART_SIBL
(20,34),(20,35),-0.0268685 # DEPENDENCYPART_SIBL
(20,34),(20,36),-0.0274314 # DEPENDENCYPART_SIBL
(20,34),(20,37),-0.04995 # DEPENDENCYPART_SIBL
(20,34),(20,39),-0.0591608 # DEPENDENCYPART_SIBL
(20,34),(20,40),-0.0591592 # DEPENDENCYPART_SIBL
(20,35),(20,36),-0.00997541 # DEPENDENCYPART_SIBL
(20,35),(20,37),-0.0445237 # DEPENDENCYPART_SIBL
(20,35),(20,39),0.0654072 # DEPENDENCYPART_SIBL
(20,35),(20,40),0.0652988 # DEPENDENCYPART_SIBL
(20,36),(20,37),-0.112917 # DEPENDENCYPART_SIBL
(20,36),(20,39),0.0091498 # DEPENDENCYPART_SIBL
(20,36),(20,40),0.00904141 # DEPENDENCYPART_SIBL
(20,37),(20,39),-0.0134737 # DEPENDENCYPART_SIBL
(20,37),(20,40),-0.0134687 # DEPENDENCYPART_SIBL
(20,39),(20,40),-0.218335 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0232982 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0358166 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0146261 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0722443 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0250431 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.0268791 # DEPENDENCYPART_SIBL
(21,16),(21,25),0.0721407 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0199405 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0439263 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.042275 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.0801166 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.0138063 # DEPENDENCYPART_SIBL
(21,17),(21,25),0.0408384 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.120532 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0761048 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0920416 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.0441613 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.075991 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0748308 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0257845 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.0314227 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.0747272 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.00281207 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0227559 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.108567 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0220991 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.00247004 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.00619851 # DEPENDENCYPART_SIBL
(22,2),(22,15),0.0449715 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.001067 # DEPENDENCYPART_SIBL
(22,2),(22,18),0.0287237 # DEPENDENCYPART_SIBL
(22,2),(22,19),0.00717649 # DEPENDENCYPART_SIBL
(22,2),(22,20),0.0081326 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.0305798 # DEPENDENCYPART_SIBL
(22,2),(22,23),0.0229532 # DEPENDENCYPART_SIBL
(22,2),(22,24),0.0212981 # DEPENDENCYPART_SIBL
(22,2),(22,25),0.0562475 # DEPENDENCYPART_SIBL
(22,2),(22,26),-0.0202008 # DEPENDENCYPART_SIBL
(22,2),(22,27),0.047972 # DEPENDENCYPART_SIBL
(22,2),(22,30),0.0563087 # DEPENDENCYPART_SIBL
(22,2),(22,34),0.0160818 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.12214 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.398263 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0783732 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0815669 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.0470501 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0545551 # DEPENDENCYPART_SIBL
(22,15),(22,24),-0.0032953 # DEPENDENCYPART_SIBL
(22,15),(22,25),0.00926347 # DEPENDENCYPART_SIBL
(22,15),(22,26),-0.0611186 # DEPENDENCYPART_SIBL
(22,15),(22,27),-0.039273 # DEPENDENCYPART_SIBL
(22,15),(22,30),0.00954413 # DEPENDENCYPART_SIBL
(22,15),(22,34),0.0774028 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.126069 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.0380883 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.01975 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0119912 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0706574 # DEPENDENCYPART_SIBL
