# _root_ Τη Μύκονο την λατρεύεις ή τη μισείς : όχι μόνο δεν υπάρχει ενδιάμεση αντίδραση , αλλά συνήθως , το αρχικό συναίσθημα διαρκεί για πάντα .
#goldHeads=2,5,4,5,8,7,5,0,10,12,12,16,14,12,16,8,22,16,21,21,22,16,22,23,0,
#predictedHeads=2,5,4,5,8,7,5,9,12,12,12,16,14,12,16,0,22,22,21,21,22,16,22,23,0,
(5,6),(5,14),0.0125511 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0220287 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0376961 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0220287 # DEPENDENCYPART_SIBL
(5,6),(5,22),-0.115331 # DEPENDENCYPART_SIBL
(5,6),(5,23),0.0159381 # DEPENDENCYPART_SIBL
(5,6),(5,25),-0.0185265 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0178188 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0371783 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.127202 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0636909 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0265333 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0195011 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.050401 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0195011 # DEPENDENCYPART_SIBL
(5,7),(5,22),-0.128381 # DEPENDENCYPART_SIBL
(5,7),(5,23),0.00470157 # DEPENDENCYPART_SIBL
(5,7),(5,25),-0.0476192 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0219371 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0699478 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0360622 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0299594 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0156252 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0604001 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0156252 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.0706703 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.00824322 # DEPENDENCYPART_SIBL
(5,8),(5,25),-0.0922551 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0859232 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0127627 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0448539 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.0425654 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.000326905 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.0425654 # DEPENDENCYPART_SIBL
(5,10),(5,22),-0.0903046 # DEPENDENCYPART_SIBL
(5,10),(5,23),0.0281166 # DEPENDENCYPART_SIBL
(5,10),(5,25),0.0389175 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.066662 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.00843195 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.0806609 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.105243 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.0806609 # DEPENDENCYPART_SIBL
(5,12),(5,22),-0.328688 # DEPENDENCYPART_SIBL
(5,12),(5,23),0.0315767 # DEPENDENCYPART_SIBL
(5,12),(5,25),0.0921437 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0265333 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.0195011 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.050401 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.0195011 # DEPENDENCYPART_SIBL
(5,13),(5,22),-0.128381 # DEPENDENCYPART_SIBL
(5,13),(5,23),0.00470028 # DEPENDENCYPART_SIBL
(5,13),(5,25),-0.0476192 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.00272625 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.0815695 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.00272625 # DEPENDENCYPART_SIBL
(5,14),(5,22),-0.124356 # DEPENDENCYPART_SIBL
(5,14),(5,23),0.0141873 # DEPENDENCYPART_SIBL
(5,14),(5,25),-0.0354964 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.0643711 # DEPENDENCYPART_SIBL
(5,15),(5,18),-0.0221615 # DEPENDENCYPART_SIBL
(5,15),(5,22),-0.0414886 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.0282461 # DEPENDENCYPART_SIBL
(5,15),(5,25),-0.10164 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.00499842 # DEPENDENCYPART_SIBL
(5,16),(5,22),-0.0666195 # DEPENDENCYPART_SIBL
(5,16),(5,23),0.0100881 # DEPENDENCYPART_SIBL
(5,16),(5,25),0.0884483 # DEPENDENCYPART_SIBL
(5,18),(5,22),-0.0414886 # DEPENDENCYPART_SIBL
(5,18),(5,23),-0.0282461 # DEPENDENCYPART_SIBL
(5,18),(5,25),-0.10164 # DEPENDENCYPART_SIBL
(5,22),(5,23),0.0323511 # DEPENDENCYPART_SIBL
(5,22),(5,25),0.0771344 # DEPENDENCYPART_SIBL
(5,23),(5,25),-0.0279756 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.00183558 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0181306 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.01531 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.00594857 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.028449 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0333149 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.027539 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0108507 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.00961457 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0115082 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0229199 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0238615 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0168836 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0168644 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.050615 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0516605 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.031891 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0802207 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0138905 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.0318983 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.0588779 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0530368 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0350787 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.000210045 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0588911 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0785221 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0458424 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0518766 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.00982363 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.0458462 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0811884 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0450446 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0245943 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.098492 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.248017 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0122209 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.054873 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.00585654 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.0122254 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.255828 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0287751 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0919846 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.067778 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0313614 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0942849 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0572862 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.0313653 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.0702867 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0709615 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0943786 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.191265 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0828457 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0498242 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.191269 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.09627 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0182717 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.00885214 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.00354254 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.00834631 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.00885214 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0215278 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.00655062 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0578727 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.106272 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.00655062 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.148008 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.014646 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.00913267 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.00161768 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.0111536 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.0237306 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.00110065 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.0148131 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.0358087 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.000199185 # DEPENDENCYPART_SIBL
(8,20),(8,22),-0.0111509 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0532047 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.007705 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0785742 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.00256413 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.140437 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.00535079 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.00951631 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.000244486 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.049384 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0261771 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0034254 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0023952 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0187678 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0758228 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0178045 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0056749 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.110642 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.00079088 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.00473241 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0671866 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.00749097 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0397094 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.00883806 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.00495873 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0249939 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0100999 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.00468462 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0225187 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.13427 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0272217 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0350261 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0588295 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.075693 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.000223427 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0266557 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.102527 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0108716 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0319905 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.00216316 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0125713 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.00115818 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.00216316 # DEPENDENCYPART_SIBL
(12,2),(12,20),0.0108733 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.0307256 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.0259866 # DEPENDENCYPART_SIBL
(12,2),(12,23),-0.0143349 # DEPENDENCYPART_SIBL
(12,2),(12,24),0.00867132 # DEPENDENCYPART_SIBL
(12,2),(12,25),-0.019051 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0133092 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.0177353 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0157896 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0351578 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0236241 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.00785485 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0430741 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.00100782 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.073958 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0185795 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0636108 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.00831562 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0185795 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.00100782 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.073074 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.076526 # DEPENDENCYPART_SIBL
(12,3),(12,23),-0.114331 # DEPENDENCYPART_SIBL
(12,3),(12,24),0.00590358 # DEPENDENCYPART_SIBL
(12,3),(12,25),-0.0720715 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.020651 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0572311 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0275842 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0705609 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0173294 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0542834 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.019872 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0119336 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.000860846 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0255381 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.00630395 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.000860846 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0198717 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.0151249 # DEPENDENCYPART_SIBL
(12,4),(12,22),0.0499669 # DEPENDENCYPART_SIBL
(12,4),(12,23),-0.0221417 # DEPENDENCYPART_SIBL
(12,4),(12,24),0.00688625 # DEPENDENCYPART_SIBL
(12,4),(12,25),-0.0288804 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0368629 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0158586 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0250342 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0181582 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0640248 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.00345344 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.00916943 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0260626 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0160775 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0168546 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0260626 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.00345344 # DEPENDENCYPART_SIBL
(12,5),(12,21),0.0114281 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.0224266 # DEPENDENCYPART_SIBL
(12,5),(12,23),-0.0273433 # DEPENDENCYPART_SIBL
(12,5),(12,24),0.0333846 # DEPENDENCYPART_SIBL
(12,5),(12,25),-0.0123936 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.016679 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0179754 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0451693 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0119111 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.091002 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.00115936 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0282684 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0162159 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0223461 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0282684 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.091002 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.000186813 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.0297022 # DEPENDENCYPART_SIBL
(12,7),(12,23),-0.0165057 # DEPENDENCYPART_SIBL
(12,7),(12,24),-0.0103074 # DEPENDENCYPART_SIBL
(12,7),(12,25),-0.0308884 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0147323 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.000449588 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0337898 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.022875 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.057493 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.103584 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.00670964 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0429698 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.103584 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.022875 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0564446 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0335976 # DEPENDENCYPART_SIBL
(12,8),(12,23),-0.0770533 # DEPENDENCYPART_SIBL
(12,8),(12,24),-0.0286848 # DEPENDENCYPART_SIBL
(12,8),(12,25),0.139291 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0533744 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0156376 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0221317 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0194334 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0239966 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0169245 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.00815079 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0239966 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0221317 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0203174 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.00670893 # DEPENDENCYPART_SIBL
(12,9),(12,23),-0.0183669 # DEPENDENCYPART_SIBL
(12,9),(12,24),0.0423316 # DEPENDENCYPART_SIBL
(12,9),(12,25),-0.0751853 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.104172 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0440253 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0379814 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.034143 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0361283 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.018351 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.034143 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0440253 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0409697 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.0481373 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.0703546 # DEPENDENCYPART_SIBL
(12,10),(12,24),0.000356651 # DEPENDENCYPART_SIBL
(12,10),(12,25),-0.0433652 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0839601 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0996331 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0107136 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.000248109 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0853268 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0107136 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0839601 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.100517 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0505207 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.102005 # DEPENDENCYPART_SIBL
(12,11),(12,24),0.1254 # DEPENDENCYPART_SIBL
(12,11),(12,25),-0.0403179 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0277481 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.00836415 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0288518 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0270362 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.00836415 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.109341 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0268566 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.00135496 # DEPENDENCYPART_SIBL
(12,13),(12,23),-0.000210521 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.0198309 # DEPENDENCYPART_SIBL
(12,13),(12,25),-0.0672912 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0350243 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.10569 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0122553 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0350243 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.137609 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.23587 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0593968 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.0800166 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.00989586 # DEPENDENCYPART_SIBL
(12,14),(12,25),-0.0933857 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0264647 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0592547 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0770754 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0162929 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.0719141 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.0274382 # DEPENDENCYPART_SIBL
(12,15),(12,23),0.00997813 # DEPENDENCYPART_SIBL
(12,15),(12,24),0.0647947 # DEPENDENCYPART_SIBL
(12,15),(12,25),-0.0609969 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0593445 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0121358 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.090989 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0603266 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0220046 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.0713766 # DEPENDENCYPART_SIBL
(12,16),(12,24),-0.0571318 # DEPENDENCYPART_SIBL
(12,16),(12,25),0.0399233 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0523154 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0461146 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.0469783 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.0210267 # DEPENDENCYPART_SIBL
(12,17),(12,23),0.0479411 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.00521847 # DEPENDENCYPART_SIBL
(12,17),(12,25),0.00251368 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0162929 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.0719141 # DEPENDENCYPART_SIBL
(12,18),(12,22),0.0274382 # DEPENDENCYPART_SIBL
(12,18),(12,23),0.00997813 # DEPENDENCYPART_SIBL
(12,18),(12,24),0.0647947 # DEPENDENCYPART_SIBL
(12,18),(12,25),-0.0609969 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.0268566 # DEPENDENCYPART_SIBL
(12,20),(12,22),0.00135542 # DEPENDENCYPART_SIBL
(12,20),(12,23),-0.000209226 # DEPENDENCYPART_SIBL
(12,20),(12,24),-0.0198309 # DEPENDENCYPART_SIBL
(12,20),(12,25),-0.0672912 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.0574886 # DEPENDENCYPART_SIBL
(12,21),(12,23),-0.0748379 # DEPENDENCYPART_SIBL
(12,21),(12,24),-0.00798763 # DEPENDENCYPART_SIBL
(12,21),(12,25),-0.0908492 # DEPENDENCYPART_SIBL
(12,22),(12,23),-0.0130863 # DEPENDENCYPART_SIBL
(12,22),(12,24),-0.0184494 # DEPENDENCYPART_SIBL
(12,22),(12,25),0.0150721 # DEPENDENCYPART_SIBL
(12,23),(12,24),0.021754 # DEPENDENCYPART_SIBL
(12,23),(12,25),-0.0172621 # DEPENDENCYPART_SIBL
(12,24),(12,25),-0.0134515 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0287743 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0106038 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0310995 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0262345 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0219348 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.0271191 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.05746 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0625134 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.00451832 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.022088 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.0625134 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0356959 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0213063 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0151282 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0316206 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0462383 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.00368094 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.108488 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0156127 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.0576152 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.0611288 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.11074 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0236617 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.013377 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.061693 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.00192838 # DEPENDENCYPART_SIBL
