# _root_ Τέλος , κύριε Πρόεδρε , θα αναφερθώ στη συζήτηση σχετικά με τη Συνέλευση και τη διακυβέρνηση .
#goldHeads=7,4,4,7,4,7,0,7,8,9,10,13,14,11,16,14,0,
#predictedHeads=7,4,4,7,7,7,0,7,8,9,10,13,14,11,16,14,0,
(7,4),(7,17),-0.0128391 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.00323604 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0102965 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0138188 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0496961 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0126782 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.00386186 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0194627 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.00337927 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0673444 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0115361 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00686836 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0247284 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0887422 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0114273 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.107372 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.00822998 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0466344 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.00672704 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0827337 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0781042 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0101149 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.197108 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0102056 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0603025 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.018488 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.00752502 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.227902 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.21025 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.227879 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0713953 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0604357 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0186736 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0676862 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0186547 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0645874 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0267642 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.170802 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0267062 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0767993 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.205918 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.226041 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0719296 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0127007 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.0170723 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0728248 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.168114 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0201382 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0524034 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0376631 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0201382 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0262148 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0433709 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0563789 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.00344218 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.00176503 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.00311695 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.013595 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.153393 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0603933 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.006372 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0532444 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0287024 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.00783896 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0301139 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0276642 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0294882 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.121022 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.00528771 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.00708267 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0148314 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0238216 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.00360723 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.026223 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.026501 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0276045 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0732611 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0134383 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.00488031 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.00794167 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0207659 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0121214 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0137951 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0107399 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.00640371 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0532444 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0287024 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.00783896 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0301139 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0276642 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0294882 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.121022 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00206609 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0214553 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0484271 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.00722089 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0479512 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0343674 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0348632 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0344651 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0180784 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.034465 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.00838384 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0206323 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0758925 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0206121 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0729052 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.173728 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.122363 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0559331 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.00637961 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0404799 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0555526 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.02671 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0202213 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0280343 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.02671 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0235494 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0130841 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0206299 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0289376 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0458974 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.000433407 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0459469 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0235919 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0762459 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.043301 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0683342 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0854931 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0425434 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.046204 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.118884 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0329733 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0978929 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0332243 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.174364 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0133117 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.148158 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0640735 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0297414 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0113811 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0676312 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.00498293 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0153696 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.00599982 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0224223 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.1557 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0625642 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0293479 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0127885 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0667794 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.00362684 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0276526 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.00260995 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.00338868 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0854931 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0425434 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.046204 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.118884 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0329733 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0978929 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0332243 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.174364 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0327659 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0128238 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0260064 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0119503 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.019984 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.013495 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.00519997 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0184295 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.038362 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0337358 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0675846 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0336346 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0108416 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0657912 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.00217903 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0161715 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.00319592 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.00129099 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0589672 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.094358 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.058947 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0810688 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.141811 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.147308 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0411872 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0176201 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0403731 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0408067 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0184302 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0218266 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0244908 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0698603 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0344057 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.071387 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0105564 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0166961 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0354097 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0900534 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0441013 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0890186 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0060047 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0121493 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0684272 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0164271 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0686695 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0165012 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0357186 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.184218 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0357177 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0344091 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.49912 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.31923 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.105477 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.012959 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0456083 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.105132 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.116624 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0200841 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0326353 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.00898367 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0205408 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.120383 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.00263419 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0174688 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.000356175 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0119659 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0656189 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0156661 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0279815 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.101894 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0268394 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0366402 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0267717 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.122607 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.00935243 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.00141345 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.138977 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.00563839 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.021201 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.00100675 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.00984944 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0127811 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.117263 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.00203768 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0180156 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0121395 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0111836 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.166716 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0126191 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0519462 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0408692 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0511544 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0549332 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0112351 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0500004 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.000977627 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.018937 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.00474226 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0406113 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0146097 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0438801 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0574213 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0156389 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0350404 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.00973064 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0156389 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.00267475 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.0183141 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0235452 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.0451998 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0169987 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.00464402 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0234662 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0221942 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0119637 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0277703 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.0131826 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0125056 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.0449192 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.0366641 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.022565 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.00460981 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.00637424 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0508642 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0383957 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.00460781 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0685201 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.0233943 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0394682 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0364781 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.0774959 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.0224123 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0611207 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0335005 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.055155 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.109562 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0705976 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0328721 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0414598 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.0865115 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0292907 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.0388295 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.00520295 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0841041 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0651472 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0640705 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.132545 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0935613 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0645188 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0462271 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0615029 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0518557 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.0366641 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.022565 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.00460981 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.00637424 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0508642 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0383957 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.00460781 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0685201 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0233943 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0394682 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0653494 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.188724 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.106768 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.100724 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.116894 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.188724 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0232386 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0706124 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0163063 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0199974 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.0397272 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0313483 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0381161 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0192927 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0097834 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0547308 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.013452 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0451447 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0998763 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0611438 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0197813 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0338974 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0957079 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0415774 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.039351 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0124082 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0435743 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0254682 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0302268 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0295944 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0673375 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0567331 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.000263859 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0469562 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0163224 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0162595 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0193515 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0090092 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0536746 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0330353 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.10025 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0407137 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.00410244 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0173182 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0291489 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0591245 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.136514 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.414326 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0081813 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0358986 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.138991 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.010056 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.00752526 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.00625279 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0081813 # DEPENDENCYPART_SIBL
(17,2),(17,3),0.115232 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.0979546 # DEPENDENCYPART_SIBL
(17,2),(17,7),0.132804 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.0172233 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.0494332 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.0107167 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.102721 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.196911 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.10266 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.0326239 # DEPENDENCYPART_SIBL
(17,3),(17,7),0.0258181 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.0260564 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.0134813 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.039754 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0316758 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.0322801 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.0317013 # DEPENDENCYPART_SIBL
(17,4),(17,7),0.0411517 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.00969895 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.0115929 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0233965 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.010445 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.0439706 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0104705 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.000327852 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.00270809 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.00588411 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.027525 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.10707 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0275421 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.0224762 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0442229 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0133783 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.0417284 # DEPENDENCYPART_SIBL
