# _root_ Στα νερά του , ο επισκέπτης μπορεί να κάνει καγιάκ ή ράφτινγκ , ενώ η γύρω περιοχή είναι ιδανική για περιηγητικούς περιπάτους στη φύση .
#goldHeads=7,1,2,7,6,7,14,9,7,11,9,11,14,0,17,17,18,14,18,19,22,20,22,23,0,
#predictedHeads=7,1,2,7,6,7,14,9,7,11,9,11,14,0,17,17,18,14,18,19,22,20,22,23,0,
(7,10),(7,22),-0.22678 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.0126514 # DEPENDENCYPART_SIBL
(7,10),(7,25),-0.0767779 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0621542 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.00482848 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.037264 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0446996 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.00290821 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0270253 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0621542 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.0199456 # DEPENDENCYPART_SIBL
(7,11),(7,25),0.00248983 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0203235 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0604342 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0209956 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0340905 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0200283 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.22678 # DEPENDENCYPART_SIBL
(7,12),(7,23),0.0126514 # DEPENDENCYPART_SIBL
(7,12),(7,25),-0.0767779 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0263268 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.00021334 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0100143 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.008384 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.00199045 # DEPENDENCYPART_SIBL
(7,13),(7,23),-0.0134839 # DEPENDENCYPART_SIBL
(7,13),(7,25),-0.120256 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0544861 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0125207 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.0529926 # DEPENDENCYPART_SIBL
(7,14),(7,22),-0.0708821 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.048405 # DEPENDENCYPART_SIBL
(7,14),(7,25),0.0463432 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.0128327 # DEPENDENCYPART_SIBL
(7,16),(7,20),0.0238696 # DEPENDENCYPART_SIBL
(7,16),(7,22),-0.0123934 # DEPENDENCYPART_SIBL
(7,16),(7,23),-0.0359894 # DEPENDENCYPART_SIBL
(7,16),(7,25),-0.0446744 # DEPENDENCYPART_SIBL
(7,18),(7,20),0.000739202 # DEPENDENCYPART_SIBL
(7,18),(7,22),-0.0733331 # DEPENDENCYPART_SIBL
(7,18),(7,23),-0.0233145 # DEPENDENCYPART_SIBL
(7,18),(7,25),0.0116994 # DEPENDENCYPART_SIBL
(7,20),(7,22),-0.01462 # DEPENDENCYPART_SIBL
(7,20),(7,23),-0.0219624 # DEPENDENCYPART_SIBL
(7,20),(7,25),-0.0262389 # DEPENDENCYPART_SIBL
(7,22),(7,23),0.0126514 # DEPENDENCYPART_SIBL
(7,22),(7,25),-0.0767779 # DEPENDENCYPART_SIBL
(7,23),(7,25),-0.06316 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0113275 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.016998 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0855191 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0286078 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0361405 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0210875 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0286046 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0190805 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0483341 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0190805 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0316074 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.00353561 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0269698 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.00607204 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.0103929 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.00658172 # DEPENDENCYPART_SIBL
(9,1),(9,22),0.0190805 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.00314183 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0456396 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0852384 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.175555 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0167313 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.00213368 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.012079 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0382625 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.012079 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0232499 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0115189 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0297648 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.000914725 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0207237 # DEPENDENCYPART_SIBL
(9,2),(9,20),0.0279743 # DEPENDENCYPART_SIBL
(9,2),(9,22),0.012079 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.0381087 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0346682 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.00296966 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0047481 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.129558 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.00959894 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.00720886 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.00959894 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0584743 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0300453 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.00792953 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0238175 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0290939 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0424293 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.00959894 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0206109 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0250491 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0176621 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.00324384 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.024672 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0115527 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.024672 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0673117 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0325507 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0207977 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0157509 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0337729 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0274735 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.024672 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.0647697 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0232995 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.00964857 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00819248 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0371122 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.00819248 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0327464 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0103687 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0296803 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0029718 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0135749 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0233797 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.00819248 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.0426992 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.175831 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.00576359 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.00504988 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.00576359 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0374266 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0161489 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.00254778 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.00359511 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0681956 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.00338986 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.00576359 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.037047 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.162777 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.058186 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.162777 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0212093 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0707703 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0308108 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.153784 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0768117 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0997998 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.162777 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.102597 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.115589 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.222042 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.00683559 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0646558 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0199928 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.223325 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.047646 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0144048 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.222042 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.0175117 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0604325 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.00755168 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0449726 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0500308 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0614583 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0119444 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0252714 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0604325 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0189192 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.00683559 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0646558 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0199928 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.223325 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.047646 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0144048 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.222042 # DEPENDENCYPART_SIBL
(9,12),(9,23),0.0175117 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0254209 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.00203353 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.00428037 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.00328554 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.000331272 # DEPENDENCYPART_SIBL
(9,13),(9,22),0.00535095 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.00549611 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0599295 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0702984 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0275979 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.051351 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.0692726 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.0474909 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.00948456 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0047899 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.0242535 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.00759398 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.0363329 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0499254 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0177037 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.224131 # DEPENDENCYPART_SIBL
(9,17),(9,23),0.0142128 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.00954657 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.0659127 # DEPENDENCYPART_SIBL
(9,18),(9,23),-0.0159275 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.00966729 # DEPENDENCYPART_SIBL
(9,20),(9,23),-0.0179722 # DEPENDENCYPART_SIBL
(9,22),(9,23),0.0175117 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.10083 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0946602 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.094735 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0436598 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0656012 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0808142 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0321774 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0369374 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0352512 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0131744 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.000480163 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0166728 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.00481315 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0214274 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0138307 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00814703 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.00566355 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.010553 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.015609 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00891437 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0284129 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0121729 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0175784 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.00670885 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.034217 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0398964 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.069804 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.00928884 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0188898 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0938628 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0389627 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0139605 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0035647 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0039304 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0026977 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0186358 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0343839 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.022268 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0115371 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0223426 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0372427 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0702136 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0154657 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.219807 # DEPENDENCYPART_SIBL
(11,1),(11,25),-0.0188389 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.112289 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0368468 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0212308 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0315025 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.000551823 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0235578 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0202013 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0796134 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0038014 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.022521 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.00453303 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0762054 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0837713 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.00628903 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0465526 # DEPENDENCYPART_SIBL
(11,2),(11,25),-0.00825512 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.015841 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.010539 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.10492 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0441416 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0868014 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0124836 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.00753146 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.156305 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0140793 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0437408 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.00627242 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0224681 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0342993 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.011216 # DEPENDENCYPART_SIBL
(11,4),(11,25),0.0751579 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0110564 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0242294 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0170018 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0205794 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0118468 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0170178 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0815962 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0282308 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0142282 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0161074 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0747329 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.000955912 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0104739 # DEPENDENCYPART_SIBL
(11,5),(11,25),-0.0572932 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0219578 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.00635969 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0152992 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0225028 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0789894 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.00177842 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0222382 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.00534724 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0755814 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0778904 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.00687959 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.047663 # DEPENDENCYPART_SIBL
(11,6),(11,25),-0.00504561 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.11364 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0385719 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.108235 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0528897 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0196779 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0110956 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.00494195 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0539259 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.181858 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0289575 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0176073 # DEPENDENCYPART_SIBL
(11,7),(11,25),0.00516194 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.00547371 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0387772 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.00418272 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0468645 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.00608994 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0171147 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.00502866 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0488356 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.00484397 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.00795722 # DEPENDENCYPART_SIBL
(11,8),(11,25),-0.0686596 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.10351 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0516928 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.023552 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0130698 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.00174806 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0527289 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.217996 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0244247 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0126905 # DEPENDENCYPART_SIBL
(11,9),(11,25),-0.0134902 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0828767 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.00176363 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0205203 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.00652875 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0794687 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0777003 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.00832034 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0441003 # DEPENDENCYPART_SIBL
(11,10),(11,25),-0.00623836 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0034308 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0688281 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.00994163 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.110684 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.139688 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0573905 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.0158255 # DEPENDENCYPART_SIBL
(11,12),(11,25),-0.0351441 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0302325 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.00984384 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.016656 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0552185 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0349111 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0282461 # DEPENDENCYPART_SIBL
(11,13),(11,25),-0.10164 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0161628 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0124094 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0711883 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0184181 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.00485336 # DEPENDENCYPART_SIBL
(11,14),(11,25),0.102071 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0405121 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0931831 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0133519 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.0273974 # DEPENDENCYPART_SIBL
(11,16),(11,25),0.0413372 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.140184 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0573905 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.0149777 # DEPENDENCYPART_SIBL
(11,17),(11,25),-0.0296532 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0748033 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.0179116 # DEPENDENCYPART_SIBL
(11,18),(11,25),0.065762 # DEPENDENCYPART_SIBL
(11,19),(11,20),0.00470157 # DEPENDENCYPART_SIBL
(11,19),(11,25),-0.0476192 # DEPENDENCYPART_SIBL
(11,20),(11,25),-0.0279756 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0946602 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.094735 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.100922 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.136581 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0808142 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0321774 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.00652063 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0649906 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.00271466 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0214274 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0263067 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0226317 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.00566355 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.010553 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0137897 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0086846 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0882042 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0256466 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0229464 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0284129 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0121729 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0137178 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.00945195 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0995323 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0336021 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0120242 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00542499 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0270309 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.000856795 # DEPENDENCYPART_SIBL
