# _root_ Επομένως όταν οι άνθρωποι βρίσκονται κοντά σε πηγές , ο οργανισμός τους αντιδρά , αυξάνοντας τον καρδιακό παλμό και την αρτηριακή πίεση ή προκαλώντας ορμονικές αλλαγές .
#goldHeads=13,13,4,5,2,5,6,7,2,11,13,11,0,23,23,18,18,19,15,22,22,19,13,23,26,24,0,
#predictedHeads=13,13,4,5,2,5,5,7,13,11,13,11,0,13,13,18,18,19,15,22,22,19,22,23,26,24,0,
(15,17),(15,21),-0.103761 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0332808 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0523875 # DEPENDENCYPART_SIBL
(15,17),(15,24),0.009258 # DEPENDENCYPART_SIBL
(15,17),(15,26),-0.0257501 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.204598 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.11705 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.227555 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.119591 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.036322 # DEPENDENCYPART_SIBL
(15,18),(15,26),-0.21857 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0534538 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.00985361 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.0619076 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.00840155 # DEPENDENCYPART_SIBL
(15,19),(15,26),-0.00292576 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.0332808 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.0523876 # DEPENDENCYPART_SIBL
(15,21),(15,24),0.00925772 # DEPENDENCYPART_SIBL
(15,21),(15,26),-0.0257501 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.0994481 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.0296233 # DEPENDENCYPART_SIBL
(15,22),(15,26),-0.211974 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.00121846 # DEPENDENCYPART_SIBL
(15,23),(15,26),-0.0527573 # DEPENDENCYPART_SIBL
(15,24),(15,26),-0.0554456 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.063153 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0631019 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.108837 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0947346 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.35288 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0793784 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.021196 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0197346 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.000727024 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.0643501 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.143756 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0286611 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0235565 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0378723 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0450454 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.00721903 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.067227 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0310758 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0200391 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.00412847 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0302256 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.00880384 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.056141 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0259692 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.00726126 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0194248 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0134973 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.00490764 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.027742 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.00922051 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0322315 # DEPENDENCYPART_SIBL
(19,1),(19,2),0.038205 # DEPENDENCYPART_SIBL
(19,1),(19,4),-0.0146724 # DEPENDENCYPART_SIBL
(19,1),(19,5),0.0348368 # DEPENDENCYPART_SIBL
(19,1),(19,6),0.05989 # DEPENDENCYPART_SIBL
(19,1),(19,7),0.0145886 # DEPENDENCYPART_SIBL
(19,1),(19,8),-0.0171463 # DEPENDENCYPART_SIBL
(19,1),(19,9),0.0167237 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.0165111 # DEPENDENCYPART_SIBL
(19,1),(19,13),0.0340864 # DEPENDENCYPART_SIBL
(19,1),(19,14),0.0167237 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.0335415 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.00858604 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.00286947 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0165111 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.00119288 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.0160667 # DEPENDENCYPART_SIBL
(19,1),(19,22),0.0175326 # DEPENDENCYPART_SIBL
(19,1),(19,23),0.000764923 # DEPENDENCYPART_SIBL
(19,1),(19,24),0.0440862 # DEPENDENCYPART_SIBL
(19,1),(19,25),0.0160667 # DEPENDENCYPART_SIBL
(19,1),(19,26),0.0111699 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.0334112 # DEPENDENCYPART_SIBL
(19,2),(19,5),0.00599147 # DEPENDENCYPART_SIBL
(19,2),(19,6),0.000209229 # DEPENDENCYPART_SIBL
(19,2),(19,7),0.00557734 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.0320855 # DEPENDENCYPART_SIBL
(19,2),(19,9),0.00922099 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.0320855 # DEPENDENCYPART_SIBL
(19,2),(19,13),0.0053925 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.00922099 # DEPENDENCYPART_SIBL
(19,2),(19,15),0.00478825 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0132015 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.0233672 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0320855 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0163082 # DEPENDENCYPART_SIBL
(19,2),(19,21),0.0148596 # DEPENDENCYPART_SIBL
(19,2),(19,22),-0.0239866 # DEPENDENCYPART_SIBL
(19,2),(19,23),0.0590361 # DEPENDENCYPART_SIBL
(19,2),(19,24),-0.0050326 # DEPENDENCYPART_SIBL
(19,2),(19,25),0.0148596 # DEPENDENCYPART_SIBL
(19,2),(19,26),-0.0357002 # DEPENDENCYPART_SIBL
(19,4),(19,5),0.0543613 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.0124569 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.0504673 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.00919825 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.138461 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.00919443 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0507018 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.138461 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.0502853 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0499188 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0343607 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.00919443 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.0321041 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.00549818 # DEPENDENCYPART_SIBL
(19,4),(19,22),0.101086 # DEPENDENCYPART_SIBL
(19,4),(19,23),-0.0241343 # DEPENDENCYPART_SIBL
(19,4),(19,24),-0.0153363 # DEPENDENCYPART_SIBL
(19,4),(19,25),0.0054982 # DEPENDENCYPART_SIBL
(19,4),(19,26),0.0918931 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.0913596 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.0608754 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.181632 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.00502352 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.181622 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.056582 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.00502352 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0569973 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.113248 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.139758 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.181622 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.0134505 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.00931317 # DEPENDENCYPART_SIBL
(19,5),(19,22),-0.0576183 # DEPENDENCYPART_SIBL
(19,5),(19,23),-0.0164601 # DEPENDENCYPART_SIBL
(19,5),(19,24),0.45016 # DEPENDENCYPART_SIBL
(19,5),(19,25),-0.00931317 # DEPENDENCYPART_SIBL
(19,5),(19,26),-0.068138 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.00768222 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.025802 # DEPENDENCYPART_SIBL
(19,6),(19,9),0.000542762 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.024813 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.026194 # DEPENDENCYPART_SIBL
(19,6),(19,14),0.000542762 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.0256491 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.00339454 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.00801872 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.024813 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0237607 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.0113003 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.0108813 # DEPENDENCYPART_SIBL
(19,6),(19,23),-0.0258031 # DEPENDENCYPART_SIBL
(19,6),(19,24),-0.000972464 # DEPENDENCYPART_SIBL
(19,6),(19,25),-0.0113003 # DEPENDENCYPART_SIBL
(19,6),(19,26),-0.017244 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.0518312 # DEPENDENCYPART_SIBL
(19,7),(19,9),0.0180295 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.0508495 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.0161334 # DEPENDENCYPART_SIBL
(19,7),(19,14),0.0180295 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.0154894 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0632271 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0514665 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0508495 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.00118087 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.0142488 # DEPENDENCYPART_SIBL
(19,7),(19,22),-0.0573682 # DEPENDENCYPART_SIBL
(19,7),(19,23),0.0047671 # DEPENDENCYPART_SIBL
(19,7),(19,24),-0.0186864 # DEPENDENCYPART_SIBL
(19,7),(19,25),-0.0142488 # DEPENDENCYPART_SIBL
(19,7),(19,26),-0.0662503 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.112845 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.0188375 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.041254 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.112845 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.0408376 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.0580183 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0424867 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0188375 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.0371041 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.00738407 # DEPENDENCYPART_SIBL
(19,8),(19,22),0.0897111 # DEPENDENCYPART_SIBL
(19,8),(19,23),-0.023221 # DEPENDENCYPART_SIBL
(19,8),(19,24),-0.0222757 # DEPENDENCYPART_SIBL
(19,8),(19,25),-0.00738405 # DEPENDENCYPART_SIBL
(19,8),(19,26),0.0805181 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.00461018 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.045004 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.0449192 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.0445589 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0423684 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.000679463 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.00461018 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0746584 # DEPENDENCYPART_SIBL
(19,9),(19,21),0.00412271 # DEPENDENCYPART_SIBL
(19,9),(19,22),0.0277094 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.0548992 # DEPENDENCYPART_SIBL
(19,9),(19,24),-0.0033452 # DEPENDENCYPART_SIBL
(19,9),(19,25),0.00412271 # DEPENDENCYPART_SIBL
(19,9),(19,26),0.0075221 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0425517 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.114053 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0421352 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0576496 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0421179 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0177933 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.034337 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.00327313 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.0974574 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.0237374 # DEPENDENCYPART_SIBL
(19,11),(19,24),-0.019292 # DEPENDENCYPART_SIBL
(19,11),(19,25),-0.00327311 # DEPENDENCYPART_SIBL
(19,11),(19,26),0.0882644 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.00488088 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0569533 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.113207 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.139716 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.181572 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0106275 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.00627389 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0556774 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.0136378 # DEPENDENCYPART_SIBL
(19,13),(19,24),0.453948 # DEPENDENCYPART_SIBL
(19,13),(19,25),-0.00627389 # DEPENDENCYPART_SIBL
(19,13),(19,26),-0.0661972 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0445589 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0423684 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.000679463 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.00461018 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0746584 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.00412271 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.0277094 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0548992 # DEPENDENCYPART_SIBL
(19,14),(19,24),-0.0033452 # DEPENDENCYPART_SIBL
(19,14),(19,25),0.00412271 # DEPENDENCYPART_SIBL
(19,14),(19,26),0.0075221 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.113434 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.139939 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.182244 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0111436 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.00679006 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.056199 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.014154 # DEPENDENCYPART_SIBL
(19,15),(19,24),0.44967 # DEPENDENCYPART_SIBL
(19,15),(19,25),-0.00679006 # DEPENDENCYPART_SIBL
(19,15),(19,26),-0.0667188 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.00300399 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0300462 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0297277 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.00275092 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.000563183 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0423086 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.0221876 # DEPENDENCYPART_SIBL
(19,16),(19,25),0.00275092 # DEPENDENCYPART_SIBL
(19,16),(19,26),-0.0143982 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.00308647 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.00859533 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.390775 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.00479902 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0248188 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.0258097 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.390775 # DEPENDENCYPART_SIBL
(19,17),(19,26),-0.0084157 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.034337 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.00327313 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0974574 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0237374 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.019292 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.00327311 # DEPENDENCYPART_SIBL
(19,18),(19,26),0.0882644 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0456066 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0101539 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.00859107 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.110757 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.045606 # DEPENDENCYPART_SIBL
(19,20),(19,26),0.00880181 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0757749 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0500518 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.151203 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.101431 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.0795674 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0238844 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.106669 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.0610309 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.087925 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0618897 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.0358734 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.0115424 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.0292321 # DEPENDENCYPART_SIBL
(19,24),(19,26),0.0215772 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.0795674 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0145239 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0280479 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0747153 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.00497291 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.0774476 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0512512 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0593938 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.020972 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.0582327 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0666938 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0666195 # DEPENDENCYPART_SIBL
(21,20),(21,26),0.0635271 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.010643 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.108542 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.000384663 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.06819 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.11932 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.162392 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.379316 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0698031 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.0235563 # DEPENDENCYPART_SIBL
(22,16),(22,24),0.032034 # DEPENDENCYPART_SIBL
(22,16),(22,25),0.00690814 # DEPENDENCYPART_SIBL
(22,16),(22,26),0.0222129 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0239158 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.00601187 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.12537 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.00751226 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0292251 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.0103285 # DEPENDENCYPART_SIBL
(22,17),(22,25),0.0245573 # DEPENDENCYPART_SIBL
(22,17),(22,26),-0.00269968 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0359169 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.136807 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0230936 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0131246 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.000915364 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.007429 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.00056065 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0112409 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0296712 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0235644 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.00150366 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.0212981 # DEPENDENCYPART_SIBL
(22,19),(22,26),0.0494188 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0393187 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.00911758 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0616737 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.0382402 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.0166414 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0319093 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.00755137 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.0218732 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.00538798 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.00726696 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0141394 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.0179308 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.00531775 # DEPENDENCYPART_SIBL
(22,24),(22,26),0.0182251 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0328259 # DEPENDENCYPART_SIBL
(23,1),(23,2),0.0163415 # DEPENDENCYPART_SIBL
(23,1),(23,4),0.0117993 # DEPENDENCYPART_SIBL
(23,1),(23,5),0.00614516 # DEPENDENCYPART_SIBL
(23,1),(23,6),0.00469585 # DEPENDENCYPART_SIBL
(23,1),(23,7),-0.0339138 # DEPENDENCYPART_SIBL
(23,1),(23,8),0.00867145 # DEPENDENCYPART_SIBL
(23,1),(23,9),0.0491011 # DEPENDENCYPART_SIBL
(23,1),(23,11),0.00930668 # DEPENDENCYPART_SIBL
(23,1),(23,13),0.0032949 # DEPENDENCYPART_SIBL
(23,1),(23,14),0.0491011 # DEPENDENCYPART_SIBL
(23,1),(23,15),0.00275005 # DEPENDENCYPART_SIBL
(23,1),(23,17),-0.0250577 # DEPENDENCYPART_SIBL
(23,1),(23,18),0.00930668 # DEPENDENCYPART_SIBL
(23,1),(23,19),0.0140969 # DEPENDENCYPART_SIBL
(23,1),(23,20),-0.00195393 # DEPENDENCYPART_SIBL
(23,1),(23,21),-0.0250577 # DEPENDENCYPART_SIBL
(23,1),(23,22),0.0088428 # DEPENDENCYPART_SIBL
(23,1),(23,24),-0.00362914 # DEPENDENCYPART_SIBL
(23,1),(23,25),0.0139049 # DEPENDENCYPART_SIBL
(23,1),(23,26),0.0102858 # DEPENDENCYPART_SIBL
(23,2),(23,4),-0.010394 # DEPENDENCYPART_SIBL
(23,2),(23,5),0.0120808 # DEPENDENCYPART_SIBL
(23,2),(23,6),-0.00378412 # DEPENDENCYPART_SIBL
(23,2),(23,7),-0.0131232 # DEPENDENCYPART_SIBL
(23,2),(23,8),-0.00972711 # DEPENDENCYPART_SIBL
(23,2),(23,9),0.05338 # DEPENDENCYPART_SIBL
(23,2),(23,11),-0.00972711 # DEPENDENCYPART_SIBL
(23,2),(23,13),0.00933349 # DEPENDENCYPART_SIBL
(23,2),(23,14),0.05338 # DEPENDENCYPART_SIBL
(23,2),(23,15),0.00872925 # DEPENDENCYPART_SIBL
(23,2),(23,17),-0.0241418 # DEPENDENCYPART_SIBL
(23,2),(23,18),-0.00972711 # DEPENDENCYPART_SIBL
(23,2),(23,19),-0.0117783 # DEPENDENCYPART_SIBL
(23,2),(23,20),0.00952504 # DEPENDENCYPART_SIBL
(23,2),(23,21),-0.0241418 # DEPENDENCYPART_SIBL
(23,2),(23,22),-0.010191 # DEPENDENCYPART_SIBL
(23,2),(23,24),-0.0166592 # DEPENDENCYPART_SIBL
(23,2),(23,25),0.011829 # DEPENDENCYPART_SIBL
(23,2),(23,26),-0.0141625 # DEPENDENCYPART_SIBL
(23,4),(23,5),0.0396326 # DEPENDENCYPART_SIBL
(23,4),(23,6),-0.0100066 # DEPENDENCYPART_SIBL
(23,4),(23,7),-0.050461 # DEPENDENCYPART_SIBL
(23,4),(23,8),-0.012848 # DEPENDENCYPART_SIBL
(23,4),(23,9),0.134647 # DEPENDENCYPART_SIBL
(23,4),(23,11),-0.0128442 # DEPENDENCYPART_SIBL
(23,4),(23,13),0.0331599 # DEPENDENCYPART_SIBL
(23,4),(23,14),0.134647 # DEPENDENCYPART_SIBL
(23,4),(23,15),0.0327435 # DEPENDENCYPART_SIBL
(23,4),(23,17),-0.0280864 # DEPENDENCYPART_SIBL
(23,4),(23,18),-0.0128442 # DEPENDENCYPART_SIBL
(23,4),(23,19),0.0155986 # DEPENDENCYPART_SIBL
(23,4),(23,20),-0.0368405 # DEPENDENCYPART_SIBL
(23,4),(23,21),-0.0280887 # DEPENDENCYPART_SIBL
(23,4),(23,22),-0.0141378 # DEPENDENCYPART_SIBL
(23,4),(23,24),-0.0423025 # DEPENDENCYPART_SIBL
(23,4),(23,25),0.0137356 # DEPENDENCYPART_SIBL
(23,4),(23,26),0.0812547 # DEPENDENCYPART_SIBL
(23,5),(23,6),-0.0502326 # DEPENDENCYPART_SIBL
(23,5),(23,7),-0.0492191 # DEPENDENCYPART_SIBL
(23,5),(23,8),-0.103425 # DEPENDENCYPART_SIBL
(23,5),(23,9),0.0879865 # DEPENDENCYPART_SIBL
(23,5),(23,11),-0.103416 # DEPENDENCYPART_SIBL
(23,5),(23,13),-0.0301542 # DEPENDENCYPART_SIBL
(23,5),(23,14),0.0879865 # DEPENDENCYPART_SIBL
