# _root_ Εδώ δεν πρέπει όμως να ξεχάσουμε το εξής : το ευρώ δεν είναι μόνο ένα νομισματικό πρόγραμμα , αλλά ήταν ανέκαθεν και πολιτικό πρόγραμμα , αποτελώντας τμήμα της Πολιτικής Ένωσης της Ευρώπης .
#goldHeads=3,3,4,0,6,3,8,9,6,11,13,13,19,13,17,17,13,19,9,19,20,24,24,20,26,19,26,30,30,27,32,30,0,
#predictedHeads=3,3,4,0,6,3,8,6,6,11,13,13,19,13,17,17,13,19,0,19,22,24,22,20,26,20,26,30,30,27,32,30,0,
(19,4),(19,25),-0.0264641 # DEPENDENCYPART_SIBL
(19,4),(19,26),-0.0305523 # DEPENDENCYPART_SIBL
(19,4),(19,27),-0.022671 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.0519917 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.0472086 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.142694 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.087518 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.0250212 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.0533563 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.0622434 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0979308 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.131445 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.0632005 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.232895 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.024479 # DEPENDENCYPART_SIBL
(19,6),(19,22),0.0152658 # DEPENDENCYPART_SIBL
(19,6),(19,23),-0.029204 # DEPENDENCYPART_SIBL
(19,6),(19,24),-0.0610758 # DEPENDENCYPART_SIBL
(19,6),(19,25),-0.0235448 # DEPENDENCYPART_SIBL
(19,6),(19,26),0.220661 # DEPENDENCYPART_SIBL
(19,6),(19,27),-0.0614809 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.025282 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.0113794 # DEPENDENCYPART_SIBL
(19,8),(19,12),0.0400079 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.0539478 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.0260091 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.0126463 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.0133089 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.00416948 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.0378487 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.00215649 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.00203602 # DEPENDENCYPART_SIBL
(19,8),(19,22),-0.0058874 # DEPENDENCYPART_SIBL
(19,8),(19,23),-0.00610481 # DEPENDENCYPART_SIBL
(19,8),(19,24),-0.0252846 # DEPENDENCYPART_SIBL
(19,8),(19,25),-0.0159161 # DEPENDENCYPART_SIBL
(19,8),(19,26),-0.0143596 # DEPENDENCYPART_SIBL
(19,8),(19,27),-0.0256973 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0496343 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.00912474 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.0658562 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.00384934 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0186188 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0226446 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0334876 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.0116706 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.00843463 # DEPENDENCYPART_SIBL
(19,9),(19,21),0.00441861 # DEPENDENCYPART_SIBL
(19,9),(19,22),0.0287735 # DEPENDENCYPART_SIBL
(19,9),(19,23),0.0118049 # DEPENDENCYPART_SIBL
(19,9),(19,24),-0.0687398 # DEPENDENCYPART_SIBL
(19,9),(19,25),0.0766047 # DEPENDENCYPART_SIBL
(19,9),(19,26),-0.0325678 # DEPENDENCYPART_SIBL
(19,9),(19,27),-0.0683008 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.0228362 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0857448 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0217222 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.0379695 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0376785 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0521296 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.0450128 # DEPENDENCYPART_SIBL
(19,11),(19,20),-1.30847e-05 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.00684626 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.0170697 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.0191528 # DEPENDENCYPART_SIBL
(19,11),(19,24),0.0578599 # DEPENDENCYPART_SIBL
(19,11),(19,25),0.0358913 # DEPENDENCYPART_SIBL
(19,11),(19,26),-0.0134863 # DEPENDENCYPART_SIBL
(19,11),(19,27),0.0583773 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0651035 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.0385856 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.0200657 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.032586 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0483054 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.00560665 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.00237808 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.0237093 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.0624444 # DEPENDENCYPART_SIBL
(19,12),(19,23),0.0196803 # DEPENDENCYPART_SIBL
(19,12),(19,24),-0.0291193 # DEPENDENCYPART_SIBL
(19,12),(19,25),-0.0432695 # DEPENDENCYPART_SIBL
(19,12),(19,26),-0.0178511 # DEPENDENCYPART_SIBL
(19,12),(19,27),-0.0260206 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0721646 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0732402 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.118531 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.149152 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0303641 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.293562 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0189859 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.0260512 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.023711 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.0579248 # DEPENDENCYPART_SIBL
(19,13),(19,25),0.00744795 # DEPENDENCYPART_SIBL
(19,13),(19,26),0.27944 # DEPENDENCYPART_SIBL
(19,13),(19,27),-0.0583299 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0158342 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0087901 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0032468 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0369014 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0172111 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.00412664 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.0193183 # DEPENDENCYPART_SIBL
(19,14),(19,23),5.78472e-05 # DEPENDENCYPART_SIBL
(19,14),(19,24),-0.0164067 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.00151218 # DEPENDENCYPART_SIBL
(19,14),(19,26),0.000787828 # DEPENDENCYPART_SIBL
(19,14),(19,27),-0.0168194 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.00463989 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.00666752 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.049741 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.012626 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.0248685 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0204044 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.0208131 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0179633 # DEPENDENCYPART_SIBL
(19,15),(19,25),-0.0530566 # DEPENDENCYPART_SIBL
(19,15),(19,26),-0.0275716 # DEPENDENCYPART_SIBL
(19,15),(19,27),-0.0139742 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.028742 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.118715 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0460973 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.266897 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0136237 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.265803 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.00538773 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.00380938 # DEPENDENCYPART_SIBL
(19,16),(19,26),-0.0463111 # DEPENDENCYPART_SIBL
(19,16),(19,27),-0.0116651 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0683827 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0180407 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0204744 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0262164 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.00552461 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0756639 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.0371685 # DEPENDENCYPART_SIBL
(19,17),(19,26),0.00456747 # DEPENDENCYPART_SIBL
(19,17),(19,27),0.076222 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0527635 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0281529 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0112591 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0472243 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0112916 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.121765 # DEPENDENCYPART_SIBL
(19,18),(19,26),0.0119584 # DEPENDENCYPART_SIBL
(19,18),(19,27),-0.0109942 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0640588 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.107643 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0640637 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.00711586 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.0926709 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.341227 # DEPENDENCYPART_SIBL
(19,20),(19,27),0.00704862 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0634399 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0651918 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.0132551 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.0258976 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.139631 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.0130579 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0209223 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.096578 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.0130491 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.0240237 # DEPENDENCYPART_SIBL
(19,22),(19,27),0.0990983 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0132551 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.0258981 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.139631 # DEPENDENCYPART_SIBL
(19,23),(19,27),-0.0130579 # DEPENDENCYPART_SIBL
(19,24),(19,25),0.0103699 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.130026 # DEPENDENCYPART_SIBL
(19,24),(19,27),-0.0850348 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.030214 # DEPENDENCYPART_SIBL
(19,25),(19,27),0.0843638 # DEPENDENCYPART_SIBL
(19,26),(19,27),-0.00271516 # DEPENDENCYPART_SIBL
(20,1),(20,3),-0.0331968 # DEPENDENCYPART_SIBL
(20,1),(20,4),0.0576455 # DEPENDENCYPART_SIBL
(20,1),(20,8),0.0047456 # DEPENDENCYPART_SIBL
(20,1),(20,9),-0.0327316 # DEPENDENCYPART_SIBL
(20,1),(20,11),0.0188282 # DEPENDENCYPART_SIBL
(20,1),(20,13),-0.0175788 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.00383123 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.0251288 # DEPENDENCYPART_SIBL
(20,1),(20,17),0.00770439 # DEPENDENCYPART_SIBL
(20,1),(20,18),0.0286998 # DEPENDENCYPART_SIBL
(20,1),(20,19),0.0191065 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.0141548 # DEPENDENCYPART_SIBL
(20,1),(20,22),0.00340788 # DEPENDENCYPART_SIBL
(20,1),(20,23),-0.0147251 # DEPENDENCYPART_SIBL
(20,1),(20,24),-0.0201514 # DEPENDENCYPART_SIBL
(20,1),(20,25),-0.0304403 # DEPENDENCYPART_SIBL
(20,1),(20,26),-0.00185288 # DEPENDENCYPART_SIBL
(20,1),(20,27),-0.0238889 # DEPENDENCYPART_SIBL
(20,1),(20,30),-0.028056 # DEPENDENCYPART_SIBL
(20,1),(20,32),-0.0257338 # DEPENDENCYPART_SIBL
(20,3),(20,4),-0.0253674 # DEPENDENCYPART_SIBL
(20,3),(20,8),0.000444563 # DEPENDENCYPART_SIBL
(20,3),(20,9),-0.0589655 # DEPENDENCYPART_SIBL
(20,3),(20,11),-0.0931742 # DEPENDENCYPART_SIBL
(20,3),(20,13),-0.147295 # DEPENDENCYPART_SIBL
(20,3),(20,14),-0.00689977 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.079475 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.0997223 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.00547637 # DEPENDENCYPART_SIBL
(20,3),(20,19),-0.0534745 # DEPENDENCYPART_SIBL
(20,3),(20,21),-0.0264397 # DEPENDENCYPART_SIBL
(20,3),(20,22),-0.0317241 # DEPENDENCYPART_SIBL
(20,3),(20,23),-0.0273368 # DEPENDENCYPART_SIBL
(20,3),(20,24),-0.035824 # DEPENDENCYPART_SIBL
(20,3),(20,25),-0.0602632 # DEPENDENCYPART_SIBL
(20,3),(20,26),0.0448057 # DEPENDENCYPART_SIBL
(20,3),(20,27),-0.0402485 # DEPENDENCYPART_SIBL
(20,3),(20,30),-0.0429216 # DEPENDENCYPART_SIBL
(20,3),(20,32),-0.0424789 # DEPENDENCYPART_SIBL
(20,4),(20,8),0.0424557 # DEPENDENCYPART_SIBL
(20,4),(20,9),-0.0109039 # DEPENDENCYPART_SIBL
(20,4),(20,11),-0.0211238 # DEPENDENCYPART_SIBL
(20,4),(20,13),-0.011502 # DEPENDENCYPART_SIBL
(20,4),(20,14),0.0369883 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.0256706 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.0315977 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.0366208 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.016725 # DEPENDENCYPART_SIBL
(20,4),(20,21),0.02245 # DEPENDENCYPART_SIBL
(20,4),(20,22),0.0622444 # DEPENDENCYPART_SIBL
(20,4),(20,23),0.0219075 # DEPENDENCYPART_SIBL
(20,4),(20,24),0.0351619 # DEPENDENCYPART_SIBL
(20,4),(20,25),-0.0111469 # DEPENDENCYPART_SIBL
(20,4),(20,26),0.0159369 # DEPENDENCYPART_SIBL
(20,4),(20,27),0.0316362 # DEPENDENCYPART_SIBL
(20,4),(20,30),0.0279571 # DEPENDENCYPART_SIBL
(20,4),(20,32),0.0282481 # DEPENDENCYPART_SIBL
(20,8),(20,9),-0.0369443 # DEPENDENCYPART_SIBL
(20,8),(20,11),0.0211898 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.01706 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.00180595 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.0244188 # DEPENDENCYPART_SIBL
(20,8),(20,17),0.0100659 # DEPENDENCYPART_SIBL
(20,8),(20,18),0.019881 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.0155696 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.00827757 # DEPENDENCYPART_SIBL
(20,8),(20,22),0.0191958 # DEPENDENCYPART_SIBL
(20,8),(20,23),-0.00884793 # DEPENDENCYPART_SIBL
(20,8),(20,24),-0.0113962 # DEPENDENCYPART_SIBL
(20,8),(20,25),-0.00402008 # DEPENDENCYPART_SIBL
(20,8),(20,26),0.00258304 # DEPENDENCYPART_SIBL
(20,8),(20,27),-0.0151338 # DEPENDENCYPART_SIBL
(20,8),(20,30),-0.0193008 # DEPENDENCYPART_SIBL
(20,8),(20,32),-0.0169787 # DEPENDENCYPART_SIBL
(20,9),(20,11),0.034824 # DEPENDENCYPART_SIBL
(20,9),(20,13),0.0111759 # DEPENDENCYPART_SIBL
(20,9),(20,14),0.0557515 # DEPENDENCYPART_SIBL
(20,9),(20,16),0.010198 # DEPENDENCYPART_SIBL
(20,9),(20,17),0.0316615 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.0297584 # DEPENDENCYPART_SIBL
(20,9),(20,19),0.0277442 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.00334747 # DEPENDENCYPART_SIBL
(20,9),(20,22),0.0675465 # DEPENDENCYPART_SIBL
(20,9),(20,23),0.00810497 # DEPENDENCYPART_SIBL
(20,9),(20,24),-0.0509135 # DEPENDENCYPART_SIBL
(20,9),(20,25),0.0594844 # DEPENDENCYPART_SIBL
(20,9),(20,26),-0.00754801 # DEPENDENCYPART_SIBL
(20,9),(20,27),-0.0549561 # DEPENDENCYPART_SIBL
(20,9),(20,30),-0.0590871 # DEPENDENCYPART_SIBL
(20,9),(20,32),-0.0575452 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.0253154 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.0116936 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0593314 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.198704 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.036749 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.028128 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.0168664 # DEPENDENCYPART_SIBL
(20,11),(20,22),0.0128177 # DEPENDENCYPART_SIBL
(20,11),(20,23),0.00533161 # DEPENDENCYPART_SIBL
(20,11),(20,24),-0.0348675 # DEPENDENCYPART_SIBL
(20,11),(20,25),-0.0352485 # DEPENDENCYPART_SIBL
(20,11),(20,26),-0.00552556 # DEPENDENCYPART_SIBL
(20,11),(20,27),-0.0433299 # DEPENDENCYPART_SIBL
(20,11),(20,30),-0.041239 # DEPENDENCYPART_SIBL
(20,11),(20,32),-0.0474802 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.00662368 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.0724263 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.0914906 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.0105385 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.0424825 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.00289644 # DEPENDENCYPART_SIBL
(20,13),(20,22),0.00257105 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.00379352 # DEPENDENCYPART_SIBL
(20,13),(20,24),-0.0127569 # DEPENDENCYPART_SIBL
(20,13),(20,25),-0.0152135 # DEPENDENCYPART_SIBL
(20,13),(20,26),0.0964855 # DEPENDENCYPART_SIBL
(20,13),(20,27),-0.0171815 # DEPENDENCYPART_SIBL
(20,13),(20,30),-0.019855 # DEPENDENCYPART_SIBL
(20,13),(20,32),-0.0194119 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0211513 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.00856223 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0180787 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0198703 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0124407 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.0343997 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0130111 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.0173817 # DEPENDENCYPART_SIBL
(20,14),(20,25),0.0105506 # DEPENDENCYPART_SIBL
(20,14),(20,26),0.00142639 # DEPENDENCYPART_SIBL
(20,14),(20,27),-0.0211193 # DEPENDENCYPART_SIBL
(20,14),(20,30),-0.0252864 # DEPENDENCYPART_SIBL
(20,14),(20,32),-0.0229642 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0711543 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.00155735 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0334544 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.10134 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.0152618 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.102264 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.0201656 # DEPENDENCYPART_SIBL
(20,16),(20,25),-0.010123 # DEPENDENCYPART_SIBL
(20,16),(20,26),-0.00190386 # DEPENDENCYPART_SIBL
(20,16),(20,27),0.00924789 # DEPENDENCYPART_SIBL
(20,16),(20,30),0.0146493 # DEPENDENCYPART_SIBL
(20,16),(20,32),0.00985775 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.023903 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0249904 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0607068 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.0513444 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.0491719 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.0233395 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.000761791 # DEPENDENCYPART_SIBL
(20,17),(20,26),0.0289734 # DEPENDENCYPART_SIBL
(20,17),(20,27),0.0149562 # DEPENDENCYPART_SIBL
(20,17),(20,30),0.017047 # DEPENDENCYPART_SIBL
(20,17),(20,32),0.0108034 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0279139 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0200009 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0359997 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.0306009 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.0189517 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.0326129 # DEPENDENCYPART_SIBL
(20,18),(20,26),0.0126581 # DEPENDENCYPART_SIBL
(20,18),(20,27),0.0146215 # DEPENDENCYPART_SIBL
(20,18),(20,30),0.0105303 # DEPENDENCYPART_SIBL
(20,18),(20,32),0.0121066 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.00248811 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.00245537 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0030306 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0123656 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.0318731 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.0125908 # DEPENDENCYPART_SIBL
(20,19),(20,27),-0.0158914 # DEPENDENCYPART_SIBL
(20,19),(20,30),-0.0195704 # DEPENDENCYPART_SIBL
(20,19),(20,32),-0.0192794 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.157847 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.131167 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.064511 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.0333436 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.00283846 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.0608791 # DEPENDENCYPART_SIBL
(20,21),(20,30),-0.0609606 # DEPENDENCYPART_SIBL
(20,21),(20,32),-0.0608446 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.059899 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0269524 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.00352137 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.000363324 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.0187201 # DEPENDENCYPART_SIBL
(20,22),(20,30),-0.0186862 # DEPENDENCYPART_SIBL
(20,22),(20,32),-0.0185704 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0645141 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.0333476 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.0028416 # DEPENDENCYPART_SIBL
(20,23),(20,27),-0.0608822 # DEPENDENCYPART_SIBL
(20,23),(20,30),-0.0609637 # DEPENDENCYPART_SIBL
(20,23),(20,32),-0.0608477 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0226156 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.034263 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.243363 # DEPENDENCYPART_SIBL
(20,24),(20,30),-0.238923 # DEPENDENCYPART_SIBL
(20,24),(20,32),-0.243294 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.0214928 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.0225429 # DEPENDENCYPART_SIBL
(20,25),(20,30),-0.0245193 # DEPENDENCYPART_SIBL
(20,25),(20,32),-0.02251 # DEPENDENCYPART_SIBL
(20,26),(20,27),-0.0679697 # DEPENDENCYPART_SIBL
(20,26),(20,30),-0.0680458 # DEPENDENCYPART_SIBL
(20,26),(20,32),-0.0679365 # DEPENDENCYPART_SIBL
(20,27),(20,30),-0.232975 # DEPENDENCYPART_SIBL
(20,27),(20,32),-0.237347 # DEPENDENCYPART_SIBL
(20,30),(20,32),-0.238591 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.00839727 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.010716 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.0212676 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.0789724 # DEPENDENCYPART_SIBL
(21,17),(21,26),0.00830262 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0103825 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.00563194 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0301703 # DEPENDENCYPART_SIBL
(21,20),(21,26),0.111393 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.00592833 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.00363145 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.00723394 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.00663197 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.0142393 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.0110109 # DEPENDENCYPART_SIBL
(22,1),(22,3),-0.00684843 # DEPENDENCYPART_SIBL
(22,1),(22,4),0.0132018 # DEPENDENCYPART_SIBL
(22,1),(22,6),0.0189226 # DEPENDENCYPART_SIBL
(22,1),(22,8),0.0490023 # DEPENDENCYPART_SIBL
(22,1),(22,9),-0.0596277 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.0463742 # DEPENDENCYPART_SIBL
(22,1),(22,12),0.016146 # DEPENDENCYPART_SIBL
(22,1),(22,13),0.029994 # DEPENDENCYPART_SIBL
(22,1),(22,14),0.041274 # DEPENDENCYPART_SIBL
(22,1),(22,15),-0.00362793 # DEPENDENCYPART_SIBL
