# _root_ Σε αυτό εκτίθενται ευρήματα από τον προϊστορικό οικισμό στο Ντικιλί Τας , την ελληνιστική , ρωμαϊκή και παλιοχριστιανική πόλη των Φιλίππων .
#goldHeads=3,1,0,3,4,8,8,12,8,9,10,5,14,17,17,17,19,17,12,21,19,0,
#predictedHeads=3,1,0,3,4,8,8,5,8,9,14,17,19,17,17,17,19,17,10,21,19,0,
(4,7),(4,17),-0.102211 # DEPENDENCYPART_SIBL
(4,7),(4,22),-0.064961 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.0556841 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.122776 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.0363211 # DEPENDENCYPART_SIBL
(4,8),(4,17),-0.174377 # DEPENDENCYPART_SIBL
(4,8),(4,22),-0.0552456 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0110658 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0194251 # DEPENDENCYPART_SIBL
(4,9),(4,17),-0.104521 # DEPENDENCYPART_SIBL
(4,9),(4,22),-0.0351597 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.0415617 # DEPENDENCYPART_SIBL
(4,10),(4,17),-0.174377 # DEPENDENCYPART_SIBL
(4,10),(4,22),-0.0578579 # DEPENDENCYPART_SIBL
(4,12),(4,17),-0.000789299 # DEPENDENCYPART_SIBL
(4,12),(4,22),-0.0749381 # DEPENDENCYPART_SIBL
(4,17),(4,22),0.0399309 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0159442 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0171413 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.000649516 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0217881 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0322488 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0322488 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.0370306 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.0370306 # DEPENDENCYPART_SIBL
(5,1),(5,17),0.00500125 # DEPENDENCYPART_SIBL
(5,1),(5,22),0.0140209 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0178118 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0266312 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0491568 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0645871 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0645871 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0246234 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.0246234 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.0466679 # DEPENDENCYPART_SIBL
(5,3),(5,22),0.00774188 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0377156 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.037947 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0727152 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0735431 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0270544 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0270544 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.0513699 # DEPENDENCYPART_SIBL
(5,4),(5,22),0.00145253 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0316379 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.144361 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.144361 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0335006 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0335006 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.152751 # DEPENDENCYPART_SIBL
(5,6),(5,22),-0.0523359 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.189167 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.189167 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0502715 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0502715 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.224253 # DEPENDENCYPART_SIBL
(5,7),(5,22),-0.0998645 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.524829 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0494692 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0494692 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.489461 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.167168 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0547098 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0547098 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.489461 # DEPENDENCYPART_SIBL
(5,10),(5,22),-0.16978 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0104496 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.104819 # DEPENDENCYPART_SIBL
(5,12),(5,22),-0.105822 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.104819 # DEPENDENCYPART_SIBL
(5,15),(5,22),-0.105822 # DEPENDENCYPART_SIBL
(5,17),(5,22),0.0322847 # DEPENDENCYPART_SIBL
(7,4),(7,5),-7.82278e-05 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0294616 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0742591 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0165828 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0734465 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.00790818 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.027664 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.00859796 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0199116 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0085827 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0121661 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0631072 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00720571 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.063153 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0242496 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0329788 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.108488 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.104357 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00887176 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0480527 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.104357 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0236163 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0114496 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.00851627 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0269916 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.159127 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.000898781 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0223729 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0490751 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0527603 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0523368 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.00200871 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0592683 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.00708521 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.032301 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.00699842 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0403258 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0774471 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0386275 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0294858 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0228726 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0279206 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.026107 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.00338831 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.144048 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0289498 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.00602926 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.00642904 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0268294 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0456861 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0236947 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0154518 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.135897 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0214211 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0208033 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.000898777 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0227389 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.00785087 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.00600704 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.157153 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.00359932 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.000284634 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0760769 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.064189 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0592114 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.00184921 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0669646 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0659676 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0365888 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0368885 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.00956891 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0256356 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0159098 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0144401 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0130575 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0314194 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.00335443 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.00631584 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0135947 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0260394 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0998228 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0400341 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0195517 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.173981 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0049527 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.000845604 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.102049 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0192054 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0249526 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.122932 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0269916 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.158823 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.000606438 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.00852023 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0088745 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0453834 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0526205 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0523368 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0526205 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0523368 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.00200871 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0511052 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.156849 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.00330698 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.00291262 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.00972661 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0520396 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0640492 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0592114 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0640492 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0592115 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.00184921 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0786069 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.067227 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.118952 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0697379 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0195564 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0421238 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.00412872 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0421238 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0041287 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0310758 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0311565 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0242379 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.00953509 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.055671 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0183013 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.02597 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0183013 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0259644 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.00880384 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.00982476 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0155775 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0248024 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0120242 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.00740844 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0120242 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.00740847 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.00602416 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.00423427 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0473928 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0458025 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0530227 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0458025 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0530227 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0015431 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0434193 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0500782 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0274792 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0500782 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0274792 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0648181 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0136608 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.00507862 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0173702 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.00507862 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.000719687 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0597459 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.039381 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0433523 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.102049 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0322138 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.00507862 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.000719687 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0597459 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.102049 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0322138 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0048073 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.0340832 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.029385 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0812755 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0500853 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0294169 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.066735 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0293617 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0341509 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.00472281 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0341399 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.0341509 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.0602636 # DEPENDENCYPART_SIBL
(12,1),(12,21),0.0341436 # DEPENDENCYPART_SIBL
(12,1),(12,22),-0.0110813 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0158226 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.00614308 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0186968 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0158545 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.00427255 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0157993 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0333003 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0114331 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0332893 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0333003 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0490381 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.0332929 # DEPENDENCYPART_SIBL
(12,3),(12,22),0.0139216 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0307106 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0201594 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0058596 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0348367 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.00577239 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0238809 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0342155 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.0238699 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.0238809 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.213228 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.0238707 # DEPENDENCYPART_SIBL
(12,4),(12,22),0.0114591 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0520355 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0376162 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0584787 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.037561 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0377389 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.00306241 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0377279 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0377389 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0341852 # DEPENDENCYPART_SIBL
(12,5),(12,21),0.0377316 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.00658395 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0212465 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0287584 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.021302 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.239077 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0671406 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.23905 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.239077 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.120246 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.242477 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.029594 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0347185 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.00390666 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0249787 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0240547 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0249677 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0249787 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.216105 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.0249685 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.00671301 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0336334 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0521645 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0298107 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0521535 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0521645 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0848257 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0521572 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.010939 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.025001 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.024077 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.02499 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.025001 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.216144 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0249907 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.00673526 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0555924 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0316895 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.0316914 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.00888347 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.0316782 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.00265444 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0678827 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0678845 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.00193619 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.0678791 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.10185 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0316914 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.00888347 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.0316782 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.00265444 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.00888347 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.0316782 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.00265444 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.0668733 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.103063 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.00271951 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0144455 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0300835 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0323437 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0280479 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0502624 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0314227 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0300835 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0324155 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0280479 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0502624 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0314227 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0751834 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.119792 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.00156382 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0282909 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0170452 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.24524 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0252495 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0189711 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0513511 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0186896 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.0158226 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.00614308 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.0186968 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.0158545 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.00427255 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.0157993 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.226692 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.0186968 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.0332893 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.107021 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.0333003 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.0490381 # DEPENDENCYPART_SIBL
(15,3),(15,21),0.0332929 # DEPENDENCYPART_SIBL
(15,3),(15,22),0.0139216 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.0307106 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.0201594 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.0058596 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.0348367 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.00577239 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.337255 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0201594 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.0238699 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.151768 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.0238809 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.213228 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.0238707 # DEPENDENCYPART_SIBL
(15,4),(15,22),0.0114591 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0520355 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0376162 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0584787 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.037561 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.105914 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0520355 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0377279 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.170064 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0377389 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0341852 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.0377316 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.00658395 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.0212465 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.0287584 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.021302 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.221961 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0144756 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.23905 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.12577 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.239077 # DEPENDENCYPART_SIBL
