# _root_ Πιστεύω , κύριε Πρόεδρε , ότι το Κοινοβούλιο μπορεί να θεωρήσει γενικά ικανοποιητικό το παρόν κείμενο .
#goldHeads=0,4,4,1,4,1,8,9,6,11,9,11,11,16,16,11,0,
#predictedHeads=0,4,4,1,4,1,8,9,6,11,9,11,15,15,16,11,0,
(6,2),(6,17),-0.0183572 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.100666 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0787673 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0981549 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0183572 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.152402 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.150542 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0217621 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.45915 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0314382 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.0368312 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0106918 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.00564187 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0281179 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0106918 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.171265 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0844959 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0361191 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0870482 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0102473 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.046618 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0140207 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0140397 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.153258 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0602579 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.00649674 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.173315 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0103968 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0261955 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.00486957 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0228329 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0265116 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0341103 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0354507 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.00525699 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.00710259 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.17075 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.014796 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0194421 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0135991 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.00537542 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0137861 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.023558 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0233826 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0134583 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.180453 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0065704 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0453104 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.00776725 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.025699 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0082636 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0147864 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0149618 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.173315 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0103968 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0261955 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.00486957 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0228329 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0265116 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0341103 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0354507 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0302279 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0875289 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0304949 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0570873 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0166673 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0114162 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0113371 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.00298573 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0955264 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0539416 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.00608171 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0172655 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0172474 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00681225 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.00681726 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0307149 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0477528 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0477709 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0548268 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0052896 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0180787 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0180606 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0099079 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0375164 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0365918 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.032481 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0325088 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.123474 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0269894 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0687056 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0549313 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0269894 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0364247 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0425338 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0626701 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0108444 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0581298 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.00323414 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.019322 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0211625 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0232143 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.04761 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0361481 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0296129 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0384293 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.00655093 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0345313 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0207604 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.00325278 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0115034 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0148285 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0199062 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.00361587 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0083114 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0753594 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.185481 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0389024 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0582035 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0736764 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.191619 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0182686 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.00415249 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.00852962 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0169001 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.027703 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0299112 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0138075 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.00821255 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0441093 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0583765 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.178166 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0219481 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.00901878 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0137913 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0291919 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0355074 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0377156 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0300323 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.00655093 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0345313 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0207604 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.00325278 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0115034 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0148285 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0199062 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.00361587 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0083114 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0753594 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0310245 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0621732 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0351632 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0827456 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0553407 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.060157 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.089936 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0919865 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0958646 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00483269 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0292972 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0224866 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0497928 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0178775 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.00927594 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0113701 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0988054 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0345435 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0217036 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0124002 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0324882 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0115959 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0138041 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0179573 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00313965 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0381831 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0851486 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0749927 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0756242 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0654325 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0206446 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.108404 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.069545 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0701764 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.00928164 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0652665 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0119716 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0104336 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0333707 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0372262 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0378674 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0726607 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.228647 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0790647 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0777517 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.00871677 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0758809 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0621066 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.00871677 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0457045 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0477902 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0693199 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.124966 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.162564 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.00213486 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0186684 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0169284 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0189802 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0398088 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.028796 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0222608 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0106972 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0100902 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0504973 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0139378 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.00169175 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.121372 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0165527 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0238806 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.00128132 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0034142 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0661995 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.176977 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0557925 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0524703 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0660574 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.182588 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0284696 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.00278851 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.00349573 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0223016 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0124297 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0146379 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.00132168 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0251027 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0383761 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0507576 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.169136 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0141657 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0153291 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0087574 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0345934 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0202341 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0224423 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0149031 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0100902 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0504973 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0139378 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.00169175 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.121372 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0165527 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0238806 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.00128132 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0034142 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0661995 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0320392 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0660685 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0580892 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0354959 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0528405 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0581222 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.081622 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0836725 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0863756 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.00132693 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0220393 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0251423 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0445705 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0223887 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.00130232 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.000791788 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0870743 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0158849 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.00480697 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0140475 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0345031 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.000460147 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.00174804 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.00621463 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.175048 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.011929 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0260372 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0259577 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0280095 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0369474 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0159465 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0484436 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.1396 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.13755 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.090899 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0672032 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0119068 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0103688 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0297879 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0343066 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0349478 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0659319 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.227116 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0724111 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0710981 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.157548 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0117154 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0117364 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.157548 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0116475 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.0167415 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0167306 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.00565175 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0143056 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0143069 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.00274653 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0602385 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.0272937 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0539432 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.032338 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0751155 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.068942 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0277401 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0100993 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.00877659 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.148979 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0128242 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.15051 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0107408 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0662589 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0643819 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.00721759 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0112092 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0110516 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.0255704 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.158059 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.012153 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0647545 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0628774 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0106684 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.00260065 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.002443 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.006539 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.032338 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0751155 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.068942 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0277401 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0100993 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.00877659 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.148979 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0716937 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0698411 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.00618891 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.00790691 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.00774925 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.00365001 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0206113 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.00275921 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.00656432 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.00656556 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0219756 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.00494305 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0128878 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0128891 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.00393768 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0224349 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0224447 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0378374 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.147067 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0407623 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0394054 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0199204 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0129408 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.00457085 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0682682 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0680842 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0381634 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0194541 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.00457623 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0738794 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0736953 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0356287 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0127247 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0224572 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0211963 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.00739595 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.00364713 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.00364686 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0188519 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.109109 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0183673 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0170135 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.129489 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.0734916 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.0217503 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.549558 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0442756 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0570527 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0100152 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.104706 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.00553523 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0125596 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.150012 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.00927195 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0301625 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0442756 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0570527 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0577255 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.0735499 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.0218649 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.549567 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0185672 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0623673 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.010148 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.10494 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0313423 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.012613 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.15008 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0242283 # DEPENDENCYPART_SIBL
