# _root_ Στο ένα κράτος μπορεί κανείς να οδηγεί με 90 χιλιόμετρα την ώρα , στο άλλο με 100 χιλιόμετρα την ώρα , ενώ στο επόμενο κράτος μέλος μόλις με 80 χιλιόμετρα την ώρα .
#goldHeads=4,3,1,22,4,7,4,7,10,8,12,10,22,22,14,22,18,16,20,18,22,0,22,25,23,25,28,22,30,28,32,30,0,
#predictedHeads=4,3,1,22,4,7,22,7,10,8,12,7,22,7,14,15,18,16,20,18,22,0,22,26,26,23,26,27,30,28,32,30,0,
(12,8),(12,23),-0.0125994 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.136803 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0102008 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0367728 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0333014 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0344723 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.033152 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.0367728 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0715166 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0156856 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0479948 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0425919 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.123937 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.0156856 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.00777674 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.00356438 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.013306 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0352482 # DEPENDENCYPART_SIBL
(12,13),(12,23),0.00777674 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0299597 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0275273 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0221778 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.00404283 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0345771 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.00854349 # DEPENDENCYPART_SIBL
(12,15),(12,23),0.0187622 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0240755 # DEPENDENCYPART_SIBL
(12,16),(12,23),0.0142581 # DEPENDENCYPART_SIBL
(12,17),(12,23),0.0168222 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0619764 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0182108 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0611906 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0519708 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0114695 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.00373421 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.00455182 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.00402728 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0445863 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.215598 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.0240739 # DEPENDENCYPART_SIBL
(13,3),(13,24),0.0248571 # DEPENDENCYPART_SIBL
(13,3),(13,25),0.0248491 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.00138994 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.100434 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.011978 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0247065 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0170431 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0178607 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0673578 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0867104 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.0469592 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.031125 # DEPENDENCYPART_SIBL
(13,4),(13,24),0.0319934 # DEPENDENCYPART_SIBL
(13,4),(13,25),0.0319934 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.0886333 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0277933 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0176705 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.00961873 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0104363 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.00303275 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0125739 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.045081 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.00030377 # DEPENDENCYPART_SIBL
(13,5),(13,24),0.0227437 # DEPENDENCYPART_SIBL
(13,5),(13,25),0.022742 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0108043 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0258956 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0153312 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0161488 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0697549 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0901841 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0490133 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.00994872 # DEPENDENCYPART_SIBL
(13,7),(13,24),0.0316625 # DEPENDENCYPART_SIBL
(13,7),(13,25),0.0316625 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.043622 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0440714 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0450095 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.212672 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.32396 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.0710616 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.00641747 # DEPENDENCYPART_SIBL
(13,8),(13,24),0.023549 # DEPENDENCYPART_SIBL
(13,8),(13,25),0.0235468 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.106086 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.103954 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0642897 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.067801 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0877017 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.0381563 # DEPENDENCYPART_SIBL
(13,9),(13,24),0.0596917 # DEPENDENCYPART_SIBL
(13,9),(13,25),0.0596917 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.00453624 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.00417647 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0447355 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.21588 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.024077 # DEPENDENCYPART_SIBL
(13,10),(13,24),0.025001 # DEPENDENCYPART_SIBL
(13,10),(13,25),0.0249929 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0043958 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0361632 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.201877 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0151265 # DEPENDENCYPART_SIBL
(13,12),(13,24),0.0169293 # DEPENDENCYPART_SIBL
(13,12),(13,25),0.0169213 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0442119 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.00589152 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0303847 # DEPENDENCYPART_SIBL
(13,14),(13,24),0.0118187 # DEPENDENCYPART_SIBL
(13,14),(13,25),0.0117761 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.00428489 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.0269124 # DEPENDENCYPART_SIBL
(13,16),(13,24),0.0232656 # DEPENDENCYPART_SIBL
(13,16),(13,25),0.023223 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.22233 # DEPENDENCYPART_SIBL
(13,18),(13,24),0.0692682 # DEPENDENCYPART_SIBL
(13,18),(13,25),0.0692682 # DEPENDENCYPART_SIBL
(13,21),(13,24),0.0678845 # DEPENDENCYPART_SIBL
(13,21),(13,25),0.0678845 # DEPENDENCYPART_SIBL
(13,24),(13,25),0.0316914 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0323182 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.00194924 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.00655541 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0536731 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.235247 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.149621 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.017249 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.0080458 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.05505 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0547834 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0160542 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0264506 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.454505 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0198194 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0793859 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0801618 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0355398 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.132312 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.319748 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0298192 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.318219 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.0224066 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.317124 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.0109409 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.124108 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.0644796 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.114762 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0534552 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0730013 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0157849 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0333578 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0606941 # DEPENDENCYPART_SIBL
(18,11),(18,22),0.000864117 # DEPENDENCYPART_SIBL
(18,11),(18,23),0.0348178 # DEPENDENCYPART_SIBL
(18,11),(18,24),0.0350729 # DEPENDENCYPART_SIBL
(18,11),(18,26),0.00397977 # DEPENDENCYPART_SIBL
(18,11),(18,27),-0.0112294 # DEPENDENCYPART_SIBL
(18,11),(18,28),-0.0234596 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0281588 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.00416143 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.00850723 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0207584 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0113643 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.00989868 # DEPENDENCYPART_SIBL
(18,12),(18,22),0.00813353 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.0268396 # DEPENDENCYPART_SIBL
(18,12),(18,24),-0.00826664 # DEPENDENCYPART_SIBL
(18,12),(18,26),0.0131836 # DEPENDENCYPART_SIBL
(18,12),(18,27),-0.0260974 # DEPENDENCYPART_SIBL
(18,12),(18,28),-0.0245392 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0277064 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0165731 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0237307 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0193225 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0142179 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.00387025 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.058853 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.00990725 # DEPENDENCYPART_SIBL
(18,15),(18,26),0.0252031 # DEPENDENCYPART_SIBL
(18,15),(18,27),0.0286048 # DEPENDENCYPART_SIBL
(18,15),(18,28),-0.0986384 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0210273 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0527231 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0442473 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0610845 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0232477 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0018959 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0645306 # DEPENDENCYPART_SIBL
(18,16),(18,26),-0.0293597 # DEPENDENCYPART_SIBL
(18,16),(18,27),-0.037154 # DEPENDENCYPART_SIBL
(18,16),(18,28),0.062295 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.00759004 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.00714948 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.00943627 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.00981005 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0133643 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.02274 # DEPENDENCYPART_SIBL
(18,17),(18,26),0.0203593 # DEPENDENCYPART_SIBL
(18,17),(18,27),-0.00753227 # DEPENDENCYPART_SIBL
(18,17),(18,28),-0.0487523 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.010275 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0517843 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0382529 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.00323626 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.0277401 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.0087251 # DEPENDENCYPART_SIBL
(18,19),(18,27),0.00708936 # DEPENDENCYPART_SIBL
(18,19),(18,28),-0.0175425 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0475677 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0700626 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.066052 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0197048 # DEPENDENCYPART_SIBL
(18,20),(18,26),-0.12313 # DEPENDENCYPART_SIBL
(18,20),(18,27),0.0519975 # DEPENDENCYPART_SIBL
(18,20),(18,28),0.034069 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.00928884 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.00648633 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.00507862 # DEPENDENCYPART_SIBL
(18,21),(18,26),0.0604061 # DEPENDENCYPART_SIBL
(18,21),(18,27),0.0630258 # DEPENDENCYPART_SIBL
(18,21),(18,28),-0.0145964 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.0206787 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.0174732 # DEPENDENCYPART_SIBL
(18,22),(18,26),-0.0184928 # DEPENDENCYPART_SIBL
(18,22),(18,27),-0.0055792 # DEPENDENCYPART_SIBL
(18,22),(18,28),-0.0191002 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.0300341 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.0107696 # DEPENDENCYPART_SIBL
(18,23),(18,27),0.014998 # DEPENDENCYPART_SIBL
(18,23),(18,28),-0.0289644 # DEPENDENCYPART_SIBL
(18,24),(18,26),-0.0320769 # DEPENDENCYPART_SIBL
(18,24),(18,27),-0.0128863 # DEPENDENCYPART_SIBL
(18,24),(18,28),0.0208066 # DEPENDENCYPART_SIBL
(18,26),(18,27),0.051384 # DEPENDENCYPART_SIBL
(18,26),(18,28),0.0300335 # DEPENDENCYPART_SIBL
(18,27),(18,28),-0.0040463 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.0624455 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.432468 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0715166 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.00668639 # DEPENDENCYPART_SIBL
(20,11),(20,23),0.0156856 # DEPENDENCYPART_SIBL
(20,11),(20,24),0.0286868 # DEPENDENCYPART_SIBL
(20,11),(20,25),0.0286862 # DEPENDENCYPART_SIBL
(20,11),(20,28),-0.0425919 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.136803 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0102008 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.00425495 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0367728 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.00741315 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.00742138 # DEPENDENCYPART_SIBL
(20,18),(20,28),-0.0344723 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0715166 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.00668639 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0156856 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0286868 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.0286862 # DEPENDENCYPART_SIBL
(20,19),(20,28),-0.0425919 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.012088 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.00777674 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.00298546 # DEPENDENCYPART_SIBL
(20,21),(20,25),0.00298546 # DEPENDENCYPART_SIBL
(20,21),(20,28),-0.013306 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0167291 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0178032 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.0178032 # DEPENDENCYPART_SIBL
(20,22),(20,28),-0.0151506 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0314978 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.0315404 # DEPENDENCYPART_SIBL
(20,23),(20,28),-0.0275273 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0433524 # DEPENDENCYPART_SIBL
(20,24),(20,28),0.0250861 # DEPENDENCYPART_SIBL
(20,25),(20,28),0.025085 # DEPENDENCYPART_SIBL
(21,3),(21,4),0.0619764 # DEPENDENCYPART_SIBL
(21,3),(21,10),-0.00373421 # DEPENDENCYPART_SIBL
(21,3),(21,12),-0.00455182 # DEPENDENCYPART_SIBL
(21,3),(21,13),0.338122 # DEPENDENCYPART_SIBL
(21,3),(21,14),-0.034622 # DEPENDENCYPART_SIBL
(21,3),(21,15),-0.017234 # DEPENDENCYPART_SIBL
(21,3),(21,16),-0.0519708 # DEPENDENCYPART_SIBL
(21,3),(21,17),-0.0114854 # DEPENDENCYPART_SIBL
(21,3),(21,18),-0.00373421 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.00455182 # DEPENDENCYPART_SIBL
(21,3),(21,23),0.00402728 # DEPENDENCYPART_SIBL
(21,3),(21,24),0.0248571 # DEPENDENCYPART_SIBL
(21,3),(21,25),0.0248491 # DEPENDENCYPART_SIBL
(21,3),(21,26),0.226044 # DEPENDENCYPART_SIBL
(21,3),(21,30),0.215598 # DEPENDENCYPART_SIBL
(21,4),(21,10),-0.0170431 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.0178607 # DEPENDENCYPART_SIBL
(21,4),(21,13),0.233062 # DEPENDENCYPART_SIBL
(21,4),(21,14),-0.00543897 # DEPENDENCYPART_SIBL
(21,4),(21,15),-0.00138997 # DEPENDENCYPART_SIBL
(21,4),(21,16),-0.011978 # DEPENDENCYPART_SIBL
(21,4),(21,17),0.0247053 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.0170431 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.0178607 # DEPENDENCYPART_SIBL
(21,4),(21,23),0.0673578 # DEPENDENCYPART_SIBL
(21,4),(21,24),0.0319934 # DEPENDENCYPART_SIBL
(21,4),(21,25),0.0319934 # DEPENDENCYPART_SIBL
(21,4),(21,26),0.0533477 # DEPENDENCYPART_SIBL
(21,4),(21,30),0.0469592 # DEPENDENCYPART_SIBL
(21,10),(21,12),-0.00453624 # DEPENDENCYPART_SIBL
(21,10),(21,13),0.338128 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.034621 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.0172329 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.0519697 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.0114843 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.00371864 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.00453624 # DEPENDENCYPART_SIBL
(21,10),(21,23),0.00417647 # DEPENDENCYPART_SIBL
(21,10),(21,24),0.025001 # DEPENDENCYPART_SIBL
(21,10),(21,25),0.0249929 # DEPENDENCYPART_SIBL
(21,10),(21,26),0.226327 # DEPENDENCYPART_SIBL
(21,10),(21,30),0.21588 # DEPENDENCYPART_SIBL
(21,12),(21,13),0.340633 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.0329985 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.0183588 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.0503472 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.013096 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.00112208 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.000304466 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.0043958 # DEPENDENCYPART_SIBL
(21,12),(21,24),0.0169293 # DEPENDENCYPART_SIBL
(21,12),(21,25),0.0169213 # DEPENDENCYPART_SIBL
(21,12),(21,26),0.212323 # DEPENDENCYPART_SIBL
(21,12),(21,30),0.201877 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.00596296 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.111346 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.00764378 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.122355 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.186654 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.182282 # DEPENDENCYPART_SIBL
(21,13),(21,23),-0.0314063 # DEPENDENCYPART_SIBL
(21,13),(21,24),-0.0613692 # DEPENDENCYPART_SIBL
(21,13),(21,25),-0.0613701 # DEPENDENCYPART_SIBL
(21,13),(21,26),0.0353282 # DEPENDENCYPART_SIBL
(21,13),(21,30),0.0246367 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.0768184 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.0830246 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.036097 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.0336334 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0345715 # DEPENDENCYPART_SIBL
(21,14),(21,23),0.236242 # DEPENDENCYPART_SIBL
(21,14),(21,24),0.0521639 # DEPENDENCYPART_SIBL
(21,14),(21,25),0.0521617 # DEPENDENCYPART_SIBL
(21,14),(21,26),0.0954007 # DEPENDENCYPART_SIBL
(21,14),(21,30),0.0878975 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.0268853 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.0176424 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.0100958 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0109134 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.00562463 # DEPENDENCYPART_SIBL
(21,15),(21,24),0.0233524 # DEPENDENCYPART_SIBL
(21,15),(21,25),0.0233508 # DEPENDENCYPART_SIBL
(21,15),(21,26),0.0703223 # DEPENDENCYPART_SIBL
(21,15),(21,30),0.0487417 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0440285 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0440714 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0450095 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.212672 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.023549 # DEPENDENCYPART_SIBL
(21,16),(21,25),0.0235468 # DEPENDENCYPART_SIBL
(21,16),(21,26),0.0785648 # DEPENDENCYPART_SIBL
(21,16),(21,30),0.0710616 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.106069 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.103937 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.0629169 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.0590006 # DEPENDENCYPART_SIBL
(21,17),(21,25),0.0590006 # DEPENDENCYPART_SIBL
(21,17),(21,26),0.101782 # DEPENDENCYPART_SIBL
(21,17),(21,30),0.0950348 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.00453624 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.00417647 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.025001 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.0249929 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.226327 # DEPENDENCYPART_SIBL
(21,18),(21,30),0.21588 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0043958 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0169293 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0169213 # DEPENDENCYPART_SIBL
(21,20),(21,26),0.212323 # DEPENDENCYPART_SIBL
(21,20),(21,30),0.201877 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.0118187 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.0117761 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.00636458 # DEPENDENCYPART_SIBL
(21,23),(21,30),-0.00589152 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.0316914 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.00860354 # DEPENDENCYPART_SIBL
(21,24),(21,30),-0.00859254 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.00860357 # DEPENDENCYPART_SIBL
(21,25),(21,30),-0.00859256 # DEPENDENCYPART_SIBL
(21,26),(21,30),-0.0351473 # DEPENDENCYPART_SIBL
(22,1),(22,3),0.0363038 # DEPENDENCYPART_SIBL
(22,1),(22,4),0.0153203 # DEPENDENCYPART_SIBL
(22,1),(22,7),0.0150184 # DEPENDENCYPART_SIBL
(22,1),(22,8),-0.0214742 # DEPENDENCYPART_SIBL
(22,1),(22,10),0.0291506 # DEPENDENCYPART_SIBL
(22,1),(22,12),0.0314336 # DEPENDENCYPART_SIBL
(22,1),(22,13),0.0524846 # DEPENDENCYPART_SIBL
(22,1),(22,14),-0.0239276 # DEPENDENCYPART_SIBL
(22,1),(22,15),-0.0336965 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.0214742 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.0205729 # DEPENDENCYPART_SIBL
(22,1),(22,18),0.0291506 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.0197739 # DEPENDENCYPART_SIBL
(22,1),(22,20),0.0314336 # DEPENDENCYPART_SIBL
(22,1),(22,21),0.0524846 # DEPENDENCYPART_SIBL
(22,1),(22,23),0.139191 # DEPENDENCYPART_SIBL
(22,1),(22,24),-0.0371461 # DEPENDENCYPART_SIBL
(22,1),(22,25),-0.0371568 # DEPENDENCYPART_SIBL
(22,1),(22,26),-0.058709 # DEPENDENCYPART_SIBL
(22,1),(22,27),-0.0167051 # DEPENDENCYPART_SIBL
