# _root_ Ήταν στεγασμένη με ένα τετράγωνο κτήριο , ανοικτό στη νότια πλευρά , όπου υπήρχε δωρική στοά .
#goldHeads=0,1,2,6,6,3,1,6,8,11,9,14,14,11,16,14,14,
#predictedHeads=0,1,2,6,6,3,8,1,8,11,9,14,14,11,16,14,0,
(7,2),(7,3),-0.0298389 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0144805 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.021302 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.239077 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0822865 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.241921 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.120481 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0671406 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0929265 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0884854 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.239077 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.12027 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0295939 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0703102 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0440714 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0235496 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.289857 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0229524 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0710582 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.00641747 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0892159 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.047929 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0235496 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0710616 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0192461 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.021302 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.239077 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0823117 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.241921 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.120484 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0671406 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0929265 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.088489 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.239077 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.120273 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.029594 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.025001 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0249797 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0231353 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.21637 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.024077 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0480472 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0228827 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.025001 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.214619 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.00673526 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0572652 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0316508 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.00859359 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0555924 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.00635737 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.00935085 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0316914 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.00859254 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.00265444 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0153179 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0151807 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.024833 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0217182 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.00839573 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0154828 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0159209 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0275705 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.00868614 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0555413 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.00637501 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0093338 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0316743 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.00868449 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.00273967 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.214459 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0723104 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0567631 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0692681 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0439559 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.101049 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.00118389 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.00655857 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0678845 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.00321267 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.10185 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0138931 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.000610251 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.00852819 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.00340666 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0139112 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.00647425 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.127312 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.00859254 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.00265444 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.104277 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0324155 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0136513 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0302109 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0755231 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0502624 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0049401 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.00530647 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0737777 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0360891 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0451545 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0235705 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.104102 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.24524 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0198517 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0459494 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.102044 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.135461 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0142135 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0270997 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0187829 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0345518 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.01331 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0278397 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0357583 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00627502 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.000521057 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0296083 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0142346 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0062734 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0396984 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0390046 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.00827776 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.00772623 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.108727 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0193786 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.00833606 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0231253 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0576152 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0743278 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0136331 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0606995 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0382046 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.000619587 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0875078 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0161052 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0314648 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0140374 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0641905 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.461624 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0738254 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00744286 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0392411 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.150935 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0419844 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0770626 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0223309 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0348901 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0136331 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0028929 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.138022 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0332561 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0257429 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0113263 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0332561 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0101436 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0333232 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0267547 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.00548651 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0928679 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0451994 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.00851331 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.157475 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0207361 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.00206265 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.00937053 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0207361 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0250001 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0221959 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.061139 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0407824 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.023117 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.06453 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0399233 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0747808 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.109581 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0883777 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0747808 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0740541 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0745988 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0492985 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.017973 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0192427 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0188828 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.00618184 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0249789 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0355648 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.00485893 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0135432 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.00479111 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0194113 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.030175 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.00591753 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0249145 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.00918113 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.00940401 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0182256 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0159199 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0178838 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0119696 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0276192 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.00400756 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0074085 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.00230462 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0105836 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0532488 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0100462 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.191952 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.00512276 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.012585 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0247865 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0278957 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0135432 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.00479111 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0194113 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.030175 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.00591753 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0249145 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.00918113 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.00795425 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0288765 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0352906 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0232882 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0530473 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0441641 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.02938 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.039521 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00504856 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.015548 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0113326 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0615029 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0147184 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.00503951 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0599262 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.00130024 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0102184 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.037253 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.00529205 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0175717 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0329788 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0111014 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0188111 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0154529 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.22658 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0188111 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.00259461 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0188111 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0156737 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.161678 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.255403 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0270366 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0352307 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.00716866 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0703102 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0440714 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.094442 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0703102 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0895269 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0716934 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0449953 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0892159 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.047929 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0235496 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0710616 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0192461 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.021302 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.221961 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0144756 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0255931 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0144764 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0211818 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0929265 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.088489 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.239077 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.120273 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.029594 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.338128 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0199174 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0363058 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0201922 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.00381604 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0480472 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0228827 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.025001 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.214619 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.00673526 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0678593 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.023969 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0673889 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.185616 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0362881 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.00249655 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0613692 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0225683 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0652742 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0255931 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0144764 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0211818 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0929265 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.088489 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.239077 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.120273 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.029594 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0537884 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0343768 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.074756 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0274026 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.01695 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0496043 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0193993 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0206579 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0929136 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.087665 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.239054 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.114665 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0294167 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0464809 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.021773 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0239291 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.212145 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0041007 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0138931 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.000610251 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.00852819 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.00340666 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0139112 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.00647425 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.127312 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.00859254 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.00265444 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.104277 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.0276604 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0113414 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0329887 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.00764867 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0113825 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.160281 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.142145 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.00503117 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0164358 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.00345556 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.0155564 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0021019 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0149822 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0147299 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.131101 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.00119205 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0140227 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0249182 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0249607 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0302144 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0310821 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.00672818 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.165502 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.00203858 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.00721397 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.00761268 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.00390527 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0298824 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0206047 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.162972 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.00195461 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.00385117 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0300734 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.00917125 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0149737 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.126541 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.00182484 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.110632 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.00497138 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0091681 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.164537 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.00220862 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.00701414 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.00611978 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.00250394 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.115957 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0138158 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.00666922 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.131061 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00539438 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.00578656 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.129611 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0224375 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0378595 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0385247 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0626433 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0325099 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0626424 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0741998 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0101355 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0626424 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0158222 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.06516 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0761594 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0101355 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.00815996 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0177879 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0154705 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0415514 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.0365758 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0293274 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0567047 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.00584462 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0293274 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0242048 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0318466 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0586309 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.00584462 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0146818 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0918037 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.00236043 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0450019 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0181956 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.000799436 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.0424101 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0181956 # DEPENDENCYPART_SIBL
