# _root_ Σε ποσοστό 76,73% οι Ισπανοί είπαν ηχηρό " ναι " υπέρ του Ευρωπαϊκού Συντάγματος , στο δημοψήφισμα που διενεργήθηκε την Κυριακή .
#goldHeads=6,1,2,5,6,0,9,9,6,9,9,14,14,11,6,6,16,19,17,21,19,0,
#predictedHeads=6,1,2,5,6,0,6,9,6,9,6,14,14,11,11,6,16,19,17,21,19,0,
(6,11),(6,13),-0.0996792 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0180408 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0373859 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.066406 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0182713 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0252569 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.0575684 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.0719475 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0310098 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0120848 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0365795 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0312659 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.00725039 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.0203323 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.0670962 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0130049 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0306744 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.222334 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0346721 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0362304 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.0715908 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0126561 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.00704505 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.00636775 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.0274353 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.111243 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0275963 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0190047 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.0635585 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.0151564 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.0346721 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.0362304 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.0715931 # DEPENDENCYPART_SIBL
(6,19),(6,21),-0.0594381 # DEPENDENCYPART_SIBL
(6,19),(6,22),0.0176917 # DEPENDENCYPART_SIBL
(6,21),(6,22),-0.000743829 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0303982 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0101926 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0610478 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.00513184 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0610478 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.00104649 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0755655 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0138553 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.0360865 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0720293 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0521167 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00558337 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0521167 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.00123979 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0532128 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0290838 # DEPENDENCYPART_SIBL
(7,4),(7,22),0.0151559 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0633654 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0154142 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0633654 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.00250501 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0334345 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.00340684 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.0213515 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0154957 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0301793 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0298331 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0474502 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0481914 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0986667 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0224873 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0479737 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0609527 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0481875 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.0384384 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0298331 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0474502 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0481914 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.0986667 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.00858314 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0015368 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0426261 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0366579 # DEPENDENCYPART_SIBL
(7,14),(7,22),-0.0160805 # DEPENDENCYPART_SIBL
(7,16),(7,22),-0.00712251 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0117508 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.018423 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0117502 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0218068 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0206663 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0638726 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0260269 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.157878 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0067794 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0167838 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0216594 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.121501 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0167808 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.0257651 # DEPENDENCYPART_SIBL
(8,1),(8,22),-0.0178943 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0177603 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0232154 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0318738 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0138065 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0495631 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0143383 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0166172 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.03603 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.135783 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0111763 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0114448 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.135758 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.0313787 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.0200496 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.058013 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0725586 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0395851 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0629682 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0144729 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0350682 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0265328 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0352684 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.00816773 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0184217 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0352654 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.0330065 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0252121 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0337599 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0138064 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.049566 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.014343 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0157183 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0360331 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.137627 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0111836 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0123437 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.137601 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.0307825 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.0200534 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0213339 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.100102 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0245204 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0448144 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0099048 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0152421 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.00437877 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0274552 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0152339 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.209463 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.00863921 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0539285 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0253315 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0363637 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.172931 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0760298 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0327237 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.024483 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0760268 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0605139 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0181743 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0100048 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0094464 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.00605794 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0364805 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.00365837 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.00287821 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0361971 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.010983 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.00304274 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.010709 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0162877 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0287024 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0324318 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0185867 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0284963 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0210402 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.11902 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.00718816 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.00843704 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0138856 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0136377 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.00843704 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0219229 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.0443912 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.00107744 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0103508 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0357011 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.00105179 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.00676812 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.0214771 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.10788 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0912527 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0636573 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0190306 # DEPENDENCYPART_SIBL
(8,14),(8,22),0.0413573 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.000171958 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0343879 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.000141411 # DEPENDENCYPART_SIBL
(8,15),(8,22),-0.101428 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0046733 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.0176325 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.0162057 # DEPENDENCYPART_SIBL
(8,17),(8,19),0.0190303 # DEPENDENCYPART_SIBL
(8,17),(8,22),0.0413548 # DEPENDENCYPART_SIBL
(8,19),(8,22),0.109394 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0227373 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0565674 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0312229 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0658691 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0202232 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0841769 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0240199 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.00610184 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0241242 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.00403161 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.00800361 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0647836 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0313757 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0686616 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.00825073 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0269769 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.019264 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0372909 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0191286 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.00388596 # DEPENDENCYPART_SIBL
(9,2),(9,22),0.0156162 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.00749649 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0831894 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0286809 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.00899503 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.00383424 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0312833 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.00395429 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.136006 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.0170609 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0926601 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0243194 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.00272322 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0247849 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0460898 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0246806 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.00964764 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.0158234 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.530413 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0373492 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0370419 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.283048 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0365223 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0937988 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.285043 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0112763 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0408725 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.00977656 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0406058 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.00583769 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0988012 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0174782 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0220598 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0175024 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0244083 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.038183 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0153952 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.143188 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0323676 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.0418445 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0212059 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.00677079 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.101439 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0323676 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.0418467 # DEPENDENCYPART_SIBL
(9,19),(9,22),0.121602 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0117508 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.018423 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0117502 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0218068 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0206663 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.00218859 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0349628 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.157878 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0067794 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0167838 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0216594 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.121501 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0167808 # DEPENDENCYPART_SIBL
(10,1),(10,22),-0.0178943 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0177603 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0232154 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0318738 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0138065 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0436818 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.00287947 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0166172 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.03603 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.135783 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0111763 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0114448 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.135758 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.0200496 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.058013 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0725586 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0395851 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0898896 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.039595 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0350682 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0265328 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0352684 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.00816773 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0184217 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0352654 # DEPENDENCYPART_SIBL
(10,3),(10,22),0.0252121 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0337599 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0138064 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.043682 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.00287936 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0157183 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0360331 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.137627 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0111836 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0123437 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.137601 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.0200534 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0213339 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0490161 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.00398081 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0448144 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0099048 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0152421 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.00437877 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0274552 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0152339 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.00863921 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0512012 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0129826 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0363637 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.172931 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0760298 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0327237 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.024483 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0760268 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.0181743 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.00389214 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0252966 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.00814946 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.00811294 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0779716 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0380664 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.00781427 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.146621 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0355357 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.033432 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0776415 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.00685994 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.00908573 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0774303 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.0107062 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.00718816 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.00843704 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0138856 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0136377 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.00843704 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.0443912 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.00107744 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0103508 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0357011 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.00105179 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.0214771 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.10788 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0912527 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0636573 # DEPENDENCYPART_SIBL
(10,14),(10,22),0.0413573 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.000171958 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0343879 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.101428 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0046733 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.0162057 # DEPENDENCYPART_SIBL
(10,17),(10,22),0.0413548 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0455778 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0118874 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0139897 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0191362 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.00930997 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.298924 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0097172 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.28824 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.00369859 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.00241164 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0101127 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.00348203 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0448097 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0032367 # DEPENDENCYPART_SIBL
(11,9),(11,22),0.0249854 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0139897 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0191362 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00930997 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.298924 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0097172 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.28824 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0292981 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0963538 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0352772 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0963795 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.0482117 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.14534 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0403635 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.145417 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0895481 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0504712 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.461832 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.157851 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0267761 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.086489 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.157853 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0150799 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.00477614 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0140524 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0397274 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0142514 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0392881 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.00914594 # DEPENDENCYPART_SIBL
