# _root_ Εκτός από την σωρεία καταχρήσεων μεγάλης κλίμακας , διαπράττονται και πολλές καταχρήσεις σε μικρή κλίμακα , διότι ο τομέας των μεταφορών χαρακτηρίζεται σε μεγάλο βαθμό από καταχρήσεις .
#goldHeads=9,1,5,5,2,7,5,9,0,12,12,9,9,15,13,17,9,19,22,21,19,17,22,25,23,22,26,0,
#predictedHeads=9,1,4,2,4,7,5,9,0,12,12,9,12,15,13,17,9,19,22,21,19,17,22,25,23,25,26,0,
(13,19),(13,21),-0.519399 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0755624 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0502618 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.000434236 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0755632 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0849343 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0469374 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0427704 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.108493 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.108529 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0131907 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.0576152 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.0576101 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.007889 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.00789165 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.108551 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0369086 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.00716973 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0280357 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0302607 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0119844 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0107465 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0563107 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.047208 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.00241701 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0217822 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0103654 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0101462 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0221131 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0393837 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0181673 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.00369392 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0156651 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0120954 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.02251 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0201828 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.00940287 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.00319025 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0054424 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.00242716 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0140409 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0552198 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0110898 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.048652 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0585008 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0229748 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.00688116 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0375587 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.012506 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.00196745 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0132723 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0249189 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0608144 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0601775 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0152482 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0190082 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0196433 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.00509133 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.122895 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.00518818 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.00613367 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0212443 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0162465 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0107552 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0212268 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0750268 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.125379 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.124148 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.0894388 # DEPENDENCYPART_SIBL
(16,11),(16,25),0.125377 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0298263 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.019918 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.00373765 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0737352 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.216411 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.216692 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0232146 # DEPENDENCYPART_SIBL
(16,12),(16,25),0.213358 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.060429 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0366632 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.105915 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0615456 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0606433 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0469479 # DEPENDENCYPART_SIBL
(16,13),(16,25),0.0601422 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.021281 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0764806 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.12046 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.119228 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0887831 # DEPENDENCYPART_SIBL
(16,14),(16,25),0.120458 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0718461 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.214522 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.214803 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0213129 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.211469 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0242868 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0242975 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.006146 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.0242871 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0438028 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0517582 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.0437612 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.0515595 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.044446 # DEPENDENCYPART_SIBL
(16,22),(16,25),-0.00646968 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0299227 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0505085 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.119312 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0242288 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.118295 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0464278 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.00193458 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.0210242 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0100585 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.0245217 # DEPENDENCYPART_SIBL
(19,14),(19,25),0.0125363 # DEPENDENCYPART_SIBL
(19,14),(19,26),-0.120824 # DEPENDENCYPART_SIBL
(19,14),(19,27),0.0137941 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.131654 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0177671 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.00539097 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.00533362 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0202083 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0103074 # DEPENDENCYPART_SIBL
(19,15),(19,25),0.000188578 # DEPENDENCYPART_SIBL
(19,15),(19,26),-0.068503 # DEPENDENCYPART_SIBL
(19,15),(19,27),0.0027949 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0223173 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0539331 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.056372 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0472524 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.000936365 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.0659426 # DEPENDENCYPART_SIBL
(19,18),(19,26),-0.155939 # DEPENDENCYPART_SIBL
(19,18),(19,27),0.0659548 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0078509 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0390012 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0142752 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.030794 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.00719853 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.0337987 # DEPENDENCYPART_SIBL
(19,20),(19,27),-0.00719797 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.00574536 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0728414 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.0182617 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.122361 # DEPENDENCYPART_SIBL
(19,21),(19,26),0.033591 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.122459 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0079196 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.00545477 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.0183294 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.0067333 # DEPENDENCYPART_SIBL
(19,22),(19,27),0.0183299 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0152407 # DEPENDENCYPART_SIBL
(19,23),(19,25),0.0132849 # DEPENDENCYPART_SIBL
(19,23),(19,26),0.0392224 # DEPENDENCYPART_SIBL
(19,23),(19,27),0.0167051 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.0323359 # DEPENDENCYPART_SIBL
(19,24),(19,26),0.00217427 # DEPENDENCYPART_SIBL
(19,24),(19,27),-0.0323349 # DEPENDENCYPART_SIBL
(19,25),(19,26),0.034837 # DEPENDENCYPART_SIBL
(19,25),(19,27),-0.123432 # DEPENDENCYPART_SIBL
(19,26),(19,27),0.0278915 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0921719 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.380483 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0393221 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0515347 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0034771 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.0615294 # DEPENDENCYPART_SIBL
(21,18),(21,26),-0.160222 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.12314 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.00303969 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.021219 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0105488 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.00129544 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.0695136 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0557838 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0283086 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.00788109 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0280602 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.147992 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.00713134 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.00542932 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.0179705 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.00752156 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0150126 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.0131285 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.0386379 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0327204 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.00136153 # DEPENDENCYPART_SIBL
(21,25),(21,26),0.0340245 # DEPENDENCYPART_SIBL
(22,1),(22,2),-0.015807 # DEPENDENCYPART_SIBL
(22,1),(22,4),0.0275429 # DEPENDENCYPART_SIBL
(22,1),(22,5),0.0275429 # DEPENDENCYPART_SIBL
(22,1),(22,6),-0.0159736 # DEPENDENCYPART_SIBL
(22,1),(22,7),0.0275429 # DEPENDENCYPART_SIBL
(22,1),(22,8),0.0355535 # DEPENDENCYPART_SIBL
(22,1),(22,9),-0.00774471 # DEPENDENCYPART_SIBL
(22,1),(22,10),0.0177962 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.0160482 # DEPENDENCYPART_SIBL
(22,1),(22,12),0.0275429 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.00181049 # DEPENDENCYPART_SIBL
(22,1),(22,14),-0.0159746 # DEPENDENCYPART_SIBL
(22,1),(22,15),0.0275429 # DEPENDENCYPART_SIBL
(22,1),(22,16),0.0355535 # DEPENDENCYPART_SIBL
(22,1),(22,17),0.0170369 # DEPENDENCYPART_SIBL
(22,1),(22,18),-0.0224794 # DEPENDENCYPART_SIBL
(22,1),(22,19),0.0275429 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.0142587 # DEPENDENCYPART_SIBL
(22,1),(22,21),0.0275382 # DEPENDENCYPART_SIBL
(22,1),(22,23),-0.00904299 # DEPENDENCYPART_SIBL
(22,1),(22,24),-0.0253438 # DEPENDENCYPART_SIBL
(22,1),(22,25),0.00842402 # DEPENDENCYPART_SIBL
(22,1),(22,26),-0.0289565 # DEPENDENCYPART_SIBL
(22,1),(22,27),0.014416 # DEPENDENCYPART_SIBL
(22,1),(22,28),-0.0341888 # DEPENDENCYPART_SIBL
(22,2),(22,4),-0.016624 # DEPENDENCYPART_SIBL
(22,2),(22,5),-0.016624 # DEPENDENCYPART_SIBL
(22,2),(22,6),-0.00558554 # DEPENDENCYPART_SIBL
(22,2),(22,7),-0.016624 # DEPENDENCYPART_SIBL
(22,2),(22,8),0.0187182 # DEPENDENCYPART_SIBL
(22,2),(22,9),0.0059282 # DEPENDENCYPART_SIBL
(22,2),(22,10),0.000465017 # DEPENDENCYPART_SIBL
(22,2),(22,11),-0.00560183 # DEPENDENCYPART_SIBL
(22,2),(22,12),-0.016624 # DEPENDENCYPART_SIBL
(22,2),(22,13),-0.0184794 # DEPENDENCYPART_SIBL
(22,2),(22,14),-0.00558688 # DEPENDENCYPART_SIBL
(22,2),(22,15),-0.016624 # DEPENDENCYPART_SIBL
(22,2),(22,16),0.0187182 # DEPENDENCYPART_SIBL
(22,2),(22,17),0.000532267 # DEPENDENCYPART_SIBL
(22,2),(22,18),-0.0436484 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.016624 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.0425986 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.0166262 # DEPENDENCYPART_SIBL
(22,2),(22,23),-0.0220471 # DEPENDENCYPART_SIBL
(22,2),(22,24),-0.0258979 # DEPENDENCYPART_SIBL
(22,2),(22,25),-0.0431249 # DEPENDENCYPART_SIBL
(22,2),(22,26),-0.0142932 # DEPENDENCYPART_SIBL
(22,2),(22,27),-0.0350788 # DEPENDENCYPART_SIBL
(22,2),(22,28),-0.0357022 # DEPENDENCYPART_SIBL
(22,4),(22,5),-0.193918 # DEPENDENCYPART_SIBL
(22,4),(22,6),-0.0648561 # DEPENDENCYPART_SIBL
(22,4),(22,7),-0.193918 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.0384256 # DEPENDENCYPART_SIBL
(22,4),(22,9),-0.0279904 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.0468208 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.0649267 # DEPENDENCYPART_SIBL
(22,4),(22,12),-0.193918 # DEPENDENCYPART_SIBL
(22,4),(22,13),-0.0265711 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.0648571 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.193918 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.0384256 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.0422936 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.0903111 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.193918 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.0853579 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.193978 # DEPENDENCYPART_SIBL
(22,4),(22,23),0.0459042 # DEPENDENCYPART_SIBL
(22,4),(22,24),0.00595155 # DEPENDENCYPART_SIBL
(22,4),(22,25),-0.0262865 # DEPENDENCYPART_SIBL
(22,4),(22,26),0.029363 # DEPENDENCYPART_SIBL
(22,4),(22,27),-0.0164197 # DEPENDENCYPART_SIBL
(22,4),(22,28),-0.0240314 # DEPENDENCYPART_SIBL
(22,5),(22,6),-0.0648561 # DEPENDENCYPART_SIBL
(22,5),(22,7),-0.193918 # DEPENDENCYPART_SIBL
(22,5),(22,8),-0.0384256 # DEPENDENCYPART_SIBL
(22,5),(22,9),-0.0279904 # DEPENDENCYPART_SIBL
(22,5),(22,10),-0.0468208 # DEPENDENCYPART_SIBL
(22,5),(22,11),-0.0649267 # DEPENDENCYPART_SIBL
(22,5),(22,12),-0.193918 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.0265711 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.0648571 # DEPENDENCYPART_SIBL
(22,5),(22,15),-0.193918 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.0384256 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.0422936 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.0903111 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.193918 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.0853579 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.193978 # DEPENDENCYPART_SIBL
(22,5),(22,23),0.0459042 # DEPENDENCYPART_SIBL
(22,5),(22,24),0.00595154 # DEPENDENCYPART_SIBL
(22,5),(22,25),-0.0262865 # DEPENDENCYPART_SIBL
(22,5),(22,26),0.029363 # DEPENDENCYPART_SIBL
(22,5),(22,27),-0.0164197 # DEPENDENCYPART_SIBL
(22,5),(22,28),-0.0240314 # DEPENDENCYPART_SIBL
(22,6),(22,7),-0.0607063 # DEPENDENCYPART_SIBL
(22,6),(22,8),0.00347924 # DEPENDENCYPART_SIBL
(22,6),(22,9),-0.0373962 # DEPENDENCYPART_SIBL
(22,6),(22,10),-0.0334951 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.0307292 # DEPENDENCYPART_SIBL
(22,6),(22,12),-0.0604907 # DEPENDENCYPART_SIBL
(22,6),(22,13),-0.00493522 # DEPENDENCYPART_SIBL
(22,6),(22,14),-0.0296059 # DEPENDENCYPART_SIBL
(22,6),(22,15),-0.0604891 # DEPENDENCYPART_SIBL
(22,6),(22,16),0.00347924 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.026499 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.0364338 # DEPENDENCYPART_SIBL
(22,6),(22,19),-0.0604891 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.0215322 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.0604913 # DEPENDENCYPART_SIBL
(22,6),(22,23),0.00797351 # DEPENDENCYPART_SIBL
(22,6),(22,24),0.0765486 # DEPENDENCYPART_SIBL
(22,6),(22,25),-0.00665248 # DEPENDENCYPART_SIBL
(22,6),(22,26),-0.0308804 # DEPENDENCYPART_SIBL
(22,6),(22,27),0.00185384 # DEPENDENCYPART_SIBL
(22,6),(22,28),-0.0453155 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.0384527 # DEPENDENCYPART_SIBL
(22,7),(22,9),-0.0280112 # DEPENDENCYPART_SIBL
(22,7),(22,10),-0.0468208 # DEPENDENCYPART_SIBL
(22,7),(22,11),-0.0617654 # DEPENDENCYPART_SIBL
(22,7),(22,12),-0.193918 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.0265711 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.0616959 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.193918 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.0384527 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.0422936 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.0903111 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.193918 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.0853579 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.193978 # DEPENDENCYPART_SIBL
(22,7),(22,23),0.0620276 # DEPENDENCYPART_SIBL
(22,7),(22,24),0.0140134 # DEPENDENCYPART_SIBL
(22,7),(22,25),-0.0101643 # DEPENDENCYPART_SIBL
(22,7),(22,26),0.0535484 # DEPENDENCYPART_SIBL
(22,7),(22,27),-0.000297501 # DEPENDENCYPART_SIBL
(22,7),(22,28),-0.0159694 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.000970652 # DEPENDENCYPART_SIBL
(22,8),(22,10),0.0217052 # DEPENDENCYPART_SIBL
(22,8),(22,11),0.00410791 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.000243736 # DEPENDENCYPART_SIBL
(22,8),(22,13),0.0573136 # DEPENDENCYPART_SIBL
(22,8),(22,14),0.00482748 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.000281771 # DEPENDENCYPART_SIBL
(22,8),(22,16),0.00906979 # DEPENDENCYPART_SIBL
(22,8),(22,17),0.0160092 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.026766 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.000243736 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.0292408 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.000245305 # DEPENDENCYPART_SIBL
(22,8),(22,23),0.00563212 # DEPENDENCYPART_SIBL
(22,8),(22,24),-0.042326 # DEPENDENCYPART_SIBL
(22,8),(22,25),-0.00251278 # DEPENDENCYPART_SIBL
(22,8),(22,26),0.00590438 # DEPENDENCYPART_SIBL
(22,8),(22,27),0.00349006 # DEPENDENCYPART_SIBL
(22,8),(22,28),-0.0670525 # DEPENDENCYPART_SIBL
(22,9),(22,10),-0.0184282 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.0636418 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.0786948 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.00576979 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.0636365 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.0786948 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.00242429 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.0311048 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.0633027 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.0786948 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.0624948 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.0786963 # DEPENDENCYPART_SIBL
(22,9),(22,23),0.0217015 # DEPENDENCYPART_SIBL
(22,9),(22,24),-0.0268846 # DEPENDENCYPART_SIBL
(22,9),(22,25),-0.0208184 # DEPENDENCYPART_SIBL
(22,9),(22,26),0.0123928 # DEPENDENCYPART_SIBL
(22,9),(22,27),-0.0135898 # DEPENDENCYPART_SIBL
(22,9),(22,28),-0.0399062 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.0641068 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.0622777 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.0207443 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.0630342 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.0622777 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.000688046 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.0574534 # DEPENDENCYPART_SIBL
(22,10),(22,18),0.00505541 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.0622777 # DEPENDENCYPART_SIBL
(22,10),(22,20),0.0120924 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.0622796 # DEPENDENCYPART_SIBL
(22,10),(22,23),0.0765868 # DEPENDENCYPART_SIBL
(22,10),(22,24),-0.0253889 # DEPENDENCYPART_SIBL
(22,10),(22,25),-0.00112019 # DEPENDENCYPART_SIBL
(22,10),(22,26),0.0378163 # DEPENDENCYPART_SIBL
(22,10),(22,27),0.00430311 # DEPENDENCYPART_SIBL
(22,10),(22,28),-0.0291739 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.0605488 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.0050435 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.0258875 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.0605473 # DEPENDENCYPART_SIBL
(22,11),(22,16),0.00340925 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0282811 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.0369539 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.0605473 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.0220522 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.0605495 # DEPENDENCYPART_SIBL
(22,11),(22,23),0.0139627 # DEPENDENCYPART_SIBL
(22,11),(22,24),0.0851607 # DEPENDENCYPART_SIBL
(22,11),(22,25),0.00952112 # DEPENDENCYPART_SIBL
(22,11),(22,26),-0.0289858 # DEPENDENCYPART_SIBL
(22,11),(22,27),0.0180274 # DEPENDENCYPART_SIBL
(22,11),(22,28),-0.0327019 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.0265716 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.0648578 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.193918 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.0384256 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.0422936 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.0903111 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.193918 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.0853579 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.193978 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.0459042 # DEPENDENCYPART_SIBL
(22,12),(22,24),0.00595155 # DEPENDENCYPART_SIBL
(22,12),(22,25),-0.0262871 # DEPENDENCYPART_SIBL
(22,12),(22,26),0.029363 # DEPENDENCYPART_SIBL
(22,12),(22,27),-0.0164203 # DEPENDENCYPART_SIBL
