# _root_ Από τη στιγμή που εγκαταλείφθηκε το Κάστρο το 1829 , με την ίδρυση του Ανεξάρτητου Ελληνικού Κράτους , αφέθηκε στην τύχη του .
#goldHeads=5,3,1,5,19,7,5,9,5,5,5,13,11,17,17,17,13,19,0,19,20,21,0,
#predictedHeads=19,3,1,5,3,7,5,9,5,5,5,13,11,17,17,17,13,19,0,19,20,21,0,
(5,19),(5,20),-0.0185663 # DEPENDENCYPART_SIBL
(5,19),(5,23),0.0191106 # DEPENDENCYPART_SIBL
(5,20),(5,23),-0.0465285 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0335699 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.12824 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.062112 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0105315 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0105315 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.171996 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0012032 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0450947 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0450947 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.129205 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.000407523 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.000407523 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.011515 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.011515 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0433523 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0355295 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0399948 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.058251 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0297758 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0352551 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.012446 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0283974 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0709286 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0338115 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0217664 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0347221 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.265894 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0664182 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0357526 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0357526 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0664182 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.000618744 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0556114 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.034258 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0611044 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.00343061 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0115184 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0538747 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.22244 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0278111 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0278111 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.22244 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.0274819 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.0248851 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0936137 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0339277 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0334669 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.112025 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.101922 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0531309 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0531309 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.101922 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.00984904 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.0889175 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0158432 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.025897 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0918755 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0507263 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0339828 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0339828 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0507263 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0116129 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.261808 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0114684 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0505602 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.234953 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0334221 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0334221 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.234953 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.029805 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0289591 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.067801 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0880544 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0596917 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0596917 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0880544 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0381563 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0614764 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.00428489 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0232656 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0232656 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.00428489 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0269124 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.00151271 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0692682 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0692682 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0437396 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.22233 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0547289 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0316914 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.00859254 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.0555924 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.00935801 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.00859254 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0555924 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.00935801 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.22233 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.0547289 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.00667987 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.00649619 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0160542 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0291784 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0160542 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.454505 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.238243 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0111913 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0213732 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0111913 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.00581618 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.0255738 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.168104 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.319228 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0298193 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.105094 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0706922 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0185738 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.0805781 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0298193 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.105094 # DEPENDENCYPART_SIBL
(11,18),(11,23),0.0279065 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0336322 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.125312 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.125312 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0174954 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.00704165 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.128434 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.00546362 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0105309 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0105309 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.00515254 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.00893514 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0182823 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.135258 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.00515254 # DEPENDENCYPART_SIBL
(13,4),(13,23),-0.00455084 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.169105 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.169105 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0114236 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.00308402 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.143781 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0225831 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0450452 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0450452 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.00603616 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0265514 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0951781 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.00366032 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.00603616 # DEPENDENCYPART_SIBL
(13,5),(13,23),-0.0139227 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.549541 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0207462 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0278029 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.487412 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0367449 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.00326583 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.00326583 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.044392 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0757684 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.00136713 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0383765 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.044392 # DEPENDENCYPART_SIBL
(13,6),(13,23),-0.0569596 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0207462 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0278029 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.487412 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0367449 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.00326583 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.00326583 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.044392 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0757684 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.00136713 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0383765 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.044392 # DEPENDENCYPART_SIBL
(13,8),(13,23),-0.0569596 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0279815 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0834107 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.03695 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.024785 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.024785 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.026681 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.192008 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0124778 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.0144879 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.026681 # DEPENDENCYPART_SIBL
(13,10),(13,23),0.122607 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.167437 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0338543 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.06453 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.06453 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0407786 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0610845 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0193263 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0396155 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0407786 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.0511544 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0137939 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0354608 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0354608 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.00737763 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0603062 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0592574 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0860961 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.00737763 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.043362 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0281748 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0281748 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.00367957 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0733188 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0405289 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.0186381 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.00367957 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.0558451 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0433523 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0320659 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.039381 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0155074 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.0432758 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0328288 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.064219 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0320659 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.039381 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0155074 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0432758 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0328288 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.064219 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0398964 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.00835845 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.01456 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.122205 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.0567724 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0166589 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0148982 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.0608782 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.0742887 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.00593381 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.0184964 # DEPENDENCYPART_SIBL
(13,19),(13,23),0.109192 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.00844794 # DEPENDENCYPART_SIBL
(13,20),(13,23),-0.0295735 # DEPENDENCYPART_SIBL
(13,21),(13,23),-0.0541545 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.125235 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.11286 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0513511 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0667461 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0189711 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0666202 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0534633 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0667461 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0349828 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0314227 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0755704 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0502624 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.00569082 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.00512479 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0755704 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0332442 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0875919 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.00126049 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.013991 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.00720988 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0875919 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.00619851 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.000538104 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0142272 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0460877 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.00696142 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0469429 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.00973728 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0223322 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.108488 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0232468 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.028958 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0576152 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.00844626 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.000624514 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.00560247 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0349828 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0147107 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0755248 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0502624 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.00569082 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.00512479 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0755248 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.127404 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0873639 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0013517 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0138998 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.00711867 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0873639 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.108549 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.087333 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0349284 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0395795 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.108549 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0469429 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.00973728 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0223322 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.108488 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0232468 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.028958 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0576152 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.00844626 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.000624514 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.00560247 # DEPENDENCYPART_SIBL
(17,4),(17,5),0.0336322 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.125312 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.0174954 # DEPENDENCYPART_SIBL
(17,4),(17,11),0.00704165 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.128434 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.0149015 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.13462 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0383453 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0382997 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.00893514 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.0182823 # DEPENDENCYPART_SIBL
(17,4),(17,20),0.135258 # DEPENDENCYPART_SIBL
(17,4),(17,21),0.00515254 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.169105 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.0114236 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.00308402 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.143781 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.0256455 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.153535 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.0286572 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.0286116 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0265514 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.0951781 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.00366032 # DEPENDENCYPART_SIBL
(17,5),(17,21),-0.00603616 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.0207462 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.0278029 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.487412 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.0185274 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.487304 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.0217503 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.0218871 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0757684 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.00136713 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0383765 # DEPENDENCYPART_SIBL
(17,8),(17,21),0.044392 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.0279815 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0834107 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0656254 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.11575 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0150472 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0150928 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.192008 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.0124778 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.0144879 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.026681 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.167437 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.00211368 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.169993 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0162141 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0161685 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0610845 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0193263 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.0396155 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0407786 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0632753 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.420769 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0367427 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0368795 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0603062 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.0592574 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.0860961 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.00737763 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.145981 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0226894 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.022735 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0120242 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.000152955 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.00819945 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0032421 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0617725 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0620005 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0182245 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0232128 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0313484 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.101702 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.00862691 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0183013 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0121198 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0347125 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.00931857 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0183013 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0121198 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0347125 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.00931857 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0166589 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0148982 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0608782 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.00593381 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0184964 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.00844794 # DEPENDENCYPART_SIBL
(18,3),(18,5),0.0611044 # DEPENDENCYPART_SIBL
(18,3),(18,7),0.00343061 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.335797 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.0520203 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.00133724 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0199674 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0199674 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.00133724 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.0248851 # DEPENDENCYPART_SIBL
(18,3),(18,20),0.0577661 # DEPENDENCYPART_SIBL
(18,3),(18,21),0.22244 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0158432 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.226703 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.0107994 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0153298 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.018688 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.018688 # DEPENDENCYPART_SIBL
