# _root_ Το πιο διάσημο τέκνο της Λέσβου , η Σαπφώ , θεωρήθηκε από πολλούς η πρώτη φεμινίστρια και μιά από τις καλύτερες λυρικές ποιήτριες των εποχών .
#goldHeads=4,3,4,7,6,4,11,9,7,7,0,11,12,16,16,17,11,17,18,23,23,23,19,25,23,0,
#predictedHeads=4,3,4,11,6,4,11,9,11,11,0,11,12,16,16,17,12,17,18,23,23,23,19,25,23,0,
(7,6),(7,13),0.025001 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.152488 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.0229577 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.025001 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.22233 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0547289 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.162514 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0692682 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.00821532 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.0692682 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.0692682 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.00667987 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0144542 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0678845 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.00586209 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.0678845 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.0678845 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0315449 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0139112 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.051689 # DEPENDENCYPART_SIBL
(7,11),(7,21),0.0139112 # DEPENDENCYPART_SIBL
(7,11),(7,22),0.0139112 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.033606 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0235244 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.033606 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.033606 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.023477 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.0316914 # DEPENDENCYPART_SIBL
(7,13),(7,22),0.0316914 # DEPENDENCYPART_SIBL
(7,17),(7,21),0.0219216 # DEPENDENCYPART_SIBL
(7,17),(7,22),0.0219216 # DEPENDENCYPART_SIBL
(7,21),(7,22),0.0316914 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0793342 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.419324 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.057489 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0405953 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.00323784 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.119571 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.192008 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0124778 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0247851 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0847865 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00568745 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0482268 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0166589 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.00507862 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00528776 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0200809 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0370501 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0370501 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.180515 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0370501 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0880488 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0766646 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0547513 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.0547513 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.021302 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.021302 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.221961 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.021302 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0894987 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0674024 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.239077 # DEPENDENCYPART_SIBL
(10,3),(10,21),0.237983 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.00371864 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.338128 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.00371864 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0250001 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0719519 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.025001 # DEPENDENCYPART_SIBL
(10,4),(10,21),0.0229577 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.338128 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.00371864 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0250001 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0719519 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.025001 # DEPENDENCYPART_SIBL
(10,6),(10,21),0.0229577 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.186654 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00548204 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0158169 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0613692 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0681655 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0250001 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0719519 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.025001 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0229577 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0315449 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0139112 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0139112 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.033606 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.033606 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.0316914 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0276413 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.00951722 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.00951722 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.00644788 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0290831 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.00951722 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.00644788 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.030751 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0256457 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0248483 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0273355 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0150016 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0370738 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.030751 # DEPENDENCYPART_SIBL
(11,2),(11,23),-0.0273355 # DEPENDENCYPART_SIBL
(11,2),(11,25),-0.0273355 # DEPENDENCYPART_SIBL
(11,2),(11,26),-0.0404488 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0555157 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0555157 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.00230779 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0494149 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0555157 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.00230779 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0230666 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0931976 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.00676775 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.00154277 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.00840329 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.00374928 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0230666 # DEPENDENCYPART_SIBL
(11,3),(11,23),0.00154277 # DEPENDENCYPART_SIBL
(11,3),(11,25),0.00154231 # DEPENDENCYPART_SIBL
(11,3),(11,26),-0.0410685 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.181366 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0401423 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0872311 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.181366 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0401423 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0391362 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0258082 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.00234326 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.00977133 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.00895803 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0107083 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0391362 # DEPENDENCYPART_SIBL
(11,4),(11,23),-0.00977133 # DEPENDENCYPART_SIBL
(11,4),(11,25),-0.00990577 # DEPENDENCYPART_SIBL
(11,4),(11,26),-0.0157035 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0401423 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0872311 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.181366 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0401423 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0391362 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0258082 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.00234326 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.00977133 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.00895803 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0107083 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0391362 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.00977133 # DEPENDENCYPART_SIBL
(11,6),(11,25),-0.00990577 # DEPENDENCYPART_SIBL
(11,6),(11,26),-0.0157035 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0216731 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.00336588 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0106972 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.00083905 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0238806 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0280821 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.00128132 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0111315 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.00381748 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.00083905 # DEPENDENCYPART_SIBL
(11,7),(11,23),0.00128132 # DEPENDENCYPART_SIBL
(11,7),(11,25),0.00108443 # DEPENDENCYPART_SIBL
(11,7),(11,26),-0.0661995 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.00957114 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.00586009 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0402843 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.00603618 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0130571 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.01229 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.078191 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0174532 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0402843 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.01229 # DEPENDENCYPART_SIBL
(11,8),(11,25),-0.01229 # DEPENDENCYPART_SIBL
(11,8),(11,26),-0.0974022 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0401423 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0391362 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0258082 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.00234326 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.00977133 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.00895803 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0107083 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0391362 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.00977133 # DEPENDENCYPART_SIBL
(11,9),(11,25),-0.00990577 # DEPENDENCYPART_SIBL
(11,9),(11,26),-0.0157035 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.00083905 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0238806 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0280821 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.00128132 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0111315 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.00381748 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.00083905 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.00128132 # DEPENDENCYPART_SIBL
(11,10),(11,25),0.00108443 # DEPENDENCYPART_SIBL
(11,10),(11,26),-0.0661995 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.116268 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0586962 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0321249 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.236005 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0346794 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0617151 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.0321249 # DEPENDENCYPART_SIBL
(11,12),(11,25),-0.0321249 # DEPENDENCYPART_SIBL
(11,12),(11,26),-0.14391 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0195253 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0343066 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.145669 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0368611 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.00915922 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.0343066 # DEPENDENCYPART_SIBL
(11,13),(11,25),-0.0343113 # DEPENDENCYPART_SIBL
(11,13),(11,26),-0.0659319 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0310481 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0746729 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0336026 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0147104 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.0310481 # DEPENDENCYPART_SIBL
(11,15),(11,25),-0.0310481 # DEPENDENCYPART_SIBL
(11,15),(11,26),-0.0232019 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.201963 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.232905 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0302902 # DEPENDENCYPART_SIBL
(11,16),(11,23),-0.225248 # DEPENDENCYPART_SIBL
(11,16),(11,25),-0.225256 # DEPENDENCYPART_SIBL
(11,16),(11,26),-0.0701243 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0134375 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.0249581 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.0108794 # DEPENDENCYPART_SIBL
(11,17),(11,25),-0.0108882 # DEPENDENCYPART_SIBL
(11,17),(11,26),0.0195206 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.0191735 # DEPENDENCYPART_SIBL
(11,18),(11,23),-0.227403 # DEPENDENCYPART_SIBL
(11,18),(11,25),-0.227411 # DEPENDENCYPART_SIBL
(11,18),(11,26),-0.0722791 # DEPENDENCYPART_SIBL
(11,19),(11,23),-0.0321249 # DEPENDENCYPART_SIBL
(11,19),(11,25),-0.0321249 # DEPENDENCYPART_SIBL
(11,19),(11,26),-0.14391 # DEPENDENCYPART_SIBL
(11,23),(11,25),-0.225256 # DEPENDENCYPART_SIBL
(11,23),(11,26),-0.0701243 # DEPENDENCYPART_SIBL
(11,25),(11,26),-0.0701243 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0237812 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0372516 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.00795444 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0372516 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.189167 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.224253 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.189167 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.489461 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.52738 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.112458 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0324155 # DEPENDENCYPART_SIBL
(13,4),(13,12),-7.68827e-05 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.00460788 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0755703 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.00792475 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.0796678 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.00862189 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0107971 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.010792 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.104113 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0075379 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.104048 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0564058 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0191652 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0085829 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.012166 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.00864732 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0676378 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.00505966 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0179509 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.00489679 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.00210208 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.104358 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.111203 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0331002 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.00632606 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0267025 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0279536 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.00513834 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.00507392 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.133485 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.119571 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0574384 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.0297867 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.0148187 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.119571 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0102113 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0268394 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.026681 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0202662 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.0315812 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.024785 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.026681 # DEPENDENCYPART_SIBL
(16,7),(16,25),-0.0276591 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.0888259 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.0454682 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0918208 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.414871 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.120529 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0322641 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0519192 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0626755 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.0482269 # DEPENDENCYPART_SIBL
(16,8),(16,22),0.0482271 # DEPENDENCYPART_SIBL
(16,8),(16,23),0.0519836 # DEPENDENCYPART_SIBL
(16,8),(16,25),0.0513993 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.00339096 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0288853 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.160937 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.00831258 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0235565 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.00604188 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0799983 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0460694 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0450452 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.00603616 # DEPENDENCYPART_SIBL
(16,11),(16,25),-0.00662047 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.00399094 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.171226 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.00157279 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.00184921 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0758582 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0172969 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0600452 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.0592114 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.0758582 # DEPENDENCYPART_SIBL
(16,12),(16,25),-0.0764425 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.164595 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0207896 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0121223 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.00580975 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.129558 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0215578 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0226524 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.00600028 # DEPENDENCYPART_SIBL
(16,13),(16,25),0.00541552 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.120529 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0322641 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0519192 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0626755 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0482269 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0482271 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.0519836 # DEPENDENCYPART_SIBL
(16,14),(16,25),0.0513993 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0111048 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0418324 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0422274 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.000227206 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.000227206 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0418324 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.0412481 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.00474406 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.00262189 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0134966 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0134966 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.00474226 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.00483875 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.030629 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0194434 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0194434 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.122205 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.122301 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.00972217 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.00972217 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0281201 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.0280324 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0433523 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.0320659 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.0321583 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.0320659 # DEPENDENCYPART_SIBL
(16,22),(16,25),-0.0321583 # DEPENDENCYPART_SIBL
(16,23),(16,25),-0.122301 # DEPENDENCYPART_SIBL
(17,2),(17,3),0.00177569 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.0190716 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.0190716 # DEPENDENCYPART_SIBL
(17,2),(17,7),0.00735579 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.0190716 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.00735579 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.0317695 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.00943819 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.00177569 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.00953318 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.0122069 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.0190716 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0141321 # DEPENDENCYPART_SIBL
(17,2),(17,19),0.0668309 # DEPENDENCYPART_SIBL
(17,2),(17,21),-0.00816541 # DEPENDENCYPART_SIBL
(17,2),(17,22),0.00861966 # DEPENDENCYPART_SIBL
(17,2),(17,23),-0.011211 # DEPENDENCYPART_SIBL
(17,2),(17,25),-0.0112111 # DEPENDENCYPART_SIBL
(17,2),(17,26),-0.00793332 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.00308647 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.00308647 # DEPENDENCYPART_SIBL
(17,3),(17,7),0.173906 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.00308647 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.173906 # DEPENDENCYPART_SIBL
(17,3),(17,11),0.0284974 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.0152958 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.0293337 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0144733 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.0118353 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.00308647 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.00381047 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0392503 # DEPENDENCYPART_SIBL
(17,3),(17,21),0.370706 # DEPENDENCYPART_SIBL
(17,3),(17,22),0.390775 # DEPENDENCYPART_SIBL
(17,3),(17,23),0.00460544 # DEPENDENCYPART_SIBL
(17,3),(17,25),0.00460488 # DEPENDENCYPART_SIBL
