# _root_ Μιλώντας στην 46η επέτειο από την εξέγερση των κατοίκων του Θιβέτ , ο Δαλάι Λάμα είπε ότι η εικόνα της Κίνας δέχεται πλήγματα από αντιδημοκρατικές συμπεριφορές , καταπάτηση των ανθρωπίνων δικαιωμάτων και ανισότητες στον τρόπο μεταχείρισης των μειονοτήτων .
#goldHeads=16,1,4,2,4,7,5,9,7,11,9,16,15,15,16,0,16,19,22,21,19,17,22,23,26,32,32,32,31,31,28,24,32,33,34,35,38,36,0,
#predictedHeads=16,1,4,2,1,7,5,9,7,11,9,16,15,15,16,0,16,19,22,21,19,17,22,23,26,24,32,32,31,31,28,24,32,33,34,35,38,36,0,
(16,15),(16,34),0.0204306 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0995978 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.198737 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.198482 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0625488 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.198482 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.161457 # DEPENDENCYPART_SIBL
(16,17),(16,27),-0.0930583 # DEPENDENCYPART_SIBL
(16,17),(16,32),-0.226782 # DEPENDENCYPART_SIBL
(16,17),(16,34),-0.176303 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0275062 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0274854 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.00626184 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.027466 # DEPENDENCYPART_SIBL
(16,18),(16,24),0.0034553 # DEPENDENCYPART_SIBL
(16,18),(16,27),-0.0229309 # DEPENDENCYPART_SIBL
(16,18),(16,32),-0.0888521 # DEPENDENCYPART_SIBL
(16,18),(16,34),0.00115906 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.226946 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0235469 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.226946 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.0341437 # DEPENDENCYPART_SIBL
(16,19),(16,27),-0.0131629 # DEPENDENCYPART_SIBL
(16,19),(16,32),-0.203707 # DEPENDENCYPART_SIBL
(16,19),(16,34),0.0258279 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0234341 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.226946 # DEPENDENCYPART_SIBL
(16,21),(16,24),0.0381168 # DEPENDENCYPART_SIBL
(16,21),(16,27),-0.0132922 # DEPENDENCYPART_SIBL
(16,21),(16,32),-0.203765 # DEPENDENCYPART_SIBL
(16,21),(16,34),0.0337604 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.0680845 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.0339805 # DEPENDENCYPART_SIBL
(16,22),(16,27),0.0203123 # DEPENDENCYPART_SIBL
(16,22),(16,32),-0.189866 # DEPENDENCYPART_SIBL
(16,22),(16,34),-0.0317086 # DEPENDENCYPART_SIBL
(16,23),(16,24),0.0341576 # DEPENDENCYPART_SIBL
(16,23),(16,27),-0.0131629 # DEPENDENCYPART_SIBL
(16,23),(16,32),-0.203707 # DEPENDENCYPART_SIBL
(16,23),(16,34),0.0258418 # DEPENDENCYPART_SIBL
(16,24),(16,27),-0.106138 # DEPENDENCYPART_SIBL
(16,24),(16,32),-0.237313 # DEPENDENCYPART_SIBL
(16,24),(16,34),-0.0644296 # DEPENDENCYPART_SIBL
(16,27),(16,32),-0.0191938 # DEPENDENCYPART_SIBL
(16,27),(16,34),-0.00172989 # DEPENDENCYPART_SIBL
(16,32),(16,34),-0.00941597 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.175415 # DEPENDENCYPART_SIBL
(17,18),(17,27),-0.0350391 # DEPENDENCYPART_SIBL
(17,18),(17,32),-0.0535268 # DEPENDENCYPART_SIBL
(17,22),(17,27),0.0412153 # DEPENDENCYPART_SIBL
(17,22),(17,32),-0.180007 # DEPENDENCYPART_SIBL
(17,27),(17,32),-0.0444063 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.40596 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.43164 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0476073 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.101605 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.0224627 # DEPENDENCYPART_SIBL
(19,10),(19,23),0.102297 # DEPENDENCYPART_SIBL
(19,10),(19,24),-0.146756 # DEPENDENCYPART_SIBL
(19,10),(19,25),0.0428831 # DEPENDENCYPART_SIBL
(19,10),(19,26),0.102297 # DEPENDENCYPART_SIBL
(19,10),(19,32),-0.0332686 # DEPENDENCYPART_SIBL
(19,10),(19,34),0.0195795 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.391118 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0254509 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.0655038 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.0441708 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.0661954 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.147409 # DEPENDENCYPART_SIBL
(19,13),(19,25),0.000609935 # DEPENDENCYPART_SIBL
(19,13),(19,26),0.0661954 # DEPENDENCYPART_SIBL
(19,13),(19,32),0.0210787 # DEPENDENCYPART_SIBL
(19,13),(19,34),0.00611962 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0371043 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0518862 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.00643755 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0525778 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0627928 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.0481097 # DEPENDENCYPART_SIBL
(19,18),(19,26),0.0525778 # DEPENDENCYPART_SIBL
(19,18),(19,32),-0.0323814 # DEPENDENCYPART_SIBL
(19,18),(19,34),0.0885197 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0131626 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0044402 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.0134078 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.0141763 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.00175618 # DEPENDENCYPART_SIBL
(19,20),(19,26),0.0134078 # DEPENDENCYPART_SIBL
(19,20),(19,32),-0.05838 # DEPENDENCYPART_SIBL
(19,20),(19,34),0.0294452 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0121075 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.118454 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.0469511 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.0156909 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.118454 # DEPENDENCYPART_SIBL
(19,21),(19,32),-0.170237 # DEPENDENCYPART_SIBL
(19,21),(19,34),0.100588 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0184962 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.00647842 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.00528801 # DEPENDENCYPART_SIBL
(19,22),(19,26),0.0184962 # DEPENDENCYPART_SIBL
(19,22),(19,32),-0.0726285 # DEPENDENCYPART_SIBL
(19,22),(19,34),0.0195207 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.0352814 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.0194422 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.122205 # DEPENDENCYPART_SIBL
(19,23),(19,32),-0.173872 # DEPENDENCYPART_SIBL
(19,23),(19,34),0.0809992 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.00972217 # DEPENDENCYPART_SIBL
(19,24),(19,26),0.0281201 # DEPENDENCYPART_SIBL
(19,24),(19,32),-0.0798557 # DEPENDENCYPART_SIBL
(19,24),(19,34),0.0849459 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.0320659 # DEPENDENCYPART_SIBL
(19,25),(19,32),-0.102049 # DEPENDENCYPART_SIBL
(19,25),(19,34),0.0194047 # DEPENDENCYPART_SIBL
(19,26),(19,32),-0.173872 # DEPENDENCYPART_SIBL
(19,26),(19,34),0.0809992 # DEPENDENCYPART_SIBL
(19,32),(19,34),0.0123059 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.074353 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.363092 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.00992619 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0480242 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0971457 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.000137973 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.00321192 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0323972 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0242755 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0184962 # DEPENDENCYPART_SIBL
(22,1),(22,2),0.0163445 # DEPENDENCYPART_SIBL
(22,1),(22,3),-0.0607583 # DEPENDENCYPART_SIBL
(22,1),(22,4),-0.0674663 # DEPENDENCYPART_SIBL
(22,1),(22,5),-0.0221603 # DEPENDENCYPART_SIBL
(22,1),(22,7),-0.0674663 # DEPENDENCYPART_SIBL
(22,1),(22,9),-0.0674663 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.0345292 # DEPENDENCYPART_SIBL
(22,1),(22,12),0.00899878 # DEPENDENCYPART_SIBL
(22,1),(22,14),-0.00639446 # DEPENDENCYPART_SIBL
(22,1),(22,15),-0.0693106 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.119395 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.0425004 # DEPENDENCYPART_SIBL
(22,1),(22,18),-0.0605043 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.0674669 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.0628313 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.0674665 # DEPENDENCYPART_SIBL
(22,1),(22,23),0.00117007 # DEPENDENCYPART_SIBL
(22,1),(22,24),0.0171137 # DEPENDENCYPART_SIBL
(22,1),(22,25),-0.0162532 # DEPENDENCYPART_SIBL
(22,1),(22,26),0.00117007 # DEPENDENCYPART_SIBL
(22,1),(22,27),-0.018505 # DEPENDENCYPART_SIBL
(22,1),(22,28),0.00117007 # DEPENDENCYPART_SIBL
(22,1),(22,30),-0.0162932 # DEPENDENCYPART_SIBL
(22,1),(22,31),0.00094851 # DEPENDENCYPART_SIBL
(22,1),(22,32),-0.0012016 # DEPENDENCYPART_SIBL
(22,1),(22,33),0.00117007 # DEPENDENCYPART_SIBL
(22,1),(22,34),-0.00571954 # DEPENDENCYPART_SIBL
(22,1),(22,35),0.0163858 # DEPENDENCYPART_SIBL
(22,1),(22,36),0.00590116 # DEPENDENCYPART_SIBL
(22,1),(22,38),0.00117007 # DEPENDENCYPART_SIBL
(22,2),(22,3),-0.0364074 # DEPENDENCYPART_SIBL
(22,2),(22,4),-0.00561307 # DEPENDENCYPART_SIBL
(22,2),(22,5),-0.0689137 # DEPENDENCYPART_SIBL
(22,2),(22,7),-0.00561307 # DEPENDENCYPART_SIBL
(22,2),(22,9),-0.00561313 # DEPENDENCYPART_SIBL
(22,2),(22,11),-0.0197062 # DEPENDENCYPART_SIBL
(22,2),(22,12),0.0465507 # DEPENDENCYPART_SIBL
(22,2),(22,14),-0.0354293 # DEPENDENCYPART_SIBL
(22,2),(22,15),-0.00745738 # DEPENDENCYPART_SIBL
(22,2),(22,16),-0.00257114 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.0137431 # DEPENDENCYPART_SIBL
(22,2),(22,18),-0.0490646 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.00561372 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.0555388 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.00569219 # DEPENDENCYPART_SIBL
(22,2),(22,23),0.0173968 # DEPENDENCYPART_SIBL
(22,2),(22,24),-0.00414968 # DEPENDENCYPART_SIBL
(22,2),(22,25),-0.0106781 # DEPENDENCYPART_SIBL
(22,2),(22,26),0.0173968 # DEPENDENCYPART_SIBL
(22,2),(22,27),-0.00773886 # DEPENDENCYPART_SIBL
(22,2),(22,28),0.0173968 # DEPENDENCYPART_SIBL
(22,2),(22,30),-0.0107191 # DEPENDENCYPART_SIBL
(22,2),(22,31),0.0172346 # DEPENDENCYPART_SIBL
(22,2),(22,32),0.00694641 # DEPENDENCYPART_SIBL
(22,2),(22,33),0.0173968 # DEPENDENCYPART_SIBL
(22,2),(22,34),-0.00387764 # DEPENDENCYPART_SIBL
(22,2),(22,35),0.0265717 # DEPENDENCYPART_SIBL
(22,2),(22,36),0.0221401 # DEPENDENCYPART_SIBL
(22,2),(22,38),0.0173968 # DEPENDENCYPART_SIBL
(22,3),(22,4),0.0019977 # DEPENDENCYPART_SIBL
(22,3),(22,5),-0.00955112 # DEPENDENCYPART_SIBL
(22,3),(22,7),0.0019977 # DEPENDENCYPART_SIBL
(22,3),(22,9),0.0019977 # DEPENDENCYPART_SIBL
(22,3),(22,11),0.00278253 # DEPENDENCYPART_SIBL
(22,3),(22,12),0.00838081 # DEPENDENCYPART_SIBL
(22,3),(22,14),0.00532865 # DEPENDENCYPART_SIBL
(22,3),(22,15),0.000153389 # DEPENDENCYPART_SIBL
(22,3),(22,16),-0.0154453 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.00998255 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.0595636 # DEPENDENCYPART_SIBL
(22,3),(22,19),0.00199711 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.0641801 # DEPENDENCYPART_SIBL
(22,3),(22,21),0.00199751 # DEPENDENCYPART_SIBL
(22,3),(22,23),-0.0399318 # DEPENDENCYPART_SIBL
(22,3),(22,24),-0.0275698 # DEPENDENCYPART_SIBL
(22,3),(22,25),-0.0381952 # DEPENDENCYPART_SIBL
(22,3),(22,26),-0.0399318 # DEPENDENCYPART_SIBL
(22,3),(22,27),-0.0304847 # DEPENDENCYPART_SIBL
(22,3),(22,28),-0.0399318 # DEPENDENCYPART_SIBL
(22,3),(22,30),-0.0382273 # DEPENDENCYPART_SIBL
(22,3),(22,31),-0.0400927 # DEPENDENCYPART_SIBL
(22,3),(22,32),-0.0467146 # DEPENDENCYPART_SIBL
(22,3),(22,33),-0.0399318 # DEPENDENCYPART_SIBL
(22,3),(22,34),-0.0420484 # DEPENDENCYPART_SIBL
(22,3),(22,35),-0.0300881 # DEPENDENCYPART_SIBL
(22,3),(22,36),-0.0351885 # DEPENDENCYPART_SIBL
(22,3),(22,38),-0.0399318 # DEPENDENCYPART_SIBL
(22,4),(22,5),-0.0274049 # DEPENDENCYPART_SIBL
(22,4),(22,7),-0.178963 # DEPENDENCYPART_SIBL
(22,4),(22,9),-0.178963 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.0724122 # DEPENDENCYPART_SIBL
(22,4),(22,12),-0.037891 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.0150256 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.180807 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.0255522 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.0513984 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.0884936 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.178964 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.0895104 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.179423 # DEPENDENCYPART_SIBL
(22,4),(22,23),0.0049039 # DEPENDENCYPART_SIBL
(22,4),(22,24),0.0374763 # DEPENDENCYPART_SIBL
(22,4),(22,25),0.0235039 # DEPENDENCYPART_SIBL
(22,4),(22,26),0.0049039 # DEPENDENCYPART_SIBL
(22,4),(22,27),-0.00613126 # DEPENDENCYPART_SIBL
(22,4),(22,28),0.0049039 # DEPENDENCYPART_SIBL
(22,4),(22,30),0.023459 # DEPENDENCYPART_SIBL
(22,4),(22,31),0.00392951 # DEPENDENCYPART_SIBL
(22,4),(22,32),0.0261782 # DEPENDENCYPART_SIBL
(22,4),(22,33),0.0049039 # DEPENDENCYPART_SIBL
(22,4),(22,34),0.0146811 # DEPENDENCYPART_SIBL
(22,4),(22,35),0.0215778 # DEPENDENCYPART_SIBL
(22,4),(22,36),0.0087342 # DEPENDENCYPART_SIBL
(22,4),(22,38),0.0049039 # DEPENDENCYPART_SIBL
(22,5),(22,7),-0.00226549 # DEPENDENCYPART_SIBL
(22,5),(22,9),-0.00226561 # DEPENDENCYPART_SIBL
(22,5),(22,11),0.00368621 # DEPENDENCYPART_SIBL
(22,5),(22,12),0.0260838 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.00826937 # DEPENDENCYPART_SIBL
(22,5),(22,15),-0.0041098 # DEPENDENCYPART_SIBL
(22,5),(22,16),0.00860299 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.0103055 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.0392873 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.00226615 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.0459312 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.00234462 # DEPENDENCYPART_SIBL
(22,5),(22,23),-0.018111 # DEPENDENCYPART_SIBL
(22,5),(22,24),-0.0111163 # DEPENDENCYPART_SIBL
(22,5),(22,25),-0.0112857 # DEPENDENCYPART_SIBL
(22,5),(22,26),-0.018111 # DEPENDENCYPART_SIBL
(22,5),(22,27),-0.0227282 # DEPENDENCYPART_SIBL
(22,5),(22,28),-0.018111 # DEPENDENCYPART_SIBL
(22,5),(22,30),-0.0113267 # DEPENDENCYPART_SIBL
(22,5),(22,31),-0.0182731 # DEPENDENCYPART_SIBL
(22,5),(22,32),0.0387331 # DEPENDENCYPART_SIBL
(22,5),(22,33),-0.018111 # DEPENDENCYPART_SIBL
(22,5),(22,34),-0.0322209 # DEPENDENCYPART_SIBL
(22,5),(22,35),-0.00893386 # DEPENDENCYPART_SIBL
(22,5),(22,36),-0.0133677 # DEPENDENCYPART_SIBL
(22,5),(22,38),-0.018111 # DEPENDENCYPART_SIBL
(22,7),(22,9),-0.178963 # DEPENDENCYPART_SIBL
(22,7),(22,11),-0.0724122 # DEPENDENCYPART_SIBL
(22,7),(22,12),-0.037891 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.0150256 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.180807 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.0255522 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.0513984 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.0884936 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.178964 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.0895104 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.179423 # DEPENDENCYPART_SIBL
(22,7),(22,23),0.0049039 # DEPENDENCYPART_SIBL
(22,7),(22,24),0.0374763 # DEPENDENCYPART_SIBL
(22,7),(22,25),0.0235039 # DEPENDENCYPART_SIBL
(22,7),(22,26),0.0049039 # DEPENDENCYPART_SIBL
(22,7),(22,27),-0.00613126 # DEPENDENCYPART_SIBL
(22,7),(22,28),0.0049039 # DEPENDENCYPART_SIBL
(22,7),(22,30),0.023459 # DEPENDENCYPART_SIBL
(22,7),(22,31),0.00392951 # DEPENDENCYPART_SIBL
(22,7),(22,32),0.0261782 # DEPENDENCYPART_SIBL
(22,7),(22,33),0.0049039 # DEPENDENCYPART_SIBL
(22,7),(22,34),0.0146811 # DEPENDENCYPART_SIBL
(22,7),(22,35),0.0215778 # DEPENDENCYPART_SIBL
(22,7),(22,36),0.0087342 # DEPENDENCYPART_SIBL
(22,7),(22,38),0.0049039 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.0724122 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.037891 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.0150256 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.180807 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.0255522 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.0513984 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.0884936 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.178964 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.0895104 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.179423 # DEPENDENCYPART_SIBL
(22,9),(22,23),0.00490385 # DEPENDENCYPART_SIBL
(22,9),(22,24),0.0374763 # DEPENDENCYPART_SIBL
(22,9),(22,25),0.0235039 # DEPENDENCYPART_SIBL
(22,9),(22,26),0.00490385 # DEPENDENCYPART_SIBL
(22,9),(22,27),-0.00613126 # DEPENDENCYPART_SIBL
(22,9),(22,28),0.00490385 # DEPENDENCYPART_SIBL
(22,9),(22,30),0.023459 # DEPENDENCYPART_SIBL
(22,9),(22,31),0.00392946 # DEPENDENCYPART_SIBL
(22,9),(22,32),0.0261782 # DEPENDENCYPART_SIBL
(22,9),(22,33),0.00490385 # DEPENDENCYPART_SIBL
(22,9),(22,34),0.0146811 # DEPENDENCYPART_SIBL
(22,9),(22,35),0.0215778 # DEPENDENCYPART_SIBL
(22,9),(22,36),0.00873415 # DEPENDENCYPART_SIBL
(22,9),(22,38),0.00490385 # DEPENDENCYPART_SIBL
(22,11),(22,12),0.00998542 # DEPENDENCYPART_SIBL
(22,11),(22,14),0.00806566 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.0235061 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.0165125 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0137995 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.0396877 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.0216623 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.0464647 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.0216619 # DEPENDENCYPART_SIBL
(22,11),(22,23),0.00593937 # DEPENDENCYPART_SIBL
(22,11),(22,24),-0.0461251 # DEPENDENCYPART_SIBL
(22,11),(22,25),-0.0372326 # DEPENDENCYPART_SIBL
(22,11),(22,26),0.00593937 # DEPENDENCYPART_SIBL
(22,11),(22,27),-0.0119892 # DEPENDENCYPART_SIBL
(22,11),(22,28),0.00593937 # DEPENDENCYPART_SIBL
(22,11),(22,30),-0.0372647 # DEPENDENCYPART_SIBL
(22,11),(22,31),0.00577851 # DEPENDENCYPART_SIBL
(22,11),(22,32),0.0109557 # DEPENDENCYPART_SIBL
(22,11),(22,33),0.00593937 # DEPENDENCYPART_SIBL
(22,11),(22,34),-0.0577351 # DEPENDENCYPART_SIBL
(22,11),(22,35),0.0157831 # DEPENDENCYPART_SIBL
(22,11),(22,36),0.0106827 # DEPENDENCYPART_SIBL
(22,11),(22,38),0.00593937 # DEPENDENCYPART_SIBL
(22,12),(22,14),0.0424659 # DEPENDENCYPART_SIBL
(22,12),(22,15),0.0188131 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.0010458 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.0035367 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.0152298 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.0206546 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.0220406 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.0206482 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.0337291 # DEPENDENCYPART_SIBL
(22,12),(22,24),0.0101917 # DEPENDENCYPART_SIBL
(22,12),(22,25),-0.0132881 # DEPENDENCYPART_SIBL
(22,12),(22,26),0.0337291 # DEPENDENCYPART_SIBL
(22,12),(22,27),0.0544235 # DEPENDENCYPART_SIBL
(22,12),(22,28),0.0337291 # DEPENDENCYPART_SIBL
(22,12),(22,30),-0.0133203 # DEPENDENCYPART_SIBL
(22,12),(22,31),0.0328397 # DEPENDENCYPART_SIBL
(22,12),(22,32),0.04271 # DEPENDENCYPART_SIBL
(22,12),(22,33),0.0337291 # DEPENDENCYPART_SIBL
(22,12),(22,34),0.0148925 # DEPENDENCYPART_SIBL
(22,12),(22,35),0.042481 # DEPENDENCYPART_SIBL
(22,12),(22,36),0.0384724 # DEPENDENCYPART_SIBL
(22,12),(22,38),0.0337291 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.00705154 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.0147281 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.00426625 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.0233495 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.0162725 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0302678 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.0162729 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.00514184 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.0339877 # DEPENDENCYPART_SIBL
(22,14),(22,25),-0.0245949 # DEPENDENCYPART_SIBL
(22,14),(22,26),0.00514184 # DEPENDENCYPART_SIBL
(22,14),(22,27),0.0164975 # DEPENDENCYPART_SIBL
(22,14),(22,28),0.00514184 # DEPENDENCYPART_SIBL
(22,14),(22,30),-0.0246271 # DEPENDENCYPART_SIBL
(22,14),(22,31),0.00468248 # DEPENDENCYPART_SIBL
(22,14),(22,32),0.0140566 # DEPENDENCYPART_SIBL
(22,14),(22,33),0.00514184 # DEPENDENCYPART_SIBL
(22,14),(22,34),-0.0552485 # DEPENDENCYPART_SIBL
(22,14),(22,35),0.0179853 # DEPENDENCYPART_SIBL
(22,14),(22,36),0.00988513 # DEPENDENCYPART_SIBL
(22,14),(22,38),0.00514184 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.0265939 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.0514012 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.0884964 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.178966 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.0895131 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.179426 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.00906621 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.0498805 # DEPENDENCYPART_SIBL
(22,15),(22,25),0.0276718 # DEPENDENCYPART_SIBL
(22,15),(22,26),0.00906621 # DEPENDENCYPART_SIBL
(22,15),(22,27),-0.00144633 # DEPENDENCYPART_SIBL
(22,15),(22,28),0.00906621 # DEPENDENCYPART_SIBL
(22,15),(22,30),0.0276269 # DEPENDENCYPART_SIBL
(22,15),(22,31),0.00809182 # DEPENDENCYPART_SIBL
(22,15),(22,32),0.0303461 # DEPENDENCYPART_SIBL
(22,15),(22,33),0.00906621 # DEPENDENCYPART_SIBL
(22,15),(22,34),0.0270854 # DEPENDENCYPART_SIBL
(22,15),(22,35),0.0257401 # DEPENDENCYPART_SIBL
(22,15),(22,36),0.0128965 # DEPENDENCYPART_SIBL
(22,15),(22,38),0.00906621 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0462603 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.0642641 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0711075 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0665912 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.0711071 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.00440931 # DEPENDENCYPART_SIBL
