# _root_ Η εταιρεία αυτή στη Black Country στο Ηνωμένο Βασίλειο απασχολεί 80 άτομα , δηλαδή 80 θέσεις εργασίες για τις οποίες υπάρχει μεγάλη ανάγκη , και συμμορφώνεται με όλες τις κοινωνικές προδιαγραφές της νομοθεσίας του Ηνωμένου Βασιλείου .
#goldHeads=2,10,2,2,6,4,6,9,7,25,12,14,14,10,16,14,16,21,20,18,16,23,21,25,0,25,26,31,31,31,27,33,31,36,36,33,0,
#predictedHeads=2,10,2,2,6,4,2,9,7,0,12,10,14,10,16,17,10,21,20,18,25,23,21,25,0,25,26,31,31,31,27,33,31,36,36,33,0,
(21,15),(21,36),-0.0555186 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.181037 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0191999 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0694405 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.142356 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.00670998 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0332538 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.00762734 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.00658549 # DEPENDENCYPART_SIBL
(21,16),(21,26),-0.0260188 # DEPENDENCYPART_SIBL
(21,16),(21,27),-0.0256376 # DEPENDENCYPART_SIBL
(21,16),(21,28),-0.00308091 # DEPENDENCYPART_SIBL
(21,16),(21,31),-0.0134042 # DEPENDENCYPART_SIBL
(21,16),(21,33),-0.0288876 # DEPENDENCYPART_SIBL
(21,16),(21,36),-0.0310742 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0236524 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0738942 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.14681 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.00389334 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0394478 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.00297268 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.0183076 # DEPENDENCYPART_SIBL
(21,17),(21,26),-0.0306696 # DEPENDENCYPART_SIBL
(21,17),(21,27),-0.0443668 # DEPENDENCYPART_SIBL
(21,17),(21,28),-0.0136842 # DEPENDENCYPART_SIBL
(21,17),(21,31),-0.0195982 # DEPENDENCYPART_SIBL
(21,17),(21,33),-0.0350816 # DEPENDENCYPART_SIBL
(21,17),(21,36),-0.0372682 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0389277 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.124204 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0141306 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0221875 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.059923 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.0203972 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.0113392 # DEPENDENCYPART_SIBL
(21,18),(21,27),0.00580677 # DEPENDENCYPART_SIBL
(21,18),(21,28),-0.0215526 # DEPENDENCYPART_SIBL
(21,18),(21,31),0.0385831 # DEPENDENCYPART_SIBL
(21,18),(21,33),0.0269757 # DEPENDENCYPART_SIBL
(21,18),(21,36),0.0270766 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0327261 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0314147 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0230802 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0756732 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0644557 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.0268889 # DEPENDENCYPART_SIBL
(21,19),(21,27),-0.0863473 # DEPENDENCYPART_SIBL
(21,19),(21,28),-0.0395157 # DEPENDENCYPART_SIBL
(21,19),(21,31),-0.0100691 # DEPENDENCYPART_SIBL
(21,19),(21,33),-0.0134444 # DEPENDENCYPART_SIBL
(21,19),(21,36),-0.0299811 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.00947369 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0277534 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.046054 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0144436 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.0823793 # DEPENDENCYPART_SIBL
(21,20),(21,27),-0.122673 # DEPENDENCYPART_SIBL
(21,20),(21,28),-0.0158561 # DEPENDENCYPART_SIBL
(21,20),(21,31),-0.017029 # DEPENDENCYPART_SIBL
(21,20),(21,33),-0.0230032 # DEPENDENCYPART_SIBL
(21,20),(21,36),-0.0228648 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0370342 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0193654 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.160546 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.00398017 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.0224196 # DEPENDENCYPART_SIBL
(21,22),(21,28),-0.122963 # DEPENDENCYPART_SIBL
(21,22),(21,31),-0.0390132 # DEPENDENCYPART_SIBL
(21,22),(21,33),-0.0394126 # DEPENDENCYPART_SIBL
(21,22),(21,36),-0.0393899 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0364696 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.226305 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.0645099 # DEPENDENCYPART_SIBL
(21,23),(21,27),-0.0464902 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.14118 # DEPENDENCYPART_SIBL
(21,23),(21,31),-0.238537 # DEPENDENCYPART_SIBL
(21,23),(21,33),-0.232977 # DEPENDENCYPART_SIBL
(21,23),(21,36),-0.23294 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.00202432 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.0277332 # DEPENDENCYPART_SIBL
(21,24),(21,27),0.041339 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.0192279 # DEPENDENCYPART_SIBL
(21,24),(21,31),0.0668927 # DEPENDENCYPART_SIBL
(21,24),(21,33),0.0718913 # DEPENDENCYPART_SIBL
(21,24),(21,36),0.0719141 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.00856725 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.00542268 # DEPENDENCYPART_SIBL
(21,25),(21,28),-0.0586446 # DEPENDENCYPART_SIBL
(21,25),(21,31),-0.00542361 # DEPENDENCYPART_SIBL
(21,25),(21,33),-0.000611441 # DEPENDENCYPART_SIBL
(21,25),(21,36),-0.000588787 # DEPENDENCYPART_SIBL
(21,26),(21,27),-0.0142691 # DEPENDENCYPART_SIBL
(21,26),(21,28),-0.113412 # DEPENDENCYPART_SIBL
(21,26),(21,31),-0.0616166 # DEPENDENCYPART_SIBL
(21,26),(21,33),-0.0568253 # DEPENDENCYPART_SIBL
(21,26),(21,36),-0.0568026 # DEPENDENCYPART_SIBL
(21,27),(21,28),-0.090176 # DEPENDENCYPART_SIBL
(21,27),(21,31),-0.0269742 # DEPENDENCYPART_SIBL
(21,27),(21,33),-0.0118677 # DEPENDENCYPART_SIBL
(21,27),(21,36),-0.011845 # DEPENDENCYPART_SIBL
(21,28),(21,31),-0.0455764 # DEPENDENCYPART_SIBL
(21,28),(21,33),-0.0458813 # DEPENDENCYPART_SIBL
(21,28),(21,36),-0.0458586 # DEPENDENCYPART_SIBL
(21,31),(21,33),-0.241504 # DEPENDENCYPART_SIBL
(21,31),(21,36),-0.241467 # DEPENDENCYPART_SIBL
(21,33),(21,36),-0.234374 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0644641 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0680599 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0510448 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.0313649 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.0323348 # DEPENDENCYPART_SIBL
(22,19),(22,26),0.0356042 # DEPENDENCYPART_SIBL
(22,19),(22,27),-0.0383428 # DEPENDENCYPART_SIBL
(22,19),(22,31),0.0520524 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0329999 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0952639 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0788017 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.0475661 # DEPENDENCYPART_SIBL
(22,20),(22,26),0.0324028 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.026488 # DEPENDENCYPART_SIBL
(22,20),(22,31),0.095125 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0310349 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.0213024 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0108944 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.126522 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.0115778 # DEPENDENCYPART_SIBL
(22,21),(22,31),0.0344993 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.0458312 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.104362 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.0114393 # DEPENDENCYPART_SIBL
(22,23),(22,27),0.00260743 # DEPENDENCYPART_SIBL
(22,23),(22,31),-0.107109 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.017157 # DEPENDENCYPART_SIBL
(22,24),(22,26),0.0231956 # DEPENDENCYPART_SIBL
(22,24),(22,27),0.00101863 # DEPENDENCYPART_SIBL
(22,24),(22,31),0.0574089 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.00728123 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.00902387 # DEPENDENCYPART_SIBL
(22,25),(22,31),0.00646676 # DEPENDENCYPART_SIBL
(22,26),(22,27),0.0035811 # DEPENDENCYPART_SIBL
(22,26),(22,31),0.000621395 # DEPENDENCYPART_SIBL
(22,27),(22,31),0.00279083 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.00901744 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.10548 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.0151259 # DEPENDENCYPART_SIBL
(23,16),(23,21),0.0368131 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.00944362 # DEPENDENCYPART_SIBL
(23,16),(23,24),0.0111379 # DEPENDENCYPART_SIBL
(23,16),(23,25),0.00156606 # DEPENDENCYPART_SIBL
(23,16),(23,26),-0.00174587 # DEPENDENCYPART_SIBL
(23,16),(23,27),-0.0237811 # DEPENDENCYPART_SIBL
(23,16),(23,28),-0.014247 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.149832 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0438942 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.00363608 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0392092 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0688608 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0167367 # DEPENDENCYPART_SIBL
(23,18),(23,26),-0.0285504 # DEPENDENCYPART_SIBL
(23,18),(23,27),0.044799 # DEPENDENCYPART_SIBL
(23,18),(23,28),-0.0783641 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0866884 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.0972381 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0407553 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0939825 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0498347 # DEPENDENCYPART_SIBL
(23,19),(23,26),0.0477475 # DEPENDENCYPART_SIBL
(23,19),(23,27),-0.0204432 # DEPENDENCYPART_SIBL
(23,19),(23,28),-0.0136533 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0451495 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.005243 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0143493 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.0195559 # DEPENDENCYPART_SIBL
(23,20),(23,26),-0.0123699 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.106744 # DEPENDENCYPART_SIBL
(23,20),(23,28),-0.0195395 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0428236 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0282052 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0303769 # DEPENDENCYPART_SIBL
(23,21),(23,26),0.0994982 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.0291672 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.0488173 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0325922 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0263163 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.000841963 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.0144019 # DEPENDENCYPART_SIBL
(23,22),(23,28),0.0156653 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.000799924 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.016558 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.0146766 # DEPENDENCYPART_SIBL
(23,24),(23,28),0.00499539 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.00575464 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.00930759 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.0135202 # DEPENDENCYPART_SIBL
(23,26),(23,27),0.0158145 # DEPENDENCYPART_SIBL
(23,26),(23,28),-0.00536831 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.0278599 # DEPENDENCYPART_SIBL
(24,2),(24,22),-0.0199306 # DEPENDENCYPART_SIBL
(24,2),(24,23),-0.00418866 # DEPENDENCYPART_SIBL
(24,2),(24,26),0.0245133 # DEPENDENCYPART_SIBL
(24,2),(24,28),0.0116197 # DEPENDENCYPART_SIBL
(24,2),(24,31),0.221258 # DEPENDENCYPART_SIBL
(24,2),(24,36),0.214233 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.018333 # DEPENDENCYPART_SIBL
(24,22),(24,26),0.0845322 # DEPENDENCYPART_SIBL
(24,22),(24,28),0.232531 # DEPENDENCYPART_SIBL
(24,22),(24,31),0.124412 # DEPENDENCYPART_SIBL
(24,22),(24,36),0.124369 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.024711 # DEPENDENCYPART_SIBL
(24,23),(24,28),0.0118587 # DEPENDENCYPART_SIBL
(24,23),(24,31),0.220506 # DEPENDENCYPART_SIBL
(24,23),(24,36),0.213481 # DEPENDENCYPART_SIBL
(24,26),(24,28),0.0138279 # DEPENDENCYPART_SIBL
(24,26),(24,31),-0.00656644 # DEPENDENCYPART_SIBL
(24,26),(24,36),-0.00646932 # DEPENDENCYPART_SIBL
(24,28),(24,31),-0.010019 # DEPENDENCYPART_SIBL
(24,28),(24,36),-0.0148339 # DEPENDENCYPART_SIBL
(24,31),(24,36),-0.0453356 # DEPENDENCYPART_SIBL
(25,2),(25,4),-0.0509172 # DEPENDENCYPART_SIBL
(25,2),(25,7),-0.073611 # DEPENDENCYPART_SIBL
(25,2),(25,8),-0.042838 # DEPENDENCYPART_SIBL
(25,2),(25,9),-0.0184462 # DEPENDENCYPART_SIBL
(25,2),(25,10),0.041459 # DEPENDENCYPART_SIBL
(25,2),(25,12),-0.0200324 # DEPENDENCYPART_SIBL
(25,2),(25,13),0.111559 # DEPENDENCYPART_SIBL
(25,2),(25,14),-0.0308585 # DEPENDENCYPART_SIBL
(25,2),(25,16),-0.0184462 # DEPENDENCYPART_SIBL
(25,2),(25,17),-0.0184779 # DEPENDENCYPART_SIBL
(25,2),(25,18),-0.0599541 # DEPENDENCYPART_SIBL
(25,2),(25,19),-0.0537231 # DEPENDENCYPART_SIBL
(25,2),(25,20),-0.0658239 # DEPENDENCYPART_SIBL
(25,2),(25,21),0.0405968 # DEPENDENCYPART_SIBL
(25,2),(25,22),-0.0446747 # DEPENDENCYPART_SIBL
(25,2),(25,23),-0.0198986 # DEPENDENCYPART_SIBL
(25,2),(25,24),0.111559 # DEPENDENCYPART_SIBL
(25,2),(25,26),-0.0168028 # DEPENDENCYPART_SIBL
(25,2),(25,27),-0.0805471 # DEPENDENCYPART_SIBL
(25,2),(25,28),-0.0200169 # DEPENDENCYPART_SIBL
(25,2),(25,30),-0.00435193 # DEPENDENCYPART_SIBL
(25,2),(25,31),0.102168 # DEPENDENCYPART_SIBL
(25,2),(25,33),0.0961319 # DEPENDENCYPART_SIBL
(25,4),(25,7),-0.0385003 # DEPENDENCYPART_SIBL
(25,4),(25,8),-0.0187963 # DEPENDENCYPART_SIBL
(25,4),(25,9),-0.01929 # DEPENDENCYPART_SIBL
(25,4),(25,10),0.0255556 # DEPENDENCYPART_SIBL
(25,4),(25,12),-0.0197667 # DEPENDENCYPART_SIBL
(25,4),(25,13),0.0730315 # DEPENDENCYPART_SIBL
(25,4),(25,14),0.0408823 # DEPENDENCYPART_SIBL
(25,4),(25,16),-0.0195076 # DEPENDENCYPART_SIBL
(25,4),(25,17),-0.0193079 # DEPENDENCYPART_SIBL
(25,4),(25,18),0.00118808 # DEPENDENCYPART_SIBL
(25,4),(25,19),-0.0352482 # DEPENDENCYPART_SIBL
(25,4),(25,20),-0.0540145 # DEPENDENCYPART_SIBL
(25,4),(25,21),0.0384773 # DEPENDENCYPART_SIBL
(25,4),(25,22),-0.0211096 # DEPENDENCYPART_SIBL
(25,4),(25,23),-0.0200592 # DEPENDENCYPART_SIBL
(25,4),(25,24),0.0730315 # DEPENDENCYPART_SIBL
(25,4),(25,26),-0.012378 # DEPENDENCYPART_SIBL
(25,4),(25,27),0.353617 # DEPENDENCYPART_SIBL
(25,4),(25,28),-0.0119529 # DEPENDENCYPART_SIBL
(25,4),(25,30),-0.00122888 # DEPENDENCYPART_SIBL
(25,4),(25,31),-0.0517868 # DEPENDENCYPART_SIBL
(25,4),(25,33),-0.0554355 # DEPENDENCYPART_SIBL
(25,7),(25,8),-0.058915 # DEPENDENCYPART_SIBL
(25,7),(25,9),-0.0573104 # DEPENDENCYPART_SIBL
(25,7),(25,10),-0.0106726 # DEPENDENCYPART_SIBL
(25,7),(25,12),-0.057787 # DEPENDENCYPART_SIBL
(25,7),(25,13),-0.0213197 # DEPENDENCYPART_SIBL
(25,7),(25,14),-0.040795 # DEPENDENCYPART_SIBL
(25,7),(25,16),-0.0575549 # DEPENDENCYPART_SIBL
(25,7),(25,17),-0.0573282 # DEPENDENCYPART_SIBL
(25,7),(25,18),-0.0464985 # DEPENDENCYPART_SIBL
(25,7),(25,19),-0.0744039 # DEPENDENCYPART_SIBL
(25,7),(25,20),-0.0923651 # DEPENDENCYPART_SIBL
(25,7),(25,21),0.00224898 # DEPENDENCYPART_SIBL
(25,7),(25,22),-0.0612283 # DEPENDENCYPART_SIBL
(25,7),(25,23),-0.0580796 # DEPENDENCYPART_SIBL
(25,7),(25,24),-0.0213197 # DEPENDENCYPART_SIBL
(25,7),(25,26),-0.0409707 # DEPENDENCYPART_SIBL
(25,7),(25,27),0.347027 # DEPENDENCYPART_SIBL
(25,7),(25,28),-0.0271226 # DEPENDENCYPART_SIBL
(25,7),(25,30),-0.0163986 # DEPENDENCYPART_SIBL
(25,7),(25,31),-0.0605201 # DEPENDENCYPART_SIBL
(25,7),(25,33),-0.0641687 # DEPENDENCYPART_SIBL
(25,8),(25,9),-0.00312834 # DEPENDENCYPART_SIBL
(25,8),(25,10),0.0284974 # DEPENDENCYPART_SIBL
(25,8),(25,12),-0.00339072 # DEPENDENCYPART_SIBL
(25,8),(25,13),0.173906 # DEPENDENCYPART_SIBL
(25,8),(25,14),0.00512686 # DEPENDENCYPART_SIBL
(25,8),(25,16),-0.00310047 # DEPENDENCYPART_SIBL
(25,8),(25,17),-0.0043758 # DEPENDENCYPART_SIBL
(25,8),(25,18),0.00454681 # DEPENDENCYPART_SIBL
(25,8),(25,19),0.00237654 # DEPENDENCYPART_SIBL
(25,8),(25,20),0.00739821 # DEPENDENCYPART_SIBL
(25,8),(25,21),0.0322524 # DEPENDENCYPART_SIBL
(25,8),(25,22),0.0258727 # DEPENDENCYPART_SIBL
(25,8),(25,23),-0.00368418 # DEPENDENCYPART_SIBL
(25,8),(25,24),0.173906 # DEPENDENCYPART_SIBL
(25,8),(25,26),-0.0227411 # DEPENDENCYPART_SIBL
(25,8),(25,27),-0.0181028 # DEPENDENCYPART_SIBL
(25,8),(25,28),0.376204 # DEPENDENCYPART_SIBL
(25,8),(25,30),0.390775 # DEPENDENCYPART_SIBL
(25,8),(25,31),0.00436094 # DEPENDENCYPART_SIBL
(25,8),(25,33),0.00332326 # DEPENDENCYPART_SIBL
(25,9),(25,10),0.0425517 # DEPENDENCYPART_SIBL
(25,9),(25,12),-0.0193794 # DEPENDENCYPART_SIBL
(25,9),(25,13),0.114029 # DEPENDENCYPART_SIBL
(25,9),(25,14),-0.0302272 # DEPENDENCYPART_SIBL
(25,9),(25,16),-0.0177933 # DEPENDENCYPART_SIBL
(25,9),(25,17),-0.0178249 # DEPENDENCYPART_SIBL
(25,9),(25,18),-0.0593041 # DEPENDENCYPART_SIBL
(25,9),(25,19),-0.0530731 # DEPENDENCYPART_SIBL
(25,9),(25,20),-0.064673 # DEPENDENCYPART_SIBL
(25,9),(25,21),0.0416895 # DEPENDENCYPART_SIBL
(25,9),(25,22),-0.0440247 # DEPENDENCYPART_SIBL
(25,9),(25,23),-0.0192456 # DEPENDENCYPART_SIBL
(25,9),(25,24),0.114029 # DEPENDENCYPART_SIBL
(25,9),(25,26),-0.0153651 # DEPENDENCYPART_SIBL
(25,9),(25,27),-0.0808498 # DEPENDENCYPART_SIBL
(25,9),(25,28),-0.0190203 # DEPENDENCYPART_SIBL
(25,9),(25,30),-0.00335534 # DEPENDENCYPART_SIBL
(25,9),(25,31),0.102219 # DEPENDENCYPART_SIBL
(25,9),(25,33),0.0961828 # DEPENDENCYPART_SIBL
(25,10),(25,12),-0.181862 # DEPENDENCYPART_SIBL
(25,10),(25,13),-0.00488088 # DEPENDENCYPART_SIBL
(25,10),(25,14),-0.0968189 # DEPENDENCYPART_SIBL
(25,10),(25,16),-0.181603 # DEPENDENCYPART_SIBL
(25,10),(25,17),-0.181587 # DEPENDENCYPART_SIBL
(25,10),(25,18),-0.073356 # DEPENDENCYPART_SIBL
(25,10),(25,19),-0.106862 # DEPENDENCYPART_SIBL
(25,10),(25,20),-0.127056 # DEPENDENCYPART_SIBL
(25,10),(25,21),-0.0528413 # DEPENDENCYPART_SIBL
(25,10),(25,22),-0.144088 # DEPENDENCYPART_SIBL
(25,10),(25,23),-0.182237 # DEPENDENCYPART_SIBL
(25,10),(25,24),-0.00488088 # DEPENDENCYPART_SIBL
(25,10),(25,26),0.461393 # DEPENDENCYPART_SIBL
(25,10),(25,27),-0.0127905 # DEPENDENCYPART_SIBL
(25,10),(25,28),-0.0195281 # DEPENDENCYPART_SIBL
(25,10),(25,30),-0.00628957 # DEPENDENCYPART_SIBL
(25,10),(25,31),-0.0521525 # DEPENDENCYPART_SIBL
(25,10),(25,33),-0.0563607 # DEPENDENCYPART_SIBL
(25,12),(25,13),0.11103 # DEPENDENCYPART_SIBL
(25,12),(25,14),-0.0329688 # DEPENDENCYPART_SIBL
(25,12),(25,16),-0.0200024 # DEPENDENCYPART_SIBL
(25,12),(25,17),-0.020034 # DEPENDENCYPART_SIBL
(25,12),(25,18),-0.0613892 # DEPENDENCYPART_SIBL
(25,12),(25,19),-0.054999 # DEPENDENCYPART_SIBL
(25,12),(25,20),-0.0681427 # DEPENDENCYPART_SIBL
(25,12),(25,21),0.0371547 # DEPENDENCYPART_SIBL
(25,12),(25,22),-0.0459569 # DEPENDENCYPART_SIBL
(25,12),(25,23),-0.0214547 # DEPENDENCYPART_SIBL
(25,12),(25,24),0.11103 # DEPENDENCYPART_SIBL
(25,12),(25,26),-0.0200636 # DEPENDENCYPART_SIBL
(25,12),(25,27),-0.0885105 # DEPENDENCYPART_SIBL
(25,12),(25,28),-0.023173 # DEPENDENCYPART_SIBL
(25,12),(25,30),-0.00750805 # DEPENDENCYPART_SIBL
(25,12),(25,31),0.0948262 # DEPENDENCYPART_SIBL
(25,12),(25,33),0.0887902 # DEPENDENCYPART_SIBL
(25,13),(25,14),-0.0124565 # DEPENDENCYPART_SIBL
(25,13),(25,16),0.0042983 # DEPENDENCYPART_SIBL
(25,13),(25,17),0.0045843 # DEPENDENCYPART_SIBL
(25,13),(25,18),-0.020978 # DEPENDENCYPART_SIBL
(25,13),(25,19),-0.0570367 # DEPENDENCYPART_SIBL
(25,13),(25,20),-0.0128117 # DEPENDENCYPART_SIBL
(25,13),(25,21),0.0375333 # DEPENDENCYPART_SIBL
(25,13),(25,22),-0.00507335 # DEPENDENCYPART_SIBL
(25,13),(25,23),0.00387 # DEPENDENCYPART_SIBL
(25,13),(25,24),0.0449192 # DEPENDENCYPART_SIBL
(25,13),(25,26),-0.000276598 # DEPENDENCYPART_SIBL
(25,13),(25,27),-0.00529224 # DEPENDENCYPART_SIBL
(25,13),(25,28),-0.0130461 # DEPENDENCYPART_SIBL
(25,13),(25,30),0.00412271 # DEPENDENCYPART_SIBL
(25,13),(25,31),0.0241824 # DEPENDENCYPART_SIBL
(25,13),(25,33),0.0220486 # DEPENDENCYPART_SIBL
(25,14),(25,16),-0.0315792 # DEPENDENCYPART_SIBL
(25,14),(25,17),-0.0314846 # DEPENDENCYPART_SIBL
(25,14),(25,18),0.0441243 # DEPENDENCYPART_SIBL
(25,14),(25,19),-0.00154094 # DEPENDENCYPART_SIBL
(25,14),(25,20),-0.00858051 # DEPENDENCYPART_SIBL
(25,14),(25,21),0.0299723 # DEPENDENCYPART_SIBL
(25,14),(25,22),-0.0154938 # DEPENDENCYPART_SIBL
(25,14),(25,23),-0.0322326 # DEPENDENCYPART_SIBL
(25,14),(25,24),-0.000345522 # DEPENDENCYPART_SIBL
(25,14),(25,26),0.0018975 # DEPENDENCYPART_SIBL
(25,14),(25,27),0.0258561 # DEPENDENCYPART_SIBL
(25,14),(25,28),-0.0205371 # DEPENDENCYPART_SIBL
(25,14),(25,30),-0.00988216 # DEPENDENCYPART_SIBL
(25,14),(25,31),-0.00675134 # DEPENDENCYPART_SIBL
(25,14),(25,33),-0.00908223 # DEPENDENCYPART_SIBL
(25,16),(25,17),-0.0182586 # DEPENDENCYPART_SIBL
(25,16),(25,18),-0.0596953 # DEPENDENCYPART_SIBL
(25,16),(25,19),-0.0534639 # DEPENDENCYPART_SIBL
(25,16),(25,20),-0.0650635 # DEPENDENCYPART_SIBL
(25,16),(25,21),0.0412834 # DEPENDENCYPART_SIBL
(25,16),(25,22),-0.044416 # DEPENDENCYPART_SIBL
(25,16),(25,23),-0.0196792 # DEPENDENCYPART_SIBL
(25,16),(25,24),0.11221 # DEPENDENCYPART_SIBL
(25,16),(25,26),-0.0330891 # DEPENDENCYPART_SIBL
(25,16),(25,27),-0.0928295 # DEPENDENCYPART_SIBL
(25,16),(25,28),-0.0309923 # DEPENDENCYPART_SIBL
(25,16),(25,30),-0.0153274 # DEPENDENCYPART_SIBL
(25,16),(25,31),0.0782368 # DEPENDENCYPART_SIBL
(25,16),(25,33),0.0722007 # DEPENDENCYPART_SIBL
(25,17),(25,18),-0.0513331 # DEPENDENCYPART_SIBL
(25,17),(25,19),-0.0451022 # DEPENDENCYPART_SIBL
(25,17),(25,20),-0.056702 # DEPENDENCYPART_SIBL
(25,17),(25,21),0.0576723 # DEPENDENCYPART_SIBL
(25,17),(25,22),-0.0360538 # DEPENDENCYPART_SIBL
