# _root_ Επισκεφθείτε επίσης το Απολιθωμένο Δάσος , το μεγαλύτερο στην Ευρώπη , που δημιουργήθηκε από μια ηφαιστιακή έκρηξη πριν από περίπου 15 με 20 εκατομμύρια χρόνια .
#goldHeads=0,1,5,5,1,1,8,5,8,9,13,13,5,13,17,17,14,13,18,22,22,25,22,25,19,0,
#predictedHeads=0,1,5,5,1,5,8,6,8,9,13,13,10,13,17,17,14,13,18,21,19,18,25,25,22,0,
(4,1),(4,2),-0.000693892 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.0485267 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.0227607 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0252046 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0253941 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.00205592 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.0172932 # DEPENDENCYPART_SIBL
(4,1),(4,11),-0.0252046 # DEPENDENCYPART_SIBL
(4,1),(4,13),0.0562691 # DEPENDENCYPART_SIBL
(4,1),(4,14),0.0152092 # DEPENDENCYPART_SIBL
(4,1),(4,18),0.0184162 # DEPENDENCYPART_SIBL
(4,1),(4,21),-0.00945372 # DEPENDENCYPART_SIBL
(4,1),(4,23),-0.0110938 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0177716 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0108979 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0381569 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0186876 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0131508 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.0060806 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.0381569 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.0137743 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.0188205 # DEPENDENCYPART_SIBL
(4,2),(4,18),0.0353918 # DEPENDENCYPART_SIBL
(4,2),(4,21),0.031934 # DEPENDENCYPART_SIBL
(4,2),(4,23),0.0253247 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0172948 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.103448 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0109185 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.033727 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.010498 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.103448 # DEPENDENCYPART_SIBL
(4,3),(4,13),-0.0263643 # DEPENDENCYPART_SIBL
(4,3),(4,14),-0.0899583 # DEPENDENCYPART_SIBL
(4,3),(4,18),-0.0287158 # DEPENDENCYPART_SIBL
(4,3),(4,21),0.0520756 # DEPENDENCYPART_SIBL
(4,3),(4,23),0.0477822 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0372491 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.12839 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0158253 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.240865 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.0372491 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.0437184 # DEPENDENCYPART_SIBL
(4,5),(4,14),0.0185343 # DEPENDENCYPART_SIBL
(4,5),(4,18),0.00137716 # DEPENDENCYPART_SIBL
(4,5),(4,21),-0.0136025 # DEPENDENCYPART_SIBL
(4,5),(4,23),-0.0140392 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.059497 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.0205761 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.00249158 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.00934117 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.00765528 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.0268412 # DEPENDENCYPART_SIBL
(4,6),(4,18),0.0134942 # DEPENDENCYPART_SIBL
(4,6),(4,21),0.0216517 # DEPENDENCYPART_SIBL
(4,6),(4,23),0.0214294 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.0376299 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0396617 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.0215978 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.00672833 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.00780025 # DEPENDENCYPART_SIBL
(4,8),(4,18),-0.0198376 # DEPENDENCYPART_SIBL
(4,8),(4,21),-0.0124216 # DEPENDENCYPART_SIBL
(4,8),(4,23),-0.0127182 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0183064 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.000324091 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.012945 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.0334794 # DEPENDENCYPART_SIBL
(4,9),(4,18),0.0514477 # DEPENDENCYPART_SIBL
(4,9),(4,21),-0.00592265 # DEPENDENCYPART_SIBL
(4,9),(4,23),-0.00638311 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.0265132 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.0398509 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.024977 # DEPENDENCYPART_SIBL
(4,10),(4,18),0.00661668 # DEPENDENCYPART_SIBL
(4,10),(4,21),-0.00834459 # DEPENDENCYPART_SIBL
(4,10),(4,23),-0.00878124 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.00765528 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.0268412 # DEPENDENCYPART_SIBL
(4,11),(4,18),0.0134942 # DEPENDENCYPART_SIBL
(4,11),(4,21),0.0216517 # DEPENDENCYPART_SIBL
(4,11),(4,23),0.0214294 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.034555 # DEPENDENCYPART_SIBL
(4,13),(4,18),-0.0141132 # DEPENDENCYPART_SIBL
(4,13),(4,21),-0.0403641 # DEPENDENCYPART_SIBL
(4,13),(4,23),-0.0408243 # DEPENDENCYPART_SIBL
(4,14),(4,18),-0.0154217 # DEPENDENCYPART_SIBL
(4,14),(4,21),-0.0411735 # DEPENDENCYPART_SIBL
(4,14),(4,23),-0.041634 # DEPENDENCYPART_SIBL
(4,18),(4,21),-0.013687 # DEPENDENCYPART_SIBL
(4,18),(4,23),-0.0150126 # DEPENDENCYPART_SIBL
(4,21),(4,23),-0.013127 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.000926909 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.169105 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0147135 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0313237 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0433928 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.049228 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.00440466 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.00892534 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.0976459 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.110945 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0214963 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0189518 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0230142 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0207754 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0627617 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0128037 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.00927885 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0726258 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0802719 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0513793 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.000353368 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0391287 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0386682 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.00352285 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0366734 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0451366 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.050975 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.00676948 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0102872 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0959021 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.000794531 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.00432553 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0152192 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0599046 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.0261097 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0298758 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0258316 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0173912 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0283323 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0373977 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0324975 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.00321324 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.00883021 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0181447 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0116572 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0140413 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.102827 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0156485 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0313809 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.097698 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0500908 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0116027 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.261458 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.102129 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.0339641 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.063131 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0236797 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0481543 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0733649 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0863647 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.00613081 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0803597 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0677589 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0495282 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0153312 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0313583 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0973765 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.050454 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0101394 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.261443 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.101818 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0339448 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0470974 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.111655 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.256608 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0452408 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0499285 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.126148 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.050586 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0775034 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.00988728 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0527244 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0116747 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0466456 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0308576 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0069897 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0254169 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0128036 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0779557 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0132482 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.219816 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0529161 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.161838 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0692597 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.00846321 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0144542 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.067879 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.031542 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0139048 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.033599 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0288971 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.034041 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0215549 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0810647 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0428283 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.000224206 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0164025 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0766995 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.0164025 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0306946 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0365326 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.107046 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.243075 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0415597 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0581199 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.107246 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0581199 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0306199 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0682783 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00207405 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0358164 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0615086 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0711692 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0615086 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.00484931 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.019899 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0181911 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0131523 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0041152 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0131523 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0413414 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0133507 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0291455 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.117307 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0291455 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0242348 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0039896 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0567876 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0039896 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.00165268 # DEPENDENCYPART_SIBL
(8,13),(8,17),7.72501e-06 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.00165268 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0131811 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.00749063 # DEPENDENCYPART_SIBL
(8,17),(8,19),0.0329519 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00307569 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0325453 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.126623 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.169112 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0131633 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.115576 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.207297 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0253019 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.00368751 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0315057 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0691382 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.00281642 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0247938 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.00949887 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.00948021 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.038071 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0152317 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.026426 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0140413 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.102827 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0156485 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.226702 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0190432 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.00345799 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0163757 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0213038 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.261458 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.102129 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0339641 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0456871 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.179842 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.102129 # DEPENDENCYPART_SIBL
(11,1),(11,24),0.0339491 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.063131 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0236797 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.166044 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0283243 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0145171 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0230434 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0025823 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0803597 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0677589 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0495282 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0826501 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.108613 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.0677589 # DEPENDENCYPART_SIBL
(11,2),(11,24),0.0495006 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0153312 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.226414 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0197525 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.00345802 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0160584 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0212892 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.261443 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.101818 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0339448 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.0460508 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.179828 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.101818 # DEPENDENCYPART_SIBL
(11,4),(11,24),0.0339297 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.33756 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0229738 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0200822 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.00611541 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0319514 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0499285 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.126148 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.050586 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.242646 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.105898 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.126148 # DEPENDENCYPART_SIBL
(11,5),(11,24),0.0505286 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0676173 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0648178 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.185142 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0685289 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.00296887 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0158169 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0613762 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0199966 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0409329 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0158169 # DEPENDENCYPART_SIBL
(11,6),(11,24),-0.0535594 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0231084 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0209197 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0233286 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0870325 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0641045 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.238883 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.124695 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.105823 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0641045 # DEPENDENCYPART_SIBL
(11,8),(11,24),0.238849 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0358511 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0195663 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0467906 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.311063 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0354783 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0844578 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0966027 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.311063 # DEPENDENCYPART_SIBL
(11,9),(11,24),0.0397296 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.00588231 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0248156 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0743912 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0246986 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.207913 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0832723 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0743912 # DEPENDENCYPART_SIBL
(11,10),(11,24),0.0246412 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0354031 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.00956884 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.00437105 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.065938 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0168011 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.00956884 # DEPENDENCYPART_SIBL
(11,12),(11,24),0.0042972 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.031542 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0139048 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.00647938 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0134646 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.031542 # DEPENDENCYPART_SIBL
(11,13),(11,24),0.0138906 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.033599 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.024894 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0292029 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.114556 # DEPENDENCYPART_SIBL
(11,14),(11,24),0.0335879 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.00901605 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.00603992 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0545207 # DEPENDENCYPART_SIBL
(11,16),(11,24),0.0316744 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0709264 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.163568 # DEPENDENCYPART_SIBL
(11,17),(11,24),0.0681475 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0171792 # DEPENDENCYPART_SIBL
(11,18),(11,24),0.00177967 # DEPENDENCYPART_SIBL
(11,19),(11,24),0.0335879 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0178136 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.000889637 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.120283 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0741599 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.00652026 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0629194 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0154453 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0749965 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.00652026 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.209142 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0174072 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0170628 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.00857573 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.0181889 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.0174072 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0268774 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.00968098 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.00665681 # DEPENDENCYPART_SIBL
(13,1),(13,23),-0.011321 # DEPENDENCYPART_SIBL
(13,1),(13,25),0.00465781 # DEPENDENCYPART_SIBL
(13,1),(13,26),-0.0431431 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0138345 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.00978315 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.0124586 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0249414 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.00833592 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.0090265 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0124586 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.160199 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0177183 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0119278 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.00480095 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.0346216 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.0177183 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.000663435 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.0311637 # DEPENDENCYPART_SIBL
(13,2),(13,22),0.0119195 # DEPENDENCYPART_SIBL
(13,2),(13,23),0.0245545 # DEPENDENCYPART_SIBL
(13,2),(13,25),0.00062678 # DEPENDENCYPART_SIBL
(13,2),(13,26),-0.0290319 # DEPENDENCYPART_SIBL
