# _root_ Πιστεύω ότι το ένταλμα για το οποίο εργαζόμαστε μπορεί να είναι , τουλάχιστον , πρακτικό και να μας οδηγήσει σε θετικά αποτελέσματα .
#goldHeads=0,1,4,16,8,7,5,4,2,11,16,13,11,13,11,9,19,19,16,19,22,20,0,
#predictedHeads=0,1,4,9,8,7,5,4,2,11,9,13,11,16,16,11,19,19,16,19,22,20,0,
(8,4),(8,14),0.0258701 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0231685 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.0778286 # DEPENDENCYPART_SIBL
(8,4),(8,23),-0.00194605 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0217049 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.134562 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.00402583 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0103124 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.00163124 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0275513 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0333084 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0275513 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0239221 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.0465172 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.0211075 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0212519 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0278761 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0170958 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.035388 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0568185 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0603463 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0568185 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0223443 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.02025 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.0707375 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0887368 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0476138 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0700068 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0323556 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0161309 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0323556 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0122558 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0207454 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.0604669 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.037758 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.208504 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0289717 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0305958 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0289717 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.107634 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.00504278 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.0217029 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00657517 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0265551 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0399108 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0265551 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0792239 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.00564034 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.0496238 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0518406 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0303231 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0518406 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.105464 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.00618785 # DEPENDENCYPART_SIBL
(8,11),(8,23),0.0232062 # DEPENDENCYPART_SIBL
(8,12),(8,13),1.40222e-05 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0368502 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0427341 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.0532619 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.0972338 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0341723 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0867592 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.00782815 # DEPENDENCYPART_SIBL
(8,13),(8,23),-0.0599817 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0427341 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.0532619 # DEPENDENCYPART_SIBL
(8,14),(8,23),-0.0972338 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.0286532 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.0621129 # DEPENDENCYPART_SIBL
(8,20),(8,23),-0.0314417 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0364247 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0684351 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0188323 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0425338 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.123236 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.117545 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0108444 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0591998 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0341021 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0139493 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0341021 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0193321 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0263862 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0586763 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.00733053 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.012374 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.04761 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0644356 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0503332 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0310245 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.072922 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0543609 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0351632 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0811033 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0886925 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0639511 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0886925 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0601671 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0279358 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0852637 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.037816 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.0785748 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.0958646 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0406884 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0727621 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.154442 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0341691 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0191532 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.049087 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0288285 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0141336 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0288285 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0178624 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.014436 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0109039 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.0315593 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.016055 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0333414 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0301835 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.143883 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.00520383 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0197992 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.00138216 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0202789 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0303181 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0202789 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0245956 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0119996 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0163057 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.00942846 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.00540421 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.0465495 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0233448 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0220659 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0292972 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0496617 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.106563 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.061317 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.106563 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0178674 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0434651 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0256901 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0607465 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.00300445 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.0988054 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0327795 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0658016 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0976716 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0226928 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0244818 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0226928 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0224517 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0499897 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0940206 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.066468 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.058548 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0939817 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0125938 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0621374 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0315526 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0145134 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0315526 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.017133 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0230933 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0616022 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.00925743 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.00884856 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.0454665 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00535249 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0492239 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0406791 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0492239 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0851486 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.112851 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.00670043 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0248912 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0751109 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0654325 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0334907 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0241159 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0334907 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.10727 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.187522 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.200261 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0251853 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0713333 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.0116994 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.00503964 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.00692975 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0554019 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0395033 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.00725308 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0170972 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.0022221 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.120256 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0481181 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0840051 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0535209 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.00783367 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0173122 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0147321 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.0672024 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0554019 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0395033 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.00725308 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0170972 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.0022221 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.120256 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.143542 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.00650707 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0145265 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.0379728 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.073289 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.00173392 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.00432368 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.0129876 # DEPENDENCYPART_SIBL
(9,16),(9,23),0.0141079 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.0224878 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.0675458 # DEPENDENCYPART_SIBL
(9,19),(9,23),0.0113896 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.0200505 # DEPENDENCYPART_SIBL
(9,20),(9,23),-0.0558696 # DEPENDENCYPART_SIBL
(9,22),(9,23),-0.0763299 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0533086 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0801301 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0152522 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0540079 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.131831 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.134351 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.138561 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.158576 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0244994 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0276812 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0244994 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0219423 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0380457 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0233881 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0418164 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.0237696 # DEPENDENCYPART_SIBL
(11,1),(11,22),-0.0071952 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0702103 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0445125 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0346567 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.072764 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0621578 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0667033 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0311299 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.078896 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0690898 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.078896 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0559852 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0269064 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0363459 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0894261 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0575632 # DEPENDENCYPART_SIBL
(11,2),(11,22),-0.0548884 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.041867 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0935148 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.175055 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0619161 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0642824 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.00220455 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.00101369 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.027181 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.00101369 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0274949 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.00724425 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.00651176 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0337899 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.00869864 # DEPENDENCYPART_SIBL
(11,4),(11,22),0.00435539 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0154929 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.12683 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.00196148 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.00669857 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0528657 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.025655 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0308366 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.025655 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0159824 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.00746863 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0143292 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.0250071 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.000704445 # DEPENDENCYPART_SIBL
(11,5),(11,22),0.0258931 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0251962 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0118279 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.00744135 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0320041 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0794656 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0550788 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0794656 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0404381 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0307494 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0768283 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.00651814 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.077867 # DEPENDENCYPART_SIBL
(11,6),(11,22),0.0362624 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0128925 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.00813689 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0845228 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0131221 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0338862 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0131221 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0249636 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0500511 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0396163 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0872665 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0998843 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.0116401 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.137599 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.157943 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0207957 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0270653 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0207957 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0183637 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0335976 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0204963 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0459024 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0204339 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.00187419 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.170887 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0094428 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0364535 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0094428 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0280892 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0398494 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0293684 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0297905 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.033875 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.0146406 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0479042 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0162145 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0479042 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0533416 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0233278 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.00491265 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0233641 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0764366 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.15957 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0341984 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.107668 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0199756 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0137724 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.042846 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.00839 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.0123304 # DEPENDENCYPART_SIBL
(11,12),(11,22),0.0126757 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0196079 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0733018 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0550933 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0368978 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0332471 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0566194 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0275893 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0199756 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0137724 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.042846 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.00839 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.0123304 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.0126757 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.157965 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0202514 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0148454 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0345489 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.060651 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.042683 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0161928 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0346808 # DEPENDENCYPART_SIBL
(11,16),(11,22),0.00762432 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0364617 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.00704498 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.0655427 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.0502185 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.07409 # DEPENDENCYPART_SIBL
(11,20),(11,22),-0.051724 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.00368988 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0247708 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.101014 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.1849 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0161858 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.039069 # DEPENDENCYPART_SIBL
(12,1),(12,22),0.0583617 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.024439 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.012923 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.12914 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0210997 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.044456 # DEPENDENCYPART_SIBL
(12,5),(12,22),0.0937687 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0965249 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.044386 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0306508 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0164309 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.101041 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.181174 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0392752 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0421809 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0464556 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.00167188 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.00179893 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.0068482 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0678845 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.00315584 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.00859266 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0278654 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.00512571 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0737785 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.16611 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0273255 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.00619959 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.025704 # DEPENDENCYPART_SIBL
