# _root_ Είναι πιθανό να διατηρούμε έγκλειστα δόντια στο στόμα μας , επί χρόνια , και να το αγνοούμε .
#goldHeads=0,1,4,14,6,4,5,7,8,14,14,11,14,2,17,17,14,0,
#predictedHeads=0,1,4,14,6,4,6,7,8,11,4,11,14,2,17,17,14,0,
(6,5),(6,17),0.0100684 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0103155 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.00411505 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.019483 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.103818 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.00410754 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0412353 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0418175 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.173872 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.00709839 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0262045 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.074069 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.016316 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.00121604 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0144062 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.00695105 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0192109 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0249526 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.122932 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.00858058 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0242361 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.00953313 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.159762 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.017962 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0499957 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.00974744 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.017962 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.00846422 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0120528 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0298044 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0242374 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.00953356 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.160102 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0183016 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0488153 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.00614499 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0183016 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.00880384 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0121194 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.030144 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0155755 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0444579 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0119802 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0307037 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0124253 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0119802 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.00602355 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.000178198 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0101515 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0577961 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0458028 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00330628 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0442275 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0458028 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0015431 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0316489 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0405778 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0745669 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.00454762 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.109036 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0745669 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.115754 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0802286 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.079653 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00822138 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0607925 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0173698 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.000720091 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0166581 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0742891 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.00305262 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0242834 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.074069 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0150562 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0610328 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0400856 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.175816 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.00881694 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0580558 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.000720091 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0166581 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0742891 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.00569124 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0406113 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.109192 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.019596 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.102225 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.019596 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0155945 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.00439545 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0155929 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0913857 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0555982 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0107201 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.106617 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.0136425 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0624949 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0144756 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0212959 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0287584 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0212974 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0778616 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.119328 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0671406 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.12577 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.029594 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.018688 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0153354 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.00425133 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0153339 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0923921 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0558845 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0116129 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.107201 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.0141014 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0212963 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0287584 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0212978 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0786216 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.117697 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0671406 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.12577 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.029594 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.034621 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00419948 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0544983 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.225922 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0240312 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.152486 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0066488 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0336432 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.279982 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0852147 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0298107 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.20057 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.010939 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0516469 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.226095 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0240768 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.152488 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0067351 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.00999195 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0231499 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0175341 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0309614 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.222102 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0101954 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.102978 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.00586209 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.10185 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.0825054 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0522341 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0418033 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0155727 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0411602 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0328235 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.000218465 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0140802 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.437339 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00109045 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0646264 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.229685 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0517332 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.459286 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.191333 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.160455 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.081692 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0229074 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0856206 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.00281097 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0496353 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0836462 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.00930525 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.01019 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0248012 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0250554 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0365486 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.0879097 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0417551 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0234173 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.000323608 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0804785 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0109241 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.194563 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0279019 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0259109 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0085582 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.000891547 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.00594887 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0138204 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0247863 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.00932637 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.00992318 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.102225 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.019596 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0155945 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.00439545 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0155929 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.22554 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.000981541 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0156784 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.0136425 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.018688 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0153354 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.00425133 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0153339 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.226703 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.000837424 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0154194 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.0141014 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.0212963 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0287584 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0212978 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.221961 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0224596 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0211879 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.029594 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.034621 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.00419948 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.344441 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0299701 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.00554226 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.0066488 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0336432 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.100609 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0764436 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0344227 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.010939 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.338128 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0299702 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.00506867 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.0067351 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0209181 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.184876 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0652742 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0331803 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.00555532 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.00537995 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.14484 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0604228 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.14484 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.184442 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0934587 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.184442 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.00973034 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0875113 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.188614 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.00973034 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0058791 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.442165 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0126439 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.0284974 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.0293337 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0030869 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0170168 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.00308692 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.173906 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.00895224 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.00727834 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.173906 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0151018 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0229442 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0177375 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.139716 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.181572 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0906461 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.181572 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.00488088 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0846987 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.185743 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.00488088 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.00509026 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.461393 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.00160291 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.00308647 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0170168 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.00308649 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.173906 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.00895224 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.00727791 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.173906 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0151018 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0227411 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0177375 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0729609 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0182681 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.120366 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0663025 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0257771 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.120366 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0593436 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.015695 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0407967 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0573126 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0213197 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0721136 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0624433 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0213197 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0297247 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0409707 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.025014 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.114053 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0663025 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0253033 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.114053 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0593436 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0153651 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0407137 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.023088 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.00346228 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0449192 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0259035 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.000276598 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0394682 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.044301 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0144644 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0247702 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0222091 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0232944 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.094534 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0713719 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0247008 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0534523 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0259035 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.000276598 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0394682 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0440543 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.00174051 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.144218 # DEPENDENCYPART_SIBL
(17,1),(17,2),-0.062937 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.120493 # DEPENDENCYPART_SIBL
(17,1),(17,5),-0.062937 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.061001 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.0130634 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.0735505 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.00854774 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.0124131 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0741577 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.00854774 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.0181351 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.162143 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.110078 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.038455 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.0372767 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.0283665 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.0429666 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.024842 # DEPENDENCYPART_SIBL
(17,2),(17,8),-0.0555162 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.00230779 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.0185616 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.0561355 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.00230779 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.0333756 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.0547176 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.0521442 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0410694 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.0621629 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.0609377 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.013058 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.0734873 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.00752377 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0124077 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0740944 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.00752377 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0180746 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.162135 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.110076 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0376651 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.0429662 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.024842 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.0555158 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.00230779 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.0185616 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.0561351 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.00230779 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0333756 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.0547176 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.0521442 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0410685 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.0257876 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.177045 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.0222479 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.0188961 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.17893 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0222479 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0371224 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.0118506 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.119844 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.00858551 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.00210899 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.0169295 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.0360682 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.000529034 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.0169295 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.00985299 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.0446965 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.101885 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0315754 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.0401424 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0241656 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.183252 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0401424 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.042392 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.000473514 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.124674 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0157039 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.0378901 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.00088808 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0106972 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.0192829 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.121372 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0224937 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0661995 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.00457122 # DEPENDENCYPART_SIBL
