# _root_ Επιλέξτε κάποιον καλύτερο , τόσο από τον Cox όσο και από τον Martin , ψηφίζοντας τον κ. Bonde του γραφείου 007 .
#goldHeads=0,1,2,10,10,5,8,6,10,3,9,13,11,10,1,18,18,15,20,18,20,0,
#predictedHeads=0,1,2,10,10,10,8,6,10,1,10,13,11,15,1,18,18,15,20,18,20,0,
(5,1),(5,6),-0.0010052 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0345539 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0229881 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0010052 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.0126573 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.136461 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.127166 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0370019 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.00244969 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0150545 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0370019 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.0182951 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.00130215 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0668124 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0475711 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0665789 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0668124 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.308218 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.120379 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.00898665 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0791191 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0385666 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0490885 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0216004 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0266354 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0200821 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.0513642 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.0351836 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.00669888 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.00387658 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0102111 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0490885 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0216004 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.000538605 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0529433 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0176907 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0266312 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0337437 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.00486357 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0466679 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0246234 # DEPENDENCYPART_SIBL
(6,1),(6,22),0.00774188 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.053629 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.00221065 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0208877 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0268439 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.00795444 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.459785 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.241854 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0243932 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.00717171 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.010491 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0462141 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.021165 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.00198759 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0410404 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0376432 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.152751 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0335006 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.0523359 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0796325 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.221233 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0436239 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0727633 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.151533 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0309254 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0487204 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.00641921 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.0322847 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.105822 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00944327 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0642413 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0461482 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.160744 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0230975 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0302231 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0255354 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0207548 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0185143 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.000476281 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.136464 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.00298821 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0201403 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.00992918 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0356784 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.019961 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0673815 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0831664 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.129149 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.062928 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0359241 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0296096 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.00357077 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.00124763 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0298676 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0165984 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.00836803 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.00780761 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0186634 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0692507 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.086715 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0241141 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.00833654 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0612554 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0206952 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0558476 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.00973273 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0484055 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0243211 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0147242 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.00534832 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0377329 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0193859 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0130663 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.00886953 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0215625 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.000865511 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0028566 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.125151 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.139716 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.00488088 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.113077 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0887564 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.113207 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.115557 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0166238 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.00718031 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0119129 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.00709726 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.461393 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0556479 # DEPENDENCYPART_SIBL
(10,1),(10,22),-0.00160291 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.014562 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.00413425 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0186173 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0205712 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.00106791 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0311972 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.147916 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0305226 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.00289074 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0361308 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0344638 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0457696 # DEPENDENCYPART_SIBL
(10,2),(10,22),-0.0569121 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.172421 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0141065 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0152958 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.00292195 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.00889942 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.129823 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0413141 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0461609 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0175473 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0247332 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.00415111 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.0179481 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0305282 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.04269 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0423684 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0128639 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.120384 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0315951 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0151725 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0247649 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.000276598 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.0233943 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.0394682 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.195088 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.154576 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.103801 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.646953 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.159052 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0695437 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0194178 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.033005 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.0483691 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.0128081 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0591154 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0441918 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.212312 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.419986 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.00702061 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.00956071 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0334309 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0827878 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.0110944 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0181481 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.236824 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0289944 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0589052 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.078377 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.019119 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.00051287 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.073188 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.128731 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0109849 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.116493 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0178887 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0114388 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0120514 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.0157072 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.13293 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0523456 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.00411531 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0119674 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.037113 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.00156748 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0242579 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0424925 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0932443 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.0403023 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.00899226 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0266071 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.119131 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.035953 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.0140356 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.00805125 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.000731755 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0839002 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.0242935 # DEPENDENCYPART_SIBL
(10,15),(10,22),0.144218 # DEPENDENCYPART_SIBL
(10,20),(10,22),-0.029146 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.067671 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0244011 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.00810204 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.019335 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0198454 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0163866 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.0027084 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.00392477 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0159648 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.000785172 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0204536 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0226448 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.0057806 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0410404 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0335006 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.043519 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0410495 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.0523359 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0436239 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0636568 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0189756 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0727633 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0130941 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.000133145 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.105822 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0328994 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.0764822 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.0811717 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0398117 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0186182 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.000567941 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.00983037 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0174306 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0049911 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0642413 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.00417264 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0585096 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.04557 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.000425577 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.226703 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.00945489 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0061269 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0061269 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0145201 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.261808 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.0183148 # DEPENDENCYPART_SIBL
(14,1),(14,20),0.0507263 # DEPENDENCYPART_SIBL
(14,1),(14,22),0.0141014 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.156353 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0121286 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0242752 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0242752 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.00888637 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0319713 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0081321 # DEPENDENCYPART_SIBL
(14,2),(14,20),0.0465698 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.0377839 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.0711869 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.00369325 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.00369325 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0923505 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.00548204 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0559886 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.0246367 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.0652742 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.0175242 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0175242 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.00195615 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.079833 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0340493 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.0982981 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.00895166 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0680631 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.037534 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0410898 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.00693169 # DEPENDENCYPART_SIBL
(14,6),(14,20),0.0377569 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.00658395 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.037534 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0410898 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.00693169 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0377569 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.00658395 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0925354 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.107445 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.172763 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.104507 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.00375684 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.00646932 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.127646 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0267397 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.0125178 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.104302 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.0627937 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.00752377 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0136536 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0228606 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0399707 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.0270991 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0180746 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0228606 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0470976 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0399707 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.00752377 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0144503 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0344825 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0207547 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.0134029 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.00911861 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.0376651 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.0088847 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0431448 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0360718 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.0255199 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.0527495 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.0369807 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0360718 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.0182648 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0255199 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.0088847 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.00907146 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.00474538 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.0188608 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.00199932 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.0251294 # DEPENDENCYPART_SIBL
(15,3),(15,22),-0.0442323 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.0159097 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.00831979 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.0143908 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.00538326 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0192829 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.00831979 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.00793831 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.0143908 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0106972 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0272541 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0310185 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.00480842 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.00128132 # DEPENDENCYPART_SIBL
(15,4),(15,21),-0.0123523 # DEPENDENCYPART_SIBL
(15,4),(15,22),-0.0661995 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.00540165 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0300858 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.0496999 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.00232924 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.00540165 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.00548958 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0300858 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.00159542 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0231418 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0314411 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0114968 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.0212204 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.00249376 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.0549287 # DEPENDENCYPART_SIBL
(15,6),(15,8),-9.19601e-06 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.00686753 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.000476926 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0457471 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0303807 # DEPENDENCYPART_SIBL
(15,6),(15,13),-9.19601e-06 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0126085 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0129631 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0383614 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0269091 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.0377249 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.0204756 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.0359823 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.00427084 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0136668 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0115166 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0236188 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.00417546 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.00561594 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0130444 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0225786 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0118259 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.0110892 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.0214646 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.0392718 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.00306649 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.022179 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.00715004 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.025361 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.00204633 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0227825 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.032455 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0120605 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0241948 # DEPENDENCYPART_SIBL
(15,9),(15,21),0.00235057 # DEPENDENCYPART_SIBL
