# _root_ Επίσης , επικροτούμε τον στόχο να συμπεριληφθούν και μικροί οργανισμοί χωρίς διεθνή εμπειρία , προκειμένου να έχουν ευκολότερη πρόσβαση στο πρόγραμμα και νέοι που βρίσκονται εκτός οργανισμών .
#goldHeads=3,1,0,5,3,7,5,10,10,7,10,13,11,15,7,17,15,19,17,19,20,23,17,25,23,25,26,0,
#predictedHeads=3,3,0,5,3,7,5,10,10,7,10,13,11,15,7,17,15,19,17,19,20,21,22,25,22,25,26,0,
(14,10),(14,13),-0.00395403 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0644158 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0307951 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0249756 # DEPENDENCYPART_SIBL
(14,10),(14,23),0.024568 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0552979 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0313318 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0985078 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0546572 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0349704 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.0349704 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0212096 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0917953 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0862739 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.238918 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.238918 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0641711 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0300823 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0247303 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.0243227 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0176612 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0017488 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.0017488 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0138237 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.0132115 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.0303881 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.0243954 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.022124 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.120521 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0152272 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.00305453 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.0215902 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.0243954 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.00345158 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.00886335 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0491293 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.0179919 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.0472461 # DEPENDENCYPART_SIBL
(15,1),(15,22),0.00823782 # DEPENDENCYPART_SIBL
(15,1),(15,25),-0.0125284 # DEPENDENCYPART_SIBL
(15,1),(15,26),0.0212869 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.0702407 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.105325 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.0197788 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.0450585 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0315017 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0470948 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.225543 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.0619964 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.0472464 # DEPENDENCYPART_SIBL
(15,2),(15,20),0.0980096 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.0435621 # DEPENDENCYPART_SIBL
(15,2),(15,22),0.104469 # DEPENDENCYPART_SIBL
(15,2),(15,25),0.20192 # DEPENDENCYPART_SIBL
(15,2),(15,26),0.113657 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.0928382 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0309429 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.0065788 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0126341 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.149193 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.156942 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.00537673 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0136831 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.0100513 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.0138765 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.0177557 # DEPENDENCYPART_SIBL
(15,7),(15,25),0.137181 # DEPENDENCYPART_SIBL
(15,7),(15,26),0.0607532 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0351433 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.00628896 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0105319 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.143157 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0171559 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0184871 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.019443 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.0578749 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.000636611 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.0245191 # DEPENDENCYPART_SIBL
(15,8),(15,25),-0.00220836 # DEPENDENCYPART_SIBL
(15,8),(15,26),0.0757344 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0234598 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0181021 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.119681 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.00356426 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0107906 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0315264 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0654448 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0274125 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0655368 # DEPENDENCYPART_SIBL
(15,11),(15,25),-0.00437761 # DEPENDENCYPART_SIBL
(15,11),(15,26),0.013001 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0152183 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.12018 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.00946408 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.110032 # DEPENDENCYPART_SIBL
(15,12),(15,19),9.33697e-05 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.00469014 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.00709224 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.00859816 # DEPENDENCYPART_SIBL
(15,12),(15,25),0.00242563 # DEPENDENCYPART_SIBL
(15,12),(15,26),0.00651838 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.155672 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.00880698 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.00441219 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.00819788 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0335701 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.00915235 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0169674 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.00551309 # DEPENDENCYPART_SIBL
(15,13),(15,26),0.00107817 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.225543 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0619964 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0472464 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0980096 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0435621 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.104469 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.20192 # DEPENDENCYPART_SIBL
(15,14),(15,26),0.113657 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0101573 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.00105884 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0074029 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.00134801 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0635552 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.124377 # DEPENDENCYPART_SIBL
(15,17),(15,26),0.0292678 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0226192 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.00650275 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0231866 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0652808 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.0131551 # DEPENDENCYPART_SIBL
(15,18),(15,26),-0.0225111 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0139705 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.148987 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.140609 # DEPENDENCYPART_SIBL
(15,19),(15,25),-0.0251447 # DEPENDENCYPART_SIBL
(15,19),(15,26),-0.0151503 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.025364 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.0905811 # DEPENDENCYPART_SIBL
(15,20),(15,25),-0.0194636 # DEPENDENCYPART_SIBL
(15,20),(15,26),-0.0141608 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.141539 # DEPENDENCYPART_SIBL
(15,21),(15,25),-0.0264125 # DEPENDENCYPART_SIBL
(15,21),(15,26),-0.0146651 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.0106084 # DEPENDENCYPART_SIBL
(15,22),(15,26),-0.0340145 # DEPENDENCYPART_SIBL
(15,25),(15,26),0.0311503 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.0216722 # DEPENDENCYPART_SIBL
(17,1),(17,3),0.00168109 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.0666153 # DEPENDENCYPART_SIBL
(17,1),(17,7),0.00120786 # DEPENDENCYPART_SIBL
(17,1),(17,8),0.0395709 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.0030255 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.0625872 # DEPENDENCYPART_SIBL
(17,1),(17,11),0.0178139 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.00303997 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.062581 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.0216722 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.0247677 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0154612 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.000780162 # DEPENDENCYPART_SIBL
(17,1),(17,19),0.0687751 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.0790318 # DEPENDENCYPART_SIBL
(17,1),(17,21),0.0560195 # DEPENDENCYPART_SIBL
(17,1),(17,22),0.0213306 # DEPENDENCYPART_SIBL
(17,1),(17,23),-0.00188017 # DEPENDENCYPART_SIBL
(17,1),(17,25),-0.0138156 # DEPENDENCYPART_SIBL
(17,1),(17,26),0.0480336 # DEPENDENCYPART_SIBL
(17,1),(17,27),0.0504515 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.0127823 # DEPENDENCYPART_SIBL
(17,2),(17,5),0.015603 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.0130277 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.0251062 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.00287289 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.0118297 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.0235498 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.00363434 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.0117955 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.0208799 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.00602697 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.107269 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0136152 # DEPENDENCYPART_SIBL
(17,2),(17,19),0.0948258 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.0148966 # DEPENDENCYPART_SIBL
(17,2),(17,21),0.0645704 # DEPENDENCYPART_SIBL
(17,2),(17,22),-0.00922807 # DEPENDENCYPART_SIBL
(17,2),(17,23),-0.0188022 # DEPENDENCYPART_SIBL
(17,2),(17,25),-0.0185696 # DEPENDENCYPART_SIBL
(17,2),(17,26),0.0197278 # DEPENDENCYPART_SIBL
(17,2),(17,27),0.0577275 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.0458914 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.114783 # DEPENDENCYPART_SIBL
(17,3),(17,8),0.00276227 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.0549907 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.0499195 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.00858018 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.0559582 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0499251 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.000197878 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.0144028 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.125105 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0146917 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.0555994 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.0384746 # DEPENDENCYPART_SIBL
(17,3),(17,21),0.0354317 # DEPENDENCYPART_SIBL
(17,3),(17,22),-0.0358001 # DEPENDENCYPART_SIBL
(17,3),(17,23),-0.0149762 # DEPENDENCYPART_SIBL
(17,3),(17,25),0.0409485 # DEPENDENCYPART_SIBL
(17,3),(17,26),0.0233542 # DEPENDENCYPART_SIBL
(17,3),(17,27),0.0287778 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.0117751 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.0157006 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.0454351 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.149965 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.0168283 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.0457478 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.15003 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0296984 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.0177906 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.0531154 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.0218163 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.0703237 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.0328496 # DEPENDENCYPART_SIBL
(17,5),(17,21),0.0516373 # DEPENDENCYPART_SIBL
(17,5),(17,22),-0.0218787 # DEPENDENCYPART_SIBL
(17,5),(17,23),0.0207165 # DEPENDENCYPART_SIBL
(17,5),(17,25),-0.0328265 # DEPENDENCYPART_SIBL
(17,5),(17,26),-0.00752668 # DEPENDENCYPART_SIBL
(17,5),(17,27),0.0390479 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.00276227 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.0549907 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.050952 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.00865945 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0559582 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.0509576 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.00253921 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.0144028 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.12519 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0146917 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.0555994 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.0385881 # DEPENDENCYPART_SIBL
(17,7),(17,21),0.0354317 # DEPENDENCYPART_SIBL
(17,7),(17,22),-0.0358001 # DEPENDENCYPART_SIBL
(17,7),(17,23),-0.0149762 # DEPENDENCYPART_SIBL
(17,7),(17,25),0.03885 # DEPENDENCYPART_SIBL
(17,7),(17,26),0.0233542 # DEPENDENCYPART_SIBL
(17,7),(17,27),0.0287778 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0240688 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.000301402 # DEPENDENCYPART_SIBL
(17,8),(17,11),-1.38485e-05 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.0262901 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.000295807 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.040368 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.0212769 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.114509 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.0154818 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.185911 # DEPENDENCYPART_SIBL
(17,8),(17,20),0.0989407 # DEPENDENCYPART_SIBL
(17,8),(17,21),0.117118 # DEPENDENCYPART_SIBL
(17,8),(17,22),-0.0163021 # DEPENDENCYPART_SIBL
(17,8),(17,23),0.0151973 # DEPENDENCYPART_SIBL
(17,8),(17,25),-0.021613 # DEPENDENCYPART_SIBL
(17,8),(17,26),0.0738187 # DEPENDENCYPART_SIBL
(17,8),(17,27),0.111569 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.0437373 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.0247094 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0296105 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0437429 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.00652392 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0478151 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0285877 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.100643 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.0832452 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0333013 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.0709121 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.00890032 # DEPENDENCYPART_SIBL
(17,9),(17,23),0.100358 # DEPENDENCYPART_SIBL
(17,9),(17,25),-0.0298393 # DEPENDENCYPART_SIBL
(17,9),(17,26),-0.0128229 # DEPENDENCYPART_SIBL
(17,9),(17,27),0.0573324 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0182173 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0487895 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.152959 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0322079 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0208461 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0423745 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.013205 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.0491086 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0477907 # DEPENDENCYPART_SIBL
(17,10),(17,21),0.0304223 # DEPENDENCYPART_SIBL
(17,10),(17,22),-0.0305823 # DEPENDENCYPART_SIBL
(17,10),(17,23),0.0121052 # DEPENDENCYPART_SIBL
(17,10),(17,25),-0.0415528 # DEPENDENCYPART_SIBL
(17,10),(17,26),-0.0162884 # DEPENDENCYPART_SIBL
(17,10),(17,27),0.0178329 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.00173253 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.0166675 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0332503 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0358004 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.0341327 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.011019 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.0655421 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0761114 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.0497795 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.0176046 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.0113035 # DEPENDENCYPART_SIBL
(17,11),(17,25),-0.0181461 # DEPENDENCYPART_SIBL
(17,11),(17,26),-0.018302 # DEPENDENCYPART_SIBL
(17,11),(17,27),0.0278136 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0437481 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.00653251 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0478219 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0285979 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.100467 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.0834424 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.032908 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.0711092 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0119421 # DEPENDENCYPART_SIBL
(17,12),(17,23),0.100182 # DEPENDENCYPART_SIBL
(17,12),(17,25),-0.0303294 # DEPENDENCYPART_SIBL
(17,12),(17,26),-0.0130482 # DEPENDENCYPART_SIBL
(17,12),(17,27),0.0575295 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0322464 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0208501 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0423745 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0131986 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0493147 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0477842 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0306284 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0308738 # DEPENDENCYPART_SIBL
(17,13),(17,23),0.0120988 # DEPENDENCYPART_SIBL
(17,13),(17,25),-0.0417746 # DEPENDENCYPART_SIBL
(17,13),(17,26),-0.0162921 # DEPENDENCYPART_SIBL
(17,13),(17,27),0.018039 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.00602697 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.107269 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0136152 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0948258 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0148966 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.0645704 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.00922807 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0188022 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.0185696 # DEPENDENCYPART_SIBL
(17,14),(17,26),0.0197278 # DEPENDENCYPART_SIBL
(17,14),(17,27),0.0577275 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.113987 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0376015 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0150196 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.110987 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.00224893 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0314453 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0387015 # DEPENDENCYPART_SIBL
(17,15),(17,25),-0.0491787 # DEPENDENCYPART_SIBL
(17,15),(17,26),-0.00499566 # DEPENDENCYPART_SIBL
(17,15),(17,27),-0.00330403 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0323373 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.199348 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0587641 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.169417 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0127275 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.0444689 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.00215275 # DEPENDENCYPART_SIBL
(17,16),(17,26),-0.015152 # DEPENDENCYPART_SIBL
(17,16),(17,27),0.17118 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0374599 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0329101 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0417463 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.148857 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.108398 # DEPENDENCYPART_SIBL
(17,18),(17,25),-5.48291e-05 # DEPENDENCYPART_SIBL
(17,18),(17,26),-0.0113518 # DEPENDENCYPART_SIBL
(17,18),(17,27),-0.0380798 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0192403 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.237014 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.209497 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.11887 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.0407438 # DEPENDENCYPART_SIBL
(17,19),(17,26),0.015256 # DEPENDENCYPART_SIBL
(17,19),(17,27),-0.232766 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0449276 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.239777 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.111787 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.0298933 # DEPENDENCYPART_SIBL
(17,20),(17,26),-0.0144426 # DEPENDENCYPART_SIBL
(17,20),(17,27),-0.0376937 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.216702 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.124913 # DEPENDENCYPART_SIBL
(17,21),(17,25),-0.0474626 # DEPENDENCYPART_SIBL
(17,21),(17,26),0.0108543 # DEPENDENCYPART_SIBL
(17,21),(17,27),-0.24003 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.0559028 # DEPENDENCYPART_SIBL
(17,22),(17,25),-0.0134189 # DEPENDENCYPART_SIBL
(17,22),(17,26),-0.0294578 # DEPENDENCYPART_SIBL
(17,22),(17,27),-0.0150708 # DEPENDENCYPART_SIBL
(17,23),(17,25),0.00293361 # DEPENDENCYPART_SIBL
(17,23),(17,26),-0.00836312 # DEPENDENCYPART_SIBL
(17,23),(17,27),-0.0350911 # DEPENDENCYPART_SIBL
(17,25),(17,26),-0.00488142 # DEPENDENCYPART_SIBL
(17,25),(17,27),-0.0687197 # DEPENDENCYPART_SIBL
(17,26),(17,27),0.00175498 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0402919 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.110694 # DEPENDENCYPART_SIBL
(18,19),(18,27),-0.109516 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.00650039 # DEPENDENCYPART_SIBL
(18,20),(18,27),0.00887176 # DEPENDENCYPART_SIBL
(18,21),(18,27),-0.11057 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.00903654 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0169392 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.027171 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0281772 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.0065566 # DEPENDENCYPART_SIBL
(19,18),(19,26),-0.0148993 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0122374 # DEPENDENCYPART_SIBL
