# _root_ Στους πρόποδές του , αξίζει να επισκεφθείτε το Δασικό Χωριό της Ελευθερούπολης , στο οποίο μπορείτε να κλείσετε και δωμάτιο για διαμονή .
#goldHeads=5,1,2,5,0,7,5,10,10,7,12,10,7,18,14,10,18,16,18,18,20,21,0,
#predictedHeads=5,1,2,5,0,7,5,10,10,7,12,10,16,16,14,10,18,16,20,18,20,21,0,
(7,4),(7,5),-0.00376095 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.125831 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0320988 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0238843 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.00178869 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.00178869 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0484043 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0138308 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.00967073 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.00967073 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0112604 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.00178869 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0277766 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.0631843 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.173541 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0140389 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0166325 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0166659 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0166659 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0126831 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0260141 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.055652 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.055652 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0342112 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0166659 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.00610772 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.0348115 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0610233 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0483615 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.132346 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.132346 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.00104684 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.096707 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0430131 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0430131 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0133322 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.132346 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.0981705 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.0819254 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0599666 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0274642 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0274642 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0202435 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0250806 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0133904 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0133904 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0877545 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0274642 # DEPENDENCYPART_SIBL
(7,8),(7,21),0.0199241 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.0379811 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0347763 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0347763 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.00978192 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0381837 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.00740661 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.00740661 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.145743 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0347763 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.030929 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.065941 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.226957 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0110974 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0301378 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.035339 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0353381 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.202952 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.226957 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0160067 # DEPENDENCYPART_SIBL
(7,10),(7,23),-0.0709782 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0110974 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0301378 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.035339 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0353381 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.202952 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.226957 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.0160067 # DEPENDENCYPART_SIBL
(7,12),(7,23),-0.0709782 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0129159 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.00617283 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.00617283 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0359715 # DEPENDENCYPART_SIBL
(7,13),(7,20),0.00359088 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.0021051 # DEPENDENCYPART_SIBL
(7,13),(7,23),-0.11007 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0170632 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0170632 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.232556 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.0293256 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.0591382 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.0115461 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.193936 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.18632 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.0649793 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.0148543 # DEPENDENCYPART_SIBL
(7,16),(7,23),0.0239858 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.18632 # DEPENDENCYPART_SIBL
(7,18),(7,20),-0.0649793 # DEPENDENCYPART_SIBL
(7,18),(7,21),0.0148543 # DEPENDENCYPART_SIBL
(7,18),(7,23),0.0190953 # DEPENDENCYPART_SIBL
(7,19),(7,20),-0.0113798 # DEPENDENCYPART_SIBL
(7,19),(7,21),-0.00104485 # DEPENDENCYPART_SIBL
(7,19),(7,23),0.0194809 # DEPENDENCYPART_SIBL
(7,20),(7,21),-0.0160074 # DEPENDENCYPART_SIBL
(7,20),(7,23),-0.0709782 # DEPENDENCYPART_SIBL
(7,21),(7,23),-0.0176498 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0311038 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0755704 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0755704 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0138552 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0598439 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0598439 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0224929 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.108488 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0366579 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0366579 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0574384 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.170916 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0150472 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.02645 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.026681 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.192008 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0119628 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0124778 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.0124778 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0268394 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.00371876 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.169414 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0287336 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0272897 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00619199 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.026639 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0135896 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0947875 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0947875 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0236468 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0149053 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0217503 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0187609 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.044392 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0757684 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0470456 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.00136713 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.00136713 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0155094 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0358704 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0459059 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.00931857 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0183013 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.00152576 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0121198 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0121198 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.00880384 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0159995 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0134078 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0320963 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0229871 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.00443981 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.00444069 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.05838 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0227611 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0398964 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0616711 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.00835581 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.00835845 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.173872 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.00499425 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.00648633 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0166581 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0166589 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.000719687 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.00369908 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.00284836 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.00284748 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.103818 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.0271642 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0925383 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0726298 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.0455989 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0726282 # DEPENDENCYPART_SIBL
(10,18),(10,21),0.0456005 # DEPENDENCYPART_SIBL
(10,19),(10,21),0.0236906 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0185274 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.451126 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0757684 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0470456 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.00136713 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0971456 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0120242 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.026066 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.000152955 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.057489 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0058115 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0405953 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.00648633 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0166581 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.00284836 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.338128 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.0611963 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0610782 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0199174 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.00371864 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.00371864 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.00417647 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.246491 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.246722 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0678593 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.186654 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.186654 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0314063 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.102531 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.018688 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0153298 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0153298 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0702826 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.018688 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0153298 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0153298 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0712762 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.021302 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.021302 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0635685 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.00371864 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.00417647 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.00417647 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0347473 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0404 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0260102 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.112237 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.196326 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.188723 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.00280768 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.00280768 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.139261 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.00888783 # DEPENDENCYPART_SIBL
(16,1),(16,4),0.046442 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.0113789 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.0113926 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.00103917 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.00888783 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0442313 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.00888783 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.046442 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0234794 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.123964 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.00426744 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.00379674 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.00250745 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.00102921 # DEPENDENCYPART_SIBL
(16,1),(16,21),0.00113103 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.00195489 # DEPENDENCYPART_SIBL
(16,1),(16,23),-0.0384561 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0401423 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.023562 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.023569 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.0590467 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.181366 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.088303 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.181366 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0401423 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0310571 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.146024 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.0306757 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0114866 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.00895804 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.00996598 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.0279619 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.0103163 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.017047 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.00374286 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.00340045 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.00502159 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.00336511 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.028539 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.00336511 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0106972 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.025103 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.0385732 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.0127591 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0125009 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.0111315 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.00128132 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.0272762 # DEPENDENCYPART_SIBL
(16,4),(16,22),0.000734171 # DEPENDENCYPART_SIBL
(16,4),(16,23),-0.067543 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.121544 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.0635523 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0748774 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0661213 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.0748774 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.00994173 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0144474 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.129263 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0216691 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0529894 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0339228 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0134202 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.00690106 # DEPENDENCYPART_SIBL
(16,5),(16,22),-0.0139626 # DEPENDENCYPART_SIBL
(16,5),(16,23),-0.0390098 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.0621629 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.073488 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.0647985 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.073488 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.00754573 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.013058 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.127874 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0216612 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.052754 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0295795 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.0134766 # DEPENDENCYPART_SIBL
(16,7),(16,21),0.00807747 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.014019 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.0390164 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0555165 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.037436 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0555165 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.00230779 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.024842 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0666417 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.00647007 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0234777 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.00840329 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.00154277 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.0114421 # DEPENDENCYPART_SIBL
(16,9),(16,22),0.000970528 # DEPENDENCYPART_SIBL
(16,9),(16,23),-0.042412 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.088303 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.181366 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0401423 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0310571 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.146024 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0306757 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0114866 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.00895804 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.00996598 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0279619 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.0103163 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.017047 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.00146304 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0185687 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0114229 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0329408 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0318876 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0299897 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0498921 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0203721 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0186772 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.020914 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.0960418 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0401423 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0310571 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.146024 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0306757 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0114866 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.00895804 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.00996598 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0279619 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.0103163 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.017047 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.025103 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0385732 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0127591 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0125009 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0111315 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.00128132 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0272762 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.000734171 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.067543 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.134566 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.011596 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.033785 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0100123 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.00739141 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0128308 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.00646573 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0392331 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0482833 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0831954 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0485232 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0456407 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0548904 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.046183 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.0781241 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.00263297 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.110992 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0675424 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0142336 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0675424 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.0562083 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.188372 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0666367 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0130122 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0666373 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.0127228 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0108794 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.000698517 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0108794 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0173913 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0147989 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.225248 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0722536 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.00990922 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.0197702 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.0722536 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0109133 # DEPENDENCYPART_SIBL
(18,1),(18,2),0.00888861 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.046442 # DEPENDENCYPART_SIBL
(18,1),(18,5),0.0113789 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.0113926 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.00103917 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.00888861 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.00888861 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.046442 # DEPENDENCYPART_SIBL
