# _root_ Σημειώνεται πάντως ότι το " νέο , ευέλικτο Σύμφωνο Σταθερότητας " δίνει μεγαλύτερη έμφαση στο δημόσιο χρέος , κάτι το οποίο δεν ευνοεί χώρες όπως η Ελλάδα .
#goldHeads=0,1,1,9,9,7,9,7,12,9,9,3,14,12,12,17,15,12,3,21,23,23,19,23,24,27,24,0,
#predictedHeads=0,1,1,9,9,9,9,9,12,9,9,3,14,12,12,17,15,23,17,21,23,23,19,23,24,27,23,0,
(12,9),(12,16),0.0293156 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.00200591 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.00654268 # DEPENDENCYPART_SIBL
(12,9),(12,23),-0.00652781 # DEPENDENCYPART_SIBL
(12,9),(12,24),-0.00612891 # DEPENDENCYPART_SIBL
(12,9),(12,25),-0.0154352 # DEPENDENCYPART_SIBL
(12,9),(12,27),-0.00837036 # DEPENDENCYPART_SIBL
(12,9),(12,28),-0.00886657 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0767092 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.037402 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00960528 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.00139712 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0292948 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0100635 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.00257874 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.00683468 # DEPENDENCYPART_SIBL
(12,10),(12,24),0.00594052 # DEPENDENCYPART_SIBL
(12,10),(12,25),-0.0154524 # DEPENDENCYPART_SIBL
(12,10),(12,27),0.00369907 # DEPENDENCYPART_SIBL
(12,10),(12,28),-0.0108598 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0117975 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.00275261 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0541947 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.00802497 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.00432678 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.09211 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.0054027 # DEPENDENCYPART_SIBL
(12,11),(12,24),0.000164518 # DEPENDENCYPART_SIBL
(12,11),(12,25),-0.022542 # DEPENDENCYPART_SIBL
(12,11),(12,27),-0.00162664 # DEPENDENCYPART_SIBL
(12,11),(12,28),0.157534 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0364269 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0409805 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.104174 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0350551 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0157567 # DEPENDENCYPART_SIBL
(12,13),(12,23),0.00553572 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.0413159 # DEPENDENCYPART_SIBL
(12,13),(12,25),-0.0429794 # DEPENDENCYPART_SIBL
(12,13),(12,27),-0.0368 # DEPENDENCYPART_SIBL
(12,13),(12,28),-0.0697126 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0400864 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.11179 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.223226 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0112662 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.0331936 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.239185 # DEPENDENCYPART_SIBL
(12,14),(12,25),-0.00661769 # DEPENDENCYPART_SIBL
(12,14),(12,27),-0.224623 # DEPENDENCYPART_SIBL
(12,14),(12,28),-0.0702345 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.107249 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0276444 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0166339 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.0216267 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.0473897 # DEPENDENCYPART_SIBL
(12,15),(12,25),-0.0482992 # DEPENDENCYPART_SIBL
(12,15),(12,27),-0.0311207 # DEPENDENCYPART_SIBL
(12,15),(12,28),-0.018572 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0341679 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0154051 # DEPENDENCYPART_SIBL
(12,16),(12,23),0.00585287 # DEPENDENCYPART_SIBL
(12,16),(12,24),-0.0404287 # DEPENDENCYPART_SIBL
(12,16),(12,25),-0.0426661 # DEPENDENCYPART_SIBL
(12,16),(12,27),-0.0359127 # DEPENDENCYPART_SIBL
(12,16),(12,28),-0.0693608 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0112108 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.0331935 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.239185 # DEPENDENCYPART_SIBL
(12,17),(12,25),-0.00661764 # DEPENDENCYPART_SIBL
(12,17),(12,27),-0.224623 # DEPENDENCYPART_SIBL
(12,17),(12,28),-0.0702068 # DEPENDENCYPART_SIBL
(12,18),(12,23),-0.0101198 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.012396 # DEPENDENCYPART_SIBL
(12,18),(12,25),0.0243396 # DEPENDENCYPART_SIBL
(12,18),(12,27),-0.00024105 # DEPENDENCYPART_SIBL
(12,18),(12,28),-0.118177 # DEPENDENCYPART_SIBL
(12,23),(12,24),-0.0749198 # DEPENDENCYPART_SIBL
(12,23),(12,25),-0.0190165 # DEPENDENCYPART_SIBL
(12,23),(12,27),-0.0658986 # DEPENDENCYPART_SIBL
(12,23),(12,28),0.0154764 # DEPENDENCYPART_SIBL
(12,24),(12,25),-0.0102297 # DEPENDENCYPART_SIBL
(12,24),(12,27),-0.228114 # DEPENDENCYPART_SIBL
(12,24),(12,28),-0.0833959 # DEPENDENCYPART_SIBL
(12,25),(12,27),0.0459187 # DEPENDENCYPART_SIBL
(12,25),(12,28),-0.0275541 # DEPENDENCYPART_SIBL
(12,27),(12,28),-0.0735514 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0954209 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0371737 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0736148 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0969656 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0365912 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0227599 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.108497 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0156712 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.00887176 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.00619851 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0216278 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.0140085 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.0183367 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.125866 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.01819 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0451997 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.00331336 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.0446174 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.075604 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.0773581 # DEPENDENCYPART_SIBL
(14,4),(14,23),0.00159558 # DEPENDENCYPART_SIBL
(14,4),(14,25),-0.0498499 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0232938 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.024176 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0490481 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.00714467 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.00236402 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0259343 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0105663 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0171062 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.137805 # DEPENDENCYPART_SIBL
(14,8),(14,23),0.0129561 # DEPENDENCYPART_SIBL
(14,8),(14,25),0.0110101 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0169639 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0227184 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0213009 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.026534 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.00926409 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.00220724 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0101114 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0310099 # DEPENDENCYPART_SIBL
(14,9),(14,23),-0.00169583 # DEPENDENCYPART_SIBL
(14,9),(14,25),-0.0221822 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0220785 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0212964 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0248032 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.00752927 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.013376 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.00790577 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0292713 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.00026187 # DEPENDENCYPART_SIBL
(14,10),(14,25),-0.0204438 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0207815 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0811398 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0789272 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0862508 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.264723 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0752496 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.0887377 # DEPENDENCYPART_SIBL
(14,11),(14,25),0.0691352 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0167501 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0349403 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.01432 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.00314847 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.129564 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.02099 # DEPENDENCYPART_SIBL
(14,13),(14,25),0.0248609 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0301104 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0103738 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0176391 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0285905 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.00292511 # DEPENDENCYPART_SIBL
(14,15),(14,25),0.0354699 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.032069 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0393846 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0432991 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.0155115 # DEPENDENCYPART_SIBL
(14,16),(14,25),0.01006 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.039897 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0444502 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.00835679 # DEPENDENCYPART_SIBL
(14,17),(14,25),0.0793807 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.00678782 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.0165359 # DEPENDENCYPART_SIBL
(14,18),(14,25),0.181882 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.0542456 # DEPENDENCYPART_SIBL
(14,19),(14,25),0.0319939 # DEPENDENCYPART_SIBL
(14,23),(14,25),0.0987511 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0713113 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0218827 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0309244 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.169037 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0656685 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.122932 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0748289 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0467832 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.00569082 # DEPENDENCYPART_SIBL
(16,14),(16,24),0.0709063 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0469429 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.00973728 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.112259 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.0232468 # DEPENDENCYPART_SIBL
(16,18),(16,24),0.0541142 # DEPENDENCYPART_SIBL
(16,23),(16,24),0.000469347 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.023273 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.00862568 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.000245296 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.00195345 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.130823 # DEPENDENCYPART_SIBL
(17,13),(17,23),0.0197309 # DEPENDENCYPART_SIBL
(17,13),(17,24),0.00964687 # DEPENDENCYPART_SIBL
(17,13),(17,25),0.0236018 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0155628 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0221949 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.00854462 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0291614 # DEPENDENCYPART_SIBL
(17,14),(17,23),0.0001526 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.00116493 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.0203341 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.00762745 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0458025 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0360925 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0316485 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.0400474 # DEPENDENCYPART_SIBL
(17,15),(17,25),-0.00964705 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0196086 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.13793 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.0180947 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.00151054 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.0164962 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.00690922 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.0166589 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.0574982 # DEPENDENCYPART_SIBL
(17,18),(17,25),0.182003 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0542439 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.0966352 # DEPENDENCYPART_SIBL
(17,19),(17,25),0.0319939 # DEPENDENCYPART_SIBL
(17,23),(17,24),0.0184598 # DEPENDENCYPART_SIBL
(17,23),(17,25),0.0987519 # DEPENDENCYPART_SIBL
(17,24),(17,25),0.0783783 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.226703 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.0187633 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0154139 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.00425133 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0186882 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0153298 # DEPENDENCYPART_SIBL
(18,1),(18,23),0.261808 # DEPENDENCYPART_SIBL
(18,1),(18,24),0.051492 # DEPENDENCYPART_SIBL
(18,1),(18,25),0.171087 # DEPENDENCYPART_SIBL
(18,1),(18,27),0.0501267 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0711302 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.187351 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.00596296 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0673436 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.186654 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.00548204 # DEPENDENCYPART_SIBL
(18,7),(18,24),0.0229528 # DEPENDENCYPART_SIBL
(18,7),(18,25),0.0153076 # DEPENDENCYPART_SIBL
(18,7),(18,27),0.0225062 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0211833 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0287611 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.018212 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0212684 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.0888604 # DEPENDENCYPART_SIBL
(18,13),(18,24),0.112002 # DEPENDENCYPART_SIBL
(18,13),(18,25),0.113164 # DEPENDENCYPART_SIBL
(18,13),(18,27),0.116399 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0346926 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0200059 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.00162024 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.0246555 # DEPENDENCYPART_SIBL
(18,14),(18,24),0.2087 # DEPENDENCYPART_SIBL
(18,14),(18,25),0.0361647 # DEPENDENCYPART_SIBL
(18,14),(18,27),0.213828 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0538627 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0336334 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0527646 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.0864897 # DEPENDENCYPART_SIBL
(18,15),(18,25),0.140631 # DEPENDENCYPART_SIBL
(18,15),(18,27),0.0870062 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0211808 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.0918128 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.112562 # DEPENDENCYPART_SIBL
(18,16),(18,25),0.113487 # DEPENDENCYPART_SIBL
(18,16),(18,27),0.116958 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0250001 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.209951 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.0365097 # DEPENDENCYPART_SIBL
(18,17),(18,27),0.215079 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.00661079 # DEPENDENCYPART_SIBL
(18,23),(18,25),0.0248571 # DEPENDENCYPART_SIBL
(18,23),(18,27),-0.00646972 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.0727153 # DEPENDENCYPART_SIBL
(18,24),(18,27),-0.0457408 # DEPENDENCYPART_SIBL
(18,25),(18,27),0.0518417 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.00351864 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0219143 # DEPENDENCYPART_SIBL
(23,1),(23,2),-0.00685986 # DEPENDENCYPART_SIBL
(23,1),(23,3),-0.0444561 # DEPENDENCYPART_SIBL
(23,1),(23,6),-0.0621669 # DEPENDENCYPART_SIBL
(23,1),(23,8),-0.0624986 # DEPENDENCYPART_SIBL
(23,1),(23,9),-0.0734873 # DEPENDENCYPART_SIBL
(23,1),(23,10),-0.0734873 # DEPENDENCYPART_SIBL
(23,1),(23,12),-0.120401 # DEPENDENCYPART_SIBL
(23,1),(23,13),-0.0624803 # DEPENDENCYPART_SIBL
(23,1),(23,14),-0.0734873 # DEPENDENCYPART_SIBL
(23,1),(23,15),-0.013058 # DEPENDENCYPART_SIBL
(23,1),(23,16),-0.0621629 # DEPENDENCYPART_SIBL
(23,1),(23,17),-0.0734873 # DEPENDENCYPART_SIBL
(23,1),(23,18),-0.00752377 # DEPENDENCYPART_SIBL
(23,1),(23,19),-0.129095 # DEPENDENCYPART_SIBL
(23,1),(23,20),-0.0473619 # DEPENDENCYPART_SIBL
(23,1),(23,21),-0.127874 # DEPENDENCYPART_SIBL
(23,1),(23,22),-0.0401875 # DEPENDENCYPART_SIBL
(23,1),(23,24),-0.00448515 # DEPENDENCYPART_SIBL
(23,1),(23,25),-0.0267545 # DEPENDENCYPART_SIBL
(23,1),(23,27),-0.0182935 # DEPENDENCYPART_SIBL
(23,1),(23,28),-0.0376651 # DEPENDENCYPART_SIBL
(23,2),(23,3),-0.00583308 # DEPENDENCYPART_SIBL
(23,2),(23,6),-0.0220995 # DEPENDENCYPART_SIBL
(23,2),(23,8),-0.0220957 # DEPENDENCYPART_SIBL
(23,2),(23,9),0.0135658 # DEPENDENCYPART_SIBL
(23,2),(23,10),0.0135596 # DEPENDENCYPART_SIBL
(23,2),(23,12),-0.015976 # DEPENDENCYPART_SIBL
(23,2),(23,13),-0.0237835 # DEPENDENCYPART_SIBL
(23,2),(23,14),0.0135658 # DEPENDENCYPART_SIBL
(23,2),(23,15),-0.013492 # DEPENDENCYPART_SIBL
(23,2),(23,16),-0.0220957 # DEPENDENCYPART_SIBL
(23,2),(23,17),0.0135658 # DEPENDENCYPART_SIBL
(23,2),(23,18),0.00878948 # DEPENDENCYPART_SIBL
(23,2),(23,19),-0.0642209 # DEPENDENCYPART_SIBL
(23,2),(23,20),0.0187375 # DEPENDENCYPART_SIBL
(23,2),(23,21),-0.0617923 # DEPENDENCYPART_SIBL
(23,2),(23,22),0.10715 # DEPENDENCYPART_SIBL
(23,2),(23,24),-0.0067542 # DEPENDENCYPART_SIBL
(23,2),(23,25),-0.0133936 # DEPENDENCYPART_SIBL
(23,2),(23,27),-0.0162273 # DEPENDENCYPART_SIBL
(23,2),(23,28),-0.0380825 # DEPENDENCYPART_SIBL
(23,3),(23,6),-0.0600894 # DEPENDENCYPART_SIBL
(23,3),(23,8),-0.0600856 # DEPENDENCYPART_SIBL
(23,3),(23,9),-0.0673015 # DEPENDENCYPART_SIBL
(23,3),(23,10),-0.0673015 # DEPENDENCYPART_SIBL
(23,3),(23,12),-0.0539464 # DEPENDENCYPART_SIBL
(23,3),(23,13),-0.0603317 # DEPENDENCYPART_SIBL
(23,3),(23,14),-0.0673015 # DEPENDENCYPART_SIBL
(23,3),(23,15),-0.0482792 # DEPENDENCYPART_SIBL
(23,3),(23,16),-0.0603495 # DEPENDENCYPART_SIBL
(23,3),(23,17),-0.0673015 # DEPENDENCYPART_SIBL
(23,3),(23,18),-0.0378556 # DEPENDENCYPART_SIBL
(23,3),(23,19),-0.0773564 # DEPENDENCYPART_SIBL
(23,3),(23,20),-0.0320392 # DEPENDENCYPART_SIBL
(23,3),(23,21),-0.074702 # DEPENDENCYPART_SIBL
(23,3),(23,22),0.0139742 # DEPENDENCYPART_SIBL
(23,3),(23,24),-0.0720671 # DEPENDENCYPART_SIBL
(23,3),(23,25),-0.068241 # DEPENDENCYPART_SIBL
(23,3),(23,27),-0.0856855 # DEPENDENCYPART_SIBL
(23,3),(23,28),-0.0863756 # DEPENDENCYPART_SIBL
(23,6),(23,8),-0.0335363 # DEPENDENCYPART_SIBL
(23,6),(23,9),-0.0614764 # DEPENDENCYPART_SIBL
(23,6),(23,10),-0.0614764 # DEPENDENCYPART_SIBL
(23,6),(23,12),-0.0422923 # DEPENDENCYPART_SIBL
(23,6),(23,13),-0.0337825 # DEPENDENCYPART_SIBL
(23,6),(23,14),-0.0614769 # DEPENDENCYPART_SIBL
(23,6),(23,15),-0.0292063 # DEPENDENCYPART_SIBL
(23,6),(23,16),-0.0336535 # DEPENDENCYPART_SIBL
(23,6),(23,17),-0.0614764 # DEPENDENCYPART_SIBL
(23,6),(23,18),-0.0184646 # DEPENDENCYPART_SIBL
(23,6),(23,19),-0.0726073 # DEPENDENCYPART_SIBL
(23,6),(23,20),-0.0225978 # DEPENDENCYPART_SIBL
(23,6),(23,21),-0.0681697 # DEPENDENCYPART_SIBL
(23,6),(23,22),0.0259805 # DEPENDENCYPART_SIBL
(23,6),(23,24),-0.000348814 # DEPENDENCYPART_SIBL
(23,6),(23,25),-0.0283646 # DEPENDENCYPART_SIBL
(23,6),(23,27),-0.00373288 # DEPENDENCYPART_SIBL
(23,6),(23,28),-0.0495355 # DEPENDENCYPART_SIBL
(23,8),(23,9),-0.0555157 # DEPENDENCYPART_SIBL
(23,8),(23,10),-0.0555158 # DEPENDENCYPART_SIBL
(23,8),(23,12),-0.0375911 # DEPENDENCYPART_SIBL
(23,8),(23,13),-0.028629 # DEPENDENCYPART_SIBL
(23,8),(23,14),-0.0555163 # DEPENDENCYPART_SIBL
(23,8),(23,15),-0.0248488 # DEPENDENCYPART_SIBL
(23,8),(23,16),-0.0285 # DEPENDENCYPART_SIBL
(23,8),(23,17),-0.0555157 # DEPENDENCYPART_SIBL
(23,8),(23,18),-0.00230779 # DEPENDENCYPART_SIBL
(23,8),(23,19),-0.0710793 # DEPENDENCYPART_SIBL
(23,8),(23,20),-0.0181014 # DEPENDENCYPART_SIBL
(23,8),(23,21),-0.0666417 # DEPENDENCYPART_SIBL
(23,8),(23,22),0.030345 # DEPENDENCYPART_SIBL
(23,8),(23,24),-0.00020837 # DEPENDENCYPART_SIBL
(23,8),(23,25),-0.0291247 # DEPENDENCYPART_SIBL
(23,8),(23,27),-0.00359244 # DEPENDENCYPART_SIBL
(23,8),(23,28),-0.0410685 # DEPENDENCYPART_SIBL
(23,9),(23,10),-0.182126 # DEPENDENCYPART_SIBL
(23,9),(23,12),-0.0245561 # DEPENDENCYPART_SIBL
(23,9),(23,13),-0.0593037 # DEPENDENCYPART_SIBL
(23,9),(23,14),-0.181033 # DEPENDENCYPART_SIBL
(23,9),(23,15),-0.0310571 # DEPENDENCYPART_SIBL
(23,9),(23,16),-0.0590548 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.181379 # DEPENDENCYPART_SIBL
(23,9),(23,18),-0.0401549 # DEPENDENCYPART_SIBL
(23,9),(23,19),-0.149894 # DEPENDENCYPART_SIBL
(23,9),(23,20),-0.0647448 # DEPENDENCYPART_SIBL
(23,9),(23,21),-0.146024 # DEPENDENCYPART_SIBL
(23,9),(23,22),0.11981 # DEPENDENCYPART_SIBL
(23,9),(23,24),-0.0156987 # DEPENDENCYPART_SIBL
(23,9),(23,25),-0.0191458 # DEPENDENCYPART_SIBL
(23,9),(23,27),-0.0179402 # DEPENDENCYPART_SIBL
(23,9),(23,28),-0.0157035 # DEPENDENCYPART_SIBL
(23,10),(23,12),-0.0248416 # DEPENDENCYPART_SIBL
(23,10),(23,13),-0.0592956 # DEPENDENCYPART_SIBL
(23,10),(23,14),-0.181021 # DEPENDENCYPART_SIBL
(23,10),(23,15),-0.0310573 # DEPENDENCYPART_SIBL
(23,10),(23,16),-0.0590468 # DEPENDENCYPART_SIBL
(23,10),(23,17),-0.181366 # DEPENDENCYPART_SIBL
(23,10),(23,18),-0.0414097 # DEPENDENCYPART_SIBL
(23,10),(23,19),-0.149894 # DEPENDENCYPART_SIBL
(23,10),(23,20),-0.064756 # DEPENDENCYPART_SIBL
(23,10),(23,21),-0.146024 # DEPENDENCYPART_SIBL
(23,10),(23,22),0.11981 # DEPENDENCYPART_SIBL
(23,10),(23,24),-0.0036293 # DEPENDENCYPART_SIBL
(23,10),(23,25),-0.0191631 # DEPENDENCYPART_SIBL
(23,10),(23,27),-0.00587076 # DEPENDENCYPART_SIBL
(23,10),(23,28),-0.0176968 # DEPENDENCYPART_SIBL
(23,12),(23,13),-0.0628135 # DEPENDENCYPART_SIBL
(23,12),(23,14),-0.0738877 # DEPENDENCYPART_SIBL
