# _root_ Λυπάμαι πολύ , κύριε Ύπατε Εκπρόσωπε , που δεν μπορώ να συμμεριστώ ούτε καν τη μετριασμένη αισιοδοξία σας .
#goldHeads=0,1,6,6,6,1,6,1,10,8,12,10,12,12,17,17,12,17,0,
#predictedHeads=0,1,1,6,6,1,10,10,10,6,12,10,12,13,17,17,12,17,0,
(6,1),(6,7),-0.0117026 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.126171 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0971828 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0949887 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0270794 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.00126357 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.020869 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0344341 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.032424 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.01458 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.115984 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.00821348 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.00896579 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.00549426 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.00988714 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.157543 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0316353 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.226258 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.104505 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0259914 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0202333 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.00161987 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0171015 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.000980723 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.144862 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.103832 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0239443 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0255948 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0135265 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.00481658 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0208277 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.254023 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0187731 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0192839 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0363781 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0171337 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.00502133 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0157753 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0166558 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0191234 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0644825 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0651302 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0647461 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0918237 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0106715 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0925373 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0412385 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0552042 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0411973 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0552042 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.00653835 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.00908987 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.2267 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0317582 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.018688 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0155156 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0209492 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.262872 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.260897 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0764245 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.173182 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.0336199 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.0503607 # DEPENDENCYPART_SIBL
(7,1),(7,19),0.0137386 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.178137 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0197597 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0242326 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0363828 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.00225308 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0844148 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0851493 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0760558 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.104388 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.0502013 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0981458 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.0112419 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.186316 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0720681 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.181528 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0685289 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.000294162 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.00548204 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.00605693 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0407122 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0613692 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.0246367 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0652742 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0313214 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0233762 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.00302207 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0122711 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0141208 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0671819 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0458269 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0155431 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.201831 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.0168366 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0211117 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.023689 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0888758 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0893515 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0782879 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0968774 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.239075 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.12049 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0319803 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.00584361 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.019172 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0210217 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0824551 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0565599 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0247199 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.215335 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.00915407 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0355003 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.035403 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.02276 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0165919 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.00437904 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.065938 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0112849 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.134611 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0352793 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0153358 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0139112 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.00647122 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.131392 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0352381 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0153358 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0139112 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.00646932 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.127646 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0214971 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0193688 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.023292 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0993276 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0018045 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.00996348 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.000110588 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.00859254 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.00265444 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.102618 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0211991 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0149639 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.140973 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0146829 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.00976614 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0755124 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.062525 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0712449 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.00976614 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.216023 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0402183 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0242681 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0571122 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.000815019 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.00391579 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0145298 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0114714 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0362319 # DEPENDENCYPART_SIBL
(10,2),(10,3),2.05587e-06 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.00409793 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0345625 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.00874801 # DEPENDENCYPART_SIBL
(10,2),(10,7),2.05587e-06 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.174575 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0998782 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.010723 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0311829 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.00103627 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.00619128 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.031938 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0164031 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0534339 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0258413 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.00570326 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.00384224 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0160869 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0168868 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0151904 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.000283043 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0314679 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.00658337 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0411413 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0369968 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0118434 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.080826 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0610328 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.184096 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0579398 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.28453 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.117299 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0278761 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0160707 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.00738521 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.00291057 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0222385 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0124984 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.000751993 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0534471 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.00547052 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.160535 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0301417 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.00633601 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0239328 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.00485604 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0239656 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0926713 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.00101174 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0397646 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0426781 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.280456 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.127987 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.034776 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0128452 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0283599 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.00906471 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0307079 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.00624031 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.00568466 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0168868 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0151904 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.000283043 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0314679 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.00658337 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0411413 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0369968 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0118434 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.080826 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.231283 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0240032 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0730512 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0113047 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0413573 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0198597 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.00305127 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0505355 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0812568 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0650708 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0217255 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0934809 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0932338 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.10214 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0435193 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.00451741 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0317434 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0338789 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0792341 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0675542 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0545044 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0832564 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0243634 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.107644 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0653553 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0175918 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.065291 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0882253 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0690302 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0240414 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0685169 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.00970618 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0342166 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0343082 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.066347 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0722262 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0146521 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.00752657 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0754502 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0621654 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0711827 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.00752657 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.214331 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0401875 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.12029 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.162135 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.00154614 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.00309033 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0164694 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0134058 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.0376652 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.00218885 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.00415963 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0342137 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.00880972 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.00218885 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.172894 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0998983 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0211171 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0816331 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.000144453 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.00342134 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0319248 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0163852 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0529141 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.028796 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.0092228 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.000887475 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0106972 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0239426 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0122857 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.00383567 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.121372 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.00908033 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0213509 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0238806 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.00128132 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0661995 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0607041 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.184065 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0557925 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.28287 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.117299 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.026056 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.00278851 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.00864645 # DEPENDENCYPART_SIBL
(12,4),(12,14),-9.20207e-05 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.0223016 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0124297 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.00132168 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0534157 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.00332328 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.158875 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0301417 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.037683 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0549209 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.00610491 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0211454 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0927375 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.00108258 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0391901 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0405309 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.278796 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.127987 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0229041 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0049364 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0296212 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0118833 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.030771 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.00617162 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.00511497 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0239426 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0122857 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.00383567 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.121372 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.00908033 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0213509 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0238806 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.00128132 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0661995 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.231283 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.128582 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.288355 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.00838906 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0458521 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0216005 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.00479672 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0482883 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.202789 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0169052 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0228836 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0962349 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0932338 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.102144 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0430128 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.162135 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.00299516 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.00382885 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0175201 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0144863 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0384033 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0975357 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0212934 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0484436 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.1396 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.090899 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0652557 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0882054 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0690087 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0244963 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0661574 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0120685 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0314402 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0343066 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0659319 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0718082 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.031093 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.095068 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.100356 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0706869 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0968771 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.095068 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.066849 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0664418 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0270357 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0907395 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0269948 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.00824327 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.022276 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0237754 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.00311808 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.0194021 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.00710777 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0207909 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.00276458 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0194021 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0154471 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0309169 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.00987331 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0225722 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.0099143 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0305814 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.017174 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.00504679 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.0221367 # DEPENDENCYPART_SIBL
