# _root_ Από την δεκαετία του '70 , η Κως έχει μετατραπεί σε σημαντικό τουριστικό προορισμό και έχει δει το τοπίο της να αλλάζει , με την ανέγερση πολυτελών ξενοδοχειακών θερέτρων πάνω στις κατάλευκες αμμουδιές της .
#goldHeads=10,3,1,5,3,15,8,15,10,15,10,14,14,11,0,17,15,19,22,19,22,17,24,22,26,24,29,29,26,26,30,33,31,33,0,
#predictedHeads=10,3,1,5,3,10,8,15,10,15,10,14,14,11,0,17,15,19,17,19,22,19,22,22,26,24,29,29,26,29,30,33,31,33,0,
(16,22),(16,23),0.0211308 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.00391474 # DEPENDENCYPART_SIBL
(16,23),(16,24),0.0103321 # DEPENDENCYPART_SIBL
(17,1),(17,3),0.027013 # DEPENDENCYPART_SIBL
(17,1),(17,5),-0.00274875 # DEPENDENCYPART_SIBL
(17,1),(17,6),0.0773336 # DEPENDENCYPART_SIBL
(17,1),(17,8),0.0272273 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.0697557 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.0274914 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.0194314 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.0107969 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.0120774 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.0264166 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.00592077 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.0697557 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.0133593 # DEPENDENCYPART_SIBL
(17,1),(17,19),0.0106828 # DEPENDENCYPART_SIBL
(17,1),(17,21),0.0135872 # DEPENDENCYPART_SIBL
(17,1),(17,22),0.0314401 # DEPENDENCYPART_SIBL
(17,1),(17,23),-0.00896062 # DEPENDENCYPART_SIBL
(17,1),(17,24),-0.00314006 # DEPENDENCYPART_SIBL
(17,1),(17,26),0.0106829 # DEPENDENCYPART_SIBL
(17,1),(17,29),0.0104098 # DEPENDENCYPART_SIBL
(17,1),(17,30),0.0178982 # DEPENDENCYPART_SIBL
(17,1),(17,31),0.0197696 # DEPENDENCYPART_SIBL
(17,1),(17,33),0.00489339 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.046983 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.0424559 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.184907 # DEPENDENCYPART_SIBL
(17,3),(17,9),0.034048 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.0265274 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.0229373 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.0622452 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0611001 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.185341 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.0445003 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.034048 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.0130479 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0188373 # DEPENDENCYPART_SIBL
(17,3),(17,21),0.0290463 # DEPENDENCYPART_SIBL
(17,3),(17,22),-0.0147961 # DEPENDENCYPART_SIBL
(17,3),(17,23),-0.0107659 # DEPENDENCYPART_SIBL
(17,3),(17,24),0.00721035 # DEPENDENCYPART_SIBL
(17,3),(17,26),-0.0188372 # DEPENDENCYPART_SIBL
(17,3),(17,29),-0.0137774 # DEPENDENCYPART_SIBL
(17,3),(17,30),-0.0243147 # DEPENDENCYPART_SIBL
(17,3),(17,31),0.0127981 # DEPENDENCYPART_SIBL
(17,3),(17,33),-0.0349639 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.0407426 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.0258293 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.0197061 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.0110924 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.0014429 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.0180523 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.0169078 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0261313 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.0110142 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.0197061 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.011539 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.0591298 # DEPENDENCYPART_SIBL
(17,5),(17,21),-0.00782943 # DEPENDENCYPART_SIBL
(17,5),(17,22),-0.0410393 # DEPENDENCYPART_SIBL
(17,5),(17,23),-0.0140948 # DEPENDENCYPART_SIBL
(17,5),(17,24),-0.0349839 # DEPENDENCYPART_SIBL
(17,5),(17,26),-0.0591298 # DEPENDENCYPART_SIBL
(17,5),(17,29),-0.0591298 # DEPENDENCYPART_SIBL
(17,5),(17,30),-0.031259 # DEPENDENCYPART_SIBL
(17,5),(17,31),-0.0359562 # DEPENDENCYPART_SIBL
(17,5),(17,33),-0.0649193 # DEPENDENCYPART_SIBL
(17,6),(17,8),0.000939458 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.0485017 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.00418732 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.0561728 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.00245532 # DEPENDENCYPART_SIBL
(17,6),(17,13),0.00414144 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.000643278 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.018341 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.0485017 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0332949 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.00503803 # DEPENDENCYPART_SIBL
(17,6),(17,21),0.0122467 # DEPENDENCYPART_SIBL
(17,6),(17,22),-0.0144798 # DEPENDENCYPART_SIBL
(17,6),(17,23),0.036671 # DEPENDENCYPART_SIBL
(17,6),(17,24),-0.0146831 # DEPENDENCYPART_SIBL
(17,6),(17,26),-0.00503799 # DEPENDENCYPART_SIBL
(17,6),(17,29),0.000315772 # DEPENDENCYPART_SIBL
(17,6),(17,30),-0.0340358 # DEPENDENCYPART_SIBL
(17,6),(17,31),-0.0151417 # DEPENDENCYPART_SIBL
(17,6),(17,33),-0.0113066 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.0355315 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.0250439 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0210962 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.0604042 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.059259 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.183538 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.0426592 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.0355315 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.014879 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0126394 # DEPENDENCYPART_SIBL
(17,8),(17,21),0.0309165 # DEPENDENCYPART_SIBL
(17,8),(17,22),-0.0152248 # DEPENDENCYPART_SIBL
(17,8),(17,23),-0.00893477 # DEPENDENCYPART_SIBL
(17,8),(17,24),0.0103409 # DEPENDENCYPART_SIBL
(17,8),(17,26),-0.0126393 # DEPENDENCYPART_SIBL
(17,8),(17,29),-0.0075795 # DEPENDENCYPART_SIBL
(17,8),(17,30),-0.02269 # DEPENDENCYPART_SIBL
(17,8),(17,31),0.0159286 # DEPENDENCYPART_SIBL
(17,8),(17,33),-0.028766 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.112207 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.000955302 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0578956 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0560441 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.070792 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0113576 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0997794 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.00574148 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.0367664 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.0348889 # DEPENDENCYPART_SIBL
(17,9),(17,22),0.0878454 # DEPENDENCYPART_SIBL
(17,9),(17,23),-0.018164 # DEPENDENCYPART_SIBL
(17,9),(17,24),0.0270636 # DEPENDENCYPART_SIBL
(17,9),(17,26),0.0367664 # DEPENDENCYPART_SIBL
(17,9),(17,29),0.0366999 # DEPENDENCYPART_SIBL
(17,9),(17,30),0.0308573 # DEPENDENCYPART_SIBL
(17,9),(17,31),0.00798975 # DEPENDENCYPART_SIBL
(17,9),(17,33),0.0309769 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0061725 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0658511 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0639997 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0771011 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0199731 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.110178 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0165157 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0203093 # DEPENDENCYPART_SIBL
(17,10),(17,21),0.0197164 # DEPENDENCYPART_SIBL
(17,10),(17,22),0.0466015 # DEPENDENCYPART_SIBL
(17,10),(17,23),-0.0254723 # DEPENDENCYPART_SIBL
(17,10),(17,24),-0.00883711 # DEPENDENCYPART_SIBL
(17,10),(17,26),-0.0203093 # DEPENDENCYPART_SIBL
(17,10),(17,29),-0.0203758 # DEPENDENCYPART_SIBL
(17,10),(17,30),-0.0283488 # DEPENDENCYPART_SIBL
(17,10),(17,31),-0.0177516 # DEPENDENCYPART_SIBL
(17,10),(17,33),-0.0260988 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0203604 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0190799 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.011572 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.00632117 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.0354074 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0103256 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0153631 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.00996949 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.00975636 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.0337013 # DEPENDENCYPART_SIBL
(17,11),(17,24),-0.00209145 # DEPENDENCYPART_SIBL
(17,11),(17,26),-0.0153631 # DEPENDENCYPART_SIBL
(17,11),(17,29),-0.0156362 # DEPENDENCYPART_SIBL
(17,11),(17,30),-0.0187653 # DEPENDENCYPART_SIBL
(17,11),(17,31),0.017748 # DEPENDENCYPART_SIBL
(17,11),(17,33),-0.0211526 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0337038 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0612629 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0367776 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0121746 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0126453 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0151827 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0114853 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0307589 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.00501322 # DEPENDENCYPART_SIBL
(17,12),(17,24),0.0169242 # DEPENDENCYPART_SIBL
(17,12),(17,26),-0.0151826 # DEPENDENCYPART_SIBL
(17,12),(17,29),-0.0158072 # DEPENDENCYPART_SIBL
(17,12),(17,30),-0.0439298 # DEPENDENCYPART_SIBL
(17,12),(17,31),-0.00605487 # DEPENDENCYPART_SIBL
(17,12),(17,33),-0.0225444 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0571491 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0334373 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.00770544 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.00685711 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.00256759 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0057841 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0242581 # DEPENDENCYPART_SIBL
(17,13),(17,23),0.00299589 # DEPENDENCYPART_SIBL
(17,13),(17,24),0.0215493 # DEPENDENCYPART_SIBL
(17,13),(17,26),-0.00256756 # DEPENDENCYPART_SIBL
(17,13),(17,29),-0.00319213 # DEPENDENCYPART_SIBL
(17,13),(17,30),-0.0356612 # DEPENDENCYPART_SIBL
(17,13),(17,31),-0.0013763 # DEPENDENCYPART_SIBL
(17,13),(17,33),-0.00992933 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0447551 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0327848 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0139798 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0156408 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.0300172 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0138053 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.00983402 # DEPENDENCYPART_SIBL
(17,14),(17,24),0.00799359 # DEPENDENCYPART_SIBL
(17,14),(17,26),-0.0156407 # DEPENDENCYPART_SIBL
(17,14),(17,29),-0.0105809 # DEPENDENCYPART_SIBL
(17,14),(17,30),-0.0231896 # DEPENDENCYPART_SIBL
(17,14),(17,31),0.0135813 # DEPENDENCYPART_SIBL
(17,14),(17,33),-0.0317674 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0212234 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.00149031 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.001183 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.026805 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0498587 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0320847 # DEPENDENCYPART_SIBL
(17,15),(17,24),0.0162319 # DEPENDENCYPART_SIBL
(17,15),(17,26),-0.00118297 # DEPENDENCYPART_SIBL
(17,15),(17,29),-0.00118297 # DEPENDENCYPART_SIBL
(17,15),(17,30),-0.00773118 # DEPENDENCYPART_SIBL
(17,15),(17,31),0.0207455 # DEPENDENCYPART_SIBL
(17,15),(17,33),-0.00697246 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.00574148 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0367664 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0348889 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0878454 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.018164 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.0270636 # DEPENDENCYPART_SIBL
(17,16),(17,26),0.0367664 # DEPENDENCYPART_SIBL
(17,16),(17,29),0.0366999 # DEPENDENCYPART_SIBL
(17,16),(17,30),0.0308573 # DEPENDENCYPART_SIBL
(17,16),(17,31),0.00798975 # DEPENDENCYPART_SIBL
(17,16),(17,33),0.0309769 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0255773 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.000517101 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0143766 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0244059 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.0208427 # DEPENDENCYPART_SIBL
(17,18),(17,26),-0.0255773 # DEPENDENCYPART_SIBL
(17,18),(17,29),-0.0255773 # DEPENDENCYPART_SIBL
(17,18),(17,30),-0.00480814 # DEPENDENCYPART_SIBL
(17,18),(17,31),0.0229958 # DEPENDENCYPART_SIBL
(17,18),(17,33),-0.0255773 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.00910218 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.038479 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0202773 # DEPENDENCYPART_SIBL
(17,19),(17,24),0.00959032 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.227219 # DEPENDENCYPART_SIBL
(17,19),(17,29),-0.227255 # DEPENDENCYPART_SIBL
(17,19),(17,30),0.010936 # DEPENDENCYPART_SIBL
(17,19),(17,31),0.0344603 # DEPENDENCYPART_SIBL
(17,19),(17,33),-0.227277 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.00374421 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0396445 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.0126847 # DEPENDENCYPART_SIBL
(17,21),(17,26),-0.0661298 # DEPENDENCYPART_SIBL
(17,21),(17,29),-0.0661298 # DEPENDENCYPART_SIBL
(17,21),(17,30),-0.033471 # DEPENDENCYPART_SIBL
(17,21),(17,31),-0.00844163 # DEPENDENCYPART_SIBL
(17,21),(17,33),-0.0661298 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.0181062 # DEPENDENCYPART_SIBL
(17,22),(17,24),0.0123789 # DEPENDENCYPART_SIBL
(17,22),(17,26),-0.0630911 # DEPENDENCYPART_SIBL
(17,22),(17,29),-0.0630911 # DEPENDENCYPART_SIBL
(17,22),(17,30),-0.0232192 # DEPENDENCYPART_SIBL
(17,22),(17,31),-0.0118525 # DEPENDENCYPART_SIBL
(17,22),(17,33),-0.0630911 # DEPENDENCYPART_SIBL
(17,23),(17,24),0.0330508 # DEPENDENCYPART_SIBL
(17,23),(17,26),0.00535946 # DEPENDENCYPART_SIBL
(17,23),(17,29),0.00535946 # DEPENDENCYPART_SIBL
(17,23),(17,30),-0.00898847 # DEPENDENCYPART_SIBL
(17,23),(17,31),0.0650064 # DEPENDENCYPART_SIBL
(17,23),(17,33),0.00605933 # DEPENDENCYPART_SIBL
(17,24),(17,26),-0.0207286 # DEPENDENCYPART_SIBL
(17,24),(17,29),-0.0207286 # DEPENDENCYPART_SIBL
(17,24),(17,30),-0.0304507 # DEPENDENCYPART_SIBL
(17,24),(17,31),-0.0099815 # DEPENDENCYPART_SIBL
(17,24),(17,33),-0.0207286 # DEPENDENCYPART_SIBL
(17,26),(17,29),-0.227255 # DEPENDENCYPART_SIBL
(17,26),(17,30),0.010936 # DEPENDENCYPART_SIBL
(17,26),(17,31),0.0344603 # DEPENDENCYPART_SIBL
(17,26),(17,33),-0.227277 # DEPENDENCYPART_SIBL
(17,29),(17,30),0.010936 # DEPENDENCYPART_SIBL
(17,29),(17,31),0.0344603 # DEPENDENCYPART_SIBL
(17,29),(17,33),-0.227277 # DEPENDENCYPART_SIBL
(17,30),(17,31),-0.0516144 # DEPENDENCYPART_SIBL
(17,30),(17,33),-0.000779406 # DEPENDENCYPART_SIBL
(17,31),(17,33),-0.00621188 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0121825 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0134343 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.146346 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.12127 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0808828 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.0121198 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.0183013 # DEPENDENCYPART_SIBL
(19,13),(19,24),0.0142135 # DEPENDENCYPART_SIBL
(19,13),(19,26),0.00511097 # DEPENDENCYPART_SIBL
(19,13),(19,29),0.00310621 # DEPENDENCYPART_SIBL
(19,13),(19,31),-0.0402459 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0181607 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.16571 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.022677 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0411036 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.106232 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0314664 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.0220182 # DEPENDENCYPART_SIBL
(19,16),(19,26),0.00416944 # DEPENDENCYPART_SIBL
(19,16),(19,29),0.00311352 # DEPENDENCYPART_SIBL
(19,16),(19,31),-0.0435542 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.165501 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0177148 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0361696 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0946766 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0266349 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.0266664 # DEPENDENCYPART_SIBL
(19,17),(19,26),-0.010332 # DEPENDENCYPART_SIBL
(19,17),(19,29),-0.0113879 # DEPENDENCYPART_SIBL
(19,17),(19,31),-0.0432167 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.145058 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0703737 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.00124915 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0758864 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0941084 # DEPENDENCYPART_SIBL
(19,18),(19,26),0.0338719 # DEPENDENCYPART_SIBL
(19,18),(19,29),0.0307806 # DEPENDENCYPART_SIBL
(19,18),(19,31),-0.0854504 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0358619 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.015916 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0414445 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.0703665 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.0714306 # DEPENDENCYPART_SIBL
(19,20),(19,29),-0.0714816 # DEPENDENCYPART_SIBL
(19,20),(19,31),0.0951345 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.00715909 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0455013 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.017466 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.0474984 # DEPENDENCYPART_SIBL
(19,21),(19,29),-0.0475494 # DEPENDENCYPART_SIBL
(19,21),(19,31),0.0126913 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.108331 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.0158145 # DEPENDENCYPART_SIBL
(19,22),(19,26),0.0183359 # DEPENDENCYPART_SIBL
(19,22),(19,29),0.018285 # DEPENDENCYPART_SIBL
(19,22),(19,31),0.0262034 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0145964 # DEPENDENCYPART_SIBL
(19,23),(19,26),0.0607178 # DEPENDENCYPART_SIBL
(19,23),(19,29),0.0606668 # DEPENDENCYPART_SIBL
(19,23),(19,31),0.0331368 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.0202632 # DEPENDENCYPART_SIBL
(19,24),(19,29),-0.0203142 # DEPENDENCYPART_SIBL
(19,24),(19,31),0.0390308 # DEPENDENCYPART_SIBL
(19,26),(19,29),-0.122773 # DEPENDENCYPART_SIBL
(19,26),(19,31),0.0806697 # DEPENDENCYPART_SIBL
(19,29),(19,31),0.0806106 # DEPENDENCYPART_SIBL
(22,1),(22,3),0.0251605 # DEPENDENCYPART_SIBL
(22,1),(22,6),0.0741821 # DEPENDENCYPART_SIBL
(22,1),(22,8),0.0253748 # DEPENDENCYPART_SIBL
(22,1),(22,9),0.0643057 # DEPENDENCYPART_SIBL
(22,1),(22,10),0.0220414 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.0226437 # DEPENDENCYPART_SIBL
(22,1),(22,12),0.00737794 # DEPENDENCYPART_SIBL
(22,1),(22,13),0.00865847 # DEPENDENCYPART_SIBL
(22,1),(22,14),0.024564 # DEPENDENCYPART_SIBL
(22,1),(22,15),0.00256355 # DEPENDENCYPART_SIBL
(22,1),(22,16),0.0643057 # DEPENDENCYPART_SIBL
(22,1),(22,17),0.0220307 # DEPENDENCYPART_SIBL
(22,1),(22,18),0.000476428 # DEPENDENCYPART_SIBL
(22,1),(22,19),0.0253749 # DEPENDENCYPART_SIBL
(22,1),(22,21),0.0233376 # DEPENDENCYPART_SIBL
(22,1),(22,23),-0.0054425 # DEPENDENCYPART_SIBL
(22,1),(22,24),-0.00413154 # DEPENDENCYPART_SIBL
(22,1),(22,26),0.0144389 # DEPENDENCYPART_SIBL
(22,1),(22,27),0.0179525 # DEPENDENCYPART_SIBL
(22,1),(22,28),0.01779 # DEPENDENCYPART_SIBL
(22,1),(22,29),0.0141658 # DEPENDENCYPART_SIBL
(22,1),(22,30),0.0183847 # DEPENDENCYPART_SIBL
(22,1),(22,31),0.0187782 # DEPENDENCYPART_SIBL
(22,1),(22,33),0.00864938 # DEPENDENCYPART_SIBL
(22,3),(22,6),-0.0402561 # DEPENDENCYPART_SIBL
(22,3),(22,8),-0.181529 # DEPENDENCYPART_SIBL
(22,3),(22,9),0.037005 # DEPENDENCYPART_SIBL
(22,3),(22,10),-0.0235704 # DEPENDENCYPART_SIBL
(22,3),(22,11),-0.020684 # DEPENDENCYPART_SIBL
(22,3),(22,12),-0.0601987 # DEPENDENCYPART_SIBL
(22,3),(22,13),-0.0590535 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.181963 # DEPENDENCYPART_SIBL
(22,3),(22,15),-0.042392 # DEPENDENCYPART_SIBL
(22,3),(22,16),0.037005 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.0237009 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.0647448 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.181373 # DEPENDENCYPART_SIBL
(22,3),(22,21),0.000473542 # DEPENDENCYPART_SIBL
(22,3),(22,23),-0.00527307 # DEPENDENCYPART_SIBL
(22,3),(22,24),0.00842439 # DEPENDENCYPART_SIBL
(22,3),(22,26),-0.0131256 # DEPENDENCYPART_SIBL
(22,3),(22,27),0.0247368 # DEPENDENCYPART_SIBL
(22,3),(22,28),0.0243403 # DEPENDENCYPART_SIBL
(22,3),(22,29),-0.00806584 # DEPENDENCYPART_SIBL
(22,3),(22,30),-0.0215652 # DEPENDENCYPART_SIBL
(22,3),(22,31),0.0140121 # DEPENDENCYPART_SIBL
(22,3),(22,33),-0.0292523 # DEPENDENCYPART_SIBL
(22,6),(22,8),0.00330599 # DEPENDENCYPART_SIBL
(22,6),(22,9),0.049296 # DEPENDENCYPART_SIBL
(22,6),(22,10),-0.00339296 # DEPENDENCYPART_SIBL
(22,6),(22,11),0.0572596 # DEPENDENCYPART_SIBL
(22,6),(22,12),0.00333546 # DEPENDENCYPART_SIBL
(22,6),(22,13),0.00502159 # DEPENDENCYPART_SIBL
(22,6),(22,14),0.00172326 # DEPENDENCYPART_SIBL
(22,6),(22,15),0.0192829 # DEPENDENCYPART_SIBL
(22,6),(22,16),0.049296 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.0038789 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.0504973 # DEPENDENCYPART_SIBL
(22,6),(22,19),0.00321324 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.121372 # DEPENDENCYPART_SIBL
(22,6),(22,23),0.0423738 # DEPENDENCYPART_SIBL
(22,6),(22,24),-0.0134842 # DEPENDENCYPART_SIBL
(22,6),(22,26),0.00128132 # DEPENDENCYPART_SIBL
(22,6),(22,27),-0.0238806 # DEPENDENCYPART_SIBL
(22,6),(22,28),-0.0262024 # DEPENDENCYPART_SIBL
