# _root_ Πιο μακροπρόθεσμα , όταν η νομοθεσία αρχίσει να γίνεται περισσότερο σεβαστή , θα μπορέσει ίσως να αρθεί αυτή η απαγόρευση .
#goldHeads=2,14,4,14,6,9,4,9,7,11,9,14,14,0,14,17,14,20,20,17,0,
#predictedHeads=2,10,4,0,6,7,4,9,7,11,9,14,14,11,14,17,14,20,20,17,0,
(7,2),(7,5),-0.0229715 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0194454 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.00152455 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0202331 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0219493 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0190817 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0335964 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0213963 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.000289094 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0197197 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.00623016 # DEPENDENCYPART_SIBL
(7,2),(7,21),-0.0327722 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0118587 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0216731 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0128116 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0134488 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.00415375 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0057552 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0238806 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0510377 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0308166 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0269986 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.00970579 # DEPENDENCYPART_SIBL
(7,3),(7,20),0.00132817 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.0618676 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.000724359 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0239068 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0110305 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0171023 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0311756 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.00798305 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0174851 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.019971 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.00288874 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0166137 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.0214368 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.037655 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0119107 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0293068 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0515526 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.00250532 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.00603608 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.097197 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0597 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0233229 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0554851 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0122224 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.0930703 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.033954 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.00205045 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0144665 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0262903 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0174201 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.010433 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0110046 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.00645463 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.010706 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.00508985 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00315136 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0513313 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0792239 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0354657 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.00482297 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0359568 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.00278351 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0686795 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.054079 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0387982 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.105754 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0246631 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.195027 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0226011 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.192965 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0662591 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.0244571 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0615731 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.00341861 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0133162 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0353129 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0153801 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.0353133 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.031886 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.00977009 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.00534439 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0301925 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.00737305 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0360703 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.0659319 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.00809299 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.00790229 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.00603453 # DEPENDENCYPART_SIBL
(7,12),(7,20),0.00251895 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.109892 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0256073 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.195134 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.0673378 # DEPENDENCYPART_SIBL
(7,14),(7,21),0.0161164 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.00925232 # DEPENDENCYPART_SIBL
(7,15),(7,20),0.0219539 # DEPENDENCYPART_SIBL
(7,15),(7,21),-0.0316688 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.0672914 # DEPENDENCYPART_SIBL
(7,17),(7,21),0.0191106 # DEPENDENCYPART_SIBL
(7,20),(7,21),-0.067753 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0169449 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0054185 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0120723 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0213651 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0241817 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0118864 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0557632 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0265319 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.000463109 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0424761 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.00339619 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.00240605 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.00490282 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.00359525 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.0213805 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.00506712 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0054185 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0120723 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0213651 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0241817 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0118864 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0557632 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0265319 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.000463109 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0424761 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.00339619 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.00240605 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.00490282 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.00359525 # DEPENDENCYPART_SIBL
(9,2),(9,20),0.0213805 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.00506712 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0160339 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0245782 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0104845 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.00632626 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.112506 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0370016 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0318527 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0171998 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0122961 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0367069 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0582191 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0160834 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0100217 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.0767129 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.00041234 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0241368 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0132842 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0404046 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0225569 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.00273597 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0304692 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.00414219 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.00891432 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.00569886 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.00604434 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.00682711 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0319447 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0110542 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0161328 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.00641564 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0167341 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.00664582 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.115754 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0282066 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0552857 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0375257 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0515581 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.00880727 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.093015 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0232326 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0232975 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00390509 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0279197 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.00420767 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0105619 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.00173708 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.00733592 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.00166209 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.00644338 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0024549 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.151789 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.00569376 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0167621 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0282297 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.00944076 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0562548 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0211918 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0600142 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.00974569 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0330512 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0237197 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0206217 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0629096 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.00457668 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0131839 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0389743 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0198708 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.125667 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.120222 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0718471 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0298323 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0101722 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0077654 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0505639 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.00967873 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0218132 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0377955 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0248351 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.010352 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.00687344 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.037621 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.00875156 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0399123 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.0628677 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0132044 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0116933 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0213147 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.00978542 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.00652392 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.111919 # DEPENDENCYPART_SIBL
(9,13),(9,14),-8.01603e-05 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0327191 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.00180336 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0572439 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0364339 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0292996 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.190017 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0674437 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.0293123 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.00355099 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.00845379 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.0375782 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0673972 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.0323065 # DEPENDENCYPART_SIBL
(9,20),(9,21),-0.0387649 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.00723168 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0592663 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0292699 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0387094 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0415726 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.00812388 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.00709493 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0106794 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0131884 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0123145 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0592663 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0292699 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0387094 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0415726 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.00812388 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.00709493 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0106794 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0131884 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0123145 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0296857 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0651543 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0635159 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.03545 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.351571 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.121017 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0662489 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.138879 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0646718 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0657802 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.00499648 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0360685 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.00446479 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0119722 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.00411196 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0129745 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00543864 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0214257 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.135059 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0351816 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.135584 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00545772 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0304048 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.134407 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0345068 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.134928 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0163258 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0123653 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0250511 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0123622 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.000574925 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0167236 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.000535901 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.026178 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.119822 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0190217 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0201268 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0539493 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0052345 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0127165 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.071963 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0282848 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.010694 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0344539 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.034585 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.023217 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.00810233 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.0567927 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.000329536 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.000302132 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.066109 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.24684 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.245172 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.082446 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0678593 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0235038 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0398301 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.00548204 # DEPENDENCYPART_SIBL
(12,3),(12,20),0.0233843 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0985943 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.00988018 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.018688 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.261047 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.173332 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.261803 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.0497735 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0146303 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0191206 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.260198 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.172448 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.260952 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0488529 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0186137 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0879421 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.108024 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0865298 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.0965782 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0892243 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0943037 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0894987 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.119609 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0153338 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.135777 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.00733926 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0126011 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.0151725 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.00729283 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.026489 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.00954128 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.00955165 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.01615 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.015168 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.012731 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0270966 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0221778 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.00954128 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.11088 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.00254222 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.00357309 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0180162 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.0108716 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0394244 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.00954128 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.00955165 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.01615 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.015168 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.012731 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0270966 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0221778 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.00954128 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.11088 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.00254222 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.00357309 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0180162 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0108716 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.0394244 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0161011 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.0057437 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.00763478 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.00966035 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0282245 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.000779771 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0155477 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.029879 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0289792 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.0119788 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.00743939 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.00230941 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.0680622 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0249262 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0139689 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0159311 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.00280684 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0281036 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.000737898 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0882266 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.00229485 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0109398 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0118487 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0236908 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0422337 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.02415 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0234588 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0172404 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0596144 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.041383 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0299042 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0117623 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.0352159 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.00169258 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0126469 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.00831695 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.124649 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.00892239 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0621629 # DEPENDENCYPART_SIBL
