# _root_ Ο κ. Γιούνκερ εκτίμησε ωστόσο ότι στις συνομιλίες , που διήρκεσαν σχεδόν δέκα ώρες , επιτεύχθηκε πρόοδος .
#goldHeads=3,3,4,5,0,4,16,7,11,11,8,13,14,11,11,6,16,0,
#predictedHeads=3,3,4,0,4,5,16,7,11,11,8,13,14,11,16,0,16,0,
(6,9),(6,11),-0.122524 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0413105 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.122524 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.122891 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0382129 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.450332 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.0368312 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.122524 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.122891 # DEPENDENCYPART_SIBL
(6,16),(6,18),0.0362177 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.067873 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.147845 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.110836 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.132146 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.08416 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0743036 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.179548 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0394808 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.00104279 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0272967 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.00412469 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.00359595 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0385102 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0281355 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.019372 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0117622 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.131455 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.000107568 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0302479 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.00261812 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.00247835 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.00219487 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0162282 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.00641538 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0269247 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.126171 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0949461 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0029632 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.00663164 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.00636032 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0056705 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.00139518 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0177741 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.129469 # DEPENDENCYPART_SIBL
(8,5),(8,11),-8.00417e-05 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0187383 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.00569349 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0167073 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.016944 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0485164 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.141904 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0220208 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0448457 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0123438 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0545656 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0546901 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0050201 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0166589 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.063884 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0149007 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0604738 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0607461 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0647455 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0107293 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0621451 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.113508 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.113474 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0551416 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.00154843 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0184626 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0184961 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.00543263 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0351983 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0377349 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.00246893 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.00250236 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.122211 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0610766 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0511912 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0485495 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0300545 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.00371864 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.00603709 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0248565 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0471261 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.215122 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0237273 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.211923 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0065165 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.103729 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.099086 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.00381142 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0153302 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0205376 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.260444 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.171736 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0495097 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0104494 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0483718 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0129379 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0517681 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.015146 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.000633275 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0180145 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0800844 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.137376 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.100296 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0810579 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0987051 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.047533 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0182556 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.00371728 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0191442 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0620161 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.126913 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0772205 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0690937 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0756295 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0414607 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0362448 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0110044 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0374227 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0788389 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0466954 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0018175 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0447074 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0163712 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.00612472 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0250001 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0474325 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.215468 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.024077 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.212269 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.00673526 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.035403 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0165919 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.065938 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.015719 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0659391 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0112849 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0153318 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.00646932 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.146957 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.00647036 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.127646 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.00594382 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0040803 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.00844591 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0027535 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.222268 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0437464 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.104268 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.00308063 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.10185 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.10367 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0149639 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0149639 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.141366 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0253831 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0393543 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0519475 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0130024 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.183067 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0490878 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.283262 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0304776 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.00637316 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0140759 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.00686456 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0104199 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0188075 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0180961 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0314913 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0444564 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.00812668 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0734876 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.00752409 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.214332 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0234435 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.00133921 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0149857 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0190122 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0559178 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0181858 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0381255 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0315362 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0015954 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0345424 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.00565939 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.133686 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0194467 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.00151241 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0107494 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0218124 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0222865 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0148577 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0423195 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0313838 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0673015 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0378556 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.155773 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0712306 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0397837 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0830479 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0736879 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0842745 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0871561 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0863756 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0164255 # DEPENDENCYPART_SIBL
(11,7),(11,9),5.01716e-06 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.25748 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0628359 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.00885478 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0301418 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0229162 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0151259 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0349466 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0544824 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0401423 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.281557 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0279098 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.00850345 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0114871 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.00421021 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.00820415 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0162188 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0157035 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0239426 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0491533 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0233746 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.00115443 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0423738 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.00921843 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0102458 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0661995 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.00732382 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.00639739 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0033727 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0349491 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0666697 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.000735352 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0482883 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0285256 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.00893643 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0268025 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0116744 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.00650067 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0526639 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0291159 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.00587251 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.00415487 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0291835 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0198256 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0103664 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0342991 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.22635 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.070206 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.00588399 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.00316778 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.109892 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0655744 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0184971 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0720124 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0647767 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.0575314 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0348755 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.006678 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.161669 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0245982 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0648969 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.00829475 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0270199 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.00413041 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.00777526 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.00607446 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0542594 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0302375 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0112752 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.160287 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.00712258 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0173882 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0140178 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0163975 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.135617 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0135638 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.0052942 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0250066 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.00281974 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0993056 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.011846 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0322099 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0214526 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.00484789 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.00228795 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0214518 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0076097 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0173184 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.133125 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0368311 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0572359 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0423832 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.00341444 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.010543 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0427436 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0185569 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.165514 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0245965 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0648969 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.00852972 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0272819 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.00408504 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.00801023 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.00620559 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0734441 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0719027 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.00223003 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.3254 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.125886 # DEPENDENCYPART_SIBL
(12,9),(12,17),1.50484e-05 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.147134 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0946251 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0227018 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0243775 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.00336469 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0227018 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0199843 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0139312 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0167702 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.135848 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0134773 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.00566687 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0187533 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0313571 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.147407 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0384543 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.00074196 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.00399809 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.107762 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.00013803 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.122276 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0388489 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.00790056 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.0162282 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0256469 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0125392 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0202338 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.000643731 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.00890455 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0123759 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.101032 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0056705 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0108329 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.000200326 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.00422564 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0110228 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.044428 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.00322538 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.00600621 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.016944 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.00804611 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0386231 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0154122 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0131831 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0265687 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.00623778 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.00242844 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0654083 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0271052 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0351001 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.00398539 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0080334 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0144265 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.000643509 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.00890455 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0120027 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.101264 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.00558334 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0362532 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.00803887 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0176834 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00406063 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.00343228 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0551437 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0527518 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0166583 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0607458 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0184614 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.00381142 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.0153302 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.00997086 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.0236814 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0153302 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.260444 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0483718 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.0129379 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0362448 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0569298 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0408976 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0362448 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0374227 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.0447074 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0163712 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.00507311 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.00561456 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.00385013 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0250001 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.212269 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.00673526 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0179256 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0363545 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0864475 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0925231 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.00795549 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.000331064 # DEPENDENCYPART_SIBL
