# _root_ Καθορίσαμε ορισμένους επιμέρους στόχους , ορισμένες τιμές στόχους για το έτος 2010 , τις οποίες πρέπει να σεβαστούμε .
#goldHeads=0,4,4,5,1,7,5,7,8,11,9,11,16,15,18,7,18,16,0,
#predictedHeads=0,4,4,1,1,7,8,1,8,11,9,11,16,15,18,11,18,16,0,
(5,4),(5,19),0.00667227 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.00647529 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.00861049 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0266611 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.051626 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.0051389 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0449177 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0984323 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.222315 # DEPENDENCYPART_SIBL
(5,7),(5,19),0.104295 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0929429 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.221272 # DEPENDENCYPART_SIBL
(5,8),(5,19),0.103772 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.00730325 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0235808 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.10185 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0362317 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0148938 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0283192 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0284079 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0480881 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0280636 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0324148 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0754071 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.075364 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0249961 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0730654 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.100286 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.102561 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.050384 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.103053 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.109695 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.00373019 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.111737 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.00175768 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.110569 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.00397045 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0310948 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.000535234 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0256833 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0114236 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0348812 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.00394252 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0229169 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.00542653 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.00313027 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0266102 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.107145 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.0951774 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0101512 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0219154 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0325162 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.00161822 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.00622998 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.00496169 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.00598472 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.030162 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0238271 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.00795373 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.00653925 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0352156 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.00307488 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.00540921 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.00101747 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0371536 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.000633351 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0487489 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0179468 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0155542 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0122017 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.00940341 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0164751 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.00545889 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0112348 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.00312612 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0309418 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0118849 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.000928192 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.000152048 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.00881346 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.025808 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0118187 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0253552 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0363397 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.191949 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0237741 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0124772 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0268625 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.000286591 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0266173 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0236948 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0186529 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0101155 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.00870098 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00532136 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.1244 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0448302 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0409522 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.00451243 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.008358 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00424009 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.039585 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0305091 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.00405904 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.00724581 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0448103 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0409515 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.00459419 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.00827625 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0142291 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0062933 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.00753185 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.000276875 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0166583 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.102763 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0286408 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.00053959 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0256979 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0324272 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0268851 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0148199 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0426707 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.00736753 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0031273 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.112602 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.100635 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.00783897 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0242174 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.00436321 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0229506 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0159258 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0602393 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.00946288 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.024752 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0188269 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0174124 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.035213 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.00294292 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0338279 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.045256 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0211676 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.00130225 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0487502 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.021018 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0176655 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0188557 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0156853 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00319774 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0292743 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.00109016 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0310046 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.00446129 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.00554153 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0241448 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0211741 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0540848 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0300954 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0182848 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0209886 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0195741 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00365785 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0298284 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00149586 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0315587 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.00232959 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.00340983 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.00453929 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.00385239 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0398626 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.00179843 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.00950642 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0172392 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.00674307 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0337411 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.032231 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0452832 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.000142208 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0127282 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.00827542 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.00951398 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.101072 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0466653 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.051287 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0393637 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0105169 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.010399 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.148998 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0358753 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0231338 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.046154 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.18233 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.055724 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.175343 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0484929 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0606492 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0993875 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.140116 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0061277 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.00987102 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0195269 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0181124 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0211589 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.186452 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0697249 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.00752363 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0040179 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0507578 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0153405 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0041318 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.00537035 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.00831352 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.00129928 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0156359 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0744042 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.103966 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.124715 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.108841 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0114003 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0156469 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.226703 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0187294 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0153529 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0156469 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0159824 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0258938 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.289979 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.261808 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.0141014 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.338059 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0200199 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0046414 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.00414918 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.00557174 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0126502 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0220397 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.0249766 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.00667227 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.0677568 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.186103 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.186169 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.19001 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.123223 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0147592 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.00548204 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0652742 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0199829 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0198413 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0199567 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0204019 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0994992 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.0941878 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.0360769 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.00201256 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.00343512 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0125828 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0204042 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0233411 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.00661002 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.00557174 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0126502 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0220397 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.0249766 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.00667227 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0130102 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0216684 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0246052 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.00569901 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0682779 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0614092 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0367279 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.14276 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.144894 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.127646 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0166863 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.00646275 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0322366 # DEPENDENCYPART_SIBL
(16,3),(16,5),0.048418 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.00521519 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0177154 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.00582305 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.048418 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.011748 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0537461 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0412934 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.0504204 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.0172659 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.00928723 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.00900113 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.00840102 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.03266 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.0442838 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.00610807 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0683185 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.0624701 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.216621 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0438029 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0948887 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.166675 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.107458 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0621397 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0114188 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.015409 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0461449 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.130668 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0043086 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0424378 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0441386 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0914542 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.162976 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.115591 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0732706 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.03266 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0442838 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.00610807 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0683185 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0292983 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0347414 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0941143 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0949325 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.066201 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.00324226 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.0621629 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.0067867 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.0735554 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.00752377 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.0621784 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.0741105 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.0735554 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.0251833 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0748454 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.0637275 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.00752377 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0508015 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.122032 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.131881 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.162135 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0376651 # DEPENDENCYPART_SIBL
(18,2),(18,3),-0.0314022 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.0555613 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.0023083 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.02861 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.05624 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.0555613 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.027654 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.0557638 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.0418074 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0023083 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.0260752 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0633421 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.0492657 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.0547178 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.04107 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.0159038 # DEPENDENCYPART_SIBL
(18,3),(18,5),0.0126743 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.0166627 # DEPENDENCYPART_SIBL
(18,3),(18,7),0.0149886 # DEPENDENCYPART_SIBL
(18,3),(18,8),0.0159038 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.00931192 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.0143807 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.00967513 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.0126743 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.0120796 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0548054 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0292212 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.0689135 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0371041 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.0401875 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.0591012 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.182787 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.181493 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.033632 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.184719 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.0956939 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0401875 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0746298 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.147756 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.0399735 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.000428975 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.016081 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.00498324 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.00175965 # DEPENDENCYPART_SIBL
(18,5),(18,8),0.00312846 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.0244545 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.0100244 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.00592713 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0106972 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0375325 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.0338618 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0239701 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.121372 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0661995 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.0574002 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0567216 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.0277274 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0569241 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.0418408 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.00274959 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.0266981 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.0633755 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0492991 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.0547546 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0416187 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.179439 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.0335878 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.182665 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.0956496 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0361109 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0745855 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.147622 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0399311 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.000472828 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0142746 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.033632 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.184719 # DEPENDENCYPART_SIBL
