# _root_ * Επισκεφθείτε τις ερημικές παραλίες της νότιας Ρόδου , από το Πρασονήσι έως το Πλυμήρι , που προσφέρονται για απομόνωση και ηρεμία .
#goldHeads=0,0,5,5,2,8,8,5,2,5,12,10,5,15,13,18,18,5,18,21,19,21,0,
#predictedHeads=0,0,5,5,2,8,8,5,2,2,12,10,12,15,13,18,18,15,18,21,19,21,0,
(5,1),(5,6),0.00609284 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.000994615 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0107765 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.143712 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0395442 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0108459 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.0147271 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.0108459 # DEPENDENCYPART_SIBL
(5,1),(5,16),0.143712 # DEPENDENCYPART_SIBL
(5,1),(5,18),0.0169522 # DEPENDENCYPART_SIBL
(5,1),(5,19),0.00628999 # DEPENDENCYPART_SIBL
(5,1),(5,21),0.0101207 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.114027 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.029195 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0271751 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0502018 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.00132126 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.037274 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0596559 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.00100686 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.022104 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.00100686 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.037274 # DEPENDENCYPART_SIBL
(5,2),(5,18),0.0936229 # DEPENDENCYPART_SIBL
(5,2),(5,19),-0.000527212 # DEPENDENCYPART_SIBL
(5,2),(5,21),-0.032989 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.076848 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0451321 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.000167695 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0542687 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0958209 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0490828 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0524555 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.0154889 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.0524555 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0958209 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.0621229 # DEPENDENCYPART_SIBL
(5,3),(5,19),0.0803788 # DEPENDENCYPART_SIBL
(5,3),(5,21),-0.0405072 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0505792 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0114248 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0180498 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.035382 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.10671 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0152004 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0167118 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0152004 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.035382 # DEPENDENCYPART_SIBL
(5,4),(5,18),0.00513531 # DEPENDENCYPART_SIBL
(5,4),(5,19),0.0294769 # DEPENDENCYPART_SIBL
(5,4),(5,21),-0.0284338 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.00182511 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0103608 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0352355 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0258125 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0132468 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.0373277 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.0132468 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0352355 # DEPENDENCYPART_SIBL
(5,6),(5,18),0.00409463 # DEPENDENCYPART_SIBL
(5,6),(5,19),0.0285718 # DEPENDENCYPART_SIBL
(5,6),(5,21),-0.0590976 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0340839 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0425248 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0142166 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.03223 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0358406 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.03223 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0425248 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0158581 # DEPENDENCYPART_SIBL
(5,7),(5,19),0.017682 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.102772 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0492386 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.034382 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.127931 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0444961 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.127931 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0492386 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.00165854 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0117174 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.180166 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0126707 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0588599 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0281191 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.0588599 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.0112979 # DEPENDENCYPART_SIBL
(5,9),(5,18),0.0144357 # DEPENDENCYPART_SIBL
(5,9),(5,19),0.00742273 # DEPENDENCYPART_SIBL
(5,9),(5,21),-0.00415127 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0512476 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.186897 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.0512476 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.00180194 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.0136885 # DEPENDENCYPART_SIBL
(5,10),(5,19),0.129905 # DEPENDENCYPART_SIBL
(5,10),(5,21),-0.0573918 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0596683 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.123057 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0443029 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.00703422 # DEPENDENCYPART_SIBL
(5,12),(5,19),0.000122311 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.175292 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.0230471 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.0179496 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.0154588 # DEPENDENCYPART_SIBL
(5,13),(5,19),0.0797585 # DEPENDENCYPART_SIBL
(5,13),(5,21),-0.0493383 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.0443029 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.00703422 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.000122311 # DEPENDENCYPART_SIBL
(5,15),(5,21),-0.175292 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.0144357 # DEPENDENCYPART_SIBL
(5,16),(5,19),0.00742273 # DEPENDENCYPART_SIBL
(5,16),(5,21),-0.00415127 # DEPENDENCYPART_SIBL
(5,18),(5,19),0.0509855 # DEPENDENCYPART_SIBL
(5,18),(5,21),-0.0737589 # DEPENDENCYPART_SIBL
(5,19),(5,21),-0.0693269 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0368161 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0847006 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0500021 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.00833001 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0793681 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.00279587 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0793681 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0628231 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.000410365 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0489299 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0537603 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0338145 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0537603 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0468113 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0293583 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.108588 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0139787 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.108588 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00574323 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0576152 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0176298 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0576152 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0146716 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0554085 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0146716 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0193977 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.108488 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0107154 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0279878 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0612833 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.146507 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0183013 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.12778 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0221042 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.139158 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.00813349 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0723358 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.00813349 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0444518 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.00538496 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.000411479 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.00622258 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.000411479 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0470841 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.00834998 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.00759944 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0186884 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.000284518 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0186884 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0157021 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.102129 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.050327 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0946926 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.050327 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0116027 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.2618 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.0895893 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0361648 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0144756 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0206138 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0674024 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.120492 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0885626 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.120492 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0671406 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0894987 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0904268 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0113392 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0504278 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0681599 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.214955 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0424298 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.214955 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0201854 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0208026 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0283794 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0206138 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0674024 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.120492 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0885626 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.120492 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0671406 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0894987 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0904268 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0717243 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.214642 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0459583 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.214642 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0238681 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.024222 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0319105 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.024894 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.185552 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.024894 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0233795 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.00266764 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.112973 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.148789 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0437396 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.22233 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0547289 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0932712 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.00176194 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0316437 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0114383 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.0552362 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.22233 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0547289 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0932712 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.00667987 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.00396278 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.0398825 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00654458 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0372516 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0305618 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0372516 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.459785 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.00795444 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.147691 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0348364 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.147691 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0352721 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.155113 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.164866 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.524829 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0547098 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.489461 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.155503 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0154081 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.188052 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0547098 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.489461 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.104819 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.113995 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0259692 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.10788 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0286572 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.025963 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0114233 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.169105 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0364488 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0426676 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.00642723 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0951781 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.014821 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.0235565 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.00642723 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.0829978 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.346498 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0667544 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0838397 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0693472 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.43999 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0259286 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0313643 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0186304 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0482967 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0390122 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.0431527 # DEPENDENCYPART_SIBL
(12,3),(12,22),0.0186304 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0971541 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0219914 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0240091 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0239245 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.167736 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0318507 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0292192 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.00732952 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.000467525 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.00331693 # DEPENDENCYPART_SIBL
(12,5),(12,21),0.000424773 # DEPENDENCYPART_SIBL
(12,5),(12,22),0.00732952 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0281052 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0683749 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0793342 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.450369 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0683952 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.030151 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0321943 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.0405953 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.0340112 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.0131771 # DEPENDENCYPART_SIBL
(12,6),(12,22),0.0321943 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0236111 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0348239 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.149995 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0302401 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0601823 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.00931857 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0121198 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.0159995 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.00880384 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.00931857 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.00646272 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.167752 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0316062 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0292126 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.00173154 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.000446946 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.00307025 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.00593545 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.00173154 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.170916 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0305932 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0444808 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.026681 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0124778 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.00371876 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0268394 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.026681 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.108969 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0506387 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.044392 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.00136713 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0358704 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0155094 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.044392 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.00172976 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.00592022 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.00143333 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0507139 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0658016 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.00592022 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0171884 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0342126 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0102148 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0676658 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0171884 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.00835845 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.00499425 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.173872 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.122205 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.0456005 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0726282 # DEPENDENCYPART_SIBL
(12,18),(12,22),0.0184964 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0856109 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.00207165 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.00474226 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.000773635 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.00269878 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.00479336 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0248769 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.022649 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0107474 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0248769 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.0106463 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0245966 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.00946754 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0393858 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0133271 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0232316 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0393858 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.00640827 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0341916 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0394139 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0132573 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0325975 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0394139 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0410793 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0902009 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0254398 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0373723 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0902009 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.140267 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0499928 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.185329 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.445396 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.455547 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0275322 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0437685 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0816776 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.095141 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.182944 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.455547 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.10788 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.169105 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0259629 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.00762453 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.169105 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0265534 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.12617 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.0951781 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.014821 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.00642723 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.00642723 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.450369 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0683806 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0601257 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.450369 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.057489 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.174694 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.0405953 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.0340112 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.0321943 # DEPENDENCYPART_SIBL
(15,6),(15,22),0.0321943 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0185274 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0301701 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.549541 # DEPENDENCYPART_SIBL
