# _root_ Στις διάφορες δράσεις κατέστη δυνατόν , όπως επιθυμούσαμε , να γίνει ισόρροπη κατανομή πόρων μεταξύ ανταλλαγής νέων και εθελοντικής υπηρεσίας .
#goldHeads=4,3,1,0,4,8,8,4,8,11,4,13,11,13,13,18,16,15,20,18,0,
#predictedHeads=4,3,1,0,4,8,8,4,8,11,8,13,11,13,14,15,18,20,18,16,0,
(4,17),(4,20),-0.0151878 # DEPENDENCYPART_SIBL
(4,17),(4,21),-0.071173 # DEPENDENCYPART_SIBL
(4,18),(4,19),-0.0523271 # DEPENDENCYPART_SIBL
(4,18),(4,20),0.00288298 # DEPENDENCYPART_SIBL
(4,18),(4,21),0.0154505 # DEPENDENCYPART_SIBL
(4,19),(4,20),-0.0139586 # DEPENDENCYPART_SIBL
(4,19),(4,21),-0.0699444 # DEPENDENCYPART_SIBL
(4,20),(4,21),-0.0724165 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0501918 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.00166859 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.00496328 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.00783252 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0605757 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.023023 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.022225 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0190498 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0187901 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.145035 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0573159 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0325296 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0386564 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0571665 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.125443 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0511653 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0255799 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.045947 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0341681 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0206638 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0622254 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0141238 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.109105 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0900958 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0658896 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0864956 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.237249 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0611673 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0219137 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0363231 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0244218 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0238517 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0270593 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0248286 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0191118 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.170646 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.265416 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0116119 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.263855 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0339828 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.112427 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0876523 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0647928 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0840521 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.238362 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0101618 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0206849 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0104896 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.00627004 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.146946 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.135255 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0139112 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.00584005 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0678845 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0127194 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0234608 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.156544 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0110325 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0041458 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0163388 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.141007 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0115959 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.00819072 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0152505 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0944544 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.296989 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.101518 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.134245 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.119771 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0029487 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0134206 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.00444875 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.00693418 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0135177 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0351604 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0250717 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0282884 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.00351535 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0054229 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.000871479 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.00303963 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.00347685 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0087344 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.00347267 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0032762 # DEPENDENCYPART_SIBL
(8,1),(8,21),-0.0160687 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0563115 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0379433 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0286145 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0030192 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0216021 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.000379822 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.00866387 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0303279 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0894445 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0030969 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.003562 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0288282 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.00352992 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0171849 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.0463483 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0235677 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0612515 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0401489 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.00487513 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.00837161 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0313633 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.00767086 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0258054 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0123319 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.00770463 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.00929414 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0127647 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0101448 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.0177853 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0628204 # DEPENDENCYPART_SIBL
(8,4),(8,6),2.6276e-05 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.00671674 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0226677 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.02235 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0524016 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0164781 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0158643 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0162987 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.00226817 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0162974 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0307627 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.0397289 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.00299758 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0239108 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.00170031 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.00865136 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.032808 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0901893 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.00493386 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.00539896 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0229126 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.00536688 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0142369 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.0471303 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.115451 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0382677 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0134488 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00209774 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0238806 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.00117281 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0016821 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0329972 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.00160076 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.012316 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0682526 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0543732 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.00669848 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0393622 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.00633664 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.00189424 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0035262 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0192917 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.00232728 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.00632941 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0148982 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.00644395 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0109634 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0529071 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.00170983 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.00143756 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.00239979 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.00172322 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0383308 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.113073 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00477231 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0792239 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.068217 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0682154 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0393137 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0682146 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.111625 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0552897 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.10353 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0503573 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0503557 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0149877 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0503549 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.178999 # DEPENDENCYPART_SIBL
(8,11),(8,21),0.0139334 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0349817 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0350231 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.03018 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0349792 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.146302 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.0671428 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.227213 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0129664 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.227173 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.203849 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.0726722 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.012961 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.227169 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.203848 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0743166 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.00212564 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0506261 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0334891 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.203842 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.0726611 # DEPENDENCYPART_SIBL
(8,18),(8,21),0.0183099 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0573159 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0325296 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0386564 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0571665 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.1192 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0696174 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0388851 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.045947 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0341681 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0682801 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0339584 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0341681 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0206638 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0622254 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0141238 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.221644 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.025374 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0622254 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0864956 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.237249 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.121129 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.232528 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.237249 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0611673 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0219137 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.338097 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0156869 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0611673 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0270593 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0248286 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.216131 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.02201 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0248286 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0191118 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.234253 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.00351507 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.101933 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.263855 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0339828 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0507248 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0337711 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0339828 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.221741 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0276079 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0621555 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0840521 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.238362 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.119307 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.233641 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.238362 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0971832 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.24684 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.00163657 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0613692 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0246317 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0613695 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0613692 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0803329 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0942121 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0690186 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.121294 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0690186 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0690186 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.259288 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0339828 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0507263 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0337711 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0339828 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0127194 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00189001 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0127138 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0127194 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.008593 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0316914 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0316914 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0677205 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.0692682 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.0316914 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0155752 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.00675807 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.00558008 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0156722 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0256542 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0258054 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.00581046 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0256542 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.00314581 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.00307597 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0113112 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.010874 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.00765766 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0108782 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.00131234 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0164093 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.00307597 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.0108332 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.0261653 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0544655 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0381344 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0277564 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.00895846 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0186654 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0381326 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.00895846 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0603297 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0952991 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0139217 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0134566 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.022594 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0134887 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0866091 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0321588 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.0952991 # DEPENDENCYPART_SIBL
(11,2),(11,20),0.0134235 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.052681 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0202317 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.059288 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0452458 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.00212393 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0202299 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0452458 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.00201118 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0279192 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.00580385 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0104312 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.00301094 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.00537113 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0211239 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0304508 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.0279192 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.00733308 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0296931 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0586294 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.00392518 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.000300057 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.120876 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.00392518 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.161133 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0117183 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.00071219 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.00114661 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.00664935 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.00114523 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0158989 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0495265 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0117183 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.00116455 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.0475561 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.00893684 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0209741 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0382714 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.00893684 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.06037 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0960439 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0120848 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0116197 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0166784 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0116517 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.087354 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0292109 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.0960439 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.0115865 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.053463 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.131775 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0125411 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.00331901 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.101211 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0137894 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.032489 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0319797 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0253102 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0320611 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0177585 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0259991 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0137894 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.0320127 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.0710995 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0119209 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.00580803 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0751246 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.00373733 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0227052 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0210732 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0294085 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0222721 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.000231557 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0171862 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.00373733 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0222719 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0157878 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0134043 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.161053 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0118998 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.000890663 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.00132509 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.00647125 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0013237 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0160804 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0497075 # DEPENDENCYPART_SIBL
