# _root_ Αποτελεί πρόκληση για όλους εμάς - το Κοινοβούλιο , την Επιτροπή και το Συμβούλιο - να θεσπίσουμε αυτά τα εχέγγυα , διότι είναι δύσκολο να εξακολουθήσουμε να συμφωνούμε ώσπου να τα αποκτήσουμε .
#goldHeads=0,1,1,5,6,3,8,12,12,11,12,6,14,12,6,17,1,20,20,17,17,1,22,23,26,23,28,26,28,32,32,29,0,
#predictedHeads=0,1,2,5,3,4,8,12,12,11,12,3,14,12,6,17,15,19,20,17,22,17,22,23,26,23,28,26,28,32,32,29,0,
(17,3),(17,14),0.00531155 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.03738 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.018478 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.0392957 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.00296426 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.0230639 # DEPENDENCYPART_SIBL
(17,3),(17,21),-0.00585703 # DEPENDENCYPART_SIBL
(17,3),(17,22),0.0396311 # DEPENDENCYPART_SIBL
(17,3),(17,23),0.00213444 # DEPENDENCYPART_SIBL
(17,3),(17,24),-0.0275551 # DEPENDENCYPART_SIBL
(17,3),(17,26),0.00629646 # DEPENDENCYPART_SIBL
(17,3),(17,28),0.00607932 # DEPENDENCYPART_SIBL
(17,3),(17,29),0.0141148 # DEPENDENCYPART_SIBL
(17,3),(17,32),0.00440744 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.0447541 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.0522644 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.00412695 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0587488 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0340795 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.00385061 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0607637 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0447541 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0561601 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0222186 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.00513983 # DEPENDENCYPART_SIBL
(17,4),(17,20),0.0897961 # DEPENDENCYPART_SIBL
(17,4),(17,21),0.00325714 # DEPENDENCYPART_SIBL
(17,4),(17,22),0.0343776 # DEPENDENCYPART_SIBL
(17,4),(17,23),-0.0202267 # DEPENDENCYPART_SIBL
(17,4),(17,24),0.0892395 # DEPENDENCYPART_SIBL
(17,4),(17,26),-0.0243274 # DEPENDENCYPART_SIBL
(17,4),(17,28),-0.0245423 # DEPENDENCYPART_SIBL
(17,4),(17,29),0.0157657 # DEPENDENCYPART_SIBL
(17,4),(17,32),-0.026218 # DEPENDENCYPART_SIBL
(17,6),(17,8),0.0151275 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.0541875 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.00574788 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.09187 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.00601397 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.00301491 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0646027 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0871005 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.065913 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.0104368 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.00210765 # DEPENDENCYPART_SIBL
(17,6),(17,21),0.151086 # DEPENDENCYPART_SIBL
(17,6),(17,22),0.069814 # DEPENDENCYPART_SIBL
(17,6),(17,23),0.00346128 # DEPENDENCYPART_SIBL
(17,6),(17,24),-0.0034033 # DEPENDENCYPART_SIBL
(17,6),(17,26),-0.0140193 # DEPENDENCYPART_SIBL
(17,6),(17,28),-0.014318 # DEPENDENCYPART_SIBL
(17,6),(17,29),0.0453052 # DEPENDENCYPART_SIBL
(17,6),(17,32),-0.0159083 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0402131 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.194516 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.0415314 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0626847 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.187788 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.1069 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.00475513 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.0443262 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.0263562 # DEPENDENCYPART_SIBL
(17,8),(17,20),0.0347875 # DEPENDENCYPART_SIBL
(17,8),(17,21),0.00412369 # DEPENDENCYPART_SIBL
(17,8),(17,22),0.0641655 # DEPENDENCYPART_SIBL
(17,8),(17,23),-0.012894 # DEPENDENCYPART_SIBL
(17,8),(17,24),0.0333407 # DEPENDENCYPART_SIBL
(17,8),(17,26),0.00725418 # DEPENDENCYPART_SIBL
(17,8),(17,28),0.00689521 # DEPENDENCYPART_SIBL
(17,8),(17,29),0.0513423 # DEPENDENCYPART_SIBL
(17,8),(17,32),0.00458903 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.00209288 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.0192829 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0504973 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0206293 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.065746 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.121424 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0681238 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0153473 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0250157 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.0406401 # DEPENDENCYPART_SIBL
(17,9),(17,22),0.0472567 # DEPENDENCYPART_SIBL
(17,9),(17,23),0.0313967 # DEPENDENCYPART_SIBL
(17,9),(17,24),-0.0355129 # DEPENDENCYPART_SIBL
(17,9),(17,26),-0.00973344 # DEPENDENCYPART_SIBL
(17,9),(17,28),-0.010116 # DEPENDENCYPART_SIBL
(17,9),(17,29),0.0172194 # DEPENDENCYPART_SIBL
(17,9),(17,32),-0.0116225 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0511451 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0733769 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.200545 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.128134 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.017771 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.014004 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.00366239 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.00015699 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0549522 # DEPENDENCYPART_SIBL
(17,11),(17,22),0.0147608 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.0253062 # DEPENDENCYPART_SIBL
(17,11),(17,24),-0.00160376 # DEPENDENCYPART_SIBL
(17,11),(17,26),-0.00563328 # DEPENDENCYPART_SIBL
(17,11),(17,28),-0.00599224 # DEPENDENCYPART_SIBL
(17,11),(17,29),0.00193753 # DEPENDENCYPART_SIBL
(17,11),(17,32),-0.00829843 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0170997 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0678584 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0726031 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.012656 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.018226 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.0049229 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0186422 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0295858 # DEPENDENCYPART_SIBL
(17,12),(17,22),0.0392894 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.0286163 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.0157515 # DEPENDENCYPART_SIBL
(17,12),(17,26),-0.0463548 # DEPENDENCYPART_SIBL
(17,12),(17,28),-0.0465696 # DEPENDENCYPART_SIBL
(17,12),(17,29),0.0165883 # DEPENDENCYPART_SIBL
(17,12),(17,32),-0.0482438 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0106188 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.00690143 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0250905 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0969366 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.00836731 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.0225609 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0912257 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.0404722 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.0358056 # DEPENDENCYPART_SIBL
(17,13),(17,24),0.0226415 # DEPENDENCYPART_SIBL
(17,13),(17,26),-0.0222464 # DEPENDENCYPART_SIBL
(17,13),(17,28),-0.0224612 # DEPENDENCYPART_SIBL
(17,13),(17,29),0.00940202 # DEPENDENCYPART_SIBL
(17,13),(17,32),-0.024137 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.111207 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.00434232 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0130725 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.00501116 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.00385976 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0680318 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.0337347 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0513667 # DEPENDENCYPART_SIBL
(17,14),(17,24),0.00241299 # DEPENDENCYPART_SIBL
(17,14),(17,26),-0.0267757 # DEPENDENCYPART_SIBL
(17,14),(17,28),-0.0271346 # DEPENDENCYPART_SIBL
(17,14),(17,29),0.0209115 # DEPENDENCYPART_SIBL
(17,14),(17,32),-0.0294723 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0871005 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.065913 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0104368 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.00210765 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.151086 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.069814 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.00346128 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.0034033 # DEPENDENCYPART_SIBL
(17,15),(17,26),-0.0140193 # DEPENDENCYPART_SIBL
(17,15),(17,28),-0.014318 # DEPENDENCYPART_SIBL
(17,15),(17,29),0.0453052 # DEPENDENCYPART_SIBL
(17,15),(17,32),-0.0159083 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0557982 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0575374 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0493449 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0249546 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.151152 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.0606974 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.0447294 # DEPENDENCYPART_SIBL
(17,16),(17,26),0.0380793 # DEPENDENCYPART_SIBL
(17,16),(17,28),0.0376023 # DEPENDENCYPART_SIBL
(17,16),(17,29),0.106849 # DEPENDENCYPART_SIBL
(17,16),(17,32),0.0362992 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0056609 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0508743 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.00154576 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.0230607 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0218283 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.051601 # DEPENDENCYPART_SIBL
(17,18),(17,26),-0.0158218 # DEPENDENCYPART_SIBL
(17,18),(17,28),-0.0158414 # DEPENDENCYPART_SIBL
(17,18),(17,29),0.00735704 # DEPENDENCYPART_SIBL
(17,18),(17,32),-0.0158756 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0564188 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0177262 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.000932405 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0154861 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.0571455 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.0127451 # DEPENDENCYPART_SIBL
(17,19),(17,28),-0.0127648 # DEPENDENCYPART_SIBL
(17,19),(17,29),-0.00425299 # DEPENDENCYPART_SIBL
(17,19),(17,32),-0.0127989 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0115406 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.0176612 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.00740662 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.104804 # DEPENDENCYPART_SIBL
(17,20),(17,26),0.0064543 # DEPENDENCYPART_SIBL
(17,20),(17,28),0.00643466 # DEPENDENCYPART_SIBL
(17,20),(17,29),-0.0158832 # DEPENDENCYPART_SIBL
(17,20),(17,32),0.00629374 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0227393 # DEPENDENCYPART_SIBL
(17,21),(17,23),0.00361268 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.0529972 # DEPENDENCYPART_SIBL
(17,21),(17,26),-0.00800358 # DEPENDENCYPART_SIBL
(17,21),(17,28),-0.00802499 # DEPENDENCYPART_SIBL
(17,21),(17,29),-0.0209081 # DEPENDENCYPART_SIBL
(17,21),(17,32),-0.0080574 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.0222407 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.0870199 # DEPENDENCYPART_SIBL
(17,22),(17,26),-0.0214483 # DEPENDENCYPART_SIBL
(17,22),(17,28),-0.021471 # DEPENDENCYPART_SIBL
(17,22),(17,29),-0.0526378 # DEPENDENCYPART_SIBL
(17,22),(17,32),-0.0215022 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.106191 # DEPENDENCYPART_SIBL
(17,23),(17,26),-0.197765 # DEPENDENCYPART_SIBL
(17,23),(17,28),-0.197784 # DEPENDENCYPART_SIBL
(17,23),(17,29),-0.0847883 # DEPENDENCYPART_SIBL
(17,23),(17,32),-0.197818 # DEPENDENCYPART_SIBL
(17,24),(17,26),0.0145747 # DEPENDENCYPART_SIBL
(17,24),(17,28),0.0145551 # DEPENDENCYPART_SIBL
(17,24),(17,29),-0.0144232 # DEPENDENCYPART_SIBL
(17,24),(17,32),0.0144142 # DEPENDENCYPART_SIBL
(17,26),(17,28),-0.194587 # DEPENDENCYPART_SIBL
(17,26),(17,29),-0.0804115 # DEPENDENCYPART_SIBL
(17,26),(17,32),-0.194621 # DEPENDENCYPART_SIBL
(17,28),(17,29),-0.0804188 # DEPENDENCYPART_SIBL
(17,28),(17,32),-0.194629 # DEPENDENCYPART_SIBL
(17,29),(17,32),-0.0214651 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.0267568 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0415847 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0706887 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0279158 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.0335619 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0271573 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0428227 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0374539 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0132204 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.0249106 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0078271 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.019924 # DEPENDENCYPART_SIBL
(21,2),(21,22),0.0764773 # DEPENDENCYPART_SIBL
(21,2),(21,23),-0.00605993 # DEPENDENCYPART_SIBL
(21,2),(21,24),0.0245236 # DEPENDENCYPART_SIBL
(21,2),(21,29),0.0876593 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0764082 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0813481 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.238906 # DEPENDENCYPART_SIBL
(21,20),(21,29),0.0799636 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0115015 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0193739 # DEPENDENCYPART_SIBL
(21,22),(21,29),-0.00376168 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.0171436 # DEPENDENCYPART_SIBL
(21,23),(21,29),-0.0367863 # DEPENDENCYPART_SIBL
(21,24),(21,29),0.00187572 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0622382 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.050736 # DEPENDENCYPART_SIBL
(22,21),(22,28),0.0503687 # DEPENDENCYPART_SIBL
(22,21),(22,32),0.050736 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.34882 # DEPENDENCYPART_SIBL
(22,23),(22,28),-0.348821 # DEPENDENCYPART_SIBL
(22,23),(22,32),-0.34882 # DEPENDENCYPART_SIBL
(22,26),(22,28),-0.327142 # DEPENDENCYPART_SIBL
(22,26),(22,32),-0.327141 # DEPENDENCYPART_SIBL
(22,28),(22,32),-0.327141 # DEPENDENCYPART_SIBL
(23,3),(23,4),-0.00181958 # DEPENDENCYPART_SIBL
(23,3),(23,6),-0.00578064 # DEPENDENCYPART_SIBL
(23,3),(23,8),0.0198987 # DEPENDENCYPART_SIBL
(23,3),(23,9),0.0883304 # DEPENDENCYPART_SIBL
(23,3),(23,11),0.00883981 # DEPENDENCYPART_SIBL
(23,3),(23,14),0.00619227 # DEPENDENCYPART_SIBL
(23,3),(23,15),-0.00578064 # DEPENDENCYPART_SIBL
(23,3),(23,17),0.00236721 # DEPENDENCYPART_SIBL
(23,3),(23,18),-0.131613 # DEPENDENCYPART_SIBL
(23,3),(23,19),-0.0408283 # DEPENDENCYPART_SIBL
(23,3),(23,20),-0.0013276 # DEPENDENCYPART_SIBL
(23,3),(23,21),0.0883304 # DEPENDENCYPART_SIBL
(23,3),(23,22),-0.00201796 # DEPENDENCYPART_SIBL
(23,3),(23,24),0.0111745 # DEPENDENCYPART_SIBL
(23,3),(23,25),-0.0080634 # DEPENDENCYPART_SIBL
(23,3),(23,26),0.0273421 # DEPENDENCYPART_SIBL
(23,3),(23,27),-0.0080634 # DEPENDENCYPART_SIBL
(23,3),(23,28),0.027125 # DEPENDENCYPART_SIBL
(23,3),(23,29),0.0162336 # DEPENDENCYPART_SIBL
(23,3),(23,32),0.0254531 # DEPENDENCYPART_SIBL
(23,4),(23,6),-0.0414878 # DEPENDENCYPART_SIBL
(23,4),(23,8),-0.0627082 # DEPENDENCYPART_SIBL
(23,4),(23,9),0.0114235 # DEPENDENCYPART_SIBL
(23,4),(23,11),-0.0720387 # DEPENDENCYPART_SIBL
(23,4),(23,14),-0.0701185 # DEPENDENCYPART_SIBL
(23,4),(23,15),-0.0414878 # DEPENDENCYPART_SIBL
(23,4),(23,17),-0.0540067 # DEPENDENCYPART_SIBL
(23,4),(23,18),-0.0805687 # DEPENDENCYPART_SIBL
(23,4),(23,19),-0.0184914 # DEPENDENCYPART_SIBL
(23,4),(23,20),-0.0334149 # DEPENDENCYPART_SIBL
(23,4),(23,21),0.0114235 # DEPENDENCYPART_SIBL
(23,4),(23,22),-0.0358319 # DEPENDENCYPART_SIBL
(23,4),(23,24),0.119313 # DEPENDENCYPART_SIBL
(23,4),(23,25),0.00520787 # DEPENDENCYPART_SIBL
(23,4),(23,26),-0.000426022 # DEPENDENCYPART_SIBL
(23,4),(23,27),0.00520787 # DEPENDENCYPART_SIBL
(23,4),(23,28),-0.00064087 # DEPENDENCYPART_SIBL
(23,4),(23,29),0.0451113 # DEPENDENCYPART_SIBL
(23,4),(23,32),-0.00231659 # DEPENDENCYPART_SIBL
(23,6),(23,8),2.81756e-05 # DEPENDENCYPART_SIBL
(23,6),(23,9),-0.0593393 # DEPENDENCYPART_SIBL
(23,6),(23,11),-0.0139042 # DEPENDENCYPART_SIBL
(23,6),(23,14),-0.0166051 # DEPENDENCYPART_SIBL
(23,6),(23,15),-0.0754765 # DEPENDENCYPART_SIBL
(23,6),(23,17),0.00431514 # DEPENDENCYPART_SIBL
(23,6),(23,18),-0.0250668 # DEPENDENCYPART_SIBL
(23,6),(23,19),-0.0223983 # DEPENDENCYPART_SIBL
(23,6),(23,20),0.0208882 # DEPENDENCYPART_SIBL
(23,6),(23,21),-0.0593393 # DEPENDENCYPART_SIBL
(23,6),(23,22),0.0361395 # DEPENDENCYPART_SIBL
(23,6),(23,24),0.00748478 # DEPENDENCYPART_SIBL
(23,6),(23,25),0.0140468 # DEPENDENCYPART_SIBL
(23,6),(23,26),-0.0193492 # DEPENDENCYPART_SIBL
(23,6),(23,27),0.0140468 # DEPENDENCYPART_SIBL
(23,6),(23,28),-0.0196478 # DEPENDENCYPART_SIBL
(23,6),(23,29),0.0387193 # DEPENDENCYPART_SIBL
(23,6),(23,32),-0.0212382 # DEPENDENCYPART_SIBL
(23,8),(23,9),-0.0329359 # DEPENDENCYPART_SIBL
(23,8),(23,11),-0.252822 # DEPENDENCYPART_SIBL
(23,8),(23,14),-0.241642 # DEPENDENCYPART_SIBL
(23,8),(23,15),-0.117824 # DEPENDENCYPART_SIBL
(23,8),(23,17),-0.0507882 # DEPENDENCYPART_SIBL
(23,8),(23,18),-0.185644 # DEPENDENCYPART_SIBL
(23,8),(23,19),-0.104145 # DEPENDENCYPART_SIBL
(23,8),(23,20),-0.0747297 # DEPENDENCYPART_SIBL
(23,8),(23,21),-0.0329359 # DEPENDENCYPART_SIBL
(23,8),(23,22),-0.0653244 # DEPENDENCYPART_SIBL
(23,8),(23,24),0.0357806 # DEPENDENCYPART_SIBL
(23,8),(23,25),0.0189137 # DEPENDENCYPART_SIBL
(23,8),(23,26),-0.0070191 # DEPENDENCYPART_SIBL
(23,8),(23,27),0.0189137 # DEPENDENCYPART_SIBL
(23,8),(23,28),-0.00737806 # DEPENDENCYPART_SIBL
(23,8),(23,29),0.0473347 # DEPENDENCYPART_SIBL
(23,8),(23,32),-0.00968425 # DEPENDENCYPART_SIBL
(23,9),(23,11),-0.0167184 # DEPENDENCYPART_SIBL
(23,9),(23,14),-0.0291929 # DEPENDENCYPART_SIBL
(23,9),(23,15),-0.0764899 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.0194773 # DEPENDENCYPART_SIBL
(23,9),(23,18),-0.0123804 # DEPENDENCYPART_SIBL
(23,9),(23,19),-0.0423275 # DEPENDENCYPART_SIBL
(23,9),(23,20),0.0117413 # DEPENDENCYPART_SIBL
(23,9),(23,21),-0.015719 # DEPENDENCYPART_SIBL
(23,9),(23,22),-0.000415272 # DEPENDENCYPART_SIBL
(23,9),(23,24),0.00350879 # DEPENDENCYPART_SIBL
(23,9),(23,25),0.019956 # DEPENDENCYPART_SIBL
(23,9),(23,26),0.00862858 # DEPENDENCYPART_SIBL
(23,9),(23,27),0.019956 # DEPENDENCYPART_SIBL
(23,9),(23,28),0.00824606 # DEPENDENCYPART_SIBL
(23,9),(23,29),0.0419673 # DEPENDENCYPART_SIBL
(23,9),(23,32),0.00673957 # DEPENDENCYPART_SIBL
(23,11),(23,14),-0.25864 # DEPENDENCYPART_SIBL
(23,11),(23,15),-0.143297 # DEPENDENCYPART_SIBL
(23,11),(23,17),-0.0533944 # DEPENDENCYPART_SIBL
(23,11),(23,18),-0.204641 # DEPENDENCYPART_SIBL
(23,11),(23,19),-0.118966 # DEPENDENCYPART_SIBL
(23,11),(23,20),-0.0901991 # DEPENDENCYPART_SIBL
(23,11),(23,21),-0.0693905 # DEPENDENCYPART_SIBL
(23,11),(23,22),-0.0796396 # DEPENDENCYPART_SIBL
(23,11),(23,24),-0.00282045 # DEPENDENCYPART_SIBL
(23,11),(23,25),-0.0146292 # DEPENDENCYPART_SIBL
(23,11),(23,26),-0.0224048 # DEPENDENCYPART_SIBL
(23,11),(23,27),-0.0146292 # DEPENDENCYPART_SIBL
(23,11),(23,28),-0.0227637 # DEPENDENCYPART_SIBL
(23,11),(23,29),-0.00704348 # DEPENDENCYPART_SIBL
(23,11),(23,32),-0.0250699 # DEPENDENCYPART_SIBL
(23,14),(23,15),-0.122512 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.054237 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.188755 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.107359 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.0777505 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.0401034 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.0690943 # DEPENDENCYPART_SIBL
(23,14),(23,24),0.00313293 # DEPENDENCYPART_SIBL
(23,14),(23,25),-0.013985 # DEPENDENCYPART_SIBL
(23,14),(23,26),-0.0433894 # DEPENDENCYPART_SIBL
(23,14),(23,27),-0.013985 # DEPENDENCYPART_SIBL
(23,14),(23,28),-0.0437484 # DEPENDENCYPART_SIBL
(23,14),(23,29),0.0129888 # DEPENDENCYPART_SIBL
(23,14),(23,32),-0.046086 # DEPENDENCYPART_SIBL
(23,15),(23,17),0.00431514 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.0250668 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.0223983 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.0208882 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.0593393 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.0361395 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.00748478 # DEPENDENCYPART_SIBL
(23,15),(23,25),0.0140468 # DEPENDENCYPART_SIBL
(23,15),(23,26),-0.0193492 # DEPENDENCYPART_SIBL
(23,15),(23,27),0.0140468 # DEPENDENCYPART_SIBL
(23,15),(23,28),-0.0196478 # DEPENDENCYPART_SIBL
(23,15),(23,29),0.0387193 # DEPENDENCYPART_SIBL
(23,15),(23,32),-0.0212382 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.136626 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.0645131 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.0614635 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.0131474 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.0370638 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0189048 # DEPENDENCYPART_SIBL
(23,17),(23,25),0.00322374 # DEPENDENCYPART_SIBL
(23,17),(23,26),0.0475004 # DEPENDENCYPART_SIBL
(23,17),(23,27),0.00322374 # DEPENDENCYPART_SIBL
(23,17),(23,28),0.0472178 # DEPENDENCYPART_SIBL
(23,17),(23,29),-0.00434482 # DEPENDENCYPART_SIBL
(23,17),(23,32),0.0455444 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.0165511 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0250436 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.0195392 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.00849533 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0306359 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0729733 # DEPENDENCYPART_SIBL
