# _root_ Επίσης , η περιοχή έχει χαρακτηριστεί μόνιμο καταφύγιο άγριων ζώων , ενώ ανάλογης ποικιλότητας και σημασίας είναι και η πανίδα της .
#goldHeads=12,12,4,6,6,12,8,6,10,8,12,0,15,15,17,15,12,20,20,17,20,0,
#predictedHeads=6,6,4,6,6,12,8,6,10,8,12,0,14,15,17,15,12,20,20,17,20,0,
(6,8),(6,11),-0.0104183 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0660378 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.11443 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.222061 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.201978 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.22308 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0484641 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.201978 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.222061 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0704405 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0310902 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.00977009 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0143784 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.103761 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0310902 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.145669 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0319021 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.00847591 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.145669 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0310902 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0659319 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0138539 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0660243 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.114416 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.222033 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.201965 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.223053 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0500226 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.201965 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.222033 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.0719341 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0242994 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0509368 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.00758214 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0357273 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.00740826 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.00573227 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0357273 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.00758214 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.109892 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0888597 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0670153 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.147594 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0670772 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0256356 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.147594 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0670153 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.0514053 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0310902 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.145669 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0319021 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.00847591 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.145669 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.0310902 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.0659319 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.201963 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.223051 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0478864 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.201963 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.222032 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.0701243 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.00773016 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.00266796 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.117965 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.007663 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.0195206 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0349507 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.1981 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.219407 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.0664913 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.195167 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.0642501 # DEPENDENCYPART_SIBL
(6,17),(6,22),0.0187509 # DEPENDENCYPART_SIBL
(6,18),(6,20),-0.007663 # DEPENDENCYPART_SIBL
(6,18),(6,22),0.0195206 # DEPENDENCYPART_SIBL
(6,20),(6,22),-0.0701243 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0332993 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.00323324 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0306201 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0227514 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.108544 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.00619851 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0740006 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0876491 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0888259 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0920487 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0482271 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0640096 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0847865 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0218776 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0482271 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0519836 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0322641 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0398464 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0569932 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0322641 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.057657 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0382783 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.022398 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00751467 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0113559 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.00709919 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.00530088 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.00751467 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.000120196 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.00587419 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.00483487 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0289444 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.00587419 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0180769 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0294023 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0486616 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0154279 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0314664 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0249027 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0486616 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.00837704 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0452662 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.00390668 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.116497 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0452662 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0286572 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0450452 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00101469 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0265514 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0118444 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0450452 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.00603616 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0235565 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0105065 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0977207 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0235565 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.02597 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0226448 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0183013 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0368871 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.02597 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.00931857 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.00880384 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.00303826 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.00397602 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.00880384 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.032074 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.039381 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0422481 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0433523 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0320659 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.102049 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0346105 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0159338 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.102049 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0456477 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0719389 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0215771 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.12434 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.176007 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.128055 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0143479 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.176007 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.00928884 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.00507862 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0608782 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.000719687 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0590251 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0135763 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.000719687 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0174732 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0184928 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0740935 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0202905 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.00797363 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0740935 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0320659 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.102049 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0346105 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0159338 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.102049 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.173872 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.12592 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0079436 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.173872 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0065486 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0055655 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0745375 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.001102 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.172086 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0873827 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0398966 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.107891 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0766727 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.125615 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.015475 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.000321023 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0367551 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.000321023 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0244308 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0175005 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0165115 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.00244143 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0116798 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0969168 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.116553 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0822894 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.116553 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0829246 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0237395 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.050089 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.053842 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0304022 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0191243 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0257627 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0191243 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0265514 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0118444 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0450452 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.00603961 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0235565 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.027422 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0247165 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0183602 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0369461 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0259111 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.00925622 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.00886274 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0312395 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0120242 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.00542499 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.00740844 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.00277337 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.00602416 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0183602 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0369461 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0259111 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.00925622 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.00886274 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.00929084 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.00507662 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0608762 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.000721686 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0174732 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0184928 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0740935 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0320659 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.102049 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.173872 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.184993 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0678593 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.18516 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.00381276 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0613692 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0246367 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0111091 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0199174 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.00822071 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0919265 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.025001 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.215946 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.208092 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0198084 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0852584 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.239077 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.120492 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.114353 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.088817 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0205652 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.211615 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.203761 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0190564 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0241641 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0243659 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.00859254 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.00954439 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0448992 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.010562 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0302713 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0197872 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0221253 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0237705 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0292415 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0237705 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0295421 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.010562 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0296627 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0532491 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0174233 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0490562 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0341564 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0174233 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.0532491 # DEPENDENCYPART_SIBL
(12,1),(12,22),-0.0161965 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.0205761 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0327006 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.0236711 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0177853 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.016319 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0177853 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0197699 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0127932 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.00118358 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0286573 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.00325475 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0354702 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0761169 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.00325475 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0286573 # DEPENDENCYPART_SIBL
(12,2),(12,22),0.0911691 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0393115 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.00513443 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0385878 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0147381 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0385878 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.016053 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0338617 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.036625 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.00447288 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0330159 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.00142781 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0639495 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0330159 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.00447288 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.0256093 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0435021 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0670219 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0612021 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0670219 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0609707 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.154711 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0394993 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0526283 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0212484 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0513629 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.293265 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0212484 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.0526283 # DEPENDENCYPART_SIBL
(12,5),(12,22),0.0150031 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0793067 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0715381 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0793067 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0713066 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0892868 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0404578 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0730474 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.00420132 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0717821 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.252762 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.00420132 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0730474 # DEPENDENCYPART_SIBL
(12,6),(12,22),0.009246 # DEPENDENCYPART_SIBL
(12,7),(12,8),4.96022e-05 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.00717912 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.000244961 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0854127 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.232027 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0398708 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0348456 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0393576 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.060241 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0348456 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0398708 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.00893879 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0386948 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0122907 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0421194 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0357241 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.00091024 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0320712 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.00213483 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0610296 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0320712 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.00091024 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0223018 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.000244961 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0854127 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.232027 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0398708 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0348456 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0393576 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.060241 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0348456 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0398708 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.00893879 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0378142 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0301264 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0103369 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0238211 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.013382 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0527574 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0238211 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.0103369 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.0148259 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.00118358 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0286573 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00325475 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0354702 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0761169 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.00325475 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0286573 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0911691 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0392452 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0818961 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0400014 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.139746 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0818961 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0392452 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0606442 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.117292 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.102603 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.129299 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.117292 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.101639 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0306847 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0597965 # DEPENDENCYPART_SIBL
