# _root_ Πιστεύω ότι αξίζει στ' αλήθεια τον κόπο να συνεχίσουμε το πρόγραμμα αυτό και , αν είναι δυνατόν , να αυξήσουμε τους σχετικούς πόρους .
#goldHeads=0,1,13,3,4,7,3,9,3,11,9,11,2,15,13,15,16,13,20,13,23,23,20,0,
#predictedHeads=0,1,2,5,3,7,3,9,7,11,9,11,15,15,9,15,16,15,20,16,23,23,20,0,
(3,20),(3,23),-0.0645075 # DEPENDENCYPART_SIBL
(3,20),(3,24),0.0251391 # DEPENDENCYPART_SIBL
(3,22),(3,23),-0.0343066 # DEPENDENCYPART_SIBL
(3,22),(3,24),-0.0599034 # DEPENDENCYPART_SIBL
(3,23),(3,24),-0.0578305 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.130731 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.00654217 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0384848 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.00717096 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0363014 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0930644 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.00830396 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0183897 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0502963 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0337165 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.043678 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0492281 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0139505 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0313682 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0344644 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0139624 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.00696928 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.00833238 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.123394 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.00716752 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0475892 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0183026 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0147539 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.169074 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0337165 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0438617 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0492281 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.00448165 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.00302997 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.134658 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0420594 # DEPENDENCYPART_SIBL
(7,5),(7,9),-8.75777e-05 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.00463102 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.00565796 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.00257365 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.046714 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0292764 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0282292 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0310758 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.00511739 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00716752 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0475892 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0698613 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0447433 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0183299 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.072754 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0283209 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.175395 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0525954 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0398303 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0110673 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0457045 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.120844 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0454335 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0742633 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0475259 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0739335 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.160737 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0158211 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0118565 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.021763 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0342997 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0215123 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0162109 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0704625 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0395166 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0215123 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.0544855 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.0185104 # DEPENDENCYPART_SIBL
(9,1),(9,24),-0.0401174 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.053632 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.018793 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0676469 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0262052 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.067317 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0336692 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.034575 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0768373 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0384865 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0369764 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0738921 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0415933 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0675088 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0784167 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0738921 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0827675 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.0829972 # DEPENDENCYPART_SIBL
(9,2),(9,24),-0.0864777 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0463948 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.075222 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.048487 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0748921 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.167256 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0140835 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.00834831 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0200254 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0353607 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0189631 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0161604 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.073423 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0373175 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0189631 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.0574342 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.0150023 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.0379749 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0245371 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0190415 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0242073 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0263931 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.00799136 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.029944 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.00105642 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0150932 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0225764 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0466011 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0132904 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.013572 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0225764 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.0107422 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.0231611 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.0470541 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0669523 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.183685 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.00142516 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0139608 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.000650403 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.00152516 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0122852 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.00577782 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.076094 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.030061 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.00961399 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.00577782 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.00806052 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.0132398 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.017169 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0202525 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.00417177 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0147281 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.00735307 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.073733 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0632852 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0599462 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0110792 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0324826 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0247822 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0599462 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0194112 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.00302438 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.0770258 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.00229912 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0153013 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.00141856 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.000330393 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0102123 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.00443732 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0781669 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0287205 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.00827349 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.00443732 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.00672002 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0111709 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0158285 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.061123 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.136294 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0332189 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.01137 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0163319 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.17632 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0687977 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0121426 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0163319 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0461796 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.138058 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.0910447 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0300823 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0292962 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0877457 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0204155 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.000325383 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0165093 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0589124 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0204155 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0137735 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0270922 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.0380635 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0561964 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.206188 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.00993285 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0350833 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0518937 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.109797 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.00993285 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0382734 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.231076 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.0762658 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0719145 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0287316 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0154702 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0248163 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0484434 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0287316 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0185347 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0664322 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.0588709 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.00620056 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.022389 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.00349324 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0526584 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.00620056 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.00624838 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.011241 # DEPENDENCYPART_SIBL
(9,13),(9,24),0.0191464 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.00807455 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0050631 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0500521 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0193839 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.00655316 # DEPENDENCYPART_SIBL
(9,14),(9,23),0.00406288 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.110152 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.00266114 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0756233 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0175157 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.00359719 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.0579295 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.0028078 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.104673 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.042323 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.197777 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.0678281 # DEPENDENCYPART_SIBL
(9,16),(9,24),0.0183165 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0186251 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.00883936 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.0374831 # DEPENDENCYPART_SIBL
(9,17),(9,24),-0.0718984 # DEPENDENCYPART_SIBL
(9,18),(9,20),-0.00655316 # DEPENDENCYPART_SIBL
(9,18),(9,23),0.00406288 # DEPENDENCYPART_SIBL
(9,18),(9,24),-0.110152 # DEPENDENCYPART_SIBL
(9,20),(9,23),-0.064869 # DEPENDENCYPART_SIBL
(9,20),(9,24),0.0186761 # DEPENDENCYPART_SIBL
(9,23),(9,24),-0.0699828 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.115745 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0939314 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.437377 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.183597 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0270954 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0249341 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.00183078 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0129082 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0227757 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.0327196 # DEPENDENCYPART_SIBL
(11,6),(11,23),0.0728037 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0385184 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.177119 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0090573 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.00163021 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0152023 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.000726212 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0297282 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0106334 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.00200608 # DEPENDENCYPART_SIBL
(11,7),(11,23),0.0216432 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.178649 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0101486 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0303007 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0244133 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0352039 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0954447 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0423872 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.092749 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.0115809 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.210422 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0114165 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0521144 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0143805 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0458719 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0251301 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.00198737 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.0919678 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.121689 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.103779 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.086896 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0895428 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0565043 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0773185 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.12125 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0108247 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0402942 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.00284664 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.014065 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.00297203 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.0037703 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.00597037 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.019297 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.00946909 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.0223797 # DEPENDENCYPART_SIBL
(11,14),(11,23),0.0667365 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0044136 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0178502 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.00747553 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.0169465 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.00644639 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0916222 # DEPENDENCYPART_SIBL
(11,16),(11,23),0.014337 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0119249 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.0338061 # DEPENDENCYPART_SIBL
(11,20),(11,23),0.0237777 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0145219 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0031873 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0330732 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0937107 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0586066 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0834283 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.181657 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.181657 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.164289 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0589847 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0956758 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.182211 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.134668 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.00916252 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0269547 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.500503 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.00901352 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.00916252 # DEPENDENCYPART_SIBL
(13,1),(13,20),0.458107 # DEPENDENCYPART_SIBL
(13,1),(13,23),-0.0579525 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0269818 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0041383 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0538318 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0538318 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0436908 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0266905 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.00672922 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0555094 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0222415 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.00798797 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.120137 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0172851 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.0120381 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.00798797 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0220557 # DEPENDENCYPART_SIBL
(13,2),(13,23),-0.0440967 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0839585 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.182184 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.182184 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.167597 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0591094 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0962058 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.182738 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.134997 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0105033 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0326819 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.500408 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0108555 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0105033 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.457989 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.0590959 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0563672 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0563672 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0530055 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0106749 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.039788 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0566283 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0467076 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0608438 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0386811 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.00227954 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0172293 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0608438 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.00588069 # DEPENDENCYPART_SIBL
(13,4),(13,23),0.0122748 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0183479 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0261133 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0412022 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0422003 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0194147 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0669747 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0157499 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0425826 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.037563 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0111758 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0157499 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0153651 # DEPENDENCYPART_SIBL
(13,5),(13,23),0.0979465 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0248481 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0412022 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0422003 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.01886 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0669691 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0157499 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0422164 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.037563 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0111758 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0157499 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0153651 # DEPENDENCYPART_SIBL
(13,7),(13,23),0.0983107 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.000828004 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0123348 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.057827 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0308963 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0779106 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0103064 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0160743 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0142673 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0779106 # DEPENDENCYPART_SIBL
