# _root_ Επιπλέον , η ισπανική κοινωνία έχει να αντιμετωπίσει και τη βασκική ΕΤΑ , η οποία συνεχίζει τη δράση της παρά τις προσπάθειες εξάρθρωσής της .
#goldHeads=6,6,5,5,6,0,8,6,12,12,12,8,16,15,16,12,18,16,18,16,22,20,22,23,0,
#predictedHeads=6,6,5,5,6,0,8,6,8,12,9,8,16,15,16,12,18,16,18,16,22,20,22,23,0,
(6,4),(6,16),-0.029577 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.0598039 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.00085339 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.0578469 # DEPENDENCYPART_SIBL
(6,4),(6,23),0.0564564 # DEPENDENCYPART_SIBL
(6,4),(6,25),-0.0361875 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.039687 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.00725309 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0151107 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0291815 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0455514 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0219432 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.00546511 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.0784042 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.0260081 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.0742158 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.0713267 # DEPENDENCYPART_SIBL
(6,5),(6,25),-0.000140774 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.00136743 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.10493 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0795418 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0297292 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.035406 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.00219544 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0605168 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.0239716 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.0638033 # DEPENDENCYPART_SIBL
(6,7),(6,23),-0.0611588 # DEPENDENCYPART_SIBL
(6,7),(6,25),-0.0554486 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.181258 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.108159 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0484634 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0195287 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.194423 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0589149 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0221004 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0621306 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.0593666 # DEPENDENCYPART_SIBL
(6,8),(6,25),0.0146446 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0571598 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.00992095 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0106642 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.00858237 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.00890674 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.015007 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0116326 # DEPENDENCYPART_SIBL
(6,9),(6,23),-0.00937075 # DEPENDENCYPART_SIBL
(6,9),(6,25),0.01371 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0202509 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0121229 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.00685663 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0292683 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.0265653 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.0327997 # DEPENDENCYPART_SIBL
(6,11),(6,23),-0.0299089 # DEPENDENCYPART_SIBL
(6,11),(6,25),-0.069207 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.00900302 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.00390039 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0293558 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.0180196 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0322592 # DEPENDENCYPART_SIBL
(6,12),(6,23),-0.0299974 # DEPENDENCYPART_SIBL
(6,12),(6,25),-0.0328809 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.00671937 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.00782226 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.0263392 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.00492719 # DEPENDENCYPART_SIBL
(6,13),(6,23),0.00744203 # DEPENDENCYPART_SIBL
(6,13),(6,25),-0.113163 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0587034 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.0219055 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.0619191 # DEPENDENCYPART_SIBL
(6,16),(6,23),-0.0591551 # DEPENDENCYPART_SIBL
(6,16),(6,25),0.0166836 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.00372355 # DEPENDENCYPART_SIBL
(6,18),(6,22),-0.215006 # DEPENDENCYPART_SIBL
(6,18),(6,23),-0.212744 # DEPENDENCYPART_SIBL
(6,18),(6,25),-0.0721085 # DEPENDENCYPART_SIBL
(6,20),(6,22),0.0287051 # DEPENDENCYPART_SIBL
(6,20),(6,23),0.0309669 # DEPENDENCYPART_SIBL
(6,20),(6,25),-0.0400123 # DEPENDENCYPART_SIBL
(6,22),(6,23),-0.213625 # DEPENDENCYPART_SIBL
(6,22),(6,25),-0.0697499 # DEPENDENCYPART_SIBL
(6,23),(6,25),-0.0693073 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0163889 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0142691 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.00626346 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0369326 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0244131 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0581365 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.014063 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.00563059 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0195917 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.00541274 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0100673 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0175096 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0103569 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.00188818 # DEPENDENCYPART_SIBL
(8,1),(8,22),0.00266288 # DEPENDENCYPART_SIBL
(8,1),(8,23),0.00386747 # DEPENDENCYPART_SIBL
(8,1),(8,25),-0.0434185 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0247865 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.00190669 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.000866849 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.045297 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.122809 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0139979 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.016742 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0275035 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.00418958 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0384343 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0134322 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.000640853 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.0145643 # DEPENDENCYPART_SIBL
(8,2),(8,22),-0.00207443 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.00257816 # DEPENDENCYPART_SIBL
(8,2),(8,25),-0.0690031 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0353905 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0112913 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0456731 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.00136154 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0793924 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0161414 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.00677136 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0548066 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.108135 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0575465 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0094607 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0161039 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.011662 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.0128195 # DEPENDENCYPART_SIBL
(8,3),(8,25),-0.0985408 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0538139 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.00841398 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0515063 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0096359 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.00522609 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0924129 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0238634 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.00496963 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.024035 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.00431809 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.0207407 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.00236117 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.00097068 # DEPENDENCYPART_SIBL
(8,4),(8,25),-0.0422335 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0355404 # DEPENDENCYPART_SIBL
(8,5),(8,7),-1.14381e-05 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0142736 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0324098 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0212264 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0318057 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0111596 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0152118 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.00676301 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.0399594 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.0109514 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.0138405 # DEPENDENCYPART_SIBL
(8,5),(8,25),-0.0209779 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.156493 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.047798 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0205533 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.00189467 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.00133226 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0137973 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0946823 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0494733 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.0487199 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.0435725 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.0426004 # DEPENDENCYPART_SIBL
(8,6),(8,25),-0.0270186 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.00058444 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0823351 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0365064 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0747553 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0313077 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0270976 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.127807 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.112423 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.136926 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.123243 # DEPENDENCYPART_SIBL
(8,7),(8,25),-0.104422 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0159414 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0534684 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.00641324 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.00699953 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.00725797 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0104303 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.000856911 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0131561 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0108943 # DEPENDENCYPART_SIBL
(8,9),(8,25),0.0188745 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0539846 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.00608382 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0154086 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0108383 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0194972 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.0261473 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0223989 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.020137 # DEPENDENCYPART_SIBL
(8,10),(8,25),-0.0326542 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0187254 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0110403 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.00569613 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0336734 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.040222 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.0372049 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.034314 # DEPENDENCYPART_SIBL
(8,11),(8,25),-0.0665706 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0053956 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0101308 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0380244 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.0278816 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.0409278 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.038666 # DEPENDENCYPART_SIBL
(8,12),(8,25),-0.0344275 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.00783865 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0046113 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.0456128 # DEPENDENCYPART_SIBL
(8,13),(8,22),0.00171623 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.00423107 # DEPENDENCYPART_SIBL
(8,13),(8,25),-0.110658 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0640562 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.00890589 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.0672719 # DEPENDENCYPART_SIBL
(8,16),(8,23),-0.0645079 # DEPENDENCYPART_SIBL
(8,16),(8,25),0.0184789 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.0212596 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.223012 # DEPENDENCYPART_SIBL
(8,18),(8,23),-0.22075 # DEPENDENCYPART_SIBL
(8,18),(8,25),-0.07528 # DEPENDENCYPART_SIBL
(8,20),(8,22),0.0100476 # DEPENDENCYPART_SIBL
(8,20),(8,23),0.0123094 # DEPENDENCYPART_SIBL
(8,20),(8,25),-0.0441253 # DEPENDENCYPART_SIBL
(8,22),(8,23),-0.221632 # DEPENDENCYPART_SIBL
(8,22),(8,25),-0.0729214 # DEPENDENCYPART_SIBL
(8,23),(8,25),-0.0724788 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.004204 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.00305771 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0065007 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.02121 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0295166 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0377653 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.019268 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0181653 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.00932784 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0201588 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0040541 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.00108277 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.0113465 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.042615 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.000679463 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.00460067 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0547887 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.076284 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0405716 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0685201 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0035114 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0247649 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.000276598 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.026016 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0345049 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0298832 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0263754 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0717777 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0102479 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0585657 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0231049 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0253749 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.100169 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0296258 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0146851 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0204796 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.00328466 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0356358 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0167626 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0238347 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.00591342 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.390629 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0172572 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0240924 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.00750123 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0311464 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0935197 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0248579 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0346275 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0336185 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.00402366 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0163336 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0159484 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.107582 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0807347 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.144374 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0329117 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00277353 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.00553847 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.00339785 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.494159 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.029289 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0134549 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00397006 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0295676 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0052504 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0779106 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0239668 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0226457 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.014992 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00856871 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00630648 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.00712985 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.46136 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0511042 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0212462 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0455555 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0369183 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.11136 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.00375082 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.000870964 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0722558 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.149091 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0761238 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0280847 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.00805125 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.000241349 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0196864 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.0234174 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.0478583 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.0204027 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0145239 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0323617 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.050262 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.00569082 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0780474 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.00491758 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0348699 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.00394059 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0209668 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.059124 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.000955813 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0148256 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0328875 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0613985 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0127511 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0232468 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0574723 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.0206999 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.00043411 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.000412074 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.0251404 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0135973 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0235148 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.00417264 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.186603 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.253926 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.24684 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.343608 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0678593 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.0923505 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.00548204 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.032039 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0152839 # DEPENDENCYPART_SIBL
(13,2),(13,22),0.0241892 # DEPENDENCYPART_SIBL
(13,2),(13,23),0.0246367 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.0781839 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0600311 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0944559 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0199225 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0113306 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0249671 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.225187 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.0441759 # DEPENDENCYPART_SIBL
(13,5),(13,22),0.216818 # DEPENDENCYPART_SIBL
(13,5),(13,23),0.216073 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.101218 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.201181 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.022148 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0112551 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.26818 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.0748613 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.0873353 # DEPENDENCYPART_SIBL
(13,6),(13,22),0.0547295 # DEPENDENCYPART_SIBL
(13,6),(13,23),0.0549415 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.203186 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.018688 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0145201 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.261807 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.0704136 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.0900733 # DEPENDENCYPART_SIBL
(13,8),(13,22),0.0502818 # DEPENDENCYPART_SIBL
(13,8),(13,23),0.0504938 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0186986 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.00570518 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.105792 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.152309 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.116878 # DEPENDENCYPART_SIBL
(13,9),(13,22),0.145079 # DEPENDENCYPART_SIBL
(13,9),(13,23),0.14509 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.00159987 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0894987 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.127997 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0828164 # DEPENDENCYPART_SIBL
(13,11),(13,22),0.12049 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.120492 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0925354 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.180324 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.102255 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.172763 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.172763 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.00665983 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0362703 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.00672043 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.00646932 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.1559 # DEPENDENCYPART_SIBL
