# _root_ Αποτελεί έναν από τους αγαπημένους προορισμούς των Κερκυραίων , καθώς συνδυάζει αστείρευτη φυσική ομορφιά με τη μαγεία της θάλασσας , ενώ απέχει ελάχιστα από την πόλη .
#goldHeads=21,1,2,6,6,3,8,6,10,1,10,14,14,11,11,17,15,19,17,21,0,21,22,22,26,24,0,
#predictedHeads=21,1,2,6,6,3,8,6,11,11,21,14,14,11,11,17,15,19,17,21,0,21,22,22,26,24,0,
(17,16),(17,19),0.0569356 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0235468 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.00734468 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0652658 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0123489 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.0755269 # DEPENDENCYPART_SIBL
(17,16),(17,26),0.0566166 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0133994 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0320964 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0221309 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.00444025 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.0513396 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.0141541 # DEPENDENCYPART_SIBL
(17,18),(17,26),0.0180213 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0400589 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0699664 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0081956 # DEPENDENCYPART_SIBL
(17,19),(17,23),0.0535444 # DEPENDENCYPART_SIBL
(17,19),(17,24),0.0350806 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.122402 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.00928884 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.0166586 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.0643397 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.0221263 # DEPENDENCYPART_SIBL
(17,20),(17,26),0.0597376 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.00485833 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.00551247 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.0156329 # DEPENDENCYPART_SIBL
(17,21),(17,26),-0.0185419 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.0550602 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.00649972 # DEPENDENCYPART_SIBL
(17,22),(17,26),0.0184432 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.0171336 # DEPENDENCYPART_SIBL
(17,23),(17,26),0.0392821 # DEPENDENCYPART_SIBL
(17,24),(17,26),0.0277268 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.11713 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0242374 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0765625 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0157486 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0343328 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.0146742 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.021768 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0598697 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.373814 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0238646 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.00766253 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0655845 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0115976 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0971456 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.012023 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.00542379 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.000151753 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0218152 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.057489 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0388959 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0405953 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0127597 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.00928884 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0166589 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.0644838 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.00485796 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.00536839 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0552042 # DEPENDENCYPART_SIBL
(20,1),(20,6),-0.0156498 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.018688 # DEPENDENCYPART_SIBL
(20,1),(20,13),-0.018688 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.0153298 # DEPENDENCYPART_SIBL
(20,1),(20,15),-0.0107994 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.0153298 # DEPENDENCYPART_SIBL
(20,1),(20,19),-0.0153298 # DEPENDENCYPART_SIBL
(20,1),(20,21),0.104018 # DEPENDENCYPART_SIBL
(20,1),(20,22),0.261808 # DEPENDENCYPART_SIBL
(20,1),(20,23),0.173576 # DEPENDENCYPART_SIBL
(20,1),(20,26),0.0492541 # DEPENDENCYPART_SIBL
(20,6),(20,12),-0.0199284 # DEPENDENCYPART_SIBL
(20,6),(20,13),-0.0200036 # DEPENDENCYPART_SIBL
(20,6),(20,14),-0.00489882 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.0519807 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.00486766 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.00486766 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.0897324 # DEPENDENCYPART_SIBL
(20,6),(20,22),0.0231965 # DEPENDENCYPART_SIBL
(20,6),(20,23),0.0542445 # DEPENDENCYPART_SIBL
(20,6),(20,26),0.210839 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.00933365 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.0209609 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.0298362 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.021302 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.021302 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0852584 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.0894987 # DEPENDENCYPART_SIBL
(20,12),(20,23),0.097003 # DEPENDENCYPART_SIBL
(20,12),(20,26),0.120246 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.0209609 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.0298362 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.021302 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.021302 # DEPENDENCYPART_SIBL
(20,13),(20,21),0.0852584 # DEPENDENCYPART_SIBL
(20,13),(20,22),0.0894987 # DEPENDENCYPART_SIBL
(20,13),(20,23),0.097003 # DEPENDENCYPART_SIBL
(20,13),(20,26),0.120246 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.0519697 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.00375033 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.00375033 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0919234 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.0250001 # DEPENDENCYPART_SIBL
(20,14),(20,23),0.0558631 # DEPENDENCYPART_SIBL
(20,14),(20,26),0.215914 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0440714 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0440714 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.106235 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.0489098 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.0931889 # DEPENDENCYPART_SIBL
(20,15),(20,26),0.0679898 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.00371864 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0919265 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.0250001 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.0558624 # DEPENDENCYPART_SIBL
(20,17),(20,26),0.216142 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0919265 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0250001 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0558631 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.216144 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.00671519 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0204106 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.0243479 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.0153358 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.00664301 # DEPENDENCYPART_SIBL
(20,23),(20,26),0.00999657 # DEPENDENCYPART_SIBL
(21,1),(21,3),-0.0273621 # DEPENDENCYPART_SIBL
(21,1),(21,5),-0.0793067 # DEPENDENCYPART_SIBL
(21,1),(21,6),-0.0708706 # DEPENDENCYPART_SIBL
(21,1),(21,8),-0.0704496 # DEPENDENCYPART_SIBL
(21,1),(21,9),0.0892868 # DEPENDENCYPART_SIBL
(21,1),(21,10),0.0506603 # DEPENDENCYPART_SIBL
(21,1),(21,11),-0.061344 # DEPENDENCYPART_SIBL
(21,1),(21,12),-0.0793067 # DEPENDENCYPART_SIBL
(21,1),(21,13),-0.0793067 # DEPENDENCYPART_SIBL
(21,1),(21,14),-0.0705282 # DEPENDENCYPART_SIBL
(21,1),(21,15),-0.0311982 # DEPENDENCYPART_SIBL
(21,1),(21,16),-0.0466342 # DEPENDENCYPART_SIBL
(21,1),(21,17),-0.0704496 # DEPENDENCYPART_SIBL
(21,1),(21,18),-0.0423896 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.0704496 # DEPENDENCYPART_SIBL
(21,1),(21,20),0.0892868 # DEPENDENCYPART_SIBL
(21,1),(21,22),0.259288 # DEPENDENCYPART_SIBL
(21,1),(21,23),-0.0127096 # DEPENDENCYPART_SIBL
(21,1),(21,24),-0.0365521 # DEPENDENCYPART_SIBL
(21,1),(21,26),-0.0742049 # DEPENDENCYPART_SIBL
(21,1),(21,27),0.009246 # DEPENDENCYPART_SIBL
(21,3),(21,5),-0.0240727 # DEPENDENCYPART_SIBL
(21,3),(21,6),0.00549657 # DEPENDENCYPART_SIBL
(21,3),(21,8),0.0061083 # DEPENDENCYPART_SIBL
(21,3),(21,9),0.023617 # DEPENDENCYPART_SIBL
(21,3),(21,10),0.127796 # DEPENDENCYPART_SIBL
(21,3),(21,11),-0.00892742 # DEPENDENCYPART_SIBL
(21,3),(21,12),-0.0240727 # DEPENDENCYPART_SIBL
(21,3),(21,13),-0.0240727 # DEPENDENCYPART_SIBL
(21,3),(21,14),0.00602792 # DEPENDENCYPART_SIBL
(21,3),(21,15),-0.0231127 # DEPENDENCYPART_SIBL
(21,3),(21,16),-0.0268132 # DEPENDENCYPART_SIBL
(21,3),(21,17),0.0061083 # DEPENDENCYPART_SIBL
(21,3),(21,18),-0.0251039 # DEPENDENCYPART_SIBL
(21,3),(21,19),0.0061083 # DEPENDENCYPART_SIBL
(21,3),(21,20),0.023617 # DEPENDENCYPART_SIBL
(21,3),(21,22),-0.023759 # DEPENDENCYPART_SIBL
(21,3),(21,23),0.0163121 # DEPENDENCYPART_SIBL
(21,3),(21,24),0.266509 # DEPENDENCYPART_SIBL
(21,3),(21,26),-0.090887 # DEPENDENCYPART_SIBL
(21,3),(21,27),-0.00134919 # DEPENDENCYPART_SIBL
(21,5),(21,6),0.000717053 # DEPENDENCYPART_SIBL
(21,5),(21,8),0.00113804 # DEPENDENCYPART_SIBL
(21,5),(21,9),0.0854127 # DEPENDENCYPART_SIBL
(21,5),(21,10),0.069537 # DEPENDENCYPART_SIBL
(21,5),(21,11),-0.018372 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.00717912 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.00203718 # DEPENDENCYPART_SIBL
(21,5),(21,14),0.000718377 # DEPENDENCYPART_SIBL
(21,5),(21,15),-0.0203238 # DEPENDENCYPART_SIBL
(21,5),(21,16),-0.00663757 # DEPENDENCYPART_SIBL
(21,5),(21,17),0.00113804 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.00395157 # DEPENDENCYPART_SIBL
(21,5),(21,19),0.00113804 # DEPENDENCYPART_SIBL
(21,5),(21,20),0.0854127 # DEPENDENCYPART_SIBL
(21,5),(21,22),-0.0314879 # DEPENDENCYPART_SIBL
(21,5),(21,23),-0.0220725 # DEPENDENCYPART_SIBL
(21,5),(21,24),-0.0692826 # DEPENDENCYPART_SIBL
(21,5),(21,26),-0.0398061 # DEPENDENCYPART_SIBL
(21,5),(21,27),-0.00893879 # DEPENDENCYPART_SIBL
(21,6),(21,8),-0.0115175 # DEPENDENCYPART_SIBL
(21,6),(21,9),0.0425832 # DEPENDENCYPART_SIBL
(21,6),(21,10),0.111385 # DEPENDENCYPART_SIBL
(21,6),(21,11),0.00482068 # DEPENDENCYPART_SIBL
(21,6),(21,12),-0.038969 # DEPENDENCYPART_SIBL
(21,6),(21,13),-0.0390442 # DEPENDENCYPART_SIBL
(21,6),(21,14),-0.0116585 # DEPENDENCYPART_SIBL
(21,6),(21,15),-0.0598304 # DEPENDENCYPART_SIBL
(21,6),(21,16),-0.0427777 # DEPENDENCYPART_SIBL
(21,6),(21,17),-0.0115175 # DEPENDENCYPART_SIBL
(21,6),(21,18),-0.0374465 # DEPENDENCYPART_SIBL
(21,6),(21,19),-0.0115175 # DEPENDENCYPART_SIBL
(21,6),(21,20),0.0425832 # DEPENDENCYPART_SIBL
(21,6),(21,22),-0.0191674 # DEPENDENCYPART_SIBL
(21,6),(21,23),-0.0378973 # DEPENDENCYPART_SIBL
(21,6),(21,24),-0.0612797 # DEPENDENCYPART_SIBL
(21,6),(21,26),-0.0067415 # DEPENDENCYPART_SIBL
(21,6),(21,27),-0.0249225 # DEPENDENCYPART_SIBL
(21,8),(21,9),0.0459857 # DEPENDENCYPART_SIBL
(21,8),(21,10),0.112963 # DEPENDENCYPART_SIBL
(21,8),(21,11),0.00639841 # DEPENDENCYPART_SIBL
(21,8),(21,12),-0.0373913 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.0374665 # DEPENDENCYPART_SIBL
(21,8),(21,14),-0.00783211 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.0582527 # DEPENDENCYPART_SIBL
(21,8),(21,16),-0.0411999 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.0076912 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.0358687 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.0076912 # DEPENDENCYPART_SIBL
(21,8),(21,20),0.0459857 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.0160198 # DEPENDENCYPART_SIBL
(21,8),(21,23),-0.0348113 # DEPENDENCYPART_SIBL
(21,8),(21,24),-0.0557485 # DEPENDENCYPART_SIBL
(21,8),(21,26),0.000961906 # DEPENDENCYPART_SIBL
(21,8),(21,27),-0.0218365 # DEPENDENCYPART_SIBL
(21,9),(21,10),0.17293 # DEPENDENCYPART_SIBL
(21,9),(21,11),0.0236711 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.0177853 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.0180517 # DEPENDENCYPART_SIBL
(21,9),(21,14),0.0205416 # DEPENDENCYPART_SIBL
(21,9),(21,15),-0.0226811 # DEPENDENCYPART_SIBL
(21,9),(21,16),-0.0198483 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.0206331 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.0211724 # DEPENDENCYPART_SIBL
(21,9),(21,19),0.0206331 # DEPENDENCYPART_SIBL
(21,9),(21,20),0.0127932 # DEPENDENCYPART_SIBL
(21,9),(21,22),0.0942798 # DEPENDENCYPART_SIBL
(21,9),(21,23),-0.00530585 # DEPENDENCYPART_SIBL
(21,9),(21,24),0.031038 # DEPENDENCYPART_SIBL
(21,9),(21,26),-0.026599 # DEPENDENCYPART_SIBL
(21,9),(21,27),0.0911691 # DEPENDENCYPART_SIBL
(21,10),(21,11),-0.00641403 # DEPENDENCYPART_SIBL
(21,10),(21,12),-0.017231 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.017231 # DEPENDENCYPART_SIBL
(21,10),(21,14),0.0263558 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.0132785 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.00590353 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.0264344 # DEPENDENCYPART_SIBL
(21,10),(21,18),0.0114943 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.0264344 # DEPENDENCYPART_SIBL
(21,10),(21,20),0.00761896 # DEPENDENCYPART_SIBL
(21,10),(21,22),0.0285861 # DEPENDENCYPART_SIBL
(21,10),(21,23),0.0340691 # DEPENDENCYPART_SIBL
(21,10),(21,24),0.0372449 # DEPENDENCYPART_SIBL
(21,10),(21,26),0.00968771 # DEPENDENCYPART_SIBL
(21,10),(21,27),0.0264527 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.0793067 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.0793067 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.0705282 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.0311982 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.0466342 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.0704496 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.0423896 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0704496 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.0892868 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.259288 # DEPENDENCYPART_SIBL
(21,11),(21,23),-0.0127096 # DEPENDENCYPART_SIBL
(21,11),(21,24),-0.0365521 # DEPENDENCYPART_SIBL
(21,11),(21,26),-0.0742049 # DEPENDENCYPART_SIBL
(21,11),(21,27),0.009246 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.00203718 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.000718377 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.0203238 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.00663757 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.00113804 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.00395157 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.00113804 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.0854127 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0314879 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.0220725 # DEPENDENCYPART_SIBL
(21,12),(21,24),-0.0692826 # DEPENDENCYPART_SIBL
(21,12),(21,26),-0.0398061 # DEPENDENCYPART_SIBL
(21,12),(21,27),-0.00893879 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.000718377 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.0203238 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.00663757 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.00113804 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.00395157 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.00113804 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.0854127 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.0314879 # DEPENDENCYPART_SIBL
(21,13),(21,23),-0.0220725 # DEPENDENCYPART_SIBL
(21,13),(21,24),-0.0692826 # DEPENDENCYPART_SIBL
(21,13),(21,26),-0.0398061 # DEPENDENCYPART_SIBL
(21,13),(21,27),-0.00894049 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.0582837 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.041231 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.00778507 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.0358998 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.00778507 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0459546 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.016248 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.0350396 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.0559768 # DEPENDENCYPART_SIBL
(21,14),(21,26),0.000276231 # DEPENDENCYPART_SIBL
(21,14),(21,27),-0.0220648 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.0388852 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.00397697 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.0366763 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.00397697 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.00977594 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.02283 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0331155 # DEPENDENCYPART_SIBL
(21,15),(21,24),0.178434 # DEPENDENCYPART_SIBL
(21,15),(21,26),-0.074556 # DEPENDENCYPART_SIBL
(21,15),(21,27),-0.0291911 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0193628 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.176757 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0193641 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0215978 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.00161011 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0492585 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.0496503 # DEPENDENCYPART_SIBL
(21,16),(21,26),-0.0314354 # DEPENDENCYPART_SIBL
(21,16),(21,27),-0.0293438 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0358688 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0076912 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0459857 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0160198 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.034812 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0557511 # DEPENDENCYPART_SIBL
(21,17),(21,26),0.000960063 # DEPENDENCYPART_SIBL
(21,17),(21,27),-0.0218365 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0158364 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.044357 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0179155 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.040262 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0796095 # DEPENDENCYPART_SIBL
(21,18),(21,26),-0.0495744 # DEPENDENCYPART_SIBL
(21,18),(21,27),-0.0541412 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0459857 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0160198 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0348113 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0557485 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.000961906 # DEPENDENCYPART_SIBL
(21,19),(21,27),-0.0218365 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0942798 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.00530585 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.031038 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.026599 # DEPENDENCYPART_SIBL
(21,20),(21,27),0.0911691 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0152015 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.00809576 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.0167968 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.0902691 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0135586 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.0380075 # DEPENDENCYPART_SIBL
(21,23),(21,27),0.0242232 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.0310727 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.0552356 # DEPENDENCYPART_SIBL
(21,26),(21,27),-0.0318442 # DEPENDENCYPART_SIBL
(22,1),(22,3),-0.0228606 # DEPENDENCYPART_SIBL
(22,1),(22,5),-0.0621629 # DEPENDENCYPART_SIBL
(22,1),(22,6),-0.0734873 # DEPENDENCYPART_SIBL
(22,1),(22,8),-0.0734873 # DEPENDENCYPART_SIBL
(22,1),(22,9),-0.00752377 # DEPENDENCYPART_SIBL
(22,1),(22,10),-0.0361619 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.120087 # DEPENDENCYPART_SIBL
(22,1),(22,12),-0.0621629 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.0621629 # DEPENDENCYPART_SIBL
(22,1),(22,14),-0.0734873 # DEPENDENCYPART_SIBL
(22,1),(22,15),-0.0334745 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.0734873 # DEPENDENCYPART_SIBL
(22,1),(22,18),-0.0647319 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.0734873 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.00752377 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.0348275 # DEPENDENCYPART_SIBL
(22,1),(22,23),-0.00355849 # DEPENDENCYPART_SIBL
(22,1),(22,24),0.017293 # DEPENDENCYPART_SIBL
(22,1),(22,26),-0.0134144 # DEPENDENCYPART_SIBL
(22,1),(22,27),-0.0376651 # DEPENDENCYPART_SIBL
(22,3),(22,5),-0.00445467 # DEPENDENCYPART_SIBL
(22,3),(22,6),-0.0118536 # DEPENDENCYPART_SIBL
(22,3),(22,8),-0.0117582 # DEPENDENCYPART_SIBL
(22,3),(22,9),0.0126085 # DEPENDENCYPART_SIBL
(22,3),(22,10),-0.0310025 # DEPENDENCYPART_SIBL
(22,3),(22,11),0.00594011 # DEPENDENCYPART_SIBL
(22,3),(22,12),-0.00445467 # DEPENDENCYPART_SIBL
(22,3),(22,13),-0.00445467 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.01176 # DEPENDENCYPART_SIBL
(22,3),(22,15),-0.0386377 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.0117582 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.0496465 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.0117582 # DEPENDENCYPART_SIBL
(22,3),(22,20),0.0126085 # DEPENDENCYPART_SIBL
(22,3),(22,21),-0.00681189 # DEPENDENCYPART_SIBL
(22,3),(22,23),-0.00992377 # DEPENDENCYPART_SIBL
(22,3),(22,24),-0.0112156 # DEPENDENCYPART_SIBL
(22,3),(22,26),-0.0417551 # DEPENDENCYPART_SIBL
(22,3),(22,27),-0.0359823 # DEPENDENCYPART_SIBL
(22,5),(22,6),-0.0555157 # DEPENDENCYPART_SIBL
(22,5),(22,8),-0.0555157 # DEPENDENCYPART_SIBL
(22,5),(22,9),-0.00230779 # DEPENDENCYPART_SIBL
(22,5),(22,10),-0.0560033 # DEPENDENCYPART_SIBL
(22,5),(22,11),-0.0372767 # DEPENDENCYPART_SIBL
(22,5),(22,12),-0.0283665 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.0232245 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.0558568 # DEPENDENCYPART_SIBL
(22,5),(22,15),-0.0371925 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.0555157 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.037436 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.0555157 # DEPENDENCYPART_SIBL
