# _root_ Ιδιαίτερα , όσον αφορά μια μελλοντική συνεργασία βασισμένη στις δημοκρατικές αρχές των ανθρωπίνων δικαιωμάτων , των θεμελιωδών ελευθεριών και του κράτους δικαίου .
#goldHeads=4,4,4,0,7,7,4,7,8,11,9,14,14,19,19,18,18,19,11,21,19,21,0,
#predictedHeads=4,4,4,0,7,7,4,7,8,11,9,14,14,11,19,18,18,19,11,22,22,19,0,
(7,2),(7,10),-0.0277464 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0323235 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0766774 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0052692 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.00862988 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0430863 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.014273 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.00926019 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0484369 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0279914 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0118024 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0128144 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0025073 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0127204 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.014718 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0284764 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0204306 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0265894 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00536865 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0170261 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0250571 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00766695 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0335846 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0115872 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0435582 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.00468878 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.01135 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0213418 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0124484 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0145706 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0220269 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0190801 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0220347 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0158044 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0220118 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0161227 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.015403 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.00723618 # DEPENDENCYPART_SIBL
(8,1),(8,22),-0.0158401 # DEPENDENCYPART_SIBL
(8,1),(8,23),-0.0400249 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0346814 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.00720041 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0130966 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.00502159 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.00298648 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0139428 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0239177 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.014299 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0239128 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.000391969 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0423738 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.000255484 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.00127594 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0111315 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.0012647 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.0661995 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.00769565 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0130673 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0231349 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0120426 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.00256902 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.00739286 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0127269 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.00740065 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0160027 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0693519 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0156844 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0164041 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.0279757 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0159669 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.00799425 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0482292 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0532616 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0555186 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00873427 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0048882 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0188197 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.00490391 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.00985362 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0189303 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0107259 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0108624 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.012048 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.00964152 # DEPENDENCYPART_SIBL
(8,4),(8,23),-0.0336818 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0110564 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.00688488 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0355222 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0171422 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0176284 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0190216 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.00609244 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0769489 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0120837 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0173446 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.014813 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.0116362 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.0867454 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0557424 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00440379 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0931664 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00245697 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.093149 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.00203169 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.00727249 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0028114 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.00263364 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.00840329 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.000639851 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.0410685 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0184135 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0248142 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0202739 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0248201 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.012461 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.00711393 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0191003 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.00368339 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.00959778 # DEPENDENCYPART_SIBL
(8,7),(8,22),-0.0115119 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.0174277 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0888306 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0160285 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0888313 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.00762989 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0191289 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.00822121 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.00762825 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.194727 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.00762822 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0608248 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0390063 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.103761 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.034316 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.00977009 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0348996 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0343066 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.145669 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0343066 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.0659319 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.115942 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.226894 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0134861 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.228583 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.226859 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.20349 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.226775 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.0726211 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0343325 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.00978262 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0349103 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0343173 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.14609 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.0343173 # DEPENDENCYPART_SIBL
(8,13),(8,23),-0.0659444 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0108823 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.230048 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.228355 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.203217 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.22824 # DEPENDENCYPART_SIBL
(8,14),(8,23),-0.0705633 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.00377273 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.00436572 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0357273 # DEPENDENCYPART_SIBL
(8,15),(8,22),0.00436572 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.109892 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.226107 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.202796 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.225995 # DEPENDENCYPART_SIBL
(8,17),(8,23),-0.0731819 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.20208 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.225364 # DEPENDENCYPART_SIBL
(8,18),(8,23),-0.0722775 # DEPENDENCYPART_SIBL
(8,19),(8,22),-0.0108794 # DEPENDENCYPART_SIBL
(8,19),(8,23),0.0195206 # DEPENDENCYPART_SIBL
(8,22),(8,23),-0.0701292 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.15301 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0227642 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.108619 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.10437 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.00621748 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0512017 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.105402 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.00667686 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.00318763 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.088799 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.00807549 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0303222 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0202438 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0232451 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.00829932 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0160607 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0178556 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0035303 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0179625 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.00425886 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0110869 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.00462959 # DEPENDENCYPART_SIBL
(11,1),(11,22),-0.00757639 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0144044 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0952002 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0169857 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0652655 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0574377 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0448803 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0167618 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0385395 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0266855 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0264109 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.191937 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0268197 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0334711 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0272405 # DEPENDENCYPART_SIBL
(11,2),(11,22),-0.0290633 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0888481 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.00817727 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0308744 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0195336 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0228275 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.00840109 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0161069 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0180038 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.00492238 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0017735 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.00419381 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.00263424 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.014776 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.000876284 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0553766 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.08164 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0860916 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0650528 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0551459 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0380139 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.013942 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0131919 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0661922 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.00459069 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0141187 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.058425 # DEPENDENCYPART_SIBL
(11,5),(11,22),0.00194195 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.026006 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0154121 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0134117 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.012763 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0516231 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.023193 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0113466 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0192253 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0125833 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.00401744 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0104523 # DEPENDENCYPART_SIBL
(11,6),(11,22),0.00174423 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0370244 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0177538 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0215126 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.018155 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.00992876 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.00181984 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0100953 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.00524775 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0100094 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.005098 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.00075911 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.00641425 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0269411 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0353957 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0469661 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0051046 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0266384 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.00640762 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0140677 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0239741 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.00842777 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.00728475 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0480925 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0627162 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0546558 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0499266 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0556625 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0624921 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.000853188 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.0580435 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0578773 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0158611 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.000297777 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0265572 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.000938902 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.00762693 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0177843 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.00990014 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0307973 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.00765965 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0544213 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0072673 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.00744451 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0678354 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.00723785 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0325906 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0396481 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0323945 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0325086 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.103141 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0323651 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0418229 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.127423 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.127061 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.177645 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.126743 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0607759 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0606618 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.000757855 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.0608054 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.123933 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.175369 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.123647 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.174564 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.122809 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.00478169 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0277897 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0827801 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0489512 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0702923 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0922395 # DEPENDENCYPART_SIBL
(13,11),(13,22),0.0768507 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.106531 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0146494 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0869889 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0747523 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.0861063 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0466955 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.111911 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.111403 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.111289 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0576152 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0576151 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.0576152 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.108701 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.108589 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.108612 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.00318923 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.0357965 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0109033 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.0378824 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.101088 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0121616 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0178867 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0160539 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.00194748 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0106189 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.00425722 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.0363487 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0110051 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.0384346 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.101137 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0122633 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.00169772 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0161001 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.0065052 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.00216619 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.0144036 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0217813 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0228365 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.120919 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0205048 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0105894 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0177994 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.00259295 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0108187 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.00507404 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0294723 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0895521 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.00640415 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0201569 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.051546 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.00866995 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.00264327 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0116171 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.121045 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0201964 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0107179 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0177784 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.00288254 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0105291 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.00613226 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0855117 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0325168 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0360736 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0470451 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0136458 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0367684 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0238778 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0553179 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.00171974 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0114376 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0160063 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.000458882 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0607468 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0605312 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.00073353 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.00732853 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.00760726 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0678431 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.123814 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.175104 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.174299 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.185958 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.24684 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0171185 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0678593 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.188834 # DEPENDENCYPART_SIBL
