# _root_ Τα τελευταία χρόνια , η δημιουργία Συνεδριακού Κέντρου , δυναμικότητας 1000 συνέδρων έδωσε σημαντική ώθηση στην τουριστική ανάπτυξη της περιοχής .
#goldHeads=3,3,13,13,6,13,8,6,13,8,12,10,0,15,13,13,18,16,20,18,0,
#predictedHeads=3,3,4,13,6,13,8,6,13,8,12,10,0,15,13,13,18,16,20,18,0,
(6,8),(6,16),0.0221237 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0589429 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0318111 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0589429 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0534001 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0588921 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0164265 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0395664 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.130395 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0175666 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.130504 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.00719488 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0149277 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0150866 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0149024 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0136241 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0175666 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.130504 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.00719488 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0168995 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.00488155 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.00852368 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0265131 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0358066 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0168215 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.069663 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0491707 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0696898 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0696898 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.00774744 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.009798 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.000345276 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0651968 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0993981 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.24524 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.104113 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.104113 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0381293 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0304673 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.120499 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.076157 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0212183 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0761996 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0761996 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0203817 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0277284 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0746924 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0502562 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0747192 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0747192 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.00352019 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.00492657 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0469429 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.109617 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.109617 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.00626707 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.027857 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0576152 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0576152 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0448255 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.028958 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.108488 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.00623126 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0223322 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.00623126 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0223322 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.00844622 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0365875 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0764872 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0529895 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.408928 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0702619 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.034268 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.013 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0452378 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.120652 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0452378 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.046092 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0429123 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0265624 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0268025 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.162857 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0244898 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0135807 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.00641852 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0196766 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0237702 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0196766 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0220541 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0282554 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.00349448 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.156254 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0153249 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0253528 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0152089 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.00413787 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0284493 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.00413787 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.00880168 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0178445 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.119572 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0655947 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0177591 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.192008 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0241821 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0344617 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0241821 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0112877 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.0108878 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0760902 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0984013 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0848846 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0556428 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.137311 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0556428 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.00299159 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0583979 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0253345 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0120153 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00489332 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0327308 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.00489332 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.000299504 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.00440206 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0194753 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0118845 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0277472 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0118845 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0136219 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0273003 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0608779 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0322865 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0608779 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0539745 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0159799 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0441942 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.12285 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0222427 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0127148 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0163873 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0151359 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0135945 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0222427 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0127148 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.00485203 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0197114 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.21224 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0198206 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0146702 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0198206 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.122039 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.105504 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.122039 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0934258 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.253072 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.103323 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.120799 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.332166 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.00623403 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0200155 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.00619124 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.209046 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0850513 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.209046 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0258973 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0241449 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0524924 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.204813 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.18664 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0678593 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.186654 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0246367 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0648276 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0246367 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.00967243 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0501714 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0173624 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0213753 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0200575 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.00435622 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.215253 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0856433 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.215253 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0222986 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0258773 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.04822 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.211019 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0212955 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.120492 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.105728 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.120492 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0891761 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.245487 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.105286 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.119252 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.215958 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0855804 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.215958 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0242214 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0262466 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0481619 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.211724 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0766446 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0437396 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0582346 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0692623 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.150251 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0465195 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0358234 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.032352 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0108005 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0150986 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0358269 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0582346 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0692623 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.150251 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0465195 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0139054 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0441878 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.00647322 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0842847 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.00911576 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.00790489 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0746679 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.051171 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.410748 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0684426 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0279154 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0685029 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.051171 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.12075 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0415786 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0461978 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0218297 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0406088 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0475722 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.038909 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.0477877 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.00349534 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.156254 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.015325 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0226389 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0153735 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.00349534 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0284492 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.00163884 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0088069 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.00307009 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.00329656 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0214446 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.00248748 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.00437708 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.119571 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0655958 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0150472 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0656143 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.006372 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0344617 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.026681 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.011293 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0134748 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0290921 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0144879 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0300086 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.023356 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0742709 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0920487 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0743312 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0577291 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.137409 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0519836 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.00309738 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0481373 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0510139 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0630578 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.049314 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.058131 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0226206 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0173239 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.00937169 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0327308 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0023943 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.000304724 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.00611228 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.00405201 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.00800208 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.00173202 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.00513254 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0242152 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0348239 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0265732 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.00931857 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0148036 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0325939 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.00931566 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0347125 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.00801444 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.0147189 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.00940436 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0330181 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.00277027 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.00200307 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.00606888 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.00442798 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.00771952 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.00135606 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0055085 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0344617 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.026681 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.011293 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0134748 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0290921 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0144879 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0300086 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.023356 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0163877 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0151385 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.011515 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0163624 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0146761 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0163757 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.0163502 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.022892 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0194422 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.122314 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.01456 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.124993 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.122242 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.00528779 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0183595 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.00593371 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0184838 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0184011 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.031643 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0430678 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0325576 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0316657 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0158888 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.125021 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.12227 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0080985 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.00816285 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.123626 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0300243 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.00885553 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.00644631 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0201966 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0218561 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.124185 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.119571 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.0655958 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0150472 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0656143 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.006372 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0656254 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0320615 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.011293 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0134748 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0290921 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.0144879 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0247867 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0300086 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.023356 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.0742709 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0920487 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0743312 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0577291 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.074353 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0734271 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.00309738 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0481373 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0510139 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0630578 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0482263 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.049314 # DEPENDENCYPART_SIBL
(12,5),(12,20),0.058131 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0226206 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0173239 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.00937169 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0176074 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.00747488 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.000304724 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.00611228 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.00405201 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.00800208 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.00755082 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.00173202 # DEPENDENCYPART_SIBL
(12,6),(12,20),0.00513254 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0242152 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0348239 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.024238 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0044826 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0148036 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0325939 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.00931566 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0347125 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0259659 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.00801444 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.0147189 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.00940436 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0177404 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.00745125 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.00200307 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.00606888 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.00442798 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.00771952 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.00750742 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.00135606 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.0055085 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0656254 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0320615 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.011293 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0134748 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0290921 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0144879 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0247867 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0300086 # DEPENDENCYPART_SIBL
