# _root_ Πρότεινα να ξεκινήσει ο Πρόεδρός μας , παράλληλα με τις εργασίες της Συνέλευσης και σε συνεργασία με τα εθνικά κοινοβούλια , εκστρατεία με θέμα " Ας μιλήσουμε ανοιχτά " .
#goldHeads=0,3,1,5,3,5,14,14,8,11,9,13,11,3,14,15,16,20,20,17,14,3,22,23,27,27,24,27,27,0,
#predictedHeads=0,3,1,5,3,5,8,3,8,11,9,13,11,3,14,15,16,20,20,17,3,21,22,23,27,27,24,27,27,0,
(17,15),(17,20),-0.037459 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.0295586 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.037459 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.0394816 # DEPENDENCYPART_SIBL
(17,15),(17,25),0.00356296 # DEPENDENCYPART_SIBL
(17,15),(17,29),0.00356296 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0431046 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0455278 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0924184 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0104343 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0924184 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.0984194 # DEPENDENCYPART_SIBL
(17,16),(17,25),-0.0129288 # DEPENDENCYPART_SIBL
(17,16),(17,29),-0.0129288 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0310872 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0334082 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.00235202 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0334082 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.0359544 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.0340191 # DEPENDENCYPART_SIBL
(17,18),(17,29),-0.0340191 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0706992 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0186068 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0706992 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.0747956 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.0465973 # DEPENDENCYPART_SIBL
(17,19),(17,29),-0.0465973 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0298193 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.319228 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.319378 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.0467023 # DEPENDENCYPART_SIBL
(17,20),(17,29),-0.0467023 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.273844 # DEPENDENCYPART_SIBL
(17,21),(17,24),0.271295 # DEPENDENCYPART_SIBL
(17,21),(17,25),0.084721 # DEPENDENCYPART_SIBL
(17,21),(17,29),0.084721 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.319378 # DEPENDENCYPART_SIBL
(17,22),(17,25),-0.0467023 # DEPENDENCYPART_SIBL
(17,22),(17,29),-0.0467023 # DEPENDENCYPART_SIBL
(17,24),(17,25),-0.0494526 # DEPENDENCYPART_SIBL
(17,24),(17,29),-0.0494526 # DEPENDENCYPART_SIBL
(17,25),(17,29),-0.00716489 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.115663 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.115663 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.112246 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.108488 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.105225 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.105225 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.346498 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.0823677 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.38163 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.0745339 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0926918 # DEPENDENCYPART_SIBL
(20,10),(20,22),0.0186304 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.020359 # DEPENDENCYPART_SIBL
(20,10),(20,24),0.00756091 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.0659214 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.399147 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0358847 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.057489 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.0321943 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.0705624 # DEPENDENCYPART_SIBL
(20,12),(20,24),0.021123 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.139629 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.023734 # DEPENDENCYPART_SIBL
(20,13),(20,21),0.0115296 # DEPENDENCYPART_SIBL
(20,13),(20,22),0.00274719 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.0242602 # DEPENDENCYPART_SIBL
(20,13),(20,24),-0.00599527 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0908538 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0782653 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.022244 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0247205 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.011175 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0163989 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0142329 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0161282 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.00666145 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0608782 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0145964 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.0608408 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.0296877 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.118976 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0203801 # DEPENDENCYPART_SIBL
(21,1),(21,3),0.102827 # DEPENDENCYPART_SIBL
(21,1),(21,5),-0.0153489 # DEPENDENCYPART_SIBL
(21,1),(21,7),0.226703 # DEPENDENCYPART_SIBL
(21,1),(21,11),-0.0153298 # DEPENDENCYPART_SIBL
(21,1),(21,13),-0.0153298 # DEPENDENCYPART_SIBL
(21,1),(21,15),0.00340542 # DEPENDENCYPART_SIBL
(21,1),(21,16),-0.0159166 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.018688 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.0153298 # DEPENDENCYPART_SIBL
(21,1),(21,22),0.0507263 # DEPENDENCYPART_SIBL
(21,1),(21,23),0.0918755 # DEPENDENCYPART_SIBL
(21,1),(21,24),0.043314 # DEPENDENCYPART_SIBL
(21,1),(21,25),0.038056 # DEPENDENCYPART_SIBL
(21,3),(21,5),-0.0153489 # DEPENDENCYPART_SIBL
(21,3),(21,7),0.226694 # DEPENDENCYPART_SIBL
(21,3),(21,11),-0.0153298 # DEPENDENCYPART_SIBL
(21,3),(21,13),-0.0153298 # DEPENDENCYPART_SIBL
(21,3),(21,15),0.00340542 # DEPENDENCYPART_SIBL
(21,3),(21,16),-0.0159166 # DEPENDENCYPART_SIBL
(21,3),(21,19),-0.018688 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.0153298 # DEPENDENCYPART_SIBL
(21,3),(21,22),0.0507263 # DEPENDENCYPART_SIBL
(21,3),(21,23),0.0918561 # DEPENDENCYPART_SIBL
(21,3),(21,24),0.043314 # DEPENDENCYPART_SIBL
(21,3),(21,25),0.0380557 # DEPENDENCYPART_SIBL
(21,5),(21,7),0.337526 # DEPENDENCYPART_SIBL
(21,5),(21,11),-0.00406804 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.00406256 # DEPENDENCYPART_SIBL
(21,5),(21,15),-0.0298586 # DEPENDENCYPART_SIBL
(21,5),(21,16),-0.00460276 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.0199504 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.00406256 # DEPENDENCYPART_SIBL
(21,5),(21,22),0.21953 # DEPENDENCYPART_SIBL
(21,5),(21,23),0.0423602 # DEPENDENCYPART_SIBL
(21,5),(21,24),0.203565 # DEPENDENCYPART_SIBL
(21,5),(21,25),0.00582857 # DEPENDENCYPART_SIBL
(21,7),(21,11),0.186649 # DEPENDENCYPART_SIBL
(21,7),(21,13),0.186654 # DEPENDENCYPART_SIBL
(21,7),(21,15),0.0275652 # DEPENDENCYPART_SIBL
(21,7),(21,16),0.185958 # DEPENDENCYPART_SIBL
(21,7),(21,19),0.0678593 # DEPENDENCYPART_SIBL
(21,7),(21,20),0.186654 # DEPENDENCYPART_SIBL
(21,7),(21,22),0.0246367 # DEPENDENCYPART_SIBL
(21,7),(21,23),-0.00739469 # DEPENDENCYPART_SIBL
(21,7),(21,24),0.0136361 # DEPENDENCYPART_SIBL
(21,7),(21,25),-0.0362091 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.00373355 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.0298258 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.00427375 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0199177 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.00373355 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.216381 # DEPENDENCYPART_SIBL
(21,11),(21,23),0.0406651 # DEPENDENCYPART_SIBL
(21,11),(21,24),0.200415 # DEPENDENCYPART_SIBL
(21,11),(21,25),0.00609088 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.0298258 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.00425884 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0204082 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.00371864 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.216411 # DEPENDENCYPART_SIBL
(21,13),(21,23),0.0447355 # DEPENDENCYPART_SIBL
(21,13),(21,24),0.200445 # DEPENDENCYPART_SIBL
(21,13),(21,25),0.00609386 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.0371804 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0604385 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0366442 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.0615456 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.302182 # DEPENDENCYPART_SIBL
(21,15),(21,24),0.0536316 # DEPENDENCYPART_SIBL
(21,15),(21,25),-0.0158481 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.020388 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.00432694 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.214247 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0458537 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.198281 # DEPENDENCYPART_SIBL
(21,16),(21,25),0.00454475 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.021302 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.121532 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.102896 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.111015 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.0429386 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.216411 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0447355 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.200446 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.00609386 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.168558 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0406739 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.162636 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.00492223 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.0140449 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.159908 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.399147 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.0358847 # DEPENDENCYPART_SIBL
(22,12),(22,20),0.0683806 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.0793342 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.0705624 # DEPENDENCYPART_SIBL
(22,12),(22,24),0.021123 # DEPENDENCYPART_SIBL
(22,12),(22,25),0.0450849 # DEPENDENCYPART_SIBL
(22,12),(22,27),0.0383218 # DEPENDENCYPART_SIBL
(22,12),(22,28),0.0125829 # DEPENDENCYPART_SIBL
(22,12),(22,29),0.0450849 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0908538 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.104009 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.076835 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0247205 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.011175 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.0221557 # DEPENDENCYPART_SIBL
(22,18),(22,27),-0.00265624 # DEPENDENCYPART_SIBL
(22,18),(22,28),-0.0207136 # DEPENDENCYPART_SIBL
(22,18),(22,29),0.0221557 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0255158 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0361017 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0161282 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.00666145 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.0577459 # DEPENDENCYPART_SIBL
(22,19),(22,27),0.0130764 # DEPENDENCYPART_SIBL
(22,19),(22,28),-0.0231614 # DEPENDENCYPART_SIBL
(22,19),(22,29),0.0577459 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.00940436 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0237656 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.00550036 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.0939715 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.000658001 # DEPENDENCYPART_SIBL
(22,20),(22,28),-0.0243239 # DEPENDENCYPART_SIBL
(22,20),(22,29),0.0939715 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.00087622 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0331028 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.287684 # DEPENDENCYPART_SIBL
(22,21),(22,27),0.0153993 # DEPENDENCYPART_SIBL
(22,21),(22,28),0.00920431 # DEPENDENCYPART_SIBL
(22,21),(22,29),0.287684 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0203801 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.022034 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.00331656 # DEPENDENCYPART_SIBL
(22,23),(22,28),-0.00331617 # DEPENDENCYPART_SIBL
(22,23),(22,29),-0.022034 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.00177674 # DEPENDENCYPART_SIBL
(22,24),(22,27),0.00477369 # DEPENDENCYPART_SIBL
(22,24),(22,28),0.0586909 # DEPENDENCYPART_SIBL
(22,24),(22,29),0.00177674 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.0079509 # DEPENDENCYPART_SIBL
(22,25),(22,28),0.0100643 # DEPENDENCYPART_SIBL
(22,25),(22,29),-0.0625592 # DEPENDENCYPART_SIBL
(22,27),(22,28),0.0546875 # DEPENDENCYPART_SIBL
(22,27),(22,29),0.0832953 # DEPENDENCYPART_SIBL
(22,28),(22,29),0.00405613 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0646313 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0123384 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.275618 # DEPENDENCYPART_SIBL
(23,21),(23,27),0.0711431 # DEPENDENCYPART_SIBL
(23,21),(23,28),0.0251654 # DEPENDENCYPART_SIBL
(23,21),(23,29),0.275618 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0925984 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.00918737 # DEPENDENCYPART_SIBL
(23,22),(23,27),-0.0408942 # DEPENDENCYPART_SIBL
(23,22),(23,28),-0.0457867 # DEPENDENCYPART_SIBL
(23,22),(23,29),-0.00918737 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0494526 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.167424 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.141897 # DEPENDENCYPART_SIBL
(23,24),(23,29),-0.0494526 # DEPENDENCYPART_SIBL
(23,25),(23,27),0.0120931 # DEPENDENCYPART_SIBL
(23,25),(23,28),0.00203789 # DEPENDENCYPART_SIBL
(23,25),(23,29),-0.00716489 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.0146539 # DEPENDENCYPART_SIBL
(23,27),(23,29),0.0713664 # DEPENDENCYPART_SIBL
(23,28),(23,29),-0.0421758 # DEPENDENCYPART_SIBL
(24,18),(24,19),0.0850261 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.100507 # DEPENDENCYPART_SIBL
(24,18),(24,25),0.0197478 # DEPENDENCYPART_SIBL
(24,18),(24,27),-0.00266214 # DEPENDENCYPART_SIBL
(24,18),(24,28),-0.02281 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.024998 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.0522553 # DEPENDENCYPART_SIBL
(24,19),(24,27),0.00935581 # DEPENDENCYPART_SIBL
(24,19),(24,28),-0.0281787 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0930061 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.00034444 # DEPENDENCYPART_SIBL
(24,22),(24,28),-0.0248171 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.00705334 # DEPENDENCYPART_SIBL
(24,25),(24,28),0.0100064 # DEPENDENCYPART_SIBL
(24,27),(24,28),0.0571192 # DEPENDENCYPART_SIBL
(25,5),(25,19),-0.013823 # DEPENDENCYPART_SIBL
(25,5),(25,20),-0.0235302 # DEPENDENCYPART_SIBL
(25,5),(25,22),-0.0235302 # DEPENDENCYPART_SIBL
(25,5),(25,23),-0.0357368 # DEPENDENCYPART_SIBL
(25,5),(25,24),-0.0235403 # DEPENDENCYPART_SIBL
(25,5),(25,27),0.0267751 # DEPENDENCYPART_SIBL
(25,5),(25,28),0.0476079 # DEPENDENCYPART_SIBL
(25,5),(25,29),0.0141952 # DEPENDENCYPART_SIBL
(25,19),(25,20),0.0125631 # DEPENDENCYPART_SIBL
(25,19),(25,22),0.0125631 # DEPENDENCYPART_SIBL
(25,19),(25,23),-0.0130242 # DEPENDENCYPART_SIBL
(25,19),(25,24),0.0125626 # DEPENDENCYPART_SIBL
(25,19),(25,27),0.060422 # DEPENDENCYPART_SIBL
(25,19),(25,28),0.0564676 # DEPENDENCYPART_SIBL
(25,19),(25,29),0.0253261 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.023215 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.0357204 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.0232252 # DEPENDENCYPART_SIBL
(25,20),(25,27),0.0315562 # DEPENDENCYPART_SIBL
(25,20),(25,28),0.048297 # DEPENDENCYPART_SIBL
(25,20),(25,29),0.0143438 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.0357204 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.0232252 # DEPENDENCYPART_SIBL
(25,22),(25,27),0.0315562 # DEPENDENCYPART_SIBL
(25,22),(25,28),0.048297 # DEPENDENCYPART_SIBL
(25,22),(25,29),0.0143438 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.0208577 # DEPENDENCYPART_SIBL
(25,23),(25,27),0.0278673 # DEPENDENCYPART_SIBL
(25,23),(25,28),0.046769 # DEPENDENCYPART_SIBL
(25,23),(25,29),-0.0311457 # DEPENDENCYPART_SIBL
(25,24),(25,27),0.0325847 # DEPENDENCYPART_SIBL
(25,24),(25,28),0.0473747 # DEPENDENCYPART_SIBL
(25,24),(25,29),0.0134699 # DEPENDENCYPART_SIBL
(25,27),(25,28),0.010185 # DEPENDENCYPART_SIBL
(25,27),(25,29),0.0921751 # DEPENDENCYPART_SIBL
(25,28),(25,29),-0.00752326 # DEPENDENCYPART_SIBL
(27,1),(27,3),-0.120088 # DEPENDENCYPART_SIBL
(27,1),(27,5),-0.0790099 # DEPENDENCYPART_SIBL
(27,1),(27,7),-0.0103022 # DEPENDENCYPART_SIBL
(27,1),(27,8),-0.0105429 # DEPENDENCYPART_SIBL
(27,1),(27,9),-0.0354845 # DEPENDENCYPART_SIBL
(27,1),(27,11),-0.0747563 # DEPENDENCYPART_SIBL
(27,1),(27,13),-0.0734879 # DEPENDENCYPART_SIBL
(27,1),(27,14),-0.0180746 # DEPENDENCYPART_SIBL
(27,1),(27,15),-0.00611026 # DEPENDENCYPART_SIBL
(27,1),(27,16),-0.0739891 # DEPENDENCYPART_SIBL
(27,1),(27,17),-0.0354845 # DEPENDENCYPART_SIBL
(27,1),(27,19),-0.0621641 # DEPENDENCYPART_SIBL
(27,1),(27,20),-0.0734879 # DEPENDENCYPART_SIBL
(27,1),(27,21),-0.0103022 # DEPENDENCYPART_SIBL
(27,1),(27,22),-0.0734879 # DEPENDENCYPART_SIBL
(27,1),(27,23),-0.0354845 # DEPENDENCYPART_SIBL
(27,1),(27,24),-0.0749446 # DEPENDENCYPART_SIBL
(27,1),(27,25),-0.0237756 # DEPENDENCYPART_SIBL
(27,1),(27,26),-0.0669669 # DEPENDENCYPART_SIBL
(27,1),(27,28),-0.00206528 # DEPENDENCYPART_SIBL
(27,1),(27,29),0.00258516 # DEPENDENCYPART_SIBL
(27,1),(27,30),-0.0383696 # DEPENDENCYPART_SIBL
(27,3),(27,5),-0.0790099 # DEPENDENCYPART_SIBL
(27,3),(27,7),-0.0103108 # DEPENDENCYPART_SIBL
(27,3),(27,8),-0.0105429 # DEPENDENCYPART_SIBL
(27,3),(27,9),-0.0354845 # DEPENDENCYPART_SIBL
(27,3),(27,11),-0.0747563 # DEPENDENCYPART_SIBL
(27,3),(27,13),-0.0734879 # DEPENDENCYPART_SIBL
(27,3),(27,14),-0.0180746 # DEPENDENCYPART_SIBL
(27,3),(27,15),-0.00611026 # DEPENDENCYPART_SIBL
(27,3),(27,16),-0.0739891 # DEPENDENCYPART_SIBL
(27,3),(27,17),-0.0354845 # DEPENDENCYPART_SIBL
(27,3),(27,19),-0.0621641 # DEPENDENCYPART_SIBL
(27,3),(27,20),-0.0734879 # DEPENDENCYPART_SIBL
(27,3),(27,21),-0.0103108 # DEPENDENCYPART_SIBL
(27,3),(27,22),-0.0734879 # DEPENDENCYPART_SIBL
(27,3),(27,23),-0.0354845 # DEPENDENCYPART_SIBL
(27,3),(27,24),-0.0749446 # DEPENDENCYPART_SIBL
(27,3),(27,25),-0.0237799 # DEPENDENCYPART_SIBL
(27,3),(27,26),-0.0669669 # DEPENDENCYPART_SIBL
(27,3),(27,28),-0.002067 # DEPENDENCYPART_SIBL
(27,3),(27,29),0.00258316 # DEPENDENCYPART_SIBL
(27,3),(27,30),-0.0383716 # DEPENDENCYPART_SIBL
(27,5),(27,7),-0.0430959 # DEPENDENCYPART_SIBL
(27,5),(27,8),-0.0167089 # DEPENDENCYPART_SIBL
(27,5),(27,9),-0.0642779 # DEPENDENCYPART_SIBL
(27,5),(27,11),-0.182268 # DEPENDENCYPART_SIBL
(27,5),(27,13),-0.180994 # DEPENDENCYPART_SIBL
(27,5),(27,14),-0.0414595 # DEPENDENCYPART_SIBL
(27,5),(27,15),-0.0217614 # DEPENDENCYPART_SIBL
(27,5),(27,16),-0.181296 # DEPENDENCYPART_SIBL
(27,5),(27,17),-0.0642779 # DEPENDENCYPART_SIBL
(27,5),(27,19),-0.0581155 # DEPENDENCYPART_SIBL
(27,5),(27,20),-0.180994 # DEPENDENCYPART_SIBL
(27,5),(27,21),-0.0430959 # DEPENDENCYPART_SIBL
(27,5),(27,22),-0.180994 # DEPENDENCYPART_SIBL
(27,5),(27,23),-0.0642779 # DEPENDENCYPART_SIBL
(27,5),(27,24),-0.182461 # DEPENDENCYPART_SIBL
(27,5),(27,25),-0.0803006 # DEPENDENCYPART_SIBL
(27,5),(27,26),0.0246282 # DEPENDENCYPART_SIBL
(27,5),(27,28),-0.00211563 # DEPENDENCYPART_SIBL
(27,5),(27,29),0.00280532 # DEPENDENCYPART_SIBL
(27,5),(27,30),-0.0183047 # DEPENDENCYPART_SIBL
(27,7),(27,8),0.00990427 # DEPENDENCYPART_SIBL
(27,7),(27,9),-0.0176115 # DEPENDENCYPART_SIBL
(27,7),(27,11),-0.00621208 # DEPENDENCYPART_SIBL
(27,7),(27,13),-0.0049394 # DEPENDENCYPART_SIBL
(27,7),(27,14),0.0109789 # DEPENDENCYPART_SIBL
(27,7),(27,15),0.0440126 # DEPENDENCYPART_SIBL
(27,7),(27,16),-0.0053188 # DEPENDENCYPART_SIBL
(27,7),(27,17),-0.0176115 # DEPENDENCYPART_SIBL
(27,7),(27,19),-0.00328356 # DEPENDENCYPART_SIBL
(27,7),(27,20),-0.0049394 # DEPENDENCYPART_SIBL
(27,7),(27,21),-0.0217796 # DEPENDENCYPART_SIBL
(27,7),(27,22),-0.0049394 # DEPENDENCYPART_SIBL
(27,7),(27,23),-0.0176115 # DEPENDENCYPART_SIBL
(27,7),(27,24),-0.00658263 # DEPENDENCYPART_SIBL
(27,7),(27,25),-0.0607625 # DEPENDENCYPART_SIBL
(27,7),(27,26),-0.0431658 # DEPENDENCYPART_SIBL
(27,7),(27,28),-0.0254766 # DEPENDENCYPART_SIBL
(27,7),(27,29),0.00737544 # DEPENDENCYPART_SIBL
(27,7),(27,30),-0.0717679 # DEPENDENCYPART_SIBL
(27,8),(27,9),-0.0315711 # DEPENDENCYPART_SIBL
(27,8),(27,11),0.0116217 # DEPENDENCYPART_SIBL
(27,8),(27,13),0.0129015 # DEPENDENCYPART_SIBL
(27,8),(27,14),0.0120902 # DEPENDENCYPART_SIBL
(27,8),(27,15),-0.00723363 # DEPENDENCYPART_SIBL
(27,8),(27,16),0.0126764 # DEPENDENCYPART_SIBL
(27,8),(27,17),-0.0315711 # DEPENDENCYPART_SIBL
(27,8),(27,19),-0.0216726 # DEPENDENCYPART_SIBL
(27,8),(27,20),0.0129015 # DEPENDENCYPART_SIBL
(27,8),(27,21),0.0143341 # DEPENDENCYPART_SIBL
(27,8),(27,22),0.0129015 # DEPENDENCYPART_SIBL
(27,8),(27,23),-0.0315711 # DEPENDENCYPART_SIBL
(27,8),(27,24),0.0110855 # DEPENDENCYPART_SIBL
(27,8),(27,25),-0.0163972 # DEPENDENCYPART_SIBL
(27,8),(27,26),0.0353818 # DEPENDENCYPART_SIBL
(27,8),(27,28),-0.00275723 # DEPENDENCYPART_SIBL
(27,8),(27,29),0.00932006 # DEPENDENCYPART_SIBL
(27,8),(27,30),-0.0481886 # DEPENDENCYPART_SIBL
(27,9),(27,11),-0.00636849 # DEPENDENCYPART_SIBL
(27,9),(27,13),-0.00509482 # DEPENDENCYPART_SIBL
(27,9),(27,14),-0.0212332 # DEPENDENCYPART_SIBL
(27,9),(27,15),-0.0472867 # DEPENDENCYPART_SIBL
(27,9),(27,16),-0.00576976 # DEPENDENCYPART_SIBL
(27,9),(27,17),-0.0634852 # DEPENDENCYPART_SIBL
(27,9),(27,19),-0.0227922 # DEPENDENCYPART_SIBL
(27,9),(27,20),-0.00509482 # DEPENDENCYPART_SIBL
(27,9),(27,21),0.0341559 # DEPENDENCYPART_SIBL
(27,9),(27,22),-0.00509482 # DEPENDENCYPART_SIBL
