# _root_ Τα κράτη δεν μπορούν να διαθέτουν δύο ποινικούς κώδικες , έναν που θα εφαρμόζεται στη διακίνηση ναρκωτικών αποκλειστικά μέσα στα σύνορά τους , και έναν άλλο που θα εφαρμόζεται στη διακίνηση ναρκωτικών όταν αυτή έχει διασυνοριακή διάσταση .
#goldHeads=2,4,4,0,6,4,9,9,10,6,24,14,14,11,14,15,16,19,16,19,20,21,10,10,24,25,29,29,25,29,30,31,29,35,33,37,35,0,
#predictedHeads=2,4,4,0,6,4,9,9,6,14,10,14,14,9,14,15,16,19,14,19,20,21,24,21,26,27,29,29,24,29,30,31,29,35,33,37,35,0,
(14,18),(14,23),-0.0120705 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.0446987 # DEPENDENCYPART_SIBL
(14,18),(14,29),-0.00367146 # DEPENDENCYPART_SIBL
(14,18),(14,30),-0.00657745 # DEPENDENCYPART_SIBL
(14,18),(14,32),0.00795521 # DEPENDENCYPART_SIBL
(14,18),(14,33),0.0216784 # DEPENDENCYPART_SIBL
(14,18),(14,37),0.0115778 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.00545313 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.0126134 # DEPENDENCYPART_SIBL
(14,19),(14,23),0.00304596 # DEPENDENCYPART_SIBL
(14,19),(14,24),-0.0354599 # DEPENDENCYPART_SIBL
(14,19),(14,29),0.00828595 # DEPENDENCYPART_SIBL
(14,19),(14,30),-0.0240717 # DEPENDENCYPART_SIBL
(14,19),(14,32),0.0126027 # DEPENDENCYPART_SIBL
(14,19),(14,33),0.0319504 # DEPENDENCYPART_SIBL
(14,19),(14,37),0.0162253 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.00332225 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.0171433 # DEPENDENCYPART_SIBL
(14,20),(14,24),-0.156675 # DEPENDENCYPART_SIBL
(14,20),(14,29),-0.00898855 # DEPENDENCYPART_SIBL
(14,20),(14,30),-0.0112579 # DEPENDENCYPART_SIBL
(14,20),(14,32),-0.00357268 # DEPENDENCYPART_SIBL
(14,20),(14,33),0.0490767 # DEPENDENCYPART_SIBL
(14,20),(14,37),0.00750456 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.0104111 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.202138 # DEPENDENCYPART_SIBL
(14,21),(14,29),-0.0334113 # DEPENDENCYPART_SIBL
(14,21),(14,30),0.0169432 # DEPENDENCYPART_SIBL
(14,21),(14,32),-0.228038 # DEPENDENCYPART_SIBL
(14,21),(14,33),-0.0182739 # DEPENDENCYPART_SIBL
(14,21),(14,37),-0.22224 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.0357273 # DEPENDENCYPART_SIBL
(14,23),(14,29),-0.00588414 # DEPENDENCYPART_SIBL
(14,23),(14,30),-0.00323782 # DEPENDENCYPART_SIBL
(14,23),(14,32),0.00434807 # DEPENDENCYPART_SIBL
(14,23),(14,33),-0.0101556 # DEPENDENCYPART_SIBL
(14,23),(14,37),0.0079519 # DEPENDENCYPART_SIBL
(14,24),(14,29),-0.00542326 # DEPENDENCYPART_SIBL
(14,24),(14,30),0.0103465 # DEPENDENCYPART_SIBL
(14,24),(14,32),-0.0108907 # DEPENDENCYPART_SIBL
(14,24),(14,33),-0.0165832 # DEPENDENCYPART_SIBL
(14,24),(14,37),-0.00726759 # DEPENDENCYPART_SIBL
(14,29),(14,30),-0.0120634 # DEPENDENCYPART_SIBL
(14,29),(14,32),-0.0645164 # DEPENDENCYPART_SIBL
(14,29),(14,33),-0.0626758 # DEPENDENCYPART_SIBL
(14,29),(14,37),-0.0609037 # DEPENDENCYPART_SIBL
(14,30),(14,32),0.013068 # DEPENDENCYPART_SIBL
(14,30),(14,33),0.010923 # DEPENDENCYPART_SIBL
(14,30),(14,37),0.0280381 # DEPENDENCYPART_SIBL
(14,32),(14,33),-0.0183517 # DEPENDENCYPART_SIBL
(14,32),(14,37),-0.222251 # DEPENDENCYPART_SIBL
(14,33),(14,37),-0.0684209 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.484733 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.105401 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0111676 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.00570908 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.000841623 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0282157 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.0082013 # DEPENDENCYPART_SIBL
(16,11),(16,24),0.0271543 # DEPENDENCYPART_SIBL
(16,11),(16,29),0.0411636 # DEPENDENCYPART_SIBL
(16,11),(16,30),-0.0119751 # DEPENDENCYPART_SIBL
(16,11),(16,35),0.0445199 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.01481 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0238595 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0176963 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0394486 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0120455 # DEPENDENCYPART_SIBL
(16,12),(16,24),0.0277205 # DEPENDENCYPART_SIBL
(16,12),(16,29),0.00173329 # DEPENDENCYPART_SIBL
(16,12),(16,30),-0.0585283 # DEPENDENCYPART_SIBL
(16,12),(16,35),-0.000474623 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0494552 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0550535 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0401715 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.123808 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.175743 # DEPENDENCYPART_SIBL
(16,17),(16,29),0.0134247 # DEPENDENCYPART_SIBL
(16,17),(16,30),0.0889418 # DEPENDENCYPART_SIBL
(16,17),(16,35),0.000356044 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.000797055 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0121754 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0398247 # DEPENDENCYPART_SIBL
(16,18),(16,24),0.016331 # DEPENDENCYPART_SIBL
(16,18),(16,29),0.00174652 # DEPENDENCYPART_SIBL
(16,18),(16,30),0.0213628 # DEPENDENCYPART_SIBL
(16,18),(16,35),-0.000314073 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.00784136 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0394324 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.0184253 # DEPENDENCYPART_SIBL
(16,19),(16,29),0.00371821 # DEPENDENCYPART_SIBL
(16,19),(16,30),0.0120495 # DEPENDENCYPART_SIBL
(16,19),(16,35),0.00161994 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.00219164 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.0639817 # DEPENDENCYPART_SIBL
(16,20),(16,29),-0.00565585 # DEPENDENCYPART_SIBL
(16,20),(16,30),0.065462 # DEPENDENCYPART_SIBL
(16,20),(16,35),-0.0142295 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.175575 # DEPENDENCYPART_SIBL
(16,21),(16,29),0.00944939 # DEPENDENCYPART_SIBL
(16,21),(16,30),0.0881991 # DEPENDENCYPART_SIBL
(16,21),(16,35),-0.00416505 # DEPENDENCYPART_SIBL
(16,24),(16,29),-0.00495662 # DEPENDENCYPART_SIBL
(16,24),(16,30),0.0234832 # DEPENDENCYPART_SIBL
(16,24),(16,35),-0.0147236 # DEPENDENCYPART_SIBL
(16,29),(16,30),0.0272026 # DEPENDENCYPART_SIBL
(16,29),(16,35),-0.0961814 # DEPENDENCYPART_SIBL
(16,30),(16,35),0.00291505 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.102335 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.0571794 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.071946 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0108829 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.00601542 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.00447827 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.0124597 # DEPENDENCYPART_SIBL
(17,11),(17,24),0.0315733 # DEPENDENCYPART_SIBL
(17,11),(17,29),0.0449598 # DEPENDENCYPART_SIBL
(17,11),(17,35),0.0483182 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0207622 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0163815 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0238602 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.0176969 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0283863 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0125625 # DEPENDENCYPART_SIBL
(17,12),(17,24),0.0270739 # DEPENDENCYPART_SIBL
(17,12),(17,29),0.00128286 # DEPENDENCYPART_SIBL
(17,12),(17,35),-0.000923977 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.00331413 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0333733 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0372967 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.00139156 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0452596 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.00691854 # DEPENDENCYPART_SIBL
(17,15),(17,29),-0.0222655 # DEPENDENCYPART_SIBL
(17,15),(17,35),-0.0185163 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0225047 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0256639 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0322127 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.000724311 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.00704399 # DEPENDENCYPART_SIBL
(17,16),(17,29),-0.00252429 # DEPENDENCYPART_SIBL
(17,16),(17,35),-0.000377838 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.000797055 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0137665 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0398247 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.016303 # DEPENDENCYPART_SIBL
(17,18),(17,29),0.00192925 # DEPENDENCYPART_SIBL
(17,18),(17,35),-0.000108592 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.00943246 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0394323 # DEPENDENCYPART_SIBL
(17,19),(17,24),0.0183973 # DEPENDENCYPART_SIBL
(17,19),(17,29),0.00390094 # DEPENDENCYPART_SIBL
(17,19),(17,35),0.00182542 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.00234895 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.0638524 # DEPENDENCYPART_SIBL
(17,20),(17,29),-0.00520924 # DEPENDENCYPART_SIBL
(17,20),(17,35),-0.0137374 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.1739 # DEPENDENCYPART_SIBL
(17,21),(17,29),0.0113358 # DEPENDENCYPART_SIBL
(17,21),(17,35),-0.00225588 # DEPENDENCYPART_SIBL
(17,24),(17,29),-0.00477389 # DEPENDENCYPART_SIBL
(17,24),(17,35),-0.0145181 # DEPENDENCYPART_SIBL
(17,29),(17,35),-0.0958719 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.032796 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.00327405 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.00327405 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0314147 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.0120631 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0217773 # DEPENDENCYPART_SIBL
(18,12),(18,23),0.0243691 # DEPENDENCYPART_SIBL
(18,12),(18,24),0.040841 # DEPENDENCYPART_SIBL
(18,12),(18,29),0.00381916 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0214308 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.021539 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0174324 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0674693 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0296909 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0183828 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.0747324 # DEPENDENCYPART_SIBL
(18,15),(18,29),-0.00379648 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.00684108 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.00873076 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0306215 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.00789393 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.0267042 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.0297939 # DEPENDENCYPART_SIBL
(18,16),(18,29),-0.000540288 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.00873434 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0312168 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.00334824 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0273444 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0240711 # DEPENDENCYPART_SIBL
(18,17),(18,29),-0.00351826 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.00640673 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0278326 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.0422563 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.028122 # DEPENDENCYPART_SIBL
(18,19),(18,29),0.0194129 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0179084 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0242014 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0601791 # DEPENDENCYPART_SIBL
(18,20),(18,29),-0.0243336 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.0188031 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.14023 # DEPENDENCYPART_SIBL
(18,21),(18,29),-0.0301208 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.0232517 # DEPENDENCYPART_SIBL
(18,23),(18,29),-0.000535901 # DEPENDENCYPART_SIBL
(18,24),(18,29),-0.00981453 # DEPENDENCYPART_SIBL
(19,4),(19,6),0.0164139 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.00776076 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.0331758 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0112941 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0113002 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.0230951 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.00971579 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.0142452 # DEPENDENCYPART_SIBL
(19,4),(19,23),0.0164044 # DEPENDENCYPART_SIBL
(19,4),(19,29),0.140569 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.00712308 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.033194 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.011276 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.011282 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.0236113 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.00927273 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.0131067 # DEPENDENCYPART_SIBL
(19,6),(19,23),0.0166416 # DEPENDENCYPART_SIBL
(19,6),(19,29),0.140872 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0347357 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.00132932 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.00132932 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.032966 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.0047059 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.0221097 # DEPENDENCYPART_SIBL
(19,12),(19,23),0.0242326 # DEPENDENCYPART_SIBL
(19,12),(19,29),0.0081695 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0210199 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0211281 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0204014 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0602367 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0298953 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.0183726 # DEPENDENCYPART_SIBL
(19,15),(19,29),0.000684503 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.00683454 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0367147 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0378462 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.00770071 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.0267012 # DEPENDENCYPART_SIBL
(19,16),(19,29),0.00394833 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0367147 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0384415 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.00315501 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0273415 # DEPENDENCYPART_SIBL
(19,17),(19,29),0.000970356 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0124547 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0404756 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.00462237 # DEPENDENCYPART_SIBL
(19,18),(19,29),-0.00467626 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0201535 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.0230899 # DEPENDENCYPART_SIBL
(19,20),(19,29),-0.0277495 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0186947 # DEPENDENCYPART_SIBL
(19,21),(19,29),-0.0314872 # DEPENDENCYPART_SIBL
(19,23),(19,29),-0.00174885 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0122853 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.00177286 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.0317172 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0129419 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.00313731 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0307537 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0155961 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0701 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.461868 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0843487 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0113325 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0192231 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.00207975 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.0201852 # DEPENDENCYPART_SIBL
(21,19),(21,29),0.0133808 # DEPENDENCYPART_SIBL
(21,19),(21,30),-0.0116016 # DEPENDENCYPART_SIBL
(21,19),(21,32),-0.00292218 # DEPENDENCYPART_SIBL
(21,19),(21,35),0.0183125 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0179082 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.109831 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.0638797 # DEPENDENCYPART_SIBL
(21,22),(21,29),-0.0249257 # DEPENDENCYPART_SIBL
(21,22),(21,30),0.0792472 # DEPENDENCYPART_SIBL
(21,22),(21,32),-0.0941578 # DEPENDENCYPART_SIBL
(21,22),(21,35),-0.0343828 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.000719687 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.00137015 # DEPENDENCYPART_SIBL
(21,23),(21,29),0.0176216 # DEPENDENCYPART_SIBL
(21,23),(21,30),-0.00301394 # DEPENDENCYPART_SIBL
(21,23),(21,32),0.0576856 # DEPENDENCYPART_SIBL
(21,23),(21,35),-0.00326817 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.0516517 # DEPENDENCYPART_SIBL
(21,24),(21,29),-0.00472836 # DEPENDENCYPART_SIBL
(21,24),(21,30),0.0250743 # DEPENDENCYPART_SIBL
(21,24),(21,32),-0.00792526 # DEPENDENCYPART_SIBL
(21,24),(21,35),-0.0144953 # DEPENDENCYPART_SIBL
(21,26),(21,29),-0.0539348 # DEPENDENCYPART_SIBL
(21,26),(21,30),0.037326 # DEPENDENCYPART_SIBL
(21,26),(21,32),-0.102255 # DEPENDENCYPART_SIBL
(21,26),(21,35),-0.0633919 # DEPENDENCYPART_SIBL
(21,29),(21,30),0.0290284 # DEPENDENCYPART_SIBL
(21,29),(21,32),0.0153158 # DEPENDENCYPART_SIBL
(21,29),(21,35),-0.0958351 # DEPENDENCYPART_SIBL
(21,30),(21,32),0.028566 # DEPENDENCYPART_SIBL
(21,30),(21,35),0.00350565 # DEPENDENCYPART_SIBL
(21,32),(21,35),0.00399166 # DEPENDENCYPART_SIBL
(23,2),(23,4),0.0636616 # DEPENDENCYPART_SIBL
(23,2),(23,9),-0.0013542 # DEPENDENCYPART_SIBL
(23,2),(23,15),-0.0363448 # DEPENDENCYPART_SIBL
(23,2),(23,16),-0.0013546 # DEPENDENCYPART_SIBL
(23,2),(23,17),-0.00157519 # DEPENDENCYPART_SIBL
(23,2),(23,20),-0.0262334 # DEPENDENCYPART_SIBL
(23,2),(23,21),-0.0013542 # DEPENDENCYPART_SIBL
(23,4),(23,9),-0.0153298 # DEPENDENCYPART_SIBL
(23,4),(23,15),-0.00229264 # DEPENDENCYPART_SIBL
(23,4),(23,16),-0.0153298 # DEPENDENCYPART_SIBL
(23,4),(23,17),-0.0153441 # DEPENDENCYPART_SIBL
(23,4),(23,20),-0.00327364 # DEPENDENCYPART_SIBL
(23,4),(23,21),-0.0153298 # DEPENDENCYPART_SIBL
(23,9),(23,15),-0.0363058 # DEPENDENCYPART_SIBL
(23,9),(23,16),-0.00371903 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.00391184 # DEPENDENCYPART_SIBL
(23,9),(23,20),-0.0261945 # DEPENDENCYPART_SIBL
(23,9),(23,21),-0.00371864 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.0335612 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.0334608 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.0721577 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.0334529 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.0039277 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.0261947 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.0037345 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.0262063 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.00400912 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0302513 # DEPENDENCYPART_SIBL
(24,2),(24,4),0.0519245 # DEPENDENCYPART_SIBL
(24,2),(24,6),0.0573779 # DEPENDENCYPART_SIBL
(24,2),(24,8),-0.029347 # DEPENDENCYPART_SIBL
(24,2),(24,9),0.00377953 # DEPENDENCYPART_SIBL
(24,2),(24,10),0.146272 # DEPENDENCYPART_SIBL
(24,2),(24,12),-0.0845121 # DEPENDENCYPART_SIBL
(24,2),(24,14),0.0574091 # DEPENDENCYPART_SIBL
(24,2),(24,15),-0.0373107 # DEPENDENCYPART_SIBL
(24,2),(24,16),0.00377312 # DEPENDENCYPART_SIBL
(24,2),(24,17),0.00168242 # DEPENDENCYPART_SIBL
(24,2),(24,18),-0.0112945 # DEPENDENCYPART_SIBL
(24,2),(24,19),-0.0119664 # DEPENDENCYPART_SIBL
(24,2),(24,20),-0.0507759 # DEPENDENCYPART_SIBL
(24,2),(24,21),0.00377953 # DEPENDENCYPART_SIBL
(24,2),(24,23),0.146272 # DEPENDENCYPART_SIBL
(24,2),(24,25),-0.0421216 # DEPENDENCYPART_SIBL
(24,2),(24,26),-0.00038641 # DEPENDENCYPART_SIBL
(24,2),(24,29),-0.0130245 # DEPENDENCYPART_SIBL
(24,2),(24,30),-0.0875075 # DEPENDENCYPART_SIBL
(24,2),(24,31),0.117309 # DEPENDENCYPART_SIBL
(24,2),(24,32),0.117484 # DEPENDENCYPART_SIBL
(24,2),(24,33),-0.00704705 # DEPENDENCYPART_SIBL
(24,2),(24,35),0.00392878 # DEPENDENCYPART_SIBL
(24,4),(24,6),-0.0612686 # DEPENDENCYPART_SIBL
(24,4),(24,8),-0.141624 # DEPENDENCYPART_SIBL
(24,4),(24,9),-0.183461 # DEPENDENCYPART_SIBL
(24,4),(24,10),-0.00676992 # DEPENDENCYPART_SIBL
(24,4),(24,12),-0.141293 # DEPENDENCYPART_SIBL
(24,4),(24,14),-0.0612684 # DEPENDENCYPART_SIBL
(24,4),(24,15),-0.0631622 # DEPENDENCYPART_SIBL
(24,4),(24,16),-0.183466 # DEPENDENCYPART_SIBL
(24,4),(24,17),-0.184985 # DEPENDENCYPART_SIBL
(24,4),(24,18),-0.0944055 # DEPENDENCYPART_SIBL
(24,4),(24,19),-0.0982751 # DEPENDENCYPART_SIBL
(24,4),(24,20),-0.0891575 # DEPENDENCYPART_SIBL
(24,4),(24,21),-0.183461 # DEPENDENCYPART_SIBL
(24,4),(24,23),-0.00676992 # DEPENDENCYPART_SIBL
(24,4),(24,25),-0.01732 # DEPENDENCYPART_SIBL
(24,4),(24,26),0.0222859 # DEPENDENCYPART_SIBL
(24,4),(24,29),0.455495 # DEPENDENCYPART_SIBL
(24,4),(24,30),-0.0342611 # DEPENDENCYPART_SIBL
(24,4),(24,31),-0.0598093 # DEPENDENCYPART_SIBL
(24,4),(24,32),-0.0596909 # DEPENDENCYPART_SIBL
(24,4),(24,33),-0.00218493 # DEPENDENCYPART_SIBL
(24,4),(24,35),0.447006 # DEPENDENCYPART_SIBL
(24,6),(24,8),-0.139716 # DEPENDENCYPART_SIBL
(24,6),(24,9),-0.181572 # DEPENDENCYPART_SIBL
(24,6),(24,10),-0.00488147 # DEPENDENCYPART_SIBL
(24,6),(24,12),-0.138785 # DEPENDENCYPART_SIBL
(24,6),(24,14),-0.056538 # DEPENDENCYPART_SIBL
(24,6),(24,15),-0.0612731 # DEPENDENCYPART_SIBL
(24,6),(24,16),-0.181577 # DEPENDENCYPART_SIBL
(24,6),(24,17),-0.183096 # DEPENDENCYPART_SIBL
(24,6),(24,18),-0.0920185 # DEPENDENCYPART_SIBL
(24,6),(24,19),-0.0958881 # DEPENDENCYPART_SIBL
(24,6),(24,20),-0.0872684 # DEPENDENCYPART_SIBL
(24,6),(24,21),-0.181572 # DEPENDENCYPART_SIBL
(24,6),(24,23),-0.00488147 # DEPENDENCYPART_SIBL
(24,6),(24,25),-0.0144222 # DEPENDENCYPART_SIBL
(24,6),(24,26),0.0252606 # DEPENDENCYPART_SIBL
(24,6),(24,29),0.461139 # DEPENDENCYPART_SIBL
(24,6),(24,30),-0.0309358 # DEPENDENCYPART_SIBL
(24,6),(24,31),-0.0557725 # DEPENDENCYPART_SIBL
(24,6),(24,32),-0.0556541 # DEPENDENCYPART_SIBL
(24,6),(24,33),0.00094529 # DEPENDENCYPART_SIBL
(24,6),(24,35),0.45265 # DEPENDENCYPART_SIBL
(24,8),(24,9),-0.00308647 # DEPENDENCYPART_SIBL
(24,8),(24,10),0.173906 # DEPENDENCYPART_SIBL
(24,8),(24,12),-0.00927494 # DEPENDENCYPART_SIBL
(24,8),(24,14),0.0284974 # DEPENDENCYPART_SIBL
(24,8),(24,15),0.00872403 # DEPENDENCYPART_SIBL
(24,8),(24,16),-0.00309337 # DEPENDENCYPART_SIBL
