# _root_ Ormanda atını oradan oraya sürmüş ve kuleye varmış sonunda . Fakat sağa bakmış , sola bakmış , ne merdiven görmüş ne de yukarıya _ _ çıkılacak başka bir şey .
#goldHeads=5,5,5,5,6,8,8,10,8,13,13,13,14,16,16,17,20,19,20,30,29,21,24,25,26,29,29,29,18,0,
#predictedHeads=2,5,5,5,6,8,8,10,8,0,13,13,14,16,16,17,20,21,20,21,26,21,25,25,26,29,29,29,30,0,
(17,15),0.549757 # DEPENDENCYPART_ARC
(17,16),1.52905 # DEPENDENCYPART_ARC
(17,18),-0.116951 # DEPENDENCYPART_ARC
(17,19),-0.39841 # DEPENDENCYPART_ARC
(17,20),-0.0885736 # DEPENDENCYPART_ARC
(17,21),-0.667503 # DEPENDENCYPART_ARC
(17,22),-0.74403 # DEPENDENCYPART_ARC
(17,23),-0.347624 # DEPENDENCYPART_ARC
(17,24),-0.111979 # DEPENDENCYPART_ARC
(17,25),-0.0560846 # DEPENDENCYPART_ARC
(17,26),-0.905973 # DEPENDENCYPART_ARC
(17,27),-0.968585 # DEPENDENCYPART_ARC
(17,28),-0.753269 # DEPENDENCYPART_ARC
(17,29),-1.12377 # DEPENDENCYPART_ARC
(17,30),-1.35849 # DEPENDENCYPART_ARC
(18,1),-1.05392 # DEPENDENCYPART_ARC
(18,2),-0.938049 # DEPENDENCYPART_ARC
(18,3),-0.944124 # DEPENDENCYPART_ARC
(18,4),-0.50957 # DEPENDENCYPART_ARC
(18,5),-0.520911 # DEPENDENCYPART_ARC
(18,6),-0.51369 # DEPENDENCYPART_ARC
(18,7),-0.370214 # DEPENDENCYPART_ARC
(18,8),-0.329537 # DEPENDENCYPART_ARC
(18,9),-0.447059 # DEPENDENCYPART_ARC
(18,10),-0.781601 # DEPENDENCYPART_ARC
(18,11),-0.376878 # DEPENDENCYPART_ARC
(18,12),-0.172661 # DEPENDENCYPART_ARC
(18,13),0.0940668 # DEPENDENCYPART_ARC
(18,14),-0.877498 # DEPENDENCYPART_ARC
(18,15),-0.00169358 # DEPENDENCYPART_ARC
(18,16),0.858471 # DEPENDENCYPART_ARC
(18,17),0.394796 # DEPENDENCYPART_ARC
(18,19),-0.0977625 # DEPENDENCYPART_ARC
(18,20),-0.385938 # DEPENDENCYPART_ARC
(18,21),-0.10823 # DEPENDENCYPART_ARC
(18,22),-0.111806 # DEPENDENCYPART_ARC
(18,23),-1.07037 # DEPENDENCYPART_ARC
(18,24),-0.77748 # DEPENDENCYPART_ARC
(18,25),-0.738333 # DEPENDENCYPART_ARC
(18,26),-0.736472 # DEPENDENCYPART_ARC
(18,27),-0.570723 # DEPENDENCYPART_ARC
(18,28),-0.619395 # DEPENDENCYPART_ARC
(18,29),-1.35062 # DEPENDENCYPART_ARC
(18,30),-1.18805 # DEPENDENCYPART_ARC
(19,1),-2.34837 # DEPENDENCYPART_ARC
(19,2),-1.87941 # DEPENDENCYPART_ARC
(19,3),-1.67707 # DEPENDENCYPART_ARC
(19,4),-1.82375 # DEPENDENCYPART_ARC
(19,5),-1.01729 # DEPENDENCYPART_ARC
(19,6),-1.62131 # DEPENDENCYPART_ARC
(19,7),-1.74476 # DEPENDENCYPART_ARC
(19,8),-1.0105 # DEPENDENCYPART_ARC
(19,9),-0.798382 # DEPENDENCYPART_ARC
(19,10),-0.578239 # DEPENDENCYPART_ARC
(19,11),-1.34784 # DEPENDENCYPART_ARC
(19,12),-1.22876 # DEPENDENCYPART_ARC
(19,13),-0.699092 # DEPENDENCYPART_ARC
(19,14),-0.47157 # DEPENDENCYPART_ARC
(19,15),-1.15534 # DEPENDENCYPART_ARC
(19,16),-0.28675 # DEPENDENCYPART_ARC
(19,17),0.257978 # DEPENDENCYPART_ARC
(19,18),0.261691 # DEPENDENCYPART_ARC
(19,20),-0.310555 # DEPENDENCYPART_ARC
(19,21),0.322695 # DEPENDENCYPART_ARC
(19,22),0.194176 # DEPENDENCYPART_ARC
(19,23),-0.511087 # DEPENDENCYPART_ARC
(19,24),-0.609449 # DEPENDENCYPART_ARC
(19,25),-1.09173 # DEPENDENCYPART_ARC
(19,26),-0.104907 # DEPENDENCYPART_ARC
(19,27),-0.599334 # DEPENDENCYPART_ARC
(19,28),-0.28514 # DEPENDENCYPART_ARC
(19,29),-0.914363 # DEPENDENCYPART_ARC
(19,30),-0.931195 # DEPENDENCYPART_ARC
(20,1),-0.16763 # DEPENDENCYPART_ARC
(20,2),0.205757 # DEPENDENCYPART_ARC
(20,3),-0.0760296 # DEPENDENCYPART_ARC
(20,4),0.708069 # DEPENDENCYPART_ARC
(20,5),-0.629668 # DEPENDENCYPART_ARC
(20,6),-0.245945 # DEPENDENCYPART_ARC
(20,7),0.270184 # DEPENDENCYPART_ARC
(20,8),-0.739158 # DEPENDENCYPART_ARC
(20,9),0.267811 # DEPENDENCYPART_ARC
(20,10),-0.0447159 # DEPENDENCYPART_ARC
(20,11),0.528927 # DEPENDENCYPART_ARC
(20,12),0.482508 # DEPENDENCYPART_ARC
(20,13),-0.394355 # DEPENDENCYPART_ARC
(20,14),0.920125 # DEPENDENCYPART_ARC
(20,15),0.720841 # DEPENDENCYPART_ARC
(20,16),-0.199006 # DEPENDENCYPART_ARC
(20,17),1.82654 # DEPENDENCYPART_ARC
(20,18),0.483436 # DEPENDENCYPART_ARC
(20,19),3.2932 # DEPENDENCYPART_ARC
(20,21),0.749503 # DEPENDENCYPART_ARC
(20,22),0.227112 # DEPENDENCYPART_ARC
(20,23),-0.00689915 # DEPENDENCYPART_ARC
(20,24),-0.815531 # DEPENDENCYPART_ARC
(20,25),-1.46938 # DEPENDENCYPART_ARC
(20,26),-1.1226 # DEPENDENCYPART_ARC
(20,27),-1.02642 # DEPENDENCYPART_ARC
(20,28),-0.968157 # DEPENDENCYPART_ARC
(20,29),0.0731284 # DEPENDENCYPART_ARC
(20,30),-1.30004 # DEPENDENCYPART_ARC
(21,1),-0.963788 # DEPENDENCYPART_ARC
(21,2),-0.897448 # DEPENDENCYPART_ARC
(21,3),-0.763878 # DEPENDENCYPART_ARC
(21,4),-0.568417 # DEPENDENCYPART_ARC
(21,5),-0.0727437 # DEPENDENCYPART_ARC
(21,6),-0.213796 # DEPENDENCYPART_ARC
(21,7),-0.416453 # DEPENDENCYPART_ARC
(21,8),-0.199781 # DEPENDENCYPART_ARC
(21,9),-0.0897853 # DEPENDENCYPART_ARC
(21,10),-0.417783 # DEPENDENCYPART_ARC
(21,11),0.0862032 # DEPENDENCYPART_ARC
(21,12),-0.177449 # DEPENDENCYPART_ARC
(21,13),0.133413 # DEPENDENCYPART_ARC
(21,14),-0.440126 # DEPENDENCYPART_ARC
(21,15),-0.115242 # DEPENDENCYPART_ARC
(21,16),0.248268 # DEPENDENCYPART_ARC
(21,17),-0.145369 # DEPENDENCYPART_ARC
(21,18),0.486473 # DEPENDENCYPART_ARC
(21,19),1.13784 # DEPENDENCYPART_ARC
(21,20),2.48483 # DEPENDENCYPART_ARC
(21,22),2.10222 # DEPENDENCYPART_ARC
(21,23),0.169844 # DEPENDENCYPART_ARC
(21,24),0.139496 # DEPENDENCYPART_ARC
(21,25),0.187047 # DEPENDENCYPART_ARC
(21,26),0.122744 # DEPENDENCYPART_ARC
(21,27),0.179671 # DEPENDENCYPART_ARC
(21,28),0.249588 # DEPENDENCYPART_ARC
(21,29),-0.363705 # DEPENDENCYPART_ARC
(21,30),-0.0670373 # DEPENDENCYPART_ARC
(22,1),-2.24594 # DEPENDENCYPART_ARC
(22,2),-2.03206 # DEPENDENCYPART_ARC
(22,3),-1.94214 # DEPENDENCYPART_ARC
(22,4),-1.53448 # DEPENDENCYPART_ARC
(22,5),-1.07375 # DEPENDENCYPART_ARC
(22,6),-0.962942 # DEPENDENCYPART_ARC
(22,7),-1.3769 # DEPENDENCYPART_ARC
(22,8),-1.02878 # DEPENDENCYPART_ARC
(22,9),-0.773145 # DEPENDENCYPART_ARC
(22,10),-1.13529 # DEPENDENCYPART_ARC
(22,11),-1.00511 # DEPENDENCYPART_ARC
(22,12),-1.33274 # DEPENDENCYPART_ARC
(22,13),-0.787773 # DEPENDENCYPART_ARC
(22,14),-1.31256 # DEPENDENCYPART_ARC
(22,15),-1.25193 # DEPENDENCYPART_ARC
(22,16),-0.746317 # DEPENDENCYPART_ARC
(22,17),-1.06064 # DEPENDENCYPART_ARC
(22,18),-0.61569 # DEPENDENCYPART_ARC
(22,19),-0.504431 # DEPENDENCYPART_ARC
(22,20),0.546755 # DEPENDENCYPART_ARC
(22,21),0.274104 # DEPENDENCYPART_ARC
(22,23),-0.284059 # DEPENDENCYPART_ARC
(22,24),-0.528434 # DEPENDENCYPART_ARC
(22,25),-0.620531 # DEPENDENCYPART_ARC
(22,26),-0.628467 # DEPENDENCYPART_ARC
(22,27),-0.800104 # DEPENDENCYPART_ARC
(22,28),-0.531839 # DEPENDENCYPART_ARC
(22,29),-1.01182 # DEPENDENCYPART_ARC
(22,30),-0.97287 # DEPENDENCYPART_ARC
(23,1),-2.63376 # DEPENDENCYPART_ARC
(23,2),-3.45418 # DEPENDENCYPART_ARC
(23,3),-2.45248 # DEPENDENCYPART_ARC
(23,4),-2.10024 # DEPENDENCYPART_ARC
(23,5),-1.55585 # DEPENDENCYPART_ARC
(23,6),-1.91534 # DEPENDENCYPART_ARC
(23,7),-1.67346 # DEPENDENCYPART_ARC
(23,8),-1.68247 # DEPENDENCYPART_ARC
(23,9),-0.892046 # DEPENDENCYPART_ARC
(23,10),-0.302625 # DEPENDENCYPART_ARC
(23,11),-1.56787 # DEPENDENCYPART_ARC
(23,12),-1.23215 # DEPENDENCYPART_ARC
(23,13),-1.26487 # DEPENDENCYPART_ARC
(23,14),-0.189305 # DEPENDENCYPART_ARC
(23,15),-1.20053 # DEPENDENCYPART_ARC
(23,16),-1.2929 # DEPENDENCYPART_ARC
(23,17),0.219923 # DEPENDENCYPART_ARC
(23,18),-1.2573 # DEPENDENCYPART_ARC
(23,19),-0.119231 # DEPENDENCYPART_ARC
(23,20),-0.684945 # DEPENDENCYPART_ARC
(23,21),-0.161742 # DEPENDENCYPART_ARC
(23,22),-0.184162 # DEPENDENCYPART_ARC
(23,24),0.536628 # DEPENDENCYPART_ARC
(23,25),-0.243052 # DEPENDENCYPART_ARC
(23,26),0.454175 # DEPENDENCYPART_ARC
(23,27),0.142705 # DEPENDENCYPART_ARC
(23,28),-0.0560833 # DEPENDENCYPART_ARC
(23,29),-0.873889 # DEPENDENCYPART_ARC
(23,30),-0.477978 # DEPENDENCYPART_ARC
(24,1),-0.429917 # DEPENDENCYPART_ARC
(24,2),-0.458175 # DEPENDENCYPART_ARC
(24,3),-0.133686 # DEPENDENCYPART_ARC
(24,4),0.787517 # DEPENDENCYPART_ARC
(24,5),-0.774065 # DEPENDENCYPART_ARC
(24,6),-0.857587 # DEPENDENCYPART_ARC
(24,7),-0.61721 # DEPENDENCYPART_ARC
(24,8),-0.83464 # DEPENDENCYPART_ARC
(24,9),0.314953 # DEPENDENCYPART_ARC
(24,10),-1.05636 # DEPENDENCYPART_ARC
(24,11),-0.37772 # DEPENDENCYPART_ARC
(24,12),-0.788968 # DEPENDENCYPART_ARC
(24,13),-0.686159 # DEPENDENCYPART_ARC
(24,14),-0.609859 # DEPENDENCYPART_ARC
(24,15),-0.534212 # DEPENDENCYPART_ARC
(24,16),-0.846144 # DEPENDENCYPART_ARC
(24,17),0.204044 # DEPENDENCYPART_ARC
(24,18),-0.888334 # DEPENDENCYPART_ARC
(24,19),0.228523 # DEPENDENCYPART_ARC
(24,20),0.150192 # DEPENDENCYPART_ARC
(24,21),0.0301903 # DEPENDENCYPART_ARC
(24,22),-0.18047 # DEPENDENCYPART_ARC
(24,23),1.37084 # DEPENDENCYPART_ARC
(24,25),0.215412 # DEPENDENCYPART_ARC
(24,26),0.0650245 # DEPENDENCYPART_ARC
(24,27),-0.229352 # DEPENDENCYPART_ARC
(24,28),-0.241822 # DEPENDENCYPART_ARC
(24,29),0.412601 # DEPENDENCYPART_ARC
(24,30),-0.722107 # DEPENDENCYPART_ARC
(25,1),-0.0230955 # DEPENDENCYPART_ARC
(25,2),0.120581 # DEPENDENCYPART_ARC
(25,3),0.961161 # DEPENDENCYPART_ARC
(25,4),1.75809 # DEPENDENCYPART_ARC
(25,5),-0.824662 # DEPENDENCYPART_ARC
(25,6),-1.31376 # DEPENDENCYPART_ARC
(25,7),0.109741 # DEPENDENCYPART_ARC
(25,8),-0.771008 # DEPENDENCYPART_ARC
(25,9),0.610166 # DEPENDENCYPART_ARC
(25,10),-0.850429 # DEPENDENCYPART_ARC
(25,11),-0.538955 # DEPENDENCYPART_ARC
(25,12),0.115096 # DEPENDENCYPART_ARC
(25,13),-0.648985 # DEPENDENCYPART_ARC
(25,14),-1.09426 # DEPENDENCYPART_ARC
(25,15),0.333411 # DEPENDENCYPART_ARC
(25,16),-0.778135 # DEPENDENCYPART_ARC
(25,17),-0.101198 # DEPENDENCYPART_ARC
(25,18),-1.17436 # DEPENDENCYPART_ARC
(25,19),0.785564 # DEPENDENCYPART_ARC
(25,20),0.0378344 # DEPENDENCYPART_ARC
(25,21),-0.0556086 # DEPENDENCYPART_ARC
(25,22),-0.377963 # DEPENDENCYPART_ARC
(25,23),1.88816 # DEPENDENCYPART_ARC
(25,24),3.09739 # DEPENDENCYPART_ARC
(25,26),0.133666 # DEPENDENCYPART_ARC
(25,27),-0.202731 # DEPENDENCYPART_ARC
(25,28),-0.593847 # DEPENDENCYPART_ARC
(25,29),-0.547539 # DEPENDENCYPART_ARC
(25,30),-0.890116 # DEPENDENCYPART_ARC
(26,1),-0.788907 # DEPENDENCYPART_ARC
(26,2),-0.529395 # DEPENDENCYPART_ARC
(26,3),-0.798712 # DEPENDENCYPART_ARC
(26,4),-0.624601 # DEPENDENCYPART_ARC
(26,5),-0.878367 # DEPENDENCYPART_ARC
(26,6),-0.487977 # DEPENDENCYPART_ARC
(26,7),-0.254434 # DEPENDENCYPART_ARC
(26,8),-0.755666 # DEPENDENCYPART_ARC
(26,9),-0.296232 # DEPENDENCYPART_ARC
(26,10),-0.412504 # DEPENDENCYPART_ARC
(26,11),-0.254021 # DEPENDENCYPART_ARC
(26,12),-0.173547 # DEPENDENCYPART_ARC
(26,13),-0.371349 # DEPENDENCYPART_ARC
(26,14),-0.404058 # DEPENDENCYPART_ARC
(26,15),0.0376398 # DEPENDENCYPART_ARC
(26,16),-0.17656 # DEPENDENCYPART_ARC
(26,17),0.247153 # DEPENDENCYPART_ARC
(26,18),0.343218 # DEPENDENCYPART_ARC
(26,19),0.796638 # DEPENDENCYPART_ARC
(26,20),0.210927 # DEPENDENCYPART_ARC
(26,21),0.443658 # DEPENDENCYPART_ARC
(26,22),0.342743 # DEPENDENCYPART_ARC
(26,23),1.52983 # DEPENDENCYPART_ARC
(26,24),1.06701 # DEPENDENCYPART_ARC
(26,25),2.76369 # DEPENDENCYPART_ARC
(26,27),-0.645408 # DEPENDENCYPART_ARC
(26,29),-0.547075 # DEPENDENCYPART_ARC
(26,30),-1.10266 # DEPENDENCYPART_ARC
(27,1),-0.664144 # DEPENDENCYPART_ARC
(27,2),-0.72328 # DEPENDENCYPART_ARC
(27,3),-0.845526 # DEPENDENCYPART_ARC
(27,4),-0.943223 # DEPENDENCYPART_ARC
(27,5),-1.61628 # DEPENDENCYPART_ARC
(27,6),-1.71375 # DEPENDENCYPART_ARC
(27,7),-0.527121 # DEPENDENCYPART_ARC
(27,8),-1.59541 # DEPENDENCYPART_ARC
(27,9),-1.17241 # DEPENDENCYPART_ARC
(27,10),-0.93152 # DEPENDENCYPART_ARC
(27,11),-0.942441 # DEPENDENCYPART_ARC
(27,12),-0.737862 # DEPENDENCYPART_ARC
(27,13),-1.20899 # DEPENDENCYPART_ARC
(27,14),-0.738614 # DEPENDENCYPART_ARC
(27,15),-0.583225 # DEPENDENCYPART_ARC
(27,16),-1.05249 # DEPENDENCYPART_ARC
(27,17),-0.110239 # DEPENDENCYPART_ARC
(27,18),-0.373217 # DEPENDENCYPART_ARC
(27,19),-0.064575 # DEPENDENCYPART_ARC
(27,20),-0.597857 # DEPENDENCYPART_ARC
(27,21),-0.193283 # DEPENDENCYPART_ARC
(27,22),-0.572519 # DEPENDENCYPART_ARC
(27,23),0.343812 # DEPENDENCYPART_ARC
(27,24),-0.231572 # DEPENDENCYPART_ARC
(27,25),0.775225 # DEPENDENCYPART_ARC
(27,26),0.631297 # DEPENDENCYPART_ARC
(27,28),0.069695 # DEPENDENCYPART_ARC
(27,29),-0.00293471 # DEPENDENCYPART_ARC
(27,30),-0.642472 # DEPENDENCYPART_ARC
(28,1),-0.914233 # DEPENDENCYPART_ARC
(28,2),-1.04972 # DEPENDENCYPART_ARC
(28,3),-1.08765 # DEPENDENCYPART_ARC
(28,4),-1.12274 # DEPENDENCYPART_ARC
(28,6),-1.17058 # DEPENDENCYPART_ARC
(28,7),-1.25558 # DEPENDENCYPART_ARC
(28,9),-1.52456 # DEPENDENCYPART_ARC
(28,10),-1.27611 # DEPENDENCYPART_ARC
(28,11),-1.14086 # DEPENDENCYPART_ARC
(28,12),-1.16481 # DEPENDENCYPART_ARC
(28,14),-1.17171 # DEPENDENCYPART_ARC
(28,15),-1.06077 # DEPENDENCYPART_ARC
(28,17),-0.682702 # DEPENDENCYPART_ARC
(28,18),-0.553601 # DEPENDENCYPART_ARC
(28,19),-0.896419 # DEPENDENCYPART_ARC
(28,21),-0.329016 # DEPENDENCYPART_ARC
(28,22),-0.343656 # DEPENDENCYPART_ARC
(28,23),-0.793293 # DEPENDENCYPART_ARC
(28,27),0.565991 # DEPENDENCYPART_ARC
(28,29),0.0398686 # DEPENDENCYPART_ARC
(28,30),-0.109163 # DEPENDENCYPART_ARC
(29,1),-1.94606 # DEPENDENCYPART_ARC
(29,2),-1.5175 # DEPENDENCYPART_ARC
(29,3),-1.51666 # DEPENDENCYPART_ARC
(29,4),-1.82559 # DEPENDENCYPART_ARC
(29,5),-0.327165 # DEPENDENCYPART_ARC
(29,6),-1.45924 # DEPENDENCYPART_ARC
(29,7),-1.47752 # DEPENDENCYPART_ARC
(29,8),-0.49777 # DEPENDENCYPART_ARC
(29,9),-0.00849657 # DEPENDENCYPART_ARC
(29,10),0.300046 # DEPENDENCYPART_ARC
(29,11),-0.675421 # DEPENDENCYPART_ARC
(29,12),-0.859964 # DEPENDENCYPART_ARC
(29,13),0.140928 # DEPENDENCYPART_ARC
(29,14),0.338568 # DEPENDENCYPART_ARC
(29,15),-0.761761 # DEPENDENCYPART_ARC
(29,16),0.173003 # DEPENDENCYPART_ARC
(29,17),0.712542 # DEPENDENCYPART_ARC
(29,18),-0.290771 # DEPENDENCYPART_ARC
(29,19),0.369731 # DEPENDENCYPART_ARC
(29,20),0.610853 # DEPENDENCYPART_ARC
(29,21),0.0815503 # DEPENDENCYPART_ARC
(29,22),-0.242263 # DEPENDENCYPART_ARC
(29,23),0.342792 # DEPENDENCYPART_ARC
(29,24),-0.624831 # DEPENDENCYPART_ARC
(29,25),-0.167163 # DEPENDENCYPART_ARC
(29,26),2.15997 # DEPENDENCYPART_ARC
(29,27),2.90217 # DEPENDENCYPART_ARC
(29,28),2.97977 # DEPENDENCYPART_ARC
(29,30),0.243484 # DEPENDENCYPART_ARC
(30,1),-1.12999 # DEPENDENCYPART_ARC
(30,2),-1.04524 # DEPENDENCYPART_ARC
(30,3),-0.903816 # DEPENDENCYPART_ARC
(30,4),-1.12291 # DEPENDENCYPART_ARC
(30,5),-0.1943 # DEPENDENCYPART_ARC
(30,6),-1.38529 # DEPENDENCYPART_ARC
(30,7),-1.01885 # DEPENDENCYPART_ARC
(30,8),-0.133126 # DEPENDENCYPART_ARC
(30,9),-1.76879 # DEPENDENCYPART_ARC
(30,10),-0.438385 # DEPENDENCYPART_ARC
(30,11),0.570413 # DEPENDENCYPART_ARC
(30,12),-0.577457 # DEPENDENCYPART_ARC
(30,13),0.414433 # DEPENDENCYPART_ARC
(30,14),-0.644651 # DEPENDENCYPART_ARC
(30,15),-0.179006 # DEPENDENCYPART_ARC
(30,16),0.536945 # DEPENDENCYPART_ARC
(30,17),-0.0664085 # DEPENDENCYPART_ARC
(30,18),-0.771637 # DEPENDENCYPART_ARC
(30,19),0.0425256 # DEPENDENCYPART_ARC
(30,20),0.510459 # DEPENDENCYPART_ARC
(30,21),-0.701358 # DEPENDENCYPART_ARC
(30,22),-0.526594 # DEPENDENCYPART_ARC
(30,23),0.306254 # DEPENDENCYPART_ARC
(30,24),-1.7641 # DEPENDENCYPART_ARC
(30,25),-0.934505 # DEPENDENCYPART_ARC
(30,26),0.154612 # DEPENDENCYPART_ARC
(30,27),0.328347 # DEPENDENCYPART_ARC
(30,28),0.455723 # DEPENDENCYPART_ARC
(30,29),0.747554 # DEPENDENCYPART_ARC
