# _root_ Böyle _ önemli bir görevin başına _ _ getirilen kişi , eski _ sakallı fotoğrafından da _ anlaşılıyor ki , bir bütün bürokrasiye _ _ yayılan zihniyetin bir örneği _ olabilir .
#goldHeads=3,3,5,5,6,8,8,9,10,31,0,15,14,15,18,15,18,31,18,0,22,23,25,25,26,27,29,29,31,31,32,0,
#predictedHeads=3,3,5,5,6,8,8,9,10,11,0,13,14,15,18,15,18,20,18,0,22,23,25,25,26,27,29,29,31,31,32,0,
(16,6),-2.44419 # DEPENDENCYPART_ARC
(16,7),-2.23095 # DEPENDENCYPART_ARC
(16,8),-2.0126 # DEPENDENCYPART_ARC
(16,9),-2.19978 # DEPENDENCYPART_ARC
(16,10),-2.4068 # DEPENDENCYPART_ARC
(16,11),-1.86157 # DEPENDENCYPART_ARC
(16,12),-1.46273 # DEPENDENCYPART_ARC
(16,13),-1.79511 # DEPENDENCYPART_ARC
(16,14),-0.722629 # DEPENDENCYPART_ARC
(16,15),0.706943 # DEPENDENCYPART_ARC
(16,17),-0.292891 # DEPENDENCYPART_ARC
(16,18),-0.549205 # DEPENDENCYPART_ARC
(16,19),-0.360671 # DEPENDENCYPART_ARC
(16,20),-0.855784 # DEPENDENCYPART_ARC
(16,21),-1.23602 # DEPENDENCYPART_ARC
(16,22),-1.31335 # DEPENDENCYPART_ARC
(16,23),-1.60422 # DEPENDENCYPART_ARC
(16,24),-1.39615 # DEPENDENCYPART_ARC
(16,25),-1.31135 # DEPENDENCYPART_ARC
(16,26),-1.3239 # DEPENDENCYPART_ARC
(16,27),-1.83776 # DEPENDENCYPART_ARC
(16,28),-1.29205 # DEPENDENCYPART_ARC
(16,29),-1.92767 # DEPENDENCYPART_ARC
(16,30),-1.48971 # DEPENDENCYPART_ARC
(16,31),-1.62813 # DEPENDENCYPART_ARC
(16,32),-1.93753 # DEPENDENCYPART_ARC
(17,1),-1.33894 # DEPENDENCYPART_ARC
(17,2),-9.78669 # DEPENDENCYPART_ARC
(17,3),-0.600105 # DEPENDENCYPART_ARC
(17,4),-0.482034 # DEPENDENCYPART_ARC
(17,5),0.0786581 # DEPENDENCYPART_ARC
(17,6),-0.357875 # DEPENDENCYPART_ARC
(17,7),-5.72395 # DEPENDENCYPART_ARC
(17,8),-4.49 # DEPENDENCYPART_ARC
(17,9),-0.153529 # DEPENDENCYPART_ARC
(17,10),0.515257 # DEPENDENCYPART_ARC
(17,11),0.406861 # DEPENDENCYPART_ARC
(17,12),0.360144 # DEPENDENCYPART_ARC
(17,13),0.0710372 # DEPENDENCYPART_ARC
(17,14),0.590693 # DEPENDENCYPART_ARC
(17,15),1.74889 # DEPENDENCYPART_ARC
(17,16),0.171937 # DEPENDENCYPART_ARC
(17,18),0.835267 # DEPENDENCYPART_ARC
(17,19),1.49342 # DEPENDENCYPART_ARC
(17,20),-0.262727 # DEPENDENCYPART_ARC
(17,21),-0.561851 # DEPENDENCYPART_ARC
(17,22),-0.546627 # DEPENDENCYPART_ARC
(17,23),-1.14954 # DEPENDENCYPART_ARC
(17,24),-0.672756 # DEPENDENCYPART_ARC
(17,25),-0.834282 # DEPENDENCYPART_ARC
(17,26),-0.771102 # DEPENDENCYPART_ARC
(17,27),-1.30849 # DEPENDENCYPART_ARC
(17,28),-1.05325 # DEPENDENCYPART_ARC
(17,29),-1.92663 # DEPENDENCYPART_ARC
(17,30),-1.37052 # DEPENDENCYPART_ARC
(17,31),-0.406191 # DEPENDENCYPART_ARC
(17,32),-1.70238 # DEPENDENCYPART_ARC
(18,1),-1.18042 # DEPENDENCYPART_ARC
(18,2),-7.73933 # DEPENDENCYPART_ARC
(18,3),-0.58527 # DEPENDENCYPART_ARC
(18,4),-1.02857 # DEPENDENCYPART_ARC
(18,5),-0.984698 # DEPENDENCYPART_ARC
(18,6),0.482633 # DEPENDENCYPART_ARC
(18,7),-4.93816 # DEPENDENCYPART_ARC
(18,8),-5.11785 # DEPENDENCYPART_ARC
(18,9),-0.301488 # DEPENDENCYPART_ARC
(18,10),0.607025 # DEPENDENCYPART_ARC
(18,11),0.578043 # DEPENDENCYPART_ARC
(18,12),0.161295 # DEPENDENCYPART_ARC
(18,13),-0.532726 # DEPENDENCYPART_ARC
(18,14),1.06609 # DEPENDENCYPART_ARC
(18,15),1.82127 # DEPENDENCYPART_ARC
(18,16),0.300414 # DEPENDENCYPART_ARC
(18,17),2.22407 # DEPENDENCYPART_ARC
(18,19),1.68033 # DEPENDENCYPART_ARC
(18,20),-0.294774 # DEPENDENCYPART_ARC
(18,21),-0.340698 # DEPENDENCYPART_ARC
(18,22),-0.434471 # DEPENDENCYPART_ARC
(18,23),-1.54662 # DEPENDENCYPART_ARC
(18,24),-0.708897 # DEPENDENCYPART_ARC
(18,25),-1.08525 # DEPENDENCYPART_ARC
(18,26),-0.914912 # DEPENDENCYPART_ARC
(18,27),-3.02554 # DEPENDENCYPART_ARC
(18,28),-0.741416 # DEPENDENCYPART_ARC
(18,29),-1.08847 # DEPENDENCYPART_ARC
(18,30),-1.37134 # DEPENDENCYPART_ARC
(18,31),-0.955177 # DEPENDENCYPART_ARC
(18,32),-1.314 # DEPENDENCYPART_ARC
(19,1),-0.964918 # DEPENDENCYPART_ARC
(19,2),-2.97418 # DEPENDENCYPART_ARC
(19,3),-2.15802 # DEPENDENCYPART_ARC
(19,4),-1.67207 # DEPENDENCYPART_ARC
(19,5),-2.23751 # DEPENDENCYPART_ARC
(19,6),-1.89107 # DEPENDENCYPART_ARC
(19,7),-2.34198 # DEPENDENCYPART_ARC
(19,8),-2.13474 # DEPENDENCYPART_ARC
(19,9),-1.89988 # DEPENDENCYPART_ARC
(19,10),-1.69341 # DEPENDENCYPART_ARC
(19,11),-1.28619 # DEPENDENCYPART_ARC
(19,12),-1.3059 # DEPENDENCYPART_ARC
(19,13),-1.49228 # DEPENDENCYPART_ARC
(19,14),-1.05664 # DEPENDENCYPART_ARC
(19,15),-0.745102 # DEPENDENCYPART_ARC
(19,16),-0.710044 # DEPENDENCYPART_ARC
(19,17),-0.512385 # DEPENDENCYPART_ARC
(19,18),0.616775 # DEPENDENCYPART_ARC
(19,20),-0.0236181 # DEPENDENCYPART_ARC
(19,21),-0.516586 # DEPENDENCYPART_ARC
(19,22),-0.901161 # DEPENDENCYPART_ARC
(19,23),-1.03288 # DEPENDENCYPART_ARC
(19,24),-1.07209 # DEPENDENCYPART_ARC
(19,25),-0.970909 # DEPENDENCYPART_ARC
(19,26),-1.0012 # DEPENDENCYPART_ARC
(19,27),-1.1895 # DEPENDENCYPART_ARC
(19,28),-0.793155 # DEPENDENCYPART_ARC
(19,29),-1.0592 # DEPENDENCYPART_ARC
(19,30),-1.14524 # DEPENDENCYPART_ARC
(19,31),-1.20137 # DEPENDENCYPART_ARC
(19,32),-1.53418 # DEPENDENCYPART_ARC
(20,1),-1.25619 # DEPENDENCYPART_ARC
(20,2),-4.27903 # DEPENDENCYPART_ARC
(20,3),-1.27795 # DEPENDENCYPART_ARC
(20,4),-0.70226 # DEPENDENCYPART_ARC
(20,5),-0.5992 # DEPENDENCYPART_ARC
(20,6),-0.639403 # DEPENDENCYPART_ARC
(20,7),-3.79772 # DEPENDENCYPART_ARC
(20,8),-3.45893 # DEPENDENCYPART_ARC
(20,9),-0.996395 # DEPENDENCYPART_ARC
(20,10),-0.637799 # DEPENDENCYPART_ARC
(20,11),-0.441854 # DEPENDENCYPART_ARC
(20,12),-0.672536 # DEPENDENCYPART_ARC
(20,13),-1.31985 # DEPENDENCYPART_ARC
(20,14),-0.224167 # DEPENDENCYPART_ARC
(20,15),0.0916108 # DEPENDENCYPART_ARC
(20,16),-1.22236 # DEPENDENCYPART_ARC
(20,17),-0.879728 # DEPENDENCYPART_ARC
(20,18),0.899602 # DEPENDENCYPART_ARC
(20,19),-0.477694 # DEPENDENCYPART_ARC
(20,21),-0.223116 # DEPENDENCYPART_ARC
(20,22),-0.86829 # DEPENDENCYPART_ARC
(20,23),-0.526893 # DEPENDENCYPART_ARC
(20,24),-0.669738 # DEPENDENCYPART_ARC
(20,25),-0.877983 # DEPENDENCYPART_ARC
(20,26),-0.917659 # DEPENDENCYPART_ARC
(20,27),-0.738901 # DEPENDENCYPART_ARC
(20,28),-0.75372 # DEPENDENCYPART_ARC
(20,29),-0.821786 # DEPENDENCYPART_ARC
(20,30),-1.06554 # DEPENDENCYPART_ARC
(20,31),-1.19321 # DEPENDENCYPART_ARC
(20,32),-1.97991 # DEPENDENCYPART_ARC
(21,1),-2.00617 # DEPENDENCYPART_ARC
(21,2),-3.01088 # DEPENDENCYPART_ARC
(21,3),-1.73803 # DEPENDENCYPART_ARC
(21,4),-1.75893 # DEPENDENCYPART_ARC
(21,5),-1.69951 # DEPENDENCYPART_ARC
(21,6),-1.92997 # DEPENDENCYPART_ARC
(21,7),-2.76864 # DEPENDENCYPART_ARC
(21,8),-2.34722 # DEPENDENCYPART_ARC
(21,9),-1.57878 # DEPENDENCYPART_ARC
(21,10),-1.59688 # DEPENDENCYPART_ARC
(21,11),-1.26636 # DEPENDENCYPART_ARC
(21,12),-1.47113 # DEPENDENCYPART_ARC
(21,13),-1.52247 # DEPENDENCYPART_ARC
(21,14),-1.4826 # DEPENDENCYPART_ARC
(21,15),-1.30245 # DEPENDENCYPART_ARC
(21,16),-1.24689 # DEPENDENCYPART_ARC
(21,17),-1.02829 # DEPENDENCYPART_ARC
(21,18),-1.15998 # DEPENDENCYPART_ARC
(21,19),-0.394652 # DEPENDENCYPART_ARC
(21,20),0.291634 # DEPENDENCYPART_ARC
(21,22),0.165357 # DEPENDENCYPART_ARC
(21,23),-0.31585 # DEPENDENCYPART_ARC
(21,24),-0.290351 # DEPENDENCYPART_ARC
(21,25),-0.28807 # DEPENDENCYPART_ARC
(21,26),-0.584666 # DEPENDENCYPART_ARC
(21,27),-0.68511 # DEPENDENCYPART_ARC
(21,28),-0.247613 # DEPENDENCYPART_ARC
(21,29),-0.845495 # DEPENDENCYPART_ARC
(21,30),-0.456511 # DEPENDENCYPART_ARC
(21,31),-0.574533 # DEPENDENCYPART_ARC
(21,32),-0.920574 # DEPENDENCYPART_ARC
(22,1),-1.20075 # DEPENDENCYPART_ARC
(22,2),-4.60494 # DEPENDENCYPART_ARC
(22,3),-1.32875 # DEPENDENCYPART_ARC
(22,4),-1.10517 # DEPENDENCYPART_ARC
(22,5),-0.526729 # DEPENDENCYPART_ARC
(22,6),-0.386422 # DEPENDENCYPART_ARC
(22,7),-3.86963 # DEPENDENCYPART_ARC
(22,8),-3.09543 # DEPENDENCYPART_ARC
(22,9),-1.07121 # DEPENDENCYPART_ARC
(22,10),-0.475345 # DEPENDENCYPART_ARC
(22,11),-1.07914 # DEPENDENCYPART_ARC
(22,12),-0.915286 # DEPENDENCYPART_ARC
(22,13),-0.872806 # DEPENDENCYPART_ARC
(22,14),-1.04298 # DEPENDENCYPART_ARC
(22,15),-0.234323 # DEPENDENCYPART_ARC
(22,16),-0.573358 # DEPENDENCYPART_ARC
(22,17),-0.555707 # DEPENDENCYPART_ARC
(22,18),-0.524714 # DEPENDENCYPART_ARC
(22,19),-0.52453 # DEPENDENCYPART_ARC
(22,20),0.394962 # DEPENDENCYPART_ARC
(22,21),1.18732 # DEPENDENCYPART_ARC
(22,23),0.488861 # DEPENDENCYPART_ARC
(22,24),-0.0867524 # DEPENDENCYPART_ARC
(22,25),-0.219272 # DEPENDENCYPART_ARC
(22,26),-0.407364 # DEPENDENCYPART_ARC
(22,27),-0.112054 # DEPENDENCYPART_ARC
(22,28),-0.176077 # DEPENDENCYPART_ARC
(22,29),-0.193898 # DEPENDENCYPART_ARC
(22,30),-0.552732 # DEPENDENCYPART_ARC
(22,31),-0.443108 # DEPENDENCYPART_ARC
(22,32),-0.421429 # DEPENDENCYPART_ARC
(23,1),-1.49489 # DEPENDENCYPART_ARC
(23,2),-9.65838 # DEPENDENCYPART_ARC
(23,3),-0.169677 # DEPENDENCYPART_ARC
(23,4),-0.610836 # DEPENDENCYPART_ARC
(23,5),-1.30255 # DEPENDENCYPART_ARC
(23,6),-1.60372 # DEPENDENCYPART_ARC
(23,7),-6.47159 # DEPENDENCYPART_ARC
(23,8),-6.0888 # DEPENDENCYPART_ARC
(23,9),-0.283418 # DEPENDENCYPART_ARC
(23,10),-0.835067 # DEPENDENCYPART_ARC
(23,11),0.156872 # DEPENDENCYPART_ARC
(23,12),-0.775461 # DEPENDENCYPART_ARC
(23,13),-4.0922 # DEPENDENCYPART_ARC
(23,14),-0.322461 # DEPENDENCYPART_ARC
(23,15),-2.19655 # DEPENDENCYPART_ARC
(23,16),-0.629763 # DEPENDENCYPART_ARC
(23,17),-1.3789 # DEPENDENCYPART_ARC
(23,18),-1.19033 # DEPENDENCYPART_ARC
(23,19),-0.455269 # DEPENDENCYPART_ARC
(23,20),0.40104 # DEPENDENCYPART_ARC
(23,21),0.572753 # DEPENDENCYPART_ARC
(23,22),2.66243 # DEPENDENCYPART_ARC
(23,24),0.355957 # DEPENDENCYPART_ARC
(23,25),-0.372366 # DEPENDENCYPART_ARC
(23,26),0.0762156 # DEPENDENCYPART_ARC
(23,27),-0.796752 # DEPENDENCYPART_ARC
(23,28),-0.277317 # DEPENDENCYPART_ARC
(23,29),-0.822365 # DEPENDENCYPART_ARC
(23,30),-0.757372 # DEPENDENCYPART_ARC
(23,31),-1.06838 # DEPENDENCYPART_ARC
(23,32),-0.775122 # DEPENDENCYPART_ARC
(24,1),-3.08425 # DEPENDENCYPART_ARC
(24,2),-14.6259 # DEPENDENCYPART_ARC
(24,3),-1.75544 # DEPENDENCYPART_ARC
(24,4),-1.37142 # DEPENDENCYPART_ARC
(24,5),-0.529633 # DEPENDENCYPART_ARC
(24,6),-1.02911 # DEPENDENCYPART_ARC
(24,7),-10.7907 # DEPENDENCYPART_ARC
(24,8),-9.72144 # DEPENDENCYPART_ARC
(24,9),-1.13636 # DEPENDENCYPART_ARC
(24,10),-0.00308592 # DEPENDENCYPART_ARC
(24,11),-1.30892 # DEPENDENCYPART_ARC
(24,12),-1.08086 # DEPENDENCYPART_ARC
(24,13),-5.55593 # DEPENDENCYPART_ARC
(24,14),-0.944232 # DEPENDENCYPART_ARC
(24,15),-0.151094 # DEPENDENCYPART_ARC
(24,16),-1.38823 # DEPENDENCYPART_ARC
(24,17),-3.44724 # DEPENDENCYPART_ARC
(24,18),-0.486409 # DEPENDENCYPART_ARC
(24,19),-0.319415 # DEPENDENCYPART_ARC
(24,20),0.191964 # DEPENDENCYPART_ARC
(24,21),0.528401 # DEPENDENCYPART_ARC
(24,22),0.183484 # DEPENDENCYPART_ARC
(24,23),1.52243 # DEPENDENCYPART_ARC
(24,25),0.415422 # DEPENDENCYPART_ARC
(24,26),0.195908 # DEPENDENCYPART_ARC
(24,27),0.220686 # DEPENDENCYPART_ARC
(24,28),-0.242655 # DEPENDENCYPART_ARC
(24,29),-0.325155 # DEPENDENCYPART_ARC
(24,30),-0.42444 # DEPENDENCYPART_ARC
(24,31),-0.0380842 # DEPENDENCYPART_ARC
(24,32),-1.131 # DEPENDENCYPART_ARC
(25,1),-3.24227 # DEPENDENCYPART_ARC
(25,2),-15.372 # DEPENDENCYPART_ARC
(25,3),-1.08085 # DEPENDENCYPART_ARC
(25,4),-1.42842 # DEPENDENCYPART_ARC
(25,5),0.256724 # DEPENDENCYPART_ARC
(25,6),-0.463953 # DEPENDENCYPART_ARC
(25,7),-11.1835 # DEPENDENCYPART_ARC
(25,8),-10.9293 # DEPENDENCYPART_ARC
(25,9),-0.655735 # DEPENDENCYPART_ARC
(25,10),-0.322881 # DEPENDENCYPART_ARC
(25,11),-1.52134 # DEPENDENCYPART_ARC
(25,12),-0.587286 # DEPENDENCYPART_ARC
(25,13),-6.45322 # DEPENDENCYPART_ARC
(25,14),-0.0185528 # DEPENDENCYPART_ARC
(25,15),0.337779 # DEPENDENCYPART_ARC
(25,16),-1.1722 # DEPENDENCYPART_ARC
(25,17),-3.94378 # DEPENDENCYPART_ARC
(25,18),-1.11382 # DEPENDENCYPART_ARC
(25,19),-0.280866 # DEPENDENCYPART_ARC
(25,20),0.0554475 # DEPENDENCYPART_ARC
(25,21),0.451067 # DEPENDENCYPART_ARC
(25,22),0.485177 # DEPENDENCYPART_ARC
(25,23),2.11184 # DEPENDENCYPART_ARC
(25,24),3.07821 # DEPENDENCYPART_ARC
(25,26),0.109458 # DEPENDENCYPART_ARC
(25,27),-1.1671 # DEPENDENCYPART_ARC
(25,28),-0.637468 # DEPENDENCYPART_ARC
(25,29),-0.831917 # DEPENDENCYPART_ARC
(25,30),-1.00505 # DEPENDENCYPART_ARC
(25,31),-0.533228 # DEPENDENCYPART_ARC
(25,32),-1.2248 # DEPENDENCYPART_ARC
(26,1),-0.585075 # DEPENDENCYPART_ARC
(26,2),-6.09533 # DEPENDENCYPART_ARC
(26,3),-1.03007 # DEPENDENCYPART_ARC
(26,4),-1.02508 # DEPENDENCYPART_ARC
(26,5),-0.53955 # DEPENDENCYPART_ARC
(26,6),0.0477017 # DEPENDENCYPART_ARC
(26,7),-4.9289 # DEPENDENCYPART_ARC
(26,8),-3.91798 # DEPENDENCYPART_ARC
(26,9),-0.524988 # DEPENDENCYPART_ARC
(26,10),-0.159394 # DEPENDENCYPART_ARC
(26,11),-0.700042 # DEPENDENCYPART_ARC
(26,12),-0.40732 # DEPENDENCYPART_ARC
(26,13),-2.08768 # DEPENDENCYPART_ARC
(26,14),-0.496384 # DEPENDENCYPART_ARC
(26,15),0.226851 # DEPENDENCYPART_ARC
(26,16),-0.094085 # DEPENDENCYPART_ARC
(26,17),-1.53106 # DEPENDENCYPART_ARC
(26,18),-0.0601568 # DEPENDENCYPART_ARC
(26,19),-0.0158148 # DEPENDENCYPART_ARC
(26,20),0.554181 # DEPENDENCYPART_ARC
(26,21),0.448228 # DEPENDENCYPART_ARC
(26,22),0.688645 # DEPENDENCYPART_ARC
(26,23),1.63133 # DEPENDENCYPART_ARC
(26,24),0.992356 # DEPENDENCYPART_ARC
(26,25),2.75466 # DEPENDENCYPART_ARC
(26,27),-0.243714 # DEPENDENCYPART_ARC
(26,28),-0.581554 # DEPENDENCYPART_ARC
(26,29),-0.791483 # DEPENDENCYPART_ARC
(26,30),-1.03805 # DEPENDENCYPART_ARC
(26,31),-1.11587 # DEPENDENCYPART_ARC
(26,32),-1.05663 # DEPENDENCYPART_ARC
(27,1),-1.53371 # DEPENDENCYPART_ARC
(27,2),-11.7088 # DEPENDENCYPART_ARC
(27,3),-0.35421 # DEPENDENCYPART_ARC
(27,4),-0.96901 # DEPENDENCYPART_ARC
(27,5),-1.17132 # DEPENDENCYPART_ARC
(27,6),-2.11944 # DEPENDENCYPART_ARC
(27,7),-8.71357 # DEPENDENCYPART_ARC
(27,8),-8.24331 # DEPENDENCYPART_ARC
(27,9),-0.107463 # DEPENDENCYPART_ARC
(27,10),-1.27787 # DEPENDENCYPART_ARC
(27,11),0.386931 # DEPENDENCYPART_ARC
(27,12),-0.767804 # DEPENDENCYPART_ARC
(27,13),-6.27862 # DEPENDENCYPART_ARC
(27,14),0.118418 # DEPENDENCYPART_ARC
(27,15),-1.95001 # DEPENDENCYPART_ARC
(27,16),-0.669645 # DEPENDENCYPART_ARC
(27,17),-3.50317 # DEPENDENCYPART_ARC
(27,18),-1.48644 # DEPENDENCYPART_ARC
(27,19),-0.357392 # DEPENDENCYPART_ARC
(27,20),0.372113 # DEPENDENCYPART_ARC
(27,21),0.43433 # DEPENDENCYPART_ARC
(27,22),1.07481 # DEPENDENCYPART_ARC
(27,23),-0.129814 # DEPENDENCYPART_ARC
(27,24),-0.403138 # DEPENDENCYPART_ARC
(27,25),0.338422 # DEPENDENCYPART_ARC
(27,26),2.90622 # DEPENDENCYPART_ARC
(27,28),0.191626 # DEPENDENCYPART_ARC
(27,29),-0.0347072 # DEPENDENCYPART_ARC
(27,30),-0.601531 # DEPENDENCYPART_ARC
(27,31),-0.630338 # DEPENDENCYPART_ARC
(27,32),-0.703843 # DEPENDENCYPART_ARC
(28,1),-1.47173 # DEPENDENCYPART_ARC
(28,2),-1.16039 # DEPENDENCYPART_ARC
(28,3),-1.56255 # DEPENDENCYPART_ARC
(28,4),-1.60873 # DEPENDENCYPART_ARC
(28,5),-1.31642 # DEPENDENCYPART_ARC
(28,6),-1.23353 # DEPENDENCYPART_ARC
(28,7),-1.77283 # DEPENDENCYPART_ARC
(28,8),-1.36004 # DEPENDENCYPART_ARC
(28,9),-1.351 # DEPENDENCYPART_ARC
(28,10),-1.19839 # DEPENDENCYPART_ARC
(28,11),-1.38576 # DEPENDENCYPART_ARC
(28,12),-1.28715 # DEPENDENCYPART_ARC
(28,13),-1.22966 # DEPENDENCYPART_ARC
(28,14),-1.30234 # DEPENDENCYPART_ARC
(28,15),-1.26493 # DEPENDENCYPART_ARC
(28,16),-0.809208 # DEPENDENCYPART_ARC
(28,17),-1.21675 # DEPENDENCYPART_ARC
(28,18),-1.22191 # DEPENDENCYPART_ARC
(28,19),-0.699941 # DEPENDENCYPART_ARC
(28,20),-0.639172 # DEPENDENCYPART_ARC
(28,21),-0.74357 # DEPENDENCYPART_ARC
(28,22),-0.714734 # DEPENDENCYPART_ARC
(28,23),-0.796094 # DEPENDENCYPART_ARC
(28,24),-0.639643 # DEPENDENCYPART_ARC
(28,25),-0.513537 # DEPENDENCYPART_ARC
(28,26),-0.203735 # DEPENDENCYPART_ARC
(28,27),0.185628 # DEPENDENCYPART_ARC
(28,29),0.00215627 # DEPENDENCYPART_ARC
(28,30),-0.19597 # DEPENDENCYPART_ARC
(28,31),-0.278258 # DEPENDENCYPART_ARC
(28,32),-0.262984 # DEPENDENCYPART_ARC
(29,1),-1.87571 # DEPENDENCYPART_ARC
(29,2),-11.2647 # DEPENDENCYPART_ARC
(29,3),-0.561871 # DEPENDENCYPART_ARC
(29,4),-1.046 # DEPENDENCYPART_ARC
(29,5),0.0658663 # DEPENDENCYPART_ARC
(29,6),-0.928162 # DEPENDENCYPART_ARC
(29,7),-9.39711 # DEPENDENCYPART_ARC
(29,8),-8.81291 # DEPENDENCYPART_ARC
(29,9),-0.529394 # DEPENDENCYPART_ARC
(29,10),0.0287087 # DEPENDENCYPART_ARC
(29,11),0.181251 # DEPENDENCYPART_ARC
(29,12),-1.11002 # DEPENDENCYPART_ARC
(29,13),-5.7028 # DEPENDENCYPART_ARC
(29,14),-0.636851 # DEPENDENCYPART_ARC
(29,15),-1.01698 # DEPENDENCYPART_ARC
(29,16),-0.862122 # DEPENDENCYPART_ARC
(29,17),-3.89999 # DEPENDENCYPART_ARC
(29,18),-1.0809 # DEPENDENCYPART_ARC
(29,19),-0.388421 # DEPENDENCYPART_ARC
(29,20),0.393301 # DEPENDENCYPART_ARC
(29,21),0.246896 # DEPENDENCYPART_ARC
(29,22),0.66457 # DEPENDENCYPART_ARC
(29,23),1.11169 # DEPENDENCYPART_ARC
(29,24),-1.04383 # DEPENDENCYPART_ARC
(29,25),-0.428009 # DEPENDENCYPART_ARC
(29,26),1.47944 # DEPENDENCYPART_ARC
(29,27),2.90027 # DEPENDENCYPART_ARC
(29,28),3.07538 # DEPENDENCYPART_ARC
(29,30),0.118919 # DEPENDENCYPART_ARC
(29,31),-0.418531 # DEPENDENCYPART_ARC
(29,32),-0.509551 # DEPENDENCYPART_ARC
(30,1),-3.69338 # DEPENDENCYPART_ARC
(30,2),-19.6093 # DEPENDENCYPART_ARC
(30,3),-1.79136 # DEPENDENCYPART_ARC
(30,4),-1.50527 # DEPENDENCYPART_ARC
(30,5),-0.0593396 # DEPENDENCYPART_ARC
(30,6),-0.848627 # DEPENDENCYPART_ARC
(30,7),-16.055 # DEPENDENCYPART_ARC
(30,8),-15.1911 # DEPENDENCYPART_ARC
(30,9),-1.20625 # DEPENDENCYPART_ARC
(30,10),-0.0254895 # DEPENDENCYPART_ARC
(30,11),-1.66991 # DEPENDENCYPART_ARC
(30,12),-1.17574 # DEPENDENCYPART_ARC
(30,13),-10.6524 # DEPENDENCYPART_ARC
(30,14),-1.02973 # DEPENDENCYPART_ARC
(30,15),-0.17592 # DEPENDENCYPART_ARC
(30,16),-1.71531 # DEPENDENCYPART_ARC
(30,17),-8.34992 # DEPENDENCYPART_ARC
(30,18),-0.865188 # DEPENDENCYPART_ARC
(30,19),-0.259825 # DEPENDENCYPART_ARC
(30,20),0.123661 # DEPENDENCYPART_ARC
(30,21),0.297255 # DEPENDENCYPART_ARC
(30,22),-0.53332 # DEPENDENCYPART_ARC
(30,23),0.791859 # DEPENDENCYPART_ARC
(30,24),-3.10094 # DEPENDENCYPART_ARC
(30,25),-2.20072 # DEPENDENCYPART_ARC
(30,26),0.0633978 # DEPENDENCYPART_ARC
(30,27),1.73736 # DEPENDENCYPART_ARC
(30,28),0.378103 # DEPENDENCYPART_ARC
(30,29),1.79257 # DEPENDENCYPART_ARC
(30,31),0.472002 # DEPENDENCYPART_ARC
(30,32),-0.331155 # DEPENDENCYPART_ARC
(31,1),-2.6281 # DEPENDENCYPART_ARC
(31,2),-14.5488 # DEPENDENCYPART_ARC
(31,3),-1.89802 # DEPENDENCYPART_ARC
(31,4),-1.89903 # DEPENDENCYPART_ARC
(31,5),-1.82883 # DEPENDENCYPART_ARC
(31,6),-0.41288 # DEPENDENCYPART_ARC
(31,7),-12.1416 # DEPENDENCYPART_ARC
(31,8),-12.3303 # DEPENDENCYPART_ARC
(31,9),-1.45222 # DEPENDENCYPART_ARC
(31,10),0.289273 # DEPENDENCYPART_ARC
(31,11),-0.308144 # DEPENDENCYPART_ARC
(31,12),-1.20019 # DEPENDENCYPART_ARC
(31,13),-8.19796 # DEPENDENCYPART_ARC
(31,14),-0.589244 # DEPENDENCYPART_ARC
(31,15),0.478576 # DEPENDENCYPART_ARC
(31,16),-1.42667 # DEPENDENCYPART_ARC
(31,17),-6.52592 # DEPENDENCYPART_ARC
(31,18),-0.633251 # DEPENDENCYPART_ARC
(31,19),0.0846824 # DEPENDENCYPART_ARC
(31,20),0.929044 # DEPENDENCYPART_ARC
(31,21),0.633803 # DEPENDENCYPART_ARC
(31,22),0.053719 # DEPENDENCYPART_ARC
(31,23),1.49226 # DEPENDENCYPART_ARC
(31,24),-2.55784 # DEPENDENCYPART_ARC
(31,25),-2.59986 # DEPENDENCYPART_ARC
(31,26),0.700113 # DEPENDENCYPART_ARC
(31,27),0.746839 # DEPENDENCYPART_ARC
(31,28),0.704049 # DEPENDENCYPART_ARC
(31,29),2.95463 # DEPENDENCYPART_ARC
(31,30),2.5779 # DEPENDENCYPART_ARC
(31,32),-0.837331 # DEPENDENCYPART_ARC
(32,1),-2.59163 # DEPENDENCYPART_ARC
(32,2),-8.23692 # DEPENDENCYPART_ARC
(32,3),-1.60449 # DEPENDENCYPART_ARC
(32,4),-0.337956 # DEPENDENCYPART_ARC
(32,5),-0.846559 # DEPENDENCYPART_ARC
(32,6),-1.21024 # DEPENDENCYPART_ARC
(32,7),-8.19187 # DEPENDENCYPART_ARC
(32,8),-7.61807 # DEPENDENCYPART_ARC
(32,9),-1.27106 # DEPENDENCYPART_ARC
(32,10),-0.788812 # DEPENDENCYPART_ARC
(32,11),-1.77785 # DEPENDENCYPART_ARC
(32,12),-1.11551 # DEPENDENCYPART_ARC
(32,13),-4.66369 # DEPENDENCYPART_ARC
(32,14),-0.646394 # DEPENDENCYPART_ARC
(32,15),-0.465704 # DEPENDENCYPART_ARC
(32,16),-1.97625 # DEPENDENCYPART_ARC
(32,17),-5.09792 # DEPENDENCYPART_ARC
(32,18),-0.440681 # DEPENDENCYPART_ARC
(32,19),0.0223432 # DEPENDENCYPART_ARC
(32,20),-0.16754 # DEPENDENCYPART_ARC
(32,21),0.482153 # DEPENDENCYPART_ARC
