# _root_ " Bankalar öyle bir izlenim yarattı ki sanki _ _ verilen hizmetler hava , su gibi _ _ ücretsiz _ olabilir " _ diyen Demiray , bundan_sonra _ _ verilen hizmetlerden ücret _ alınacağını _ bildirdi .
#goldHeads=0,6,5,5,6,7,8,20,10,11,12,20,16,0,16,18,18,19,20,21,22,23,24,25,35,0,30,29,30,31,33,33,34,35,36,37,0,
#predictedHeads=0,6,5,5,6,11,6,10,10,11,12,13,14,0,16,17,18,19,21,21,22,0,24,25,36,0,30,29,30,31,33,34,34,36,36,37,0,
(13,33),-1.829 # DEPENDENCYPART_ARC
(13,34),-2.79639 # DEPENDENCYPART_ARC
(13,35),-1.63372 # DEPENDENCYPART_ARC
(13,36),-2.23278 # DEPENDENCYPART_ARC
(13,37),-2.06452 # DEPENDENCYPART_ARC
(14,1),0.502751 # DEPENDENCYPART_ARC
(14,2),0.856262 # DEPENDENCYPART_ARC
(14,3),-0.508428 # DEPENDENCYPART_ARC
(14,4),0.155418 # DEPENDENCYPART_ARC
(14,5),0.515421 # DEPENDENCYPART_ARC
(14,6),0.3323 # DEPENDENCYPART_ARC
(14,7),-0.133063 # DEPENDENCYPART_ARC
(14,8),-0.313614 # DEPENDENCYPART_ARC
(14,9),-0.97974 # DEPENDENCYPART_ARC
(14,10),-0.504911 # DEPENDENCYPART_ARC
(14,11),0.491492 # DEPENDENCYPART_ARC
(14,12),0.62617 # DEPENDENCYPART_ARC
(14,13),1.2955 # DEPENDENCYPART_ARC
(14,15),0.2069 # DEPENDENCYPART_ARC
(14,16),0.0511176 # DEPENDENCYPART_ARC
(14,17),-0.42214 # DEPENDENCYPART_ARC
(14,18),-0.767423 # DEPENDENCYPART_ARC
(14,19),-0.596517 # DEPENDENCYPART_ARC
(14,20),-0.600335 # DEPENDENCYPART_ARC
(14,21),-0.515623 # DEPENDENCYPART_ARC
(14,22),-1.07218 # DEPENDENCYPART_ARC
(14,23),-0.685501 # DEPENDENCYPART_ARC
(14,24),-0.904233 # DEPENDENCYPART_ARC
(14,25),-1.16909 # DEPENDENCYPART_ARC
(14,26),-1.59653 # DEPENDENCYPART_ARC
(14,27),-0.664929 # DEPENDENCYPART_ARC
(14,28),-1.33175 # DEPENDENCYPART_ARC
(14,29),-1.4143 # DEPENDENCYPART_ARC
(14,30),-1.24056 # DEPENDENCYPART_ARC
(14,31),-1.39751 # DEPENDENCYPART_ARC
(14,32),-1.17321 # DEPENDENCYPART_ARC
(14,33),-1.67016 # DEPENDENCYPART_ARC
(14,34),-1.29862 # DEPENDENCYPART_ARC
(14,35),-1.89078 # DEPENDENCYPART_ARC
(14,36),-1.61502 # DEPENDENCYPART_ARC
(14,37),-3.7911 # DEPENDENCYPART_ARC
(15,1),-0.717703 # DEPENDENCYPART_ARC
(15,2),-1.82016 # DEPENDENCYPART_ARC
(15,3),-0.305741 # DEPENDENCYPART_ARC
(15,4),-1.00149 # DEPENDENCYPART_ARC
(15,5),-1.57656 # DEPENDENCYPART_ARC
(15,6),-1.01307 # DEPENDENCYPART_ARC
(15,7),-0.954489 # DEPENDENCYPART_ARC
(15,8),-0.637573 # DEPENDENCYPART_ARC
(15,9),-2.53265 # DEPENDENCYPART_ARC
(15,10),-1.87603 # DEPENDENCYPART_ARC
(15,11),0.168947 # DEPENDENCYPART_ARC
(15,12),-0.783528 # DEPENDENCYPART_ARC
(15,13),-0.0727859 # DEPENDENCYPART_ARC
(15,14),1.11227 # DEPENDENCYPART_ARC
(15,16),0.135645 # DEPENDENCYPART_ARC
(15,17),-0.464057 # DEPENDENCYPART_ARC
(15,18),-0.849216 # DEPENDENCYPART_ARC
(15,19),-0.921473 # DEPENDENCYPART_ARC
(15,20),-1.1356 # DEPENDENCYPART_ARC
(15,21),-1.34787 # DEPENDENCYPART_ARC
(15,22),-0.818788 # DEPENDENCYPART_ARC
(15,23),-1.48106 # DEPENDENCYPART_ARC
(15,24),-0.797567 # DEPENDENCYPART_ARC
(15,25),-1.38707 # DEPENDENCYPART_ARC
(15,26),-0.955101 # DEPENDENCYPART_ARC
(15,27),-0.965636 # DEPENDENCYPART_ARC
(15,28),-1.46868 # DEPENDENCYPART_ARC
(15,29),-1.59958 # DEPENDENCYPART_ARC
(15,30),-1.01522 # DEPENDENCYPART_ARC
(15,31),-3.22419 # DEPENDENCYPART_ARC
(15,32),-2.34089 # DEPENDENCYPART_ARC
(15,33),-1.84968 # DEPENDENCYPART_ARC
(15,34),-2.72015 # DEPENDENCYPART_ARC
(15,35),-1.55816 # DEPENDENCYPART_ARC
(15,36),-2.18572 # DEPENDENCYPART_ARC
(15,37),-2.03196 # DEPENDENCYPART_ARC
(16,1),-0.665768 # DEPENDENCYPART_ARC
(16,2),-0.441967 # DEPENDENCYPART_ARC
(16,3),-0.170007 # DEPENDENCYPART_ARC
(16,4),-0.426857 # DEPENDENCYPART_ARC
(16,5),-0.0872815 # DEPENDENCYPART_ARC
(16,6),0.0917917 # DEPENDENCYPART_ARC
(16,7),0.282622 # DEPENDENCYPART_ARC
(16,8),0.458349 # DEPENDENCYPART_ARC
(16,9),-0.602957 # DEPENDENCYPART_ARC
(16,10),-0.3752 # DEPENDENCYPART_ARC
(16,11),-0.0537144 # DEPENDENCYPART_ARC
(16,12),0.400251 # DEPENDENCYPART_ARC
(16,13),1.12819 # DEPENDENCYPART_ARC
(16,14),0.786891 # DEPENDENCYPART_ARC
(16,15),4.24432 # DEPENDENCYPART_ARC
(16,17),0.404825 # DEPENDENCYPART_ARC
(16,18),-0.251042 # DEPENDENCYPART_ARC
(16,19),-0.189373 # DEPENDENCYPART_ARC
(16,20),-0.369666 # DEPENDENCYPART_ARC
(16,21),-0.5295 # DEPENDENCYPART_ARC
(16,22),-0.41135 # DEPENDENCYPART_ARC
(16,23),-0.649815 # DEPENDENCYPART_ARC
(16,24),-0.896746 # DEPENDENCYPART_ARC
(16,25),-0.595478 # DEPENDENCYPART_ARC
(16,26),-0.694508 # DEPENDENCYPART_ARC
(16,27),-0.200961 # DEPENDENCYPART_ARC
(16,28),-0.812378 # DEPENDENCYPART_ARC
(16,29),-0.898676 # DEPENDENCYPART_ARC
(16,30),-1.00876 # DEPENDENCYPART_ARC
(16,31),-1.103 # DEPENDENCYPART_ARC
(16,32),-1.15064 # DEPENDENCYPART_ARC
(16,33),-1.0122 # DEPENDENCYPART_ARC
(16,34),-1.23433 # DEPENDENCYPART_ARC
(16,35),-0.858431 # DEPENDENCYPART_ARC
(16,36),-1.00396 # DEPENDENCYPART_ARC
(16,37),-1.26009 # DEPENDENCYPART_ARC
(17,1),-0.296799 # DEPENDENCYPART_ARC
(17,2),-1.33762 # DEPENDENCYPART_ARC
(17,3),-0.0941809 # DEPENDENCYPART_ARC
(17,4),-1.01122 # DEPENDENCYPART_ARC
(17,5),-1.22983 # DEPENDENCYPART_ARC
(17,6),-1.03008 # DEPENDENCYPART_ARC
(17,7),-1.14384 # DEPENDENCYPART_ARC
(17,8),0.0819999 # DEPENDENCYPART_ARC
(17,9),-3.93561 # DEPENDENCYPART_ARC
(17,10),-2.95193 # DEPENDENCYPART_ARC
(17,11),-0.812362 # DEPENDENCYPART_ARC
(17,12),-0.896838 # DEPENDENCYPART_ARC
(17,13),-0.51164 # DEPENDENCYPART_ARC
(17,14),0.528945 # DEPENDENCYPART_ARC
(17,15),1.31801 # DEPENDENCYPART_ARC
(17,16),1.497 # DEPENDENCYPART_ARC
(17,18),0.305439 # DEPENDENCYPART_ARC
(17,19),-0.141268 # DEPENDENCYPART_ARC
(17,20),-0.528617 # DEPENDENCYPART_ARC
(17,21),-0.692065 # DEPENDENCYPART_ARC
(17,22),-0.3216 # DEPENDENCYPART_ARC
(17,23),-0.994818 # DEPENDENCYPART_ARC
(17,24),-0.287573 # DEPENDENCYPART_ARC
(17,25),-0.770963 # DEPENDENCYPART_ARC
(17,26),-0.698725 # DEPENDENCYPART_ARC
(17,27),-0.285946 # DEPENDENCYPART_ARC
(17,28),-1.11598 # DEPENDENCYPART_ARC
(17,29),-1.38797 # DEPENDENCYPART_ARC
(17,30),-0.497355 # DEPENDENCYPART_ARC
(17,31),-2.39076 # DEPENDENCYPART_ARC
(17,32),-1.5991 # DEPENDENCYPART_ARC
(17,33),-1.78651 # DEPENDENCYPART_ARC
(17,34),-1.98415 # DEPENDENCYPART_ARC
(17,35),-1.61861 # DEPENDENCYPART_ARC
(17,36),-1.94776 # DEPENDENCYPART_ARC
(17,37),-1.9052 # DEPENDENCYPART_ARC
(18,1),-0.241573 # DEPENDENCYPART_ARC
(18,2),0.450803 # DEPENDENCYPART_ARC
(18,3),-0.85961 # DEPENDENCYPART_ARC
(18,4),-0.098518 # DEPENDENCYPART_ARC
(18,5),0.445771 # DEPENDENCYPART_ARC
(18,6),-0.83565 # DEPENDENCYPART_ARC
(18,7),-0.770233 # DEPENDENCYPART_ARC
(18,8),0.16699 # DEPENDENCYPART_ARC
(18,9),-3.31292 # DEPENDENCYPART_ARC
(18,10),-2.43445 # DEPENDENCYPART_ARC
(18,11),-0.378839 # DEPENDENCYPART_ARC
(18,12),0.345231 # DEPENDENCYPART_ARC
(18,13),0.30633 # DEPENDENCYPART_ARC
(18,14),0.48663 # DEPENDENCYPART_ARC
(18,15),1.39702 # DEPENDENCYPART_ARC
(18,16),1.02581 # DEPENDENCYPART_ARC
(18,17),4.02572 # DEPENDENCYPART_ARC
(18,19),-0.0554099 # DEPENDENCYPART_ARC
(18,20),-0.558121 # DEPENDENCYPART_ARC
(18,21),-0.65304 # DEPENDENCYPART_ARC
(18,22),-0.650609 # DEPENDENCYPART_ARC
(18,23),-1.05671 # DEPENDENCYPART_ARC
(18,24),-1.16289 # DEPENDENCYPART_ARC
(18,25),-0.701345 # DEPENDENCYPART_ARC
(18,26),-1.32598 # DEPENDENCYPART_ARC
(18,27),-0.75854 # DEPENDENCYPART_ARC
(18,28),-1.29303 # DEPENDENCYPART_ARC
(18,29),-1.41575 # DEPENDENCYPART_ARC
(18,30),-1.41971 # DEPENDENCYPART_ARC
(18,31),-1.09664 # DEPENDENCYPART_ARC
(18,32),-1.17245 # DEPENDENCYPART_ARC
(18,33),-1.90401 # DEPENDENCYPART_ARC
(18,34),-0.944996 # DEPENDENCYPART_ARC
(18,35),-1.99564 # DEPENDENCYPART_ARC
(18,36),-1.80044 # DEPENDENCYPART_ARC
(18,37),-1.82596 # DEPENDENCYPART_ARC
(19,1),-0.269045 # DEPENDENCYPART_ARC
(19,2),-1.355 # DEPENDENCYPART_ARC
(19,3),0.47333 # DEPENDENCYPART_ARC
(19,4),-0.388465 # DEPENDENCYPART_ARC
(19,5),-1.22509 # DEPENDENCYPART_ARC
(19,6),-0.984673 # DEPENDENCYPART_ARC
(19,7),-0.740276 # DEPENDENCYPART_ARC
(19,8),-0.176563 # DEPENDENCYPART_ARC
(19,9),-4.0725 # DEPENDENCYPART_ARC
(19,10),-3.65186 # DEPENDENCYPART_ARC
(19,11),0.124097 # DEPENDENCYPART_ARC
(19,12),-0.635444 # DEPENDENCYPART_ARC
(19,13),-0.333796 # DEPENDENCYPART_ARC
(19,14),0.285702 # DEPENDENCYPART_ARC
(19,15),0.789863 # DEPENDENCYPART_ARC
(19,16),1.11176 # DEPENDENCYPART_ARC
(19,17),0.763366 # DEPENDENCYPART_ARC
(19,18),2.3203 # DEPENDENCYPART_ARC
(19,20),-0.604608 # DEPENDENCYPART_ARC
(19,21),-1.2195 # DEPENDENCYPART_ARC
(19,22),-0.970125 # DEPENDENCYPART_ARC
(19,23),-1.52973 # DEPENDENCYPART_ARC
(19,24),-1.08516 # DEPENDENCYPART_ARC
(19,25),-1.40454 # DEPENDENCYPART_ARC
(19,26),-1.44278 # DEPENDENCYPART_ARC
(19,27),-1.33821 # DEPENDENCYPART_ARC
(19,28),-1.49622 # DEPENDENCYPART_ARC
(19,29),-1.79536 # DEPENDENCYPART_ARC
(19,30),-1.26534 # DEPENDENCYPART_ARC
(19,31),-3.28687 # DEPENDENCYPART_ARC
(19,32),-2.492 # DEPENDENCYPART_ARC
(19,33),-2.02093 # DEPENDENCYPART_ARC
(19,34),-2.8317 # DEPENDENCYPART_ARC
(19,35),-1.79284 # DEPENDENCYPART_ARC
(19,36),-2.43054 # DEPENDENCYPART_ARC
(19,37),-2.32339 # DEPENDENCYPART_ARC
(20,1),-1.54976 # DEPENDENCYPART_ARC
(20,2),-0.266361 # DEPENDENCYPART_ARC
(20,3),-0.759029 # DEPENDENCYPART_ARC
(20,4),-0.724373 # DEPENDENCYPART_ARC
(20,5),-0.0646376 # DEPENDENCYPART_ARC
(20,6),-0.548418 # DEPENDENCYPART_ARC
(20,7),-0.520297 # DEPENDENCYPART_ARC
(20,8),-0.0106117 # DEPENDENCYPART_ARC
(20,9),-7.05849 # DEPENDENCYPART_ARC
(20,10),-6.19356 # DEPENDENCYPART_ARC
(20,11),-0.362094 # DEPENDENCYPART_ARC
(20,12),0.456126 # DEPENDENCYPART_ARC
(20,13),0.278074 # DEPENDENCYPART_ARC
(20,14),0.271745 # DEPENDENCYPART_ARC
(20,15),0.511681 # DEPENDENCYPART_ARC
(20,16),1.45432 # DEPENDENCYPART_ARC
(20,17),0.185854 # DEPENDENCYPART_ARC
(20,18),0.0799658 # DEPENDENCYPART_ARC
(20,19),1.94432 # DEPENDENCYPART_ARC
(20,21),0.298501 # DEPENDENCYPART_ARC
(20,22),-0.189746 # DEPENDENCYPART_ARC
(20,23),-0.461146 # DEPENDENCYPART_ARC
(20,24),-0.534678 # DEPENDENCYPART_ARC
(20,25),-0.391178 # DEPENDENCYPART_ARC
(20,26),-0.665203 # DEPENDENCYPART_ARC
(20,27),0.20066 # DEPENDENCYPART_ARC
(20,28),-0.887501 # DEPENDENCYPART_ARC
(20,29),-1.23822 # DEPENDENCYPART_ARC
(20,30),-0.92907 # DEPENDENCYPART_ARC
(20,31),-1.24364 # DEPENDENCYPART_ARC
(20,32),-1.82222 # DEPENDENCYPART_ARC
(20,33),-1.72442 # DEPENDENCYPART_ARC
(20,34),-1.90966 # DEPENDENCYPART_ARC
(20,35),-1.72309 # DEPENDENCYPART_ARC
(20,36),-1.22332 # DEPENDENCYPART_ARC
(20,37),-1.94899 # DEPENDENCYPART_ARC
(21,1),-0.97876 # DEPENDENCYPART_ARC
(21,2),-0.0375869 # DEPENDENCYPART_ARC
(21,3),-0.312001 # DEPENDENCYPART_ARC
(21,4),-0.666598 # DEPENDENCYPART_ARC
(21,5),0.947794 # DEPENDENCYPART_ARC
(21,6),-0.492288 # DEPENDENCYPART_ARC
(21,7),0.0215361 # DEPENDENCYPART_ARC
(21,8),-0.00351173 # DEPENDENCYPART_ARC
(21,9),-5.86232 # DEPENDENCYPART_ARC
(21,10),-5.82621 # DEPENDENCYPART_ARC
(21,11),0.00602874 # DEPENDENCYPART_ARC
(21,12),1.08729 # DEPENDENCYPART_ARC
(21,13),0.99729 # DEPENDENCYPART_ARC
(21,14),0.681055 # DEPENDENCYPART_ARC
(21,15),0.989783 # DEPENDENCYPART_ARC
(21,16),0.974044 # DEPENDENCYPART_ARC
(21,17),0.0871747 # DEPENDENCYPART_ARC
(21,18),-0.880804 # DEPENDENCYPART_ARC
(21,19),2.89652 # DEPENDENCYPART_ARC
(21,20),2.66158 # DEPENDENCYPART_ARC
(21,22),0.0740767 # DEPENDENCYPART_ARC
(21,23),-0.503323 # DEPENDENCYPART_ARC
(21,24),-0.543394 # DEPENDENCYPART_ARC
(21,25),0.399162 # DEPENDENCYPART_ARC
(21,26),-0.660023 # DEPENDENCYPART_ARC
(21,27),-0.0329369 # DEPENDENCYPART_ARC
(21,28),-0.735105 # DEPENDENCYPART_ARC
(21,29),-0.970052 # DEPENDENCYPART_ARC
(21,30),-0.979735 # DEPENDENCYPART_ARC
(21,31),-1.08137 # DEPENDENCYPART_ARC
(21,32),-1.33263 # DEPENDENCYPART_ARC
(21,33),-1.38987 # DEPENDENCYPART_ARC
(21,34),-1.42876 # DEPENDENCYPART_ARC
(21,35),-1.15028 # DEPENDENCYPART_ARC
(21,36),-0.621212 # DEPENDENCYPART_ARC
(21,37),-1.69293 # DEPENDENCYPART_ARC
(22,1),-1.25489 # DEPENDENCYPART_ARC
(22,2),-1.35543 # DEPENDENCYPART_ARC
(22,3),-0.872231 # DEPENDENCYPART_ARC
(22,4),-1.20586 # DEPENDENCYPART_ARC
(22,5),-1.64277 # DEPENDENCYPART_ARC
(22,6),-1.18494 # DEPENDENCYPART_ARC
(22,7),0.0105169 # DEPENDENCYPART_ARC
(22,8),-0.542766 # DEPENDENCYPART_ARC
(22,9),-3.88398 # DEPENDENCYPART_ARC
(22,10),-3.49129 # DEPENDENCYPART_ARC
(22,11),-1.15722 # DEPENDENCYPART_ARC
(22,12),-0.911539 # DEPENDENCYPART_ARC
(22,13),-0.977088 # DEPENDENCYPART_ARC
(22,14),-0.795172 # DEPENDENCYPART_ARC
(22,15),-0.614047 # DEPENDENCYPART_ARC
(22,16),-0.135759 # DEPENDENCYPART_ARC
(22,17),-1.69424 # DEPENDENCYPART_ARC
(22,18),-1.67138 # DEPENDENCYPART_ARC
(22,19),-0.502892 # DEPENDENCYPART_ARC
(22,20),-0.815955 # DEPENDENCYPART_ARC
(22,21),1.55437 # DEPENDENCYPART_ARC
(22,23),0.190678 # DEPENDENCYPART_ARC
(22,24),-0.181763 # DEPENDENCYPART_ARC
(22,25),-0.0482705 # DEPENDENCYPART_ARC
(22,26),-0.0807474 # DEPENDENCYPART_ARC
(22,27),-0.00903497 # DEPENDENCYPART_ARC
(22,28),-0.214885 # DEPENDENCYPART_ARC
(22,29),-0.0374481 # DEPENDENCYPART_ARC
(22,30),-0.626262 # DEPENDENCYPART_ARC
(22,31),-0.245212 # DEPENDENCYPART_ARC
(22,32),-0.195 # DEPENDENCYPART_ARC
(22,33),-0.754094 # DEPENDENCYPART_ARC
(22,34),-0.493516 # DEPENDENCYPART_ARC
(22,35),-0.863737 # DEPENDENCYPART_ARC
(22,36),-0.481167 # DEPENDENCYPART_ARC
(22,37),-1.91838 # DEPENDENCYPART_ARC
(23,1),-2.08085 # DEPENDENCYPART_ARC
(23,2),-0.587796 # DEPENDENCYPART_ARC
(23,3),-1.00919 # DEPENDENCYPART_ARC
(23,4),-0.895193 # DEPENDENCYPART_ARC
(23,5),0.219921 # DEPENDENCYPART_ARC
(23,6),-0.32779 # DEPENDENCYPART_ARC
(23,7),-1.00785 # DEPENDENCYPART_ARC
(23,8),0.30888 # DEPENDENCYPART_ARC
(23,9),-8.90697 # DEPENDENCYPART_ARC
(23,10),-8.36327 # DEPENDENCYPART_ARC
(23,11),-0.0907461 # DEPENDENCYPART_ARC
(23,12),0.457048 # DEPENDENCYPART_ARC
(23,13),-0.339311 # DEPENDENCYPART_ARC
(23,14),-0.455754 # DEPENDENCYPART_ARC
(23,15),-0.527062 # DEPENDENCYPART_ARC
(23,16),0.54288 # DEPENDENCYPART_ARC
(23,17),-3.0964 # DEPENDENCYPART_ARC
(23,18),-2.51293 # DEPENDENCYPART_ARC
(23,19),0.472772 # DEPENDENCYPART_ARC
(23,20),-0.362585 # DEPENDENCYPART_ARC
(23,21),0.482518 # DEPENDENCYPART_ARC
(23,22),2.15676 # DEPENDENCYPART_ARC
(23,24),0.0792124 # DEPENDENCYPART_ARC
(23,25),0.356215 # DEPENDENCYPART_ARC
(23,26),-0.337208 # DEPENDENCYPART_ARC
(23,27),-0.198932 # DEPENDENCYPART_ARC
(23,28),-0.776928 # DEPENDENCYPART_ARC
(23,29),-1.18028 # DEPENDENCYPART_ARC
(23,30),-1.13354 # DEPENDENCYPART_ARC
(23,31),-1.53236 # DEPENDENCYPART_ARC
(23,32),-1.77857 # DEPENDENCYPART_ARC
(23,33),-1.3353 # DEPENDENCYPART_ARC
(23,34),-2.04104 # DEPENDENCYPART_ARC
(23,35),-1.55138 # DEPENDENCYPART_ARC
(23,36),-1.25556 # DEPENDENCYPART_ARC
(23,37),-1.8386 # DEPENDENCYPART_ARC
(24,1),-0.558394 # DEPENDENCYPART_ARC
(24,2),-0.642544 # DEPENDENCYPART_ARC
(24,3),-1.01321 # DEPENDENCYPART_ARC
(24,4),-0.692493 # DEPENDENCYPART_ARC
(24,5),-0.273885 # DEPENDENCYPART_ARC
(24,6),-0.595423 # DEPENDENCYPART_ARC
(24,7),-0.651152 # DEPENDENCYPART_ARC
(24,8),-0.18568 # DEPENDENCYPART_ARC
(24,9),-4.26575 # DEPENDENCYPART_ARC
(24,10),-3.39944 # DEPENDENCYPART_ARC
(24,11),-0.489966 # DEPENDENCYPART_ARC
(24,12),0.0654068 # DEPENDENCYPART_ARC
(24,13),-0.203358 # DEPENDENCYPART_ARC
(24,14),-0.289729 # DEPENDENCYPART_ARC
(24,15),0.0386735 # DEPENDENCYPART_ARC
(24,16),0.071279 # DEPENDENCYPART_ARC
(24,17),-0.891405 # DEPENDENCYPART_ARC
(24,18),-1.53488 # DEPENDENCYPART_ARC
(24,19),0.525988 # DEPENDENCYPART_ARC
(24,20),-0.216839 # DEPENDENCYPART_ARC
(24,21),0.145885 # DEPENDENCYPART_ARC
(24,22),0.511882 # DEPENDENCYPART_ARC
(24,23),2.6947 # DEPENDENCYPART_ARC
(24,25),0.25346 # DEPENDENCYPART_ARC
(24,26),-0.181352 # DEPENDENCYPART_ARC
(24,27),-0.464719 # DEPENDENCYPART_ARC
(24,28),-0.697954 # DEPENDENCYPART_ARC
(24,29),-0.802454 # DEPENDENCYPART_ARC
(24,30),-0.979458 # DEPENDENCYPART_ARC
(24,31),-0.64695 # DEPENDENCYPART_ARC
(24,32),-0.745431 # DEPENDENCYPART_ARC
(24,33),-0.822249 # DEPENDENCYPART_ARC
(24,34),-0.679261 # DEPENDENCYPART_ARC
(24,35),-1.12155 # DEPENDENCYPART_ARC
(24,36),-1.04562 # DEPENDENCYPART_ARC
(24,37),-1.15096 # DEPENDENCYPART_ARC
(25,1),-0.637186 # DEPENDENCYPART_ARC
(25,2),-1.69187 # DEPENDENCYPART_ARC
(25,3),-0.0958726 # DEPENDENCYPART_ARC
(25,4),-1.19999 # DEPENDENCYPART_ARC
(25,5),-1.68336 # DEPENDENCYPART_ARC
(25,6),-1.3823 # DEPENDENCYPART_ARC
(25,7),-1.31341 # DEPENDENCYPART_ARC
(25,8),-0.725611 # DEPENDENCYPART_ARC
(25,9),-6.88928 # DEPENDENCYPART_ARC
(25,10),-6.84139 # DEPENDENCYPART_ARC
(25,11),-0.155683 # DEPENDENCYPART_ARC
(25,12),-0.704124 # DEPENDENCYPART_ARC
(25,13),-0.817959 # DEPENDENCYPART_ARC
(25,14),0.18315 # DEPENDENCYPART_ARC
(25,15),-0.988835 # DEPENDENCYPART_ARC
(25,16),-0.356749 # DEPENDENCYPART_ARC
(25,17),-4.126 # DEPENDENCYPART_ARC
(25,18),-3.1761 # DEPENDENCYPART_ARC
(25,19),-0.811672 # DEPENDENCYPART_ARC
(25,20),-1.06617 # DEPENDENCYPART_ARC
(25,21),-0.641784 # DEPENDENCYPART_ARC
(25,22),-0.0565656 # DEPENDENCYPART_ARC
(25,23),0.507202 # DEPENDENCYPART_ARC
(25,24),2.42215 # DEPENDENCYPART_ARC
(25,26),-0.012352 # DEPENDENCYPART_ARC
(25,27),-0.538254 # DEPENDENCYPART_ARC
(25,28),-0.826518 # DEPENDENCYPART_ARC
(25,29),-1.13325 # DEPENDENCYPART_ARC
(25,30),-0.634646 # DEPENDENCYPART_ARC
(25,31),-1.90421 # DEPENDENCYPART_ARC
(25,32),-1.1253 # DEPENDENCYPART_ARC
(25,33),-1.37984 # DEPENDENCYPART_ARC
(25,34),-1.64745 # DEPENDENCYPART_ARC
(25,35),-1.10998 # DEPENDENCYPART_ARC
(25,36),-1.81831 # DEPENDENCYPART_ARC
(25,37),-1.58258 # DEPENDENCYPART_ARC
(26,1),-0.663002 # DEPENDENCYPART_ARC
(26,2),-0.851848 # DEPENDENCYPART_ARC
(26,3),-2.20757 # DEPENDENCYPART_ARC
(26,4),-0.781621 # DEPENDENCYPART_ARC
(26,5),-1.0188 # DEPENDENCYPART_ARC
(26,6),-0.567245 # DEPENDENCYPART_ARC
(26,7),-0.375635 # DEPENDENCYPART_ARC
(26,8),-1.79676 # DEPENDENCYPART_ARC
(26,9),-4.09543 # DEPENDENCYPART_ARC
(26,10),-3.88016 # DEPENDENCYPART_ARC
(26,11),-1.16797 # DEPENDENCYPART_ARC
(26,12),-0.551138 # DEPENDENCYPART_ARC
(26,13),-0.724199 # DEPENDENCYPART_ARC
(26,14),-0.27593 # DEPENDENCYPART_ARC
(26,15),0.0568563 # DEPENDENCYPART_ARC
(26,16),-0.103431 # DEPENDENCYPART_ARC
(26,17),-1.79054 # DEPENDENCYPART_ARC
(26,18),-2.36749 # DEPENDENCYPART_ARC
(26,19),0.143999 # DEPENDENCYPART_ARC
(26,20),-1.58552 # DEPENDENCYPART_ARC
(26,21),0.564699 # DEPENDENCYPART_ARC
(26,22),0.237313 # DEPENDENCYPART_ARC
(26,23),-0.407102 # DEPENDENCYPART_ARC
(26,24),0.44974 # DEPENDENCYPART_ARC
(26,25),0.880387 # DEPENDENCYPART_ARC
(26,27),0.0258325 # DEPENDENCYPART_ARC
(26,28),-0.425023 # DEPENDENCYPART_ARC
(26,29),-0.332544 # DEPENDENCYPART_ARC
(26,30),-0.709148 # DEPENDENCYPART_ARC
(26,31),-0.573228 # DEPENDENCYPART_ARC
(26,32),-0.352284 # DEPENDENCYPART_ARC
(26,33),-0.566478 # DEPENDENCYPART_ARC
(26,34),-0.64842 # DEPENDENCYPART_ARC
(26,35),-0.790523 # DEPENDENCYPART_ARC
(26,36),-0.661742 # DEPENDENCYPART_ARC
(26,37),-2.25971 # DEPENDENCYPART_ARC
(27,1),-1.83966 # DEPENDENCYPART_ARC
(27,2),-3.422 # DEPENDENCYPART_ARC
(27,3),-1.68789 # DEPENDENCYPART_ARC
(27,4),-1.81431 # DEPENDENCYPART_ARC
(27,5),-3.07112 # DEPENDENCYPART_ARC
(27,6),-1.90231 # DEPENDENCYPART_ARC
(27,7),-1.32812 # DEPENDENCYPART_ARC
(27,8),-1.05886 # DEPENDENCYPART_ARC
(27,9),-2.33139 # DEPENDENCYPART_ARC
(27,10),-2.19462 # DEPENDENCYPART_ARC
(27,11),-1.50131 # DEPENDENCYPART_ARC
(27,12),-2.6849 # DEPENDENCYPART_ARC
(27,13),-2.23008 # DEPENDENCYPART_ARC
(27,14),-1.10681 # DEPENDENCYPART_ARC
(27,15),-1.51489 # DEPENDENCYPART_ARC
(27,16),-1.1681 # DEPENDENCYPART_ARC
(27,17),-2.21189 # DEPENDENCYPART_ARC
(27,18),-1.52445 # DEPENDENCYPART_ARC
(27,19),-1.40368 # DEPENDENCYPART_ARC
(27,20),-1.32619 # DEPENDENCYPART_ARC
(27,21),-1.21402 # DEPENDENCYPART_ARC
(27,22),-0.724789 # DEPENDENCYPART_ARC
(27,23),-1.1233 # DEPENDENCYPART_ARC
(27,24),-0.608031 # DEPENDENCYPART_ARC
(27,25),-0.0149547 # DEPENDENCYPART_ARC
(27,26),1.46229 # DEPENDENCYPART_ARC
(27,28),0.329022 # DEPENDENCYPART_ARC
(27,29),0.0419028 # DEPENDENCYPART_ARC
(27,30),-0.141314 # DEPENDENCYPART_ARC
(27,31),-0.385707 # DEPENDENCYPART_ARC
(27,32),-0.675784 # DEPENDENCYPART_ARC
(27,33),-0.222571 # DEPENDENCYPART_ARC
(27,34),-0.757963 # DEPENDENCYPART_ARC
(27,35),-0.351755 # DEPENDENCYPART_ARC
(27,36),-0.197015 # DEPENDENCYPART_ARC
(27,37),-0.435475 # DEPENDENCYPART_ARC
(28,1),-2.36375 # DEPENDENCYPART_ARC
