# _root_ ATO Başkanı Sinan_Aygün , Maliye Bakanı Kemal_Yazıcıoğlu ziyaretinden sonra da Bakan'ın " Vergi_Barışı_Projesi " konusunda , ocak ayının ilk haftasında _ mükelleflere müjde _ _ verebileceklerini _ söylediğini _ bildirdi .
#goldHeads=2,3,30,0,6,7,8,9,27,9,13,0,15,0,24,0,18,20,20,24,22,24,24,25,26,27,28,30,30,31,0,
#predictedHeads=2,3,30,0,6,7,8,9,30,9,13,0,15,0,16,0,18,20,20,21,22,24,25,25,26,27,28,30,30,31,0,
(16,21),-0.817298 # DEPENDENCYPART_ARC
(16,22),-0.749838 # DEPENDENCYPART_ARC
(16,23),-0.529313 # DEPENDENCYPART_ARC
(16,24),-0.805116 # DEPENDENCYPART_ARC
(16,25),-0.868097 # DEPENDENCYPART_ARC
(16,26),-0.566344 # DEPENDENCYPART_ARC
(16,27),-1.03762 # DEPENDENCYPART_ARC
(16,28),-1.05283 # DEPENDENCYPART_ARC
(16,29),-1.41417 # DEPENDENCYPART_ARC
(16,30),-1.11274 # DEPENDENCYPART_ARC
(16,31),-2.55227 # DEPENDENCYPART_ARC
(17,1),-1.82703 # DEPENDENCYPART_ARC
(17,2),-2.14136 # DEPENDENCYPART_ARC
(17,3),-1.91513 # DEPENDENCYPART_ARC
(17,4),-1.52735 # DEPENDENCYPART_ARC
(17,5),-1.2108 # DEPENDENCYPART_ARC
(17,6),-1.35005 # DEPENDENCYPART_ARC
(17,7),-1.25446 # DEPENDENCYPART_ARC
(17,8),-1.95434 # DEPENDENCYPART_ARC
(17,9),-1.29594 # DEPENDENCYPART_ARC
(17,10),-1.64504 # DEPENDENCYPART_ARC
(17,11),-1.69819 # DEPENDENCYPART_ARC
(17,12),-1.31261 # DEPENDENCYPART_ARC
(17,13),-0.768687 # DEPENDENCYPART_ARC
(17,14),-0.910814 # DEPENDENCYPART_ARC
(17,15),-1.1 # DEPENDENCYPART_ARC
(17,16),0.450507 # DEPENDENCYPART_ARC
(17,18),-0.181091 # DEPENDENCYPART_ARC
(17,19),-0.0103169 # DEPENDENCYPART_ARC
(17,20),-1.63337 # DEPENDENCYPART_ARC
(17,21),-0.468957 # DEPENDENCYPART_ARC
(17,22),-1.00839 # DEPENDENCYPART_ARC
(17,23),-1.24763 # DEPENDENCYPART_ARC
(17,24),-1.04307 # DEPENDENCYPART_ARC
(17,25),-1.00526 # DEPENDENCYPART_ARC
(17,26),-1.38067 # DEPENDENCYPART_ARC
(17,27),-1.03323 # DEPENDENCYPART_ARC
(17,28),-1.98194 # DEPENDENCYPART_ARC
(17,29),-1.03132 # DEPENDENCYPART_ARC
(17,30),-1.6558 # DEPENDENCYPART_ARC
(17,31),-1.12735 # DEPENDENCYPART_ARC
(18,1),-0.687071 # DEPENDENCYPART_ARC
(18,2),-1.07267 # DEPENDENCYPART_ARC
(18,3),-0.75829 # DEPENDENCYPART_ARC
(18,4),-0.479918 # DEPENDENCYPART_ARC
(18,5),0.0487593 # DEPENDENCYPART_ARC
(18,6),-0.38007 # DEPENDENCYPART_ARC
(18,7),0.112996 # DEPENDENCYPART_ARC
(18,8),-1.26272 # DEPENDENCYPART_ARC
(18,9),-0.259832 # DEPENDENCYPART_ARC
(18,10),-0.882538 # DEPENDENCYPART_ARC
(18,11),1.04509 # DEPENDENCYPART_ARC
(18,12),-0.0440789 # DEPENDENCYPART_ARC
(18,13),0.116823 # DEPENDENCYPART_ARC
(18,14),0.0965524 # DEPENDENCYPART_ARC
(18,15),-0.825544 # DEPENDENCYPART_ARC
(18,16),0.864922 # DEPENDENCYPART_ARC
(18,17),3.21172 # DEPENDENCYPART_ARC
(18,19),0.330088 # DEPENDENCYPART_ARC
(18,20),-0.755102 # DEPENDENCYPART_ARC
(18,21),-0.421069 # DEPENDENCYPART_ARC
(18,22),-1.22125 # DEPENDENCYPART_ARC
(18,23),-1.13369 # DEPENDENCYPART_ARC
(18,24),-0.839265 # DEPENDENCYPART_ARC
(18,25),-0.805665 # DEPENDENCYPART_ARC
(18,26),-0.717976 # DEPENDENCYPART_ARC
(18,27),-0.82227 # DEPENDENCYPART_ARC
(18,28),-1.00187 # DEPENDENCYPART_ARC
(18,29),-0.968061 # DEPENDENCYPART_ARC
(18,30),-1.14013 # DEPENDENCYPART_ARC
(18,31),-1.2523 # DEPENDENCYPART_ARC
(19,1),-2.21076 # DEPENDENCYPART_ARC
(19,2),-1.84454 # DEPENDENCYPART_ARC
(19,3),-2.02711 # DEPENDENCYPART_ARC
(19,4),-1.4945 # DEPENDENCYPART_ARC
(19,5),-1.77942 # DEPENDENCYPART_ARC
(19,6),-1.49077 # DEPENDENCYPART_ARC
(19,7),-1.41024 # DEPENDENCYPART_ARC
(19,8),-1.39646 # DEPENDENCYPART_ARC
(19,9),-0.899859 # DEPENDENCYPART_ARC
(19,10),-0.818146 # DEPENDENCYPART_ARC
(19,11),-1.54389 # DEPENDENCYPART_ARC
(19,12),-0.739344 # DEPENDENCYPART_ARC
(19,13),-1.39942 # DEPENDENCYPART_ARC
(19,14),-0.775417 # DEPENDENCYPART_ARC
(19,15),-1.18074 # DEPENDENCYPART_ARC
(19,16),-0.177006 # DEPENDENCYPART_ARC
(19,17),0.303698 # DEPENDENCYPART_ARC
(19,18),1.2692 # DEPENDENCYPART_ARC
(19,20),0.450492 # DEPENDENCYPART_ARC
(19,21),-0.336885 # DEPENDENCYPART_ARC
(19,22),-0.158498 # DEPENDENCYPART_ARC
(19,23),-0.290439 # DEPENDENCYPART_ARC
(19,24),-0.65402 # DEPENDENCYPART_ARC
(19,25),-0.599809 # DEPENDENCYPART_ARC
(19,26),-0.296516 # DEPENDENCYPART_ARC
(19,27),-0.715872 # DEPENDENCYPART_ARC
(19,28),-0.371787 # DEPENDENCYPART_ARC
(19,29),-0.711031 # DEPENDENCYPART_ARC
(19,30),-0.785217 # DEPENDENCYPART_ARC
(19,31),-0.837744 # DEPENDENCYPART_ARC
(20,1),-0.10696 # DEPENDENCYPART_ARC
(20,2),-0.566365 # DEPENDENCYPART_ARC
(20,3),-0.474839 # DEPENDENCYPART_ARC
(20,4),-0.589836 # DEPENDENCYPART_ARC
(20,5),0.220854 # DEPENDENCYPART_ARC
(20,6),0.189295 # DEPENDENCYPART_ARC
(20,7),0.487491 # DEPENDENCYPART_ARC
(20,8),-0.952114 # DEPENDENCYPART_ARC
(20,9),-0.226244 # DEPENDENCYPART_ARC
(20,10),-0.76542 # DEPENDENCYPART_ARC
(20,11),0.8049 # DEPENDENCYPART_ARC
(20,12),-0.205084 # DEPENDENCYPART_ARC
(20,13),0.440945 # DEPENDENCYPART_ARC
(20,14),0.0168817 # DEPENDENCYPART_ARC
(20,15),-0.531713 # DEPENDENCYPART_ARC
(20,16),0.513104 # DEPENDENCYPART_ARC
(20,17),2.02142 # DEPENDENCYPART_ARC
(20,18),2.87179 # DEPENDENCYPART_ARC
(20,19),2.72793 # DEPENDENCYPART_ARC
(20,21),0.200859 # DEPENDENCYPART_ARC
(20,22),-0.350457 # DEPENDENCYPART_ARC
(20,23),-0.61146 # DEPENDENCYPART_ARC
(20,24),-0.459858 # DEPENDENCYPART_ARC
(20,25),-0.665797 # DEPENDENCYPART_ARC
(20,26),0.109458 # DEPENDENCYPART_ARC
(20,27),-0.694254 # DEPENDENCYPART_ARC
(20,28),-0.318292 # DEPENDENCYPART_ARC
(20,29),-0.724222 # DEPENDENCYPART_ARC
(20,30),-0.706713 # DEPENDENCYPART_ARC
(20,31),-1.17904 # DEPENDENCYPART_ARC
(21,1),-1.64492 # DEPENDENCYPART_ARC
(21,2),-1.71721 # DEPENDENCYPART_ARC
(21,3),-1.49198 # DEPENDENCYPART_ARC
(21,4),-1.75701 # DEPENDENCYPART_ARC
(21,5),-1.1338 # DEPENDENCYPART_ARC
(21,6),-1.23583 # DEPENDENCYPART_ARC
(21,7),-0.852073 # DEPENDENCYPART_ARC
(21,8),-0.799887 # DEPENDENCYPART_ARC
(21,9),-1.57176 # DEPENDENCYPART_ARC
(21,10),-0.589059 # DEPENDENCYPART_ARC
(21,11),-1.12043 # DEPENDENCYPART_ARC
(21,12),-0.44731 # DEPENDENCYPART_ARC
(21,13),-1.02903 # DEPENDENCYPART_ARC
(21,14),-0.427514 # DEPENDENCYPART_ARC
(21,15),-0.795779 # DEPENDENCYPART_ARC
(21,16),-0.220009 # DEPENDENCYPART_ARC
(21,17),0.183601 # DEPENDENCYPART_ARC
(21,18),0.493615 # DEPENDENCYPART_ARC
(21,19),0.736854 # DEPENDENCYPART_ARC
(21,20),1.62248 # DEPENDENCYPART_ARC
(21,22),0.727161 # DEPENDENCYPART_ARC
(21,23),0.24217 # DEPENDENCYPART_ARC
(21,24),-0.268085 # DEPENDENCYPART_ARC
(21,25),-0.254679 # DEPENDENCYPART_ARC
(21,26),0.27062 # DEPENDENCYPART_ARC
(21,27),-0.500874 # DEPENDENCYPART_ARC
(21,28),0.220749 # DEPENDENCYPART_ARC
(21,29),-0.776915 # DEPENDENCYPART_ARC
(21,30),-0.474707 # DEPENDENCYPART_ARC
(21,31),-0.633413 # DEPENDENCYPART_ARC
(22,1),-1.64146 # DEPENDENCYPART_ARC
(22,2),-2.15188 # DEPENDENCYPART_ARC
(22,3),-1.91512 # DEPENDENCYPART_ARC
(22,4),-1.14957 # DEPENDENCYPART_ARC
(22,5),-1.08523 # DEPENDENCYPART_ARC
(22,6),-1.32851 # DEPENDENCYPART_ARC
(22,7),-0.965342 # DEPENDENCYPART_ARC
(22,8),-1.98828 # DEPENDENCYPART_ARC
(22,9),-0.885986 # DEPENDENCYPART_ARC
(22,10),-1.38954 # DEPENDENCYPART_ARC
(22,11),-1.13381 # DEPENDENCYPART_ARC
(22,12),-0.648875 # DEPENDENCYPART_ARC
(22,13),-1.22341 # DEPENDENCYPART_ARC
(22,14),-0.470213 # DEPENDENCYPART_ARC
(22,15),-2.0056 # DEPENDENCYPART_ARC
(22,16),0.0719372 # DEPENDENCYPART_ARC
(22,17),0.460972 # DEPENDENCYPART_ARC
(22,18),0.156165 # DEPENDENCYPART_ARC
(22,19),1.24866 # DEPENDENCYPART_ARC
(22,20),-0.0802677 # DEPENDENCYPART_ARC
(22,21),2.44229 # DEPENDENCYPART_ARC
(22,23),-0.668244 # DEPENDENCYPART_ARC
(22,24),-0.822864 # DEPENDENCYPART_ARC
(22,25),-0.986083 # DEPENDENCYPART_ARC
(22,26),-0.877899 # DEPENDENCYPART_ARC
(22,27),-1.24254 # DEPENDENCYPART_ARC
(22,28),-1.46755 # DEPENDENCYPART_ARC
(22,29),-1.14311 # DEPENDENCYPART_ARC
(22,30),-1.71387 # DEPENDENCYPART_ARC
(22,31),-1.30094 # DEPENDENCYPART_ARC
(23,1),-2.23552 # DEPENDENCYPART_ARC
(23,2),-2.51091 # DEPENDENCYPART_ARC
(23,3),-1.9443 # DEPENDENCYPART_ARC
(23,4),-1.15547 # DEPENDENCYPART_ARC
(23,5),-1.3314 # DEPENDENCYPART_ARC
(23,6),-1.57565 # DEPENDENCYPART_ARC
(23,7),-1.25021 # DEPENDENCYPART_ARC
(23,8),-2.03538 # DEPENDENCYPART_ARC
(23,9),-0.78437 # DEPENDENCYPART_ARC
(23,10),-1.64156 # DEPENDENCYPART_ARC
(23,11),-1.66533 # DEPENDENCYPART_ARC
(23,12),-0.523351 # DEPENDENCYPART_ARC
(23,13),-0.958786 # DEPENDENCYPART_ARC
(23,14),-0.351073 # DEPENDENCYPART_ARC
(23,15),-1.57612 # DEPENDENCYPART_ARC
(23,16),0.0806544 # DEPENDENCYPART_ARC
(23,17),0.171601 # DEPENDENCYPART_ARC
(23,18),-0.468616 # DEPENDENCYPART_ARC
(23,19),0.75196 # DEPENDENCYPART_ARC
(23,20),-0.361443 # DEPENDENCYPART_ARC
(23,21),0.73758 # DEPENDENCYPART_ARC
(23,22),1.44748 # DEPENDENCYPART_ARC
(23,24),-0.226958 # DEPENDENCYPART_ARC
(23,25),-0.509419 # DEPENDENCYPART_ARC
(23,26),-0.860026 # DEPENDENCYPART_ARC
(23,27),-0.85476 # DEPENDENCYPART_ARC
(23,28),-1.35956 # DEPENDENCYPART_ARC
(23,29),-0.844695 # DEPENDENCYPART_ARC
(23,30),-1.45625 # DEPENDENCYPART_ARC
(23,31),-1.20089 # DEPENDENCYPART_ARC
(24,1),-0.164812 # DEPENDENCYPART_ARC
(24,2),-0.833297 # DEPENDENCYPART_ARC
(24,3),1.06527 # DEPENDENCYPART_ARC
(24,4),-1.87365 # DEPENDENCYPART_ARC
(24,5),-0.227193 # DEPENDENCYPART_ARC
(24,6),-0.62097 # DEPENDENCYPART_ARC
(24,7),-0.047645 # DEPENDENCYPART_ARC
(24,8),-0.163217 # DEPENDENCYPART_ARC
(24,9),-0.157375 # DEPENDENCYPART_ARC
(24,10),-1.27718 # DEPENDENCYPART_ARC
(24,11),0.422097 # DEPENDENCYPART_ARC
(24,12),-1.6739 # DEPENDENCYPART_ARC
(24,13),-0.0513233 # DEPENDENCYPART_ARC
(24,14),-1.38963 # DEPENDENCYPART_ARC
(24,15),0.0956137 # DEPENDENCYPART_ARC
(24,16),-0.355583 # DEPENDENCYPART_ARC
(24,17),0.721518 # DEPENDENCYPART_ARC
(24,18),1.51462 # DEPENDENCYPART_ARC
(24,19),-0.62076 # DEPENDENCYPART_ARC
(24,20),1.51463 # DEPENDENCYPART_ARC
(24,21),-1.26773 # DEPENDENCYPART_ARC
(24,22),2.04539 # DEPENDENCYPART_ARC
(24,23),1.94044 # DEPENDENCYPART_ARC
(24,25),0.220628 # DEPENDENCYPART_ARC
(24,26),0.39041 # DEPENDENCYPART_ARC
(24,27),-0.435214 # DEPENDENCYPART_ARC
(24,28),-0.23792 # DEPENDENCYPART_ARC
(24,29),-0.483939 # DEPENDENCYPART_ARC
(24,30),-0.52523 # DEPENDENCYPART_ARC
(24,31),-1.22782 # DEPENDENCYPART_ARC
(25,1),-0.173586 # DEPENDENCYPART_ARC
(25,2),-0.542094 # DEPENDENCYPART_ARC
(25,3),0.976216 # DEPENDENCYPART_ARC
(25,4),-1.86352 # DEPENDENCYPART_ARC
(25,5),0.101114 # DEPENDENCYPART_ARC
(25,6),-0.33148 # DEPENDENCYPART_ARC
(25,7),0.24469 # DEPENDENCYPART_ARC
(25,8),0.194004 # DEPENDENCYPART_ARC
(25,9),-0.320541 # DEPENDENCYPART_ARC
(25,10),-1.26306 # DEPENDENCYPART_ARC
(25,11),0.117411 # DEPENDENCYPART_ARC
(25,12),-1.43918 # DEPENDENCYPART_ARC
(25,13),-0.0754622 # DEPENDENCYPART_ARC
(25,14),-1.14536 # DEPENDENCYPART_ARC
(25,15),-0.16606 # DEPENDENCYPART_ARC
(25,16),-0.100405 # DEPENDENCYPART_ARC
(25,17),0.980599 # DEPENDENCYPART_ARC
(25,18),1.55257 # DEPENDENCYPART_ARC
(25,19),-0.256716 # DEPENDENCYPART_ARC
(25,20),1.36324 # DEPENDENCYPART_ARC
(25,21),-1.99344 # DEPENDENCYPART_ARC
(25,22),1.79114 # DEPENDENCYPART_ARC
(25,23),1.99162 # DEPENDENCYPART_ARC
(25,24),3.3167 # DEPENDENCYPART_ARC
(25,26),0.088261 # DEPENDENCYPART_ARC
(25,27),-0.374151 # DEPENDENCYPART_ARC
(25,28),-0.313349 # DEPENDENCYPART_ARC
(25,29),-0.543905 # DEPENDENCYPART_ARC
(25,30),-0.442494 # DEPENDENCYPART_ARC
(25,31),-1.22563 # DEPENDENCYPART_ARC
(26,1),-1.34709 # DEPENDENCYPART_ARC
(26,2),-1.33935 # DEPENDENCYPART_ARC
(26,3),-1.0985 # DEPENDENCYPART_ARC
(26,4),-1.55746 # DEPENDENCYPART_ARC
(26,5),-0.55874 # DEPENDENCYPART_ARC
(26,6),-0.33995 # DEPENDENCYPART_ARC
(26,7),-0.205435 # DEPENDENCYPART_ARC
(26,8),-0.802171 # DEPENDENCYPART_ARC
(26,9),-0.0129404 # DEPENDENCYPART_ARC
(26,10),-1.61397 # DEPENDENCYPART_ARC
(26,11),0.524339 # DEPENDENCYPART_ARC
(26,12),-0.446953 # DEPENDENCYPART_ARC
(26,13),0.0960665 # DEPENDENCYPART_ARC
(26,14),-0.211503 # DEPENDENCYPART_ARC
(26,15),0.167314 # DEPENDENCYPART_ARC
(26,16),-0.0715252 # DEPENDENCYPART_ARC
(26,17),1.07426 # DEPENDENCYPART_ARC
(26,18),2.24366 # DEPENDENCYPART_ARC
(26,19),0.270888 # DEPENDENCYPART_ARC
(26,20),0.803087 # DEPENDENCYPART_ARC
(26,21),-1.49142 # DEPENDENCYPART_ARC
(26,22),1.0893 # DEPENDENCYPART_ARC
(26,23),1.8106 # DEPENDENCYPART_ARC
(26,24),1.11154 # DEPENDENCYPART_ARC
(26,25),2.71486 # DEPENDENCYPART_ARC
(26,27),-0.420275 # DEPENDENCYPART_ARC
(26,28),-0.539064 # DEPENDENCYPART_ARC
(26,29),-0.771895 # DEPENDENCYPART_ARC
(26,30),-1.20665 # DEPENDENCYPART_ARC
(26,31),-1.23529 # DEPENDENCYPART_ARC
(27,1),-0.454998 # DEPENDENCYPART_ARC
(27,2),-1.16548 # DEPENDENCYPART_ARC
(27,3),0.709912 # DEPENDENCYPART_ARC
(27,4),-2.13152 # DEPENDENCYPART_ARC
(27,5),-0.449121 # DEPENDENCYPART_ARC
(27,6),-0.977568 # DEPENDENCYPART_ARC
(27,7),-0.302475 # DEPENDENCYPART_ARC
(27,8),-0.533162 # DEPENDENCYPART_ARC
(27,9),-0.320357 # DEPENDENCYPART_ARC
(27,10),-1.53813 # DEPENDENCYPART_ARC
(27,11),0.110807 # DEPENDENCYPART_ARC
(27,12),-1.89821 # DEPENDENCYPART_ARC
(27,13),-0.383517 # DEPENDENCYPART_ARC
(27,14),-1.50979 # DEPENDENCYPART_ARC
(27,15),-0.403914 # DEPENDENCYPART_ARC
(27,16),-0.391304 # DEPENDENCYPART_ARC
(27,17),0.459778 # DEPENDENCYPART_ARC
(27,18),1.20948 # DEPENDENCYPART_ARC
(27,19),-0.833588 # DEPENDENCYPART_ARC
(27,20),1.11466 # DEPENDENCYPART_ARC
(27,21),-4.66711 # DEPENDENCYPART_ARC
(27,22),1.25355 # DEPENDENCYPART_ARC
(27,23),0.937828 # DEPENDENCYPART_ARC
(27,24),-1.18762 # DEPENDENCYPART_ARC
(27,25),0.410341 # DEPENDENCYPART_ARC
(27,26),2.75736 # DEPENDENCYPART_ARC
(27,28),0.242236 # DEPENDENCYPART_ARC
(27,29),-0.223141 # DEPENDENCYPART_ARC
(27,30),-0.496014 # DEPENDENCYPART_ARC
(27,31),-0.854575 # DEPENDENCYPART_ARC
(28,1),-1.71796 # DEPENDENCYPART_ARC
(28,2),-1.81823 # DEPENDENCYPART_ARC
(28,3),-1.54853 # DEPENDENCYPART_ARC
(28,4),-1.74609 # DEPENDENCYPART_ARC
(28,5),-0.997089 # DEPENDENCYPART_ARC
(28,6),-0.824289 # DEPENDENCYPART_ARC
(28,7),-0.745033 # DEPENDENCYPART_ARC
(28,8),-1.24157 # DEPENDENCYPART_ARC
(28,9),-0.0151383 # DEPENDENCYPART_ARC
(28,10),-1.85906 # DEPENDENCYPART_ARC
(28,11),-0.0215926 # DEPENDENCYPART_ARC
(28,12),-0.432393 # DEPENDENCYPART_ARC
(28,13),-0.333877 # DEPENDENCYPART_ARC
(28,14),-0.293437 # DEPENDENCYPART_ARC
(28,15),-0.109424 # DEPENDENCYPART_ARC
(28,16),-0.235681 # DEPENDENCYPART_ARC
(28,17),0.80221 # DEPENDENCYPART_ARC
(28,18),1.79335 # DEPENDENCYPART_ARC
(28,19),0.077357 # DEPENDENCYPART_ARC
(28,20),0.396112 # DEPENDENCYPART_ARC
(28,21),-2.92536 # DEPENDENCYPART_ARC
(28,22),0.579345 # DEPENDENCYPART_ARC
(28,23),1.24237 # DEPENDENCYPART_ARC
(28,24),-0.374694 # DEPENDENCYPART_ARC
(28,25),0.388095 # DEPENDENCYPART_ARC
(28,26),1.88224 # DEPENDENCYPART_ARC
(28,27),2.78446 # DEPENDENCYPART_ARC
(28,29),-0.22942 # DEPENDENCYPART_ARC
(28,30),-1.16089 # DEPENDENCYPART_ARC
(28,31),-1.00433 # DEPENDENCYPART_ARC
(29,1),-0.88967 # DEPENDENCYPART_ARC
(29,2),-1.61337 # DEPENDENCYPART_ARC
(29,3),0.596715 # DEPENDENCYPART_ARC
(29,4),-2.73229 # DEPENDENCYPART_ARC
(29,5),-0.911563 # DEPENDENCYPART_ARC
(29,6),-1.52102 # DEPENDENCYPART_ARC
(29,7),-0.768672 # DEPENDENCYPART_ARC
(29,8),-1.15024 # DEPENDENCYPART_ARC
(29,9),-0.577091 # DEPENDENCYPART_ARC
(29,10),-1.972 # DEPENDENCYPART_ARC
(29,11),-0.803224 # DEPENDENCYPART_ARC
(29,12),-2.55852 # DEPENDENCYPART_ARC
(29,13),-0.826137 # DEPENDENCYPART_ARC
(29,14),-2.31875 # DEPENDENCYPART_ARC
(29,15),-1.21545 # DEPENDENCYPART_ARC
(29,16),-1.02112 # DEPENDENCYPART_ARC
(29,17),-0.0470789 # DEPENDENCYPART_ARC
(29,18),0.272421 # DEPENDENCYPART_ARC
(29,19),-1.50651 # DEPENDENCYPART_ARC
(29,20),0.434707 # DEPENDENCYPART_ARC
(29,21),-7.31389 # DEPENDENCYPART_ARC
(29,22),0.140947 # DEPENDENCYPART_ARC
(29,23),0.0316672 # DEPENDENCYPART_ARC
(29,24),-3.59385 # DEPENDENCYPART_ARC
(29,25),-2.49905 # DEPENDENCYPART_ARC
(29,26),0.2735 # DEPENDENCYPART_ARC
(29,27),0.113676 # DEPENDENCYPART_ARC
(29,28),1.22642 # DEPENDENCYPART_ARC
(29,30),0.744228 # DEPENDENCYPART_ARC
(29,31),-0.313075 # DEPENDENCYPART_ARC
(30,1),-0.302777 # DEPENDENCYPART_ARC
(30,2),-0.531166 # DEPENDENCYPART_ARC
(30,3),1.21931 # DEPENDENCYPART_ARC
(30,4),-1.54012 # DEPENDENCYPART_ARC
(30,5),-0.507492 # DEPENDENCYPART_ARC
(30,6),-0.547883 # DEPENDENCYPART_ARC
(30,7),-0.301592 # DEPENDENCYPART_ARC
(30,8),-1.00827 # DEPENDENCYPART_ARC
(30,9),1.31083 # DEPENDENCYPART_ARC
(30,10),-1.52168 # DEPENDENCYPART_ARC
(30,11),-1.61216 # DEPENDENCYPART_ARC
(30,12),-2.12491 # DEPENDENCYPART_ARC
(30,13),-0.0229767 # DEPENDENCYPART_ARC
(30,14),-1.78938 # DEPENDENCYPART_ARC
(30,15),-0.943076 # DEPENDENCYPART_ARC
(30,16),-0.326899 # DEPENDENCYPART_ARC
(30,17),0.675649 # DEPENDENCYPART_ARC
(30,18),-0.546053 # DEPENDENCYPART_ARC
(30,19),-0.973675 # DEPENDENCYPART_ARC
(30,20),1.25015 # DEPENDENCYPART_ARC
(30,21),-5.86454 # DEPENDENCYPART_ARC
(30,22),1.26113 # DEPENDENCYPART_ARC
(30,23),1.01485 # DEPENDENCYPART_ARC
(30,24),-3.1249 # DEPENDENCYPART_ARC
(30,25),-2.13755 # DEPENDENCYPART_ARC
(30,26),2.03018 # DEPENDENCYPART_ARC
(30,27),-0.711782 # DEPENDENCYPART_ARC
(30,28),2.43588 # DEPENDENCYPART_ARC
(30,29),2.69319 # DEPENDENCYPART_ARC
(30,31),-0.367139 # DEPENDENCYPART_ARC
(31,1),-1.2778 # DEPENDENCYPART_ARC
(31,2),-1.40228 # DEPENDENCYPART_ARC
(31,3),-1.46979 # DEPENDENCYPART_ARC
(31,4),-1.90536 # DEPENDENCYPART_ARC
(31,5),-1.37268 # DEPENDENCYPART_ARC
(31,6),-1.28293 # DEPENDENCYPART_ARC
(31,7),-1.2195 # DEPENDENCYPART_ARC
(31,8),-1.26536 # DEPENDENCYPART_ARC
(31,9),0.0955478 # DEPENDENCYPART_ARC
(31,10),-2.55567 # DEPENDENCYPART_ARC
(31,11),-0.937781 # DEPENDENCYPART_ARC
(31,12),-0.653804 # DEPENDENCYPART_ARC
(31,13),-0.662664 # DEPENDENCYPART_ARC
(31,14),-0.425726 # DEPENDENCYPART_ARC
(31,15),-0.603874 # DEPENDENCYPART_ARC
(31,16),-0.553044 # DEPENDENCYPART_ARC
(31,17),-0.140319 # DEPENDENCYPART_ARC
(31,18),-0.0643022 # DEPENDENCYPART_ARC
(31,19),-0.301732 # DEPENDENCYPART_ARC
(31,20),0.00355717 # DEPENDENCYPART_ARC
(31,21),-3.66416 # DEPENDENCYPART_ARC
(31,22),0.0991824 # DEPENDENCYPART_ARC
(31,23),-0.171762 # DEPENDENCYPART_ARC
(31,24),-2.58876 # DEPENDENCYPART_ARC
(31,25),-2.16706 # DEPENDENCYPART_ARC
(31,26),-0.0885719 # DEPENDENCYPART_ARC
(31,27),-1.54674 # DEPENDENCYPART_ARC
(31,28),0.234757 # DEPENDENCYPART_ARC
(31,29),-0.556382 # DEPENDENCYPART_ARC
(31,30),1.97362 # DEPENDENCYPART_ARC
