# _root_ Netameli uçaklardan _ sonuncusunun _ _ iade_edilişiyle birlikte , deve _ kurban_eden ve _ kanlı deve parçalarıyla personele fotoğraflar _ _ _ çektirten kişi , başka nasıl biri _ olabilir ?
#goldHeads=2,4,4,6,6,7,8,11,0,11,12,13,23,15,17,17,22,22,22,21,22,23,24,30,0,27,28,30,30,31,0,
#predictedHeads=2,6,4,6,6,7,8,28,0,11,12,13,14,15,16,17,22,22,20,21,22,23,24,30,0,28,28,29,30,31,0,
(16,23),-0.38863 # DEPENDENCYPART_ARC
(16,24),-0.663975 # DEPENDENCYPART_ARC
(16,25),-0.287447 # DEPENDENCYPART_ARC
(16,26),-0.687924 # DEPENDENCYPART_ARC
(16,27),-0.849347 # DEPENDENCYPART_ARC
(16,28),-1.29254 # DEPENDENCYPART_ARC
(16,29),-1.45569 # DEPENDENCYPART_ARC
(16,30),-1.41261 # DEPENDENCYPART_ARC
(16,31),-1.26926 # DEPENDENCYPART_ARC
(17,1),-0.803571 # DEPENDENCYPART_ARC
(17,2),-1.92018 # DEPENDENCYPART_ARC
(17,3),-6.41504 # DEPENDENCYPART_ARC
(17,4),-0.0240453 # DEPENDENCYPART_ARC
(17,5),-4.7383 # DEPENDENCYPART_ARC
(17,6),-3.9666 # DEPENDENCYPART_ARC
(17,7),-1.32173 # DEPENDENCYPART_ARC
(17,8),-0.395703 # DEPENDENCYPART_ARC
(17,9),0.0883583 # DEPENDENCYPART_ARC
(17,10),1.05887 # DEPENDENCYPART_ARC
(17,11),-1.83053 # DEPENDENCYPART_ARC
(17,12),0.806497 # DEPENDENCYPART_ARC
(17,13),0.340793 # DEPENDENCYPART_ARC
(17,14),0.410746 # DEPENDENCYPART_ARC
(17,15),2.14992 # DEPENDENCYPART_ARC
(17,16),3.04809 # DEPENDENCYPART_ARC
(17,18),0.405141 # DEPENDENCYPART_ARC
(17,19),-1.19202 # DEPENDENCYPART_ARC
(17,20),-0.494677 # DEPENDENCYPART_ARC
(17,21),-0.550019 # DEPENDENCYPART_ARC
(17,22),-0.754205 # DEPENDENCYPART_ARC
(17,23),-0.363913 # DEPENDENCYPART_ARC
(17,24),-0.842893 # DEPENDENCYPART_ARC
(17,25),-0.430617 # DEPENDENCYPART_ARC
(17,26),-0.668106 # DEPENDENCYPART_ARC
(17,27),-0.708589 # DEPENDENCYPART_ARC
(17,28),-1.67485 # DEPENDENCYPART_ARC
(17,29),-1.28695 # DEPENDENCYPART_ARC
(17,30),-1.30683 # DEPENDENCYPART_ARC
(17,31),-1.18877 # DEPENDENCYPART_ARC
(18,1),-1.68197 # DEPENDENCYPART_ARC
(18,2),-2.98743 # DEPENDENCYPART_ARC
(18,3),-7.82599 # DEPENDENCYPART_ARC
(18,4),-2.81557 # DEPENDENCYPART_ARC
(18,5),-6.02086 # DEPENDENCYPART_ARC
(18,6),-5.2868 # DEPENDENCYPART_ARC
(18,7),-2.90101 # DEPENDENCYPART_ARC
(18,8),-1.15039 # DEPENDENCYPART_ARC
(18,9),-0.673876 # DEPENDENCYPART_ARC
(18,10),-0.567191 # DEPENDENCYPART_ARC
(18,11),-3.28249 # DEPENDENCYPART_ARC
(18,12),-0.203998 # DEPENDENCYPART_ARC
(18,13),-0.468868 # DEPENDENCYPART_ARC
(18,14),-1.88042 # DEPENDENCYPART_ARC
(18,15),0.859051 # DEPENDENCYPART_ARC
(18,16),0.361621 # DEPENDENCYPART_ARC
(18,17),0.626179 # DEPENDENCYPART_ARC
(18,19),-0.833666 # DEPENDENCYPART_ARC
(18,20),-0.289344 # DEPENDENCYPART_ARC
(18,21),-0.62653 # DEPENDENCYPART_ARC
(18,22),-0.766251 # DEPENDENCYPART_ARC
(18,23),-0.3325 # DEPENDENCYPART_ARC
(18,24),-1.20611 # DEPENDENCYPART_ARC
(18,25),-0.4108 # DEPENDENCYPART_ARC
(18,26),-0.820817 # DEPENDENCYPART_ARC
(18,27),-0.695523 # DEPENDENCYPART_ARC
(18,28),-1.55366 # DEPENDENCYPART_ARC
(18,29),-1.40707 # DEPENDENCYPART_ARC
(18,30),-1.46629 # DEPENDENCYPART_ARC
(18,31),-1.34533 # DEPENDENCYPART_ARC
(19,1),-1.66092 # DEPENDENCYPART_ARC
(19,2),-2.93434 # DEPENDENCYPART_ARC
(19,3),-8.02049 # DEPENDENCYPART_ARC
(19,4),-2.47265 # DEPENDENCYPART_ARC
(19,5),-6.26102 # DEPENDENCYPART_ARC
(19,6),-5.51844 # DEPENDENCYPART_ARC
(19,7),-1.897 # DEPENDENCYPART_ARC
(19,8),-0.745767 # DEPENDENCYPART_ARC
(19,9),-0.416002 # DEPENDENCYPART_ARC
(19,10),-0.253575 # DEPENDENCYPART_ARC
(19,11),-3.26764 # DEPENDENCYPART_ARC
(19,12),0.00876536 # DEPENDENCYPART_ARC
(19,13),-0.0337037 # DEPENDENCYPART_ARC
(19,14),-2.39879 # DEPENDENCYPART_ARC
(19,15),0.894428 # DEPENDENCYPART_ARC
(19,16),0.319047 # DEPENDENCYPART_ARC
(19,17),-0.415957 # DEPENDENCYPART_ARC
(19,18),1.33692 # DEPENDENCYPART_ARC
(19,20),0.198527 # DEPENDENCYPART_ARC
(19,21),-0.270345 # DEPENDENCYPART_ARC
(19,22),-0.639153 # DEPENDENCYPART_ARC
(19,23),-0.0141495 # DEPENDENCYPART_ARC
(19,24),-0.529635 # DEPENDENCYPART_ARC
(19,25),-0.447153 # DEPENDENCYPART_ARC
(19,26),-0.622708 # DEPENDENCYPART_ARC
(19,27),-0.708997 # DEPENDENCYPART_ARC
(19,28),-1.03317 # DEPENDENCYPART_ARC
(19,29),-1.12097 # DEPENDENCYPART_ARC
(19,30),-1.41087 # DEPENDENCYPART_ARC
(19,31),-1.27359 # DEPENDENCYPART_ARC
(20,1),-1.0582 # DEPENDENCYPART_ARC
(20,2),-0.383533 # DEPENDENCYPART_ARC
(20,3),-13.4989 # DEPENDENCYPART_ARC
(20,4),-0.714511 # DEPENDENCYPART_ARC
(20,5),-11.1515 # DEPENDENCYPART_ARC
(20,6),-10.0601 # DEPENDENCYPART_ARC
(20,7),-0.595763 # DEPENDENCYPART_ARC
(20,8),-0.340822 # DEPENDENCYPART_ARC
(20,9),-0.455986 # DEPENDENCYPART_ARC
(20,10),0.0985827 # DEPENDENCYPART_ARC
(20,11),-5.73971 # DEPENDENCYPART_ARC
(20,12),-0.0703897 # DEPENDENCYPART_ARC
(20,13),-0.0225451 # DEPENDENCYPART_ARC
(20,14),-3.52532 # DEPENDENCYPART_ARC
(20,15),-0.300481 # DEPENDENCYPART_ARC
(20,16),0.726887 # DEPENDENCYPART_ARC
(20,17),0.857701 # DEPENDENCYPART_ARC
(20,18),1.32361 # DEPENDENCYPART_ARC
(20,19),1.71603 # DEPENDENCYPART_ARC
(20,21),0.451428 # DEPENDENCYPART_ARC
(20,22),0.0415027 # DEPENDENCYPART_ARC
(20,23),-0.105335 # DEPENDENCYPART_ARC
(20,24),0.705131 # DEPENDENCYPART_ARC
(20,25),-0.372639 # DEPENDENCYPART_ARC
(20,26),-0.612514 # DEPENDENCYPART_ARC
(20,27),-0.709349 # DEPENDENCYPART_ARC
(20,28),-0.451824 # DEPENDENCYPART_ARC
(20,29),-0.737776 # DEPENDENCYPART_ARC
(20,30),-0.398369 # DEPENDENCYPART_ARC
(20,31),-1.35736 # DEPENDENCYPART_ARC
(21,1),-0.565541 # DEPENDENCYPART_ARC
(21,2),-0.239065 # DEPENDENCYPART_ARC
(21,3),-14.2338 # DEPENDENCYPART_ARC
(21,4),-0.81269 # DEPENDENCYPART_ARC
(21,5),-11.2859 # DEPENDENCYPART_ARC
(21,6),-11.029 # DEPENDENCYPART_ARC
(21,7),-0.580934 # DEPENDENCYPART_ARC
(21,8),-0.178854 # DEPENDENCYPART_ARC
(21,9),0.00954559 # DEPENDENCYPART_ARC
(21,10),0.219928 # DEPENDENCYPART_ARC
(21,11),-6.59463 # DEPENDENCYPART_ARC
(21,12),0.288756 # DEPENDENCYPART_ARC
(21,13),0.128881 # DEPENDENCYPART_ARC
(21,14),-4.56864 # DEPENDENCYPART_ARC
(21,15),-0.0061041 # DEPENDENCYPART_ARC
(21,16),0.841694 # DEPENDENCYPART_ARC
(21,17),0.839398 # DEPENDENCYPART_ARC
(21,18),1.11672 # DEPENDENCYPART_ARC
(21,19),1.48036 # DEPENDENCYPART_ARC
(21,20),3.08092 # DEPENDENCYPART_ARC
(21,22),-0.134905 # DEPENDENCYPART_ARC
(21,23),-0.103382 # DEPENDENCYPART_ARC
(21,24),-0.230598 # DEPENDENCYPART_ARC
(21,25),-0.461427 # DEPENDENCYPART_ARC
(21,26),-0.934548 # DEPENDENCYPART_ARC
(21,27),-1.02454 # DEPENDENCYPART_ARC
(21,28),-0.58291 # DEPENDENCYPART_ARC
(21,29),-1.30871 # DEPENDENCYPART_ARC
(21,30),-0.71514 # DEPENDENCYPART_ARC
(21,31),-1.55404 # DEPENDENCYPART_ARC
(22,1),-0.371009 # DEPENDENCYPART_ARC
(22,2),0.373939 # DEPENDENCYPART_ARC
(22,3),-14.8977 # DEPENDENCYPART_ARC
(22,4),0.214049 # DEPENDENCYPART_ARC
(22,5),-12.2404 # DEPENDENCYPART_ARC
(22,6),-12.13 # DEPENDENCYPART_ARC
(22,7),0.010682 # DEPENDENCYPART_ARC
(22,8),0.0509751 # DEPENDENCYPART_ARC
(22,9),-0.182798 # DEPENDENCYPART_ARC
(22,10),0.914069 # DEPENDENCYPART_ARC
(22,11),-7.73332 # DEPENDENCYPART_ARC
(22,12),0.556212 # DEPENDENCYPART_ARC
(22,13),0.315135 # DEPENDENCYPART_ARC
(22,14),-5.18347 # DEPENDENCYPART_ARC
(22,15),0.712268 # DEPENDENCYPART_ARC
(22,16),1.19067 # DEPENDENCYPART_ARC
(22,17),1.8165 # DEPENDENCYPART_ARC
(22,18),1.79207 # DEPENDENCYPART_ARC
(22,19),1.66228 # DEPENDENCYPART_ARC
(22,20),1.17826 # DEPENDENCYPART_ARC
(22,21),3.24983 # DEPENDENCYPART_ARC
(22,23),0.248792 # DEPENDENCYPART_ARC
(22,24),-0.134227 # DEPENDENCYPART_ARC
(22,25),-0.319308 # DEPENDENCYPART_ARC
(22,26),-0.731945 # DEPENDENCYPART_ARC
(22,27),-0.950663 # DEPENDENCYPART_ARC
(22,28),-0.515135 # DEPENDENCYPART_ARC
(22,29),-1.27013 # DEPENDENCYPART_ARC
(22,30),-0.936398 # DEPENDENCYPART_ARC
(22,31),-1.25068 # DEPENDENCYPART_ARC
(23,1),-1.2147 # DEPENDENCYPART_ARC
(23,2),-0.737843 # DEPENDENCYPART_ARC
(23,3),-7.17301 # DEPENDENCYPART_ARC
(23,4),-0.18855 # DEPENDENCYPART_ARC
(23,5),-5.67935 # DEPENDENCYPART_ARC
(23,6),-4.98645 # DEPENDENCYPART_ARC
(23,7),-0.154996 # DEPENDENCYPART_ARC
(23,8),-0.516975 # DEPENDENCYPART_ARC
(23,9),-0.185734 # DEPENDENCYPART_ARC
(23,10),0.729259 # DEPENDENCYPART_ARC
(23,11),-2.70634 # DEPENDENCYPART_ARC
(23,12),-0.00292369 # DEPENDENCYPART_ARC
(23,13),1.02037 # DEPENDENCYPART_ARC
(23,14),-1.54303 # DEPENDENCYPART_ARC
(23,15),0.13633 # DEPENDENCYPART_ARC
(23,16),0.847466 # DEPENDENCYPART_ARC
(23,17),1.01739 # DEPENDENCYPART_ARC
(23,18),1.14082 # DEPENDENCYPART_ARC
(23,19),1.30601 # DEPENDENCYPART_ARC
(23,20),0.337383 # DEPENDENCYPART_ARC
(23,21),1.02556 # DEPENDENCYPART_ARC
(23,22),2.79224 # DEPENDENCYPART_ARC
(23,24),-0.252689 # DEPENDENCYPART_ARC
(23,25),-0.687501 # DEPENDENCYPART_ARC
(23,26),-1.38872 # DEPENDENCYPART_ARC
(23,27),-1.42379 # DEPENDENCYPART_ARC
(23,28),-0.975309 # DEPENDENCYPART_ARC
(23,29),-1.35992 # DEPENDENCYPART_ARC
(23,30),-1.32083 # DEPENDENCYPART_ARC
(23,31),-1.34748 # DEPENDENCYPART_ARC
(24,1),-2.00276 # DEPENDENCYPART_ARC
(24,2),-2.67199 # DEPENDENCYPART_ARC
(24,3),-10.9122 # DEPENDENCYPART_ARC
(24,4),-2.46317 # DEPENDENCYPART_ARC
(24,5),-8.97601 # DEPENDENCYPART_ARC
(24,6),-8.11658 # DEPENDENCYPART_ARC
(24,7),-1.62445 # DEPENDENCYPART_ARC
(24,8),-0.518475 # DEPENDENCYPART_ARC
(24,9),-0.731079 # DEPENDENCYPART_ARC
(24,10),-0.28207 # DEPENDENCYPART_ARC
(24,11),-5.98455 # DEPENDENCYPART_ARC
(24,12),-0.0716673 # DEPENDENCYPART_ARC
(24,13),0.118432 # DEPENDENCYPART_ARC
(24,14),-5.15622 # DEPENDENCYPART_ARC
(24,15),0.428712 # DEPENDENCYPART_ARC
(24,16),0.314152 # DEPENDENCYPART_ARC
(24,17),-0.46228 # DEPENDENCYPART_ARC
(24,18),0.0197603 # DEPENDENCYPART_ARC
(24,19),-0.0628124 # DEPENDENCYPART_ARC
(24,20),-0.996866 # DEPENDENCYPART_ARC
(24,21),-0.44059 # DEPENDENCYPART_ARC
(24,22),0.414022 # DEPENDENCYPART_ARC
(24,23),2.54856 # DEPENDENCYPART_ARC
(24,25),0.0304258 # DEPENDENCYPART_ARC
(24,26),-0.370623 # DEPENDENCYPART_ARC
(24,27),-0.692862 # DEPENDENCYPART_ARC
(24,28),-0.769292 # DEPENDENCYPART_ARC
(24,29),-1.2217 # DEPENDENCYPART_ARC
(24,30),-1.41156 # DEPENDENCYPART_ARC
(24,31),-1.18175 # DEPENDENCYPART_ARC
(25,1),-1.73285 # DEPENDENCYPART_ARC
(25,2),-0.782058 # DEPENDENCYPART_ARC
(25,3),-6.89918 # DEPENDENCYPART_ARC
(25,4),-0.694668 # DEPENDENCYPART_ARC
(25,5),-5.57844 # DEPENDENCYPART_ARC
(25,6),-5.12531 # DEPENDENCYPART_ARC
(25,7),-0.411358 # DEPENDENCYPART_ARC
(25,8),-0.797278 # DEPENDENCYPART_ARC
(25,9),-0.324709 # DEPENDENCYPART_ARC
(25,10),-0.0566207 # DEPENDENCYPART_ARC
(25,11),-3.7706 # DEPENDENCYPART_ARC
(25,12),-0.514921 # DEPENDENCYPART_ARC
(25,13),-0.497405 # DEPENDENCYPART_ARC
(25,14),-2.96167 # DEPENDENCYPART_ARC
(25,15),-0.156139 # DEPENDENCYPART_ARC
(25,16),0.518698 # DEPENDENCYPART_ARC
(25,17),0.472334 # DEPENDENCYPART_ARC
(25,18),0.587982 # DEPENDENCYPART_ARC
(25,19),0.668151 # DEPENDENCYPART_ARC
(25,20),-0.980778 # DEPENDENCYPART_ARC
(25,21),-0.807548 # DEPENDENCYPART_ARC
(25,22),-0.214639 # DEPENDENCYPART_ARC
(25,23),0.659651 # DEPENDENCYPART_ARC
(25,24),1.35841 # DEPENDENCYPART_ARC
(25,26),-0.354454 # DEPENDENCYPART_ARC
(25,27),-0.513831 # DEPENDENCYPART_ARC
(25,28),-0.394635 # DEPENDENCYPART_ARC
(25,29),-0.120063 # DEPENDENCYPART_ARC
(25,30),-0.257746 # DEPENDENCYPART_ARC
(25,31),-0.509823 # DEPENDENCYPART_ARC
(26,1),-2.56165 # DEPENDENCYPART_ARC
(26,2),-0.876942 # DEPENDENCYPART_ARC
(26,3),-9.37077 # DEPENDENCYPART_ARC
(26,4),-0.854369 # DEPENDENCYPART_ARC
(26,5),-7.67006 # DEPENDENCYPART_ARC
(26,6),-6.76938 # DEPENDENCYPART_ARC
(26,7),-0.743831 # DEPENDENCYPART_ARC
(26,8),-1.57157 # DEPENDENCYPART_ARC
(26,9),-1.24877 # DEPENDENCYPART_ARC
(26,10),-0.687731 # DEPENDENCYPART_ARC
(26,11),-5.04425 # DEPENDENCYPART_ARC
(26,12),-2.10077 # DEPENDENCYPART_ARC
(26,13),-0.948874 # DEPENDENCYPART_ARC
(26,14),-3.75624 # DEPENDENCYPART_ARC
(26,15),-1.73962 # DEPENDENCYPART_ARC
(26,16),-0.781865 # DEPENDENCYPART_ARC
(26,17),-0.709077 # DEPENDENCYPART_ARC
(26,18),-0.757214 # DEPENDENCYPART_ARC
(26,19),-0.77871 # DEPENDENCYPART_ARC
(26,20),-1.93696 # DEPENDENCYPART_ARC
(26,21),-1.49636 # DEPENDENCYPART_ARC
(26,22),-0.707705 # DEPENDENCYPART_ARC
(26,23),-1.07704 # DEPENDENCYPART_ARC
(26,24),-0.421772 # DEPENDENCYPART_ARC
(26,25),0.836541 # DEPENDENCYPART_ARC
(26,27),0.0556691 # DEPENDENCYPART_ARC
(26,28),0.229291 # DEPENDENCYPART_ARC
(26,29),-0.331513 # DEPENDENCYPART_ARC
(26,30),-0.292317 # DEPENDENCYPART_ARC
(26,31),-0.470291 # DEPENDENCYPART_ARC
(27,1),-2.00255 # DEPENDENCYPART_ARC
(27,2),-1.64844 # DEPENDENCYPART_ARC
(27,3),-9.02677 # DEPENDENCYPART_ARC
(27,4),-1.52647 # DEPENDENCYPART_ARC
(27,5),-7.40274 # DEPENDENCYPART_ARC
(27,6),-6.79064 # DEPENDENCYPART_ARC
(27,7),-1.08269 # DEPENDENCYPART_ARC
(27,8),-1.23178 # DEPENDENCYPART_ARC
(27,9),-1.02091 # DEPENDENCYPART_ARC
(27,10),-1.05432 # DEPENDENCYPART_ARC
(27,11),-4.71522 # DEPENDENCYPART_ARC
(27,12),-1.67351 # DEPENDENCYPART_ARC
(27,13),-0.590669 # DEPENDENCYPART_ARC
(27,14),-3.99962 # DEPENDENCYPART_ARC
(27,15),-1.27855 # DEPENDENCYPART_ARC
(27,16),-0.877175 # DEPENDENCYPART_ARC
(27,17),-0.784697 # DEPENDENCYPART_ARC
(27,18),-0.669702 # DEPENDENCYPART_ARC
(27,19),-0.635071 # DEPENDENCYPART_ARC
(27,20),-1.70378 # DEPENDENCYPART_ARC
(27,21),-1.29318 # DEPENDENCYPART_ARC
(27,22),-0.527013 # DEPENDENCYPART_ARC
(27,23),-0.748347 # DEPENDENCYPART_ARC
(27,24),-0.327148 # DEPENDENCYPART_ARC
(27,25),0.369616 # DEPENDENCYPART_ARC
(27,26),1.26262 # DEPENDENCYPART_ARC
(27,28),0.730557 # DEPENDENCYPART_ARC
(27,29),-0.0422253 # DEPENDENCYPART_ARC
(27,30),-0.163341 # DEPENDENCYPART_ARC
(27,31),-0.194776 # DEPENDENCYPART_ARC
(28,1),-0.107329 # DEPENDENCYPART_ARC
(28,2),-0.766577 # DEPENDENCYPART_ARC
(28,3),-0.635745 # DEPENDENCYPART_ARC
(28,4),0.00288428 # DEPENDENCYPART_ARC
(28,5),-0.762935 # DEPENDENCYPART_ARC
(28,6),-0.331835 # DEPENDENCYPART_ARC
(28,7),-0.766511 # DEPENDENCYPART_ARC
(28,8),0.722774 # DEPENDENCYPART_ARC
(28,9),-0.252718 # DEPENDENCYPART_ARC
(28,10),-1.43598 # DEPENDENCYPART_ARC
(28,11),-0.299097 # DEPENDENCYPART_ARC
(28,12),0.151166 # DEPENDENCYPART_ARC
(28,13),-0.453618 # DEPENDENCYPART_ARC
(28,14),-1.28014 # DEPENDENCYPART_ARC
(28,15),0.276455 # DEPENDENCYPART_ARC
(28,16),-0.848484 # DEPENDENCYPART_ARC
(28,17),0.721057 # DEPENDENCYPART_ARC
(28,18),-0.647399 # DEPENDENCYPART_ARC
(28,19),0.0792452 # DEPENDENCYPART_ARC
(28,20),-0.048612 # DEPENDENCYPART_ARC
(28,21),0.316553 # DEPENDENCYPART_ARC
(28,22),0.54716 # DEPENDENCYPART_ARC
(28,23),0.342212 # DEPENDENCYPART_ARC
(28,24),-0.20136 # DEPENDENCYPART_ARC
(28,25),0.8535 # DEPENDENCYPART_ARC
(28,26),1.35017 # DEPENDENCYPART_ARC
(28,27),2.0594 # DEPENDENCYPART_ARC
(28,29),-0.155104 # DEPENDENCYPART_ARC
(28,30),-0.484523 # DEPENDENCYPART_ARC
(28,31),-0.286744 # DEPENDENCYPART_ARC
(29,1),-1.19506 # DEPENDENCYPART_ARC
(29,2),-0.110971 # DEPENDENCYPART_ARC
(29,3),-20.3126 # DEPENDENCYPART_ARC
(29,4),-0.208245 # DEPENDENCYPART_ARC
(29,5),-17.7048 # DEPENDENCYPART_ARC
(29,6),-16.9316 # DEPENDENCYPART_ARC
(29,7),-0.202214 # DEPENDENCYPART_ARC
(29,8),-1.11255 # DEPENDENCYPART_ARC
(29,9),-1.11363 # DEPENDENCYPART_ARC
(29,10),-0.69075 # DEPENDENCYPART_ARC
(29,11),-13.241 # DEPENDENCYPART_ARC
(29,12),-0.538067 # DEPENDENCYPART_ARC
(29,13),-0.511748 # DEPENDENCYPART_ARC
(29,14),-11.0498 # DEPENDENCYPART_ARC
(29,15),-0.971983 # DEPENDENCYPART_ARC
(29,16),-0.230221 # DEPENDENCYPART_ARC
(29,17),0.35714 # DEPENDENCYPART_ARC
(29,18),0.244015 # DEPENDENCYPART_ARC
(29,19),0.00273441 # DEPENDENCYPART_ARC
(29,20),-5.09514 # DEPENDENCYPART_ARC
(29,21),-3.80318 # DEPENDENCYPART_ARC
(29,22),-2.9626 # DEPENDENCYPART_ARC
(29,23),-0.490766 # DEPENDENCYPART_ARC
(29,24),0.48753 # DEPENDENCYPART_ARC
(29,25),0.357262 # DEPENDENCYPART_ARC
(29,26),0.137473 # DEPENDENCYPART_ARC
(29,27),0.649444 # DEPENDENCYPART_ARC
(29,28),1.95819 # DEPENDENCYPART_ARC
(29,30),0.379977 # DEPENDENCYPART_ARC
(29,31),-0.32245 # DEPENDENCYPART_ARC
(30,1),-1.89744 # DEPENDENCYPART_ARC
(30,2),-0.0325201 # DEPENDENCYPART_ARC
(30,3),-16.0642 # DEPENDENCYPART_ARC
(30,4),-1.34011 # DEPENDENCYPART_ARC
(30,5),-13.5883 # DEPENDENCYPART_ARC
(30,6),-13.5624 # DEPENDENCYPART_ARC
(30,7),-0.0904136 # DEPENDENCYPART_ARC
(30,8),-0.4077 # DEPENDENCYPART_ARC
(30,9),0.111436 # DEPENDENCYPART_ARC
(30,10),-0.239572 # DEPENDENCYPART_ARC
(30,11),-10.5247 # DEPENDENCYPART_ARC
(30,12),-0.624419 # DEPENDENCYPART_ARC
(30,13),-0.152448 # DEPENDENCYPART_ARC
(30,14),-8.07952 # DEPENDENCYPART_ARC
(30,15),-0.445752 # DEPENDENCYPART_ARC
(30,16),0.617138 # DEPENDENCYPART_ARC
(30,17),0.0720227 # DEPENDENCYPART_ARC
(30,18),0.467481 # DEPENDENCYPART_ARC
(30,19),0.291005 # DEPENDENCYPART_ARC
(30,20),-4.23213 # DEPENDENCYPART_ARC
(30,21),-3.31481 # DEPENDENCYPART_ARC
(30,22),-3.60688 # DEPENDENCYPART_ARC
(30,23),0.133912 # DEPENDENCYPART_ARC
(30,24),1.46417 # DEPENDENCYPART_ARC
(30,25),0.682441 # DEPENDENCYPART_ARC
(30,26),0.405031 # DEPENDENCYPART_ARC
(30,27),1.08082 # DEPENDENCYPART_ARC
(30,28),1.93685 # DEPENDENCYPART_ARC
(30,29),2.66753 # DEPENDENCYPART_ARC
(30,31),-0.854369 # DEPENDENCYPART_ARC
(31,1),-0.341765 # DEPENDENCYPART_ARC
(31,2),-0.388088 # DEPENDENCYPART_ARC
(31,3),-5.48317 # DEPENDENCYPART_ARC
(31,4),-0.428991 # DEPENDENCYPART_ARC
(31,5),-7.65224 # DEPENDENCYPART_ARC
(31,6),-7.11746 # DEPENDENCYPART_ARC
(31,7),-0.549472 # DEPENDENCYPART_ARC
(31,8),-0.773534 # DEPENDENCYPART_ARC
(31,9),-1.22187 # DEPENDENCYPART_ARC
(31,10),-0.451749 # DEPENDENCYPART_ARC
(31,11),-5.65246 # DEPENDENCYPART_ARC
(31,12),-0.347788 # DEPENDENCYPART_ARC
(31,13),-0.0494286 # DEPENDENCYPART_ARC
(31,14),-3.00192 # DEPENDENCYPART_ARC
(31,15),0.148374 # DEPENDENCYPART_ARC
(31,16),0.229789 # DEPENDENCYPART_ARC
(31,17),0.266029 # DEPENDENCYPART_ARC
(31,18),0.344632 # DEPENDENCYPART_ARC
(31,19),0.164008 # DEPENDENCYPART_ARC
(31,20),-2.51152 # DEPENDENCYPART_ARC
(31,21),-2.23167 # DEPENDENCYPART_ARC
(31,22),-1.97481 # DEPENDENCYPART_ARC
(31,23),-0.0308164 # DEPENDENCYPART_ARC
(31,24),0.581502 # DEPENDENCYPART_ARC
(31,25),0.463153 # DEPENDENCYPART_ARC
(31,26),0.267295 # DEPENDENCYPART_ARC
(31,27),0.479016 # DEPENDENCYPART_ARC
(31,28),0.690187 # DEPENDENCYPART_ARC
(31,29),0.278311 # DEPENDENCYPART_ARC
(31,30),2.22923 # DEPENDENCYPART_ARC
