# _root_ Değişik yasalarda _ _ yapılacak _ değişiklikler ile askeri , ticari , _ _ bankacılık ve benzeri _ alanlardaki " sırların " kapsamı yeniden _ belirlenecek .
#goldHeads=2,5,4,5,7,7,8,23,21,0,21,0,14,15,16,17,19,19,21,0,23,0,26,26,26,27,0,
#predictedHeads=2,4,4,5,7,7,8,9,10,11,12,0,14,15,16,21,18,19,21,0,22,0,26,26,26,27,0,
(19,20),0.0944236 # DEPENDENCYPART_ARC
(19,21),-0.193773 # DEPENDENCYPART_ARC
(19,22),-0.676633 # DEPENDENCYPART_ARC
(19,23),-0.654254 # DEPENDENCYPART_ARC
(19,24),-0.55848 # DEPENDENCYPART_ARC
(19,25),-0.918165 # DEPENDENCYPART_ARC
(19,26),-0.872766 # DEPENDENCYPART_ARC
(19,27),-1.1282 # DEPENDENCYPART_ARC
(20,1),-1.50806 # DEPENDENCYPART_ARC
(20,2),-1.72731 # DEPENDENCYPART_ARC
(20,3),-5.02004 # DEPENDENCYPART_ARC
(20,4),-4.20656 # DEPENDENCYPART_ARC
(20,5),-1.56587 # DEPENDENCYPART_ARC
(20,6),-4.06516 # DEPENDENCYPART_ARC
(20,7),-1.62005 # DEPENDENCYPART_ARC
(20,8),-1.29717 # DEPENDENCYPART_ARC
(20,9),-1.39799 # DEPENDENCYPART_ARC
(20,10),-1.35498 # DEPENDENCYPART_ARC
(20,11),-1.49591 # DEPENDENCYPART_ARC
(20,12),-0.95363 # DEPENDENCYPART_ARC
(20,13),-2.65983 # DEPENDENCYPART_ARC
(20,14),-2.47575 # DEPENDENCYPART_ARC
(20,15),-0.967609 # DEPENDENCYPART_ARC
(20,16),-0.683538 # DEPENDENCYPART_ARC
(20,17),-0.690196 # DEPENDENCYPART_ARC
(20,18),-1.29158 # DEPENDENCYPART_ARC
(20,19),0.508352 # DEPENDENCYPART_ARC
(20,21),-0.27927 # DEPENDENCYPART_ARC
(20,22),-0.410305 # DEPENDENCYPART_ARC
(20,23),-0.544959 # DEPENDENCYPART_ARC
(20,24),-0.539187 # DEPENDENCYPART_ARC
(20,25),-0.779451 # DEPENDENCYPART_ARC
(20,26),-0.6033 # DEPENDENCYPART_ARC
(20,27),-1.01198 # DEPENDENCYPART_ARC
(21,1),-0.84237 # DEPENDENCYPART_ARC
(21,2),-2.43578 # DEPENDENCYPART_ARC
(21,3),-6.68243 # DEPENDENCYPART_ARC
(21,4),-6.1443 # DEPENDENCYPART_ARC
(21,5),0.639591 # DEPENDENCYPART_ARC
(21,6),-5.13106 # DEPENDENCYPART_ARC
(21,7),-1.06268 # DEPENDENCYPART_ARC
(21,8),0.35841 # DEPENDENCYPART_ARC
(21,9),-0.0363443 # DEPENDENCYPART_ARC
(21,10),0.137464 # DEPENDENCYPART_ARC
(21,11),0.113577 # DEPENDENCYPART_ARC
(21,12),0.217803 # DEPENDENCYPART_ARC
(21,13),-3.20388 # DEPENDENCYPART_ARC
(21,14),-3.03128 # DEPENDENCYPART_ARC
(21,15),-0.457754 # DEPENDENCYPART_ARC
(21,16),1.06802 # DEPENDENCYPART_ARC
(21,17),0.709321 # DEPENDENCYPART_ARC
(21,18),-2.46654 # DEPENDENCYPART_ARC
(21,19),2.75732 # DEPENDENCYPART_ARC
(21,20),1.41718 # DEPENDENCYPART_ARC
(21,22),0.778542 # DEPENDENCYPART_ARC
(21,23),-0.347989 # DEPENDENCYPART_ARC
(21,24),-0.377 # DEPENDENCYPART_ARC
(21,25),-0.546868 # DEPENDENCYPART_ARC
(21,26),-0.803983 # DEPENDENCYPART_ARC
(21,27),-0.691912 # DEPENDENCYPART_ARC
(22,1),-1.712 # DEPENDENCYPART_ARC
(22,2),-1.98524 # DEPENDENCYPART_ARC
(22,3),-5.42473 # DEPENDENCYPART_ARC
(22,4),-4.54084 # DEPENDENCYPART_ARC
(22,5),-1.47654 # DEPENDENCYPART_ARC
(22,6),-4.35166 # DEPENDENCYPART_ARC
(22,7),-1.99847 # DEPENDENCYPART_ARC
(22,8),-1.72385 # DEPENDENCYPART_ARC
(22,9),-1.33167 # DEPENDENCYPART_ARC
(22,10),-1.52858 # DEPENDENCYPART_ARC
(22,11),-1.30092 # DEPENDENCYPART_ARC
(22,12),-1.32356 # DEPENDENCYPART_ARC
(22,13),-3.07827 # DEPENDENCYPART_ARC
(22,14),-3.08999 # DEPENDENCYPART_ARC
(22,15),-1.17061 # DEPENDENCYPART_ARC
(22,16),-1.13416 # DEPENDENCYPART_ARC
(22,17),-1.21262 # DEPENDENCYPART_ARC
(22,18),-1.90272 # DEPENDENCYPART_ARC
(22,19),-0.800524 # DEPENDENCYPART_ARC
(22,20),-0.738298 # DEPENDENCYPART_ARC
(22,21),0.629699 # DEPENDENCYPART_ARC
(22,23),-0.0561156 # DEPENDENCYPART_ARC
(22,24),-0.392936 # DEPENDENCYPART_ARC
(22,25),-0.41864 # DEPENDENCYPART_ARC
(22,26),-0.382991 # DEPENDENCYPART_ARC
(22,27),-0.712418 # DEPENDENCYPART_ARC
(23,1),-1.11305 # DEPENDENCYPART_ARC
(23,2),-1.83107 # DEPENDENCYPART_ARC
(23,3),-7.50785 # DEPENDENCYPART_ARC
(23,4),-7.21127 # DEPENDENCYPART_ARC
(23,5),-0.126037 # DEPENDENCYPART_ARC
(23,6),-5.93214 # DEPENDENCYPART_ARC
(23,7),-0.820999 # DEPENDENCYPART_ARC
(23,8),0.0256502 # DEPENDENCYPART_ARC
(23,9),-0.357405 # DEPENDENCYPART_ARC
(23,10),0.0439252 # DEPENDENCYPART_ARC
(23,11),-0.238019 # DEPENDENCYPART_ARC
(23,12),-0.0987829 # DEPENDENCYPART_ARC
(23,13),-3.78896 # DEPENDENCYPART_ARC
(23,14),-3.20307 # DEPENDENCYPART_ARC
(23,15),-0.285499 # DEPENDENCYPART_ARC
(23,16),0.714202 # DEPENDENCYPART_ARC
(23,17),0.577771 # DEPENDENCYPART_ARC
(23,18),-2.0656 # DEPENDENCYPART_ARC
(23,19),1.48287 # DEPENDENCYPART_ARC
(23,20),0.13271 # DEPENDENCYPART_ARC
(23,21),0.00404258 # DEPENDENCYPART_ARC
(23,22),1.53827 # DEPENDENCYPART_ARC
(23,24),-0.205236 # DEPENDENCYPART_ARC
(23,25),-0.729996 # DEPENDENCYPART_ARC
(23,26),-1.52442 # DEPENDENCYPART_ARC
(23,27),-0.92147 # DEPENDENCYPART_ARC
(24,1),-1.4934 # DEPENDENCYPART_ARC
(24,2),-1.81952 # DEPENDENCYPART_ARC
(24,3),-3.12634 # DEPENDENCYPART_ARC
(24,4),-2.36735 # DEPENDENCYPART_ARC
(24,5),-1.47516 # DEPENDENCYPART_ARC
(24,6),-1.47025 # DEPENDENCYPART_ARC
(24,7),-1.99398 # DEPENDENCYPART_ARC
(24,8),-0.540761 # DEPENDENCYPART_ARC
(24,9),-1.19916 # DEPENDENCYPART_ARC
(24,10),-0.914885 # DEPENDENCYPART_ARC
(24,11),-1.11598 # DEPENDENCYPART_ARC
(24,12),-0.987745 # DEPENDENCYPART_ARC
(24,13),-1.82752 # DEPENDENCYPART_ARC
(24,14),-1.65883 # DEPENDENCYPART_ARC
(24,15),-1.50925 # DEPENDENCYPART_ARC
(24,16),-0.478865 # DEPENDENCYPART_ARC
(24,17),-0.986066 # DEPENDENCYPART_ARC
(24,18),-0.958896 # DEPENDENCYPART_ARC
(24,19),-0.754289 # DEPENDENCYPART_ARC
(24,20),-0.634422 # DEPENDENCYPART_ARC
(24,21),-0.960941 # DEPENDENCYPART_ARC
(24,22),0.0591615 # DEPENDENCYPART_ARC
(24,23),0.948627 # DEPENDENCYPART_ARC
(24,25),-0.0596251 # DEPENDENCYPART_ARC
(24,26),-0.362673 # DEPENDENCYPART_ARC
(24,27),-0.518161 # DEPENDENCYPART_ARC
(25,1),-1.67441 # DEPENDENCYPART_ARC
(25,2),-0.476618 # DEPENDENCYPART_ARC
(25,3),-12.5956 # DEPENDENCYPART_ARC
(25,4),-11.6106 # DEPENDENCYPART_ARC
(25,5),-1.5063 # DEPENDENCYPART_ARC
(25,6),-11.2028 # DEPENDENCYPART_ARC
(25,7),-0.082814 # DEPENDENCYPART_ARC
(25,8),-1.17384 # DEPENDENCYPART_ARC
(25,9),-1.27583 # DEPENDENCYPART_ARC
(25,10),-1.00645 # DEPENDENCYPART_ARC
(25,11),-1.07446 # DEPENDENCYPART_ARC
(25,12),-0.885353 # DEPENDENCYPART_ARC
(25,13),-6.54941 # DEPENDENCYPART_ARC
(25,14),-5.37945 # DEPENDENCYPART_ARC
(25,15),-0.165929 # DEPENDENCYPART_ARC
(25,16),-0.753143 # DEPENDENCYPART_ARC
(25,17),-1.14257 # DEPENDENCYPART_ARC
(25,18),-2.53781 # DEPENDENCYPART_ARC
(25,19),-1.07562 # DEPENDENCYPART_ARC
(25,20),-0.317927 # DEPENDENCYPART_ARC
(25,21),-0.0810852 # DEPENDENCYPART_ARC
(25,22),0.278457 # DEPENDENCYPART_ARC
(25,23),1.36104 # DEPENDENCYPART_ARC
(25,24),1.11416 # DEPENDENCYPART_ARC
(25,26),0.69123 # DEPENDENCYPART_ARC
(25,27),-0.110951 # DEPENDENCYPART_ARC
(26,1),-1.1383 # DEPENDENCYPART_ARC
(26,2),1.57447 # DEPENDENCYPART_ARC
(26,3),-9.32911 # DEPENDENCYPART_ARC
(26,4),-9.4095 # DEPENDENCYPART_ARC
(26,5),-1.37894 # DEPENDENCYPART_ARC
(26,6),-8.33329 # DEPENDENCYPART_ARC
(26,7),2.13149 # DEPENDENCYPART_ARC
(26,8),0.0284399 # DEPENDENCYPART_ARC
(26,9),-0.308403 # DEPENDENCYPART_ARC
(26,10),0.293448 # DEPENDENCYPART_ARC
(26,11),-0.144045 # DEPENDENCYPART_ARC
(26,12),0.304868 # DEPENDENCYPART_ARC
(26,13),-4.62929 # DEPENDENCYPART_ARC
(26,14),-3.74157 # DEPENDENCYPART_ARC
(26,15),1.22274 # DEPENDENCYPART_ARC
(26,16),0.374757 # DEPENDENCYPART_ARC
(26,17),0.226475 # DEPENDENCYPART_ARC
(26,18),-1.11521 # DEPENDENCYPART_ARC
(26,19),0.300785 # DEPENDENCYPART_ARC
(26,20),0.144149 # DEPENDENCYPART_ARC
(26,21),0.367057 # DEPENDENCYPART_ARC
(26,22),0.663593 # DEPENDENCYPART_ARC
(26,23),1.52528 # DEPENDENCYPART_ARC
(26,24),2.15992 # DEPENDENCYPART_ARC
(26,25),3.01834 # DEPENDENCYPART_ARC
(26,27),-0.311468 # DEPENDENCYPART_ARC
(27,1),-0.46481 # DEPENDENCYPART_ARC
(27,2),-1.0712 # DEPENDENCYPART_ARC
(27,3),-7.43358 # DEPENDENCYPART_ARC
(27,4),-7.04891 # DEPENDENCYPART_ARC
(27,5),-0.725774 # DEPENDENCYPART_ARC
(27,6),-6.29902 # DEPENDENCYPART_ARC
(27,7),-0.522034 # DEPENDENCYPART_ARC
(27,8),-1.46934 # DEPENDENCYPART_ARC
(27,9),-0.426267 # DEPENDENCYPART_ARC
(27,10),-1.05854 # DEPENDENCYPART_ARC
(27,11),-0.430416 # DEPENDENCYPART_ARC
(27,12),-0.787525 # DEPENDENCYPART_ARC
(27,13),-4.32486 # DEPENDENCYPART_ARC
(27,14),-3.68982 # DEPENDENCYPART_ARC
(27,15),0.0175226 # DEPENDENCYPART_ARC
(27,16),-0.232968 # DEPENDENCYPART_ARC
(27,17),-0.309249 # DEPENDENCYPART_ARC
(27,18),-2.249 # DEPENDENCYPART_ARC
(27,19),-0.26076 # DEPENDENCYPART_ARC
(27,20),-0.309265 # DEPENDENCYPART_ARC
(27,21),0.257791 # DEPENDENCYPART_ARC
(27,22),0.0261387 # DEPENDENCYPART_ARC
(27,23),0.558588 # DEPENDENCYPART_ARC
(27,24),-0.159023 # DEPENDENCYPART_ARC
(27,25),-0.418776 # DEPENDENCYPART_ARC
(27,26),1.92845 # DEPENDENCYPART_ARC
