# _root_ _ İnsanlık , _ Roma_İmparatorluğu döneminin öncesinde bu birleşime çok yaklaşmış , fakat çağdaş bilimin _ doğuşu için Bilimsel_Devrimi _ beklemek zorunda_kalmıştır .
#goldHeads=2,11,0,5,6,7,11,9,11,11,12,22,23,15,17,17,18,22,20,21,22,23,0,
#predictedHeads=2,11,0,5,6,7,11,9,11,11,12,22,23,15,17,17,18,22,20,21,22,23,0,
(22,23),-0.38511 # DEPENDENCYPART_ARC
(23,1),-7.43265 # DEPENDENCYPART_ARC
(23,2),-0.848532 # DEPENDENCYPART_ARC
(23,3),-1.03258 # DEPENDENCYPART_ARC
(23,4),-6.15247 # DEPENDENCYPART_ARC
(23,5),-0.240052 # DEPENDENCYPART_ARC
(23,6),-0.198529 # DEPENDENCYPART_ARC
(23,7),-0.0553438 # DEPENDENCYPART_ARC
(23,8),-0.143268 # DEPENDENCYPART_ARC
(23,9),-0.0960548 # DEPENDENCYPART_ARC
(23,10),-0.850258 # DEPENDENCYPART_ARC
(23,11),0.179684 # DEPENDENCYPART_ARC
(23,12),0.256024 # DEPENDENCYPART_ARC
(23,13),1.80611 # DEPENDENCYPART_ARC
(23,14),-0.111395 # DEPENDENCYPART_ARC
(23,15),0.0251198 # DEPENDENCYPART_ARC
(23,16),-2.72534 # DEPENDENCYPART_ARC
(23,17),0.0764128 # DEPENDENCYPART_ARC
(23,18),0.17287 # DEPENDENCYPART_ARC
(23,19),0.198911 # DEPENDENCYPART_ARC
(23,20),-1.26093 # DEPENDENCYPART_ARC
(23,21),0.096207 # DEPENDENCYPART_ARC
(23,22),1.74128 # DEPENDENCYPART_ARC
