# _root_ Birkaç tane rapor ve kamuoyunda da bu olayın kaza _ olmadığı , suikast _ olduğu gibi yaygın bir kanaat _ vardı , o kadar .
#goldHeads=2,3,4,5,20,5,8,10,10,11,12,14,14,15,16,19,19,19,20,21,22,24,24,25,0,
#predictedHeads=2,3,4,5,10,5,8,11,11,11,21,0,15,15,16,21,19,19,21,21,22,0,24,25,0,
(21,3),1.0223 # DEPENDENCYPART_ARC
(21,4),-0.493891 # DEPENDENCYPART_ARC
(21,5),0.205386 # DEPENDENCYPART_ARC
(21,6),-1.44043 # DEPENDENCYPART_ARC
(21,7),-0.537976 # DEPENDENCYPART_ARC
(21,8),-0.832606 # DEPENDENCYPART_ARC
(21,9),-0.0174491 # DEPENDENCYPART_ARC
(21,10),-5.45449 # DEPENDENCYPART_ARC
(21,11),1.2175 # DEPENDENCYPART_ARC
(21,12),0.295119 # DEPENDENCYPART_ARC
(21,13),1.01337 # DEPENDENCYPART_ARC
(21,14),-2.27895 # DEPENDENCYPART_ARC
(21,15),0.881854 # DEPENDENCYPART_ARC
(21,16),1.67677 # DEPENDENCYPART_ARC
(21,17),0.250028 # DEPENDENCYPART_ARC
(21,18),0.353275 # DEPENDENCYPART_ARC
(21,19),2.25338 # DEPENDENCYPART_ARC
(21,20),2.30578 # DEPENDENCYPART_ARC
(21,22),-0.33632 # DEPENDENCYPART_ARC
(21,23),-0.653691 # DEPENDENCYPART_ARC
(21,24),-0.0791378 # DEPENDENCYPART_ARC
(21,25),-1.22061 # DEPENDENCYPART_ARC
(22,1),-1.52873 # DEPENDENCYPART_ARC
(22,2),-1.04005 # DEPENDENCYPART_ARC
(22,3),-1.1082 # DEPENDENCYPART_ARC
(22,4),-1.13106 # DEPENDENCYPART_ARC
(22,5),-0.741668 # DEPENDENCYPART_ARC
(22,6),-1.50633 # DEPENDENCYPART_ARC
(22,7),-0.773795 # DEPENDENCYPART_ARC
(22,8),-0.158333 # DEPENDENCYPART_ARC
(22,9),-0.323107 # DEPENDENCYPART_ARC
(22,10),-3.66542 # DEPENDENCYPART_ARC
(22,11),-0.397302 # DEPENDENCYPART_ARC
(22,12),-0.0952312 # DEPENDENCYPART_ARC
(22,13),0.188295 # DEPENDENCYPART_ARC
(22,14),-2.2862 # DEPENDENCYPART_ARC
(22,15),0.0895558 # DEPENDENCYPART_ARC
(22,16),0.242908 # DEPENDENCYPART_ARC
(22,17),-0.0545387 # DEPENDENCYPART_ARC
(22,18),-0.000710018 # DEPENDENCYPART_ARC
(22,19),0.730021 # DEPENDENCYPART_ARC
(22,20),-0.210446 # DEPENDENCYPART_ARC
(22,21),1.89171 # DEPENDENCYPART_ARC
(22,23),-0.0584916 # DEPENDENCYPART_ARC
(22,24),-0.291692 # DEPENDENCYPART_ARC
(22,25),-0.144103 # DEPENDENCYPART_ARC
(23,1),-1.71842 # DEPENDENCYPART_ARC
(23,2),-1.68565 # DEPENDENCYPART_ARC
(23,3),-1.462 # DEPENDENCYPART_ARC
(23,4),-1.38061 # DEPENDENCYPART_ARC
(23,5),-1.46149 # DEPENDENCYPART_ARC
(23,6),-1.21395 # DEPENDENCYPART_ARC
(23,7),-1.39146 # DEPENDENCYPART_ARC
(23,8),-1.43205 # DEPENDENCYPART_ARC
(23,9),-1.31999 # DEPENDENCYPART_ARC
(23,10),-1.47008 # DEPENDENCYPART_ARC
(23,11),-1.34863 # DEPENDENCYPART_ARC
(23,12),-1.26959 # DEPENDENCYPART_ARC
(23,13),-1.38031 # DEPENDENCYPART_ARC
(23,14),-1.45935 # DEPENDENCYPART_ARC
(23,15),-1.45412 # DEPENDENCYPART_ARC
(23,16),-1.35188 # DEPENDENCYPART_ARC
(23,17),-1.40756 # DEPENDENCYPART_ARC
(23,18),-1.33737 # DEPENDENCYPART_ARC
(23,19),-1.36564 # DEPENDENCYPART_ARC
(23,20),-1.0567 # DEPENDENCYPART_ARC
(23,21),-1.05143 # DEPENDENCYPART_ARC
(23,22),0.206463 # DEPENDENCYPART_ARC
(23,24),0.000581131 # DEPENDENCYPART_ARC
(23,25),-0.051184 # DEPENDENCYPART_ARC
(24,1),-1.42051 # DEPENDENCYPART_ARC
(24,2),-0.917669 # DEPENDENCYPART_ARC
(24,3),-1.36825 # DEPENDENCYPART_ARC
(24,4),-0.456514 # DEPENDENCYPART_ARC
(24,5),-1.89603 # DEPENDENCYPART_ARC
(24,6),-1.0562 # DEPENDENCYPART_ARC
(24,7),-0.274322 # DEPENDENCYPART_ARC
(24,8),-0.926313 # DEPENDENCYPART_ARC
(24,9),-0.609039 # DEPENDENCYPART_ARC
(24,10),-3.91948 # DEPENDENCYPART_ARC
(24,11),-0.480909 # DEPENDENCYPART_ARC
(24,12),0.419527 # DEPENDENCYPART_ARC
(24,13),-0.256377 # DEPENDENCYPART_ARC
(24,14),-1.93195 # DEPENDENCYPART_ARC
(24,15),-0.445314 # DEPENDENCYPART_ARC
(24,16),0.869772 # DEPENDENCYPART_ARC
(24,17),0.714515 # DEPENDENCYPART_ARC
(24,18),0.655284 # DEPENDENCYPART_ARC
(24,19),-0.115482 # DEPENDENCYPART_ARC
(24,20),-0.0359242 # DEPENDENCYPART_ARC
(24,21),0.557874 # DEPENDENCYPART_ARC
(24,22),0.812492 # DEPENDENCYPART_ARC
(24,23),3.05085 # DEPENDENCYPART_ARC
(24,25),-0.222453 # DEPENDENCYPART_ARC
(25,1),-0.901198 # DEPENDENCYPART_ARC
(25,2),-0.752033 # DEPENDENCYPART_ARC
(25,3),-0.724201 # DEPENDENCYPART_ARC
(25,4),-1.27193 # DEPENDENCYPART_ARC
(25,5),-0.304272 # DEPENDENCYPART_ARC
(25,6),-1.90583 # DEPENDENCYPART_ARC
(25,7),-0.19515 # DEPENDENCYPART_ARC
(25,8),-0.039256 # DEPENDENCYPART_ARC
(25,9),-0.132618 # DEPENDENCYPART_ARC
(25,10),-4.1502 # DEPENDENCYPART_ARC
(25,11),-0.476789 # DEPENDENCYPART_ARC
(25,12),-0.00653984 # DEPENDENCYPART_ARC
(25,13),0.118836 # DEPENDENCYPART_ARC
(25,14),-2.55562 # DEPENDENCYPART_ARC
(25,15),0.0250767 # DEPENDENCYPART_ARC
(25,16),0.0662181 # DEPENDENCYPART_ARC
(25,17),-0.659636 # DEPENDENCYPART_ARC
(25,18),0.0326075 # DEPENDENCYPART_ARC
(25,19),0.347304 # DEPENDENCYPART_ARC
(25,20),-1.68808 # DEPENDENCYPART_ARC
(25,21),1.45843 # DEPENDENCYPART_ARC
(25,22),0.173402 # DEPENDENCYPART_ARC
(25,23),0.490367 # DEPENDENCYPART_ARC
(25,24),0.70196 # DEPENDENCYPART_ARC
