# _root_ Bir konuda bilgi _ verirken veya bir gerçeği _ savunurken , _ türlü kanıtlardan _ _ faydalanan , bunları bilimsel biçimde _ inceleyen gazete ve dergi yazılarına makale _ denir .
#goldHeads=2,4,4,5,6,10,8,9,10,16,0,13,14,16,16,17,18,23,22,21,22,23,24,25,26,27,30,30,30,31,0,
#predictedHeads=2,4,4,5,6,7,8,9,10,30,0,13,14,16,16,17,18,30,22,21,22,23,24,25,26,27,30,30,30,31,0,
(16,24),-1.77252 # DEPENDENCYPART_ARC
(16,25),-1.95646 # DEPENDENCYPART_ARC
(16,26),-2.25354 # DEPENDENCYPART_ARC
(16,27),-2.1722 # DEPENDENCYPART_ARC
(16,28),-3.00354 # DEPENDENCYPART_ARC
(16,29),-2.35646 # DEPENDENCYPART_ARC
(16,30),-1.45334 # DEPENDENCYPART_ARC
(16,31),-2.24879 # DEPENDENCYPART_ARC
(17,1),-0.371135 # DEPENDENCYPART_ARC
(17,2),-0.225563 # DEPENDENCYPART_ARC
(17,3),0.210982 # DEPENDENCYPART_ARC
(17,4),-2.53495 # DEPENDENCYPART_ARC
(17,5),0.000994089 # DEPENDENCYPART_ARC
(17,6),-0.000702161 # DEPENDENCYPART_ARC
(17,7),-0.0638304 # DEPENDENCYPART_ARC
(17,8),0.325562 # DEPENDENCYPART_ARC
(17,9),-1.42687 # DEPENDENCYPART_ARC
(17,10),0.529425 # DEPENDENCYPART_ARC
(17,11),0.544593 # DEPENDENCYPART_ARC
(17,12),0.574672 # DEPENDENCYPART_ARC
(17,13),0.542068 # DEPENDENCYPART_ARC
(17,14),1.61276 # DEPENDENCYPART_ARC
(17,15),2.73774 # DEPENDENCYPART_ARC
(17,16),2.67646 # DEPENDENCYPART_ARC
(17,18),-0.506954 # DEPENDENCYPART_ARC
(17,19),-0.752367 # DEPENDENCYPART_ARC
(17,20),-1.50152 # DEPENDENCYPART_ARC
(17,21),-1.12572 # DEPENDENCYPART_ARC
(17,22),-1.50041 # DEPENDENCYPART_ARC
(17,23),-1.66155 # DEPENDENCYPART_ARC
(17,24),-1.2833 # DEPENDENCYPART_ARC
(17,25),-1.59436 # DEPENDENCYPART_ARC
(17,26),-1.5816 # DEPENDENCYPART_ARC
(17,27),-1.7081 # DEPENDENCYPART_ARC
(17,28),-2.04628 # DEPENDENCYPART_ARC
(17,29),-1.97084 # DEPENDENCYPART_ARC
(17,30),-2.0132 # DEPENDENCYPART_ARC
(17,31),-1.81917 # DEPENDENCYPART_ARC
(18,1),-0.24305 # DEPENDENCYPART_ARC
(18,2),-0.256289 # DEPENDENCYPART_ARC
(18,3),-0.286548 # DEPENDENCYPART_ARC
(18,4),-3.97837 # DEPENDENCYPART_ARC
(18,5),-0.313095 # DEPENDENCYPART_ARC
(18,6),-0.394213 # DEPENDENCYPART_ARC
(18,7),-0.245222 # DEPENDENCYPART_ARC
(18,8),-0.0415201 # DEPENDENCYPART_ARC
(18,9),-2.69049 # DEPENDENCYPART_ARC
(18,10),-0.195553 # DEPENDENCYPART_ARC
(18,11),-0.104106 # DEPENDENCYPART_ARC
(18,12),-1.42899 # DEPENDENCYPART_ARC
(18,13),-0.176824 # DEPENDENCYPART_ARC
(18,14),0.255231 # DEPENDENCYPART_ARC
(18,15),-0.320092 # DEPENDENCYPART_ARC
(18,16),0.139066 # DEPENDENCYPART_ARC
(18,17),1.2458 # DEPENDENCYPART_ARC
(18,19),0.1692 # DEPENDENCYPART_ARC
(18,20),-0.32424 # DEPENDENCYPART_ARC
(18,21),0.0595078 # DEPENDENCYPART_ARC
(18,22),0.0337175 # DEPENDENCYPART_ARC
(18,23),-0.460487 # DEPENDENCYPART_ARC
(18,24),-0.126241 # DEPENDENCYPART_ARC
(18,25),-0.343922 # DEPENDENCYPART_ARC
(18,26),-0.538581 # DEPENDENCYPART_ARC
(18,27),-0.484271 # DEPENDENCYPART_ARC
(18,28),-0.576042 # DEPENDENCYPART_ARC
(18,29),-0.884142 # DEPENDENCYPART_ARC
(18,30),-0.46985 # DEPENDENCYPART_ARC
(18,31),-1.60814 # DEPENDENCYPART_ARC
(19,1),-0.801519 # DEPENDENCYPART_ARC
(19,2),-3.5984 # DEPENDENCYPART_ARC
(19,3),-3.40637 # DEPENDENCYPART_ARC
(19,4),-1.90682 # DEPENDENCYPART_ARC
(19,5),-0.717745 # DEPENDENCYPART_ARC
(19,6),-1.03248 # DEPENDENCYPART_ARC
(19,7),-0.622506 # DEPENDENCYPART_ARC
(19,8),-3.22502 # DEPENDENCYPART_ARC
(19,9),-1.67907 # DEPENDENCYPART_ARC
(19,10),-0.778271 # DEPENDENCYPART_ARC
(19,11),-0.777494 # DEPENDENCYPART_ARC
(19,12),-3.27005 # DEPENDENCYPART_ARC
(19,13),-0.44947 # DEPENDENCYPART_ARC
(19,14),-2.13917 # DEPENDENCYPART_ARC
(19,15),-3.03362 # DEPENDENCYPART_ARC
(19,16),-0.97263 # DEPENDENCYPART_ARC
(19,17),-0.172424 # DEPENDENCYPART_ARC
(19,18),0.643494 # DEPENDENCYPART_ARC
(19,20),0.18178 # DEPENDENCYPART_ARC
(19,21),-0.542399 # DEPENDENCYPART_ARC
(19,22),-0.40791 # DEPENDENCYPART_ARC
(19,23),-0.136092 # DEPENDENCYPART_ARC
(19,24),-0.58323 # DEPENDENCYPART_ARC
(19,25),-0.306277 # DEPENDENCYPART_ARC
(19,26),-0.924634 # DEPENDENCYPART_ARC
(19,27),-1.1371 # DEPENDENCYPART_ARC
(19,28),-1.0273 # DEPENDENCYPART_ARC
(19,29),-0.512076 # DEPENDENCYPART_ARC
(19,30),-0.916126 # DEPENDENCYPART_ARC
(19,31),-0.730556 # DEPENDENCYPART_ARC
(20,1),-1.29742 # DEPENDENCYPART_ARC
(20,2),-1.37753 # DEPENDENCYPART_ARC
(20,3),-1.08485 # DEPENDENCYPART_ARC
(20,4),-3.79658 # DEPENDENCYPART_ARC
(20,5),-1.33368 # DEPENDENCYPART_ARC
(20,6),-0.97838 # DEPENDENCYPART_ARC
(20,7),-1.00419 # DEPENDENCYPART_ARC
(20,8),-0.731795 # DEPENDENCYPART_ARC
(20,9),-2.77316 # DEPENDENCYPART_ARC
(20,10),-0.781818 # DEPENDENCYPART_ARC
(20,11),-1.00451 # DEPENDENCYPART_ARC
(20,12),-1.53393 # DEPENDENCYPART_ARC
(20,13),-1.04667 # DEPENDENCYPART_ARC
(20,14),-0.558716 # DEPENDENCYPART_ARC
(20,15),0.0527893 # DEPENDENCYPART_ARC
(20,16),-0.0717892 # DEPENDENCYPART_ARC
(20,17),-0.599396 # DEPENDENCYPART_ARC
(20,18),0.515286 # DEPENDENCYPART_ARC
(20,19),1.14923 # DEPENDENCYPART_ARC
(20,21),0.310455 # DEPENDENCYPART_ARC
(20,22),-0.246473 # DEPENDENCYPART_ARC
(20,23),-0.586403 # DEPENDENCYPART_ARC
(20,24),-0.221355 # DEPENDENCYPART_ARC
(20,25),-0.440529 # DEPENDENCYPART_ARC
(20,26),-0.70053 # DEPENDENCYPART_ARC
(20,27),-0.829009 # DEPENDENCYPART_ARC
(20,28),-0.978527 # DEPENDENCYPART_ARC
(20,29),-0.8598 # DEPENDENCYPART_ARC
(20,30),-0.841576 # DEPENDENCYPART_ARC
(20,31),-0.945702 # DEPENDENCYPART_ARC
(21,1),-0.965717 # DEPENDENCYPART_ARC
(21,2),-2.03641 # DEPENDENCYPART_ARC
(21,3),-1.15049 # DEPENDENCYPART_ARC
(21,4),-6.17956 # DEPENDENCYPART_ARC
(21,5),-0.461398 # DEPENDENCYPART_ARC
(21,6),-0.550984 # DEPENDENCYPART_ARC
(21,7),-0.138086 # DEPENDENCYPART_ARC
(21,8),-1.55508 # DEPENDENCYPART_ARC
(21,9),-4.72128 # DEPENDENCYPART_ARC
(21,10),-0.364108 # DEPENDENCYPART_ARC
(21,11),-0.57094 # DEPENDENCYPART_ARC
(21,12),-4.33642 # DEPENDENCYPART_ARC
(21,13),0.0972745 # DEPENDENCYPART_ARC
(21,14),-1.56951 # DEPENDENCYPART_ARC
(21,15),-2.52947 # DEPENDENCYPART_ARC
(21,16),-1.01135 # DEPENDENCYPART_ARC
(21,17),0.729036 # DEPENDENCYPART_ARC
(21,18),0.404882 # DEPENDENCYPART_ARC
(21,19),1.24913 # DEPENDENCYPART_ARC
(21,20),2.27453 # DEPENDENCYPART_ARC
(21,22),0.29976 # DEPENDENCYPART_ARC
(21,23),0.266056 # DEPENDENCYPART_ARC
(21,24),-0.52766 # DEPENDENCYPART_ARC
(21,25),-0.386196 # DEPENDENCYPART_ARC
(21,26),-0.997463 # DEPENDENCYPART_ARC
(21,27),-1.06021 # DEPENDENCYPART_ARC
(21,28),-1.3854 # DEPENDENCYPART_ARC
(21,29),-0.906982 # DEPENDENCYPART_ARC
(21,30),-0.81024 # DEPENDENCYPART_ARC
(21,31),-1.19021 # DEPENDENCYPART_ARC
(22,1),-1.30884 # DEPENDENCYPART_ARC
(22,2),-0.884655 # DEPENDENCYPART_ARC
(22,3),-0.681965 # DEPENDENCYPART_ARC
(22,4),-11.0483 # DEPENDENCYPART_ARC
(22,5),0.0927198 # DEPENDENCYPART_ARC
(22,6),-0.31328 # DEPENDENCYPART_ARC
(22,7),-1.13687 # DEPENDENCYPART_ARC
(22,8),0.481062 # DEPENDENCYPART_ARC
(22,9),-8.09037 # DEPENDENCYPART_ARC
(22,10),-0.00836994 # DEPENDENCYPART_ARC
(22,11),-1.29499 # DEPENDENCYPART_ARC
(22,12),-5.76035 # DEPENDENCYPART_ARC
(22,13),-0.0737137 # DEPENDENCYPART_ARC
(22,14),0.124951 # DEPENDENCYPART_ARC
(22,15),-3.14739 # DEPENDENCYPART_ARC
(22,16),-2.6662 # DEPENDENCYPART_ARC
(22,17),-0.433016 # DEPENDENCYPART_ARC
(22,18),0.05913 # DEPENDENCYPART_ARC
(22,19),2.01353 # DEPENDENCYPART_ARC
(22,20),0.479211 # DEPENDENCYPART_ARC
(22,21),2.55818 # DEPENDENCYPART_ARC
(22,23),0.166015 # DEPENDENCYPART_ARC
(22,24),-0.189108 # DEPENDENCYPART_ARC
(22,25),-0.505442 # DEPENDENCYPART_ARC
(22,26),-1.10919 # DEPENDENCYPART_ARC
(22,27),-1.19799 # DEPENDENCYPART_ARC
(22,28),-1.81402 # DEPENDENCYPART_ARC
(22,29),-1.22007 # DEPENDENCYPART_ARC
(22,30),-0.962973 # DEPENDENCYPART_ARC
(22,31),-1.37383 # DEPENDENCYPART_ARC
(23,1),-0.995268 # DEPENDENCYPART_ARC
(23,2),-0.368279 # DEPENDENCYPART_ARC
(23,3),0.210088 # DEPENDENCYPART_ARC
(23,4),-4.29718 # DEPENDENCYPART_ARC
(23,5),-0.504499 # DEPENDENCYPART_ARC
(23,6),-0.403008 # DEPENDENCYPART_ARC
(23,7),-0.48647 # DEPENDENCYPART_ARC
(23,8),-0.118889 # DEPENDENCYPART_ARC
(23,9),-3.11189 # DEPENDENCYPART_ARC
(23,10),0.00772692 # DEPENDENCYPART_ARC
(23,11),-0.542019 # DEPENDENCYPART_ARC
(23,12),-1.70857 # DEPENDENCYPART_ARC
(23,13),-0.328136 # DEPENDENCYPART_ARC
(23,14),0.450168 # DEPENDENCYPART_ARC
(23,15),-0.15067 # DEPENDENCYPART_ARC
(23,16),-0.510433 # DEPENDENCYPART_ARC
(23,17),-0.341014 # DEPENDENCYPART_ARC
(23,18),0.778634 # DEPENDENCYPART_ARC
(23,19),0.587417 # DEPENDENCYPART_ARC
(23,20),0.643937 # DEPENDENCYPART_ARC
(23,21),1.92521 # DEPENDENCYPART_ARC
(23,22),2.6671 # DEPENDENCYPART_ARC
(23,24),-0.200097 # DEPENDENCYPART_ARC
(23,25),-0.163354 # DEPENDENCYPART_ARC
(23,26),-1.01411 # DEPENDENCYPART_ARC
(23,27),-1.1402 # DEPENDENCYPART_ARC
(23,28),-1.36613 # DEPENDENCYPART_ARC
(23,29),-1.3893 # DEPENDENCYPART_ARC
(23,30),-1.3324 # DEPENDENCYPART_ARC
(23,31),-1.31831 # DEPENDENCYPART_ARC
(24,1),-1.16954 # DEPENDENCYPART_ARC
(24,2),-1.9219 # DEPENDENCYPART_ARC
(24,3),-1.15487 # DEPENDENCYPART_ARC
(24,4),-7.89202 # DEPENDENCYPART_ARC
(24,5),-0.640163 # DEPENDENCYPART_ARC
(24,6),-0.296126 # DEPENDENCYPART_ARC
(24,7),-0.197911 # DEPENDENCYPART_ARC
(24,8),-1.50868 # DEPENDENCYPART_ARC
(24,9),-6.44133 # DEPENDENCYPART_ARC
(24,10),-0.425482 # DEPENDENCYPART_ARC
(24,11),-0.412535 # DEPENDENCYPART_ARC
(24,12),-5.74701 # DEPENDENCYPART_ARC
(24,13),0.135094 # DEPENDENCYPART_ARC
(24,14),-1.34517 # DEPENDENCYPART_ARC
(24,15),-4.01455 # DEPENDENCYPART_ARC
(24,16),-2.78084 # DEPENDENCYPART_ARC
(24,17),0.266275 # DEPENDENCYPART_ARC
(24,18),0.288508 # DEPENDENCYPART_ARC
(24,19),0.906687 # DEPENDENCYPART_ARC
(24,20),0.909945 # DEPENDENCYPART_ARC
(24,21),-0.0100647 # DEPENDENCYPART_ARC
(24,22),0.719611 # DEPENDENCYPART_ARC
(24,23),2.80669 # DEPENDENCYPART_ARC
(24,25),0.394058 # DEPENDENCYPART_ARC
(24,26),-0.870444 # DEPENDENCYPART_ARC
(24,27),-1.44678 # DEPENDENCYPART_ARC
(24,28),-1.52738 # DEPENDENCYPART_ARC
(24,29),-1.4655 # DEPENDENCYPART_ARC
(24,30),-2.06005 # DEPENDENCYPART_ARC
(24,31),-1.70253 # DEPENDENCYPART_ARC
(25,1),-0.785986 # DEPENDENCYPART_ARC
(25,2),-2.93739 # DEPENDENCYPART_ARC
(25,3),-2.1621 # DEPENDENCYPART_ARC
(25,4),-3.00818 # DEPENDENCYPART_ARC
(25,5),-0.113476 # DEPENDENCYPART_ARC
(25,6),-0.185905 # DEPENDENCYPART_ARC
(25,7),-0.502737 # DEPENDENCYPART_ARC
(25,8),-1.71385 # DEPENDENCYPART_ARC
(25,9),-2.08349 # DEPENDENCYPART_ARC
(25,10),-0.249191 # DEPENDENCYPART_ARC
(25,11),-0.987227 # DEPENDENCYPART_ARC
(25,12),-2.16295 # DEPENDENCYPART_ARC
(25,13),-0.993745 # DEPENDENCYPART_ARC
(25,14),-1.00522 # DEPENDENCYPART_ARC
(25,15),-1.19213 # DEPENDENCYPART_ARC
(25,16),-1.0442 # DEPENDENCYPART_ARC
(25,17),-0.534373 # DEPENDENCYPART_ARC
(25,18),-0.19811 # DEPENDENCYPART_ARC
(25,19),0.425056 # DEPENDENCYPART_ARC
(25,20),0.133238 # DEPENDENCYPART_ARC
(25,21),0.730173 # DEPENDENCYPART_ARC
(25,22),0.43876 # DEPENDENCYPART_ARC
(25,23),1.11103 # DEPENDENCYPART_ARC
(25,24),3.50543 # DEPENDENCYPART_ARC
(25,26),-0.37529 # DEPENDENCYPART_ARC
(25,27),-0.48903 # DEPENDENCYPART_ARC
(25,28),-0.643975 # DEPENDENCYPART_ARC
(25,29),-0.774966 # DEPENDENCYPART_ARC
(25,30),-0.862692 # DEPENDENCYPART_ARC
(25,31),-1.09208 # DEPENDENCYPART_ARC
(26,1),-1.81524 # DEPENDENCYPART_ARC
(26,2),-2.66828 # DEPENDENCYPART_ARC
(26,3),-1.74 # DEPENDENCYPART_ARC
(26,4),-9.31451 # DEPENDENCYPART_ARC
(26,5),-1.58543 # DEPENDENCYPART_ARC
(26,6),-1.06604 # DEPENDENCYPART_ARC
(26,7),-1.06136 # DEPENDENCYPART_ARC
(26,8),-1.99985 # DEPENDENCYPART_ARC
(26,9),-7.44273 # DEPENDENCYPART_ARC
(26,10),-0.881432 # DEPENDENCYPART_ARC
(26,11),-1.00042 # DEPENDENCYPART_ARC
(26,12),-6.76784 # DEPENDENCYPART_ARC
(26,13),-0.697322 # DEPENDENCYPART_ARC
(26,14),-2.09272 # DEPENDENCYPART_ARC
(26,15),-5.05115 # DEPENDENCYPART_ARC
(26,16),-3.63966 # DEPENDENCYPART_ARC
(26,17),-0.831052 # DEPENDENCYPART_ARC
(26,18),-0.0441861 # DEPENDENCYPART_ARC
(26,19),-0.298743 # DEPENDENCYPART_ARC
(26,20),-0.125903 # DEPENDENCYPART_ARC
(26,21),-0.708185 # DEPENDENCYPART_ARC
(26,22),-0.584607 # DEPENDENCYPART_ARC
(26,23),0.963039 # DEPENDENCYPART_ARC
(26,24),0.519245 # DEPENDENCYPART_ARC
(26,25),1.42345 # DEPENDENCYPART_ARC
(26,27),-0.168026 # DEPENDENCYPART_ARC
(26,28),-0.491952 # DEPENDENCYPART_ARC
(26,29),-0.612503 # DEPENDENCYPART_ARC
(26,30),-1.17929 # DEPENDENCYPART_ARC
(26,31),-0.732276 # DEPENDENCYPART_ARC
(27,1),-1.62051 # DEPENDENCYPART_ARC
(27,2),-2.36028 # DEPENDENCYPART_ARC
(27,3),-1.33414 # DEPENDENCYPART_ARC
(27,4),-9.62994 # DEPENDENCYPART_ARC
(27,5),-1.38209 # DEPENDENCYPART_ARC
(27,6),-1.02958 # DEPENDENCYPART_ARC
(27,7),-0.765831 # DEPENDENCYPART_ARC
(27,8),-2.63381 # DEPENDENCYPART_ARC
(27,9),-7.73257 # DEPENDENCYPART_ARC
(27,10),-0.72172 # DEPENDENCYPART_ARC
(27,11),-0.68049 # DEPENDENCYPART_ARC
(27,12),-6.90147 # DEPENDENCYPART_ARC
(27,13),-0.347881 # DEPENDENCYPART_ARC
(27,14),-1.90439 # DEPENDENCYPART_ARC
(27,15),-5.23476 # DEPENDENCYPART_ARC
(27,16),-4.03527 # DEPENDENCYPART_ARC
(27,17),-0.525749 # DEPENDENCYPART_ARC
(27,18),0.122416 # DEPENDENCYPART_ARC
(27,19),-0.569287 # DEPENDENCYPART_ARC
(27,20),-0.0127956 # DEPENDENCYPART_ARC
(27,21),-0.52556 # DEPENDENCYPART_ARC
(27,22),-1.52363 # DEPENDENCYPART_ARC
(27,23),1.11698 # DEPENDENCYPART_ARC
(27,24),0.587971 # DEPENDENCYPART_ARC
(27,25),1.05506 # DEPENDENCYPART_ARC
(27,26),2.94025 # DEPENDENCYPART_ARC
(27,28),-0.200492 # DEPENDENCYPART_ARC
(27,29),-0.171943 # DEPENDENCYPART_ARC
(27,30),-0.821692 # DEPENDENCYPART_ARC
(27,31),-0.297946 # DEPENDENCYPART_ARC
(28,1),-1.51723 # DEPENDENCYPART_ARC
(28,2),-2.7913 # DEPENDENCYPART_ARC
(28,3),-2.23158 # DEPENDENCYPART_ARC
(28,4),-10.3891 # DEPENDENCYPART_ARC
(28,5),-1.42019 # DEPENDENCYPART_ARC
(28,6),-1.02885 # DEPENDENCYPART_ARC
(28,7),-1.12175 # DEPENDENCYPART_ARC
(28,8),-2.28222 # DEPENDENCYPART_ARC
(28,9),-8.55395 # DEPENDENCYPART_ARC
(28,10),-0.738975 # DEPENDENCYPART_ARC
(28,11),-0.828515 # DEPENDENCYPART_ARC
(28,12),-8.2884 # DEPENDENCYPART_ARC
(28,13),-0.60839 # DEPENDENCYPART_ARC
(28,14),-2.2837 # DEPENDENCYPART_ARC
(28,15),-6.60938 # DEPENDENCYPART_ARC
(28,16),-4.7911 # DEPENDENCYPART_ARC
(28,17),-0.576315 # DEPENDENCYPART_ARC
(28,18),-0.0418908 # DEPENDENCYPART_ARC
(28,19),0.0594882 # DEPENDENCYPART_ARC
(28,20),-0.291064 # DEPENDENCYPART_ARC
(28,21),-1.01321 # DEPENDENCYPART_ARC
(28,22),-1.8621 # DEPENDENCYPART_ARC
(28,23),0.730895 # DEPENDENCYPART_ARC
(28,24),-0.102795 # DEPENDENCYPART_ARC
(28,25),0.705199 # DEPENDENCYPART_ARC
(28,26),1.11955 # DEPENDENCYPART_ARC
(28,27),1.49892 # DEPENDENCYPART_ARC
(28,29),0.424447 # DEPENDENCYPART_ARC
(28,30),-0.501666 # DEPENDENCYPART_ARC
(28,31),-0.176247 # DEPENDENCYPART_ARC
(29,1),-0.863377 # DEPENDENCYPART_ARC
(29,2),-1.09665 # DEPENDENCYPART_ARC
(29,3),-0.782908 # DEPENDENCYPART_ARC
(29,4),-16.4203 # DEPENDENCYPART_ARC
(29,5),-0.603871 # DEPENDENCYPART_ARC
(29,6),-0.208605 # DEPENDENCYPART_ARC
(29,7),-0.755776 # DEPENDENCYPART_ARC
(29,8),0.130928 # DEPENDENCYPART_ARC
(29,9),-13.4073 # DEPENDENCYPART_ARC
(29,10),-0.26578 # DEPENDENCYPART_ARC
(29,11),-1.18276 # DEPENDENCYPART_ARC
(29,12),-11.8168 # DEPENDENCYPART_ARC
(29,13),0.452633 # DEPENDENCYPART_ARC
(29,14),-0.258311 # DEPENDENCYPART_ARC
(29,15),-9.29368 # DEPENDENCYPART_ARC
(29,16),-8.14516 # DEPENDENCYPART_ARC
(29,17),-0.173848 # DEPENDENCYPART_ARC
(29,18),0.222183 # DEPENDENCYPART_ARC
(29,19),0.519438 # DEPENDENCYPART_ARC
(29,20),-0.29031 # DEPENDENCYPART_ARC
(29,21),0.726362 # DEPENDENCYPART_ARC
(29,22),-3.79543 # DEPENDENCYPART_ARC
(29,23),0.0932848 # DEPENDENCYPART_ARC
(29,24),0.933358 # DEPENDENCYPART_ARC
(29,25),0.0844555 # DEPENDENCYPART_ARC
(29,26),1.04145 # DEPENDENCYPART_ARC
(29,27),1.60744 # DEPENDENCYPART_ARC
(29,28),1.99987 # DEPENDENCYPART_ARC
(29,30),0.885235 # DEPENDENCYPART_ARC
(29,31),-0.172068 # DEPENDENCYPART_ARC
(30,1),-1.29904 # DEPENDENCYPART_ARC
(30,2),-1.65082 # DEPENDENCYPART_ARC
(30,3),-0.954965 # DEPENDENCYPART_ARC
(30,4),-12.9244 # DEPENDENCYPART_ARC
(30,5),0.529242 # DEPENDENCYPART_ARC
(30,6),0.404815 # DEPENDENCYPART_ARC
(30,7),-0.93322 # DEPENDENCYPART_ARC
(30,8),-0.385508 # DEPENDENCYPART_ARC
(30,9),-10.9152 # DEPENDENCYPART_ARC
(30,10),1.19881 # DEPENDENCYPART_ARC
(30,11),0.431414 # DEPENDENCYPART_ARC
(30,12),-9.66413 # DEPENDENCYPART_ARC
(30,13),0.0240607 # DEPENDENCYPART_ARC
(30,14),-0.165139 # DEPENDENCYPART_ARC
(30,15),-7.72357 # DEPENDENCYPART_ARC
(30,16),-7.22057 # DEPENDENCYPART_ARC
(30,17),-0.154003 # DEPENDENCYPART_ARC
(30,18),1.28415 # DEPENDENCYPART_ARC
(30,19),1.02768 # DEPENDENCYPART_ARC
(30,20),0.0921444 # DEPENDENCYPART_ARC
(30,21),1.23633 # DEPENDENCYPART_ARC
(30,22),-3.99502 # DEPENDENCYPART_ARC
(30,23),0.560087 # DEPENDENCYPART_ARC
(30,24),1.49417 # DEPENDENCYPART_ARC
(30,25),0.316814 # DEPENDENCYPART_ARC
(30,26),1.60671 # DEPENDENCYPART_ARC
(30,27),1.85342 # DEPENDENCYPART_ARC
(30,28),2.32274 # DEPENDENCYPART_ARC
(30,29),2.87294 # DEPENDENCYPART_ARC
(30,31),-0.359679 # DEPENDENCYPART_ARC
(31,1),-0.171954 # DEPENDENCYPART_ARC
(31,2),-0.768612 # DEPENDENCYPART_ARC
(31,3),-0.963264 # DEPENDENCYPART_ARC
(31,4),-9.24461 # DEPENDENCYPART_ARC
(31,5),-1.06589 # DEPENDENCYPART_ARC
(31,6),-1.12948 # DEPENDENCYPART_ARC
(31,7),-0.422748 # DEPENDENCYPART_ARC
(31,8),-0.898745 # DEPENDENCYPART_ARC
(31,9),-7.90275 # DEPENDENCYPART_ARC
(31,10),-0.55941 # DEPENDENCYPART_ARC
(31,11),-0.78022 # DEPENDENCYPART_ARC
(31,12),-5.89654 # DEPENDENCYPART_ARC
(31,13),-0.426302 # DEPENDENCYPART_ARC
(31,14),-0.0953117 # DEPENDENCYPART_ARC
(31,15),-4.68575 # DEPENDENCYPART_ARC
(31,16),-5.15161 # DEPENDENCYPART_ARC
(31,17),-0.526529 # DEPENDENCYPART_ARC
(31,18),0.127627 # DEPENDENCYPART_ARC
(31,19),-0.183461 # DEPENDENCYPART_ARC
(31,20),0.417172 # DEPENDENCYPART_ARC
(31,21),0.0768491 # DEPENDENCYPART_ARC
(31,22),-3.48083 # DEPENDENCYPART_ARC
(31,23),0.170118 # DEPENDENCYPART_ARC
(31,24),0.23061 # DEPENDENCYPART_ARC
(31,25),0.0536381 # DEPENDENCYPART_ARC
(31,26),0.387587 # DEPENDENCYPART_ARC
(31,27),0.527866 # DEPENDENCYPART_ARC
(31,28),0.505653 # DEPENDENCYPART_ARC
(31,29),-0.524123 # DEPENDENCYPART_ARC
(31,30),1.99169 # DEPENDENCYPART_ARC
