# _root_ _ DYP_Genel_Başkanlığı için Türkiye turuna _ çıkan Elazığ_Milletvekili_Mehmet Ağar , hakkında _ _ _ çıkarılan şaibe söylentilerinin arkasında başka hesaplar _ olduğunu _ savunarak , " _ Benim için şu anda hukuki problem _ yok .
#goldHeads=2,3,7,5,7,7,8,9,24,0,15,13,14,15,17,17,18,22,20,22,22,24,24,35,0,0,28,35,35,31,35,33,35,35,36,0,
#predictedHeads=2,3,6,5,6,7,8,9,35,0,14,13,14,15,16,17,18,21,20,21,22,23,24,25,0,0,28,29,31,31,35,33,35,35,36,0,
(14,8),0.414484 # DEPENDENCYPART_ARC
(14,9),0.317188 # DEPENDENCYPART_ARC
(14,10),0.176304 # DEPENDENCYPART_ARC
(14,11),1.58647 # DEPENDENCYPART_ARC
(14,12),1.04563 # DEPENDENCYPART_ARC
(14,13),3.20053 # DEPENDENCYPART_ARC
(14,15),0.179937 # DEPENDENCYPART_ARC
(14,16),-0.561188 # DEPENDENCYPART_ARC
(14,17),-0.747285 # DEPENDENCYPART_ARC
(14,18),-0.453648 # DEPENDENCYPART_ARC
(14,19),-0.9859 # DEPENDENCYPART_ARC
(14,20),-1.63378 # DEPENDENCYPART_ARC
(14,21),-1.18847 # DEPENDENCYPART_ARC
(14,22),-1.20565 # DEPENDENCYPART_ARC
(14,23),-1.27581 # DEPENDENCYPART_ARC
(14,24),0.120931 # DEPENDENCYPART_ARC
(14,25),-0.899318 # DEPENDENCYPART_ARC
(14,26),-0.892455 # DEPENDENCYPART_ARC
(14,27),-1.82345 # DEPENDENCYPART_ARC
(14,28),-1.13387 # DEPENDENCYPART_ARC
(14,29),-0.89536 # DEPENDENCYPART_ARC
(14,30),-1.25868 # DEPENDENCYPART_ARC
(14,31),-2.80433 # DEPENDENCYPART_ARC
(14,32),-1.89844 # DEPENDENCYPART_ARC
(14,33),-3.4467 # DEPENDENCYPART_ARC
(14,34),-2.97589 # DEPENDENCYPART_ARC
(14,35),-1.43896 # DEPENDENCYPART_ARC
(14,36),-1.94913 # DEPENDENCYPART_ARC
(15,1),-3.61335 # DEPENDENCYPART_ARC
(15,2),0.13377 # DEPENDENCYPART_ARC
(15,3),0.578372 # DEPENDENCYPART_ARC
(15,4),0.257044 # DEPENDENCYPART_ARC
(15,5),0.4694 # DEPENDENCYPART_ARC
(15,6),-1.89577 # DEPENDENCYPART_ARC
(15,7),-0.322907 # DEPENDENCYPART_ARC
(15,8),0.333672 # DEPENDENCYPART_ARC
(15,9),0.106989 # DEPENDENCYPART_ARC
(15,10),0.294615 # DEPENDENCYPART_ARC
(15,11),1.32292 # DEPENDENCYPART_ARC
(15,12),0.380646 # DEPENDENCYPART_ARC
(15,13),1.06882 # DEPENDENCYPART_ARC
(15,14),2.83551 # DEPENDENCYPART_ARC
(15,16),-0.302776 # DEPENDENCYPART_ARC
(15,17),-0.614872 # DEPENDENCYPART_ARC
(15,18),-0.883224 # DEPENDENCYPART_ARC
(15,19),-1.2769 # DEPENDENCYPART_ARC
(15,20),-1.17953 # DEPENDENCYPART_ARC
(15,21),-1.27368 # DEPENDENCYPART_ARC
(15,22),-1.0487 # DEPENDENCYPART_ARC
(15,23),-1.34298 # DEPENDENCYPART_ARC
(15,24),-0.830736 # DEPENDENCYPART_ARC
(15,25),-1.13923 # DEPENDENCYPART_ARC
(15,26),-1.33803 # DEPENDENCYPART_ARC
(15,27),-0.897598 # DEPENDENCYPART_ARC
(15,28),-1.64477 # DEPENDENCYPART_ARC
(15,29),-1.22727 # DEPENDENCYPART_ARC
(15,30),-1.28476 # DEPENDENCYPART_ARC
(15,31),-1.76687 # DEPENDENCYPART_ARC
(15,32),-1.8952 # DEPENDENCYPART_ARC
(15,33),-1.90816 # DEPENDENCYPART_ARC
(15,34),-1.92882 # DEPENDENCYPART_ARC
(15,35),-1.82415 # DEPENDENCYPART_ARC
(15,36),-1.63846 # DEPENDENCYPART_ARC
(16,1),-7.62645 # DEPENDENCYPART_ARC
(16,2),-1.16495 # DEPENDENCYPART_ARC
(16,3),-0.477224 # DEPENDENCYPART_ARC
(16,4),-0.689155 # DEPENDENCYPART_ARC
(16,5),-1.481 # DEPENDENCYPART_ARC
(16,6),-4.60094 # DEPENDENCYPART_ARC
(16,7),0.0419346 # DEPENDENCYPART_ARC
(16,8),-0.845379 # DEPENDENCYPART_ARC
(16,9),-1.01702 # DEPENDENCYPART_ARC
(16,10),0.0532057 # DEPENDENCYPART_ARC
(16,11),-0.443396 # DEPENDENCYPART_ARC
(16,12),-1.26019 # DEPENDENCYPART_ARC
(16,13),-0.619213 # DEPENDENCYPART_ARC
(16,14),0.103383 # DEPENDENCYPART_ARC
(16,15),2.52929 # DEPENDENCYPART_ARC
(16,17),-0.0920837 # DEPENDENCYPART_ARC
(16,18),-1.25151 # DEPENDENCYPART_ARC
(16,19),-0.376624 # DEPENDENCYPART_ARC
(16,20),-0.703563 # DEPENDENCYPART_ARC
(16,21),-0.892591 # DEPENDENCYPART_ARC
(16,22),-1.38603 # DEPENDENCYPART_ARC
(16,23),-0.975649 # DEPENDENCYPART_ARC
(16,24),-0.681178 # DEPENDENCYPART_ARC
(16,25),-0.411467 # DEPENDENCYPART_ARC
(16,26),-0.836834 # DEPENDENCYPART_ARC
(16,27),-0.777527 # DEPENDENCYPART_ARC
(16,28),-1.43182 # DEPENDENCYPART_ARC
(16,29),-0.685596 # DEPENDENCYPART_ARC
(16,30),-0.248312 # DEPENDENCYPART_ARC
(16,31),-2.4574 # DEPENDENCYPART_ARC
(16,32),-0.907088 # DEPENDENCYPART_ARC
(16,33),-1.80278 # DEPENDENCYPART_ARC
(16,34),-1.13055 # DEPENDENCYPART_ARC
(16,35),-1.40894 # DEPENDENCYPART_ARC
(16,36),-1.42283 # DEPENDENCYPART_ARC
(17,1),-7.72999 # DEPENDENCYPART_ARC
(17,2),-0.730115 # DEPENDENCYPART_ARC
(17,3),0.0646954 # DEPENDENCYPART_ARC
(17,4),-0.0537585 # DEPENDENCYPART_ARC
(17,5),-1.68393 # DEPENDENCYPART_ARC
(17,6),-4.97681 # DEPENDENCYPART_ARC
(17,7),0.304568 # DEPENDENCYPART_ARC
(17,8),-0.227642 # DEPENDENCYPART_ARC
(17,9),-0.48097 # DEPENDENCYPART_ARC
(17,10),0.597112 # DEPENDENCYPART_ARC
(17,11),-0.729855 # DEPENDENCYPART_ARC
(17,12),-1.55021 # DEPENDENCYPART_ARC
(17,13),-0.758838 # DEPENDENCYPART_ARC
(17,14),-0.0275771 # DEPENDENCYPART_ARC
(17,15),2.22886 # DEPENDENCYPART_ARC
(17,16),3.1927 # DEPENDENCYPART_ARC
(17,18),-0.259148 # DEPENDENCYPART_ARC
(17,19),0.0192031 # DEPENDENCYPART_ARC
(17,20),-1.25582 # DEPENDENCYPART_ARC
(17,21),-0.587978 # DEPENDENCYPART_ARC
(17,22),-0.538893 # DEPENDENCYPART_ARC
(17,23),-0.799975 # DEPENDENCYPART_ARC
(17,24),-0.516664 # DEPENDENCYPART_ARC
(17,25),-0.438262 # DEPENDENCYPART_ARC
(17,26),-0.682462 # DEPENDENCYPART_ARC
(17,27),-1.55272 # DEPENDENCYPART_ARC
(17,28),-1.18801 # DEPENDENCYPART_ARC
(17,29),-0.638733 # DEPENDENCYPART_ARC
(17,30),-0.253296 # DEPENDENCYPART_ARC
(17,31),-1.51224 # DEPENDENCYPART_ARC
(17,32),-0.789952 # DEPENDENCYPART_ARC
(17,33),-1.63782 # DEPENDENCYPART_ARC
(17,34),-1.00826 # DEPENDENCYPART_ARC
(17,35),-1.11717 # DEPENDENCYPART_ARC
(17,36),-1.21853 # DEPENDENCYPART_ARC
(18,1),-8.59023 # DEPENDENCYPART_ARC
(18,2),-0.922509 # DEPENDENCYPART_ARC
(18,3),-0.116561 # DEPENDENCYPART_ARC
(18,4),-0.464705 # DEPENDENCYPART_ARC
(18,5),-1.27055 # DEPENDENCYPART_ARC
(18,6),-5.30081 # DEPENDENCYPART_ARC
(18,7),0.132919 # DEPENDENCYPART_ARC
(18,8),-0.460695 # DEPENDENCYPART_ARC
(18,9),-0.531828 # DEPENDENCYPART_ARC
(18,10),0.358097 # DEPENDENCYPART_ARC
(18,11),-0.430176 # DEPENDENCYPART_ARC
(18,12),-2.10913 # DEPENDENCYPART_ARC
(18,13),-1.43328 # DEPENDENCYPART_ARC
(18,14),-0.833231 # DEPENDENCYPART_ARC
(18,15),1.62919 # DEPENDENCYPART_ARC
(18,16),1.96845 # DEPENDENCYPART_ARC
(18,17),3.48614 # DEPENDENCYPART_ARC
(18,19),0.286392 # DEPENDENCYPART_ARC
(18,20),-0.874191 # DEPENDENCYPART_ARC
(18,21),-0.538998 # DEPENDENCYPART_ARC
(18,22),0.0192906 # DEPENDENCYPART_ARC
(18,23),-0.723985 # DEPENDENCYPART_ARC
(18,24),-0.651309 # DEPENDENCYPART_ARC
(18,25),-0.536075 # DEPENDENCYPART_ARC
(18,26),-0.970879 # DEPENDENCYPART_ARC
(18,27),-1.28017 # DEPENDENCYPART_ARC
(18,28),-1.02436 # DEPENDENCYPART_ARC
(18,29),-0.677151 # DEPENDENCYPART_ARC
(18,30),-0.344054 # DEPENDENCYPART_ARC
(18,31),-1.68855 # DEPENDENCYPART_ARC
(18,32),-0.778531 # DEPENDENCYPART_ARC
(18,33),-1.76532 # DEPENDENCYPART_ARC
(18,34),-1.04643 # DEPENDENCYPART_ARC
(18,35),-1.18301 # DEPENDENCYPART_ARC
(18,36),-1.45871 # DEPENDENCYPART_ARC
(19,1),-5.84122 # DEPENDENCYPART_ARC
(19,2),-0.41523 # DEPENDENCYPART_ARC
(19,3),-0.607522 # DEPENDENCYPART_ARC
(19,4),-0.57729 # DEPENDENCYPART_ARC
(19,5),-0.29412 # DEPENDENCYPART_ARC
(19,6),-4.46518 # DEPENDENCYPART_ARC
(19,7),-1.36414 # DEPENDENCYPART_ARC
(19,8),-0.684375 # DEPENDENCYPART_ARC
(19,9),-0.84053 # DEPENDENCYPART_ARC
(19,10),-0.0251232 # DEPENDENCYPART_ARC
(19,11),0.104697 # DEPENDENCYPART_ARC
(19,12),-2.17043 # DEPENDENCYPART_ARC
(19,13),-1.81445 # DEPENDENCYPART_ARC
(19,14),-0.957551 # DEPENDENCYPART_ARC
(19,15),-0.128027 # DEPENDENCYPART_ARC
(19,16),0.116116 # DEPENDENCYPART_ARC
(19,17),0.656863 # DEPENDENCYPART_ARC
(19,18),1.37683 # DEPENDENCYPART_ARC
(19,20),0.295002 # DEPENDENCYPART_ARC
(19,21),-0.369952 # DEPENDENCYPART_ARC
(19,22),-0.200744 # DEPENDENCYPART_ARC
(19,23),-0.538131 # DEPENDENCYPART_ARC
(19,24),-0.28326 # DEPENDENCYPART_ARC
(19,25),-0.620367 # DEPENDENCYPART_ARC
(19,26),-0.753905 # DEPENDENCYPART_ARC
(19,27),-0.355558 # DEPENDENCYPART_ARC
(19,28),-0.774075 # DEPENDENCYPART_ARC
(19,29),-0.558036 # DEPENDENCYPART_ARC
(19,30),-0.734897 # DEPENDENCYPART_ARC
(19,31),-1.02825 # DEPENDENCYPART_ARC
(19,32),-1.37176 # DEPENDENCYPART_ARC
(19,33),-1.06929 # DEPENDENCYPART_ARC
(19,34),-1.40036 # DEPENDENCYPART_ARC
(19,35),-1.23683 # DEPENDENCYPART_ARC
(19,36),-1.05507 # DEPENDENCYPART_ARC
(20,1),-10.1017 # DEPENDENCYPART_ARC
(20,2),-1.383 # DEPENDENCYPART_ARC
(20,3),0.0657569 # DEPENDENCYPART_ARC
(20,4),-1.088 # DEPENDENCYPART_ARC
(20,5),-2.46763 # DEPENDENCYPART_ARC
(20,6),-7.04791 # DEPENDENCYPART_ARC
(20,7),-0.136053 # DEPENDENCYPART_ARC
(20,8),-0.793737 # DEPENDENCYPART_ARC
(20,9),-0.868611 # DEPENDENCYPART_ARC
(20,10),-0.0197527 # DEPENDENCYPART_ARC
(20,11),-1.25499 # DEPENDENCYPART_ARC
(20,12),-3.68742 # DEPENDENCYPART_ARC
(20,13),-2.95212 # DEPENDENCYPART_ARC
(20,14),-2.61332 # DEPENDENCYPART_ARC
(20,15),1.09269 # DEPENDENCYPART_ARC
(20,16),0.809512 # DEPENDENCYPART_ARC
(20,17),-0.171498 # DEPENDENCYPART_ARC
(20,18),0.0785445 # DEPENDENCYPART_ARC
(20,19),2.76663 # DEPENDENCYPART_ARC
(20,21),0.0986735 # DEPENDENCYPART_ARC
(20,22),-0.39182 # DEPENDENCYPART_ARC
(20,23),-0.494809 # DEPENDENCYPART_ARC
(20,24),-0.199544 # DEPENDENCYPART_ARC
(20,25),-0.341303 # DEPENDENCYPART_ARC
(20,26),-0.711602 # DEPENDENCYPART_ARC
(20,27),-0.561739 # DEPENDENCYPART_ARC
(20,28),-1.1765 # DEPENDENCYPART_ARC
(20,29),-0.29095 # DEPENDENCYPART_ARC
(20,30),-0.153246 # DEPENDENCYPART_ARC
(20,31),-1.66796 # DEPENDENCYPART_ARC
(20,32),-0.606548 # DEPENDENCYPART_ARC
(20,33),-1.31224 # DEPENDENCYPART_ARC
(20,34),-0.772183 # DEPENDENCYPART_ARC
(20,35),-1.17068 # DEPENDENCYPART_ARC
(20,36),-1.29164 # DEPENDENCYPART_ARC
(21,1),-16.1756 # DEPENDENCYPART_ARC
(21,2),-0.00934329 # DEPENDENCYPART_ARC
(21,3),0.121847 # DEPENDENCYPART_ARC
(21,4),0.247649 # DEPENDENCYPART_ARC
(21,5),0.431197 # DEPENDENCYPART_ARC
(21,6),-12.1655 # DEPENDENCYPART_ARC
(21,7),-0.324025 # DEPENDENCYPART_ARC
(21,8),0.0928355 # DEPENDENCYPART_ARC
(21,9),0.29646 # DEPENDENCYPART_ARC
(21,10),-0.193075 # DEPENDENCYPART_ARC
(21,11),1.01125 # DEPENDENCYPART_ARC
(21,12),-6.35865 # DEPENDENCYPART_ARC
(21,13),-5.15036 # DEPENDENCYPART_ARC
(21,14),-4.48127 # DEPENDENCYPART_ARC
(21,15),0.268442 # DEPENDENCYPART_ARC
(21,16),1.33099 # DEPENDENCYPART_ARC
(21,17),1.86987 # DEPENDENCYPART_ARC
(21,18),1.93309 # DEPENDENCYPART_ARC
(21,19),0.83101 # DEPENDENCYPART_ARC
(21,20),2.79413 # DEPENDENCYPART_ARC
(21,22),0.404582 # DEPENDENCYPART_ARC
(21,23),-0.31275 # DEPENDENCYPART_ARC
(21,24),0.536694 # DEPENDENCYPART_ARC
(21,25),-0.247175 # DEPENDENCYPART_ARC
(21,26),-0.562968 # DEPENDENCYPART_ARC
(21,27),-0.874698 # DEPENDENCYPART_ARC
(21,28),-0.788243 # DEPENDENCYPART_ARC
(21,29),0.0474413 # DEPENDENCYPART_ARC
(21,30),-0.736298 # DEPENDENCYPART_ARC
(21,31),-1.08811 # DEPENDENCYPART_ARC
(21,32),-1.24236 # DEPENDENCYPART_ARC
(21,33),-1.79756 # DEPENDENCYPART_ARC
(21,34),-2.11015 # DEPENDENCYPART_ARC
(21,35),-1.01041 # DEPENDENCYPART_ARC
(21,36),-1.44212 # DEPENDENCYPART_ARC
(22,1),-10.9045 # DEPENDENCYPART_ARC
(22,2),-0.614575 # DEPENDENCYPART_ARC
(22,3),-0.335235 # DEPENDENCYPART_ARC
(22,4),-0.632503 # DEPENDENCYPART_ARC
(22,5),-0.373508 # DEPENDENCYPART_ARC
(22,6),-7.58159 # DEPENDENCYPART_ARC
(22,7),-0.985684 # DEPENDENCYPART_ARC
(22,8),-0.101168 # DEPENDENCYPART_ARC
(22,9),-0.14319 # DEPENDENCYPART_ARC
(22,10),-0.0955102 # DEPENDENCYPART_ARC
(22,11),0.756243 # DEPENDENCYPART_ARC
(22,12),-4.41531 # DEPENDENCYPART_ARC
(22,13),-3.95582 # DEPENDENCYPART_ARC
(22,14),-3.63952 # DEPENDENCYPART_ARC
(22,15),0.00506089 # DEPENDENCYPART_ARC
(22,16),1.16609 # DEPENDENCYPART_ARC
(22,17),2.1484 # DEPENDENCYPART_ARC
(22,18),1.15718 # DEPENDENCYPART_ARC
(22,19),0.925777 # DEPENDENCYPART_ARC
(22,20),1.92236 # DEPENDENCYPART_ARC
(22,21),2.76577 # DEPENDENCYPART_ARC
(22,23),-0.488706 # DEPENDENCYPART_ARC
(22,24),-0.540973 # DEPENDENCYPART_ARC
(22,25),-0.749648 # DEPENDENCYPART_ARC
(22,26),-1.04021 # DEPENDENCYPART_ARC
(22,27),-1.72299 # DEPENDENCYPART_ARC
(22,28),-1.69781 # DEPENDENCYPART_ARC
(22,29),-1.0409 # DEPENDENCYPART_ARC
(22,30),-0.95318 # DEPENDENCYPART_ARC
(22,31),-1.66688 # DEPENDENCYPART_ARC
(22,32),-1.04793 # DEPENDENCYPART_ARC
(22,33),-1.75324 # DEPENDENCYPART_ARC
(22,34),-1.40058 # DEPENDENCYPART_ARC
(22,35),-1.78327 # DEPENDENCYPART_ARC
(22,36),-1.70819 # DEPENDENCYPART_ARC
(23,1),-19.1742 # DEPENDENCYPART_ARC
(23,2),-0.662999 # DEPENDENCYPART_ARC
(23,3),-0.509654 # DEPENDENCYPART_ARC
(23,4),-0.456053 # DEPENDENCYPART_ARC
(23,5),-0.45366 # DEPENDENCYPART_ARC
(23,6),-14.8066 # DEPENDENCYPART_ARC
(23,7),-0.722555 # DEPENDENCYPART_ARC
(23,8),-0.638032 # DEPENDENCYPART_ARC
(23,9),-0.0443161 # DEPENDENCYPART_ARC
(23,10),-0.991384 # DEPENDENCYPART_ARC
(23,11),0.567265 # DEPENDENCYPART_ARC
(23,12),-9.03718 # DEPENDENCYPART_ARC
(23,13),-7.78593 # DEPENDENCYPART_ARC
(23,14),-7.19792 # DEPENDENCYPART_ARC
(23,15),-0.167955 # DEPENDENCYPART_ARC
(23,16),0.590192 # DEPENDENCYPART_ARC
(23,17),1.26243 # DEPENDENCYPART_ARC
(23,18),1.1411 # DEPENDENCYPART_ARC
(23,19),-0.231525 # DEPENDENCYPART_ARC
(23,20),1.18589 # DEPENDENCYPART_ARC
(23,21),-0.0325908 # DEPENDENCYPART_ARC
(23,22),2.88964 # DEPENDENCYPART_ARC
(23,24),0.97395 # DEPENDENCYPART_ARC
(23,25),-0.264534 # DEPENDENCYPART_ARC
(23,26),-0.715106 # DEPENDENCYPART_ARC
(23,27),-0.774944 # DEPENDENCYPART_ARC
(23,28),-0.942529 # DEPENDENCYPART_ARC
(23,29),-0.0197364 # DEPENDENCYPART_ARC
(23,30),-0.992244 # DEPENDENCYPART_ARC
(23,31),-1.56408 # DEPENDENCYPART_ARC
(23,32),-0.997159 # DEPENDENCYPART_ARC
(23,33),-1.78052 # DEPENDENCYPART_ARC
(23,34),-1.84159 # DEPENDENCYPART_ARC
(23,35),-1.20107 # DEPENDENCYPART_ARC
(23,36),-1.76003 # DEPENDENCYPART_ARC
(24,1),-2.23989 # DEPENDENCYPART_ARC
(24,2),-0.418797 # DEPENDENCYPART_ARC
(24,3),0.611359 # DEPENDENCYPART_ARC
(24,4),0.173502 # DEPENDENCYPART_ARC
(24,5),0.0236394 # DEPENDENCYPART_ARC
(24,6),-2.60027 # DEPENDENCYPART_ARC
(24,7),-0.59849 # DEPENDENCYPART_ARC
(24,8),0.218011 # DEPENDENCYPART_ARC
(24,9),-0.268697 # DEPENDENCYPART_ARC
(24,10),-0.286579 # DEPENDENCYPART_ARC
(24,11),1.04146 # DEPENDENCYPART_ARC
(24,12),-1.65064 # DEPENDENCYPART_ARC
(24,13),-1.16408 # DEPENDENCYPART_ARC
(24,14),-0.482867 # DEPENDENCYPART_ARC
(24,15),0.112881 # DEPENDENCYPART_ARC
(24,16),1.36529 # DEPENDENCYPART_ARC
(24,17),1.20117 # DEPENDENCYPART_ARC
(24,18),1.29167 # DEPENDENCYPART_ARC
(24,19),0.297764 # DEPENDENCYPART_ARC
(24,20),1.58798 # DEPENDENCYPART_ARC
(24,21),1.07659 # DEPENDENCYPART_ARC
(24,22),2.28258 # DEPENDENCYPART_ARC
(24,23),2.89351 # DEPENDENCYPART_ARC
(24,25),-0.500644 # DEPENDENCYPART_ARC
(24,26),-1.00985 # DEPENDENCYPART_ARC
(24,27),-1.24228 # DEPENDENCYPART_ARC
(24,28),-1.35215 # DEPENDENCYPART_ARC
(24,29),-1.35539 # DEPENDENCYPART_ARC
(24,30),-1.37347 # DEPENDENCYPART_ARC
(24,31),-1.78996 # DEPENDENCYPART_ARC
(24,32),-1.81239 # DEPENDENCYPART_ARC
(24,33),-1.7903 # DEPENDENCYPART_ARC
(24,34),-1.77041 # DEPENDENCYPART_ARC
(24,35),-1.80331 # DEPENDENCYPART_ARC
(24,36),-1.86765 # DEPENDENCYPART_ARC
(25,1),-7.13306 # DEPENDENCYPART_ARC
(25,2),-1.11443 # DEPENDENCYPART_ARC
(25,3),-0.159585 # DEPENDENCYPART_ARC
(25,4),-1.01729 # DEPENDENCYPART_ARC
(25,5),-0.60917 # DEPENDENCYPART_ARC
(25,6),-5.31338 # DEPENDENCYPART_ARC
(25,7),-1.5604 # DEPENDENCYPART_ARC
(25,8),-0.583774 # DEPENDENCYPART_ARC
(25,9),-0.627056 # DEPENDENCYPART_ARC
(25,10),-0.501697 # DEPENDENCYPART_ARC
(25,11),-0.0157038 # DEPENDENCYPART_ARC
(25,12),-3.19644 # DEPENDENCYPART_ARC
(25,13),-3.083 # DEPENDENCYPART_ARC
(25,14),-3.01112 # DEPENDENCYPART_ARC
(25,15),-0.515026 # DEPENDENCYPART_ARC
(25,16),0.201813 # DEPENDENCYPART_ARC
(25,17),0.320578 # DEPENDENCYPART_ARC
(25,18),0.508047 # DEPENDENCYPART_ARC
(25,19),-0.122873 # DEPENDENCYPART_ARC
(25,20),0.357804 # DEPENDENCYPART_ARC
(25,21),-0.689083 # DEPENDENCYPART_ARC
(25,22),0.644379 # DEPENDENCYPART_ARC
(25,23),0.0769476 # DEPENDENCYPART_ARC
(25,24),0.356572 # DEPENDENCYPART_ARC
(25,26),0.105546 # DEPENDENCYPART_ARC
(25,27),-0.490618 # DEPENDENCYPART_ARC
(25,28),0.255626 # DEPENDENCYPART_ARC
(25,29),-0.179035 # DEPENDENCYPART_ARC
(25,30),-0.577947 # DEPENDENCYPART_ARC
(25,31),-0.222118 # DEPENDENCYPART_ARC
(25,32),-0.79643 # DEPENDENCYPART_ARC
(25,33),-0.539707 # DEPENDENCYPART_ARC
(25,34),-0.956676 # DEPENDENCYPART_ARC
(25,35),-0.26545 # DEPENDENCYPART_ARC
(25,36),-1.31062 # DEPENDENCYPART_ARC
(26,1),-7.44154 # DEPENDENCYPART_ARC
(26,2),-2.26186 # DEPENDENCYPART_ARC
(26,3),-0.81294 # DEPENDENCYPART_ARC
(26,4),-2.30259 # DEPENDENCYPART_ARC
(26,5),-2.24339 # DEPENDENCYPART_ARC
(26,6),-5.94982 # DEPENDENCYPART_ARC
(26,7),-1.78711 # DEPENDENCYPART_ARC
(26,8),-2.00197 # DEPENDENCYPART_ARC
(26,9),-1.90521 # DEPENDENCYPART_ARC
(26,10),-1.46841 # DEPENDENCYPART_ARC
(26,11),-1.53164 # DEPENDENCYPART_ARC
(26,12),-4.21547 # DEPENDENCYPART_ARC
(26,13),-4.16018 # DEPENDENCYPART_ARC
(26,14),-3.98334 # DEPENDENCYPART_ARC
(26,15),-1.30361 # DEPENDENCYPART_ARC
(26,16),-1.32655 # DEPENDENCYPART_ARC
(26,17),-1.13422 # DEPENDENCYPART_ARC
(26,18),-1.00183 # DEPENDENCYPART_ARC
(26,19),-1.29621 # DEPENDENCYPART_ARC
(26,20),-1.15114 # DEPENDENCYPART_ARC
(26,21),-1.94616 # DEPENDENCYPART_ARC
(26,22),-0.948542 # DEPENDENCYPART_ARC
(26,23),-1.07428 # DEPENDENCYPART_ARC
(26,24),-0.956257 # DEPENDENCYPART_ARC
(26,25),-0.427768 # DEPENDENCYPART_ARC
(26,27),-0.095114 # DEPENDENCYPART_ARC
(26,28),-0.217677 # DEPENDENCYPART_ARC
(26,29),-0.0928968 # DEPENDENCYPART_ARC
(26,30),-0.362418 # DEPENDENCYPART_ARC
(26,31),-0.563103 # DEPENDENCYPART_ARC
(26,32),-0.704779 # DEPENDENCYPART_ARC
(26,33),-0.613729 # DEPENDENCYPART_ARC
(26,34),-0.904208 # DEPENDENCYPART_ARC
(26,35),-0.40457 # DEPENDENCYPART_ARC
(26,36),-0.744889 # DEPENDENCYPART_ARC
(27,1),-6.61452 # DEPENDENCYPART_ARC
(27,2),0.647875 # DEPENDENCYPART_ARC
(27,3),-0.705665 # DEPENDENCYPART_ARC
(27,4),-1.352 # DEPENDENCYPART_ARC
(27,5),-0.38397 # DEPENDENCYPART_ARC
(27,6),-4.87643 # DEPENDENCYPART_ARC
(27,7),0.884846 # DEPENDENCYPART_ARC
(27,8),-0.484383 # DEPENDENCYPART_ARC
(27,9),-0.457005 # DEPENDENCYPART_ARC
(27,10),-0.377903 # DEPENDENCYPART_ARC
(27,11),-0.355135 # DEPENDENCYPART_ARC
(27,12),-2.90678 # DEPENDENCYPART_ARC
(27,13),-2.4835 # DEPENDENCYPART_ARC
(27,14),-2.19596 # DEPENDENCYPART_ARC
(27,15),0.705685 # DEPENDENCYPART_ARC
(27,16),-0.0859878 # DEPENDENCYPART_ARC
(27,17),0.9669 # DEPENDENCYPART_ARC
(27,18),0.0137775 # DEPENDENCYPART_ARC
(27,19),0.371298 # DEPENDENCYPART_ARC
(27,20),0.189679 # DEPENDENCYPART_ARC
(27,21),-0.258424 # DEPENDENCYPART_ARC
(27,22),-0.201877 # DEPENDENCYPART_ARC
(27,23),0.503278 # DEPENDENCYPART_ARC
(27,24),0.306078 # DEPENDENCYPART_ARC
(27,25),0.611178 # DEPENDENCYPART_ARC
(27,26),1.59195 # DEPENDENCYPART_ARC
(27,28),0.185669 # DEPENDENCYPART_ARC
(27,29),0.146702 # DEPENDENCYPART_ARC
(27,30),-0.0138731 # DEPENDENCYPART_ARC
(27,31),-0.496194 # DEPENDENCYPART_ARC
(27,32),-0.114845 # DEPENDENCYPART_ARC
(27,33),-0.29596 # DEPENDENCYPART_ARC
(27,34),-0.103847 # DEPENDENCYPART_ARC
(27,35),-0.641415 # DEPENDENCYPART_ARC
(27,36),-0.299588 # DEPENDENCYPART_ARC
(28,1),-14.8846 # DEPENDENCYPART_ARC
(28,2),-1.37931 # DEPENDENCYPART_ARC
(28,3),-0.0575831 # DEPENDENCYPART_ARC
(28,4),0.434395 # DEPENDENCYPART_ARC
(28,5),-1.13187 # DEPENDENCYPART_ARC
(28,6),-12.5707 # DEPENDENCYPART_ARC
(28,7),-1.91376 # DEPENDENCYPART_ARC
(28,8),-0.737431 # DEPENDENCYPART_ARC
(28,9),-0.0630062 # DEPENDENCYPART_ARC
(28,10),-1.28914 # DEPENDENCYPART_ARC
(28,11),-1.39594 # DEPENDENCYPART_ARC
(28,12),-8.26837 # DEPENDENCYPART_ARC
(28,13),-7.50051 # DEPENDENCYPART_ARC
(28,14),-7.34397 # DEPENDENCYPART_ARC
(28,15),-0.848297 # DEPENDENCYPART_ARC
(28,16),-0.191987 # DEPENDENCYPART_ARC
(28,17),-0.613939 # DEPENDENCYPART_ARC
(28,18),-0.534151 # DEPENDENCYPART_ARC
(28,19),-0.921863 # DEPENDENCYPART_ARC
(28,20),-0.0830721 # DEPENDENCYPART_ARC
(28,21),-2.39779 # DEPENDENCYPART_ARC
(28,22),-0.0425818 # DEPENDENCYPART_ARC
(28,23),-0.716069 # DEPENDENCYPART_ARC
(28,24),-0.18998 # DEPENDENCYPART_ARC
(28,25),-0.264397 # DEPENDENCYPART_ARC
(28,26),0.802161 # DEPENDENCYPART_ARC
(28,27),2.60912 # DEPENDENCYPART_ARC
