# _root_ Prens , " Rapunzel , Rapunzel ! _ Uzat altın _ sarısı saçlarını ! " diye _ seslenince , cadı Rapunzel'den _ kestiği saç örgüsünü _ uzatmış aşağıya .
#goldHeads=17,0,0,5,6,9,0,9,14,12,12,13,0,16,0,17,18,27,0,27,22,23,25,25,27,27,29,27,0,
#predictedHeads=2,0,0,5,6,7,0,9,14,12,12,13,14,0,0,17,18,27,0,21,22,23,24,25,27,27,29,26,0,
(17,29),-1.14192 # DEPENDENCYPART_ARC
(18,1),-0.214021 # DEPENDENCYPART_ARC
(18,2),-0.433156 # DEPENDENCYPART_ARC
(18,3),-0.442036 # DEPENDENCYPART_ARC
(18,4),0.029841 # DEPENDENCYPART_ARC
(18,5),-0.465312 # DEPENDENCYPART_ARC
(18,6),0.181144 # DEPENDENCYPART_ARC
(18,7),-0.0771195 # DEPENDENCYPART_ARC
(18,8),-0.889301 # DEPENDENCYPART_ARC
(18,9),-0.221551 # DEPENDENCYPART_ARC
(18,10),0.621423 # DEPENDENCYPART_ARC
(18,11),0.037188 # DEPENDENCYPART_ARC
(18,12),1.27171 # DEPENDENCYPART_ARC
(18,13),0.751375 # DEPENDENCYPART_ARC
(18,14),0.193282 # DEPENDENCYPART_ARC
(18,15),0.780616 # DEPENDENCYPART_ARC
(18,16),1.17158 # DEPENDENCYPART_ARC
(18,17),2.85354 # DEPENDENCYPART_ARC
(18,19),-0.432656 # DEPENDENCYPART_ARC
(18,20),-1.27208 # DEPENDENCYPART_ARC
(18,21),-1.55872 # DEPENDENCYPART_ARC
(18,22),-1.34402 # DEPENDENCYPART_ARC
(18,23),-1.61209 # DEPENDENCYPART_ARC
(18,24),-1.69328 # DEPENDENCYPART_ARC
(18,25),-1.76753 # DEPENDENCYPART_ARC
(18,26),-1.60101 # DEPENDENCYPART_ARC
(18,27),-1.46206 # DEPENDENCYPART_ARC
(18,28),-1.85164 # DEPENDENCYPART_ARC
(18,29),-1.9053 # DEPENDENCYPART_ARC
(19,1),-1.35881 # DEPENDENCYPART_ARC
(19,2),-1.0007 # DEPENDENCYPART_ARC
(19,3),-0.452611 # DEPENDENCYPART_ARC
(19,4),-0.863921 # DEPENDENCYPART_ARC
(19,5),-0.787394 # DEPENDENCYPART_ARC
(19,6),-0.5601 # DEPENDENCYPART_ARC
(19,7),-0.0869698 # DEPENDENCYPART_ARC
(19,8),-2.84263 # DEPENDENCYPART_ARC
(19,9),0.399954 # DEPENDENCYPART_ARC
(19,10),-0.377292 # DEPENDENCYPART_ARC
(19,11),-2.24438 # DEPENDENCYPART_ARC
(19,12),-0.314597 # DEPENDENCYPART_ARC
(19,13),-0.116825 # DEPENDENCYPART_ARC
(19,14),-0.180773 # DEPENDENCYPART_ARC
(19,15),-0.0327233 # DEPENDENCYPART_ARC
(19,16),-0.0712385 # DEPENDENCYPART_ARC
(19,17),-0.12398 # DEPENDENCYPART_ARC
(19,18),0.229471 # DEPENDENCYPART_ARC
(19,20),-0.15317 # DEPENDENCYPART_ARC
(19,21),-0.386314 # DEPENDENCYPART_ARC
(19,22),-0.392924 # DEPENDENCYPART_ARC
(19,23),-0.676252 # DEPENDENCYPART_ARC
(19,24),-0.791638 # DEPENDENCYPART_ARC
(19,25),-0.578043 # DEPENDENCYPART_ARC
(19,26),-0.849442 # DEPENDENCYPART_ARC
(19,27),-0.683672 # DEPENDENCYPART_ARC
(19,28),-0.878802 # DEPENDENCYPART_ARC
(19,29),-1.76954 # DEPENDENCYPART_ARC
(20,1),-2.15522 # DEPENDENCYPART_ARC
(20,2),-1.49344 # DEPENDENCYPART_ARC
(20,3),-1.45599 # DEPENDENCYPART_ARC
(20,4),-1.59152 # DEPENDENCYPART_ARC
(20,5),-1.48942 # DEPENDENCYPART_ARC
(20,6),-1.42354 # DEPENDENCYPART_ARC
(20,7),-0.432467 # DEPENDENCYPART_ARC
(20,8),-4.11344 # DEPENDENCYPART_ARC
(20,9),-0.731664 # DEPENDENCYPART_ARC
(20,10),-1.04116 # DEPENDENCYPART_ARC
(20,11),-2.49685 # DEPENDENCYPART_ARC
(20,12),-1.04446 # DEPENDENCYPART_ARC
(20,13),-2.04161 # DEPENDENCYPART_ARC
(20,14),-0.538657 # DEPENDENCYPART_ARC
(20,15),-0.99433 # DEPENDENCYPART_ARC
(20,16),-0.386833 # DEPENDENCYPART_ARC
(20,17),0.19039 # DEPENDENCYPART_ARC
(20,18),-0.185388 # DEPENDENCYPART_ARC
(20,19),0.0455235 # DEPENDENCYPART_ARC
(20,21),-0.567276 # DEPENDENCYPART_ARC
(20,22),-0.16084 # DEPENDENCYPART_ARC
(20,23),0.204414 # DEPENDENCYPART_ARC
(20,24),-0.220426 # DEPENDENCYPART_ARC
(20,25),-1.22712 # DEPENDENCYPART_ARC
(20,26),-0.383192 # DEPENDENCYPART_ARC
(20,27),-0.871054 # DEPENDENCYPART_ARC
(20,28),-0.336956 # DEPENDENCYPART_ARC
(20,29),-0.392671 # DEPENDENCYPART_ARC
(21,1),-2.47571 # DEPENDENCYPART_ARC
(21,2),-1.36051 # DEPENDENCYPART_ARC
(21,3),-1.01421 # DEPENDENCYPART_ARC
(21,4),-1.88562 # DEPENDENCYPART_ARC
(21,5),-0.988421 # DEPENDENCYPART_ARC
(21,6),-1.70907 # DEPENDENCYPART_ARC
(21,7),-0.244705 # DEPENDENCYPART_ARC
(21,8),-4.72592 # DEPENDENCYPART_ARC
(21,9),-1.89406 # DEPENDENCYPART_ARC
(21,10),-1.18655 # DEPENDENCYPART_ARC
(21,11),-3.04877 # DEPENDENCYPART_ARC
(21,12),-1.30576 # DEPENDENCYPART_ARC
(21,13),-3.3215 # DEPENDENCYPART_ARC
(21,14),-0.26911 # DEPENDENCYPART_ARC
(21,15),-0.640497 # DEPENDENCYPART_ARC
(21,16),-0.552993 # DEPENDENCYPART_ARC
(21,17),-0.853016 # DEPENDENCYPART_ARC
(21,18),-0.206441 # DEPENDENCYPART_ARC
(21,19),-0.16799 # DEPENDENCYPART_ARC
(21,20),2.09922 # DEPENDENCYPART_ARC
(21,22),-0.14865 # DEPENDENCYPART_ARC
(21,23),0.138387 # DEPENDENCYPART_ARC
(21,24),-1.01945 # DEPENDENCYPART_ARC
(21,25),-1.48775 # DEPENDENCYPART_ARC
(21,26),-0.634293 # DEPENDENCYPART_ARC
(21,27),-1.10899 # DEPENDENCYPART_ARC
(21,28),-1.11505 # DEPENDENCYPART_ARC
(21,29),-1.09734 # DEPENDENCYPART_ARC
(22,1),-0.687382 # DEPENDENCYPART_ARC
(22,2),-2.37621 # DEPENDENCYPART_ARC
(22,3),-2.30859 # DEPENDENCYPART_ARC
(22,4),-0.653857 # DEPENDENCYPART_ARC
(22,5),-1.92388 # DEPENDENCYPART_ARC
(22,6),-0.542827 # DEPENDENCYPART_ARC
(22,7),-0.452656 # DEPENDENCYPART_ARC
(22,8),-8.16414 # DEPENDENCYPART_ARC
(22,9),-0.298815 # DEPENDENCYPART_ARC
(22,10),0.052578 # DEPENDENCYPART_ARC
(22,11),-5.7183 # DEPENDENCYPART_ARC
(22,12),-0.291204 # DEPENDENCYPART_ARC
(22,13),0.35888 # DEPENDENCYPART_ARC
(22,14),-0.696735 # DEPENDENCYPART_ARC
(22,15),-0.792562 # DEPENDENCYPART_ARC
(22,16),-0.0745833 # DEPENDENCYPART_ARC
(22,17),-2.61873 # DEPENDENCYPART_ARC
(22,18),0.0824532 # DEPENDENCYPART_ARC
(22,19),-0.320834 # DEPENDENCYPART_ARC
(22,20),1.26965 # DEPENDENCYPART_ARC
(22,21),2.52173 # DEPENDENCYPART_ARC
(22,23),0.078594 # DEPENDENCYPART_ARC
(22,24),-0.237155 # DEPENDENCYPART_ARC
(22,25),-0.785587 # DEPENDENCYPART_ARC
(22,26),-0.579268 # DEPENDENCYPART_ARC
(22,27),-0.81817 # DEPENDENCYPART_ARC
(22,28),-0.198576 # DEPENDENCYPART_ARC
(22,29),-1.04338 # DEPENDENCYPART_ARC
(23,1),-1.3683 # DEPENDENCYPART_ARC
(23,2),-1.02142 # DEPENDENCYPART_ARC
(23,3),-0.112812 # DEPENDENCYPART_ARC
(23,4),-0.934848 # DEPENDENCYPART_ARC
(23,5),-0.736976 # DEPENDENCYPART_ARC
(23,6),-0.733537 # DEPENDENCYPART_ARC
(23,7),-0.294268 # DEPENDENCYPART_ARC
(23,8),-3.92886 # DEPENDENCYPART_ARC
(23,9),-0.252093 # DEPENDENCYPART_ARC
(23,10),-0.206467 # DEPENDENCYPART_ARC
(23,11),-2.9783 # DEPENDENCYPART_ARC
(23,12),0.189662 # DEPENDENCYPART_ARC
(23,13),0.207303 # DEPENDENCYPART_ARC
(23,14),-0.0996819 # DEPENDENCYPART_ARC
(23,15),0.0202626 # DEPENDENCYPART_ARC
(23,16),0.695081 # DEPENDENCYPART_ARC
(23,17),-0.684903 # DEPENDENCYPART_ARC
(23,18),0.267903 # DEPENDENCYPART_ARC
(23,19),0.0821053 # DEPENDENCYPART_ARC
(23,20),1.16202 # DEPENDENCYPART_ARC
(23,21),1.81028 # DEPENDENCYPART_ARC
(23,22),3.03374 # DEPENDENCYPART_ARC
(23,24),-0.569739 # DEPENDENCYPART_ARC
(23,25),-0.744801 # DEPENDENCYPART_ARC
(23,26),-0.980704 # DEPENDENCYPART_ARC
(23,27),-0.925123 # DEPENDENCYPART_ARC
(23,28),-0.929199 # DEPENDENCYPART_ARC
(23,29),-1.01602 # DEPENDENCYPART_ARC
(24,1),-1.83456 # DEPENDENCYPART_ARC
(24,2),-1.39967 # DEPENDENCYPART_ARC
(24,3),-1.07311 # DEPENDENCYPART_ARC
(24,4),-1.41475 # DEPENDENCYPART_ARC
(24,5),-0.943387 # DEPENDENCYPART_ARC
(24,6),-1.21837 # DEPENDENCYPART_ARC
(24,7),0.110748 # DEPENDENCYPART_ARC
(24,8),-6.07982 # DEPENDENCYPART_ARC
(24,9),-0.531019 # DEPENDENCYPART_ARC
(24,10),-0.475632 # DEPENDENCYPART_ARC
(24,11),-4.24528 # DEPENDENCYPART_ARC
(24,12),-0.372064 # DEPENDENCYPART_ARC
(24,13),-1.47728 # DEPENDENCYPART_ARC
(24,14),0.115076 # DEPENDENCYPART_ARC
(24,15),-0.311994 # DEPENDENCYPART_ARC
(24,16),-0.243521 # DEPENDENCYPART_ARC
(24,17),-2.10049 # DEPENDENCYPART_ARC
(24,18),0.0224843 # DEPENDENCYPART_ARC
(24,19),-0.442489 # DEPENDENCYPART_ARC
(24,20),0.984209 # DEPENDENCYPART_ARC
(24,21),0.478257 # DEPENDENCYPART_ARC
(24,22),0.50817 # DEPENDENCYPART_ARC
(24,23),2.2151 # DEPENDENCYPART_ARC
(24,25),-0.451771 # DEPENDENCYPART_ARC
(24,26),-0.135637 # DEPENDENCYPART_ARC
(24,27),-0.922408 # DEPENDENCYPART_ARC
(24,28),0.227241 # DEPENDENCYPART_ARC
(24,29),-0.660541 # DEPENDENCYPART_ARC
(25,1),-1.79012 # DEPENDENCYPART_ARC
(25,2),-1.56061 # DEPENDENCYPART_ARC
(25,3),-1.00803 # DEPENDENCYPART_ARC
(25,4),-1.18606 # DEPENDENCYPART_ARC
(25,5),-0.945125 # DEPENDENCYPART_ARC
(25,6),-0.856061 # DEPENDENCYPART_ARC
(25,7),0.12358 # DEPENDENCYPART_ARC
(25,8),-6.87393 # DEPENDENCYPART_ARC
(25,9),-0.63194 # DEPENDENCYPART_ARC
(25,10),-0.477157 # DEPENDENCYPART_ARC
(25,11),-5.21453 # DEPENDENCYPART_ARC
(25,12),-0.114142 # DEPENDENCYPART_ARC
(25,13),-0.903241 # DEPENDENCYPART_ARC
(25,14),0.153841 # DEPENDENCYPART_ARC
(25,15),-0.37095 # DEPENDENCYPART_ARC
(25,16),-0.344199 # DEPENDENCYPART_ARC
(25,17),-3.07018 # DEPENDENCYPART_ARC
(25,18),-0.0707922 # DEPENDENCYPART_ARC
(25,19),-0.250133 # DEPENDENCYPART_ARC
(25,20),0.96256 # DEPENDENCYPART_ARC
(25,21),0.231393 # DEPENDENCYPART_ARC
(25,22),-0.532652 # DEPENDENCYPART_ARC
(25,23),1.96732 # DEPENDENCYPART_ARC
(25,24),3.04727 # DEPENDENCYPART_ARC
(25,26),0.030019 # DEPENDENCYPART_ARC
(25,27),-0.700558 # DEPENDENCYPART_ARC
(25,28),0.263422 # DEPENDENCYPART_ARC
(25,29),-0.711158 # DEPENDENCYPART_ARC
(26,1),-0.0582112 # DEPENDENCYPART_ARC
(26,2),-2.26232 # DEPENDENCYPART_ARC
(26,3),-2.35023 # DEPENDENCYPART_ARC
(26,4),-0.331914 # DEPENDENCYPART_ARC
(26,5),-1.79914 # DEPENDENCYPART_ARC
(26,6),-0.272012 # DEPENDENCYPART_ARC
(26,7),0.382748 # DEPENDENCYPART_ARC
(26,8),-11.7138 # DEPENDENCYPART_ARC
(26,9),-0.108508 # DEPENDENCYPART_ARC
(26,10),0.0216064 # DEPENDENCYPART_ARC
(26,11),-9.80894 # DEPENDENCYPART_ARC
(26,12),-0.570828 # DEPENDENCYPART_ARC
(26,13),0.142907 # DEPENDENCYPART_ARC
(26,14),0.0609911 # DEPENDENCYPART_ARC
(26,15),-0.807049 # DEPENDENCYPART_ARC
(26,16),-0.726052 # DEPENDENCYPART_ARC
(26,17),-6.05413 # DEPENDENCYPART_ARC
(26,18),-0.121221 # DEPENDENCYPART_ARC
(26,19),-0.0382914 # DEPENDENCYPART_ARC
(26,20),0.540688 # DEPENDENCYPART_ARC
(26,21),0.751177 # DEPENDENCYPART_ARC
(26,22),-1.56081 # DEPENDENCYPART_ARC
(26,23),0.289161 # DEPENDENCYPART_ARC
(26,24),1.61384 # DEPENDENCYPART_ARC
(26,25),1.954 # DEPENDENCYPART_ARC
(26,27),0.695566 # DEPENDENCYPART_ARC
(26,28),1.35165 # DEPENDENCYPART_ARC
(26,29),-0.296607 # DEPENDENCYPART_ARC
(27,1),-0.630861 # DEPENDENCYPART_ARC
(27,2),-1.74709 # DEPENDENCYPART_ARC
(27,3),-2.586 # DEPENDENCYPART_ARC
(27,4),-0.724433 # DEPENDENCYPART_ARC
(27,5),-1.42988 # DEPENDENCYPART_ARC
(27,6),-0.67316 # DEPENDENCYPART_ARC
(27,7),0.0951085 # DEPENDENCYPART_ARC
(27,8),-9.23553 # DEPENDENCYPART_ARC
(27,9),-0.620734 # DEPENDENCYPART_ARC
(27,10),-0.121626 # DEPENDENCYPART_ARC
(27,11),-8.16646 # DEPENDENCYPART_ARC
(27,12),-0.397137 # DEPENDENCYPART_ARC
(27,13),0.768364 # DEPENDENCYPART_ARC
(27,14),-0.247902 # DEPENDENCYPART_ARC
(27,15),-1.11831 # DEPENDENCYPART_ARC
(27,16),-0.387375 # DEPENDENCYPART_ARC
(27,17),-5.84661 # DEPENDENCYPART_ARC
(27,18),0.781268 # DEPENDENCYPART_ARC
(27,19),0.213379 # DEPENDENCYPART_ARC
(27,20),0.922189 # DEPENDENCYPART_ARC
(27,21),1.08287 # DEPENDENCYPART_ARC
(27,22),-2.43429 # DEPENDENCYPART_ARC
(27,23),0.386231 # DEPENDENCYPART_ARC
(27,24),1.67111 # DEPENDENCYPART_ARC
(27,25),2.56742 # DEPENDENCYPART_ARC
(27,26),2.78532 # DEPENDENCYPART_ARC
(27,28),0.542745 # DEPENDENCYPART_ARC
(27,29),-0.399259 # DEPENDENCYPART_ARC
(28,1),-3.25626 # DEPENDENCYPART_ARC
(28,2),-2.21646 # DEPENDENCYPART_ARC
(28,3),-1.45812 # DEPENDENCYPART_ARC
(28,4),-2.75106 # DEPENDENCYPART_ARC
(28,5),-1.95622 # DEPENDENCYPART_ARC
(28,6),-2.54584 # DEPENDENCYPART_ARC
(28,7),-0.497676 # DEPENDENCYPART_ARC
(28,8),-8.66097 # DEPENDENCYPART_ARC
(28,9),-1.34556 # DEPENDENCYPART_ARC
(28,10),-1.80496 # DEPENDENCYPART_ARC
(28,11),-7.4218 # DEPENDENCYPART_ARC
(28,12),-1.62529 # DEPENDENCYPART_ARC
(28,13),-3.61382 # DEPENDENCYPART_ARC
(28,14),-0.114552 # DEPENDENCYPART_ARC
(28,15),-0.617269 # DEPENDENCYPART_ARC
(28,16),-1.47447 # DEPENDENCYPART_ARC
(28,17),-4.91694 # DEPENDENCYPART_ARC
(28,18),-0.309456 # DEPENDENCYPART_ARC
(28,19),-0.84805 # DEPENDENCYPART_ARC
(28,20),-0.541576 # DEPENDENCYPART_ARC
(28,21),-1.21645 # DEPENDENCYPART_ARC
(28,22),-2.67975 # DEPENDENCYPART_ARC
(28,23),-0.0444399 # DEPENDENCYPART_ARC
(28,24),0.140735 # DEPENDENCYPART_ARC
(28,25),-1.26919 # DEPENDENCYPART_ARC
(28,26),0.331739 # DEPENDENCYPART_ARC
(28,27),0.905416 # DEPENDENCYPART_ARC
(28,29),0.36415 # DEPENDENCYPART_ARC
(29,1),-1.37845 # DEPENDENCYPART_ARC
(29,2),-2.21202 # DEPENDENCYPART_ARC
(29,3),-1.55233 # DEPENDENCYPART_ARC
(29,4),-1.41911 # DEPENDENCYPART_ARC
(29,5),-1.7249 # DEPENDENCYPART_ARC
(29,6),-1.34354 # DEPENDENCYPART_ARC
(29,7),-1.40194 # DEPENDENCYPART_ARC
(29,8),-6.70059 # DEPENDENCYPART_ARC
(29,9),1.0446 # DEPENDENCYPART_ARC
(29,10),-0.600365 # DEPENDENCYPART_ARC
(29,11),-5.56521 # DEPENDENCYPART_ARC
(29,12),-0.504689 # DEPENDENCYPART_ARC
(29,13),-0.704947 # DEPENDENCYPART_ARC
(29,14),-0.482215 # DEPENDENCYPART_ARC
(29,15),-0.409745 # DEPENDENCYPART_ARC
(29,16),-0.383084 # DEPENDENCYPART_ARC
(29,17),-4.07957 # DEPENDENCYPART_ARC
(29,18),-0.170485 # DEPENDENCYPART_ARC
(29,19),-0.0969754 # DEPENDENCYPART_ARC
(29,20),0.344391 # DEPENDENCYPART_ARC
(29,21),0.134402 # DEPENDENCYPART_ARC
(29,22),-2.23695 # DEPENDENCYPART_ARC
(29,23),0.153774 # DEPENDENCYPART_ARC
(29,24),0.352184 # DEPENDENCYPART_ARC
(29,25),0.308594 # DEPENDENCYPART_ARC
(29,26),-0.657251 # DEPENDENCYPART_ARC
(29,27),2.27625 # DEPENDENCYPART_ARC
(29,28),0.530944 # DEPENDENCYPART_ARC
