# _root_ Ertesi gün hava _ kararırken , alçak bir sesle " Rapunzel , Rapunzel ! _ Uzat altın _ sarısı saçlarını ! " diye seslenirmiş .
#goldHeads=2,4,4,5,24,0,9,9,24,0,12,13,16,0,16,23,19,19,20,16,0,0,24,25,0,
#predictedHeads=2,4,4,5,16,0,9,9,16,0,12,13,14,0,16,21,19,19,20,24,0,0,24,25,0,
(21,3),-0.886895 # DEPENDENCYPART_ARC
(21,4),-4.09272 # DEPENDENCYPART_ARC
(21,5),0.280009 # DEPENDENCYPART_ARC
(21,6),-0.86596 # DEPENDENCYPART_ARC
(21,7),0.409805 # DEPENDENCYPART_ARC
(21,8),0.0625515 # DEPENDENCYPART_ARC
(21,9),-0.69156 # DEPENDENCYPART_ARC
(21,10),0.195638 # DEPENDENCYPART_ARC
(21,11),-0.0800904 # DEPENDENCYPART_ARC
(21,12),-0.103958 # DEPENDENCYPART_ARC
(21,13),0.18449 # DEPENDENCYPART_ARC
(21,14),0.883442 # DEPENDENCYPART_ARC
(21,15),-1.18655 # DEPENDENCYPART_ARC
(21,16),1.89285 # DEPENDENCYPART_ARC
(21,17),0.692306 # DEPENDENCYPART_ARC
(21,18),-0.157457 # DEPENDENCYPART_ARC
(21,19),0.967022 # DEPENDENCYPART_ARC
(21,20),1.06069 # DEPENDENCYPART_ARC
(21,22),0.280623 # DEPENDENCYPART_ARC
(21,23),-0.038333 # DEPENDENCYPART_ARC
(21,24),0.0882056 # DEPENDENCYPART_ARC
(21,25),-0.194627 # DEPENDENCYPART_ARC
(22,1),-1.16218 # DEPENDENCYPART_ARC
(22,2),-1.38837 # DEPENDENCYPART_ARC
(22,3),-1.40786 # DEPENDENCYPART_ARC
(22,4),-4.4041 # DEPENDENCYPART_ARC
(22,5),-0.541561 # DEPENDENCYPART_ARC
(22,6),-1.06603 # DEPENDENCYPART_ARC
(22,7),-1.013 # DEPENDENCYPART_ARC
(22,8),-0.504232 # DEPENDENCYPART_ARC
(22,9),-1.01364 # DEPENDENCYPART_ARC
(22,10),-0.264799 # DEPENDENCYPART_ARC
(22,11),-0.945953 # DEPENDENCYPART_ARC
(22,12),-0.631847 # DEPENDENCYPART_ARC
(22,13),-0.548152 # DEPENDENCYPART_ARC
(22,14),0.0208899 # DEPENDENCYPART_ARC
(22,15),-2.1741 # DEPENDENCYPART_ARC
(22,16),0.484856 # DEPENDENCYPART_ARC
(22,17),-0.555867 # DEPENDENCYPART_ARC
(22,18),-1.44612 # DEPENDENCYPART_ARC
(22,19),-0.3599 # DEPENDENCYPART_ARC
(22,20),-0.360732 # DEPENDENCYPART_ARC
(22,21),0.999454 # DEPENDENCYPART_ARC
(22,23),-0.461856 # DEPENDENCYPART_ARC
(22,24),-0.954258 # DEPENDENCYPART_ARC
(22,25),-0.927923 # DEPENDENCYPART_ARC
(23,1),-0.502019 # DEPENDENCYPART_ARC
(23,2),-1.27822 # DEPENDENCYPART_ARC
(23,3),-0.798134 # DEPENDENCYPART_ARC
(23,4),-0.854459 # DEPENDENCYPART_ARC
(23,5),-0.312012 # DEPENDENCYPART_ARC
(23,6),0.0267692 # DEPENDENCYPART_ARC
(23,7),-0.104304 # DEPENDENCYPART_ARC
(23,8),0.0622613 # DEPENDENCYPART_ARC
(23,9),-0.847512 # DEPENDENCYPART_ARC
(23,10),-0.0622122 # DEPENDENCYPART_ARC
(23,11),-0.210113 # DEPENDENCYPART_ARC
(23,12),0.124208 # DEPENDENCYPART_ARC
(23,13),-0.00939666 # DEPENDENCYPART_ARC
(23,14),0.847301 # DEPENDENCYPART_ARC
(23,15),-0.289091 # DEPENDENCYPART_ARC
(23,16),0.674537 # DEPENDENCYPART_ARC
(23,17),0.480743 # DEPENDENCYPART_ARC
(23,18),0.261117 # DEPENDENCYPART_ARC
(23,19),1.061 # DEPENDENCYPART_ARC
(23,20),0.870851 # DEPENDENCYPART_ARC
(23,21),1.76167 # DEPENDENCYPART_ARC
(23,22),2.17789 # DEPENDENCYPART_ARC
(23,24),-0.0288213 # DEPENDENCYPART_ARC
(23,25),-0.136124 # DEPENDENCYPART_ARC
(24,1),-1.25687 # DEPENDENCYPART_ARC
(24,2),0.873987 # DEPENDENCYPART_ARC
(24,3),-0.249587 # DEPENDENCYPART_ARC
(24,4),-8.29037 # DEPENDENCYPART_ARC
(24,5),0.54983 # DEPENDENCYPART_ARC
(24,6),-0.881282 # DEPENDENCYPART_ARC
(24,7),-0.925675 # DEPENDENCYPART_ARC
(24,8),-0.675976 # DEPENDENCYPART_ARC
(24,9),0.539486 # DEPENDENCYPART_ARC
(24,10),-1.49685 # DEPENDENCYPART_ARC
(24,11),0.592097 # DEPENDENCYPART_ARC
(24,12),-0.82984 # DEPENDENCYPART_ARC
(24,13),0.588659 # DEPENDENCYPART_ARC
(24,14),-0.0124532 # DEPENDENCYPART_ARC
(24,15),-3.38029 # DEPENDENCYPART_ARC
(24,16),0.278086 # DEPENDENCYPART_ARC
(24,17),0.754293 # DEPENDENCYPART_ARC
(24,18),-1.9036 # DEPENDENCYPART_ARC
(24,19),1.06198 # DEPENDENCYPART_ARC
(24,20),1.55868 # DEPENDENCYPART_ARC
(24,21),-0.540571 # DEPENDENCYPART_ARC
(24,22),0.711316 # DEPENDENCYPART_ARC
(24,23),2.74195 # DEPENDENCYPART_ARC
(24,25),-0.136436 # DEPENDENCYPART_ARC
(25,1),-0.883162 # DEPENDENCYPART_ARC
(25,2),-1.01299 # DEPENDENCYPART_ARC
(25,3),-1.17759 # DEPENDENCYPART_ARC
(25,4),-5.85713 # DEPENDENCYPART_ARC
(25,5),-1.19834 # DEPENDENCYPART_ARC
(25,6),-1.60482 # DEPENDENCYPART_ARC
(25,7),-1.13152 # DEPENDENCYPART_ARC
(25,8),0.0651558 # DEPENDENCYPART_ARC
(25,9),-0.592534 # DEPENDENCYPART_ARC
(25,10),-0.697903 # DEPENDENCYPART_ARC
(25,11),-0.643095 # DEPENDENCYPART_ARC
(25,12),-0.982556 # DEPENDENCYPART_ARC
(25,13),-0.549055 # DEPENDENCYPART_ARC
(25,14),-0.0481323 # DEPENDENCYPART_ARC
(25,15),-3.04821 # DEPENDENCYPART_ARC
(25,16),0.623887 # DEPENDENCYPART_ARC
(25,17),-0.264316 # DEPENDENCYPART_ARC
(25,18),-2.20711 # DEPENDENCYPART_ARC
(25,19),0.0851361 # DEPENDENCYPART_ARC
(25,20),-0.0636824 # DEPENDENCYPART_ARC
(25,21),0.186642 # DEPENDENCYPART_ARC
(25,22),0.339736 # DEPENDENCYPART_ARC
(25,23),-0.117938 # DEPENDENCYPART_ARC
(25,24),1.78029 # DEPENDENCYPART_ARC
