# _root_ J.P. Morgan & Co. swung to a loss in the third quarter , while NCNB Corp. reported net income more than doubled , and Security Pacific Corp. net rose 10 % .
#goldHeads=2,5,2,3,0,5,8,6,5,12,12,9,5,5,17,15,14,19,22,22,20,17,17,17,28,28,28,29,24,31,29,5,
#predictedHeads=2,5,2,3,0,5,8,6,5,12,12,9,5,5,17,15,14,19,22,22,20,14,22,17,26,28,28,29,24,31,29,17,
(16,10),-0.906782 # DEPENDENCYPART_ARC
(16,11),-0.74859 # DEPENDENCYPART_ARC
(16,12),-2.86795 # DEPENDENCYPART_ARC
(16,13),-1.39754 # DEPENDENCYPART_ARC
(16,14),-1.0325 # DEPENDENCYPART_ARC
(16,15),2.72962 # DEPENDENCYPART_ARC
(16,17),-0.744978 # DEPENDENCYPART_ARC
(16,18),-0.666084 # DEPENDENCYPART_ARC
(16,19),-1.83751 # DEPENDENCYPART_ARC
(16,20),-1.93821 # DEPENDENCYPART_ARC
(16,21),-1.88214 # DEPENDENCYPART_ARC
(16,22),-1.59616 # DEPENDENCYPART_ARC
(16,23),-1.91865 # DEPENDENCYPART_ARC
(16,24),-1.28856 # DEPENDENCYPART_ARC
(16,25),-4.79268 # DEPENDENCYPART_ARC
(16,26),-3.74942 # DEPENDENCYPART_ARC
(16,27),-3.62973 # DEPENDENCYPART_ARC
(16,28),-5.1344 # DEPENDENCYPART_ARC
(16,29),-3.26571 # DEPENDENCYPART_ARC
(16,30),-4.19392 # DEPENDENCYPART_ARC
(16,31),-6.51395 # DEPENDENCYPART_ARC
(16,32),-1.72391 # DEPENDENCYPART_ARC
(17,1),1.75032 # DEPENDENCYPART_ARC
(17,2),1.64838 # DEPENDENCYPART_ARC
(17,3),0.194933 # DEPENDENCYPART_ARC
(17,4),0.713947 # DEPENDENCYPART_ARC
(17,5),1.70617 # DEPENDENCYPART_ARC
(17,6),0.90817 # DEPENDENCYPART_ARC
(17,7),0.03051 # DEPENDENCYPART_ARC
(17,8),0.659859 # DEPENDENCYPART_ARC
(17,9),0.976864 # DEPENDENCYPART_ARC
(17,10),-0.115191 # DEPENDENCYPART_ARC
(17,11),1.23183 # DEPENDENCYPART_ARC
(17,12),0.356774 # DEPENDENCYPART_ARC
(17,13),2.49573 # DEPENDENCYPART_ARC
(17,14),1.62035 # DEPENDENCYPART_ARC
(17,15),2.47737 # DEPENDENCYPART_ARC
(17,16),2.40523 # DEPENDENCYPART_ARC
(17,18),1.42474 # DEPENDENCYPART_ARC
(17,19),2.13878 # DEPENDENCYPART_ARC
(17,20),0.873367 # DEPENDENCYPART_ARC
(17,21),-0.0349119 # DEPENDENCYPART_ARC
(17,22),1.28295 # DEPENDENCYPART_ARC
(17,23),1.89639 # DEPENDENCYPART_ARC
(17,24),2.06709 # DEPENDENCYPART_ARC
(17,25),-1.24289 # DEPENDENCYPART_ARC
(17,26),-1.1747 # DEPENDENCYPART_ARC
(17,27),-1.22363 # DEPENDENCYPART_ARC
(17,28),-0.793412 # DEPENDENCYPART_ARC
(17,29),0.295026 # DEPENDENCYPART_ARC
(17,30),-0.825575 # DEPENDENCYPART_ARC
(17,31),-0.991914 # DEPENDENCYPART_ARC
(17,32),7.31667 # DEPENDENCYPART_ARC
(18,1),-2.73897 # DEPENDENCYPART_ARC
(18,2),-3.33419 # DEPENDENCYPART_ARC
(18,3),-3.11504 # DEPENDENCYPART_ARC
(18,4),-2.91085 # DEPENDENCYPART_ARC
(18,5),-2.89462 # DEPENDENCYPART_ARC
(18,6),-1.19485 # DEPENDENCYPART_ARC
(18,7),-1.04717 # DEPENDENCYPART_ARC
(18,8),-1.89234 # DEPENDENCYPART_ARC
(18,9),-2.25472 # DEPENDENCYPART_ARC
(18,10),-0.805779 # DEPENDENCYPART_ARC
(18,11),-0.653352 # DEPENDENCYPART_ARC
(18,12),-1.90125 # DEPENDENCYPART_ARC
(18,13),-0.694338 # DEPENDENCYPART_ARC
(18,14),-1.04009 # DEPENDENCYPART_ARC
(18,15),0.293801 # DEPENDENCYPART_ARC
(18,16),0.0777881 # DEPENDENCYPART_ARC
(18,17),-0.377146 # DEPENDENCYPART_ARC
(18,19),1.52976 # DEPENDENCYPART_ARC
(18,20),-0.142404 # DEPENDENCYPART_ARC
(18,21),0.94722 # DEPENDENCYPART_ARC
(18,22),0.26352 # DEPENDENCYPART_ARC
(18,23),-0.49995 # DEPENDENCYPART_ARC
(18,24),-0.455052 # DEPENDENCYPART_ARC
(18,25),-1.01277 # DEPENDENCYPART_ARC
(18,26),-1.06853 # DEPENDENCYPART_ARC
(18,27),-1.08905 # DEPENDENCYPART_ARC
(18,28),-1.15769 # DEPENDENCYPART_ARC
(18,29),-0.448007 # DEPENDENCYPART_ARC
(18,30),-2.03148 # DEPENDENCYPART_ARC
(18,31),-1.50121 # DEPENDENCYPART_ARC
(18,32),-0.0378178 # DEPENDENCYPART_ARC
(19,1),-6.65716 # DEPENDENCYPART_ARC
(19,2),-7.4065 # DEPENDENCYPART_ARC
(19,3),-1.55776 # DEPENDENCYPART_ARC
(19,4),-6.25077 # DEPENDENCYPART_ARC
(19,5),-1.75249 # DEPENDENCYPART_ARC
(19,6),-2.48977 # DEPENDENCYPART_ARC
(19,7),-1.27698 # DEPENDENCYPART_ARC
(19,8),-3.59823 # DEPENDENCYPART_ARC
(19,9),-1.4707 # DEPENDENCYPART_ARC
(19,10),1.03333 # DEPENDENCYPART_ARC
(19,11),0.705325 # DEPENDENCYPART_ARC
(19,12),-1.56109 # DEPENDENCYPART_ARC
(19,13),-1.42267 # DEPENDENCYPART_ARC
(19,14),-0.0517557 # DEPENDENCYPART_ARC
(19,15),1.84995 # DEPENDENCYPART_ARC
(19,16),1.35492 # DEPENDENCYPART_ARC
(19,17),0.709203 # DEPENDENCYPART_ARC
(19,18),3.85563 # DEPENDENCYPART_ARC
(19,20),1.03709 # DEPENDENCYPART_ARC
(19,21),1.3618 # DEPENDENCYPART_ARC
(19,22),1.60725 # DEPENDENCYPART_ARC
(19,23),0.216306 # DEPENDENCYPART_ARC
(19,24),0.227947 # DEPENDENCYPART_ARC
(19,25),-0.585611 # DEPENDENCYPART_ARC
(19,26),-0.282866 # DEPENDENCYPART_ARC
(19,27),-0.572733 # DEPENDENCYPART_ARC
(19,28),-0.45519 # DEPENDENCYPART_ARC
(19,29),-0.221498 # DEPENDENCYPART_ARC
(19,30),-0.833768 # DEPENDENCYPART_ARC
(19,31),-2.55736 # DEPENDENCYPART_ARC
(19,32),1.54205 # DEPENDENCYPART_ARC
(20,1),-2.74027 # DEPENDENCYPART_ARC
(20,2),-2.63174 # DEPENDENCYPART_ARC
(20,3),-1.80881 # DEPENDENCYPART_ARC
(20,4),-2.43196 # DEPENDENCYPART_ARC
(20,5),-2.12141 # DEPENDENCYPART_ARC
(20,6),-1.74315 # DEPENDENCYPART_ARC
(20,7),-1.17733 # DEPENDENCYPART_ARC
(20,8),-1.68433 # DEPENDENCYPART_ARC
(20,9),-1.9528 # DEPENDENCYPART_ARC
(20,10),-0.464659 # DEPENDENCYPART_ARC
(20,11),-0.999158 # DEPENDENCYPART_ARC
(20,12),-1.58917 # DEPENDENCYPART_ARC
(20,13),-1.41115 # DEPENDENCYPART_ARC
(20,14),-1.07148 # DEPENDENCYPART_ARC
(20,15),-0.996664 # DEPENDENCYPART_ARC
(20,16),-0.799127 # DEPENDENCYPART_ARC
(20,17),-0.501806 # DEPENDENCYPART_ARC
(20,18),0.234042 # DEPENDENCYPART_ARC
(20,19),0.548633 # DEPENDENCYPART_ARC
(20,21),2.70222 # DEPENDENCYPART_ARC
(20,22),1.13542 # DEPENDENCYPART_ARC
(20,23),0.546189 # DEPENDENCYPART_ARC
(20,24),0.518316 # DEPENDENCYPART_ARC
(20,25),0.177522 # DEPENDENCYPART_ARC
(20,26),-0.354222 # DEPENDENCYPART_ARC
(20,27),-0.472967 # DEPENDENCYPART_ARC
(20,28),-0.516887 # DEPENDENCYPART_ARC
(20,29),0.00746554 # DEPENDENCYPART_ARC
(20,30),-0.886399 # DEPENDENCYPART_ARC
(20,31),-0.716109 # DEPENDENCYPART_ARC
(20,32),0.111917 # DEPENDENCYPART_ARC
(21,1),-2.48272 # DEPENDENCYPART_ARC
(21,2),-2.45294 # DEPENDENCYPART_ARC
(21,3),-2.47641 # DEPENDENCYPART_ARC
(21,4),-2.27683 # DEPENDENCYPART_ARC
(21,5),-2.0591 # DEPENDENCYPART_ARC
(21,6),-1.64156 # DEPENDENCYPART_ARC
(21,7),-1.79546 # DEPENDENCYPART_ARC
(21,8),-1.01077 # DEPENDENCYPART_ARC
(21,9),-0.511082 # DEPENDENCYPART_ARC
(21,10),-1.35766 # DEPENDENCYPART_ARC
(21,11),-1.01148 # DEPENDENCYPART_ARC
(21,12),-1.29676 # DEPENDENCYPART_ARC
(21,13),-0.730598 # DEPENDENCYPART_ARC
(21,14),0.315754 # DEPENDENCYPART_ARC
(21,15),-0.60196 # DEPENDENCYPART_ARC
(21,16),-0.812413 # DEPENDENCYPART_ARC
(21,17),-0.57668 # DEPENDENCYPART_ARC
(21,18),0.0919049 # DEPENDENCYPART_ARC
(21,19),-0.208797 # DEPENDENCYPART_ARC
(21,20),1.09607 # DEPENDENCYPART_ARC
(21,22),2.24175 # DEPENDENCYPART_ARC
(21,23),0.691735 # DEPENDENCYPART_ARC
(21,24),-0.431029 # DEPENDENCYPART_ARC
(21,25),-2.26338 # DEPENDENCYPART_ARC
(21,26),-1.53393 # DEPENDENCYPART_ARC
(21,27),-3.3391 # DEPENDENCYPART_ARC
(21,28),-1.75622 # DEPENDENCYPART_ARC
(21,29),-0.259697 # DEPENDENCYPART_ARC
(21,30),-3.25236 # DEPENDENCYPART_ARC
(21,31),-4.92742 # DEPENDENCYPART_ARC
(21,32),0.540269 # DEPENDENCYPART_ARC
(22,1),-0.658285 # DEPENDENCYPART_ARC
(22,2),-0.205414 # DEPENDENCYPART_ARC
(22,3),-0.792956 # DEPENDENCYPART_ARC
(22,4),-0.837152 # DEPENDENCYPART_ARC
(22,5),0.416971 # DEPENDENCYPART_ARC
(22,6),0.28982 # DEPENDENCYPART_ARC
(22,7),-0.46645 # DEPENDENCYPART_ARC
(22,8),0.387583 # DEPENDENCYPART_ARC
(22,9),-0.104468 # DEPENDENCYPART_ARC
(22,10),-0.734323 # DEPENDENCYPART_ARC
(22,11),0.597395 # DEPENDENCYPART_ARC
(22,12),-0.048352 # DEPENDENCYPART_ARC
(22,13),0.619772 # DEPENDENCYPART_ARC
(22,14),1.08571 # DEPENDENCYPART_ARC
(22,15),0.858263 # DEPENDENCYPART_ARC
(22,16),0.627617 # DEPENDENCYPART_ARC
(22,17),0.606743 # DEPENDENCYPART_ARC
(22,18),1.34008 # DEPENDENCYPART_ARC
(22,19),2.7564 # DEPENDENCYPART_ARC
(22,20),2.64458 # DEPENDENCYPART_ARC
(22,21),1.33345 # DEPENDENCYPART_ARC
(22,23),2.71415 # DEPENDENCYPART_ARC
(22,24),1.2683 # DEPENDENCYPART_ARC
(22,25),-0.0315993 # DEPENDENCYPART_ARC
(22,26),-0.182057 # DEPENDENCYPART_ARC
(22,27),-0.227137 # DEPENDENCYPART_ARC
(22,28),-0.0893626 # DEPENDENCYPART_ARC
(22,29),0.359996 # DEPENDENCYPART_ARC
(22,30),-1.11706 # DEPENDENCYPART_ARC
(22,31),-0.224685 # DEPENDENCYPART_ARC
(22,32),1.80474 # DEPENDENCYPART_ARC
(23,1),-3.77138 # DEPENDENCYPART_ARC
(23,2),-3.76039 # DEPENDENCYPART_ARC
(23,3),-3.33745 # DEPENDENCYPART_ARC
(23,4),-3.34164 # DEPENDENCYPART_ARC
(23,5),-2.52923 # DEPENDENCYPART_ARC
(23,6),-2.33917 # DEPENDENCYPART_ARC
(23,7),-2.46535 # DEPENDENCYPART_ARC
(23,8),-2.23107 # DEPENDENCYPART_ARC
(23,9),-2.48541 # DEPENDENCYPART_ARC
(23,10),-2.13351 # DEPENDENCYPART_ARC
(23,11),-2.37727 # DEPENDENCYPART_ARC
(23,12),-2.07637 # DEPENDENCYPART_ARC
(23,13),-0.907087 # DEPENDENCYPART_ARC
(23,14),-1.81476 # DEPENDENCYPART_ARC
(23,15),-2.12582 # DEPENDENCYPART_ARC
(23,16),-1.99998 # DEPENDENCYPART_ARC
(23,17),-1.46829 # DEPENDENCYPART_ARC
(23,18),-1.64309 # DEPENDENCYPART_ARC
(23,19),-1.467 # DEPENDENCYPART_ARC
(23,20),-1.12558 # DEPENDENCYPART_ARC
(23,21),-1.04638 # DEPENDENCYPART_ARC
(23,22),-0.550178 # DEPENDENCYPART_ARC
(23,24),-0.0472777 # DEPENDENCYPART_ARC
(23,25),-0.341868 # DEPENDENCYPART_ARC
(23,26),-0.604485 # DEPENDENCYPART_ARC
(23,27),-0.88179 # DEPENDENCYPART_ARC
(23,28),-1.38094 # DEPENDENCYPART_ARC
(23,29),-0.952271 # DEPENDENCYPART_ARC
(23,30),-1.91173 # DEPENDENCYPART_ARC
(23,31),-1.91688 # DEPENDENCYPART_ARC
(23,32),-1.15325 # DEPENDENCYPART_ARC
(24,1),-1.93926 # DEPENDENCYPART_ARC
(24,2),-1.77727 # DEPENDENCYPART_ARC
(24,3),-2.65482 # DEPENDENCYPART_ARC
(24,4),-0.542285 # DEPENDENCYPART_ARC
(24,5),-1.33573 # DEPENDENCYPART_ARC
(24,6),-2.04124 # DEPENDENCYPART_ARC
(24,7),-2.03189 # DEPENDENCYPART_ARC
(24,8),-1.96549 # DEPENDENCYPART_ARC
(24,9),-1.62874 # DEPENDENCYPART_ARC
(24,10),-1.75303 # DEPENDENCYPART_ARC
(24,11),-1.77047 # DEPENDENCYPART_ARC
(24,12),-1.28942 # DEPENDENCYPART_ARC
(24,13),-1.78934 # DEPENDENCYPART_ARC
(24,14),-1.01573 # DEPENDENCYPART_ARC
(24,15),-0.234817 # DEPENDENCYPART_ARC
(24,16),-0.320375 # DEPENDENCYPART_ARC
(24,17),-0.12829 # DEPENDENCYPART_ARC
(24,18),-0.902785 # DEPENDENCYPART_ARC
(24,19),-0.396581 # DEPENDENCYPART_ARC
(24,20),-0.607135 # DEPENDENCYPART_ARC
(24,21),0.0117287 # DEPENDENCYPART_ARC
(24,22),0.161148 # DEPENDENCYPART_ARC
(24,23),0.0601645 # DEPENDENCYPART_ARC
(24,25),1.49167 # DEPENDENCYPART_ARC
(24,26),1.64631 # DEPENDENCYPART_ARC
(24,27),0.33859 # DEPENDENCYPART_ARC
(24,28),1.50222 # DEPENDENCYPART_ARC
(24,29),3.32126 # DEPENDENCYPART_ARC
(24,30),-0.824683 # DEPENDENCYPART_ARC
(24,31),-0.0347633 # DEPENDENCYPART_ARC
(24,32),0.15194 # DEPENDENCYPART_ARC
(25,1),-14.3962 # DEPENDENCYPART_ARC
(25,2),-14.5923 # DEPENDENCYPART_ARC
(25,3),-6.1575 # DEPENDENCYPART_ARC
(25,4),-12.5201 # DEPENDENCYPART_ARC
(25,5),-6.06429 # DEPENDENCYPART_ARC
(25,6),-6.12983 # DEPENDENCYPART_ARC
(25,7),-5.98291 # DEPENDENCYPART_ARC
(25,8),-8.45757 # DEPENDENCYPART_ARC
(25,9),-5.51183 # DEPENDENCYPART_ARC
(25,10),-5.61575 # DEPENDENCYPART_ARC
(25,11),-5.41459 # DEPENDENCYPART_ARC
(25,12),-7.66386 # DEPENDENCYPART_ARC
(25,13),-5.28153 # DEPENDENCYPART_ARC
(25,14),-5.18533 # DEPENDENCYPART_ARC
(25,15),-6.42422 # DEPENDENCYPART_ARC
(25,16),-7.32335 # DEPENDENCYPART_ARC
(25,17),-4.351 # DEPENDENCYPART_ARC
(25,18),-3.55912 # DEPENDENCYPART_ARC
(25,19),-5.00705 # DEPENDENCYPART_ARC
(25,20),-3.12447 # DEPENDENCYPART_ARC
(25,21),-2.91838 # DEPENDENCYPART_ARC
(25,22),-2.84126 # DEPENDENCYPART_ARC
(25,23),-1.83662 # DEPENDENCYPART_ARC
(25,24),-1.74367 # DEPENDENCYPART_ARC
(25,26),1.84161 # DEPENDENCYPART_ARC
(25,27),1.96901 # DEPENDENCYPART_ARC
(25,28),-0.36418 # DEPENDENCYPART_ARC
(25,29),-1.04959 # DEPENDENCYPART_ARC
(25,30),-1.18152 # DEPENDENCYPART_ARC
(25,31),-2.37424 # DEPENDENCYPART_ARC
(25,32),-0.528969 # DEPENDENCYPART_ARC
(26,1),-11.1381 # DEPENDENCYPART_ARC
(26,2),-11.6911 # DEPENDENCYPART_ARC
(26,3),-4.17179 # DEPENDENCYPART_ARC
(26,4),-9.55683 # DEPENDENCYPART_ARC
(26,5),-3.90915 # DEPENDENCYPART_ARC
(26,6),-4.17465 # DEPENDENCYPART_ARC
(26,7),-3.82518 # DEPENDENCYPART_ARC
(26,8),-6.59923 # DEPENDENCYPART_ARC
(26,9),-3.60898 # DEPENDENCYPART_ARC
(26,10),-3.11715 # DEPENDENCYPART_ARC
(26,11),-3.13035 # DEPENDENCYPART_ARC
(26,12),-5.96207 # DEPENDENCYPART_ARC
(26,13),-3.78866 # DEPENDENCYPART_ARC
(26,14),-3.34885 # DEPENDENCYPART_ARC
(26,15),-3.82242 # DEPENDENCYPART_ARC
(26,16),-4.66124 # DEPENDENCYPART_ARC
(26,17),-2.17171 # DEPENDENCYPART_ARC
(26,18),-1.38575 # DEPENDENCYPART_ARC
(26,19),-2.90811 # DEPENDENCYPART_ARC
(26,20),-1.61126 # DEPENDENCYPART_ARC
(26,21),-1.14976 # DEPENDENCYPART_ARC
(26,22),-0.881724 # DEPENDENCYPART_ARC
(26,23),-0.684672 # DEPENDENCYPART_ARC
(26,24),-0.413423 # DEPENDENCYPART_ARC
(26,25),4.00517 # DEPENDENCYPART_ARC
(26,27),2.58383 # DEPENDENCYPART_ARC
(26,28),0.698656 # DEPENDENCYPART_ARC
(26,29),0.0255361 # DEPENDENCYPART_ARC
(26,30),-0.506086 # DEPENDENCYPART_ARC
(26,31),-1.51228 # DEPENDENCYPART_ARC
(26,32),0.0461742 # DEPENDENCYPART_ARC
(27,1),-11.4126 # DEPENDENCYPART_ARC
(27,2),-11.932 # DEPENDENCYPART_ARC
(27,3),-5.13143 # DEPENDENCYPART_ARC
(27,4),-10.4885 # DEPENDENCYPART_ARC
(27,5),-4.86513 # DEPENDENCYPART_ARC
(27,6),-5.28318 # DEPENDENCYPART_ARC
(27,7),-5.28443 # DEPENDENCYPART_ARC
(27,8),-7.23208 # DEPENDENCYPART_ARC
(27,9),-4.61195 # DEPENDENCYPART_ARC
(27,10),-4.62347 # DEPENDENCYPART_ARC
(27,11),-4.41296 # DEPENDENCYPART_ARC
(27,12),-6.47161 # DEPENDENCYPART_ARC
(27,13),-4.4313 # DEPENDENCYPART_ARC
(27,14),-4.15095 # DEPENDENCYPART_ARC
(27,15),-5.17628 # DEPENDENCYPART_ARC
(27,16),-6.33489 # DEPENDENCYPART_ARC
(27,17),-3.18958 # DEPENDENCYPART_ARC
(27,18),-2.60641 # DEPENDENCYPART_ARC
(27,19),-3.61321 # DEPENDENCYPART_ARC
(27,20),-2.659 # DEPENDENCYPART_ARC
(27,21),-2.58643 # DEPENDENCYPART_ARC
(27,22),-2.04307 # DEPENDENCYPART_ARC
(27,23),-1.65967 # DEPENDENCYPART_ARC
(27,24),-2.20164 # DEPENDENCYPART_ARC
(27,25),1.49424 # DEPENDENCYPART_ARC
(27,26),0.141395 # DEPENDENCYPART_ARC
(27,28),-0.464123 # DEPENDENCYPART_ARC
(27,29),-1.03974 # DEPENDENCYPART_ARC
(27,30),-1.51175 # DEPENDENCYPART_ARC
(27,31),-2.84113 # DEPENDENCYPART_ARC
(27,32),-1.83327 # DEPENDENCYPART_ARC
(28,1),-8.85866 # DEPENDENCYPART_ARC
(28,2),-10.284 # DEPENDENCYPART_ARC
(28,3),-1.81697 # DEPENDENCYPART_ARC
(28,4),-8.20202 # DEPENDENCYPART_ARC
(28,5),-2.37073 # DEPENDENCYPART_ARC
(28,6),-3.53656 # DEPENDENCYPART_ARC
(28,7),-2.70815 # DEPENDENCYPART_ARC
(28,8),-5.28924 # DEPENDENCYPART_ARC
(28,9),-2.94692 # DEPENDENCYPART_ARC
(28,10),-1.35877 # DEPENDENCYPART_ARC
(28,11),-0.784549 # DEPENDENCYPART_ARC
(28,12),-3.98563 # DEPENDENCYPART_ARC
(28,13),-1.74721 # DEPENDENCYPART_ARC
(28,14),-1.7882 # DEPENDENCYPART_ARC
(28,15),-1.52211 # DEPENDENCYPART_ARC
(28,16),-2.7505 # DEPENDENCYPART_ARC
(28,17),-0.999708 # DEPENDENCYPART_ARC
(28,18),0.655943 # DEPENDENCYPART_ARC
(28,19),-1.30392 # DEPENDENCYPART_ARC
(28,20),-0.680327 # DEPENDENCYPART_ARC
(28,21),0.145248 # DEPENDENCYPART_ARC
(28,22),-0.0386775 # DEPENDENCYPART_ARC
(28,23),0.385628 # DEPENDENCYPART_ARC
(28,24),-0.0263032 # DEPENDENCYPART_ARC
(28,25),3.93894 # DEPENDENCYPART_ARC
(28,26),3.4987 # DEPENDENCYPART_ARC
(28,27),4.08175 # DEPENDENCYPART_ARC
(28,29),0.901848 # DEPENDENCYPART_ARC
(28,30),0.497108 # DEPENDENCYPART_ARC
(28,31),-0.54829 # DEPENDENCYPART_ARC
(28,32),0.28539 # DEPENDENCYPART_ARC
(29,1),-1.50008 # DEPENDENCYPART_ARC
(29,2),-0.913706 # DEPENDENCYPART_ARC
(29,3),-2.42199 # DEPENDENCYPART_ARC
(29,4),-2.28407 # DEPENDENCYPART_ARC
(29,5),-0.816279 # DEPENDENCYPART_ARC
(29,6),-1.11934 # DEPENDENCYPART_ARC
(29,7),-2.0984 # DEPENDENCYPART_ARC
(29,8),-0.899451 # DEPENDENCYPART_ARC
(29,9),-0.161056 # DEPENDENCYPART_ARC
(29,10),-2.61614 # DEPENDENCYPART_ARC
(29,11),-0.546081 # DEPENDENCYPART_ARC
(29,12),-1.3489 # DEPENDENCYPART_ARC
(29,13),-0.54276 # DEPENDENCYPART_ARC
(29,14),1.33046 # DEPENDENCYPART_ARC
(29,15),-0.726459 # DEPENDENCYPART_ARC
(29,16),-0.569637 # DEPENDENCYPART_ARC
(29,17),-0.64998 # DEPENDENCYPART_ARC
(29,18),0.696442 # DEPENDENCYPART_ARC
(29,19),2.33295 # DEPENDENCYPART_ARC
(29,20),0.334836 # DEPENDENCYPART_ARC
(29,21),0.967654 # DEPENDENCYPART_ARC
(29,22),0.393712 # DEPENDENCYPART_ARC
(29,23),0.58921 # DEPENDENCYPART_ARC
(29,24),-0.607331 # DEPENDENCYPART_ARC
(29,25),1.35512 # DEPENDENCYPART_ARC
(29,26),1.54451 # DEPENDENCYPART_ARC
(29,27),0.944547 # DEPENDENCYPART_ARC
(29,28),3.1808 # DEPENDENCYPART_ARC
(29,30),1.72049 # DEPENDENCYPART_ARC
(29,31),3.37493 # DEPENDENCYPART_ARC
(29,32),3.94556 # DEPENDENCYPART_ARC
(30,1),-4.24793 # DEPENDENCYPART_ARC
(30,2),-4.18068 # DEPENDENCYPART_ARC
(30,3),-3.94411 # DEPENDENCYPART_ARC
(30,4),-3.93901 # DEPENDENCYPART_ARC
(30,5),-3.62414 # DEPENDENCYPART_ARC
(30,6),-3.37507 # DEPENDENCYPART_ARC
(30,7),-3.09731 # DEPENDENCYPART_ARC
(30,8),-3.7845 # DEPENDENCYPART_ARC
(30,9),-4.54618 # DEPENDENCYPART_ARC
(30,10),-2.26848 # DEPENDENCYPART_ARC
(30,11),-2.43184 # DEPENDENCYPART_ARC
(30,12),-3.49877 # DEPENDENCYPART_ARC
(30,13),-3.44008 # DEPENDENCYPART_ARC
(30,14),-2.47216 # DEPENDENCYPART_ARC
(30,15),-2.33711 # DEPENDENCYPART_ARC
(30,16),-2.44009 # DEPENDENCYPART_ARC
(30,17),-2.2922 # DEPENDENCYPART_ARC
(30,18),-1.66174 # DEPENDENCYPART_ARC
(30,19),-2.54348 # DEPENDENCYPART_ARC
(30,20),-0.330687 # DEPENDENCYPART_ARC
(30,21),-0.334034 # DEPENDENCYPART_ARC
(30,22),-1.66519 # DEPENDENCYPART_ARC
(30,23),-1.63326 # DEPENDENCYPART_ARC
(30,24),-2.21134 # DEPENDENCYPART_ARC
(30,25),-0.834116 # DEPENDENCYPART_ARC
(30,26),-0.637729 # DEPENDENCYPART_ARC
(30,27),-0.274509 # DEPENDENCYPART_ARC
(30,28),-0.315722 # DEPENDENCYPART_ARC
(30,29),0.473655 # DEPENDENCYPART_ARC
(30,31),1.46557 # DEPENDENCYPART_ARC
(30,32),-0.271318 # DEPENDENCYPART_ARC
(31,1),-12.0152 # DEPENDENCYPART_ARC
(31,2),-12.9987 # DEPENDENCYPART_ARC
(31,3),-3.00082 # DEPENDENCYPART_ARC
(31,4),-11.1887 # DEPENDENCYPART_ARC
(31,5),-3.24563 # DEPENDENCYPART_ARC
(31,6),-4.86937 # DEPENDENCYPART_ARC
(31,7),-5.26963 # DEPENDENCYPART_ARC
(31,8),-8.16817 # DEPENDENCYPART_ARC
(31,9),-4.33279 # DEPENDENCYPART_ARC
(31,10),-4.66379 # DEPENDENCYPART_ARC
(31,11),-2.97572 # DEPENDENCYPART_ARC
(31,12),-6.348 # DEPENDENCYPART_ARC
(31,13),-2.49363 # DEPENDENCYPART_ARC
(31,14),-2.56148 # DEPENDENCYPART_ARC
(31,15),-4.56974 # DEPENDENCYPART_ARC
(31,16),-5.82051 # DEPENDENCYPART_ARC
(31,17),-1.87105 # DEPENDENCYPART_ARC
(31,18),-2.04431 # DEPENDENCYPART_ARC
(31,19),-3.98105 # DEPENDENCYPART_ARC
(31,20),-1.91723 # DEPENDENCYPART_ARC
(31,21),-0.676732 # DEPENDENCYPART_ARC
(31,22),-1.08544 # DEPENDENCYPART_ARC
(31,23),-0.830021 # DEPENDENCYPART_ARC
(31,24),-1.44343 # DEPENDENCYPART_ARC
(31,25),-0.192433 # DEPENDENCYPART_ARC
(31,26),-0.32612 # DEPENDENCYPART_ARC
(31,27),0.0995762 # DEPENDENCYPART_ARC
(31,28),0.140073 # DEPENDENCYPART_ARC
(31,29),0.660116 # DEPENDENCYPART_ARC
(31,30),4.26627 # DEPENDENCYPART_ARC
(31,32),-0.365677 # DEPENDENCYPART_ARC
(32,1),-4.04924 # DEPENDENCYPART_ARC
(32,2),-3.70943 # DEPENDENCYPART_ARC
(32,3),-3.18361 # DEPENDENCYPART_ARC
(32,4),-3.63776 # DEPENDENCYPART_ARC
(32,5),-2.82684 # DEPENDENCYPART_ARC
(32,6),-3.66993 # DEPENDENCYPART_ARC
(32,7),-3.62714 # DEPENDENCYPART_ARC
(32,8),-3.6844 # DEPENDENCYPART_ARC
(32,9),-3.78368 # DEPENDENCYPART_ARC
(32,10),-2.91106 # DEPENDENCYPART_ARC
(32,11),-3.35293 # DEPENDENCYPART_ARC
(32,12),-2.98127 # DEPENDENCYPART_ARC
(32,13),-2.50285 # DEPENDENCYPART_ARC
(32,14),-2.68289 # DEPENDENCYPART_ARC
(32,15),-2.40319 # DEPENDENCYPART_ARC
(32,16),-2.45363 # DEPENDENCYPART_ARC
(32,17),-2.08096 # DEPENDENCYPART_ARC
(32,18),-2.56906 # DEPENDENCYPART_ARC
(32,19),-2.3608 # DEPENDENCYPART_ARC
(32,20),-2.53601 # DEPENDENCYPART_ARC
(32,21),-1.98728 # DEPENDENCYPART_ARC
(32,22),-1.79089 # DEPENDENCYPART_ARC
(32,23),-1.52519 # DEPENDENCYPART_ARC
(32,24),-1.62107 # DEPENDENCYPART_ARC
(32,25),-1.38482 # DEPENDENCYPART_ARC
(32,26),-1.32325 # DEPENDENCYPART_ARC
(32,27),-1.6669 # DEPENDENCYPART_ARC
