# _root_ Jack W. Forrest , Environmental Systems president and chief executive officer , said the change increases the company 's effective tax rate to about 35 % from 20 % .
#goldHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,15,16,13,18,22,18,22,22,16,16,26,24,23,16,29,27,13,
#predictedHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,15,16,13,18,22,18,22,22,16,16,26,24,23,16,29,27,13,
(17,15),-1.89117 # DEPENDENCYPART_ARC
(17,16),-1.01807 # DEPENDENCYPART_ARC
(17,18),-0.463117 # DEPENDENCYPART_ARC
(17,19),-1.31609 # DEPENDENCYPART_ARC
(17,20),-1.65624 # DEPENDENCYPART_ARC
(17,21),-1.76004 # DEPENDENCYPART_ARC
(17,22),-1.87511 # DEPENDENCYPART_ARC
(17,23),-2.14147 # DEPENDENCYPART_ARC
(17,24),-2.45238 # DEPENDENCYPART_ARC
(17,25),-2.50315 # DEPENDENCYPART_ARC
(17,26),-2.61852 # DEPENDENCYPART_ARC
(17,27),-3.16842 # DEPENDENCYPART_ARC
(17,28),-2.78951 # DEPENDENCYPART_ARC
(17,29),-3.1303 # DEPENDENCYPART_ARC
(17,30),-2.73265 # DEPENDENCYPART_ARC
(18,1),-5.10426 # DEPENDENCYPART_ARC
(18,2),-4.91194 # DEPENDENCYPART_ARC
(18,3),-5.59135 # DEPENDENCYPART_ARC
(18,4),-2.36443 # DEPENDENCYPART_ARC
(18,5),-4.11128 # DEPENDENCYPART_ARC
(18,6),-4.2199 # DEPENDENCYPART_ARC
(18,7),-4.02343 # DEPENDENCYPART_ARC
(18,8),-1.43472 # DEPENDENCYPART_ARC
(18,9),-0.733989 # DEPENDENCYPART_ARC
(18,10),-0.90353 # DEPENDENCYPART_ARC
(18,11),-3.22752 # DEPENDENCYPART_ARC
(18,12),-1.24744 # DEPENDENCYPART_ARC
(18,13),-0.897121 # DEPENDENCYPART_ARC
(18,14),1.59817 # DEPENDENCYPART_ARC
(18,15),0.424085 # DEPENDENCYPART_ARC
(18,16),0.286323 # DEPENDENCYPART_ARC
(18,17),5.39749 # DEPENDENCYPART_ARC
(18,19),4.60306 # DEPENDENCYPART_ARC
(18,20),1.50512 # DEPENDENCYPART_ARC
(18,21),0.923761 # DEPENDENCYPART_ARC
(18,22),0.383283 # DEPENDENCYPART_ARC
(18,23),0.407475 # DEPENDENCYPART_ARC
(18,24),0.00803876 # DEPENDENCYPART_ARC
(18,25),0.316595 # DEPENDENCYPART_ARC
(18,26),-0.272336 # DEPENDENCYPART_ARC
(18,27),0.961132 # DEPENDENCYPART_ARC
(18,28),0.0845562 # DEPENDENCYPART_ARC
(18,29),-1.16095 # DEPENDENCYPART_ARC
(18,30),0.323344 # DEPENDENCYPART_ARC
(19,1),-1.98985 # DEPENDENCYPART_ARC
(19,2),-1.96325 # DEPENDENCYPART_ARC
(19,3),-2.02182 # DEPENDENCYPART_ARC
(19,4),-1.81166 # DEPENDENCYPART_ARC
(19,5),-1.94805 # DEPENDENCYPART_ARC
(19,6),-1.82021 # DEPENDENCYPART_ARC
(19,7),-2.38247 # DEPENDENCYPART_ARC
(19,8),-1.29693 # DEPENDENCYPART_ARC
(19,9),-1.19468 # DEPENDENCYPART_ARC
(19,10),-1.10803 # DEPENDENCYPART_ARC
(19,11),-1.68725 # DEPENDENCYPART_ARC
(19,12),-0.449682 # DEPENDENCYPART_ARC
(19,13),-0.903703 # DEPENDENCYPART_ARC
(19,14),0.496317 # DEPENDENCYPART_ARC
(19,15),-0.748459 # DEPENDENCYPART_ARC
(19,16),0.00989122 # DEPENDENCYPART_ARC
(19,17),1.44903 # DEPENDENCYPART_ARC
(19,18),0.398275 # DEPENDENCYPART_ARC
(19,20),0.18028 # DEPENDENCYPART_ARC
(19,21),-0.69355 # DEPENDENCYPART_ARC
(19,22),-1.16653 # DEPENDENCYPART_ARC
(19,23),-1.3599 # DEPENDENCYPART_ARC
(19,24),-1.34534 # DEPENDENCYPART_ARC
(19,25),-1.8394 # DEPENDENCYPART_ARC
(19,26),-1.95068 # DEPENDENCYPART_ARC
(19,27),-2.42634 # DEPENDENCYPART_ARC
(19,28),-2.18188 # DEPENDENCYPART_ARC
(19,29),-2.24268 # DEPENDENCYPART_ARC
(19,30),-1.93108 # DEPENDENCYPART_ARC
(20,1),-2.51836 # DEPENDENCYPART_ARC
(20,2),-2.61625 # DEPENDENCYPART_ARC
(20,3),-3.01557 # DEPENDENCYPART_ARC
(20,4),-1.98043 # DEPENDENCYPART_ARC
(20,5),-2.35936 # DEPENDENCYPART_ARC
(20,6),-2.89185 # DEPENDENCYPART_ARC
(20,7),-1.6549 # DEPENDENCYPART_ARC
(20,8),-2.33083 # DEPENDENCYPART_ARC
(20,9),-0.954218 # DEPENDENCYPART_ARC
(20,10),-1.0067 # DEPENDENCYPART_ARC
(20,11),-1.31802 # DEPENDENCYPART_ARC
(20,12),-1.59669 # DEPENDENCYPART_ARC
(20,13),-1.61576 # DEPENDENCYPART_ARC
(20,14),-0.190368 # DEPENDENCYPART_ARC
(20,15),-0.293907 # DEPENDENCYPART_ARC
(20,16),-0.862567 # DEPENDENCYPART_ARC
(20,17),1.11697 # DEPENDENCYPART_ARC
(20,18),0.191301 # DEPENDENCYPART_ARC
(20,19),0.807536 # DEPENDENCYPART_ARC
(20,21),1.52262 # DEPENDENCYPART_ARC
(20,22),0.409487 # DEPENDENCYPART_ARC
(20,23),-0.325208 # DEPENDENCYPART_ARC
(20,24),-0.794832 # DEPENDENCYPART_ARC
(20,25),-0.61224 # DEPENDENCYPART_ARC
(20,26),-0.791156 # DEPENDENCYPART_ARC
(20,27),-0.799816 # DEPENDENCYPART_ARC
(20,28),-1.1968 # DEPENDENCYPART_ARC
(20,29),-1.23909 # DEPENDENCYPART_ARC
(20,30),-0.160623 # DEPENDENCYPART_ARC
(21,1),-6.5678 # DEPENDENCYPART_ARC
(21,2),-6.26664 # DEPENDENCYPART_ARC
(21,3),-7.32332 # DEPENDENCYPART_ARC
(21,4),-3.5857 # DEPENDENCYPART_ARC
(21,5),-5.66134 # DEPENDENCYPART_ARC
(21,6),-5.74997 # DEPENDENCYPART_ARC
(21,7),-4.33968 # DEPENDENCYPART_ARC
(21,8),-3.1059 # DEPENDENCYPART_ARC
(21,9),-2.60696 # DEPENDENCYPART_ARC
(21,10),-3.06619 # DEPENDENCYPART_ARC
(21,11),-4.12907 # DEPENDENCYPART_ARC
(21,12),-2.24164 # DEPENDENCYPART_ARC
(21,13),-2.61287 # DEPENDENCYPART_ARC
(21,14),-2.16255 # DEPENDENCYPART_ARC
(21,15),-1.49433 # DEPENDENCYPART_ARC
(21,16),-1.88831 # DEPENDENCYPART_ARC
(21,17),0.615076 # DEPENDENCYPART_ARC
(21,18),2.46454 # DEPENDENCYPART_ARC
(21,19),0.110713 # DEPENDENCYPART_ARC
(21,20),1.55021 # DEPENDENCYPART_ARC
(21,22),0.681047 # DEPENDENCYPART_ARC
(21,23),-0.132278 # DEPENDENCYPART_ARC
(21,24),-0.555685 # DEPENDENCYPART_ARC
(21,25),-0.372607 # DEPENDENCYPART_ARC
(21,26),-0.964308 # DEPENDENCYPART_ARC
(21,27),-0.382999 # DEPENDENCYPART_ARC
(21,28),-1.08295 # DEPENDENCYPART_ARC
(21,29),-1.88151 # DEPENDENCYPART_ARC
(21,30),-0.106224 # DEPENDENCYPART_ARC
(22,1),-3.90782 # DEPENDENCYPART_ARC
(22,2),-3.78998 # DEPENDENCYPART_ARC
(22,3),-4.62759 # DEPENDENCYPART_ARC
(22,4),-1.68049 # DEPENDENCYPART_ARC
(22,5),-2.84046 # DEPENDENCYPART_ARC
(22,6),-3.2367 # DEPENDENCYPART_ARC
(22,7),-1.94366 # DEPENDENCYPART_ARC
(22,8),-0.993169 # DEPENDENCYPART_ARC
(22,9),0.0532912 # DEPENDENCYPART_ARC
(22,10),-0.318128 # DEPENDENCYPART_ARC
(22,11),-1.86615 # DEPENDENCYPART_ARC
(22,12),-0.382972 # DEPENDENCYPART_ARC
(22,13),-0.831278 # DEPENDENCYPART_ARC
(22,14),0.435946 # DEPENDENCYPART_ARC
(22,15),1.05571 # DEPENDENCYPART_ARC
(22,16),0.0706989 # DEPENDENCYPART_ARC
(22,17),3.08767 # DEPENDENCYPART_ARC
(22,18),4.91968 # DEPENDENCYPART_ARC
(22,19),1.74685 # DEPENDENCYPART_ARC
(22,20),4.18103 # DEPENDENCYPART_ARC
(22,21),4.89834 # DEPENDENCYPART_ARC
(22,23),1.14169 # DEPENDENCYPART_ARC
(22,24),0.712135 # DEPENDENCYPART_ARC
(22,25),1.17627 # DEPENDENCYPART_ARC
(22,26),1.19916 # DEPENDENCYPART_ARC
(22,27),1.08108 # DEPENDENCYPART_ARC
(22,28),0.363475 # DEPENDENCYPART_ARC
(22,29),0.254387 # DEPENDENCYPART_ARC
(22,30),1.18005 # DEPENDENCYPART_ARC
(23,1),-0.64886 # DEPENDENCYPART_ARC
(23,2),-0.749338 # DEPENDENCYPART_ARC
(23,3),-0.580495 # DEPENDENCYPART_ARC
(23,4),-1.91946 # DEPENDENCYPART_ARC
(23,5),-0.406816 # DEPENDENCYPART_ARC
(23,6),-0.379827 # DEPENDENCYPART_ARC
(23,7),-0.293509 # DEPENDENCYPART_ARC
(23,8),-2.1095 # DEPENDENCYPART_ARC
(23,9),-1.48438 # DEPENDENCYPART_ARC
(23,10),-1.38244 # DEPENDENCYPART_ARC
(23,11),-1.65075 # DEPENDENCYPART_ARC
(23,12),-1.0014 # DEPENDENCYPART_ARC
(23,13),-0.684042 # DEPENDENCYPART_ARC
(23,14),-0.233745 # DEPENDENCYPART_ARC
(23,15),-0.0608027 # DEPENDENCYPART_ARC
(23,16),-0.337127 # DEPENDENCYPART_ARC
(23,17),0.0775274 # DEPENDENCYPART_ARC
(23,18),0.603369 # DEPENDENCYPART_ARC
(23,19),0.512592 # DEPENDENCYPART_ARC
(23,20),0.541126 # DEPENDENCYPART_ARC
(23,21),0.286258 # DEPENDENCYPART_ARC
(23,22),0.916286 # DEPENDENCYPART_ARC
(23,24),1.55873 # DEPENDENCYPART_ARC
(23,25),1.90576 # DEPENDENCYPART_ARC
(23,26),2.61684 # DEPENDENCYPART_ARC
(23,27),1.26229 # DEPENDENCYPART_ARC
(23,28),0.718842 # DEPENDENCYPART_ARC
(23,29),0.822716 # DEPENDENCYPART_ARC
(23,30),0.723164 # DEPENDENCYPART_ARC
(24,1),-3.49319 # DEPENDENCYPART_ARC
(24,2),-3.28004 # DEPENDENCYPART_ARC
(24,3),-3.20742 # DEPENDENCYPART_ARC
(24,4),-1.83207 # DEPENDENCYPART_ARC
(24,5),-2.86669 # DEPENDENCYPART_ARC
(24,6),-2.77871 # DEPENDENCYPART_ARC
(24,7),-2.88785 # DEPENDENCYPART_ARC
(24,8),-2.49979 # DEPENDENCYPART_ARC
(24,9),-1.25547 # DEPENDENCYPART_ARC
(24,10),-1.28998 # DEPENDENCYPART_ARC
(24,11),-2.59657 # DEPENDENCYPART_ARC
(24,12),-1.35682 # DEPENDENCYPART_ARC
(24,13),-1.74542 # DEPENDENCYPART_ARC
(24,14),-0.475199 # DEPENDENCYPART_ARC
(24,15),-1.69389 # DEPENDENCYPART_ARC
(24,16),-1.63736 # DEPENDENCYPART_ARC
(24,17),-0.197746 # DEPENDENCYPART_ARC
(24,18),-1.28678 # DEPENDENCYPART_ARC
(24,19),-1.10782 # DEPENDENCYPART_ARC
(24,20),-0.303918 # DEPENDENCYPART_ARC
(24,21),-0.773726 # DEPENDENCYPART_ARC
(24,22),-0.713216 # DEPENDENCYPART_ARC
(24,23),0.869875 # DEPENDENCYPART_ARC
(24,25),5.25279 # DEPENDENCYPART_ARC
(24,26),1.02327 # DEPENDENCYPART_ARC
(24,27),1.48534 # DEPENDENCYPART_ARC
(24,28),2.85478 # DEPENDENCYPART_ARC
(24,29),-0.411868 # DEPENDENCYPART_ARC
(24,30),0.278233 # DEPENDENCYPART_ARC
(25,1),-3.56577 # DEPENDENCYPART_ARC
(25,2),-3.4656 # DEPENDENCYPART_ARC
(25,3),-3.27216 # DEPENDENCYPART_ARC
(25,4),-2.9259 # DEPENDENCYPART_ARC
(25,5),-2.82741 # DEPENDENCYPART_ARC
(25,6),-2.72358 # DEPENDENCYPART_ARC
(25,7),-3.11684 # DEPENDENCYPART_ARC
(25,8),-2.90984 # DEPENDENCYPART_ARC
(25,9),-1.80686 # DEPENDENCYPART_ARC
(25,10),-1.72732 # DEPENDENCYPART_ARC
(25,11),-2.84382 # DEPENDENCYPART_ARC
(25,12),-2.00746 # DEPENDENCYPART_ARC
(25,13),-2.05611 # DEPENDENCYPART_ARC
(25,14),-0.916131 # DEPENDENCYPART_ARC
(25,15),-1.98251 # DEPENDENCYPART_ARC
(25,16),-1.82751 # DEPENDENCYPART_ARC
(25,17),-0.248215 # DEPENDENCYPART_ARC
(25,18),-1.66583 # DEPENDENCYPART_ARC
(25,19),-1.47443 # DEPENDENCYPART_ARC
(25,20),-0.317237 # DEPENDENCYPART_ARC
(25,21),-0.908091 # DEPENDENCYPART_ARC
(25,22),-0.531461 # DEPENDENCYPART_ARC
(25,23),0.57303 # DEPENDENCYPART_ARC
(25,24),1.8488 # DEPENDENCYPART_ARC
(25,26),0.645566 # DEPENDENCYPART_ARC
(25,27),-0.506018 # DEPENDENCYPART_ARC
(25,28),-0.592869 # DEPENDENCYPART_ARC
(25,29),-0.890313 # DEPENDENCYPART_ARC
(25,30),-0.880119 # DEPENDENCYPART_ARC
(26,1),-7.79858 # DEPENDENCYPART_ARC
(26,2),-7.8735 # DEPENDENCYPART_ARC
(26,3),-8.84028 # DEPENDENCYPART_ARC
(26,4),-3.41928 # DEPENDENCYPART_ARC
(26,5),-7.16005 # DEPENDENCYPART_ARC
(26,6),-6.97012 # DEPENDENCYPART_ARC
(26,7),-5.58698 # DEPENDENCYPART_ARC
(26,8),-2.57054 # DEPENDENCYPART_ARC
(26,9),-2.96592 # DEPENDENCYPART_ARC
(26,10),-3.57562 # DEPENDENCYPART_ARC
(26,11),-5.19168 # DEPENDENCYPART_ARC
(26,12),-2.28812 # DEPENDENCYPART_ARC
(26,13),-2.46864 # DEPENDENCYPART_ARC
(26,14),-2.74713 # DEPENDENCYPART_ARC
(26,15),-1.9827 # DEPENDENCYPART_ARC
(26,16),-1.71248 # DEPENDENCYPART_ARC
(26,17),0.188532 # DEPENDENCYPART_ARC
(26,18),1.25384 # DEPENDENCYPART_ARC
(26,19),-0.511191 # DEPENDENCYPART_ARC
(26,20),0.486735 # DEPENDENCYPART_ARC
(26,21),0.769415 # DEPENDENCYPART_ARC
(26,22),-0.468582 # DEPENDENCYPART_ARC
(26,23),1.53755 # DEPENDENCYPART_ARC
(26,24),3.89035 # DEPENDENCYPART_ARC
(26,25),3.7339 # DEPENDENCYPART_ARC
(26,27),1.12873 # DEPENDENCYPART_ARC
(26,28),1.19362 # DEPENDENCYPART_ARC
(26,29),0.632953 # DEPENDENCYPART_ARC
(26,30),0.199238 # DEPENDENCYPART_ARC
(27,1),-4.09771 # DEPENDENCYPART_ARC
(27,2),-4.06019 # DEPENDENCYPART_ARC
(27,3),-4.21051 # DEPENDENCYPART_ARC
(27,4),-3.65913 # DEPENDENCYPART_ARC
(27,5),-3.67116 # DEPENDENCYPART_ARC
(27,6),-3.82101 # DEPENDENCYPART_ARC
(27,7),-3.56905 # DEPENDENCYPART_ARC
(27,8),-3.10063 # DEPENDENCYPART_ARC
(27,9),-2.67045 # DEPENDENCYPART_ARC
(27,10),-2.68033 # DEPENDENCYPART_ARC
(27,11),-3.75962 # DEPENDENCYPART_ARC
(27,12),-2.78412 # DEPENDENCYPART_ARC
(27,13),-2.79716 # DEPENDENCYPART_ARC
(27,14),-2.21936 # DEPENDENCYPART_ARC
(27,15),-2.49244 # DEPENDENCYPART_ARC
(27,16),-2.12127 # DEPENDENCYPART_ARC
(27,17),-1.49305 # DEPENDENCYPART_ARC
(27,18),-1.90188 # DEPENDENCYPART_ARC
(27,19),-1.29508 # DEPENDENCYPART_ARC
(27,20),-1.47663 # DEPENDENCYPART_ARC
(27,21),-1.81944 # DEPENDENCYPART_ARC
(27,22),-1.79632 # DEPENDENCYPART_ARC
(27,23),-0.83487 # DEPENDENCYPART_ARC
(27,24),-0.452753 # DEPENDENCYPART_ARC
(27,25),-0.595567 # DEPENDENCYPART_ARC
(27,26),-0.20756 # DEPENDENCYPART_ARC
(27,28),1.58517 # DEPENDENCYPART_ARC
(27,29),3.72788 # DEPENDENCYPART_ARC
(27,30),-0.385883 # DEPENDENCYPART_ARC
(28,1),-4.82206 # DEPENDENCYPART_ARC
(28,2),-4.80072 # DEPENDENCYPART_ARC
(28,3),-4.66742 # DEPENDENCYPART_ARC
(28,4),-4.43404 # DEPENDENCYPART_ARC
(28,5),-4.38554 # DEPENDENCYPART_ARC
(28,6),-4.19647 # DEPENDENCYPART_ARC
(28,7),-4.59825 # DEPENDENCYPART_ARC
(28,8),-4.26369 # DEPENDENCYPART_ARC
(28,9),-3.11043 # DEPENDENCYPART_ARC
(28,10),-2.9883 # DEPENDENCYPART_ARC
(28,11),-4.08719 # DEPENDENCYPART_ARC
(28,12),-3.43643 # DEPENDENCYPART_ARC
(28,13),-3.51113 # DEPENDENCYPART_ARC
(28,14),-2.41572 # DEPENDENCYPART_ARC
(28,15),-3.45291 # DEPENDENCYPART_ARC
(28,16),-3.16165 # DEPENDENCYPART_ARC
(28,17),-1.99732 # DEPENDENCYPART_ARC
(28,18),-2.97004 # DEPENDENCYPART_ARC
(28,19),-2.82722 # DEPENDENCYPART_ARC
(28,20),-1.97866 # DEPENDENCYPART_ARC
(28,21),-2.68041 # DEPENDENCYPART_ARC
(28,22),-2.51329 # DEPENDENCYPART_ARC
(28,23),-1.80825 # DEPENDENCYPART_ARC
(28,24),-0.669069 # DEPENDENCYPART_ARC
(28,25),-0.354508 # DEPENDENCYPART_ARC
(28,26),-1.16195 # DEPENDENCYPART_ARC
(28,27),0.22386 # DEPENDENCYPART_ARC
(28,29),1.37634 # DEPENDENCYPART_ARC
(28,30),-0.489154 # DEPENDENCYPART_ARC
(29,1),-8.25183 # DEPENDENCYPART_ARC
(29,2),-8.28146 # DEPENDENCYPART_ARC
(29,3),-9.06624 # DEPENDENCYPART_ARC
(29,4),-2.84059 # DEPENDENCYPART_ARC
(29,5),-7.59697 # DEPENDENCYPART_ARC
(29,6),-7.93483 # DEPENDENCYPART_ARC
(29,7),-6.11599 # DEPENDENCYPART_ARC
(29,8),-2.1907 # DEPENDENCYPART_ARC
(29,9),-3.28129 # DEPENDENCYPART_ARC
(29,10),-3.79638 # DEPENDENCYPART_ARC
(29,11),-5.42274 # DEPENDENCYPART_ARC
(29,12),-1.88858 # DEPENDENCYPART_ARC
(29,13),-2.29443 # DEPENDENCYPART_ARC
(29,14),-3.47721 # DEPENDENCYPART_ARC
(29,15),-2.49548 # DEPENDENCYPART_ARC
(29,16),-1.26412 # DEPENDENCYPART_ARC
(29,17),-1.17484 # DEPENDENCYPART_ARC
(29,18),0.211584 # DEPENDENCYPART_ARC
(29,19),-0.350861 # DEPENDENCYPART_ARC
(29,20),0.178133 # DEPENDENCYPART_ARC
(29,21),-0.666043 # DEPENDENCYPART_ARC
(29,22),-2.25694 # DEPENDENCYPART_ARC
(29,23),0.767282 # DEPENDENCYPART_ARC
(29,24),3.00586 # DEPENDENCYPART_ARC
(29,25),2.71479 # DEPENDENCYPART_ARC
(29,26),1.14226 # DEPENDENCYPART_ARC
(29,27),1.26171 # DEPENDENCYPART_ARC
(29,28),3.57819 # DEPENDENCYPART_ARC
(29,30),0.179527 # DEPENDENCYPART_ARC
(30,1),-3.34815 # DEPENDENCYPART_ARC
(30,2),-3.48497 # DEPENDENCYPART_ARC
(30,3),-3.56687 # DEPENDENCYPART_ARC
(30,4),-2.54758 # DEPENDENCYPART_ARC
(30,5),-3.37624 # DEPENDENCYPART_ARC
(30,6),-3.39135 # DEPENDENCYPART_ARC
(30,7),-3.13203 # DEPENDENCYPART_ARC
(30,8),-2.8538 # DEPENDENCYPART_ARC
(30,9),-3.35096 # DEPENDENCYPART_ARC
(30,10),-3.20031 # DEPENDENCYPART_ARC
(30,11),-2.34701 # DEPENDENCYPART_ARC
(30,12),-1.32234 # DEPENDENCYPART_ARC
(30,13),-1.42002 # DEPENDENCYPART_ARC
(30,14),-2.3085 # DEPENDENCYPART_ARC
(30,15),-2.39478 # DEPENDENCYPART_ARC
(30,16),-2.22281 # DEPENDENCYPART_ARC
(30,17),-1.9678 # DEPENDENCYPART_ARC
(30,18),-2.34473 # DEPENDENCYPART_ARC
(30,19),-2.17809 # DEPENDENCYPART_ARC
(30,20),-2.10871 # DEPENDENCYPART_ARC
(30,21),-1.83346 # DEPENDENCYPART_ARC
(30,22),-1.98286 # DEPENDENCYPART_ARC
(30,23),-1.59715 # DEPENDENCYPART_ARC
(30,24),-1.73964 # DEPENDENCYPART_ARC
(30,25),-1.92596 # DEPENDENCYPART_ARC
(30,26),-1.61252 # DEPENDENCYPART_ARC
(30,27),-1.23283 # DEPENDENCYPART_ARC
(30,28),-1.81168 # DEPENDENCYPART_ARC
(30,29),-1.75429 # DEPENDENCYPART_ARC
