# _root_ By 10 a.m. Tokyo time , the index was up 435.11 points , to 34903.80 as investors hailed New York 's overnight rally .
#goldHeads=9,1,2,5,2,9,8,9,0,9,12,10,10,10,14,9,18,16,20,23,20,23,18,9,
#predictedHeads=9,5,5,5,1,9,8,9,0,9,12,10,18,9,14,9,18,16,20,23,20,23,18,9,
(22,4),-2.46831 # DEPENDENCYPART_ARC
(22,5),-2.50003 # DEPENDENCYPART_ARC
(22,6),-1.7375 # DEPENDENCYPART_ARC
(22,7),-1.36049 # DEPENDENCYPART_ARC
(22,8),-2.0595 # DEPENDENCYPART_ARC
(22,9),-2.31303 # DEPENDENCYPART_ARC
(22,10),-1.39655 # DEPENDENCYPART_ARC
(22,11),-1.11714 # DEPENDENCYPART_ARC
(22,12),-1.26644 # DEPENDENCYPART_ARC
(22,13),-0.8076 # DEPENDENCYPART_ARC
(22,14),-0.409889 # DEPENDENCYPART_ARC
(22,15),-0.616267 # DEPENDENCYPART_ARC
(22,16),-0.468779 # DEPENDENCYPART_ARC
(22,17),-0.460335 # DEPENDENCYPART_ARC
(22,18),-0.987335 # DEPENDENCYPART_ARC
(22,19),1.45937 # DEPENDENCYPART_ARC
(22,20),0.619842 # DEPENDENCYPART_ARC
(22,21),0.925206 # DEPENDENCYPART_ARC
(22,23),1.33788 # DEPENDENCYPART_ARC
(22,24),-0.223914 # DEPENDENCYPART_ARC
(23,1),-2.38065 # DEPENDENCYPART_ARC
(23,2),-1.70075 # DEPENDENCYPART_ARC
(23,3),-3.06577 # DEPENDENCYPART_ARC
(23,4),-3.51802 # DEPENDENCYPART_ARC
(23,5),-4.14504 # DEPENDENCYPART_ARC
(23,6),-1.19418 # DEPENDENCYPART_ARC
(23,7),-0.964471 # DEPENDENCYPART_ARC
(23,8),-2.41282 # DEPENDENCYPART_ARC
(23,9),-0.651036 # DEPENDENCYPART_ARC
(23,10),-2.29057 # DEPENDENCYPART_ARC
(23,11),-0.483519 # DEPENDENCYPART_ARC
(23,12),-0.447203 # DEPENDENCYPART_ARC
(23,13),-0.732616 # DEPENDENCYPART_ARC
(23,14),-1.15425 # DEPENDENCYPART_ARC
(23,15),-0.0594421 # DEPENDENCYPART_ARC
(23,16),-0.139823 # DEPENDENCYPART_ARC
(23,17),0.697009 # DEPENDENCYPART_ARC
(23,18),0.30542 # DEPENDENCYPART_ARC
(23,19),3.43091 # DEPENDENCYPART_ARC
(23,20),4.5218 # DEPENDENCYPART_ARC
(23,21),2.00587 # DEPENDENCYPART_ARC
(23,22),4.46757 # DEPENDENCYPART_ARC
(23,24),0.447611 # DEPENDENCYPART_ARC
(24,1),-3.47251 # DEPENDENCYPART_ARC
(24,2),-3.30754 # DEPENDENCYPART_ARC
(24,3),-2.74568 # DEPENDENCYPART_ARC
(24,4),-2.61459 # DEPENDENCYPART_ARC
(24,5),-2.73692 # DEPENDENCYPART_ARC
(24,6),-1.36124 # DEPENDENCYPART_ARC
(24,7),-2.18807 # DEPENDENCYPART_ARC
(24,8),-2.87852 # DEPENDENCYPART_ARC
(24,9),-1.8239 # DEPENDENCYPART_ARC
(24,10),-2.15064 # DEPENDENCYPART_ARC
(24,11),-2.29424 # DEPENDENCYPART_ARC
(24,12),-1.91328 # DEPENDENCYPART_ARC
(24,13),-1.09721 # DEPENDENCYPART_ARC
(24,14),-1.73164 # DEPENDENCYPART_ARC
(24,15),-1.96387 # DEPENDENCYPART_ARC
(24,16),-1.0002 # DEPENDENCYPART_ARC
(24,17),-1.80256 # DEPENDENCYPART_ARC
(24,18),-1.00348 # DEPENDENCYPART_ARC
(24,19),-1.45383 # DEPENDENCYPART_ARC
(24,20),-1.38109 # DEPENDENCYPART_ARC
(24,21),-0.951433 # DEPENDENCYPART_ARC
(24,22),-1.50551 # DEPENDENCYPART_ARC
(24,23),-1.64445 # DEPENDENCYPART_ARC
