# _root_ The builders like the subsidies , but at the same time they tend to be fiscal conservatives in terms of major issues , such as the balanced-budget amendment . ''
#goldHeads=2,3,0,5,3,3,3,13,11,11,8,13,7,13,14,17,15,15,18,19,22,20,22,25,22,28,28,25,3,3,
#predictedHeads=2,3,0,5,3,3,3,3,11,11,8,13,11,13,14,17,15,17,18,19,22,20,22,25,22,28,28,25,3,3,
(17,14),0.487931 # DEPENDENCYPART_ARC
(17,15),1.55141 # DEPENDENCYPART_ARC
(17,16),4.59132 # DEPENDENCYPART_ARC
(17,18),2.58366 # DEPENDENCYPART_ARC
(17,19),1.19868 # DEPENDENCYPART_ARC
(17,20),1.97034 # DEPENDENCYPART_ARC
(17,21),0.971229 # DEPENDENCYPART_ARC
(17,22),0.567509 # DEPENDENCYPART_ARC
(17,23),2.30324 # DEPENDENCYPART_ARC
(17,24),0.425597 # DEPENDENCYPART_ARC
(17,25),1.49165 # DEPENDENCYPART_ARC
(17,26),-0.383596 # DEPENDENCYPART_ARC
(17,27),0.062048 # DEPENDENCYPART_ARC
(17,28),-0.0592035 # DEPENDENCYPART_ARC
(17,29),1.12131 # DEPENDENCYPART_ARC
(17,30),0.466907 # DEPENDENCYPART_ARC
(18,1),-2.45978 # DEPENDENCYPART_ARC
(18,2),-0.922385 # DEPENDENCYPART_ARC
(18,3),-2.23398 # DEPENDENCYPART_ARC
(18,4),-2.13326 # DEPENDENCYPART_ARC
(18,5),-0.944003 # DEPENDENCYPART_ARC
(18,6),-1.54988 # DEPENDENCYPART_ARC
(18,7),-1.49308 # DEPENDENCYPART_ARC
(18,8),-0.592275 # DEPENDENCYPART_ARC
(18,9),-1.03434 # DEPENDENCYPART_ARC
(18,10),-1.32335 # DEPENDENCYPART_ARC
(18,11),-1.55584 # DEPENDENCYPART_ARC
(18,12),-1.13428 # DEPENDENCYPART_ARC
(18,13),-1.21147 # DEPENDENCYPART_ARC
(18,14),-0.612706 # DEPENDENCYPART_ARC
(18,15),-0.250046 # DEPENDENCYPART_ARC
(18,16),-0.082142 # DEPENDENCYPART_ARC
(18,17),0.471112 # DEPENDENCYPART_ARC
(18,19),4.10503 # DEPENDENCYPART_ARC
(18,20),0.897955 # DEPENDENCYPART_ARC
(18,21),0.24041 # DEPENDENCYPART_ARC
(18,22),1.16147 # DEPENDENCYPART_ARC
(18,23),0.514592 # DEPENDENCYPART_ARC
(18,24),-0.919936 # DEPENDENCYPART_ARC
(18,25),-0.105093 # DEPENDENCYPART_ARC
(18,26),-2.53542 # DEPENDENCYPART_ARC
(18,27),-1.05909 # DEPENDENCYPART_ARC
(18,28),-3.14389 # DEPENDENCYPART_ARC
(18,29),-0.660913 # DEPENDENCYPART_ARC
(18,30),-0.689173 # DEPENDENCYPART_ARC
(19,1),-7.22899 # DEPENDENCYPART_ARC
(19,2),-4.70065 # DEPENDENCYPART_ARC
(19,3),-3.41453 # DEPENDENCYPART_ARC
(19,4),-5.35773 # DEPENDENCYPART_ARC
(19,5),-4.40225 # DEPENDENCYPART_ARC
(19,6),-3.58343 # DEPENDENCYPART_ARC
(19,7),-3.36863 # DEPENDENCYPART_ARC
(19,8),-2.09099 # DEPENDENCYPART_ARC
(19,9),-2.19647 # DEPENDENCYPART_ARC
(19,10),-2.52169 # DEPENDENCYPART_ARC
(19,11),-3.62084 # DEPENDENCYPART_ARC
(19,12),-2.14086 # DEPENDENCYPART_ARC
(19,13),-2.23607 # DEPENDENCYPART_ARC
(19,14),-1.64174 # DEPENDENCYPART_ARC
(19,15),-1.00378 # DEPENDENCYPART_ARC
(19,16),-0.02331 # DEPENDENCYPART_ARC
(19,17),0.0241416 # DEPENDENCYPART_ARC
(19,18),0.674238 # DEPENDENCYPART_ARC
(19,20),3.60658 # DEPENDENCYPART_ARC
(19,21),1.16001 # DEPENDENCYPART_ARC
(19,22),1.0119 # DEPENDENCYPART_ARC
(19,23),1.38982 # DEPENDENCYPART_ARC
(19,24),0.262959 # DEPENDENCYPART_ARC
(19,25),2.04426 # DEPENDENCYPART_ARC
(19,26),-0.557379 # DEPENDENCYPART_ARC
(19,27),-0.0727291 # DEPENDENCYPART_ARC
(19,28),-0.249617 # DEPENDENCYPART_ARC
(19,29),0.40517 # DEPENDENCYPART_ARC
(19,30),0.314462 # DEPENDENCYPART_ARC
(20,1),-3.64919 # DEPENDENCYPART_ARC
(20,2),-2.41526 # DEPENDENCYPART_ARC
(20,3),-3.00825 # DEPENDENCYPART_ARC
(20,4),-3.27448 # DEPENDENCYPART_ARC
(20,5),-2.41874 # DEPENDENCYPART_ARC
(20,6),-2.72867 # DEPENDENCYPART_ARC
(20,7),-2.48759 # DEPENDENCYPART_ARC
(20,8),-1.53418 # DEPENDENCYPART_ARC
(20,9),-2.60669 # DEPENDENCYPART_ARC
(20,10),-2.17648 # DEPENDENCYPART_ARC
(20,11),-2.06269 # DEPENDENCYPART_ARC
(20,12),-2.04736 # DEPENDENCYPART_ARC
(20,13),-1.81803 # DEPENDENCYPART_ARC
(20,14),-1.31782 # DEPENDENCYPART_ARC
(20,15),-1.32074 # DEPENDENCYPART_ARC
(20,16),-0.989552 # DEPENDENCYPART_ARC
(20,17),-0.856432 # DEPENDENCYPART_ARC
(20,18),-0.367343 # DEPENDENCYPART_ARC
(20,19),-0.066237 # DEPENDENCYPART_ARC
(20,21),1.49797 # DEPENDENCYPART_ARC
(20,22),4.30929 # DEPENDENCYPART_ARC
(20,23),0.689851 # DEPENDENCYPART_ARC
(20,24),-0.23927 # DEPENDENCYPART_ARC
(20,25),-0.702247 # DEPENDENCYPART_ARC
(20,26),-2.18474 # DEPENDENCYPART_ARC
(20,27),-1.01673 # DEPENDENCYPART_ARC
(20,28),-0.634014 # DEPENDENCYPART_ARC
(20,29),-0.970945 # DEPENDENCYPART_ARC
(20,30),-1.11376 # DEPENDENCYPART_ARC
(21,1),-3.31655 # DEPENDENCYPART_ARC
(21,2),-3.3813 # DEPENDENCYPART_ARC
(21,3),-3.62522 # DEPENDENCYPART_ARC
(21,4),-2.91698 # DEPENDENCYPART_ARC
(21,5),-3.2283 # DEPENDENCYPART_ARC
(21,6),-2.63024 # DEPENDENCYPART_ARC
(21,7),-3.55356 # DEPENDENCYPART_ARC
(21,8),-2.24515 # DEPENDENCYPART_ARC
(21,9),-1.85109 # DEPENDENCYPART_ARC
(21,10),-1.61348 # DEPENDENCYPART_ARC
(21,11),-2.35356 # DEPENDENCYPART_ARC
(21,12),-2.67024 # DEPENDENCYPART_ARC
(21,13),-2.56181 # DEPENDENCYPART_ARC
(21,14),-1.33086 # DEPENDENCYPART_ARC
(21,15),-1.84825 # DEPENDENCYPART_ARC
(21,16),-0.426173 # DEPENDENCYPART_ARC
(21,17),-1.40646 # DEPENDENCYPART_ARC
(21,18),-0.889173 # DEPENDENCYPART_ARC
(21,19),-0.719537 # DEPENDENCYPART_ARC
(21,20),0.065494 # DEPENDENCYPART_ARC
(21,22),0.627794 # DEPENDENCYPART_ARC
(21,23),-0.191516 # DEPENDENCYPART_ARC
(21,24),-0.780285 # DEPENDENCYPART_ARC
(21,25),-0.854688 # DEPENDENCYPART_ARC
(21,26),-2.29194 # DEPENDENCYPART_ARC
(21,27),-1.76265 # DEPENDENCYPART_ARC
(21,28),-1.37042 # DEPENDENCYPART_ARC
(21,29),-1.14675 # DEPENDENCYPART_ARC
(21,30),-1.7571 # DEPENDENCYPART_ARC
(22,1),-7.64179 # DEPENDENCYPART_ARC
(22,2),-4.21239 # DEPENDENCYPART_ARC
(22,3),-2.41804 # DEPENDENCYPART_ARC
(22,4),-5.60292 # DEPENDENCYPART_ARC
(22,5),-3.941 # DEPENDENCYPART_ARC
(22,6),-3.07145 # DEPENDENCYPART_ARC
(22,7),-2.42506 # DEPENDENCYPART_ARC
(22,8),-1.71222 # DEPENDENCYPART_ARC
(22,9),-2.74478 # DEPENDENCYPART_ARC
(22,10),-2.46769 # DEPENDENCYPART_ARC
(22,11),-3.46761 # DEPENDENCYPART_ARC
(22,12),-1.16795 # DEPENDENCYPART_ARC
(22,13),-1.31707 # DEPENDENCYPART_ARC
(22,14),-0.932492 # DEPENDENCYPART_ARC
(22,15),-0.37499 # DEPENDENCYPART_ARC
(22,16),-0.170196 # DEPENDENCYPART_ARC
(22,17),-0.762789 # DEPENDENCYPART_ARC
(22,18),-0.452434 # DEPENDENCYPART_ARC
(22,19),0.551302 # DEPENDENCYPART_ARC
(22,20),0.774954 # DEPENDENCYPART_ARC
(22,21),4.35938 # DEPENDENCYPART_ARC
(22,23),2.57491 # DEPENDENCYPART_ARC
(22,24),0.663163 # DEPENDENCYPART_ARC
(22,25),2.38969 # DEPENDENCYPART_ARC
(22,26),0.0657033 # DEPENDENCYPART_ARC
(22,27),0.18887 # DEPENDENCYPART_ARC
(22,28),0.733319 # DEPENDENCYPART_ARC
(22,29),0.858322 # DEPENDENCYPART_ARC
(22,30),0.879137 # DEPENDENCYPART_ARC
(23,1),-3.36272 # DEPENDENCYPART_ARC
(23,2),-3.39816 # DEPENDENCYPART_ARC
(23,3),-3.70483 # DEPENDENCYPART_ARC
(23,4),-3.04962 # DEPENDENCYPART_ARC
(23,5),-3.07163 # DEPENDENCYPART_ARC
(23,6),-1.00387 # DEPENDENCYPART_ARC
(23,7),-3.13356 # DEPENDENCYPART_ARC
(23,8),-2.78897 # DEPENDENCYPART_ARC
(23,9),-2.56793 # DEPENDENCYPART_ARC
(23,10),-2.72192 # DEPENDENCYPART_ARC
(23,11),-2.28707 # DEPENDENCYPART_ARC
(23,12),-2.67161 # DEPENDENCYPART_ARC
(23,13),-2.62713 # DEPENDENCYPART_ARC
(23,14),-1.53295 # DEPENDENCYPART_ARC
(23,15),-2.16683 # DEPENDENCYPART_ARC
(23,16),-2.0489 # DEPENDENCYPART_ARC
(23,17),-1.98874 # DEPENDENCYPART_ARC
(23,18),-1.95685 # DEPENDENCYPART_ARC
(23,19),-1.89499 # DEPENDENCYPART_ARC
(23,20),-1.29394 # DEPENDENCYPART_ARC
(23,21),-1.49343 # DEPENDENCYPART_ARC
(23,22),-1.4322 # DEPENDENCYPART_ARC
(23,24),-0.299432 # DEPENDENCYPART_ARC
(23,25),-0.980137 # DEPENDENCYPART_ARC
(23,26),-1.42931 # DEPENDENCYPART_ARC
(23,27),-1.53204 # DEPENDENCYPART_ARC
(23,28),-2.01448 # DEPENDENCYPART_ARC
(23,29),-1.2203 # DEPENDENCYPART_ARC
(23,30),-1.19152 # DEPENDENCYPART_ARC
(24,1),-2.79402 # DEPENDENCYPART_ARC
(24,2),-3.331 # DEPENDENCYPART_ARC
(24,3),-3.27372 # DEPENDENCYPART_ARC
(24,4),-2.5124 # DEPENDENCYPART_ARC
(24,5),-3.16207 # DEPENDENCYPART_ARC
(24,6),-2.68195 # DEPENDENCYPART_ARC
(24,7),-3.2298 # DEPENDENCYPART_ARC
(24,8),-2.01283 # DEPENDENCYPART_ARC
(24,9),-1.14077 # DEPENDENCYPART_ARC
(24,10),-1.60485 # DEPENDENCYPART_ARC
(24,11),-2.44144 # DEPENDENCYPART_ARC
(24,12),-2.50566 # DEPENDENCYPART_ARC
(24,13),-2.14729 # DEPENDENCYPART_ARC
(24,14),-1.07652 # DEPENDENCYPART_ARC
(24,15),-1.61884 # DEPENDENCYPART_ARC
(24,16),-0.601691 # DEPENDENCYPART_ARC
(24,17),-1.58793 # DEPENDENCYPART_ARC
(24,18),-1.1292 # DEPENDENCYPART_ARC
(24,19),-1.04511 # DEPENDENCYPART_ARC
(24,20),-0.44356 # DEPENDENCYPART_ARC
(24,21),0.557662 # DEPENDENCYPART_ARC
(24,22),-0.543444 # DEPENDENCYPART_ARC
(24,23),-0.0674509 # DEPENDENCYPART_ARC
(24,25),1.75174 # DEPENDENCYPART_ARC
(24,26),0.0187319 # DEPENDENCYPART_ARC
(24,27),0.325143 # DEPENDENCYPART_ARC
(24,28),0.0584402 # DEPENDENCYPART_ARC
(24,29),-0.226697 # DEPENDENCYPART_ARC
(24,30),-0.214889 # DEPENDENCYPART_ARC
(25,1),-3.32761 # DEPENDENCYPART_ARC
(25,2),-1.61076 # DEPENDENCYPART_ARC
(25,3),-2.70269 # DEPENDENCYPART_ARC
(25,4),-2.96597 # DEPENDENCYPART_ARC
(25,5),-1.47101 # DEPENDENCYPART_ARC
(25,6),-2.23578 # DEPENDENCYPART_ARC
(25,7),-2.62927 # DEPENDENCYPART_ARC
(25,8),-2.00281 # DEPENDENCYPART_ARC
(25,9),-2.19782 # DEPENDENCYPART_ARC
(25,10),-1.96906 # DEPENDENCYPART_ARC
(25,11),-2.83786 # DEPENDENCYPART_ARC
(25,12),-1.94699 # DEPENDENCYPART_ARC
(25,13),-1.7081 # DEPENDENCYPART_ARC
(25,14),-0.695023 # DEPENDENCYPART_ARC
(25,15),-1.09631 # DEPENDENCYPART_ARC
(25,16),-0.367993 # DEPENDENCYPART_ARC
(25,17),-0.472579 # DEPENDENCYPART_ARC
(25,18),-0.888732 # DEPENDENCYPART_ARC
(25,19),-0.137675 # DEPENDENCYPART_ARC
(25,20),-0.722751 # DEPENDENCYPART_ARC
(25,21),0.205401 # DEPENDENCYPART_ARC
(25,22),-0.405748 # DEPENDENCYPART_ARC
(25,23),0.325561 # DEPENDENCYPART_ARC
(25,24),3.33534 # DEPENDENCYPART_ARC
(25,26),0.649021 # DEPENDENCYPART_ARC
(25,27),1.55854 # DEPENDENCYPART_ARC
(25,28),3.30268 # DEPENDENCYPART_ARC
(25,29),0.125503 # DEPENDENCYPART_ARC
(25,30),0.823686 # DEPENDENCYPART_ARC
(26,1),-4.11956 # DEPENDENCYPART_ARC
(26,2),-4.68212 # DEPENDENCYPART_ARC
(26,3),-4.19197 # DEPENDENCYPART_ARC
(26,4),-3.80074 # DEPENDENCYPART_ARC
(26,5),-4.33303 # DEPENDENCYPART_ARC
(26,6),-3.75132 # DEPENDENCYPART_ARC
(26,7),-4.17278 # DEPENDENCYPART_ARC
(26,8),-3.53971 # DEPENDENCYPART_ARC
(26,9),-3.20771 # DEPENDENCYPART_ARC
(26,10),-3.47455 # DEPENDENCYPART_ARC
(26,11),-3.84244 # DEPENDENCYPART_ARC
(26,12),-2.95234 # DEPENDENCYPART_ARC
(26,13),-3.13131 # DEPENDENCYPART_ARC
(26,14),-2.93781 # DEPENDENCYPART_ARC
(26,15),-2.657 # DEPENDENCYPART_ARC
(26,16),-2.72043 # DEPENDENCYPART_ARC
(26,17),-2.83699 # DEPENDENCYPART_ARC
(26,18),-2.44644 # DEPENDENCYPART_ARC
(26,19),-2.59107 # DEPENDENCYPART_ARC
(26,20),-2.06195 # DEPENDENCYPART_ARC
(26,21),-2.03307 # DEPENDENCYPART_ARC
(26,22),-2.06733 # DEPENDENCYPART_ARC
(26,23),-1.39445 # DEPENDENCYPART_ARC
(26,24),-1.38175 # DEPENDENCYPART_ARC
(26,25),-0.927354 # DEPENDENCYPART_ARC
(26,27),0.0466332 # DEPENDENCYPART_ARC
(26,28),-0.665503 # DEPENDENCYPART_ARC
(26,29),-1.46012 # DEPENDENCYPART_ARC
(26,30),-1.16691 # DEPENDENCYPART_ARC
(27,1),-3.85754 # DEPENDENCYPART_ARC
(27,2),-3.76211 # DEPENDENCYPART_ARC
(27,3),-3.89062 # DEPENDENCYPART_ARC
(27,4),-3.59313 # DEPENDENCYPART_ARC
(27,5),-3.61461 # DEPENDENCYPART_ARC
(27,6),-2.8367 # DEPENDENCYPART_ARC
(27,7),-4.01985 # DEPENDENCYPART_ARC
(27,8),-2.7058 # DEPENDENCYPART_ARC
(27,9),-2.26147 # DEPENDENCYPART_ARC
(27,10),-2.12963 # DEPENDENCYPART_ARC
(27,11),-2.83212 # DEPENDENCYPART_ARC
(27,12),-3.01262 # DEPENDENCYPART_ARC
(27,13),-2.77688 # DEPENDENCYPART_ARC
(27,14),-1.26306 # DEPENDENCYPART_ARC
(27,15),-2.17543 # DEPENDENCYPART_ARC
(27,16),-1.47735 # DEPENDENCYPART_ARC
(27,17),-2.0275 # DEPENDENCYPART_ARC
(27,18),-1.74296 # DEPENDENCYPART_ARC
(27,19),-1.79859 # DEPENDENCYPART_ARC
(27,20),-1.17342 # DEPENDENCYPART_ARC
(27,21),-0.758694 # DEPENDENCYPART_ARC
(27,22),-1.4154 # DEPENDENCYPART_ARC
(27,23),-0.730903 # DEPENDENCYPART_ARC
(27,24),-0.0666708 # DEPENDENCYPART_ARC
(27,25),0.246679 # DEPENDENCYPART_ARC
(27,26),1.85976 # DEPENDENCYPART_ARC
(27,28),1.15491 # DEPENDENCYPART_ARC
(27,29),-0.229444 # DEPENDENCYPART_ARC
(27,30),-0.200397 # DEPENDENCYPART_ARC
(28,1),-9.18472 # DEPENDENCYPART_ARC
(28,2),-3.53508 # DEPENDENCYPART_ARC
(28,3),-2.47649 # DEPENDENCYPART_ARC
(28,4),-7.36075 # DEPENDENCYPART_ARC
(28,5),-3.37579 # DEPENDENCYPART_ARC
(28,6),-3.05394 # DEPENDENCYPART_ARC
(28,7),-2.30148 # DEPENDENCYPART_ARC
(28,8),-2.40907 # DEPENDENCYPART_ARC
(28,9),-3.32314 # DEPENDENCYPART_ARC
(28,10),-3.12792 # DEPENDENCYPART_ARC
(28,11),-5.2679 # DEPENDENCYPART_ARC
(28,12),-1.5361 # DEPENDENCYPART_ARC
(28,13),-1.48244 # DEPENDENCYPART_ARC
(28,14),-2.79677 # DEPENDENCYPART_ARC
(28,15),-1.6634 # DEPENDENCYPART_ARC
(28,16),-2.1776 # DEPENDENCYPART_ARC
(28,17),-1.70753 # DEPENDENCYPART_ARC
(28,18),-1.23183 # DEPENDENCYPART_ARC
(28,19),-0.835586 # DEPENDENCYPART_ARC
(28,20),-0.553607 # DEPENDENCYPART_ARC
(28,21),0.308106 # DEPENDENCYPART_ARC
(28,22),-0.676289 # DEPENDENCYPART_ARC
(28,23),0.503185 # DEPENDENCYPART_ARC
(28,24),0.735009 # DEPENDENCYPART_ARC
(28,25),0.904645 # DEPENDENCYPART_ARC
(28,26),5.10727 # DEPENDENCYPART_ARC
(28,27),4.46354 # DEPENDENCYPART_ARC
(28,29),0.94544 # DEPENDENCYPART_ARC
(28,30),0.308124 # DEPENDENCYPART_ARC
(29,1),-3.38728 # DEPENDENCYPART_ARC
(29,2),-2.91022 # DEPENDENCYPART_ARC
(29,3),-2.63612 # DEPENDENCYPART_ARC
(29,4),-3.0678 # DEPENDENCYPART_ARC
(29,5),-2.91169 # DEPENDENCYPART_ARC
(29,6),-1.96935 # DEPENDENCYPART_ARC
(29,7),-1.59301 # DEPENDENCYPART_ARC
(29,8),-3.23997 # DEPENDENCYPART_ARC
(29,9),-2.63685 # DEPENDENCYPART_ARC
(29,10),-2.92435 # DEPENDENCYPART_ARC
(29,11),-2.89748 # DEPENDENCYPART_ARC
(29,12),-1.92013 # DEPENDENCYPART_ARC
(29,13),-2.05929 # DEPENDENCYPART_ARC
(29,14),-2.29898 # DEPENDENCYPART_ARC
(29,15),-2.23943 # DEPENDENCYPART_ARC
(29,16),-2.27113 # DEPENDENCYPART_ARC
(29,17),-1.73486 # DEPENDENCYPART_ARC
(29,18),-1.94675 # DEPENDENCYPART_ARC
(29,19),-1.75675 # DEPENDENCYPART_ARC
(29,20),-1.82765 # DEPENDENCYPART_ARC
(29,21),-1.79407 # DEPENDENCYPART_ARC
(29,22),-1.65227 # DEPENDENCYPART_ARC
(29,23),-0.317064 # DEPENDENCYPART_ARC
(29,24),-1.68566 # DEPENDENCYPART_ARC
(29,25),-1.32155 # DEPENDENCYPART_ARC
(29,26),-0.551053 # DEPENDENCYPART_ARC
(29,27),-1.57731 # DEPENDENCYPART_ARC
(29,28),-1.59647 # DEPENDENCYPART_ARC
(29,30),-0.554238 # DEPENDENCYPART_ARC
(30,1),-3.56503 # DEPENDENCYPART_ARC
(30,2),-3.79244 # DEPENDENCYPART_ARC
(30,3),-3.47015 # DEPENDENCYPART_ARC
(30,4),-3.29309 # DEPENDENCYPART_ARC
(30,5),-3.48218 # DEPENDENCYPART_ARC
(30,6),-2.9682 # DEPENDENCYPART_ARC
(30,7),-3.39651 # DEPENDENCYPART_ARC
(30,8),-3.00384 # DEPENDENCYPART_ARC
(30,9),-2.6975 # DEPENDENCYPART_ARC
(30,10),-3.29026 # DEPENDENCYPART_ARC
(30,11),-3.34961 # DEPENDENCYPART_ARC
(30,12),-2.8431 # DEPENDENCYPART_ARC
(30,13),-2.59012 # DEPENDENCYPART_ARC
(30,14),-2.39625 # DEPENDENCYPART_ARC
(30,15),-2.44225 # DEPENDENCYPART_ARC
(30,16),-2.656 # DEPENDENCYPART_ARC
(30,17),-2.25905 # DEPENDENCYPART_ARC
(30,18),-1.915 # DEPENDENCYPART_ARC
(30,19),-2.05105 # DEPENDENCYPART_ARC
(30,20),-1.64792 # DEPENDENCYPART_ARC
(30,21),-2.02683 # DEPENDENCYPART_ARC
(30,22),-1.72285 # DEPENDENCYPART_ARC
(30,23),-1.19026 # DEPENDENCYPART_ARC
(30,24),-1.65192 # DEPENDENCYPART_ARC
(30,25),-1.17171 # DEPENDENCYPART_ARC
(30,26),-0.141304 # DEPENDENCYPART_ARC
(30,27),-0.92321 # DEPENDENCYPART_ARC
(30,28),-1.18073 # DEPENDENCYPART_ARC
(30,29),-0.22138 # DEPENDENCYPART_ARC
