# _root_ `` The MMI has gone better , '' shouted one trader at about 3:15 London time , as the U.S. Major Markets Index contract suddenly indicated a turnabout .
#goldHeads=9,3,4,9,4,5,9,9,0,11,9,9,16,16,16,12,9,9,24,24,24,24,24,26,26,18,28,26,9,
#predictedHeads=9,3,4,9,4,5,9,9,0,11,9,9,16,13,16,12,9,9,24,24,24,24,24,26,26,18,28,26,9,
(18,4),-1.97007 # DEPENDENCYPART_ARC
(18,5),-1.81003 # DEPENDENCYPART_ARC
(18,6),-1.66017 # DEPENDENCYPART_ARC
(18,7),-1.04206 # DEPENDENCYPART_ARC
(18,8),-1.56813 # DEPENDENCYPART_ARC
(18,9),-1.40878 # DEPENDENCYPART_ARC
(18,10),-1.1407 # DEPENDENCYPART_ARC
(18,11),-1.54171 # DEPENDENCYPART_ARC
(18,12),-0.634695 # DEPENDENCYPART_ARC
(18,13),-0.876562 # DEPENDENCYPART_ARC
(18,14),-0.484963 # DEPENDENCYPART_ARC
(18,15),-0.40928 # DEPENDENCYPART_ARC
(18,16),-1.36027 # DEPENDENCYPART_ARC
(18,17),1.17806 # DEPENDENCYPART_ARC
(18,19),0.451702 # DEPENDENCYPART_ARC
(18,20),1.18304 # DEPENDENCYPART_ARC
(18,21),0.751289 # DEPENDENCYPART_ARC
(18,22),1.01173 # DEPENDENCYPART_ARC
(18,23),1.09576 # DEPENDENCYPART_ARC
(18,24),0.721406 # DEPENDENCYPART_ARC
(18,25),-0.0497742 # DEPENDENCYPART_ARC
(18,26),2.85001 # DEPENDENCYPART_ARC
(18,27),-2.14562 # DEPENDENCYPART_ARC
(18,28),-1.52658 # DEPENDENCYPART_ARC
(18,29),0.35978 # DEPENDENCYPART_ARC
(19,1),-4.02678 # DEPENDENCYPART_ARC
(19,2),-3.38114 # DEPENDENCYPART_ARC
(19,3),-3.74832 # DEPENDENCYPART_ARC
(19,4),-3.56567 # DEPENDENCYPART_ARC
(19,5),-3.38108 # DEPENDENCYPART_ARC
(19,6),-3.03338 # DEPENDENCYPART_ARC
(19,7),-3.06147 # DEPENDENCYPART_ARC
(19,8),-3.30018 # DEPENDENCYPART_ARC
(19,9),-2.89032 # DEPENDENCYPART_ARC
(19,10),-2.33769 # DEPENDENCYPART_ARC
(19,11),-3.13309 # DEPENDENCYPART_ARC
(19,12),-2.24211 # DEPENDENCYPART_ARC
(19,13),-2.3989 # DEPENDENCYPART_ARC
(19,14),-1.90787 # DEPENDENCYPART_ARC
(19,15),-2.11769 # DEPENDENCYPART_ARC
(19,16),-1.97638 # DEPENDENCYPART_ARC
(19,17),-1.43965 # DEPENDENCYPART_ARC
(19,18),-0.8975 # DEPENDENCYPART_ARC
(19,20),-0.498277 # DEPENDENCYPART_ARC
(19,21),-0.830294 # DEPENDENCYPART_ARC
(19,22),-0.97155 # DEPENDENCYPART_ARC
(19,23),-1.19711 # DEPENDENCYPART_ARC
(19,24),-0.998783 # DEPENDENCYPART_ARC
(19,25),-1.43636 # DEPENDENCYPART_ARC
(19,26),-1.22133 # DEPENDENCYPART_ARC
(19,27),-2.2926 # DEPENDENCYPART_ARC
(19,28),-1.46661 # DEPENDENCYPART_ARC
(19,29),-2.14762 # DEPENDENCYPART_ARC
(20,1),-4.18921 # DEPENDENCYPART_ARC
(20,2),-5.13003 # DEPENDENCYPART_ARC
(20,3),-8.12464 # DEPENDENCYPART_ARC
(20,4),-4.80343 # DEPENDENCYPART_ARC
(20,5),-4.5991 # DEPENDENCYPART_ARC
(20,6),-4.69289 # DEPENDENCYPART_ARC
(20,7),-4.68934 # DEPENDENCYPART_ARC
(20,8),-4.35775 # DEPENDENCYPART_ARC
(20,9),-4.3552 # DEPENDENCYPART_ARC
(20,10),-3.36528 # DEPENDENCYPART_ARC
(20,11),-5.04915 # DEPENDENCYPART_ARC
(20,12),-3.58648 # DEPENDENCYPART_ARC
(20,13),-3.01833 # DEPENDENCYPART_ARC
(20,14),-2.80773 # DEPENDENCYPART_ARC
(20,15),-2.80266 # DEPENDENCYPART_ARC
(20,16),-3.47962 # DEPENDENCYPART_ARC
(20,17),-2.51026 # DEPENDENCYPART_ARC
(20,18),-1.58896 # DEPENDENCYPART_ARC
(20,19),2.15256 # DEPENDENCYPART_ARC
(20,21),0.540527 # DEPENDENCYPART_ARC
(20,22),0.512459 # DEPENDENCYPART_ARC
(20,23),-0.830092 # DEPENDENCYPART_ARC
(20,24),-0.982121 # DEPENDENCYPART_ARC
(20,25),-1.70997 # DEPENDENCYPART_ARC
(20,26),-1.51935 # DEPENDENCYPART_ARC
(20,27),-1.57686 # DEPENDENCYPART_ARC
(20,28),-2.15764 # DEPENDENCYPART_ARC
(20,29),-1.72414 # DEPENDENCYPART_ARC
(21,1),-4.05315 # DEPENDENCYPART_ARC
(21,2),-6.14919 # DEPENDENCYPART_ARC
(21,3),-7.74884 # DEPENDENCYPART_ARC
(21,4),-4.98089 # DEPENDENCYPART_ARC
(21,5),-4.23723 # DEPENDENCYPART_ARC
(21,6),-4.52487 # DEPENDENCYPART_ARC
(21,7),-4.64982 # DEPENDENCYPART_ARC
(21,8),-4.25044 # DEPENDENCYPART_ARC
(21,9),-4.13257 # DEPENDENCYPART_ARC
(21,10),-3.69934 # DEPENDENCYPART_ARC
(21,11),-5.07547 # DEPENDENCYPART_ARC
(21,12),-3.79492 # DEPENDENCYPART_ARC
(21,13),-2.98894 # DEPENDENCYPART_ARC
(21,14),-2.58795 # DEPENDENCYPART_ARC
(21,15),-2.76656 # DEPENDENCYPART_ARC
(21,16),-3.78938 # DEPENDENCYPART_ARC
(21,17),-2.91776 # DEPENDENCYPART_ARC
(21,18),-2.22447 # DEPENDENCYPART_ARC
(21,19),1.00626 # DEPENDENCYPART_ARC
(21,20),1.37128 # DEPENDENCYPART_ARC
(21,22),0.594757 # DEPENDENCYPART_ARC
(21,23),-0.293748 # DEPENDENCYPART_ARC
(21,24),-0.716947 # DEPENDENCYPART_ARC
(21,25),-1.63491 # DEPENDENCYPART_ARC
(21,26),-1.51002 # DEPENDENCYPART_ARC
(21,27),-1.82142 # DEPENDENCYPART_ARC
(21,28),-2.06349 # DEPENDENCYPART_ARC
(21,29),-1.37097 # DEPENDENCYPART_ARC
(22,1),-3.5872 # DEPENDENCYPART_ARC
(22,2),-3.98077 # DEPENDENCYPART_ARC
(22,3),-7.88764 # DEPENDENCYPART_ARC
(22,4),-4.77853 # DEPENDENCYPART_ARC
(22,5),-3.85901 # DEPENDENCYPART_ARC
(22,6),-4.22373 # DEPENDENCYPART_ARC
(22,7),-4.5813 # DEPENDENCYPART_ARC
(22,8),-4.03405 # DEPENDENCYPART_ARC
(22,9),-3.75223 # DEPENDENCYPART_ARC
(22,10),-3.53483 # DEPENDENCYPART_ARC
(22,11),-4.97069 # DEPENDENCYPART_ARC
(22,12),-3.79095 # DEPENDENCYPART_ARC
(22,13),-2.48021 # DEPENDENCYPART_ARC
(22,14),-2.35082 # DEPENDENCYPART_ARC
(22,15),-2.5809 # DEPENDENCYPART_ARC
(22,16),-4.10767 # DEPENDENCYPART_ARC
(22,17),-2.91842 # DEPENDENCYPART_ARC
(22,18),-2.37276 # DEPENDENCYPART_ARC
(22,19),1.77179 # DEPENDENCYPART_ARC
(22,20),1.70798 # DEPENDENCYPART_ARC
(22,21),1.7635 # DEPENDENCYPART_ARC
(22,23),0.0709942 # DEPENDENCYPART_ARC
(22,24),-0.28543 # DEPENDENCYPART_ARC
(22,25),-1.33511 # DEPENDENCYPART_ARC
(22,26),-1.09931 # DEPENDENCYPART_ARC
(22,27),-1.9906 # DEPENDENCYPART_ARC
(22,28),-1.98634 # DEPENDENCYPART_ARC
(22,29),-1.56061 # DEPENDENCYPART_ARC
(23,1),-2.11231 # DEPENDENCYPART_ARC
(23,2),-3.31143 # DEPENDENCYPART_ARC
(23,3),-5.48108 # DEPENDENCYPART_ARC
(23,4),-3.79395 # DEPENDENCYPART_ARC
(23,5),-2.4828 # DEPENDENCYPART_ARC
(23,6),-3.07817 # DEPENDENCYPART_ARC
(23,7),-3.45476 # DEPENDENCYPART_ARC
(23,8),-2.84342 # DEPENDENCYPART_ARC
(23,9),-2.80666 # DEPENDENCYPART_ARC
(23,10),-2.41375 # DEPENDENCYPART_ARC
(23,11),-3.83166 # DEPENDENCYPART_ARC
(23,12),-3.22637 # DEPENDENCYPART_ARC
(23,13),-1.45039 # DEPENDENCYPART_ARC
(23,14),-1.268 # DEPENDENCYPART_ARC
(23,15),-0.50122 # DEPENDENCYPART_ARC
(23,16),-3.16899 # DEPENDENCYPART_ARC
(23,17),-2.2514 # DEPENDENCYPART_ARC
(23,18),-1.45373 # DEPENDENCYPART_ARC
(23,19),2.92842 # DEPENDENCYPART_ARC
(23,20),2.93516 # DEPENDENCYPART_ARC
(23,21),2.53334 # DEPENDENCYPART_ARC
(23,22),2.40238 # DEPENDENCYPART_ARC
(23,24),0.562453 # DEPENDENCYPART_ARC
(23,25),-0.646878 # DEPENDENCYPART_ARC
(23,26),-0.237123 # DEPENDENCYPART_ARC
(23,27),-1.39688 # DEPENDENCYPART_ARC
(23,28),-1.65621 # DEPENDENCYPART_ARC
(23,29),-0.871067 # DEPENDENCYPART_ARC
(24,1),-1.50753 # DEPENDENCYPART_ARC
(24,2),-2.14065 # DEPENDENCYPART_ARC
(24,3),-4.25943 # DEPENDENCYPART_ARC
(24,4),-2.2605 # DEPENDENCYPART_ARC
(24,5),-1.99797 # DEPENDENCYPART_ARC
(24,6),-2.81149 # DEPENDENCYPART_ARC
(24,7),-1.63113 # DEPENDENCYPART_ARC
(24,8),-0.648006 # DEPENDENCYPART_ARC
(24,9),-1.77692 # DEPENDENCYPART_ARC
(24,10),-0.817083 # DEPENDENCYPART_ARC
(24,11),-3.826 # DEPENDENCYPART_ARC
(24,12),-1.48409 # DEPENDENCYPART_ARC
(24,13),-0.895483 # DEPENDENCYPART_ARC
(24,14),0.0857614 # DEPENDENCYPART_ARC
(24,15),-0.111045 # DEPENDENCYPART_ARC
(24,16),-2.87064 # DEPENDENCYPART_ARC
(24,17),-0.660959 # DEPENDENCYPART_ARC
(24,18),-0.63419 # DEPENDENCYPART_ARC
(24,19),3.86243 # DEPENDENCYPART_ARC
(24,20),3.84425 # DEPENDENCYPART_ARC
(24,21),3.25771 # DEPENDENCYPART_ARC
(24,22),3.32488 # DEPENDENCYPART_ARC
(24,23),3.60276 # DEPENDENCYPART_ARC
(24,25),1.2015 # DEPENDENCYPART_ARC
(24,26),0.47233 # DEPENDENCYPART_ARC
(24,27),-0.144517 # DEPENDENCYPART_ARC
(24,28),-0.584612 # DEPENDENCYPART_ARC
(24,29),0.316219 # DEPENDENCYPART_ARC
(25,1),-2.50675 # DEPENDENCYPART_ARC
(25,2),-1.40177 # DEPENDENCYPART_ARC
(25,3),-2.77631 # DEPENDENCYPART_ARC
(25,4),-2.51703 # DEPENDENCYPART_ARC
(25,5),-2.13512 # DEPENDENCYPART_ARC
(25,6),-1.69649 # DEPENDENCYPART_ARC
(25,7),-1.72364 # DEPENDENCYPART_ARC
(25,8),-2.33436 # DEPENDENCYPART_ARC
(25,9),-1.84071 # DEPENDENCYPART_ARC
(25,10),-1.73519 # DEPENDENCYPART_ARC
(25,11),-1.71744 # DEPENDENCYPART_ARC
(25,12),-0.813219 # DEPENDENCYPART_ARC
(25,13),-0.472685 # DEPENDENCYPART_ARC
(25,14),-1.25101 # DEPENDENCYPART_ARC
(25,15),-1.26599 # DEPENDENCYPART_ARC
(25,16),-1.09931 # DEPENDENCYPART_ARC
(25,17),-0.764965 # DEPENDENCYPART_ARC
(25,18),-0.409327 # DEPENDENCYPART_ARC
(25,19),0.45477 # DEPENDENCYPART_ARC
(25,20),-0.878784 # DEPENDENCYPART_ARC
(25,21),-0.672691 # DEPENDENCYPART_ARC
(25,22),-0.328333 # DEPENDENCYPART_ARC
(25,23),-0.0395117 # DEPENDENCYPART_ARC
(25,24),0.406319 # DEPENDENCYPART_ARC
(25,26),0.895982 # DEPENDENCYPART_ARC
(25,27),0.507065 # DEPENDENCYPART_ARC
(25,28),0.173706 # DEPENDENCYPART_ARC
(25,29),-0.208567 # DEPENDENCYPART_ARC
(26,1),2.19302 # DEPENDENCYPART_ARC
(26,2),-2.83724 # DEPENDENCYPART_ARC
(26,3),-1.06346 # DEPENDENCYPART_ARC
(26,4),-0.716663 # DEPENDENCYPART_ARC
(26,5),-0.0599377 # DEPENDENCYPART_ARC
(26,6),-0.209443 # DEPENDENCYPART_ARC
(26,7),2.19997 # DEPENDENCYPART_ARC
(26,8),2.06084 # DEPENDENCYPART_ARC
(26,9),0.476944 # DEPENDENCYPART_ARC
(26,10),0.622428 # DEPENDENCYPART_ARC
(26,11),1.60441 # DEPENDENCYPART_ARC
(26,12),1.18132 # DEPENDENCYPART_ARC
(26,13),-0.0637181 # DEPENDENCYPART_ARC
(26,14),0.467713 # DEPENDENCYPART_ARC
(26,15),1.68847 # DEPENDENCYPART_ARC
(26,16),2.02081 # DEPENDENCYPART_ARC
(26,17),2.69265 # DEPENDENCYPART_ARC
(26,18),2.23434 # DEPENDENCYPART_ARC
(26,19),0.0768086 # DEPENDENCYPART_ARC
(26,20),0.868341 # DEPENDENCYPART_ARC
(26,21),1.42484 # DEPENDENCYPART_ARC
(26,22),1.57228 # DEPENDENCYPART_ARC
(26,23),2.29771 # DEPENDENCYPART_ARC
(26,24),2.33305 # DEPENDENCYPART_ARC
(26,25),3.40209 # DEPENDENCYPART_ARC
(26,27),1.5532 # DEPENDENCYPART_ARC
(26,28),2.95442 # DEPENDENCYPART_ARC
(26,29),3.95077 # DEPENDENCYPART_ARC
(27,1),-4.0935 # DEPENDENCYPART_ARC
(27,2),-2.22113 # DEPENDENCYPART_ARC
(27,3),-3.683 # DEPENDENCYPART_ARC
(27,4),-3.75551 # DEPENDENCYPART_ARC
(27,5),-3.55353 # DEPENDENCYPART_ARC
(27,6),-2.98984 # DEPENDENCYPART_ARC
(27,7),-3.3556 # DEPENDENCYPART_ARC
(27,8),-3.54699 # DEPENDENCYPART_ARC
(27,9),-3.09259 # DEPENDENCYPART_ARC
(27,10),-2.6913 # DEPENDENCYPART_ARC
(27,11),-3.43237 # DEPENDENCYPART_ARC
(27,12),-1.99583 # DEPENDENCYPART_ARC
(27,13),-2.62821 # DEPENDENCYPART_ARC
(27,14),-2.50395 # DEPENDENCYPART_ARC
(27,15),-2.35767 # DEPENDENCYPART_ARC
(27,16),-2.94099 # DEPENDENCYPART_ARC
(27,17),-2.29143 # DEPENDENCYPART_ARC
(27,18),-1.72478 # DEPENDENCYPART_ARC
(27,19),-0.633374 # DEPENDENCYPART_ARC
(27,20),-1.7748 # DEPENDENCYPART_ARC
(27,21),-1.7468 # DEPENDENCYPART_ARC
(27,22),-1.69182 # DEPENDENCYPART_ARC
(27,23),-1.54355 # DEPENDENCYPART_ARC
(27,24),-1.31428 # DEPENDENCYPART_ARC
(27,25),-0.774415 # DEPENDENCYPART_ARC
(27,26),-0.416112 # DEPENDENCYPART_ARC
(27,28),0.761769 # DEPENDENCYPART_ARC
(27,29),-0.917858 # DEPENDENCYPART_ARC
(28,1),-2.21611 # DEPENDENCYPART_ARC
(28,2),-5.6523 # DEPENDENCYPART_ARC
(28,3),-7.45139 # DEPENDENCYPART_ARC
(28,4),-3.1812 # DEPENDENCYPART_ARC
(28,5),-3.75911 # DEPENDENCYPART_ARC
(28,6),-3.68322 # DEPENDENCYPART_ARC
(28,7),-2.84703 # DEPENDENCYPART_ARC
(28,8),-1.73632 # DEPENDENCYPART_ARC
(28,9),-2.73668 # DEPENDENCYPART_ARC
(28,10),-2.84379 # DEPENDENCYPART_ARC
(28,11),-6.0252 # DEPENDENCYPART_ARC
(28,12),-2.28971 # DEPENDENCYPART_ARC
(28,13),-1.97533 # DEPENDENCYPART_ARC
(28,14),-2.05917 # DEPENDENCYPART_ARC
(28,15),-3.5444 # DEPENDENCYPART_ARC
(28,16),-5.24058 # DEPENDENCYPART_ARC
(28,17),-2.01469 # DEPENDENCYPART_ARC
(28,18),-1.34165 # DEPENDENCYPART_ARC
(28,19),0.371536 # DEPENDENCYPART_ARC
(28,20),-0.537723 # DEPENDENCYPART_ARC
(28,21),-0.965322 # DEPENDENCYPART_ARC
(28,22),-1.10019 # DEPENDENCYPART_ARC
(28,23),-0.461767 # DEPENDENCYPART_ARC
(28,24),-0.45872 # DEPENDENCYPART_ARC
(28,25),0.390135 # DEPENDENCYPART_ARC
(28,26),0.283692 # DEPENDENCYPART_ARC
(28,27),4.71468 # DEPENDENCYPART_ARC
(28,29),0.577493 # DEPENDENCYPART_ARC
(29,1),-2.94977 # DEPENDENCYPART_ARC
(29,2),-3.00783 # DEPENDENCYPART_ARC
(29,3),-3.03675 # DEPENDENCYPART_ARC
(29,4),-2.86731 # DEPENDENCYPART_ARC
(29,5),-2.56573 # DEPENDENCYPART_ARC
(29,6),-2.59247 # DEPENDENCYPART_ARC
(29,7),-1.97374 # DEPENDENCYPART_ARC
(29,8),-2.60523 # DEPENDENCYPART_ARC
(29,9),-2.04031 # DEPENDENCYPART_ARC
(29,10),-2.82178 # DEPENDENCYPART_ARC
(29,11),-1.76805 # DEPENDENCYPART_ARC
(29,12),-2.34395 # DEPENDENCYPART_ARC
(29,13),-2.39925 # DEPENDENCYPART_ARC
(29,14),-2.38897 # DEPENDENCYPART_ARC
(29,15),-1.6755 # DEPENDENCYPART_ARC
(29,16),-1.41707 # DEPENDENCYPART_ARC
(29,17),-0.899022 # DEPENDENCYPART_ARC
(29,18),-1.18311 # DEPENDENCYPART_ARC
(29,19),-1.16245 # DEPENDENCYPART_ARC
(29,20),-1.19567 # DEPENDENCYPART_ARC
(29,21),-1.18143 # DEPENDENCYPART_ARC
(29,22),-1.1252 # DEPENDENCYPART_ARC
(29,23),-1.01257 # DEPENDENCYPART_ARC
(29,24),-1.20778 # DEPENDENCYPART_ARC
(29,25),-1.11086 # DEPENDENCYPART_ARC
(29,26),-0.564751 # DEPENDENCYPART_ARC
(29,27),-0.640692 # DEPENDENCYPART_ARC
(29,28),-1.74167 # DEPENDENCYPART_ARC
