# _root_ Mr. Fromstein disclosed the planned steps , expected within a few months , as Blue Arrow posted a 2.5 % drop in its third-quarter pretax earnings .
#goldHeads=2,3,0,6,6,3,6,6,8,12,12,9,6,3,16,17,14,21,20,21,17,21,26,26,26,22,3,
#predictedHeads=2,3,0,6,6,3,6,6,8,12,12,9,17,3,16,17,14,21,20,21,17,21,26,26,26,22,3,
(19,14),-1.22791 # DEPENDENCYPART_ARC
(19,15),-0.567369 # DEPENDENCYPART_ARC
(19,16),-0.408766 # DEPENDENCYPART_ARC
(19,17),-0.406061 # DEPENDENCYPART_ARC
(19,18),1.40909 # DEPENDENCYPART_ARC
(19,20),1.69915 # DEPENDENCYPART_ARC
(19,21),0.354886 # DEPENDENCYPART_ARC
(19,22),0.622077 # DEPENDENCYPART_ARC
(19,23),-0.711521 # DEPENDENCYPART_ARC
(19,24),-0.276609 # DEPENDENCYPART_ARC
(19,25),-0.317016 # DEPENDENCYPART_ARC
(19,26),-0.503589 # DEPENDENCYPART_ARC
(19,27),-0.328903 # DEPENDENCYPART_ARC
(20,1),-10.8489 # DEPENDENCYPART_ARC
(20,2),-11.3327 # DEPENDENCYPART_ARC
(20,3),-3.12512 # DEPENDENCYPART_ARC
(20,4),-6.61367 # DEPENDENCYPART_ARC
(20,5),-3.04133 # DEPENDENCYPART_ARC
(20,6),-4.37949 # DEPENDENCYPART_ARC
(20,7),-2.76288 # DEPENDENCYPART_ARC
(20,8),-3.77028 # DEPENDENCYPART_ARC
(20,9),-2.10571 # DEPENDENCYPART_ARC
(20,10),-2.33664 # DEPENDENCYPART_ARC
(20,11),-2.29041 # DEPENDENCYPART_ARC
(20,12),-3.49081 # DEPENDENCYPART_ARC
(20,13),-2.35234 # DEPENDENCYPART_ARC
(20,14),-0.96134 # DEPENDENCYPART_ARC
(20,15),-2.07796 # DEPENDENCYPART_ARC
(20,16),-3.19736 # DEPENDENCYPART_ARC
(20,17),-1.14878 # DEPENDENCYPART_ARC
(20,18),2.02076 # DEPENDENCYPART_ARC
(20,19),4.49673 # DEPENDENCYPART_ARC
(20,21),0.693781 # DEPENDENCYPART_ARC
(20,22),-0.715922 # DEPENDENCYPART_ARC
(20,23),-1.70182 # DEPENDENCYPART_ARC
(20,24),-0.904105 # DEPENDENCYPART_ARC
(20,25),-1.17438 # DEPENDENCYPART_ARC
(20,26),-0.878937 # DEPENDENCYPART_ARC
(20,27),-0.227127 # DEPENDENCYPART_ARC
(21,1),-7.24842 # DEPENDENCYPART_ARC
(21,2),-7.86662 # DEPENDENCYPART_ARC
(21,3),-1.80173 # DEPENDENCYPART_ARC
(21,4),-2.75184 # DEPENDENCYPART_ARC
(21,5),-0.564715 # DEPENDENCYPART_ARC
(21,6),-2.07362 # DEPENDENCYPART_ARC
(21,7),-1.7926 # DEPENDENCYPART_ARC
(21,8),-1.8214 # DEPENDENCYPART_ARC
(21,9),-1.03288 # DEPENDENCYPART_ARC
(21,10),1.03736 # DEPENDENCYPART_ARC
(21,11),-0.134352 # DEPENDENCYPART_ARC
(21,12),-0.939356 # DEPENDENCYPART_ARC
(21,13),-1.34947 # DEPENDENCYPART_ARC
(21,14),-0.356741 # DEPENDENCYPART_ARC
(21,15),0.711583 # DEPENDENCYPART_ARC
(21,16),-0.0689198 # DEPENDENCYPART_ARC
(21,17),-0.093107 # DEPENDENCYPART_ARC
(21,18),4.7641 # DEPENDENCYPART_ARC
(21,19),2.81091 # DEPENDENCYPART_ARC
(21,20),3.78027 # DEPENDENCYPART_ARC
(21,22),3.51213 # DEPENDENCYPART_ARC
(21,23),0.49815 # DEPENDENCYPART_ARC
(21,24),1.14543 # DEPENDENCYPART_ARC
(21,25),0.735765 # DEPENDENCYPART_ARC
(21,26),1.03473 # DEPENDENCYPART_ARC
(21,27),1.31213 # DEPENDENCYPART_ARC
(22,1),-3.31455 # DEPENDENCYPART_ARC
(22,2),-3.19778 # DEPENDENCYPART_ARC
(22,3),-2.43672 # DEPENDENCYPART_ARC
(22,4),-2.38439 # DEPENDENCYPART_ARC
(22,5),-1.97481 # DEPENDENCYPART_ARC
(22,6),-1.88529 # DEPENDENCYPART_ARC
(22,7),-2.15516 # DEPENDENCYPART_ARC
(22,8),-1.77519 # DEPENDENCYPART_ARC
(22,9),-1.86716 # DEPENDENCYPART_ARC
(22,10),-1.65573 # DEPENDENCYPART_ARC
(22,11),-1.82396 # DEPENDENCYPART_ARC
(22,12),-1.23885 # DEPENDENCYPART_ARC
(22,13),-1.04355 # DEPENDENCYPART_ARC
(22,14),-1.12467 # DEPENDENCYPART_ARC
(22,15),-1.1517 # DEPENDENCYPART_ARC
(22,16),-1.24499 # DEPENDENCYPART_ARC
(22,17),-1.1336 # DEPENDENCYPART_ARC
(22,18),-0.212516 # DEPENDENCYPART_ARC
(22,19),-0.0108262 # DEPENDENCYPART_ARC
(22,20),-0.477483 # DEPENDENCYPART_ARC
(22,21),0.0825119 # DEPENDENCYPART_ARC
(22,23),0.413766 # DEPENDENCYPART_ARC
(22,24),0.803421 # DEPENDENCYPART_ARC
(22,25),1.08895 # DEPENDENCYPART_ARC
(22,26),3.02201 # DEPENDENCYPART_ARC
(22,27),-1.15411 # DEPENDENCYPART_ARC
(23,1),-4.10977 # DEPENDENCYPART_ARC
(23,2),-4.09314 # DEPENDENCYPART_ARC
(23,3),-3.87023 # DEPENDENCYPART_ARC
(23,4),-3.48931 # DEPENDENCYPART_ARC
(23,5),-3.55406 # DEPENDENCYPART_ARC
(23,6),-3.51802 # DEPENDENCYPART_ARC
(23,7),-3.16415 # DEPENDENCYPART_ARC
(23,8),-3.28834 # DEPENDENCYPART_ARC
(23,9),-3.05479 # DEPENDENCYPART_ARC
(23,10),-2.8403 # DEPENDENCYPART_ARC
(23,11),-2.91897 # DEPENDENCYPART_ARC
(23,12),-2.90909 # DEPENDENCYPART_ARC
(23,13),-2.54873 # DEPENDENCYPART_ARC
(23,14),-2.52127 # DEPENDENCYPART_ARC
(23,15),-2.43827 # DEPENDENCYPART_ARC
(23,16),-2.30308 # DEPENDENCYPART_ARC
(23,17),-2.30141 # DEPENDENCYPART_ARC
(23,18),-1.61214 # DEPENDENCYPART_ARC
(23,19),-1.7368 # DEPENDENCYPART_ARC
(23,20),-1.54963 # DEPENDENCYPART_ARC
(23,21),-1.56901 # DEPENDENCYPART_ARC
(23,22),-0.648545 # DEPENDENCYPART_ARC
(23,24),0.303064 # DEPENDENCYPART_ARC
(23,25),-0.184925 # DEPENDENCYPART_ARC
(23,26),-0.0326279 # DEPENDENCYPART_ARC
(23,27),-0.894296 # DEPENDENCYPART_ARC
(24,1),-4.28945 # DEPENDENCYPART_ARC
(24,2),-4.6696 # DEPENDENCYPART_ARC
(24,3),-3.89722 # DEPENDENCYPART_ARC
(24,4),-3.19075 # DEPENDENCYPART_ARC
(24,5),-3.31602 # DEPENDENCYPART_ARC
(24,6),-3.25061 # DEPENDENCYPART_ARC
(24,7),-2.78376 # DEPENDENCYPART_ARC
(24,8),-3.0143 # DEPENDENCYPART_ARC
(24,9),-2.65077 # DEPENDENCYPART_ARC
(24,10),-1.05464 # DEPENDENCYPART_ARC
(24,11),-1.88537 # DEPENDENCYPART_ARC
(24,12),-2.70409 # DEPENDENCYPART_ARC
(24,13),-2.05632 # DEPENDENCYPART_ARC
(24,14),-2.19773 # DEPENDENCYPART_ARC
(24,15),-1.59894 # DEPENDENCYPART_ARC
(24,16),-2.31235 # DEPENDENCYPART_ARC
(24,17),-2.27542 # DEPENDENCYPART_ARC
(24,18),-0.356941 # DEPENDENCYPART_ARC
(24,19),-0.614584 # DEPENDENCYPART_ARC
(24,20),-0.203787 # DEPENDENCYPART_ARC
(24,21),-0.492726 # DEPENDENCYPART_ARC
(24,22),-0.336471 # DEPENDENCYPART_ARC
(24,23),0.938345 # DEPENDENCYPART_ARC
(24,25),0.946876 # DEPENDENCYPART_ARC
(24,26),0.585819 # DEPENDENCYPART_ARC
(24,27),-0.284839 # DEPENDENCYPART_ARC
(25,1),-3.45821 # DEPENDENCYPART_ARC
(25,2),-3.92737 # DEPENDENCYPART_ARC
(25,3),-2.99562 # DEPENDENCYPART_ARC
(25,4),-2.30371 # DEPENDENCYPART_ARC
(25,5),-2.53937 # DEPENDENCYPART_ARC
(25,6),-2.45605 # DEPENDENCYPART_ARC
(25,7),-1.93903 # DEPENDENCYPART_ARC
(25,8),-2.18674 # DEPENDENCYPART_ARC
(25,9),-1.77736 # DEPENDENCYPART_ARC
(25,10),0.418652 # DEPENDENCYPART_ARC
(25,11),-1.04569 # DEPENDENCYPART_ARC
(25,12),-1.834 # DEPENDENCYPART_ARC
(25,13),-1.24506 # DEPENDENCYPART_ARC
(25,14),-1.59582 # DEPENDENCYPART_ARC
(25,15),-0.8493 # DEPENDENCYPART_ARC
(25,16),-1.48238 # DEPENDENCYPART_ARC
(25,17),-1.49237 # DEPENDENCYPART_ARC
(25,18),0.823646 # DEPENDENCYPART_ARC
(25,19),-0.0984224 # DEPENDENCYPART_ARC
(25,20),0.45278 # DEPENDENCYPART_ARC
(25,21),0.0782676 # DEPENDENCYPART_ARC
(25,22),0.305155 # DEPENDENCYPART_ARC
(25,23),1.70533 # DEPENDENCYPART_ARC
(25,24),2.65688 # DEPENDENCYPART_ARC
(25,26),0.66492 # DEPENDENCYPART_ARC
(25,27),-0.326431 # DEPENDENCYPART_ARC
(26,1),-7.79808 # DEPENDENCYPART_ARC
(26,2),-7.59372 # DEPENDENCYPART_ARC
(26,3),-1.93733 # DEPENDENCYPART_ARC
(26,4),-6.25183 # DEPENDENCYPART_ARC
(26,5),-1.9286 # DEPENDENCYPART_ARC
(26,6),-3.65833 # DEPENDENCYPART_ARC
(26,7),-2.06587 # DEPENDENCYPART_ARC
(26,8),-2.39399 # DEPENDENCYPART_ARC
(26,9),-1.26101 # DEPENDENCYPART_ARC
(26,10),-2.35598 # DEPENDENCYPART_ARC
(26,11),-0.998504 # DEPENDENCYPART_ARC
(26,12),-2.7546 # DEPENDENCYPART_ARC
(26,13),-1.78828 # DEPENDENCYPART_ARC
(26,14),-0.961282 # DEPENDENCYPART_ARC
(26,15),-0.819037 # DEPENDENCYPART_ARC
(26,16),-1.86246 # DEPENDENCYPART_ARC
(26,17),-0.568861 # DEPENDENCYPART_ARC
(26,18),0.107763 # DEPENDENCYPART_ARC
(26,19),0.208878 # DEPENDENCYPART_ARC
(26,20),0.706836 # DEPENDENCYPART_ARC
(26,21),-0.838418 # DEPENDENCYPART_ARC
(26,22),-0.185284 # DEPENDENCYPART_ARC
(26,23),3.61217 # DEPENDENCYPART_ARC
(26,24),3.8631 # DEPENDENCYPART_ARC
(26,25),3.76058 # DEPENDENCYPART_ARC
(26,27),0.481272 # DEPENDENCYPART_ARC
(27,1),-3.36553 # DEPENDENCYPART_ARC
(27,2),-3.47652 # DEPENDENCYPART_ARC
(27,3),-2.35386 # DEPENDENCYPART_ARC
(27,4),-2.88104 # DEPENDENCYPART_ARC
(27,5),-2.64364 # DEPENDENCYPART_ARC
(27,6),-2.7115 # DEPENDENCYPART_ARC
(27,7),-1.45344 # DEPENDENCYPART_ARC
(27,8),-2.32895 # DEPENDENCYPART_ARC
(27,9),-2.63594 # DEPENDENCYPART_ARC
(27,10),-2.51052 # DEPENDENCYPART_ARC
(27,11),-2.5414 # DEPENDENCYPART_ARC
(27,12),-2.20505 # DEPENDENCYPART_ARC
(27,13),-0.979486 # DEPENDENCYPART_ARC
(27,14),-1.5559 # DEPENDENCYPART_ARC
(27,15),-1.91079 # DEPENDENCYPART_ARC
(27,16),-1.95169 # DEPENDENCYPART_ARC
(27,17),-1.05886 # DEPENDENCYPART_ARC
(27,18),-1.38371 # DEPENDENCYPART_ARC
(27,19),-1.83315 # DEPENDENCYPART_ARC
(27,20),-1.52359 # DEPENDENCYPART_ARC
(27,21),-1.50239 # DEPENDENCYPART_ARC
(27,22),-1.42317 # DEPENDENCYPART_ARC
(27,23),-0.612753 # DEPENDENCYPART_ARC
(27,24),-1.03138 # DEPENDENCYPART_ARC
(27,25),-1.5095 # DEPENDENCYPART_ARC
(27,26),-1.54948 # DEPENDENCYPART_ARC
