# _root_ In composite trading on the New York Stock Exchange , the company closed at $ 25.25 a share , down 25 cents .
#goldHeads=13,3,1,3,9,9,9,9,4,13,12,13,0,13,14,15,18,15,13,13,22,20,13,
#predictedHeads=13,3,1,3,9,9,9,9,4,13,12,13,0,13,14,15,18,15,13,13,22,20,13,
(23,4),-3.26984 # DEPENDENCYPART_ARC
(23,5),-2.73146 # DEPENDENCYPART_ARC
(23,6),-2.72374 # DEPENDENCYPART_ARC
(23,7),-2.71629 # DEPENDENCYPART_ARC
(23,8),-2.68284 # DEPENDENCYPART_ARC
(23,9),-2.81149 # DEPENDENCYPART_ARC
(23,10),-0.941174 # DEPENDENCYPART_ARC
(23,11),-2.13464 # DEPENDENCYPART_ARC
(23,12),-2.50225 # DEPENDENCYPART_ARC
(23,13),-1.71943 # DEPENDENCYPART_ARC
(23,14),-2.17825 # DEPENDENCYPART_ARC
(23,15),-2.28431 # DEPENDENCYPART_ARC
(23,16),-2.19183 # DEPENDENCYPART_ARC
(23,17),-1.39338 # DEPENDENCYPART_ARC
(23,18),-2.19919 # DEPENDENCYPART_ARC
(23,19),-0.821598 # DEPENDENCYPART_ARC
(23,20),-1.37401 # DEPENDENCYPART_ARC
(23,21),-2.00734 # DEPENDENCYPART_ARC
(23,22),-2.0066 # DEPENDENCYPART_ARC
