# _root_ Purchase of the 76-story structure is subject to execution of a definitive agreement , approval by the boards of Seafirst and its parent company BankAmerica Corp. , and approval by regulators .
#goldHeads=6,1,5,5,2,0,6,7,8,9,13,13,10,9,9,15,18,16,18,19,20,25,25,25,21,25,15,15,28,29,30,6,
#predictedHeads=6,1,5,5,2,0,6,7,8,9,13,13,10,13,9,15,18,16,18,19,20,25,25,25,21,25,25,25,28,29,30,6,
(16,11),-0.922555 # DEPENDENCYPART_ARC
(16,12),-1.01486 # DEPENDENCYPART_ARC
(16,13),-1.48682 # DEPENDENCYPART_ARC
(16,14),-0.289792 # DEPENDENCYPART_ARC
(16,15),0.183392 # DEPENDENCYPART_ARC
(16,17),0.379612 # DEPENDENCYPART_ARC
(16,18),3.57111 # DEPENDENCYPART_ARC
(16,19),0.63495 # DEPENDENCYPART_ARC
(16,20),0.878069 # DEPENDENCYPART_ARC
(16,21),0.776169 # DEPENDENCYPART_ARC
(16,22),-0.880962 # DEPENDENCYPART_ARC
(16,23),-1.5679 # DEPENDENCYPART_ARC
(16,24),-0.673807 # DEPENDENCYPART_ARC
(16,25),-1.30658 # DEPENDENCYPART_ARC
(16,26),-0.839349 # DEPENDENCYPART_ARC
(16,27),0.571237 # DEPENDENCYPART_ARC
(16,28),-0.314364 # DEPENDENCYPART_ARC
(16,29),-3.29778 # DEPENDENCYPART_ARC
(16,30),1.29485 # DEPENDENCYPART_ARC
(16,31),-4.85335 # DEPENDENCYPART_ARC
(16,32),-1.31225 # DEPENDENCYPART_ARC
(17,1),-4.58525 # DEPENDENCYPART_ARC
(17,2),-4.01678 # DEPENDENCYPART_ARC
(17,3),-3.48253 # DEPENDENCYPART_ARC
(17,4),-3.76719 # DEPENDENCYPART_ARC
(17,5),-4.15248 # DEPENDENCYPART_ARC
(17,6),-3.63357 # DEPENDENCYPART_ARC
(17,7),-3.35378 # DEPENDENCYPART_ARC
(17,8),-3.28634 # DEPENDENCYPART_ARC
(17,9),-3.60464 # DEPENDENCYPART_ARC
(17,10),-3.05509 # DEPENDENCYPART_ARC
(17,11),-2.33723 # DEPENDENCYPART_ARC
(17,12),-2.65905 # DEPENDENCYPART_ARC
(17,13),-2.79444 # DEPENDENCYPART_ARC
(17,14),-2.04343 # DEPENDENCYPART_ARC
(17,15),-2.45311 # DEPENDENCYPART_ARC
(17,16),-1.32559 # DEPENDENCYPART_ARC
(17,18),-0.475263 # DEPENDENCYPART_ARC
(17,19),-0.898617 # DEPENDENCYPART_ARC
(17,20),-1.7432 # DEPENDENCYPART_ARC
(17,21),-1.40142 # DEPENDENCYPART_ARC
(17,22),-2.55469 # DEPENDENCYPART_ARC
(17,23),-2.014 # DEPENDENCYPART_ARC
(17,24),-1.94132 # DEPENDENCYPART_ARC
(17,25),-2.74197 # DEPENDENCYPART_ARC
(17,26),-2.71322 # DEPENDENCYPART_ARC
(17,27),-1.90637 # DEPENDENCYPART_ARC
(17,28),-2.6825 # DEPENDENCYPART_ARC
(17,29),-2.78742 # DEPENDENCYPART_ARC
(17,30),-3.20903 # DEPENDENCYPART_ARC
(17,31),-3.27199 # DEPENDENCYPART_ARC
(17,32),-2.24241 # DEPENDENCYPART_ARC
(18,1),-5.57253 # DEPENDENCYPART_ARC
(18,2),-2.30253 # DEPENDENCYPART_ARC
(18,3),-3.57128 # DEPENDENCYPART_ARC
(18,4),-3.78467 # DEPENDENCYPART_ARC
(18,5),-3.96974 # DEPENDENCYPART_ARC
(18,6),-1.97159 # DEPENDENCYPART_ARC
(18,7),-4.05631 # DEPENDENCYPART_ARC
(18,8),-2.20164 # DEPENDENCYPART_ARC
(18,9),-2.57424 # DEPENDENCYPART_ARC
(18,10),-1.0868 # DEPENDENCYPART_ARC
(18,11),-0.250829 # DEPENDENCYPART_ARC
(18,12),-0.737299 # DEPENDENCYPART_ARC
(18,13),-1.39691 # DEPENDENCYPART_ARC
(18,14),-0.370978 # DEPENDENCYPART_ARC
(18,15),-0.921825 # DEPENDENCYPART_ARC
(18,16),0.353091 # DEPENDENCYPART_ARC
(18,17),4.6177 # DEPENDENCYPART_ARC
(18,19),3.25215 # DEPENDENCYPART_ARC
(18,20),0.618314 # DEPENDENCYPART_ARC
(18,21),1.66726 # DEPENDENCYPART_ARC
(18,22),-0.138804 # DEPENDENCYPART_ARC
(18,23),0.369161 # DEPENDENCYPART_ARC
(18,24),-0.182039 # DEPENDENCYPART_ARC
(18,25),0.0591338 # DEPENDENCYPART_ARC
(18,26),0.548265 # DEPENDENCYPART_ARC
(18,27),0.92766 # DEPENDENCYPART_ARC
(18,28),0.826522 # DEPENDENCYPART_ARC
(18,29),-0.599637 # DEPENDENCYPART_ARC
(18,30),0.16794 # DEPENDENCYPART_ARC
(18,31),-1.31494 # DEPENDENCYPART_ARC
(18,32),0.582607 # DEPENDENCYPART_ARC
(19,1),-3.11399 # DEPENDENCYPART_ARC
(19,2),-3.01077 # DEPENDENCYPART_ARC
(19,3),-3.1118 # DEPENDENCYPART_ARC
(19,4),-2.47554 # DEPENDENCYPART_ARC
(19,5),-3.0956 # DEPENDENCYPART_ARC
(19,6),-2.21462 # DEPENDENCYPART_ARC
(19,7),-2.1052 # DEPENDENCYPART_ARC
(19,8),-1.90675 # DEPENDENCYPART_ARC
(19,9),-1.91652 # DEPENDENCYPART_ARC
(19,10),-2.02412 # DEPENDENCYPART_ARC
(19,11),-1.76263 # DEPENDENCYPART_ARC
(19,12),-1.4328 # DEPENDENCYPART_ARC
(19,13),-2.01997 # DEPENDENCYPART_ARC
(19,14),-1.28524 # DEPENDENCYPART_ARC
(19,15),-0.637386 # DEPENDENCYPART_ARC
(19,16),-0.602534 # DEPENDENCYPART_ARC
(19,17),-0.459572 # DEPENDENCYPART_ARC
(19,18),-0.24345 # DEPENDENCYPART_ARC
(19,20),3.26233 # DEPENDENCYPART_ARC
(19,21),0.531311 # DEPENDENCYPART_ARC
(19,22),-0.330477 # DEPENDENCYPART_ARC
(19,23),0.103794 # DEPENDENCYPART_ARC
(19,24),0.828094 # DEPENDENCYPART_ARC
(19,25),-0.045801 # DEPENDENCYPART_ARC
(19,26),0.129168 # DEPENDENCYPART_ARC
(19,27),0.481619 # DEPENDENCYPART_ARC
(19,28),-0.135409 # DEPENDENCYPART_ARC
(19,29),-2.59063 # DEPENDENCYPART_ARC
(19,30),-0.680763 # DEPENDENCYPART_ARC
(19,31),-3.45804 # DEPENDENCYPART_ARC
(19,32),-0.510346 # DEPENDENCYPART_ARC
(20,1),-5.3285 # DEPENDENCYPART_ARC
(20,2),-2.17895 # DEPENDENCYPART_ARC
(20,3),-3.42472 # DEPENDENCYPART_ARC
(20,4),-2.92797 # DEPENDENCYPART_ARC
(20,5),-4.0651 # DEPENDENCYPART_ARC
(20,6),-3.18228 # DEPENDENCYPART_ARC
(20,7),-3.18237 # DEPENDENCYPART_ARC
(20,8),-2.80291 # DEPENDENCYPART_ARC
(20,9),-3.83649 # DEPENDENCYPART_ARC
(20,10),-1.25965 # DEPENDENCYPART_ARC
(20,11),-0.973522 # DEPENDENCYPART_ARC
(20,12),-1.19946 # DEPENDENCYPART_ARC
(20,13),-2.76856 # DEPENDENCYPART_ARC
(20,14),-2.3104 # DEPENDENCYPART_ARC
(20,15),-1.39168 # DEPENDENCYPART_ARC
(20,16),-0.547921 # DEPENDENCYPART_ARC
(20,17),1.52797 # DEPENDENCYPART_ARC
(20,18),0.501661 # DEPENDENCYPART_ARC
(20,19),1.10706 # DEPENDENCYPART_ARC
(20,21),3.22912 # DEPENDENCYPART_ARC
(20,22),0.317755 # DEPENDENCYPART_ARC
(20,23),0.693518 # DEPENDENCYPART_ARC
(20,24),0.723908 # DEPENDENCYPART_ARC
(20,25),-0.39904 # DEPENDENCYPART_ARC
(20,26),1.34124 # DEPENDENCYPART_ARC
(20,27),0.724007 # DEPENDENCYPART_ARC
(20,28),-1.01363 # DEPENDENCYPART_ARC
(20,29),-1.34495 # DEPENDENCYPART_ARC
(20,30),0.354912 # DEPENDENCYPART_ARC
(20,31),-0.539273 # DEPENDENCYPART_ARC
(20,32),-0.16817 # DEPENDENCYPART_ARC
(21,1),-2.77608 # DEPENDENCYPART_ARC
(21,2),-2.12304 # DEPENDENCYPART_ARC
(21,3),-2.31794 # DEPENDENCYPART_ARC
(21,4),-2.40053 # DEPENDENCYPART_ARC
(21,5),-2.25617 # DEPENDENCYPART_ARC
(21,6),-1.7598 # DEPENDENCYPART_ARC
(21,7),-2.12436 # DEPENDENCYPART_ARC
(21,8),-1.73016 # DEPENDENCYPART_ARC
(21,9),-1.75804 # DEPENDENCYPART_ARC
(21,10),-1.35289 # DEPENDENCYPART_ARC
(21,11),-1.24376 # DEPENDENCYPART_ARC
(21,12),-1.47357 # DEPENDENCYPART_ARC
(21,13),-1.06694 # DEPENDENCYPART_ARC
(21,14),-1.47965 # DEPENDENCYPART_ARC
(21,15),-0.916315 # DEPENDENCYPART_ARC
(21,16),-0.908811 # DEPENDENCYPART_ARC
(21,17),-0.415116 # DEPENDENCYPART_ARC
(21,18),-0.24152 # DEPENDENCYPART_ARC
(21,19),-0.379324 # DEPENDENCYPART_ARC
(21,20),0.501833 # DEPENDENCYPART_ARC
(21,22),1.11779 # DEPENDENCYPART_ARC
(21,23),2.82242 # DEPENDENCYPART_ARC
(21,24),2.26973 # DEPENDENCYPART_ARC
(21,25),1.65065 # DEPENDENCYPART_ARC
(21,26),1.68124 # DEPENDENCYPART_ARC
(21,27),1.07281 # DEPENDENCYPART_ARC
(21,28),0.700476 # DEPENDENCYPART_ARC
(21,29),0.185053 # DEPENDENCYPART_ARC
(21,30),-0.0105815 # DEPENDENCYPART_ARC
(21,31),-0.778026 # DEPENDENCYPART_ARC
(21,32),0.687156 # DEPENDENCYPART_ARC
(22,1),-4.73883 # DEPENDENCYPART_ARC
(22,2),-4.14426 # DEPENDENCYPART_ARC
(22,3),-3.95905 # DEPENDENCYPART_ARC
(22,4),-3.96604 # DEPENDENCYPART_ARC
(22,5),-4.18031 # DEPENDENCYPART_ARC
(22,6),-3.94784 # DEPENDENCYPART_ARC
(22,7),-3.70032 # DEPENDENCYPART_ARC
(22,8),-3.70944 # DEPENDENCYPART_ARC
(22,9),-3.74568 # DEPENDENCYPART_ARC
(22,10),-3.28086 # DEPENDENCYPART_ARC
(22,11),-3.13574 # DEPENDENCYPART_ARC
(22,12),-3.05247 # DEPENDENCYPART_ARC
(22,13),-3.20745 # DEPENDENCYPART_ARC
(22,14),-2.84244 # DEPENDENCYPART_ARC
(22,15),-2.97337 # DEPENDENCYPART_ARC
(22,16),-2.56164 # DEPENDENCYPART_ARC
(22,17),-2.08189 # DEPENDENCYPART_ARC
(22,18),-2.34927 # DEPENDENCYPART_ARC
(22,19),-1.94105 # DEPENDENCYPART_ARC
(22,20),-1.76168 # DEPENDENCYPART_ARC
(22,21),-1.1781 # DEPENDENCYPART_ARC
(22,23),0.0561711 # DEPENDENCYPART_ARC
(22,24),-0.539709 # DEPENDENCYPART_ARC
(22,25),-0.972036 # DEPENDENCYPART_ARC
(22,26),-1.23864 # DEPENDENCYPART_ARC
(22,27),-0.99032 # DEPENDENCYPART_ARC
(22,28),-0.837655 # DEPENDENCYPART_ARC
(22,29),-1.88142 # DEPENDENCYPART_ARC
(22,30),-1.58024 # DEPENDENCYPART_ARC
(22,31),-1.72597 # DEPENDENCYPART_ARC
(22,32),-1.79248 # DEPENDENCYPART_ARC
(23,1),-10.4452 # DEPENDENCYPART_ARC
(23,2),-4.87387 # DEPENDENCYPART_ARC
(23,3),-9.32861 # DEPENDENCYPART_ARC
(23,4),-6.44323 # DEPENDENCYPART_ARC
(23,5),-8.08145 # DEPENDENCYPART_ARC
(23,6),-4.52655 # DEPENDENCYPART_ARC
(23,7),-6.92492 # DEPENDENCYPART_ARC
(23,8),-4.86749 # DEPENDENCYPART_ARC
(23,9),-7.14638 # DEPENDENCYPART_ARC
(23,10),-3.53267 # DEPENDENCYPART_ARC
(23,11),-4.28384 # DEPENDENCYPART_ARC
(23,12),-3.86093 # DEPENDENCYPART_ARC
(23,13),-5.68122 # DEPENDENCYPART_ARC
(23,14),-3.41533 # DEPENDENCYPART_ARC
(23,15),-5.42556 # DEPENDENCYPART_ARC
(23,16),-2.48036 # DEPENDENCYPART_ARC
(23,17),-2.24912 # DEPENDENCYPART_ARC
(23,18),-2.44329 # DEPENDENCYPART_ARC
(23,19),-1.73958 # DEPENDENCYPART_ARC
(23,20),-1.07215 # DEPENDENCYPART_ARC
(23,21),-1.46056 # DEPENDENCYPART_ARC
(23,22),2.08258 # DEPENDENCYPART_ARC
(23,24),1.07487 # DEPENDENCYPART_ARC
(23,25),0.317266 # DEPENDENCYPART_ARC
(23,26),0.620602 # DEPENDENCYPART_ARC
(23,27),0.879319 # DEPENDENCYPART_ARC
(23,28),0.10437 # DEPENDENCYPART_ARC
(23,29),-0.619364 # DEPENDENCYPART_ARC
(23,30),-0.873309 # DEPENDENCYPART_ARC
(23,31),-1.36627 # DEPENDENCYPART_ARC
(23,32),-0.318092 # DEPENDENCYPART_ARC
(24,1),-9.76675 # DEPENDENCYPART_ARC
(24,2),-4.79919 # DEPENDENCYPART_ARC
(24,3),-8.06905 # DEPENDENCYPART_ARC
(24,4),-4.3388 # DEPENDENCYPART_ARC
(24,5),-7.0637 # DEPENDENCYPART_ARC
(24,6),-2.84305 # DEPENDENCYPART_ARC
(24,7),-5.0491 # DEPENDENCYPART_ARC
(24,8),-3.98135 # DEPENDENCYPART_ARC
(24,9),-6.02707 # DEPENDENCYPART_ARC
(24,10),-3.37979 # DEPENDENCYPART_ARC
(24,11),-2.48852 # DEPENDENCYPART_ARC
(24,12),-1.83073 # DEPENDENCYPART_ARC
(24,13),-4.70474 # DEPENDENCYPART_ARC
(24,14),-2.43694 # DEPENDENCYPART_ARC
(24,15),-4.19351 # DEPENDENCYPART_ARC
(24,16),-1.92182 # DEPENDENCYPART_ARC
(24,17),-0.31045 # DEPENDENCYPART_ARC
(24,18),-0.869022 # DEPENDENCYPART_ARC
(24,19),-1.24563 # DEPENDENCYPART_ARC
(24,20),0.546233 # DEPENDENCYPART_ARC
(24,21),-0.950178 # DEPENDENCYPART_ARC
(24,22),2.93405 # DEPENDENCYPART_ARC
(24,23),2.98576 # DEPENDENCYPART_ARC
(24,25),1.36364 # DEPENDENCYPART_ARC
(24,26),1.40518 # DEPENDENCYPART_ARC
(24,27),1.19739 # DEPENDENCYPART_ARC
(24,28),0.915565 # DEPENDENCYPART_ARC
(24,29),0.355153 # DEPENDENCYPART_ARC
(24,30),-0.308148 # DEPENDENCYPART_ARC
(24,31),-0.491651 # DEPENDENCYPART_ARC
(24,32),0.5667 # DEPENDENCYPART_ARC
(25,1),-4.571 # DEPENDENCYPART_ARC
(25,2),-1.62155 # DEPENDENCYPART_ARC
(25,3),-3.28107 # DEPENDENCYPART_ARC
(25,4),-2.62503 # DEPENDENCYPART_ARC
(25,5),-3.33548 # DEPENDENCYPART_ARC
(25,6),-2.50526 # DEPENDENCYPART_ARC
(25,7),-2.42662 # DEPENDENCYPART_ARC
(25,8),-2.11676 # DEPENDENCYPART_ARC
(25,9),-2.86051 # DEPENDENCYPART_ARC
(25,10),-0.847563 # DEPENDENCYPART_ARC
(25,11),-1.76295 # DEPENDENCYPART_ARC
(25,12),-1.19431 # DEPENDENCYPART_ARC
(25,13),-2.51838 # DEPENDENCYPART_ARC
(25,14),-2.09394 # DEPENDENCYPART_ARC
(25,15),-1.27532 # DEPENDENCYPART_ARC
(25,16),-0.600831 # DEPENDENCYPART_ARC
(25,17),0.706682 # DEPENDENCYPART_ARC
(25,18),0.242203 # DEPENDENCYPART_ARC
(25,19),-0.0171238 # DEPENDENCYPART_ARC
(25,20),1.91415 # DEPENDENCYPART_ARC
(25,21),0.047892 # DEPENDENCYPART_ARC
(25,22),2.94185 # DEPENDENCYPART_ARC
(25,23),3.50122 # DEPENDENCYPART_ARC
(25,24),3.17428 # DEPENDENCYPART_ARC
(25,26),5.15556 # DEPENDENCYPART_ARC
(25,27),2.28714 # DEPENDENCYPART_ARC
(25,28),1.66624 # DEPENDENCYPART_ARC
(25,29),1.86139 # DEPENDENCYPART_ARC
(25,30),0.628236 # DEPENDENCYPART_ARC
(25,31),0.702241 # DEPENDENCYPART_ARC
(25,32),2.12605 # DEPENDENCYPART_ARC
(26,1),-5.83883 # DEPENDENCYPART_ARC
(26,2),-3.18412 # DEPENDENCYPART_ARC
(26,3),-4.30743 # DEPENDENCYPART_ARC
(26,4),-3.50421 # DEPENDENCYPART_ARC
(26,5),-4.6759 # DEPENDENCYPART_ARC
(26,6),-4.27845 # DEPENDENCYPART_ARC
(26,7),-4.03465 # DEPENDENCYPART_ARC
(26,8),-3.6714 # DEPENDENCYPART_ARC
(26,9),-3.97768 # DEPENDENCYPART_ARC
(26,10),-2.40379 # DEPENDENCYPART_ARC
(26,11),-2.63318 # DEPENDENCYPART_ARC
(26,12),-2.20581 # DEPENDENCYPART_ARC
(26,13),-4.16871 # DEPENDENCYPART_ARC
(26,14),-3.64189 # DEPENDENCYPART_ARC
(26,15),-2.81635 # DEPENDENCYPART_ARC
(26,16),-2.27829 # DEPENDENCYPART_ARC
(26,17),-0.445228 # DEPENDENCYPART_ARC
(26,18),-1.0132 # DEPENDENCYPART_ARC
(26,19),-1.58675 # DEPENDENCYPART_ARC
(26,20),0.0597989 # DEPENDENCYPART_ARC
(26,21),-1.54272 # DEPENDENCYPART_ARC
(26,22),1.30066 # DEPENDENCYPART_ARC
(26,23),2.01819 # DEPENDENCYPART_ARC
(26,24),2.56518 # DEPENDENCYPART_ARC
(26,25),2.22136 # DEPENDENCYPART_ARC
(26,27),-0.528844 # DEPENDENCYPART_ARC
(26,28),-0.821045 # DEPENDENCYPART_ARC
(26,29),-1.0432 # DEPENDENCYPART_ARC
(26,30),-2.00014 # DEPENDENCYPART_ARC
(26,31),-1.94832 # DEPENDENCYPART_ARC
(26,32),-1.3215 # DEPENDENCYPART_ARC
(27,1),-2.22241 # DEPENDENCYPART_ARC
(27,2),-3.17106 # DEPENDENCYPART_ARC
(27,3),-2.90119 # DEPENDENCYPART_ARC
(27,4),-3.14197 # DEPENDENCYPART_ARC
(27,5),-2.13767 # DEPENDENCYPART_ARC
(27,6),-2.65595 # DEPENDENCYPART_ARC
(27,7),-2.71471 # DEPENDENCYPART_ARC
(27,8),-1.89757 # DEPENDENCYPART_ARC
(27,9),-1.66291 # DEPENDENCYPART_ARC
(27,10),-2.20677 # DEPENDENCYPART_ARC
(27,11),-1.94824 # DEPENDENCYPART_ARC
(27,12),-2.16291 # DEPENDENCYPART_ARC
(27,13),-1.56514 # DEPENDENCYPART_ARC
(27,14),-0.0979268 # DEPENDENCYPART_ARC
(27,15),-1.56288 # DEPENDENCYPART_ARC
(27,16),-1.52138 # DEPENDENCYPART_ARC
(27,17),-1.11469 # DEPENDENCYPART_ARC
(27,18),-1.54139 # DEPENDENCYPART_ARC
(27,19),-1.21443 # DEPENDENCYPART_ARC
(27,20),-1.51143 # DEPENDENCYPART_ARC
(27,21),-1.37683 # DEPENDENCYPART_ARC
(27,22),-0.520539 # DEPENDENCYPART_ARC
(27,23),-0.85017 # DEPENDENCYPART_ARC
(27,24),-0.594212 # DEPENDENCYPART_ARC
(27,25),-0.993579 # DEPENDENCYPART_ARC
(27,26),-0.445369 # DEPENDENCYPART_ARC
(27,28),-0.374762 # DEPENDENCYPART_ARC
(27,29),-0.982296 # DEPENDENCYPART_ARC
(27,30),-0.876451 # DEPENDENCYPART_ARC
(27,31),-1.46731 # DEPENDENCYPART_ARC
(27,32),-1.35314 # DEPENDENCYPART_ARC
(28,1),-3.51308 # DEPENDENCYPART_ARC
(28,2),-2.86505 # DEPENDENCYPART_ARC
(28,3),-3.26283 # DEPENDENCYPART_ARC
(28,4),-3.45165 # DEPENDENCYPART_ARC
(28,5),-3.19123 # DEPENDENCYPART_ARC
(28,6),-2.57541 # DEPENDENCYPART_ARC
(28,7),-3.09397 # DEPENDENCYPART_ARC
(28,8),-2.747 # DEPENDENCYPART_ARC
(28,9),-2.51165 # DEPENDENCYPART_ARC
(28,10),-2.01649 # DEPENDENCYPART_ARC
(28,11),-2.4757 # DEPENDENCYPART_ARC
(28,12),-2.53086 # DEPENDENCYPART_ARC
(28,13),-1.80351 # DEPENDENCYPART_ARC
(28,14),-2.53801 # DEPENDENCYPART_ARC
(28,15),-1.86354 # DEPENDENCYPART_ARC
(28,16),-1.54434 # DEPENDENCYPART_ARC
(28,17),-1.84532 # DEPENDENCYPART_ARC
(28,18),-1.54827 # DEPENDENCYPART_ARC
(28,19),-1.21003 # DEPENDENCYPART_ARC
(28,20),-0.870438 # DEPENDENCYPART_ARC
(28,21),-1.73235 # DEPENDENCYPART_ARC
(28,22),-0.747663 # DEPENDENCYPART_ARC
(28,23),-0.706796 # DEPENDENCYPART_ARC
(28,24),-0.334179 # DEPENDENCYPART_ARC
(28,25),0.12666 # DEPENDENCYPART_ARC
(28,26),-0.0337743 # DEPENDENCYPART_ARC
(28,27),-0.348169 # DEPENDENCYPART_ARC
(28,29),2.19999 # DEPENDENCYPART_ARC
(28,30),0.93844 # DEPENDENCYPART_ARC
(28,31),-0.0603271 # DEPENDENCYPART_ARC
(28,32),0.0796184 # DEPENDENCYPART_ARC
(29,1),-10.3529 # DEPENDENCYPART_ARC
(29,2),-5.14199 # DEPENDENCYPART_ARC
(29,3),-8.95814 # DEPENDENCYPART_ARC
(29,4),-5.43481 # DEPENDENCYPART_ARC
(29,5),-8.23583 # DEPENDENCYPART_ARC
(29,6),-4.59354 # DEPENDENCYPART_ARC
(29,7),-6.27336 # DEPENDENCYPART_ARC
(29,8),-5.39085 # DEPENDENCYPART_ARC
(29,9),-7.03198 # DEPENDENCYPART_ARC
(29,10),-3.92289 # DEPENDENCYPART_ARC
(29,11),-3.27336 # DEPENDENCYPART_ARC
(29,12),-2.75488 # DEPENDENCYPART_ARC
(29,13),-5.84819 # DEPENDENCYPART_ARC
(29,14),-3.65859 # DEPENDENCYPART_ARC
(29,15),-5.40492 # DEPENDENCYPART_ARC
(29,16),-3.07247 # DEPENDENCYPART_ARC
(29,17),-2.35111 # DEPENDENCYPART_ARC
(29,18),-2.69604 # DEPENDENCYPART_ARC
(29,19),-2.6558 # DEPENDENCYPART_ARC
(29,20),-1.8702 # DEPENDENCYPART_ARC
(29,21),-2.64644 # DEPENDENCYPART_ARC
(29,22),0.523413 # DEPENDENCYPART_ARC
(29,23),-0.405993 # DEPENDENCYPART_ARC
(29,24),-0.507721 # DEPENDENCYPART_ARC
(29,25),0.0675013 # DEPENDENCYPART_ARC
(29,26),-0.518567 # DEPENDENCYPART_ARC
(29,27),-0.466216 # DEPENDENCYPART_ARC
(29,28),0.160293 # DEPENDENCYPART_ARC
(29,30),2.90195 # DEPENDENCYPART_ARC
(29,31),1.44502 # DEPENDENCYPART_ARC
(29,32),0.877117 # DEPENDENCYPART_ARC
(30,1),-4.08044 # DEPENDENCYPART_ARC
(30,2),-4.25819 # DEPENDENCYPART_ARC
(30,3),-3.67677 # DEPENDENCYPART_ARC
(30,4),-3.30538 # DEPENDENCYPART_ARC
(30,5),-4.02121 # DEPENDENCYPART_ARC
(30,6),-3.10353 # DEPENDENCYPART_ARC
(30,7),-3.04361 # DEPENDENCYPART_ARC
(30,8),-2.59169 # DEPENDENCYPART_ARC
(30,9),-3.40505 # DEPENDENCYPART_ARC
(30,10),-3.36293 # DEPENDENCYPART_ARC
(30,11),-2.77453 # DEPENDENCYPART_ARC
(30,12),-2.43923 # DEPENDENCYPART_ARC
(30,13),-3.3519 # DEPENDENCYPART_ARC
(30,14),-1.7885 # DEPENDENCYPART_ARC
(30,15),-2.21912 # DEPENDENCYPART_ARC
(30,16),-2.17288 # DEPENDENCYPART_ARC
(30,17),-1.96172 # DEPENDENCYPART_ARC
(30,18),-2.2183 # DEPENDENCYPART_ARC
(30,19),-1.84637 # DEPENDENCYPART_ARC
(30,20),-1.35502 # DEPENDENCYPART_ARC
(30,21),-1.79078 # DEPENDENCYPART_ARC
(30,22),-0.71557 # DEPENDENCYPART_ARC
(30,23),-1.49517 # DEPENDENCYPART_ARC
(30,24),-1.57801 # DEPENDENCYPART_ARC
(30,25),-1.00925 # DEPENDENCYPART_ARC
(30,26),-0.99041 # DEPENDENCYPART_ARC
(30,27),0.22469 # DEPENDENCYPART_ARC
(30,28),-0.0681805 # DEPENDENCYPART_ARC
(30,29),0.427777 # DEPENDENCYPART_ARC
(30,31),4.41118 # DEPENDENCYPART_ARC
(30,32),-0.481693 # DEPENDENCYPART_ARC
(31,1),-8.61618 # DEPENDENCYPART_ARC
(31,2),-3.87785 # DEPENDENCYPART_ARC
(31,3),-8.61252 # DEPENDENCYPART_ARC
(31,4),-6.96002 # DEPENDENCYPART_ARC
(31,5),-6.86663 # DEPENDENCYPART_ARC
(31,6),-3.83681 # DEPENDENCYPART_ARC
(31,7),-7.71093 # DEPENDENCYPART_ARC
(31,8),-4.8693 # DEPENDENCYPART_ARC
(31,9),-6.32482 # DEPENDENCYPART_ARC
(31,10),-2.96386 # DEPENDENCYPART_ARC
(31,11),-5.37475 # DEPENDENCYPART_ARC
(31,12),-4.49381 # DEPENDENCYPART_ARC
(31,13),-4.92576 # DEPENDENCYPART_ARC
(31,14),-3.65862 # DEPENDENCYPART_ARC
(31,15),-5.31318 # DEPENDENCYPART_ARC
(31,16),-2.41254 # DEPENDENCYPART_ARC
(31,17),-3.06465 # DEPENDENCYPART_ARC
(31,18),-3.57087 # DEPENDENCYPART_ARC
(31,19),-2.22938 # DEPENDENCYPART_ARC
(31,20),-3.45133 # DEPENDENCYPART_ARC
(31,21),-2.18643 # DEPENDENCYPART_ARC
(31,22),-0.257783 # DEPENDENCYPART_ARC
(31,23),-0.834217 # DEPENDENCYPART_ARC
(31,24),-1.71066 # DEPENDENCYPART_ARC
(31,25),-1.6627 # DEPENDENCYPART_ARC
(31,26),-2.01565 # DEPENDENCYPART_ARC
(31,27),-1.55238 # DEPENDENCYPART_ARC
(31,28),-1.36897 # DEPENDENCYPART_ARC
(31,29),-0.37562 # DEPENDENCYPART_ARC
(31,30),0.643071 # DEPENDENCYPART_ARC
(31,32),-0.0791108 # DEPENDENCYPART_ARC
(32,1),-3.62196 # DEPENDENCYPART_ARC
(32,2),-4.43612 # DEPENDENCYPART_ARC
(32,3),-3.54539 # DEPENDENCYPART_ARC
(32,4),-3.95301 # DEPENDENCYPART_ARC
(32,5),-2.91861 # DEPENDENCYPART_ARC
(32,6),-3.5517 # DEPENDENCYPART_ARC
(32,7),-3.62002 # DEPENDENCYPART_ARC
(32,8),-3.50154 # DEPENDENCYPART_ARC
(32,9),-2.72924 # DEPENDENCYPART_ARC
(32,10),-3.50716 # DEPENDENCYPART_ARC
(32,11),-3.22488 # DEPENDENCYPART_ARC
(32,12),-3.16038 # DEPENDENCYPART_ARC
(32,13),-2.24508 # DEPENDENCYPART_ARC
(32,14),-1.53572 # DEPENDENCYPART_ARC
(32,15),-2.10457 # DEPENDENCYPART_ARC
(32,16),-2.58889 # DEPENDENCYPART_ARC
(32,17),-2.16032 # DEPENDENCYPART_ARC
(32,18),-2.50097 # DEPENDENCYPART_ARC
(32,19),-2.18624 # DEPENDENCYPART_ARC
(32,20),-2.12114 # DEPENDENCYPART_ARC
(32,21),-2.04381 # DEPENDENCYPART_ARC
(32,22),-1.30388 # DEPENDENCYPART_ARC
(32,23),-1.61824 # DEPENDENCYPART_ARC
(32,24),-1.75387 # DEPENDENCYPART_ARC
(32,25),-1.54598 # DEPENDENCYPART_ARC
(32,26),-1.63546 # DEPENDENCYPART_ARC
(32,27),-0.74636 # DEPENDENCYPART_ARC
