# _root_ New Jersey Turnpike Authority 's 7.20 % issue of 2018 was off 3\/4 at 98 1\/2 bid , yielding 7.32 % , up 0.07 percentage point from late Friday .
#goldHeads=4,4,4,8,4,7,8,11,8,9,0,11,12,11,16,17,14,11,11,21,19,19,19,26,26,23,23,29,27,11,
#predictedHeads=4,4,4,8,4,7,8,11,8,9,0,11,12,11,16,17,14,11,11,21,19,19,19,26,26,23,23,29,27,11,
(17,14),1.29451 # DEPENDENCYPART_ARC
(17,15),1.45962 # DEPENDENCYPART_ARC
(17,16),2.72121 # DEPENDENCYPART_ARC
(17,18),1.41839 # DEPENDENCYPART_ARC
(17,19),1.19747 # DEPENDENCYPART_ARC
(17,20),0.889559 # DEPENDENCYPART_ARC
(17,21),1.62982 # DEPENDENCYPART_ARC
(17,22),1.97207 # DEPENDENCYPART_ARC
(17,23),0.839956 # DEPENDENCYPART_ARC
(17,24),0.0455006 # DEPENDENCYPART_ARC
(17,25),1.3961 # DEPENDENCYPART_ARC
(17,26),0.497464 # DEPENDENCYPART_ARC
(17,27),0.650673 # DEPENDENCYPART_ARC
(17,28),-0.266644 # DEPENDENCYPART_ARC
(17,29),-0.220441 # DEPENDENCYPART_ARC
(17,30),0.972653 # DEPENDENCYPART_ARC
(18,1),-3.35935 # DEPENDENCYPART_ARC
(18,2),-3.28058 # DEPENDENCYPART_ARC
(18,3),-3.18066 # DEPENDENCYPART_ARC
(18,4),-3.09834 # DEPENDENCYPART_ARC
(18,5),-2.61888 # DEPENDENCYPART_ARC
(18,6),-2.60496 # DEPENDENCYPART_ARC
(18,7),-1.31992 # DEPENDENCYPART_ARC
(18,8),-1.95582 # DEPENDENCYPART_ARC
(18,9),-2.05508 # DEPENDENCYPART_ARC
(18,10),-2.17783 # DEPENDENCYPART_ARC
(18,11),-1.84955 # DEPENDENCYPART_ARC
(18,12),-1.86459 # DEPENDENCYPART_ARC
(18,13),-1.84651 # DEPENDENCYPART_ARC
(18,14),-1.58443 # DEPENDENCYPART_ARC
(18,15),-1.27509 # DEPENDENCYPART_ARC
(18,16),-1.38184 # DEPENDENCYPART_ARC
(18,17),-1.05247 # DEPENDENCYPART_ARC
(18,19),-0.0873006 # DEPENDENCYPART_ARC
(18,20),-0.756409 # DEPENDENCYPART_ARC
(18,21),-1.19766 # DEPENDENCYPART_ARC
(18,22),0.133138 # DEPENDENCYPART_ARC
(18,23),-1.66968 # DEPENDENCYPART_ARC
(18,24),-2.09231 # DEPENDENCYPART_ARC
(18,25),-2.03037 # DEPENDENCYPART_ARC
(18,26),-2.24064 # DEPENDENCYPART_ARC
(18,27),-1.32734 # DEPENDENCYPART_ARC
(18,28),-2.22343 # DEPENDENCYPART_ARC
(18,29),-2.2905 # DEPENDENCYPART_ARC
(18,30),-1.59991 # DEPENDENCYPART_ARC
(19,1),-1.23136 # DEPENDENCYPART_ARC
(19,2),-1.27768 # DEPENDENCYPART_ARC
(19,3),-1.31029 # DEPENDENCYPART_ARC
(19,4),-1.08338 # DEPENDENCYPART_ARC
(19,5),-1.35138 # DEPENDENCYPART_ARC
(19,6),-1.38576 # DEPENDENCYPART_ARC
(19,7),-0.653467 # DEPENDENCYPART_ARC
(19,8),-1.105 # DEPENDENCYPART_ARC
(19,9),-0.930485 # DEPENDENCYPART_ARC
(19,10),-0.922199 # DEPENDENCYPART_ARC
(19,11),-0.763834 # DEPENDENCYPART_ARC
(19,12),-0.97331 # DEPENDENCYPART_ARC
(19,13),-0.550959 # DEPENDENCYPART_ARC
(19,14),-0.158393 # DEPENDENCYPART_ARC
(19,15),-0.0980219 # DEPENDENCYPART_ARC
(19,16),0.208026 # DEPENDENCYPART_ARC
(19,17),-0.205062 # DEPENDENCYPART_ARC
(19,18),0.641325 # DEPENDENCYPART_ARC
(19,20),2.28533 # DEPENDENCYPART_ARC
(19,21),3.93039 # DEPENDENCYPART_ARC
(19,22),2.82628 # DEPENDENCYPART_ARC
(19,23),1.80169 # DEPENDENCYPART_ARC
(19,24),0.784635 # DEPENDENCYPART_ARC
(19,25),0.808298 # DEPENDENCYPART_ARC
(19,26),1.17618 # DEPENDENCYPART_ARC
(19,27),2.55604 # DEPENDENCYPART_ARC
(19,28),0.598389 # DEPENDENCYPART_ARC
(19,29),0.445216 # DEPENDENCYPART_ARC
(19,30),1.12778 # DEPENDENCYPART_ARC
(20,1),-3.0596 # DEPENDENCYPART_ARC
(20,2),-2.92887 # DEPENDENCYPART_ARC
(20,3),-2.83769 # DEPENDENCYPART_ARC
(20,4),-2.69276 # DEPENDENCYPART_ARC
(20,5),-2.8971 # DEPENDENCYPART_ARC
(20,6),-1.83258 # DEPENDENCYPART_ARC
(20,7),-2.86947 # DEPENDENCYPART_ARC
(20,8),-2.74297 # DEPENDENCYPART_ARC
(20,9),-1.05614 # DEPENDENCYPART_ARC
(20,10),-0.898947 # DEPENDENCYPART_ARC
(20,11),-1.89237 # DEPENDENCYPART_ARC
(20,12),-1.61154 # DEPENDENCYPART_ARC
(20,13),-0.853488 # DEPENDENCYPART_ARC
(20,14),-0.541455 # DEPENDENCYPART_ARC
(20,15),0.459282 # DEPENDENCYPART_ARC
(20,16),-0.494069 # DEPENDENCYPART_ARC
(20,17),-0.839834 # DEPENDENCYPART_ARC
(20,18),-0.0323954 # DEPENDENCYPART_ARC
(20,19),0.484227 # DEPENDENCYPART_ARC
(20,21),1.47466 # DEPENDENCYPART_ARC
(20,22),0.352693 # DEPENDENCYPART_ARC
(20,23),-0.165762 # DEPENDENCYPART_ARC
(20,24),-0.396074 # DEPENDENCYPART_ARC
(20,25),-0.335448 # DEPENDENCYPART_ARC
(20,26),-1.03628 # DEPENDENCYPART_ARC
(20,27),-0.567053 # DEPENDENCYPART_ARC
(20,28),-0.91431 # DEPENDENCYPART_ARC
(20,29),-1.10967 # DEPENDENCYPART_ARC
(20,30),-0.722406 # DEPENDENCYPART_ARC
(21,1),-5.60297 # DEPENDENCYPART_ARC
(21,2),-6.26878 # DEPENDENCYPART_ARC
(21,3),-6.27818 # DEPENDENCYPART_ARC
(21,4),-5.41269 # DEPENDENCYPART_ARC
(21,5),-1.1032 # DEPENDENCYPART_ARC
(21,6),-1.50462 # DEPENDENCYPART_ARC
(21,7),-3.22209 # DEPENDENCYPART_ARC
(21,8),-5.71194 # DEPENDENCYPART_ARC
(21,9),-0.87763 # DEPENDENCYPART_ARC
(21,10),-2.03164 # DEPENDENCYPART_ARC
(21,11),-1.1528 # DEPENDENCYPART_ARC
(21,12),-0.530822 # DEPENDENCYPART_ARC
(21,13),-1.13907 # DEPENDENCYPART_ARC
(21,14),-0.53991 # DEPENDENCYPART_ARC
(21,15),0.0945561 # DEPENDENCYPART_ARC
(21,16),1.53221 # DEPENDENCYPART_ARC
(21,17),-0.21973 # DEPENDENCYPART_ARC
(21,18),0.0412488 # DEPENDENCYPART_ARC
(21,19),0.808895 # DEPENDENCYPART_ARC
(21,20),4.31334 # DEPENDENCYPART_ARC
(21,22),2.11686 # DEPENDENCYPART_ARC
(21,23),1.56631 # DEPENDENCYPART_ARC
(21,24),0.806638 # DEPENDENCYPART_ARC
(21,25),1.39348 # DEPENDENCYPART_ARC
(21,26),0.34264 # DEPENDENCYPART_ARC
(21,27),-0.0110841 # DEPENDENCYPART_ARC
(21,28),-0.491046 # DEPENDENCYPART_ARC
(21,29),-0.431028 # DEPENDENCYPART_ARC
(21,30),0.883404 # DEPENDENCYPART_ARC
(22,1),-4.00669 # DEPENDENCYPART_ARC
(22,2),-3.76044 # DEPENDENCYPART_ARC
(22,3),-3.61687 # DEPENDENCYPART_ARC
(22,4),-3.47436 # DEPENDENCYPART_ARC
(22,5),-3.08149 # DEPENDENCYPART_ARC
(22,6),-3.04847 # DEPENDENCYPART_ARC
(22,7),-1.30453 # DEPENDENCYPART_ARC
(22,8),-2.27087 # DEPENDENCYPART_ARC
(22,9),-2.4724 # DEPENDENCYPART_ARC
(22,10),-2.63565 # DEPENDENCYPART_ARC
(22,11),-2.26699 # DEPENDENCYPART_ARC
(22,12),-2.35458 # DEPENDENCYPART_ARC
(22,13),-2.29519 # DEPENDENCYPART_ARC
(22,14),-1.98818 # DEPENDENCYPART_ARC
(22,15),-2.06911 # DEPENDENCYPART_ARC
(22,16),-1.91983 # DEPENDENCYPART_ARC
(22,17),-1.77045 # DEPENDENCYPART_ARC
(22,18),-0.198558 # DEPENDENCYPART_ARC
(22,19),-1.14711 # DEPENDENCYPART_ARC
(22,20),-1.41382 # DEPENDENCYPART_ARC
(22,21),-0.974212 # DEPENDENCYPART_ARC
(22,23),-0.151345 # DEPENDENCYPART_ARC
(22,24),-0.422405 # DEPENDENCYPART_ARC
(22,25),-0.877245 # DEPENDENCYPART_ARC
(22,26),-1.21426 # DEPENDENCYPART_ARC
(22,27),-0.736127 # DEPENDENCYPART_ARC
(22,28),-1.46262 # DEPENDENCYPART_ARC
(22,29),-1.50044 # DEPENDENCYPART_ARC
(22,30),-1.03784 # DEPENDENCYPART_ARC
(23,1),-3.08424 # DEPENDENCYPART_ARC
(23,2),-3.07579 # DEPENDENCYPART_ARC
(23,3),-2.8523 # DEPENDENCYPART_ARC
(23,4),-2.70353 # DEPENDENCYPART_ARC
(23,5),-2.35925 # DEPENDENCYPART_ARC
(23,6),-1.98891 # DEPENDENCYPART_ARC
(23,7),-1.88586 # DEPENDENCYPART_ARC
(23,8),-2.84671 # DEPENDENCYPART_ARC
(23,9),-1.67808 # DEPENDENCYPART_ARC
(23,10),-1.62249 # DEPENDENCYPART_ARC
(23,11),-1.81651 # DEPENDENCYPART_ARC
(23,12),-0.736524 # DEPENDENCYPART_ARC
(23,13),-1.22658 # DEPENDENCYPART_ARC
(23,14),-0.930875 # DEPENDENCYPART_ARC
(23,15),-1.11876 # DEPENDENCYPART_ARC
(23,16),-0.985299 # DEPENDENCYPART_ARC
(23,17),-1.3071 # DEPENDENCYPART_ARC
(23,18),-0.889615 # DEPENDENCYPART_ARC
(23,19),-0.995353 # DEPENDENCYPART_ARC
(23,20),-0.16096 # DEPENDENCYPART_ARC
(23,21),-0.32977 # DEPENDENCYPART_ARC
(23,22),0.413934 # DEPENDENCYPART_ARC
(23,24),2.13024 # DEPENDENCYPART_ARC
(23,25),2.5586 # DEPENDENCYPART_ARC
(23,26),2.60676 # DEPENDENCYPART_ARC
(23,27),3.12513 # DEPENDENCYPART_ARC
(23,28),0.836944 # DEPENDENCYPART_ARC
(23,29),-0.577242 # DEPENDENCYPART_ARC
(23,30),0.0640048 # DEPENDENCYPART_ARC
(24,1),-4.54137 # DEPENDENCYPART_ARC
(24,2),-4.3328 # DEPENDENCYPART_ARC
(24,3),-4.28734 # DEPENDENCYPART_ARC
(24,4),-4.01648 # DEPENDENCYPART_ARC
(24,5),-4.09199 # DEPENDENCYPART_ARC
(24,6),-2.97912 # DEPENDENCYPART_ARC
(24,7),-4.16708 # DEPENDENCYPART_ARC
(24,8),-4.01851 # DEPENDENCYPART_ARC
(24,9),-2.09561 # DEPENDENCYPART_ARC
(24,10),-2.30138 # DEPENDENCYPART_ARC
(24,11),-3.14308 # DEPENDENCYPART_ARC
(24,12),-2.94531 # DEPENDENCYPART_ARC
(24,13),-2.26248 # DEPENDENCYPART_ARC
(24,14),-2.02588 # DEPENDENCYPART_ARC
(24,15),-1.1147 # DEPENDENCYPART_ARC
(24,16),-2.22515 # DEPENDENCYPART_ARC
(24,17),-2.84708 # DEPENDENCYPART_ARC
(24,18),-1.85978 # DEPENDENCYPART_ARC
(24,19),-1.99571 # DEPENDENCYPART_ARC
(24,20),-0.812776 # DEPENDENCYPART_ARC
(24,21),-1.64447 # DEPENDENCYPART_ARC
(24,22),-0.765293 # DEPENDENCYPART_ARC
(24,23),-0.0885927 # DEPENDENCYPART_ARC
(24,25),1.12554 # DEPENDENCYPART_ARC
(24,26),-0.223136 # DEPENDENCYPART_ARC
(24,27),-0.400193 # DEPENDENCYPART_ARC
(24,28),-0.829086 # DEPENDENCYPART_ARC
(24,29),-0.905416 # DEPENDENCYPART_ARC
(24,30),-0.835099 # DEPENDENCYPART_ARC
(25,1),-4.23525 # DEPENDENCYPART_ARC
(25,2),-5.01657 # DEPENDENCYPART_ARC
(25,3),-4.94664 # DEPENDENCYPART_ARC
(25,4),-4.37153 # DEPENDENCYPART_ARC
(25,5),-2.3484 # DEPENDENCYPART_ARC
(25,6),-3.19616 # DEPENDENCYPART_ARC
(25,7),-3.38591 # DEPENDENCYPART_ARC
(25,8),-5.54534 # DEPENDENCYPART_ARC
(25,9),-2.80188 # DEPENDENCYPART_ARC
(25,10),-3.7688 # DEPENDENCYPART_ARC
(25,11),-2.8867 # DEPENDENCYPART_ARC
(25,12),-1.9704 # DEPENDENCYPART_ARC
(25,13),-3.0507 # DEPENDENCYPART_ARC
(25,14),-2.66171 # DEPENDENCYPART_ARC
(25,15),-2.14485 # DEPENDENCYPART_ARC
(25,16),-1.60255 # DEPENDENCYPART_ARC
(25,17),-2.06232 # DEPENDENCYPART_ARC
(25,18),-1.2912 # DEPENDENCYPART_ARC
(25,19),-1.66805 # DEPENDENCYPART_ARC
(25,20),0.484713 # DEPENDENCYPART_ARC
(25,21),-0.490583 # DEPENDENCYPART_ARC
(25,22),0.00829102 # DEPENDENCYPART_ARC
(25,23),0.408675 # DEPENDENCYPART_ARC
(25,24),1.9278 # DEPENDENCYPART_ARC
(25,26),0.83079 # DEPENDENCYPART_ARC
(25,27),0.0448811 # DEPENDENCYPART_ARC
(25,28),-0.50201 # DEPENDENCYPART_ARC
(25,29),-0.532859 # DEPENDENCYPART_ARC
(25,30),-0.468331 # DEPENDENCYPART_ARC
(26,1),-2.18561 # DEPENDENCYPART_ARC
(26,2),-3.12816 # DEPENDENCYPART_ARC
(26,3),-3.17723 # DEPENDENCYPART_ARC
(26,4),-1.78254 # DEPENDENCYPART_ARC
(26,5),-0.409445 # DEPENDENCYPART_ARC
(26,6),-1.63241 # DEPENDENCYPART_ARC
(26,7),-0.694535 # DEPENDENCYPART_ARC
(26,8),-2.79599 # DEPENDENCYPART_ARC
(26,9),-1.27267 # DEPENDENCYPART_ARC
(26,10),-1.36279 # DEPENDENCYPART_ARC
(26,11),-0.778111 # DEPENDENCYPART_ARC
(26,12),-0.212007 # DEPENDENCYPART_ARC
(26,13),-0.778966 # DEPENDENCYPART_ARC
(26,14),-1.27006 # DEPENDENCYPART_ARC
(26,15),-0.201907 # DEPENDENCYPART_ARC
(26,16),1.32947 # DEPENDENCYPART_ARC
(26,17),0.0335488 # DEPENDENCYPART_ARC
(26,18),0.0896098 # DEPENDENCYPART_ARC
(26,19),0.6002 # DEPENDENCYPART_ARC
(26,20),2.0904 # DEPENDENCYPART_ARC
(26,21),1.53076 # DEPENDENCYPART_ARC
(26,22),1.35369 # DEPENDENCYPART_ARC
(26,23),1.78768 # DEPENDENCYPART_ARC
(26,24),3.44612 # DEPENDENCYPART_ARC
(26,25),4.73561 # DEPENDENCYPART_ARC
(26,27),2.12974 # DEPENDENCYPART_ARC
(26,28),0.510635 # DEPENDENCYPART_ARC
(26,29),0.656344 # DEPENDENCYPART_ARC
(26,30),1.21347 # DEPENDENCYPART_ARC
(27,1),-3.87784 # DEPENDENCYPART_ARC
(27,2),-3.82716 # DEPENDENCYPART_ARC
(27,3),-3.8908 # DEPENDENCYPART_ARC
(27,4),-3.84915 # DEPENDENCYPART_ARC
(27,5),-2.56294 # DEPENDENCYPART_ARC
(27,6),-2.57939 # DEPENDENCYPART_ARC
(27,7),-3.72021 # DEPENDENCYPART_ARC
(27,8),-3.23038 # DEPENDENCYPART_ARC
(27,9),-2.86483 # DEPENDENCYPART_ARC
(27,10),-2.16655 # DEPENDENCYPART_ARC
(27,11),-2.38316 # DEPENDENCYPART_ARC
(27,12),-2.12533 # DEPENDENCYPART_ARC
(27,13),-1.93549 # DEPENDENCYPART_ARC
(27,14),-2.0394 # DEPENDENCYPART_ARC
(27,15),-1.76936 # DEPENDENCYPART_ARC
(27,16),-1.74328 # DEPENDENCYPART_ARC
(27,17),-2.26471 # DEPENDENCYPART_ARC
(27,18),-1.32457 # DEPENDENCYPART_ARC
(27,19),-1.57556 # DEPENDENCYPART_ARC
(27,20),-1.03336 # DEPENDENCYPART_ARC
(27,21),-1.69258 # DEPENDENCYPART_ARC
(27,22),-0.799394 # DEPENDENCYPART_ARC
(27,23),-0.604545 # DEPENDENCYPART_ARC
(27,24),-0.180942 # DEPENDENCYPART_ARC
(27,25),-0.501725 # DEPENDENCYPART_ARC
(27,26),0.0336488 # DEPENDENCYPART_ARC
(27,28),1.89048 # DEPENDENCYPART_ARC
(27,29),3.1171 # DEPENDENCYPART_ARC
(27,30),0.594389 # DEPENDENCYPART_ARC
(28,1),-3.97222 # DEPENDENCYPART_ARC
(28,2),-4.95461 # DEPENDENCYPART_ARC
(28,3),-4.87754 # DEPENDENCYPART_ARC
(28,4),-5.38732 # DEPENDENCYPART_ARC
(28,5),-4.11937 # DEPENDENCYPART_ARC
(28,6),-2.86754 # DEPENDENCYPART_ARC
(28,7),-2.85457 # DEPENDENCYPART_ARC
(28,8),-3.30957 # DEPENDENCYPART_ARC
(28,9),-4.03318 # DEPENDENCYPART_ARC
(28,10),-2.71065 # DEPENDENCYPART_ARC
(28,11),-3.94423 # DEPENDENCYPART_ARC
(28,12),-2.96185 # DEPENDENCYPART_ARC
(28,13),-2.43081 # DEPENDENCYPART_ARC
(28,14),-3.23405 # DEPENDENCYPART_ARC
(28,15),-2.26021 # DEPENDENCYPART_ARC
(28,16),-2.36156 # DEPENDENCYPART_ARC
(28,17),-2.52124 # DEPENDENCYPART_ARC
(28,18),-2.20727 # DEPENDENCYPART_ARC
(28,19),-2.6073 # DEPENDENCYPART_ARC
(28,20),-1.87071 # DEPENDENCYPART_ARC
(28,21),-1.6408 # DEPENDENCYPART_ARC
(28,22),-1.65325 # DEPENDENCYPART_ARC
(28,23),-1.6635 # DEPENDENCYPART_ARC
(28,24),-1.04985 # DEPENDENCYPART_ARC
(28,25),-0.786618 # DEPENDENCYPART_ARC
(28,26),-0.888712 # DEPENDENCYPART_ARC
(28,27),-0.0310504 # DEPENDENCYPART_ARC
(28,29),0.843291 # DEPENDENCYPART_ARC
(28,30),0.181773 # DEPENDENCYPART_ARC
(29,1),-6.80225 # DEPENDENCYPART_ARC
(29,2),-6.43338 # DEPENDENCYPART_ARC
(29,3),-6.50156 # DEPENDENCYPART_ARC
(29,4),-6.05686 # DEPENDENCYPART_ARC
(29,5),-4.06347 # DEPENDENCYPART_ARC
(29,6),-3.0532 # DEPENDENCYPART_ARC
(29,7),-4.80125 # DEPENDENCYPART_ARC
(29,8),-5.85089 # DEPENDENCYPART_ARC
(29,9),-1.67626 # DEPENDENCYPART_ARC
(29,10),-2.49988 # DEPENDENCYPART_ARC
(29,11),-3.77688 # DEPENDENCYPART_ARC
(29,12),-3.59444 # DEPENDENCYPART_ARC
(29,13),-2.67206 # DEPENDENCYPART_ARC
(29,14),-2.16385 # DEPENDENCYPART_ARC
(29,15),-1.985 # DEPENDENCYPART_ARC
(29,16),-2.41055 # DEPENDENCYPART_ARC
(29,17),-4.00253 # DEPENDENCYPART_ARC
(29,18),-2.22154 # DEPENDENCYPART_ARC
(29,19),-1.7756 # DEPENDENCYPART_ARC
(29,20),-1.10082 # DEPENDENCYPART_ARC
(29,21),-2.99904 # DEPENDENCYPART_ARC
(29,22),-1.3095 # DEPENDENCYPART_ARC
(29,23),-1.2298 # DEPENDENCYPART_ARC
(29,24),-0.0490357 # DEPENDENCYPART_ARC
(29,25),0.0626691 # DEPENDENCYPART_ARC
(29,26),-1.08819 # DEPENDENCYPART_ARC
(29,27),0.115505 # DEPENDENCYPART_ARC
(29,28),4.0022 # DEPENDENCYPART_ARC
(29,30),0.319432 # DEPENDENCYPART_ARC
(30,1),-2.8537 # DEPENDENCYPART_ARC
(30,2),-3.02799 # DEPENDENCYPART_ARC
(30,3),-2.9654 # DEPENDENCYPART_ARC
(30,4),-3.14446 # DEPENDENCYPART_ARC
(30,5),-3.09175 # DEPENDENCYPART_ARC
(30,6),-3.23783 # DEPENDENCYPART_ARC
(30,7),-3.1013 # DEPENDENCYPART_ARC
(30,8),-3.05971 # DEPENDENCYPART_ARC
(30,9),-2.94866 # DEPENDENCYPART_ARC
(30,10),-2.80432 # DEPENDENCYPART_ARC
(30,11),-1.86107 # DEPENDENCYPART_ARC
(30,12),-2.37849 # DEPENDENCYPART_ARC
(30,13),-2.42921 # DEPENDENCYPART_ARC
(30,14),-2.28194 # DEPENDENCYPART_ARC
(30,15),-2.25253 # DEPENDENCYPART_ARC
(30,16),-2.17396 # DEPENDENCYPART_ARC
(30,17),-1.56782 # DEPENDENCYPART_ARC
(30,18),-0.578216 # DEPENDENCYPART_ARC
(30,19),-0.761872 # DEPENDENCYPART_ARC
(30,20),-1.7363 # DEPENDENCYPART_ARC
(30,21),-1.17369 # DEPENDENCYPART_ARC
(30,22),-0.456146 # DEPENDENCYPART_ARC
(30,23),-1.37234 # DEPENDENCYPART_ARC
(30,24),-1.24971 # DEPENDENCYPART_ARC
(30,25),-1.18291 # DEPENDENCYPART_ARC
(30,26),-1.17279 # DEPENDENCYPART_ARC
(30,27),-0.540152 # DEPENDENCYPART_ARC
(30,28),-1.18746 # DEPENDENCYPART_ARC
(30,29),-0.769569 # DEPENDENCYPART_ARC
