# _root_ The FHA alone lost $ 4.2 billion in fiscal 1988 ; the government 's equity in the agency , essentially its reserve fund , fell to minus $ 2.9 billion .
#goldHeads=2,4,2,0,4,5,5,4,10,8,4,13,15,13,25,15,18,16,15,23,23,23,15,15,4,25,28,26,28,28,4,
#predictedHeads=2,4,4,0,4,5,5,5,10,8,4,13,15,13,4,15,18,16,4,23,23,23,18,18,4,25,28,26,28,28,25,
(16,27),-0.824017 # DEPENDENCYPART_ARC
(16,28),-2.96835 # DEPENDENCYPART_ARC
(16,29),-2.25653 # DEPENDENCYPART_ARC
(16,30),-1.61155 # DEPENDENCYPART_ARC
(16,31),-0.997274 # DEPENDENCYPART_ARC
(17,1),-4.02688 # DEPENDENCYPART_ARC
(17,2),-4.30494 # DEPENDENCYPART_ARC
(17,3),-4.11582 # DEPENDENCYPART_ARC
(17,4),-3.84746 # DEPENDENCYPART_ARC
(17,5),-3.70792 # DEPENDENCYPART_ARC
(17,6),-3.48622 # DEPENDENCYPART_ARC
(17,7),-3.21907 # DEPENDENCYPART_ARC
(17,8),-3.04569 # DEPENDENCYPART_ARC
(17,9),-3.35483 # DEPENDENCYPART_ARC
(17,10),-3.00858 # DEPENDENCYPART_ARC
(17,11),-2.50447 # DEPENDENCYPART_ARC
(17,12),-2.2493 # DEPENDENCYPART_ARC
(17,13),-2.97013 # DEPENDENCYPART_ARC
(17,14),-2.33846 # DEPENDENCYPART_ARC
(17,15),-2.64239 # DEPENDENCYPART_ARC
(17,16),-1.37347 # DEPENDENCYPART_ARC
(17,18),-0.344059 # DEPENDENCYPART_ARC
(17,19),-1.91918 # DEPENDENCYPART_ARC
(17,20),-1.91287 # DEPENDENCYPART_ARC
(17,21),-2.80837 # DEPENDENCYPART_ARC
(17,22),-2.20717 # DEPENDENCYPART_ARC
(17,23),-2.3142 # DEPENDENCYPART_ARC
(17,24),-2.41556 # DEPENDENCYPART_ARC
(17,25),-2.6721 # DEPENDENCYPART_ARC
(17,26),-2.82698 # DEPENDENCYPART_ARC
(17,27),-3.09125 # DEPENDENCYPART_ARC
(17,28),-4.23206 # DEPENDENCYPART_ARC
(17,29),-3.3797 # DEPENDENCYPART_ARC
(17,30),-3.54188 # DEPENDENCYPART_ARC
(17,31),-2.85871 # DEPENDENCYPART_ARC
(18,1),-4.56046 # DEPENDENCYPART_ARC
(18,2),-5.24004 # DEPENDENCYPART_ARC
(18,3),-2.90351 # DEPENDENCYPART_ARC
(18,4),-2.1059 # DEPENDENCYPART_ARC
(18,5),-4.01902 # DEPENDENCYPART_ARC
(18,6),-3.31809 # DEPENDENCYPART_ARC
(18,7),-3.73511 # DEPENDENCYPART_ARC
(18,8),-0.810106 # DEPENDENCYPART_ARC
(18,9),-1.48047 # DEPENDENCYPART_ARC
(18,10),-2.06084 # DEPENDENCYPART_ARC
(18,11),-0.978739 # DEPENDENCYPART_ARC
(18,12),-0.971963 # DEPENDENCYPART_ARC
(18,13),1.33225 # DEPENDENCYPART_ARC
(18,14),-0.409269 # DEPENDENCYPART_ARC
(18,15),-0.545924 # DEPENDENCYPART_ARC
(18,16),0.803606 # DEPENDENCYPART_ARC
(18,17),5.15905 # DEPENDENCYPART_ARC
(18,19),1.37517 # DEPENDENCYPART_ARC
(18,20),0.0290609 # DEPENDENCYPART_ARC
(18,21),-0.577456 # DEPENDENCYPART_ARC
(18,22),0.826525 # DEPENDENCYPART_ARC
(18,23),0.971737 # DEPENDENCYPART_ARC
(18,24),2.5882 # DEPENDENCYPART_ARC
(18,25),-0.40833 # DEPENDENCYPART_ARC
(18,26),-1.24869 # DEPENDENCYPART_ARC
(18,27),-1.17971 # DEPENDENCYPART_ARC
(18,28),-1.16431 # DEPENDENCYPART_ARC
(18,29),-0.416549 # DEPENDENCYPART_ARC
(18,30),-0.916932 # DEPENDENCYPART_ARC
(18,31),0.27326 # DEPENDENCYPART_ARC
(19,1),-2.43159 # DEPENDENCYPART_ARC
(19,2),-2.92533 # DEPENDENCYPART_ARC
(19,3),-3.02014 # DEPENDENCYPART_ARC
(19,4),-2.13653 # DEPENDENCYPART_ARC
(19,5),-2.25948 # DEPENDENCYPART_ARC
(19,6),-2.23492 # DEPENDENCYPART_ARC
(19,7),-2.16409 # DEPENDENCYPART_ARC
(19,8),-1.94848 # DEPENDENCYPART_ARC
(19,9),-1.89103 # DEPENDENCYPART_ARC
(19,10),-1.83164 # DEPENDENCYPART_ARC
(19,11),-1.31063 # DEPENDENCYPART_ARC
(19,12),-1.1115 # DEPENDENCYPART_ARC
(19,13),-1.36087 # DEPENDENCYPART_ARC
(19,14),-1.4838 # DEPENDENCYPART_ARC
(19,15),-1.17243 # DEPENDENCYPART_ARC
(19,16),-0.868023 # DEPENDENCYPART_ARC
(19,17),-0.421188 # DEPENDENCYPART_ARC
(19,18),-0.817743 # DEPENDENCYPART_ARC
(19,20),0.194567 # DEPENDENCYPART_ARC
(19,21),-0.570754 # DEPENDENCYPART_ARC
(19,22),-0.631371 # DEPENDENCYPART_ARC
(19,23),-0.898998 # DEPENDENCYPART_ARC
(19,24),0.485047 # DEPENDENCYPART_ARC
(19,25),-0.661266 # DEPENDENCYPART_ARC
(19,26),-0.996616 # DEPENDENCYPART_ARC
(19,27),-0.721277 # DEPENDENCYPART_ARC
(19,28),-1.82369 # DEPENDENCYPART_ARC
(19,29),-1.93924 # DEPENDENCYPART_ARC
(19,30),-2.02477 # DEPENDENCYPART_ARC
(19,31),-0.979036 # DEPENDENCYPART_ARC
(20,1),-2.02687 # DEPENDENCYPART_ARC
(20,2),-3.01926 # DEPENDENCYPART_ARC
(20,3),-2.18117 # DEPENDENCYPART_ARC
(20,4),-2.53997 # DEPENDENCYPART_ARC
(20,5),-2.14848 # DEPENDENCYPART_ARC
(20,6),-2.27826 # DEPENDENCYPART_ARC
(20,7),-2.16396 # DEPENDENCYPART_ARC
(20,8),-2.07565 # DEPENDENCYPART_ARC
(20,9),-1.30954 # DEPENDENCYPART_ARC
(20,10),-1.7921 # DEPENDENCYPART_ARC
(20,11),-0.866077 # DEPENDENCYPART_ARC
(20,12),-0.626269 # DEPENDENCYPART_ARC
(20,13),-1.71152 # DEPENDENCYPART_ARC
(20,14),-1.36244 # DEPENDENCYPART_ARC
(20,15),-1.53964 # DEPENDENCYPART_ARC
(20,16),-0.9368 # DEPENDENCYPART_ARC
(20,17),0.158326 # DEPENDENCYPART_ARC
(20,18),-0.748873 # DEPENDENCYPART_ARC
(20,19),0.268358 # DEPENDENCYPART_ARC
(20,21),1.07028 # DEPENDENCYPART_ARC
(20,22),1.14263 # DEPENDENCYPART_ARC
(20,23),0.76093 # DEPENDENCYPART_ARC
(20,24),0.944974 # DEPENDENCYPART_ARC
(20,25),1.00366 # DEPENDENCYPART_ARC
(20,26),-0.132872 # DEPENDENCYPART_ARC
(20,27),0.182255 # DEPENDENCYPART_ARC
(20,28),-0.505946 # DEPENDENCYPART_ARC
(20,29),-1.03079 # DEPENDENCYPART_ARC
(20,30),-0.963981 # DEPENDENCYPART_ARC
(20,31),0.82289 # DEPENDENCYPART_ARC
(21,1),-2.99144 # DEPENDENCYPART_ARC
(21,2),-3.07661 # DEPENDENCYPART_ARC
(21,3),-3.31046 # DEPENDENCYPART_ARC
(21,4),-2.87084 # DEPENDENCYPART_ARC
(21,5),-2.75451 # DEPENDENCYPART_ARC
(21,6),-2.66066 # DEPENDENCYPART_ARC
(21,7),-2.57834 # DEPENDENCYPART_ARC
(21,8),-2.2405 # DEPENDENCYPART_ARC
(21,9),-2.27753 # DEPENDENCYPART_ARC
(21,10),-2.24558 # DEPENDENCYPART_ARC
(21,11),-1.79973 # DEPENDENCYPART_ARC
(21,12),-1.56458 # DEPENDENCYPART_ARC
(21,13),-2.01876 # DEPENDENCYPART_ARC
(21,14),-1.8922 # DEPENDENCYPART_ARC
(21,15),-1.72091 # DEPENDENCYPART_ARC
(21,16),-1.40528 # DEPENDENCYPART_ARC
(21,17),-0.739192 # DEPENDENCYPART_ARC
(21,18),-0.908194 # DEPENDENCYPART_ARC
(21,19),-0.519165 # DEPENDENCYPART_ARC
(21,20),-0.0422079 # DEPENDENCYPART_ARC
(21,22),0.371816 # DEPENDENCYPART_ARC
(21,23),-0.234828 # DEPENDENCYPART_ARC
(21,24),-0.236524 # DEPENDENCYPART_ARC
(21,25),-0.597688 # DEPENDENCYPART_ARC
(21,26),-0.809549 # DEPENDENCYPART_ARC
(21,27),-1.00272 # DEPENDENCYPART_ARC
(21,28),-2.11681 # DEPENDENCYPART_ARC
(21,29),-1.89848 # DEPENDENCYPART_ARC
(21,30),-1.97373 # DEPENDENCYPART_ARC
(21,31),-1.38925 # DEPENDENCYPART_ARC
(22,1),-7.03011 # DEPENDENCYPART_ARC
(22,2),-8.34206 # DEPENDENCYPART_ARC
(22,3),-5.0625 # DEPENDENCYPART_ARC
(22,4),-4.09732 # DEPENDENCYPART_ARC
(22,5),-5.80167 # DEPENDENCYPART_ARC
(22,6),-4.88141 # DEPENDENCYPART_ARC
(22,7),-5.52319 # DEPENDENCYPART_ARC
(22,8),-2.95552 # DEPENDENCYPART_ARC
(22,9),-4.90032 # DEPENDENCYPART_ARC
(22,10),-3.96067 # DEPENDENCYPART_ARC
(22,11),-3.21908 # DEPENDENCYPART_ARC
(22,12),-3.94814 # DEPENDENCYPART_ARC
(22,13),-2.30294 # DEPENDENCYPART_ARC
(22,14),-2.53954 # DEPENDENCYPART_ARC
(22,15),-3.83909 # DEPENDENCYPART_ARC
(22,16),-1.93984 # DEPENDENCYPART_ARC
(22,17),0.169601 # DEPENDENCYPART_ARC
(22,18),-1.48928 # DEPENDENCYPART_ARC
(22,19),-0.59346 # DEPENDENCYPART_ARC
(22,20),-0.0462353 # DEPENDENCYPART_ARC
(22,21),2.25766 # DEPENDENCYPART_ARC
(22,23),1.26921 # DEPENDENCYPART_ARC
(22,24),0.881141 # DEPENDENCYPART_ARC
(22,25),0.0486912 # DEPENDENCYPART_ARC
(22,26),-0.194272 # DEPENDENCYPART_ARC
(22,27),-0.847748 # DEPENDENCYPART_ARC
(22,28),-1.30559 # DEPENDENCYPART_ARC
(22,29),-0.55558 # DEPENDENCYPART_ARC
(22,30),-1.02814 # DEPENDENCYPART_ARC
(22,31),-0.191823 # DEPENDENCYPART_ARC
(23,1),-3.76216 # DEPENDENCYPART_ARC
(23,2),-6.09519 # DEPENDENCYPART_ARC
(23,3),-2.97047 # DEPENDENCYPART_ARC
(23,4),-2.34798 # DEPENDENCYPART_ARC
(23,5),-3.10573 # DEPENDENCYPART_ARC
(23,6),-3.20825 # DEPENDENCYPART_ARC
(23,7),-3.72087 # DEPENDENCYPART_ARC
(23,8),-1.5691 # DEPENDENCYPART_ARC
(23,9),-2.1328 # DEPENDENCYPART_ARC
(23,10),-2.26205 # DEPENDENCYPART_ARC
(23,11),-1.17257 # DEPENDENCYPART_ARC
(23,12),-1.80711 # DEPENDENCYPART_ARC
(23,13),0.70533 # DEPENDENCYPART_ARC
(23,14),-0.846234 # DEPENDENCYPART_ARC
(23,15),-1.81342 # DEPENDENCYPART_ARC
(23,16),-0.602343 # DEPENDENCYPART_ARC
(23,17),2.67641 # DEPENDENCYPART_ARC
(23,18),0.843419 # DEPENDENCYPART_ARC
(23,19),0.759341 # DEPENDENCYPART_ARC
(23,20),1.5346 # DEPENDENCYPART_ARC
(23,21),4.14175 # DEPENDENCYPART_ARC
(23,22),4.50032 # DEPENDENCYPART_ARC
(23,24),1.58989 # DEPENDENCYPART_ARC
(23,25),0.473702 # DEPENDENCYPART_ARC
(23,26),-0.12531 # DEPENDENCYPART_ARC
(23,27),-0.759534 # DEPENDENCYPART_ARC
(23,28),-1.0854 # DEPENDENCYPART_ARC
(23,29),-0.244924 # DEPENDENCYPART_ARC
(23,30),-0.764419 # DEPENDENCYPART_ARC
(23,31),0.195589 # DEPENDENCYPART_ARC
(24,1),-2.82845 # DEPENDENCYPART_ARC
(24,2),-3.28681 # DEPENDENCYPART_ARC
(24,3),-3.27119 # DEPENDENCYPART_ARC
(24,4),-2.54966 # DEPENDENCYPART_ARC
(24,5),-2.466 # DEPENDENCYPART_ARC
(24,6),-2.45339 # DEPENDENCYPART_ARC
(24,7),-2.38152 # DEPENDENCYPART_ARC
(24,8),-2.24064 # DEPENDENCYPART_ARC
(24,9),-2.20008 # DEPENDENCYPART_ARC
(24,10),-2.10536 # DEPENDENCYPART_ARC
(24,11),-1.42473 # DEPENDENCYPART_ARC
(24,12),-1.57024 # DEPENDENCYPART_ARC
(24,13),-1.60588 # DEPENDENCYPART_ARC
(24,14),-1.61585 # DEPENDENCYPART_ARC
(24,15),-1.27081 # DEPENDENCYPART_ARC
(24,16),-1.3373 # DEPENDENCYPART_ARC
(24,17),-0.836336 # DEPENDENCYPART_ARC
(24,18),-1.21225 # DEPENDENCYPART_ARC
(24,19),0.163527 # DEPENDENCYPART_ARC
(24,20),-1.31435 # DEPENDENCYPART_ARC
(24,21),0.0124991 # DEPENDENCYPART_ARC
(24,22),-0.967528 # DEPENDENCYPART_ARC
(24,23),-0.411508 # DEPENDENCYPART_ARC
(24,25),-0.128204 # DEPENDENCYPART_ARC
(24,26),-1.23392 # DEPENDENCYPART_ARC
(24,27),-1.323 # DEPENDENCYPART_ARC
(24,28),-1.97639 # DEPENDENCYPART_ARC
(24,29),-2.14571 # DEPENDENCYPART_ARC
(24,30),-2.52772 # DEPENDENCYPART_ARC
(24,31),-1.58539 # DEPENDENCYPART_ARC
(25,1),-3.75658 # DEPENDENCYPART_ARC
(25,2),-0.283301 # DEPENDENCYPART_ARC
(25,3),-0.176996 # DEPENDENCYPART_ARC
(25,4),-0.823733 # DEPENDENCYPART_ARC
(25,5),-1.4909 # DEPENDENCYPART_ARC
(25,6),-1.47072 # DEPENDENCYPART_ARC
(25,7),-1.00736 # DEPENDENCYPART_ARC
(25,8),0.293263 # DEPENDENCYPART_ARC
(25,9),-0.238527 # DEPENDENCYPART_ARC
(25,10),-1.43063 # DEPENDENCYPART_ARC
(25,11),0.480687 # DEPENDENCYPART_ARC
(25,12),-2.16398 # DEPENDENCYPART_ARC
(25,13),0.0476615 # DEPENDENCYPART_ARC
(25,14),-0.716123 # DEPENDENCYPART_ARC
(25,15),0.349376 # DEPENDENCYPART_ARC
(25,16),0.614232 # DEPENDENCYPART_ARC
(25,17),-1.21286 # DEPENDENCYPART_ARC
(25,18),1.00212 # DEPENDENCYPART_ARC
(25,19),1.97012 # DEPENDENCYPART_ARC
(25,20),0.613443 # DEPENDENCYPART_ARC
(25,21),0.723177 # DEPENDENCYPART_ARC
(25,22),1.70145 # DEPENDENCYPART_ARC
(25,23),0.888761 # DEPENDENCYPART_ARC
(25,24),1.74433 # DEPENDENCYPART_ARC
(25,26),4.83781 # DEPENDENCYPART_ARC
(25,27),2.26397 # DEPENDENCYPART_ARC
(25,28),0.711915 # DEPENDENCYPART_ARC
(25,29),0.354622 # DEPENDENCYPART_ARC
(25,30),0.419091 # DEPENDENCYPART_ARC
(25,31),5.10564 # DEPENDENCYPART_ARC
(26,1),-2.81504 # DEPENDENCYPART_ARC
(26,2),-2.50192 # DEPENDENCYPART_ARC
(26,3),-4.176 # DEPENDENCYPART_ARC
(26,4),-2.73004 # DEPENDENCYPART_ARC
(26,5),-2.96519 # DEPENDENCYPART_ARC
(26,6),-2.53776 # DEPENDENCYPART_ARC
(26,7),-2.49847 # DEPENDENCYPART_ARC
(26,8),-1.94718 # DEPENDENCYPART_ARC
(26,9),-2.20424 # DEPENDENCYPART_ARC
(26,10),-2.1358 # DEPENDENCYPART_ARC
(26,11),-1.45305 # DEPENDENCYPART_ARC
(26,12),-1.83298 # DEPENDENCYPART_ARC
(26,13),-1.93498 # DEPENDENCYPART_ARC
(26,14),-1.40744 # DEPENDENCYPART_ARC
(26,15),-2.30692 # DEPENDENCYPART_ARC
(26,16),-0.733339 # DEPENDENCYPART_ARC
(26,17),-0.989405 # DEPENDENCYPART_ARC
(26,18),-1.92645 # DEPENDENCYPART_ARC
(26,19),-0.52238 # DEPENDENCYPART_ARC
(26,20),-1.26414 # DEPENDENCYPART_ARC
(26,21),-0.115911 # DEPENDENCYPART_ARC
(26,22),-0.700206 # DEPENDENCYPART_ARC
(26,23),-0.29135 # DEPENDENCYPART_ARC
(26,24),-0.0264924 # DEPENDENCYPART_ARC
(26,25),0.757796 # DEPENDENCYPART_ARC
(26,27),1.78167 # DEPENDENCYPART_ARC
(26,28),2.73847 # DEPENDENCYPART_ARC
(26,29),0.846645 # DEPENDENCYPART_ARC
(26,30),1.08641 # DEPENDENCYPART_ARC
(26,31),0.567031 # DEPENDENCYPART_ARC
(27,1),-3.7361 # DEPENDENCYPART_ARC
(27,2),-3.99945 # DEPENDENCYPART_ARC
(27,3),-3.46113 # DEPENDENCYPART_ARC
(27,4),-3.57891 # DEPENDENCYPART_ARC
(27,5),-3.61652 # DEPENDENCYPART_ARC
(27,6),-3.07941 # DEPENDENCYPART_ARC
(27,7),-3.15417 # DEPENDENCYPART_ARC
(27,8),-2.60655 # DEPENDENCYPART_ARC
(27,9),-2.66283 # DEPENDENCYPART_ARC
(27,10),-2.70655 # DEPENDENCYPART_ARC
(27,11),-1.92146 # DEPENDENCYPART_ARC
(27,12),-2.45091 # DEPENDENCYPART_ARC
(27,13),-2.99413 # DEPENDENCYPART_ARC
(27,14),-1.9378 # DEPENDENCYPART_ARC
(27,15),-2.86813 # DEPENDENCYPART_ARC
(27,16),-1.92179 # DEPENDENCYPART_ARC
(27,17),-1.46064 # DEPENDENCYPART_ARC
(27,18),-2.2817 # DEPENDENCYPART_ARC
(27,19),-1.49214 # DEPENDENCYPART_ARC
(27,20),-1.48878 # DEPENDENCYPART_ARC
(27,21),-0.721509 # DEPENDENCYPART_ARC
(27,22),-1.49373 # DEPENDENCYPART_ARC
(27,23),-1.64145 # DEPENDENCYPART_ARC
(27,24),-0.476319 # DEPENDENCYPART_ARC
(27,25),-0.819972 # DEPENDENCYPART_ARC
(27,26),0.201604 # DEPENDENCYPART_ARC
(27,28),1.88025 # DEPENDENCYPART_ARC
(27,29),0.652955 # DEPENDENCYPART_ARC
(27,30),0.31933 # DEPENDENCYPART_ARC
(27,31),-0.204268 # DEPENDENCYPART_ARC
(28,1),-2.43037 # DEPENDENCYPART_ARC
(28,2),-3.56619 # DEPENDENCYPART_ARC
(28,3),-3.59622 # DEPENDENCYPART_ARC
(28,4),-2.74155 # DEPENDENCYPART_ARC
(28,5),-2.38184 # DEPENDENCYPART_ARC
(28,6),-2.4099 # DEPENDENCYPART_ARC
(28,7),-2.39406 # DEPENDENCYPART_ARC
(28,8),-3.70196 # DEPENDENCYPART_ARC
(28,9),-2.23138 # DEPENDENCYPART_ARC
(28,10),-2.03326 # DEPENDENCYPART_ARC
(28,11),-1.23151 # DEPENDENCYPART_ARC
(28,12),-0.752414 # DEPENDENCYPART_ARC
(28,13),-2.13775 # DEPENDENCYPART_ARC
(28,14),-1.75777 # DEPENDENCYPART_ARC
(28,15),-1.75475 # DEPENDENCYPART_ARC
(28,16),-2.16632 # DEPENDENCYPART_ARC
(28,17),0.06489 # DEPENDENCYPART_ARC
(28,18),-1.47926 # DEPENDENCYPART_ARC
(28,19),-1.2525 # DEPENDENCYPART_ARC
(28,20),-0.934497 # DEPENDENCYPART_ARC
(28,21),0.677659 # DEPENDENCYPART_ARC
(28,22),-0.529084 # DEPENDENCYPART_ARC
(28,23),-0.450713 # DEPENDENCYPART_ARC
(28,24),-0.177951 # DEPENDENCYPART_ARC
(28,25),0.157899 # DEPENDENCYPART_ARC
(28,26),1.2796 # DEPENDENCYPART_ARC
(28,27),3.26833 # DEPENDENCYPART_ARC
(28,29),4.55814 # DEPENDENCYPART_ARC
(28,30),3.74068 # DEPENDENCYPART_ARC
(28,31),0.275042 # DEPENDENCYPART_ARC
(29,1),-4.71053 # DEPENDENCYPART_ARC
(29,2),-5.16531 # DEPENDENCYPART_ARC
(29,3),-4.26938 # DEPENDENCYPART_ARC
(29,4),-4.73602 # DEPENDENCYPART_ARC
(29,5),-5.03631 # DEPENDENCYPART_ARC
(29,6),-4.36891 # DEPENDENCYPART_ARC
(29,7),-4.59269 # DEPENDENCYPART_ARC
(29,8),-5.43995 # DEPENDENCYPART_ARC
(29,9),-3.34641 # DEPENDENCYPART_ARC
(29,10),-4.33361 # DEPENDENCYPART_ARC
(29,11),-3.66572 # DEPENDENCYPART_ARC
(29,12),-3.21796 # DEPENDENCYPART_ARC
(29,13),-4.24652 # DEPENDENCYPART_ARC
(29,14),-3.83157 # DEPENDENCYPART_ARC
(29,15),-4.05621 # DEPENDENCYPART_ARC
(29,16),-4.2624 # DEPENDENCYPART_ARC
(29,17),-2.61747 # DEPENDENCYPART_ARC
(29,18),-3.80828 # DEPENDENCYPART_ARC
(29,19),-3.04572 # DEPENDENCYPART_ARC
(29,20),-2.79076 # DEPENDENCYPART_ARC
(29,21),-2.11316 # DEPENDENCYPART_ARC
(29,22),-3.02422 # DEPENDENCYPART_ARC
(29,23),-2.93707 # DEPENDENCYPART_ARC
(29,24),-2.18271 # DEPENDENCYPART_ARC
(29,25),-2.15802 # DEPENDENCYPART_ARC
(29,26),-1.6398 # DEPENDENCYPART_ARC
(29,27),-0.48575 # DEPENDENCYPART_ARC
(29,28),-0.607415 # DEPENDENCYPART_ARC
(29,30),1.41393 # DEPENDENCYPART_ARC
(29,31),-0.661891 # DEPENDENCYPART_ARC
(30,1),-3.28773 # DEPENDENCYPART_ARC
(30,2),-3.73238 # DEPENDENCYPART_ARC
(30,3),-2.56052 # DEPENDENCYPART_ARC
(30,4),-3.26064 # DEPENDENCYPART_ARC
(30,5),-3.3152 # DEPENDENCYPART_ARC
(30,6),-2.3117 # DEPENDENCYPART_ARC
(30,7),-3.32678 # DEPENDENCYPART_ARC
(30,8),-4.20505 # DEPENDENCYPART_ARC
(30,9),-1.33522 # DEPENDENCYPART_ARC
(30,10),-2.73783 # DEPENDENCYPART_ARC
(30,11),-2.20055 # DEPENDENCYPART_ARC
(30,12),-1.59255 # DEPENDENCYPART_ARC
(30,13),-2.73865 # DEPENDENCYPART_ARC
(30,14),-2.29863 # DEPENDENCYPART_ARC
(30,15),-2.54309 # DEPENDENCYPART_ARC
(30,16),-2.99265 # DEPENDENCYPART_ARC
(30,17),-0.964673 # DEPENDENCYPART_ARC
(30,18),-2.32662 # DEPENDENCYPART_ARC
(30,19),-1.35014 # DEPENDENCYPART_ARC
(30,20),-1.21543 # DEPENDENCYPART_ARC
(30,21),-0.563978 # DEPENDENCYPART_ARC
(30,22),-1.56089 # DEPENDENCYPART_ARC
(30,23),-1.48967 # DEPENDENCYPART_ARC
(30,24),-0.757703 # DEPENDENCYPART_ARC
(30,25),-0.7492 # DEPENDENCYPART_ARC
(30,26),-0.209569 # DEPENDENCYPART_ARC
(30,27),0.86414 # DEPENDENCYPART_ARC
(30,28),0.450438 # DEPENDENCYPART_ARC
(30,29),2.33663 # DEPENDENCYPART_ARC
(30,31),-0.562499 # DEPENDENCYPART_ARC
(31,1),-3.219 # DEPENDENCYPART_ARC
(31,2),-3.69053 # DEPENDENCYPART_ARC
(31,3),-3.08562 # DEPENDENCYPART_ARC
(31,4),-2.03874 # DEPENDENCYPART_ARC
(31,5),-4.00313 # DEPENDENCYPART_ARC
(31,6),-3.45155 # DEPENDENCYPART_ARC
(31,7),-3.49544 # DEPENDENCYPART_ARC
(31,8),-3.65865 # DEPENDENCYPART_ARC
(31,9),-3.03742 # DEPENDENCYPART_ARC
(31,10),-3.12259 # DEPENDENCYPART_ARC
(31,11),-1.15326 # DEPENDENCYPART_ARC
(31,12),-2.28248 # DEPENDENCYPART_ARC
(31,13),-2.38905 # DEPENDENCYPART_ARC
(31,14),-2.49553 # DEPENDENCYPART_ARC
(31,15),-2.10085 # DEPENDENCYPART_ARC
(31,16),-2.51483 # DEPENDENCYPART_ARC
(31,17),-1.81144 # DEPENDENCYPART_ARC
(31,18),-2.15985 # DEPENDENCYPART_ARC
(31,19),-0.735286 # DEPENDENCYPART_ARC
(31,20),-1.82421 # DEPENDENCYPART_ARC
(31,21),-1.03063 # DEPENDENCYPART_ARC
(31,22),-1.74486 # DEPENDENCYPART_ARC
(31,23),-1.8172 # DEPENDENCYPART_ARC
(31,24),-0.673212 # DEPENDENCYPART_ARC
(31,25),-0.746157 # DEPENDENCYPART_ARC
(31,26),-1.44366 # DEPENDENCYPART_ARC
(31,27),-1.16183 # DEPENDENCYPART_ARC
(31,28),-0.993933 # DEPENDENCYPART_ARC
(31,29),-1.46817 # DEPENDENCYPART_ARC
(31,30),-0.928709 # DEPENDENCYPART_ARC
