# _root_ The ad would have run during the World Series tomorrow , replacing the debut commercial of Shearson 's new ad campaign , `` Leadership by Example . ''
#goldHeads=2,3,0,3,4,5,9,9,6,5,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
#predictedHeads=2,3,0,3,4,5,9,9,10,6,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
(18,24),-2.12245 # DEPENDENCYPART_ARC
(18,25),-2.38893 # DEPENDENCYPART_ARC
(18,26),-2.33546 # DEPENDENCYPART_ARC
(18,27),-1.47293 # DEPENDENCYPART_ARC
(18,28),-2.08892 # DEPENDENCYPART_ARC
(19,1),-2.11526 # DEPENDENCYPART_ARC
(19,2),-2.33188 # DEPENDENCYPART_ARC
(19,3),-2.90426 # DEPENDENCYPART_ARC
(19,4),-2.44149 # DEPENDENCYPART_ARC
(19,5),-2.45568 # DEPENDENCYPART_ARC
(19,6),-2.27332 # DEPENDENCYPART_ARC
(19,7),-1.21782 # DEPENDENCYPART_ARC
(19,8),-1.06859 # DEPENDENCYPART_ARC
(19,9),-2.05821 # DEPENDENCYPART_ARC
(19,10),-1.57466 # DEPENDENCYPART_ARC
(19,11),-1.44509 # DEPENDENCYPART_ARC
(19,12),-1.47755 # DEPENDENCYPART_ARC
(19,13),-0.292754 # DEPENDENCYPART_ARC
(19,14),-0.564 # DEPENDENCYPART_ARC
(19,15),-0.588392 # DEPENDENCYPART_ARC
(19,16),-0.254137 # DEPENDENCYPART_ARC
(19,17),0.504325 # DEPENDENCYPART_ARC
(19,18),0.519595 # DEPENDENCYPART_ARC
(19,20),1.33751 # DEPENDENCYPART_ARC
(19,21),0.0832645 # DEPENDENCYPART_ARC
(19,22),-0.421907 # DEPENDENCYPART_ARC
(19,23),-0.982135 # DEPENDENCYPART_ARC
(19,24),-1.00385 # DEPENDENCYPART_ARC
(19,25),-0.997967 # DEPENDENCYPART_ARC
(19,26),-1.51905 # DEPENDENCYPART_ARC
(19,27),-1.10917 # DEPENDENCYPART_ARC
(19,28),-1.47116 # DEPENDENCYPART_ARC
(20,1),-6.90056 # DEPENDENCYPART_ARC
(20,2),-5.62112 # DEPENDENCYPART_ARC
(20,3),-3.80191 # DEPENDENCYPART_ARC
(20,4),-3.35297 # DEPENDENCYPART_ARC
(20,5),-3.55693 # DEPENDENCYPART_ARC
(20,6),-2.89527 # DEPENDENCYPART_ARC
(20,7),-3.17171 # DEPENDENCYPART_ARC
(20,8),-2.64917 # DEPENDENCYPART_ARC
(20,9),-2.92754 # DEPENDENCYPART_ARC
(20,10),-3.13325 # DEPENDENCYPART_ARC
(20,11),-2.46994 # DEPENDENCYPART_ARC
(20,12),-2.04703 # DEPENDENCYPART_ARC
(20,13),-0.949448 # DEPENDENCYPART_ARC
(20,14),-0.829748 # DEPENDENCYPART_ARC
(20,15),-1.72062 # DEPENDENCYPART_ARC
(20,16),-0.846452 # DEPENDENCYPART_ARC
(20,17),2.75118 # DEPENDENCYPART_ARC
(20,18),0.543981 # DEPENDENCYPART_ARC
(20,19),2.22075 # DEPENDENCYPART_ARC
(20,21),0.752059 # DEPENDENCYPART_ARC
(20,22),0.0873529 # DEPENDENCYPART_ARC
(20,23),0.341804 # DEPENDENCYPART_ARC
(20,24),-0.82723 # DEPENDENCYPART_ARC
(20,25),-0.737818 # DEPENDENCYPART_ARC
(20,26),-1.17532 # DEPENDENCYPART_ARC
(20,27),-0.378765 # DEPENDENCYPART_ARC
(20,28),-0.283488 # DEPENDENCYPART_ARC
(21,1),-4.27793 # DEPENDENCYPART_ARC
(21,2),-3.55317 # DEPENDENCYPART_ARC
(21,3),-2.09761 # DEPENDENCYPART_ARC
(21,4),-1.68015 # DEPENDENCYPART_ARC
(21,5),-1.56134 # DEPENDENCYPART_ARC
(21,6),-1.61113 # DEPENDENCYPART_ARC
(21,7),-0.647566 # DEPENDENCYPART_ARC
(21,8),-0.540221 # DEPENDENCYPART_ARC
(21,9),-0.929737 # DEPENDENCYPART_ARC
(21,10),-1.63289 # DEPENDENCYPART_ARC
(21,11),-0.954258 # DEPENDENCYPART_ARC
(21,12),-0.318843 # DEPENDENCYPART_ARC
(21,13),1.41424 # DEPENDENCYPART_ARC
(21,14),1.93147 # DEPENDENCYPART_ARC
(21,15),-0.0397593 # DEPENDENCYPART_ARC
(21,16),0.613961 # DEPENDENCYPART_ARC
(21,17),4.75313 # DEPENDENCYPART_ARC
(21,18),1.56065 # DEPENDENCYPART_ARC
(21,19),4.30164 # DEPENDENCYPART_ARC
(21,20),4.59764 # DEPENDENCYPART_ARC
(21,22),2.76122 # DEPENDENCYPART_ARC
(21,23),2.20932 # DEPENDENCYPART_ARC
(21,24),1.31898 # DEPENDENCYPART_ARC
(21,25),1.2155 # DEPENDENCYPART_ARC
(21,26),0.613515 # DEPENDENCYPART_ARC
(21,27),1.34983 # DEPENDENCYPART_ARC
(21,28),1.45115 # DEPENDENCYPART_ARC
(22,1),-3.04209 # DEPENDENCYPART_ARC
(22,2),-2.60757 # DEPENDENCYPART_ARC
(22,3),-3.19736 # DEPENDENCYPART_ARC
(22,4),-2.84838 # DEPENDENCYPART_ARC
(22,5),-1.41394 # DEPENDENCYPART_ARC
(22,6),-2.62239 # DEPENDENCYPART_ARC
(22,7),-2.35577 # DEPENDENCYPART_ARC
(22,8),-2.8302 # DEPENDENCYPART_ARC
(22,9),-2.71872 # DEPENDENCYPART_ARC
(22,10),-1.96622 # DEPENDENCYPART_ARC
(22,11),-0.453045 # DEPENDENCYPART_ARC
(22,12),-1.34129 # DEPENDENCYPART_ARC
(22,13),-1.52662 # DEPENDENCYPART_ARC
(22,14),-1.76311 # DEPENDENCYPART_ARC
(22,15),-1.68879 # DEPENDENCYPART_ARC
(22,16),-1.43289 # DEPENDENCYPART_ARC
(22,17),-1.91119 # DEPENDENCYPART_ARC
(22,18),-1.43332 # DEPENDENCYPART_ARC
(22,19),-1.04393 # DEPENDENCYPART_ARC
(22,20),-1.50394 # DEPENDENCYPART_ARC
(22,21),-0.855101 # DEPENDENCYPART_ARC
(22,23),0.481302 # DEPENDENCYPART_ARC
(22,24),-0.687016 # DEPENDENCYPART_ARC
(22,25),-0.632941 # DEPENDENCYPART_ARC
(22,26),-1.30349 # DEPENDENCYPART_ARC
(22,27),-1.16346 # DEPENDENCYPART_ARC
(22,28),-0.753035 # DEPENDENCYPART_ARC
(23,1),-3.66655 # DEPENDENCYPART_ARC
(23,2),-4.01842 # DEPENDENCYPART_ARC
(23,3),-3.90025 # DEPENDENCYPART_ARC
(23,4),-3.53466 # DEPENDENCYPART_ARC
(23,5),-3.25655 # DEPENDENCYPART_ARC
(23,6),-3.25178 # DEPENDENCYPART_ARC
(23,7),-3.07849 # DEPENDENCYPART_ARC
(23,8),-3.22878 # DEPENDENCYPART_ARC
(23,9),-3.16158 # DEPENDENCYPART_ARC
(23,10),-3.02527 # DEPENDENCYPART_ARC
(23,11),-2.64016 # DEPENDENCYPART_ARC
(23,12),-2.71007 # DEPENDENCYPART_ARC
(23,13),-2.18461 # DEPENDENCYPART_ARC
(23,14),-2.48411 # DEPENDENCYPART_ARC
(23,15),-2.40126 # DEPENDENCYPART_ARC
(23,16),-2.06248 # DEPENDENCYPART_ARC
(23,17),-2.07884 # DEPENDENCYPART_ARC
(23,18),-2.0333 # DEPENDENCYPART_ARC
(23,19),-1.581 # DEPENDENCYPART_ARC
(23,20),-1.34082 # DEPENDENCYPART_ARC
(23,21),-1.41077 # DEPENDENCYPART_ARC
(23,22),-0.447942 # DEPENDENCYPART_ARC
(23,24),-0.914139 # DEPENDENCYPART_ARC
(23,25),-1.66012 # DEPENDENCYPART_ARC
(23,26),-1.68023 # DEPENDENCYPART_ARC
(23,27),-1.67783 # DEPENDENCYPART_ARC
(23,28),-1.02315 # DEPENDENCYPART_ARC
(24,1),-5.63033 # DEPENDENCYPART_ARC
(24,2),-5.08338 # DEPENDENCYPART_ARC
(24,3),-3.83271 # DEPENDENCYPART_ARC
(24,4),-3.46367 # DEPENDENCYPART_ARC
(24,5),-3.28979 # DEPENDENCYPART_ARC
(24,6),-2.94444 # DEPENDENCYPART_ARC
(24,7),-1.98712 # DEPENDENCYPART_ARC
(24,8),-2.63206 # DEPENDENCYPART_ARC
(24,9),-3.08138 # DEPENDENCYPART_ARC
(24,10),-3.17614 # DEPENDENCYPART_ARC
(24,11),-1.684 # DEPENDENCYPART_ARC
(24,12),-1.80696 # DEPENDENCYPART_ARC
(24,13),-0.346423 # DEPENDENCYPART_ARC
(24,14),0.120401 # DEPENDENCYPART_ARC
(24,15),-1.18623 # DEPENDENCYPART_ARC
(24,16),-1.48628 # DEPENDENCYPART_ARC
(24,17),1.71513 # DEPENDENCYPART_ARC
(24,18),-0.559331 # DEPENDENCYPART_ARC
(24,19),2.32535 # DEPENDENCYPART_ARC
(24,20),1.88755 # DEPENDENCYPART_ARC
(24,21),0.291619 # DEPENDENCYPART_ARC
(24,22),1.18641 # DEPENDENCYPART_ARC
(24,23),1.34426 # DEPENDENCYPART_ARC
(24,25),2.82251 # DEPENDENCYPART_ARC
(24,26),0.893546 # DEPENDENCYPART_ARC
(24,27),0.951949 # DEPENDENCYPART_ARC
(24,28),0.4598 # DEPENDENCYPART_ARC
(25,1),-3.33389 # DEPENDENCYPART_ARC
(25,2),-3.6861 # DEPENDENCYPART_ARC
(25,3),-3.30592 # DEPENDENCYPART_ARC
(25,4),-2.73203 # DEPENDENCYPART_ARC
(25,5),-2.10477 # DEPENDENCYPART_ARC
(25,6),-2.2423 # DEPENDENCYPART_ARC
(25,7),-2.38641 # DEPENDENCYPART_ARC
(25,8),-2.45531 # DEPENDENCYPART_ARC
(25,9),-2.5954 # DEPENDENCYPART_ARC
(25,10),-3.08853 # DEPENDENCYPART_ARC
(25,11),-1.75693 # DEPENDENCYPART_ARC
(25,12),-2.17394 # DEPENDENCYPART_ARC
(25,13),-1.71541 # DEPENDENCYPART_ARC
(25,14),-1.79883 # DEPENDENCYPART_ARC
(25,15),-1.7926 # DEPENDENCYPART_ARC
(25,16),-0.889788 # DEPENDENCYPART_ARC
(25,17),-1.25328 # DEPENDENCYPART_ARC
(25,18),-0.680389 # DEPENDENCYPART_ARC
(25,19),-0.778456 # DEPENDENCYPART_ARC
(25,20),-1.28479 # DEPENDENCYPART_ARC
(25,21),-1.41667 # DEPENDENCYPART_ARC
(25,22),0.256433 # DEPENDENCYPART_ARC
(25,23),0.613248 # DEPENDENCYPART_ARC
(25,24),0.354788 # DEPENDENCYPART_ARC
(25,26),4.16249 # DEPENDENCYPART_ARC
(25,27),-0.566563 # DEPENDENCYPART_ARC
(25,28),0.0623373 # DEPENDENCYPART_ARC
(26,1),-7.87341 # DEPENDENCYPART_ARC
(26,2),-6.74064 # DEPENDENCYPART_ARC
(26,3),-4.5849 # DEPENDENCYPART_ARC
(26,4),-4.31746 # DEPENDENCYPART_ARC
(26,5),-4.2986 # DEPENDENCYPART_ARC
(26,6),-3.93601 # DEPENDENCYPART_ARC
(26,7),-4.01242 # DEPENDENCYPART_ARC
(26,8),-4.14165 # DEPENDENCYPART_ARC
(26,9),-4.71552 # DEPENDENCYPART_ARC
(26,10),-4.26206 # DEPENDENCYPART_ARC
(26,11),-2.63882 # DEPENDENCYPART_ARC
(26,12),-2.55616 # DEPENDENCYPART_ARC
(26,13),-2.53766 # DEPENDENCYPART_ARC
(26,14),-1.78783 # DEPENDENCYPART_ARC
(26,15),-3.06346 # DEPENDENCYPART_ARC
(26,16),-2.26303 # DEPENDENCYPART_ARC
(26,17),0.00444358 # DEPENDENCYPART_ARC
(26,18),-1.53109 # DEPENDENCYPART_ARC
(26,19),0.120815 # DEPENDENCYPART_ARC
(26,20),-0.653325 # DEPENDENCYPART_ARC
(26,21),-1.31853 # DEPENDENCYPART_ARC
(26,22),-0.232803 # DEPENDENCYPART_ARC
(26,23),-0.217636 # DEPENDENCYPART_ARC
(26,24),0.350958 # DEPENDENCYPART_ARC
(26,25),1.27648 # DEPENDENCYPART_ARC
(26,27),-0.229638 # DEPENDENCYPART_ARC
(26,28),-0.697586 # DEPENDENCYPART_ARC
(27,1),-3.1386 # DEPENDENCYPART_ARC
(27,2),-2.71175 # DEPENDENCYPART_ARC
(27,3),-3.30831 # DEPENDENCYPART_ARC
(27,4),-3.58219 # DEPENDENCYPART_ARC
(27,5),-2.40916 # DEPENDENCYPART_ARC
(27,6),-3.35789 # DEPENDENCYPART_ARC
(27,7),-2.54115 # DEPENDENCYPART_ARC
(27,8),-2.27531 # DEPENDENCYPART_ARC
(27,9),-2.22422 # DEPENDENCYPART_ARC
(27,10),-1.95762 # DEPENDENCYPART_ARC
(27,11),-0.683143 # DEPENDENCYPART_ARC
(27,12),-1.27685 # DEPENDENCYPART_ARC
(27,13),-1.89729 # DEPENDENCYPART_ARC
(27,14),-1.96157 # DEPENDENCYPART_ARC
(27,15),-1.92287 # DEPENDENCYPART_ARC
(27,16),-1.91068 # DEPENDENCYPART_ARC
(27,17),-1.59927 # DEPENDENCYPART_ARC
(27,18),-1.81418 # DEPENDENCYPART_ARC
(27,19),-1.68764 # DEPENDENCYPART_ARC
(27,20),-1.42879 # DEPENDENCYPART_ARC
(27,21),-1.3603 # DEPENDENCYPART_ARC
(27,22),-0.387351 # DEPENDENCYPART_ARC
(27,23),-0.966154 # DEPENDENCYPART_ARC
(27,24),-0.984196 # DEPENDENCYPART_ARC
(27,25),-1.46626 # DEPENDENCYPART_ARC
(27,26),-1.43994 # DEPENDENCYPART_ARC
(27,28),-0.842424 # DEPENDENCYPART_ARC
(28,1),-3.04547 # DEPENDENCYPART_ARC
(28,2),-4.18464 # DEPENDENCYPART_ARC
(28,3),-3.52418 # DEPENDENCYPART_ARC
(28,4),-3.36609 # DEPENDENCYPART_ARC
(28,5),-3.32851 # DEPENDENCYPART_ARC
(28,6),-3.25798 # DEPENDENCYPART_ARC
(28,7),-2.42188 # DEPENDENCYPART_ARC
(28,8),-3.25043 # DEPENDENCYPART_ARC
(28,9),-3.11544 # DEPENDENCYPART_ARC
(28,10),-3.19184 # DEPENDENCYPART_ARC
(28,11),-2.15853 # DEPENDENCYPART_ARC
(28,12),-2.44666 # DEPENDENCYPART_ARC
(28,13),-1.75275 # DEPENDENCYPART_ARC
(28,14),-2.83694 # DEPENDENCYPART_ARC
(28,15),-2.69566 # DEPENDENCYPART_ARC
(28,16),-2.01544 # DEPENDENCYPART_ARC
(28,17),-2.28445 # DEPENDENCYPART_ARC
(28,18),-1.98191 # DEPENDENCYPART_ARC
(28,19),-2.02728 # DEPENDENCYPART_ARC
(28,20),-2.09631 # DEPENDENCYPART_ARC
(28,21),-1.94816 # DEPENDENCYPART_ARC
(28,22),-1.01049 # DEPENDENCYPART_ARC
(28,23),-0.216968 # DEPENDENCYPART_ARC
(28,24),-1.37108 # DEPENDENCYPART_ARC
(28,25),-0.579162 # DEPENDENCYPART_ARC
(28,26),-1.15859 # DEPENDENCYPART_ARC
(28,27),-0.22138 # DEPENDENCYPART_ARC
